Year,Month,Day,Hour,Forecast_Demand_MWh,Adjusted_Demand_MWh,Adjusted_Generation_MWh,Adjusted_Interchange_MWh
2015,7,1,5,43,47,0,-47
2015,7,1,6,39,46,0,-46
2015,7,1,7,37,43,0,-43
2015,7,1,8,37,40,0,-40
2015,7,1,9,38,38,0,-38
2015,7,1,10,36,41,0,-41
2015,7,1,11,41,41,0,-41
2015,7,1,12,44,45,0,-45
2015,7,1,13,50,52,0,-52
2015,7,1,14,59,62,0,-62
2015,7,1,15,66,68,0,-68
2015,7,1,16,70,74,0,-74
2015,7,1,17,75,65,0,-65
2015,7,1,18,78,67,0,-67
2015,7,1,19,83,70,0,-70
2015,7,1,20,87,68,0,-68
2015,7,1,21,88,69,0,-69
2015,7,1,22,89,73,0,-73
2015,7,1,23,83,74,0,-74
2015,7,2,0,72,72,0,-72
2015,7,2,1,69,70,0,-70
2015,7,2,2,66,68,0,-68
2015,7,2,3,60,61,0,-61
2015,7,2,4,53,52,0,-52
2015,7,2,5,47,47,0,-47
2015,7,2,6,46,43,0,-43
2015,7,2,7,43,38,0,-38
2015,7,2,8,40,38,0,-38
2015,7,2,9,38,35,0,-35
2015,7,2,10,41,38,0,-38
2015,7,2,11,41,39,0,-39
2015,7,2,12,45,42,0,-42
2015,7,2,13,52,50,0,-50
2015,7,2,14,62,57,0,-57
2015,7,2,15,68,65,0,-65
2015,7,2,16,74,73,0,-73
2015,7,2,17,65,78,0,-78
2015,7,2,18,67,83,0,-83
2015,7,2,19,70,87,0,-87
2015,7,2,20,68,84,0,-84
2015,7,2,21,69,62,0,-62
2015,7,2,22,73,71,0,-71
2015,7,2,23,74,65,0,-65
2015,7,3,0,72,60,0,-60
2015,7,3,1,70,59,0,-59
2015,7,3,2,68,57,0,-57
2015,7,3,3,61,54,0,-54
2015,7,3,4,52,48,0,-48
2015,7,3,5,47,42,0,-42
2015,7,3,6,43,38,0,-38
2015,7,3,7,38,36,0,-36
2015,7,3,8,38,35,0,-35
2015,7,3,9,35,33,0,-33
2015,7,3,10,38,34,0,-34
2015,7,3,11,39,36,0,-36
2015,7,3,12,42,40,0,-40
2015,7,3,13,50,47,0,-47
2015,7,3,14,57,55,0,-55
2015,7,3,15,65,65,0,-65
2015,7,3,16,73,70,0,-70
2015,7,3,17,78,74,0,-74
2015,7,3,18,83,79,0,-79
2015,7,3,19,87,82,0,-82
2015,7,3,20,84,84,0,-84
2015,7,3,21,62,88,0,-88
2015,7,3,22,71,88,0,-88
2015,7,3,23,65,87,0,-87
2015,7,4,0,60,81,0,-81
2015,7,4,1,59,77,0,-77
2015,7,4,2,57,74,0,-74
2015,7,4,3,54,69,0,-69
2015,7,4,4,48,60,0,-60
2015,7,4,5,42,51,0,-51
2015,7,4,6,38,46,0,-46
2015,7,4,7,36,44,0,-44
2015,7,4,8,35,41,0,-41
2015,7,4,9,33,39,0,-39
2015,7,4,10,34,37,0,-37
2015,7,4,11,36,40,0,-40
2015,7,4,12,40,42,0,-42
2015,7,4,13,47,52,0,-52
2015,7,4,14,55,60,0,-60
2015,7,4,15,65,70,0,-70
2015,7,4,16,70,75,0,-75
2015,7,4,17,74,79,0,-79
2015,7,4,18,79,82,0,-82
2015,7,4,19,82,85,0,-85
2015,7,4,20,84,84,0,-84
2015,7,4,21,88,88,0,-88
2015,7,4,22,88,84,0,-84
2015,7,4,23,87,75,0,-75
2015,7,5,0,81,70,0,-70
2015,7,5,1,77,65,0,-65
2015,7,5,2,74,61,0,-61
2015,7,5,3,69,62,0,-62
2015,7,5,4,60,55,0,-55
2015,7,5,5,51,49,0,-49
2015,7,5,6,46,46,0,-46
2015,7,5,7,44,42,0,-42
2015,7,5,8,41,41,0,-41
2015,7,5,9,39,40,0,-40
2015,7,5,10,37,39,0,-39
2015,7,5,11,40,39,0,-39
2015,7,5,12,42,41,0,-41
2015,7,5,13,52,52,0,-52
2015,7,5,14,60,61,0,-61
2015,7,5,15,70,69,0,-69
2015,7,5,16,75,74,0,-74
2015,7,5,17,79,79,0,-79
2015,7,5,18,82,82,0,-82
2015,7,5,19,85,85,0,-85
2015,7,5,20,84,84,0,-84
2015,7,5,21,88,81,0,-81
2015,7,5,22,84,78,0,-78
2015,7,5,23,75,69,0,-69
2015,7,6,0,70,64,0,-64
2015,7,6,1,65,61,0,-61
2015,7,6,2,61,55,0,-55
2015,7,6,3,62,51,0,-51
2015,7,6,4,55,46,0,-46
2015,7,6,5,49,40,0,-40
2015,7,6,6,46,37,0,-37
2015,7,6,7,42,37,0,-37
2015,7,6,8,41,34,0,-34
2015,7,6,9,40,35,0,-35
2015,7,6,10,39,34,0,-34
2015,7,6,11,39,36,0,-36
2015,7,6,12,41,42,0,-42
2015,7,6,13,52,47,0,-47
2015,7,6,14,61,53,0,-53
2015,7,6,15,69,59,0,-59
2015,7,6,16,74,63,0,-63
2015,7,6,17,79,69,0,-69
2015,7,6,18,82,73,0,-73
2015,7,6,19,85,77,0,-77
2015,7,6,20,84,77,0,-77
2015,7,6,21,81,81,0,-81
2015,7,6,22,78,76,0,-76
2015,7,6,23,69,71,0,-71
2015,7,7,0,64,65,0,-65
2015,7,7,1,61,61,0,-61
2015,7,7,2,55,55,0,-55
2015,7,7,3,51,51,0,-51
2015,7,7,4,46,45,0,-45
2015,7,7,5,40,39,0,-39
2015,7,7,6,37,36,0,-36
2015,7,7,7,37,35,0,-35
2015,7,7,8,34,31,0,-31
2015,7,7,9,35,33,0,-33
2015,7,7,10,34,33,0,-33
2015,7,7,11,36,36,0,-36
2015,7,7,12,42,40,0,-40
2015,7,7,13,47,45,0,-45
2015,7,7,14,53,51,0,-51
2015,7,7,15,59,57,0,-57
2015,7,7,16,63,62,0,-62
2015,7,7,17,69,69,0,-69
2015,7,7,18,73,72,0,-72
2015,7,7,19,77,72,0,-72
2015,7,7,20,77,65,0,-65
2015,7,7,21,81,65,0,-65
2015,7,7,22,76,65,0,-65
2015,7,7,23,71,63,0,-63
2015,7,8,0,65,60,0,-60
2015,7,8,1,61,59,0,-59
2015,7,8,2,55,55,0,-55
2015,7,8,3,51,52,0,-52
2015,7,8,4,45,44,0,-44
2015,7,8,5,39,40,0,-40
2015,7,8,6,36,37,0,-37
2015,7,8,7,35,34,0,-34
2015,7,8,8,31,34,0,-34
2015,7,8,9,33,32,0,-32
2015,7,8,10,33,35,0,-35
2015,7,8,11,36,37,0,-37
2015,7,8,12,40,42,0,-42
2015,7,8,13,45,49,0,-49
2015,7,8,14,51,55,0,-55
2015,7,8,15,57,63,0,-63
2015,7,8,16,62,67,0,-67
2015,7,8,17,69,70,0,-70
2015,7,8,18,72,72,0,-72
2015,7,8,19,72,72,0,-72
2015,7,8,20,65,72,0,-72
2015,7,8,21,65,78,0,-78
2015,7,8,22,65,82,0,-82
2015,7,8,23,63,79,0,-79
2015,7,9,0,60,74,0,-74
2015,7,9,1,59,70,0,-70
2015,7,9,2,55,67,0,-67
2015,7,9,3,52,59,0,-59
2015,7,9,4,44,53,0,-53
2015,7,9,5,40,46,0,-46
2015,7,9,6,37,43,0,-43
2015,7,9,7,34,40,0,-40
2015,7,9,8,34,39,0,-39
2015,7,9,9,32,37,0,-37
2015,7,9,10,35,39,0,-39
2015,7,9,11,37,38,0,-38
2015,7,9,12,42,44,0,-44
2015,7,9,13,49,51,0,-51
2015,7,9,14,55,58,0,-58
2015,7,9,15,63,65,0,-65
2015,7,9,16,67,72,0,-72
2015,7,9,17,70,78,0,-78
2015,7,9,18,72,81,0,-81
2015,7,9,19,72,84,0,-84
2015,7,9,20,72,85,0,-85
2015,7,9,21,78,89,0,-89
2015,7,9,22,82,87,0,-87
2015,7,9,23,79,85,0,-85
2015,7,10,0,74,80,0,-80
2015,7,10,1,70,74,0,-74
2015,7,10,2,67,70,0,-70
2015,7,10,3,59,64,0,-64
2015,7,10,4,53,54,0,-54
2015,7,10,5,46,49,0,-49
2015,7,10,6,43,44,0,-44
2015,7,10,7,40,40,0,-40
2015,7,10,8,39,40,0,-40
2015,7,10,9,37,38,0,-38
2015,7,10,10,39,37,0,-37
2015,7,10,11,38,40,0,-40
2015,7,10,12,44,43,0,-43
2015,7,10,13,51,51,0,-51
2015,7,10,14,58,59,0,-59
2015,7,10,15,65,68,0,-68
2015,7,10,16,72,74,0,-74
2015,7,10,17,78,78,0,-78
2015,7,10,18,81,84,0,-84
2015,7,10,19,84,87,0,-87
2015,7,10,20,85,89,0,-89
2015,7,10,21,89,87,0,-87
2015,7,10,22,87,90,0,-90
2015,7,10,23,85,87,0,-87
