Year,Month,Day,Hour,Forecast_Demand_MWh,Adjusted_Demand_MWh,Adjusted_Generation_MWh,Adjusted_Interchange_MWh
2015,7,1,5,29415,84024,83944,-80
2015,7,1,6,27687,79791,80091,301
2015,7,1,7,26574,76760,77994,1234
2015,7,1,8,26029,74931,76820,1888
2015,7,1,9,26220,74368,76268,1900
2015,7,1,10,27581,77156,79049,1893
2015,7,1,11,30088,81032,82202,1171
2015,7,1,12,32819,86061,85000,-1061
2015,7,1,13,34850,89560,88002,-1558
2015,7,1,14,36752,93093,90996,-2098
2015,7,1,15,38596,97580,95479,-2100
2015,7,1,16,40206,101457,98933,-2525
2015,7,1,17,41435,104918,102025,-2893
2015,7,1,18,42723,108219,105373,-2846
2015,7,1,19,43715,110428,107497,-2931
2015,7,1,20,44514,112143,108858,-3285
2015,7,1,21,45041,113224,110553,-2671
2015,7,1,22,44892,112936,110206,-2731
2015,7,1,23,43504,110545,108167,-2378
2015,7,2,0,42144,106560,104340,-2221
2015,7,2,1,41045,103392,100959,-2433
2015,7,2,2,39964,101862,99746,-2117
2015,7,2,3,36830,96385,95179,-1206
2015,7,2,4,33373,89387,89613,225
2015,7,2,5,29377,82916,82864,-52
2015,7,2,6,27567,78807,79139,333
2015,7,2,7,26464,75981,76375,395
2015,7,2,8,25850,74349,75557,1208
2015,7,2,9,25967,74516,75423,907
2015,7,2,10,27141,76778,76847,68
2015,7,2,11,29409,79549,79578,29
2015,7,2,12,31806,83459,82349,-1111
2015,7,2,13,33668,87532,86403,-1129
2015,7,2,14,35266,90936,90079,-857
2015,7,2,15,36703,94310,93685,-625
2015,7,2,16,37850,96771,95847,-924
2015,7,2,17,38804,98424,97633,-792
2015,7,2,18,39769,99845,99145,-700
2015,7,2,19,40463,100168,99420,-749
2015,7,2,20,41031,100101,99526,-575
2015,7,2,21,41564,99948,98845,-1103
2015,7,2,22,41525,99598,98491,-1106
2015,7,2,23,40466,97607,96738,-869
2015,7,3,0,39306,94843,93718,-1124
2015,7,3,1,38441,92847,91410,-1438
2015,7,3,2,37415,92013,90806,-1207
2015,7,3,3,34611,86977,86594,-384
2015,7,3,4,31519,80446,81458,1012
2015,7,3,5,26881,75620,76980,1359
2015,7,3,6,25393,72699,75107,2407
2015,7,3,7,24430,70193,72794,2602
2015,7,3,8,24035,68542,71093,2550
2015,7,3,9,24249,68049,70670,2622
2015,7,3,10,25370,68821,70659,1838
2015,7,3,11,27350,69801,71115,1314
2015,7,3,12,29629,71654,72074,420
2015,7,3,13,31463,74843,75711,868
2015,7,3,14,33079,79828,80631,801
2015,7,3,15,34479,84252,83567,-685
2015,7,3,16,35479,87856,86706,-1151
2015,7,3,17,36246,91031,89772,-1259
2015,7,3,18,37050,93580,91820,-1760
2015,7,3,19,37634,95523,94001,-1522
2015,7,3,20,38188,97219,95807,-1412
2015,7,3,21,38559,97914,96683,-1231
2015,7,3,22,38316,97612,96405,-1207
2015,7,3,23,37174,95186,93776,-1410
2015,7,4,0,35863,91960,90747,-1213
2015,7,4,1,35044,90283,89203,-1080
2015,7,4,2,34476,89176,88730,-445
2015,7,4,3,32409,85357,85176,-180
2015,7,4,4,29807,80078,81130,1052
2015,7,4,5,27458,75461,76331,871
2015,7,4,6,25872,71516,73573,2058
2015,7,4,7,24862,69613,72813,3200
2015,7,4,8,24265,69288,72179,2891
2015,7,4,9,23971,68363,70356,1993
2015,7,4,10,23911,68490,70223,1733
2015,7,4,11,24071,68025,69499,1474
2015,7,4,12,25369,68880,70178,1298
2015,7,4,13,27544,71998,73431,1432
2015,7,4,14,29390,77278,78020,742
2015,7,4,15,30664,81867,81731,-136
2015,7,4,16,31349,85819,85787,-32
2015,7,4,17,31732,88684,88629,-54
2015,7,4,18,31850,90671,90555,-117
2015,7,4,19,32005,91974,91498,-476
2015,7,4,20,32167,93401,92865,-536
2015,7,4,21,32473,94158,93819,-339
2015,7,4,22,32819,93894,93797,-97
2015,7,4,23,32256,92096,92062,-34
2015,7,5,0,31739,88884,88787,-97
2015,7,5,1,31482,85964,85975,12
2015,7,5,2,31458,84073,84739,666
2015,7,5,3,30068,81456,81749,293
2015,7,5,4,28071,78170,79026,856
2015,7,5,5,25451,73295,73342,47
2015,7,5,6,24060,69134,71002,1869
2015,7,5,7,23071,66665,69028,2364
2015,7,5,8,22511,66391,68959,2568
2015,7,5,9,22234,66866,69222,2356
2015,7,5,10,22039,66751,68482,1731
2015,7,5,11,21905,66158,67372,1215
2015,7,5,12,23130,66817,67693,876
