Year,Month,Day,Hour,Forecast_Demand_MWh,Adjusted_Demand_MWh,Adjusted_Generation_MWh,Adjusted_Interchange_MWh
2015,7,1,6,16349,16136,16196,218
2015,7,1,7,15621,15503,15496,217
2015,7,1,8,15063,14896,15028,214
2015,7,1,9,14781,14663,14794,217
2015,7,1,10,14968,14820,14961,217
2015,7,1,11,15501,15344,15489,220
2015,7,1,12,16348,16077,16399,376
2015,7,1,13,17602,16919,17285,497
2015,7,1,14,18678,17683,18065,504
2015,7,1,15,19871,18527,19170,826
2015,7,1,16,21073,19342,20271,1143
2015,7,1,17,21916,19844,21122,1505
2015,7,1,18,22539,20237,21518,1652
2015,7,1,19,22985,20336,21706,1870
2015,7,1,20,23204,20307,21787,1878
2015,7,1,21,23340,20269,21987,2173
2015,7,1,22,23336,20198,22007,2169
2015,7,1,23,23035,19906,21708,2165
2015,7,2,0,22391,19574,20646,1411
2015,7,2,1,21427,19081,20155,1403
2015,7,2,2,21170,19362,20393,1293
2015,7,2,3,20219,18914,19836,1072
2015,7,2,4,18701,17617,17780,112
2015,7,2,5,17024,16274,16145,68
2015,7,2,6,15618,15330,15360,179
2015,7,2,7,14975,14725,15156,477
2015,7,2,8,14556,14363,14743,477
2015,7,2,9,14378,14314,14686,475
2015,7,2,10,14585,14530,14988,481
2015,7,2,11,15122,15305,15784,591
2015,7,2,12,16026,15973,16259,215
2015,7,2,13,16818,16814,16895,272
2015,7,2,14,17903,17524,17731,274
2015,7,2,15,19045,18127,18472,548
2015,7,2,16,20096,18853,19346,710
2015,7,2,17,20770,19353,19857,889
2015,7,2,18,21532,19792,20422,950
2015,7,2,19,22000,20320,21155,1179
2015,7,2,20,22219,20907,21829,1331
2015,7,2,21,22241,21130,22019,1374
2015,7,2,22,22102,21280,22230,1369
2015,7,2,23,21568,20994,21671,1109
2015,7,3,0,20839,20573,21253,1094
2015,7,3,1,20086,19998,20516,886
2015,7,3,2,20149,20117,20614,752
2015,7,3,3,19406,19412,19616,320
2015,7,3,4,17861,18111,18046,65
2015,7,3,5,16383,16638,16504,-18
2015,7,3,6,14947,15564,15534,165
2015,7,3,7,14300,14803,15173,503
2015,7,3,8,13776,14327,14626,500
2015,7,3,9,13528,14087,14441,499
2015,7,3,10,13463,14042,14480,536
2015,7,3,11,13321,14151,14559,552
2015,7,3,12,13456,14359,14703,570
2015,7,3,13,14639,15020,15099,292
2015,7,3,14,15780,15860,15950,322
2015,7,3,15,16836,16778,17227,543
2015,7,3,16,17494,17340,17984,848
2015,7,3,17,18124,17685,18373,908
2015,7,3,18,18731,17919,18837,1304
2015,7,3,19,19120,18181,19063,1227
2015,7,3,20,19372,18299,19182,1229
2015,7,3,21,19577,18300,19315,1231
2015,7,3,22,19708,18334,18935,928
2015,7,3,23,19621,18174,18735,931
2015,7,4,0,19170,17690,18053,645
2015,7,4,1,18493,17375,17727,586
