Year,Month,Day,Hour,Forecast_Demand_MWh,Adjusted_Demand_MWh,Adjusted_Generation_MWh,Adjusted_Interchange_MWh
2020,2,29,7,-9999,-9999,0,0
2020,2,29,8,-9999,-9999,0,0
2020,2,29,9,-9999,-9999,0,0
2020,2,29,10,-9999,-9999,0,0
2020,2,29,11,-9999,-9999,0,0
2020,2,29,12,-9999,-9999,0,0
2020,2,29,13,-9999,-9999,0,0
2020,2,29,14,-9999,-9999,0,0
2020,2,29,15,-9999,-9999,0,0
2020,2,29,16,-9999,-9999,0,0
2020,2,29,17,-9999,-9999,0,0
2020,2,29,18,-9999,-9999,0,0
2020,2,29,19,-9999,-9999,0,0
2020,2,29,20,-9999,-9999,0,0
2020,2,29,21,-9999,-9999,0,0
2020,2,29,22,-9999,-9999,0,0
2020,2,29,23,-9999,-9999,0,0
2020,3,1,0,-9999,-9999,0,0
2020,3,1,1,-9999,-9999,0,0
2020,3,1,2,-9999,-9999,0,0
2020,3,1,3,-9999,-9999,0,0
2020,3,1,4,-9999,-9999,0,0
2020,3,1,5,-9999,-9999,0,0
2020,3,1,6,-9999,-9999,139,136
2020,3,1,7,-9999,-9999,136,137
2020,3,1,8,-9999,-9999,138,138
2020,3,1,9,-9999,-9999,137,134
2020,3,1,10,-9999,-9999,136,136
2020,3,1,11,-9999,-9999,138,137
2020,3,1,12,-9999,-9999,138,137
2020,3,1,13,-9999,-9999,139,137
2020,3,1,14,-9999,-9999,138,137
2020,3,1,15,-9999,-9999,139,139
2020,3,1,16,-9999,-9999,140,139
2020,3,1,17,-9999,-9999,140,138
2020,3,1,18,-9999,-9999,134,133
2020,3,1,19,-9999,-9999,137,138
2020,3,1,20,-9999,-9999,138,136
2020,3,1,21,-9999,-9999,138,138
2020,3,1,22,-9999,-9999,139,137
2020,3,1,23,-9999,-9999,136,137
2020,3,2,0,-9999,-9999,137,135
2020,3,2,1,-9999,-9999,136,133
2020,3,2,2,-9999,-9999,136,136
2020,3,2,3,-9999,-9999,136,136
2020,3,2,4,-9999,-9999,135,135
2020,3,2,5,-9999,-9999,138,137
2020,3,2,6,-9999,-9999,186,185
2020,3,2,7,-9999,-9999,189,189
2020,3,2,8,-9999,-9999,189,189
2020,3,2,9,-9999,-9999,190,190
2020,3,2,10,-9999,-9999,192,192
2020,3,2,11,-9999,-9999,189,186
