Year,Month,Day,Hour,Forecast_Demand_MWh,Adjusted_Demand_MWh,Adjusted_Generation_MWh,Adjusted_Interchange_MWh
2015,7,1,5,16045,16891,14444,-2447
2015,7,1,6,0,16027,13809,-2218
2015,7,1,7,0,15541,13435,-2106
2015,7,1,8,0,15283,13144,-2139
2015,7,1,9,0,15304,13147,-2157
2015,7,1,10,0,15874,13771,-2103
2015,7,1,11,0,17161,14635,-2526
2015,7,1,12,0,18690,15545,-3145
2015,7,1,13,0,19956,16448,-3508
2015,7,1,14,0,20971,17865,-3106
2015,7,1,15,0,21849,18554,-3295
2015,7,1,16,0,22471,19391,-3080
2015,7,1,17,0,22809,19766,-3043
2015,7,1,18,0,23260,20204,-3056
2015,7,1,19,0,23606,20246,-3360
2015,7,1,20,0,23778,20585,-3193
2015,7,1,21,0,23804,20089,-3715
2015,7,1,22,0,23664,19849,-3815
2015,7,1,23,0,22984,19256,-3728
2015,7,2,0,0,22262,18691,-3571
2015,7,2,1,0,21746,18233,-3513
2015,7,2,2,0,21525,18252,-3273
2015,7,2,3,0,20149,16872,-3277
2015,7,2,4,0,18493,15582,-2911
2015,7,2,5,16893,17090,14478,-2612
2015,7,2,6,16256,16052,13546,-2506
2015,7,2,7,15665,15356,13247,-2109
2015,7,2,8,15274,14936,13103,-1833
2015,7,2,9,15185,14884,13241,-1643
2015,7,2,10,15325,15314,13337,-1977
2015,7,2,11,16160,16591,14106,-2485
2015,7,2,12,17721,18271,15132,-3139
2015,7,2,13,19122,19470,16023,-3447
2015,7,2,14,20140,20364,16564,-3800
2015,7,2,15,20935,21181,16964,-4217
2015,7,2,16,21494,21714,17718,-3996
2015,7,2,17,21846,22057,18076,-3981
2015,7,2,18,22160,22313,18184,-4129
2015,7,2,19,22431,22337,18265,-4072
2015,7,2,20,22632,22136,18217,-3919
2015,7,2,21,22650,21972,18709,-3263
2015,7,2,22,22605,21717,18841,-2876
2015,7,2,23,22037,21071,17899,-3172
2015,7,3,0,21253,20473,17446,-3027
2015,7,3,1,20651,20195,17193,-3002
2015,7,3,2,20485,19896,17085,-2811
2015,7,3,3,19491,18717,15774,-2943
2015,7,3,4,18106,17352,14715,-2637
2015,7,3,5,16584,16108,13636,-2472
2015,7,3,6,15631,15179,12688,-2491
2015,7,3,7,14911,14519,12247,-2272
2015,7,3,8,14399,14107,11948,-2159
2015,7,3,9,14218,13947,11990,-1957
2015,7,3,10,13964,13996,12253,-1743
2015,7,3,11,14488,14541,12544,-1997
2015,7,3,12,15600,15620,12834,-2786
2015,7,3,13,16799,16746,13737,-3009
2015,7,3,14,17966,17752,14547,-3205
2015,7,3,15,18978,18535,15235,-3300
2015,7,3,16,19557,19062,15999,-3063
2015,7,3,17,19856,19430,16407,-3023
2015,7,3,18,20135,19745,16529,-3216
2015,7,3,19,20295,20061,16990,-3071
2015,7,3,20,20454,20435,17068,-3367
2015,7,3,21,20427,20675,17246,-3429
2015,7,3,22,20214,20585,17023,-3562
2015,7,3,23,19438,20138,16725,-3413
2015,7,4,0,18602,19525,16253,-3272
2015,7,4,1,18045,19172,16137,-3035
2015,7,4,2,17925,19034,16080,-2954
2015,7,4,3,17615,18112,14898,-3214
2015,7,4,4,16974,16956,14331,-2625
2015,7,4,5,15771,15872,13594,-2278
2015,7,4,6,15182,15036,12938,-2098
2015,7,4,7,14583,14479,12735,-1744
2015,7,4,8,14134,14118,12524,-1594
2015,7,4,9,13925,13930,12278,-1652
2015,7,4,10,13369,13891,12483,-1408
2015,7,4,11,13254,14069,12761,-1308
2015,7,4,12,13704,14758,13317,-1441
2015,7,4,13,14779,15804,13915,-1889
2015,7,4,14,15898,16822,14671,-2151
2015,7,4,15,16766,17572,15598,-1974
2015,7,4,16,17182,17963,15773,-2190
2015,7,4,17,17309,18211,16104,-2107
2015,7,4,18,17319,18192,16164,-2028
2015,7,4,19,17279,18058,16134,-1924
2015,7,4,20,17252,17974,16295,-1679
2015,7,4,21,17166,18087,16531,-1556
2015,7,4,22,17122,18168,16424,-1744
2015,7,4,23,16892,17927,15848,-2079
2015,7,5,0,16524,17503,15557,-1946
2015,7,5,1,16290,17246,15461,-1785
2015,7,5,2,16440,17159,15184,-1975
2015,7,5,3,16228,16777,15081,-1696
2015,7,5,4,15693,16141,14161,-1980
2015,7,5,5,14668,15281,13526,-1755
2015,7,5,6,13986,14584,12757,-1827
2015,7,5,7,13676,14057,12352,-1705
2015,7,5,8,13451,13744,12156,-1588
2015,7,5,9,13335,13582,12140,-1442
2015,7,5,10,12894,13440,12026,-1414
2015,7,5,11,12900,13566,11867,-1699
2015,7,5,12,13419,14354,12511,-1843
2015,7,5,13,14533,15567,13750,-1817
2015,7,5,14,15770,16691,14458,-2233
2015,7,5,15,16936,17785,15491,-2294
2015,7,5,16,17815,18706,16480,-2226
2015,7,5,17,18405,19403,17006,-2397
2015,7,5,18,18888,19949,17663,-2286
2015,7,5,19,19357,20348,17668,-2680
2015,7,5,20,19744,20764,17830,-2934
2015,7,5,21,19956,21148,18027,-3121
2015,7,5,22,20137,21343,18183,-3160
2015,7,5,23,19822,21123,17727,-3396
2015,7,6,0,19400,20670,17658,-3012
2015,7,6,1,19171,20539,17603,-2936
2015,7,6,2,19250,20580,17822,-2758
2015,7,6,3,18542,19517,16879,-2638
2015,7,6,4,17412,18130,15136,-2994
2015,7,6,5,16152,16923,14136,-2787
2015,7,6,6,15475,16095,13710,-2385
2015,7,6,7,15221,15537,13237,-2300
2015,7,6,8,15092,15261,12742,-2519
2015,7,6,9,15038,15325,12946,-2379
2015,7,6,10,15222,15803,13475,-2328
2015,7,6,11,16381,17065,14219,-2846
2015,7,6,12,18185,18915,15613,-3302
2015,7,6,13,19917,20549,17266,-3283
2015,7,6,14,21210,22019,18478,-3541
2015,7,6,15,22306,23238,19494,-3744
2015,7,6,16,23185,24085,20102,-3983
2015,7,6,17,23775,24614,20443,-4171
2015,7,6,18,24300,25089,20544,-4545
2015,7,6,19,24715,25381,21165,-4216
2015,7,6,20,25000,25580,22207,-3373
2015,7,6,21,25135,25621,22425,-3196
2015,7,6,22,25062,25415,22088,-3327
2015,7,6,23,24527,24683,21081,-3602
2015,7,7,0,23675,23922,20580,-3342
2015,7,7,1,23008,23446,20314,-3132
2015,7,7,2,22726,23139,20140,-2999
2015,7,7,3,21392,21698,19008,-2690
2015,7,7,4,19629,19969,17351,-2618
2015,7,7,5,17761,18563,15588,-2975
2015,7,7,6,17016,17683,14910,-2773
2015,7,7,7,16744,17136,14672,-2464
2015,7,7,8,16573,16843,14355,-2488
2015,7,7,9,16512,16974,14724,-2250
2015,7,7,10,16801,17651,15078,-2573
2015,7,7,11,18111,19086,16194,-2892
2015,7,7,12,19937,21006,17446,-3560
2015,7,7,13,21569,22626,19002,-3624
2015,7,7,14,22802,23979,20362,-3617
2015,7,7,15,23961,25154,21513,-3641
2015,7,7,16,24848,26127,22651,-3476
2015,7,7,17,25402,26871,23322,-3549
2015,7,7,18,25874,27642,24213,-3429
2015,7,7,19,26233,28023,24644,-3379
2015,7,7,20,26490,28043,24162,-3881
2015,7,7,21,26665,28172,24175,-3997
2015,7,7,22,26633,27882,24134,-3748
2015,7,7,23,26041,27070,23543,-3527
2015,7,8,0,25145,26232,23070,-3162
2015,7,8,1,24431,25652,22677,-2975
2015,7,8,2,24176,25164,22109,-3055
2015,7,8,3,22754,23422,20346,-3076
2015,7,8,4,20933,21433,17963,-3470
2015,7,8,5,18849,19820,16342,-3478
2015,7,8,6,18089,18682,15296,-3386
2015,7,8,7,17556,17953,15048,-2905
2015,7,8,8,17265,17588,15076,-2512
2015,7,8,9,17187,17523,15138,-2385
2015,7,8,10,17702,18064,15502,-2562
2015,7,8,11,18710,19436,16329,-3107
2015,7,8,12,20497,21111,17525,-3586
2015,7,8,13,22050,22320,18531,-3789
2015,7,8,14,23142,23232,19812,-3420
2015,7,8,15,24039,24050,20207,-3843
2015,7,8,16,24834,24785,21337,-3448
2015,7,8,17,25323,25462,21872,-3590
2015,7,8,18,25689,26092,22183,-3909
2015,7,8,19,25914,26609,22325,-4284
2015,7,8,20,25999,26567,22420,-4147
2015,7,8,21,26036,26146,22436,-3710
2015,7,8,22,25912,25603,22025,-3578
2015,7,8,23,25366,24933,21492,-3441
2015,7,9,0,24530,24309,21016,-3293
2015,7,9,1,23866,24012,20807,-3205
2015,7,9,2,23627,23595,19990,-3605
2015,7,9,3,22309,22139,18636,-3503
