Unnamed: 0,name,typ,zone,netcap,seg1,seg2,seg3,mincap,ramp,minu,mind,var_om,no_load,st_cost,Name_Description,eGRID_Name,DOE,PLNOXRTA,PLSO2RTA,PLCO2RTA,PLN2ORTA,yr,SO2_lbs_MD,NOX_lbs_MD,PM_MD_KWH,CO2rate,NOXrate,SO2rate
73,SIERRA_1_UNITS,ngct,PGE_valley,52.43,8.85,8.91,8.98,19,53,1,1,3.17,22.19178082,3670.1,HIGH SIERRA LIMITED,High Sierra Limited,50495.0,2.824,0.029,"1,072.779",0.002,,,,,,,
190,SNCLRA_2_HOWLNG,ngct,SCE,13.0,8.66,8.73,8.79,5,13,1,1,3.17,5.479452055,910.0,"Houweling Nurseries Oxnard, Inc",Houweling Nurseries,58432.0,24.784,0.03,"1,081.153",0.002,,,,,,,
106,HUMBPP_6_UNITS,ngct,PGE_valley,97.62,7.19,7.26,7.32,35,98,1,1,3.17,41.09589041,6833.4,Humboldt Bay Generating Station 1,Humboldt Bay,246.0,23.255,0.028,"1,027.007",0.002,2010.0,3.0090380000000003,1.129389,0.3072501,,,
107,HUMBPP_1_UNITS3,ngct,PGE_valley,65.08,7.19,7.26,7.32,23,66,1,1,3.17,27.39726027,4555.6,Humboldt Bay Generating Station 3,Humboldt Bay,246.0,23.255,0.028,"1,027.007",0.002,2010.0,3.0090380000000003,1.129389,0.3072501,,,
216,HNTGBH_7_UNIT1,ngst,SCE,225.75,11.19,11.89,12.6,91,226,6,6,2.0,46.87116564,15802.5,Huntington Beach 1,AES Huntington Beach,335.0,0.161,0.006999999999999999,"1,399.571",0.003,2017.0,33.3115,13.2275,5.506480000000002,,,
217,HNTGBH_7_UNIT2,ngst,SCE,225.8,11.19,11.89,12.6,91,226,6,6,2.0,46.87116564,15806.0,Huntington Beach 2,AES Huntington Beach,335.0,0.161,0.006999999999999999,"1,399.571",0.003,2017.0,33.3115,13.2275,5.506480000000002,,,
174,INDIGO_1_UNIT1,ngct,SCE,44.0,11.9,11.97,12.03,16,44,1,1,3.17,18.63013699,3080.0,Indigo Energy 1,Indigo Generation Facility,55541.0,0.237,0.006999999999999999,"1,274.928",0.002,2017.0,34.979,9.918,2.940709,0.8283814,0.20865279999999997,0.0041822
175,INDIGO_1_UNIT2,ngct,SCE,44.53,11.9,11.97,12.03,16,45,1,1,3.17,18.90410959,3117.1,Indigo Energy 2,Indigo Generation Facility,55541.0,0.237,0.006999999999999999,"1,274.928",0.002,2017.0,34.979,9.918,2.940709,0.8283814,0.20865279999999997,0.0041822
176,INDIGO_1_UNIT3,ngct,SCE,43.69,11.9,11.97,12.03,16,44,1,1,3.17,18.35616438,3058.3,Indigo Energy 3,Indigo Generation Facility,55541.0,0.237,0.006999999999999999,"1,274.928",0.002,2017.0,34.979,9.918,2.940709,0.8283814,0.20865279999999997,0.0041822
132,INLDEM_5_UNIT2,ngcc,SCE,366.32,5.62,5.88,6.14,147,367,1,1,2.0,168.2656827,25642.4,"Inland Empire Energy Center, L.L.C. Unit 2",Inland Empire Energy Center,55853.0,0.045,0.004,864.590,0.002,2017.0,34.979,9.918,2.940709,,,
131,INLDEM_5_UNIT1,ngcc,SCE,376.2,5.62,5.88,6.14,151,377,2,2,2.0,172.6937269,26334.0,"Inland Empire Energy Center, Unit 1",Inland Empire Energy Center,55853.0,0.045,0.004,864.590,0.002,2017.0,34.979,9.918,2.940709,,,
76,KERNFT_1_UNITS,ngct,PGE_valley,52.4,8.67,8.73,8.8,19,53,1,1,3.17,22.19178082,3668.0,KERN FRONT LIMITED,Kern Front Limited,50494.0,3.205,0.033,"1,217.491",0.002,,,,,,,
68,KNGCTY_6_UNITA1,ngct,PGE_valley,44.6,9.43,9.49,9.56,16,45,1,1,3.17,18.90410959,3122.0,King City Energy Center,King City Power Plant,10294.0,0.003,0.0,27.643,0.002,2017.0,12.625,4.59495,1.018351,1.1873049999999998,0.6628753000000001,0.0059956
53,LAPLMA_2_UNIT1,ngcc,PGE_valley,259.8,6.0,6.26,6.52,104,260,3,3,2.0,119.5571956,18186.0,LA PALOMA UNIT 1,La Paloma Generating Plant,55151.0,0.059,0.005,895.003,0.002,2017.0,6.124,5.6725,1.414905,0.9542767,0.2015564,0.0048176
54,LAPLMA_2_UNIT2,ngcc,PGE_valley,260.2,6.0,6.26,6.52,105,261,3,3,2.0,119.5571956,18214.0,LA PALOMA UNIT 2,La Paloma Generating Plant,55151.0,0.059,0.005,895.003,0.002,2017.0,6.124,5.6725,1.414905,0.9542767,0.2015564,0.0048176
55,LAPLMA_2_UNIT3,ngcc,PGE_valley,256.15,6.0,6.26,6.52,103,257,3,3,2.0,117.7121771,17930.5,LA PALOMA UNIT 3,La Paloma Generating Plant,55151.0,0.059,0.005,895.003,0.002,2017.0,6.124,5.6725,1.414905,0.9542767,0.2015564,0.0048176
56,LAPLMA_2_UNIT4,ngcc,PGE_valley,259.54,6.0,6.26,6.52,104,260,2,2,2.0,119.1881919,18167.8,LA PALOMA UNIT 4,La Paloma Generating Plant,55151.0,0.059,0.005,895.003,0.002,2017.0,6.124,5.6725,1.414905,0.9542767,0.2015564,0.0048176
65,LMBEPK_2_UNITA1,ngct,PGE_valley,48.0,9.58,9.65,9.71,17,48,1,1,3.17,20.273972600000004,3360.0,LAMBIE ENERGY CENTER,Lambie Energy Center,55626.0,0.239,0.008,"1,449.056",0.003,2017.0,25.727,11.021,4.476259,1.0567799999999998,0.2533111,0.0053353
243,LARKSP_6_UNIT1,ngct,SDGE,46.1,11.9,11.97,12.03,22,47,1,1,3.17,19.45205479,3227.0,Larkspur 1,Larkspur Energy Faciity,55542.0,0.191,0.006,"1,229.520",0.002,2017.0,42.4165,13.772,4.5579589999999985,0.8143735,0.2186922,0.0041123
244,LARKSP_6_UNIT2,ngct,SDGE,47.98,11.9,11.97,12.03,18,48,1,1,3.17,20.273972600000004,3358.6,Larkspur 2,Larkspur Energy Faciity,55542.0,0.191,0.006,"1,229.520",0.002,2017.0,42.4165,13.772,4.5579589999999985,0.8143735,0.2186922,0.0041123
99,LIVOAK_1_UNIT1,ngct,PGE_valley,47.49,7.51,7.57,7.64,17,48,1,1,3.17,20.0,3324.3,LIVE OAK LIMITED,Live Oak Limited,54768.0,12.148,0.004,841.886,0.002,,,,,0.9410931999999999,9.254732,0.0047418
57,LODIEC_2_PL1X2,ngcc,PGE_valley,302.58,5.6,5.87,6.13,122,303,1,1,2.0,139.11439109999998,21180.6,Lodi Energy Center,Lodi Energy Center,57978.0,0.042,0.004,843.476,0.002,2017.0,24.1875,12.3325,3.38229,1.249323,0.0712312,0.006307
59,LODI25_2_UNIT1,ngct,PGE_valley,25.3,13.94,14.01,14.07,9,26,1,1,3.17,10.68493151,1771.0,LODI GAS TURBINE,Lodi,7451.0,4.958,0.051,"1,881.773",0.004,,,,,,,
67,STIGCT_2_LODI,ngct,PGE_valley,49.9,9.47,9.53,9.6,18,50,1,1,3.17,21.09589041,3493.0,Lodi Steam Injected Gas Turbine,Lodi Energy Center,57978.0,0.042,0.004,843.476,0.002,2017.0,24.1875,12.3325,3.38229,1.249323,0.0712312,0.006307
160,HINSON_6_LBECH1,ngct,SCE,65.0,14.76,14.83,14.89,23,65,1,1,3.17,27.39726027,4550.0,Long Beach - Unit 1,Long Beach Generating Station,341.0,0.57,0.011,"2,101.408",0.004,2017.0,84.67,44.4715,12.63779,1.8284599999999998,1.133632,0.0092313
161,HINSON_6_LBECH2,ngct,SCE,65.0,14.76,14.83,14.89,23,65,1,1,3.17,27.39726027,4550.0,Long Beach - Unit 2,Long Beach Generating Station,341.0,0.57,0.011,"2,101.408",0.004,2017.0,84.67,44.4715,12.63779,1.8284599999999998,1.133632,0.0092313
162,HINSON_6_LBECH3,ngct,SCE,65.0,14.76,14.83,14.89,23,65,1,1,3.17,27.39726027,4550.0,Long Beach - Unit 3,Long Beach Generating Station,341.0,0.57,0.011,"2,101.408",0.004,2017.0,84.67,44.4715,12.63779,1.8284599999999998,1.133632,0.0092313
163,HINSON_6_LBECH4,ngct,SCE,65.0,14.76,14.83,14.89,23,65,1,1,3.17,27.39726027,4550.0,Long Beach - Unit 4,Long Beach Generating Station,341.0,0.57,0.011,"2,101.408",0.004,2017.0,84.67,44.4715,12.63779,1.8284599999999998,1.133632,0.0092313
29,LECEF_1_UNITS,ngct,PGE_bay,294.0,11.9,11.96,12.03,103,294,1,1,3.17,123.9452055,20580.0,LOS ESTEROS ENERGY FACILITY (AGGREGATE),Los Esteros Critical Energy Facility,55748.0,0.05,0.005,998.641,0.002,2017.0,30.5035,11.2815,4.547333999999998,0.9212071,0.0706475,0.0046511
10,LMEC_1_PL1X3,ngcc,PGE_bay,561.29,8.36,8.62,8.88,225,562,4,4,2.0,257.896679,39290.3,LOS MEDANOS ENERGY CENTER (AGGREGATE),"Los Medanos Energy Center, LLC",55217.0,0.047,0.004,786.743,0.001,2017.0,35.664,14.8785,7.069397,0.8044344,0.0522766,0.004061
45,MALAGA_1_PL1X2,ngcc,PGE_valley,96.0,7.61,7.87,8.13,39,96,2,2,2.0,44.2804428,6720.0,Malaga Power Aggregate,Malaga Power,56239.0,0.168,0.006999999999999999,"1,250.123",0.002,2017.0,14.3775,5.5695,1.258577,0.9451465,0.162464,0.0047707999999999995
128,VERNON_6_MALBRG,ngcc,SCE,134.0,7.86,8.12,8.38,54,134,3,3,2.0,61.62361624,9380.0,Malburg Generating Station,Malburg Generating Station,56041.0,0.066,0.005,985.457,0.002,2017.0,84.67,44.4715,12.63779,0.9500054,0.06287050000000001,0.0047971
222,MNDALY_7_UNIT1,ngst,SCE,215.0,8.87,9.57,10.28,86,215,6,6,2.0,44.66257669,15050.0,Mandalay 1,Mandalay Generating Station,345.0,,,,,2017.0,18.6465,6.5475,2.061651,1.30609,0.036036900000000004,0.0065946
223,MNDALY_7_UNIT2,ngst,SCE,215.29,8.87,9.57,10.28,87,216,6,6,2.0,44.66257669,15070.3,Mandalay 2,Mandalay Generating Station,345.0,,,,,2017.0,18.6465,6.5475,2.061651,1.30609,0.036036900000000004,0.0065946
159,MNDALY_7_UNIT3,ngct,SCE,130.0,28.33,28.4,28.46,46,130,1,1,3.17,54.79452055,9100.0,Mandalay 3 GT,Mandalay Generating Station,345.0,,,,,2017.0,18.6465,6.5475,2.061651,1.30609,0.036036900000000004,0.0065946
17,KELSO_2_UNITS,ngct,PGE_bay,196.0,8.64,8.7,8.77,69,196,1,1,3.17,82.63013699,13720.0,Mariposa Energy Project,Mariposa Energy Project,57483.0,0.134,0.006999999999999999,"1,281.877",0.002,2017.0,27.8565,11.45,4.988439,0.9615005999999999,0.1222394,0.0055813
11,SHELRF_1_UNITS,ngcc,PGE_bay,100.0,8.87,9.13,9.39,40,100,5,5,2.0,45.94095941,7000.0,Martinez Refining Company (Aggregate),Martinez Refining,54912.0,1.4369999999999998,0.016,716.905,0.001,,,,,,,
177,MNDALY_6_MCGRTH,ngct,SCE,47.2,11.9,11.97,12.03,17,48,1,1,3.17,20.0,3304.0,McGrath Beach Peaker,McGrath Generating Station,56471.0,0.116,0.006,"1,192.463",0.002,2017.0,18.6465,6.5475,2.061651,0.9154235999999999,0.1063345,0.0046216
111,TXMCKT_6_UNIT,ngct,PGE_valley,11.2,6.41,6.48,6.54,4,12,1,1,3.17,4.657534247,784.0,McKittrick Cogen,McKittrick Cogen,52076.0,3.559,0.037000000000000005,"1,345.454",0.003,,,,,,,
104,MKTRCK_1_UNIT1,ngct,PGE_valley,47.49,7.34,7.41,7.47,17,48,1,1,3.17,20.0,3324.3,MCKITTRICK LIMITED,McKittrick Limited,50612.0,10.573,0.003,732.773,0.002,,,,,0.9526591999999999,10.849160000000001,0.0047996
4,METEC_2_PL1X3,ngcc,PGE_bay,593.16,5.97,6.23,6.49,238,594,2,2,2.0,272.5461255,41521.2,METCALF ENERGY CENTER,Metcalf Energy Center,55393.0,0.055,0.004,872.505,0.002,2017.0,30.5035,11.2815,4.547333999999998,0.8828379999999999,0.0915176,0.0044571
108,MIDSET_1_UNIT1,ngct,PGE_valley,52.9,7.15,7.22,7.28,19,53,1,1,3.17,22.19178082,3703.0,MIDSET COGENERATION,Mid-Set Cogeneration,10501.0,,,,,,,,,,,
95,PNCHPP_1_PL1X2,ngct,PGE_valley,119.91,7.6,7.66,7.73,42,120,1,1,3.17,50.68493151,8393.7,Midway Peaking LLC,Midway Peaking,56639.0,0.212,0.006999999999999999,"1,348.989",0.002,2017.0,14.3775,5.5695,1.258577,1.0459690000000001,0.1758,0.0052815
96,SUNSET_2_UNITS,ngct,PGE_valley,248.0,7.6,7.66,7.73,87,248,1,1,3.17,104.6575342,17360.0,Midway Sunset Cogeneration Company,Midway Sunset Cogen,52169.0,1.584,0.016,598.754,0.001,,,,,,,
189,MIRLOM_6_PEAKER,ngct,SCE,46.0,7.6,7.66,7.73,17,46,1,1,3.17,19.45205479,3220.0,Mira Loma Peaker,Mira Loma Generating Station,56473.0,0.14800000000000002,0.006,"1,209.555",0.002,2017.0,7.5925,6.1629999999999985,1.339397,0.8825333000000001,0.12728699999999998,0.004455300000000001
248,MRGT_6_MMAREF,ngct,SDGE,48.0,7.9,7.96,8.03,17,48,1,1,3.17,20.273972600000004,3360.0,MIRAMAR ENERGY FACILITY,Miramar Energy Facility,56232.0,0.191,0.006,"1,200.197",0.002,2017.0,42.4165,13.772,4.5579589999999985,0.9265033000000001,0.16253389999999998,0.004679699999999999
247,MRGT_6_MEF2,ngct,SDGE,47.9,7.9,7.96,8.03,17,48,1,1,3.17,20.273972600000004,3353.0,Miramar Energy Facility II,Miramar,305.0,,,,,,,,,,,
115,MOSSLD_7_UNIT6,ngst,PGE_valley,754.0,9.81,10.51,11.22,302,754,6,6,2.0,156.56441719999995,52780.0,Moss Landing 6,Moss Landing,260.0,0.06,0.004,821.061,0.002,2017.0,12.625,4.59495,0.3967329,,,
116,MOSSLD_7_UNIT7,ngst,PGE_valley,755.0,9.81,10.51,11.22,302,755,6,6,2.0,156.6871166,52850.0,Moss Landing 7,Moss Landing,260.0,0.06,0.004,821.061,0.002,2017.0,12.625,4.59495,0.3967329,,,
129,SBERDO_2_PSP3,ngcc,SCE,525.0,5.83,6.09,6.35,210,525,2,2,2.0,241.3284133,36750.0,MOUNTAINVIEW POWER PLANT POWER BLOCK 3,Mountainview Generating Station,358.0,0.092,0.004,864.292,0.002,2017.0,7.5925,6.1629999999999985,1.339397,0.8954378000000001,0.13933800000000002,0.004520399999999999
130,SBERDO_2_PSP4,ngcc,SCE,525.0,5.83,6.09,6.35,210,525,2,2,2.0,241.3284133,36750.0,MOUNTAINVIEW POWER PLANT POWER BLOCK 4,Mountainview Generating Station,358.0,0.092,0.004,864.292,0.002,2017.0,7.5925,6.1629999999999985,1.339397,0.8954378000000001,0.13933800000000002,0.004520399999999999
233,NIMTG_6_NIQF,ngct,SDGE,42.7,7.64,7.71,7.77,212,43,1,1,3.17,18.08219178,2989.0,NORTH ISLAND COGENERATION,North Island,10812.0,3.111,0.033,"1,188.828",0.002,2013.0,39.85193,12.9132,4.910952,,,
157,CHINO_6_CIMGEN,ngct,SCE,31.6,6.93,7.0,7.06,12,32,1,1,3.17,13.42465753,2212.0,O.L.S. ENERGY COMPANY- CHINO-MENS INST.,OLS Energy Chino,50850.0,2.101,0.022,793.694,0.001,,,,,,,
91,OILDAL_1_UNIT1,ngct,PGE_valley,40.0,7.96,8.02,8.09,14,40,1,1,3.17,16.98630137,2800.0,OILDALE ENERGY,Oroville Cogeneration LP,54477.0,14.772,0.018000000000000002,642.209,0.001,,,,,,,
245,OGROVE_6_PL1X2,ngct,SDGE,96.0,11.9,11.97,12.03,18,96,1,1,3.17,40.54794521,6720.0,Orange Grove Energy Center,Orange Grove Project,56914.0,0.126,0.006999999999999999,"1,324.638",0.002,2017.0,42.4165,13.772,4.5579589999999985,0.9774339,0.1502622,0.0049353999999999995
205,ORMOND_7_UNIT1,ngst,SCE,741.27,11.49,12.19,12.9,297,742,6,6,2.0,153.86503069999995,51888.9,Ormond Beach Unit 1,Ormond Beach Generating Station,350.0,0.09,0.006999999999999999,"1,386.517",0.003,2017.0,18.6465,6.5475,2.061651,1.7371279999999998,0.1551978,0.00877
206,ORMOND_7_UNIT2,ngst,SCE,775.0,11.49,12.19,12.9,310,775,6,6,2.0,160.8588957,54250.0,Ormond Beach Unit 2,Ormond Beach Generating Station,350.0,0.09,0.006999999999999999,"1,386.517",0.003,2017.0,18.6465,6.5475,2.061651,1.7371279999999998,0.1551978,0.00877
228,OTMESA_2_PL1X3,ngcc,SDGE,603.68,9.62,9.88,10.14,242,604,1,1,2.0,277.4907749,42257.6,Otay Mesa Energy Center,"Otay Mesa Energy Center, LLC",55345.0,0.07400000000000001,0.005,899.200,0.002,2017.0,42.4165,13.772,4.5579589999999985,0.9203624,0.123049,0.0046462
227,PALOMR_2_PL1X3,ngcc,SDGE,575.0,9.7,9.96,10.22,230,575,2,2,2.0,264.2066421,40250.0,PALOMAR ENERGY CENTER,Palomar Energy Center,55985.0,0.047,0.004,859.439,0.002,2017.0,42.4165,13.772,4.5579589999999985,0.8520118,0.0871295,0.0043012
92,PNOCHE_1_UNITA1,ngct,PGE_valley,52.01,7.64,7.71,7.77,19,53,1,1,3.17,21.91780822,3640.7,Panoche - CalPeak,CalPeak Power - Panoche,55508.0,0.064,0.004,714.632,0.002,2017.0,14.3775,5.5695,1.258577,,,
93,PNCHEG_2_PL1X4,ngct,PGE_valley,401.0,7.64,7.71,7.77,141,401,1,1,3.17,169.04109590000004,28070.0,Panoche Energy Center,Panoche Energy Center,56803.0,0.103,0.006,"1,112.414",0.002,2017.0,14.3775,5.5695,1.258577,0.9145167,0.09905989999999999,0.0046174
127,LEBECS_2_UNITS,ngcc,SCE,799.47,9.62,9.88,10.14,320,800,3,3,2.0,367.5276753,55962.9,PASTORIA ENERGY FACILITY,Pastoria Energy Facility,55656.0,0.045,0.004,851.502,0.002,2017.0,6.124,5.6725,1.414905,0.8809892,0.0903334,0.0044475
90,GRZZLY_1_BERKLY,ngct,PGE_valley,32.5,7.98,8.05,8.11,12,33,1,1,3.17,13.69863014,2275.0,"PE - BERKELEY, INC.",PE Berkeley,50849.0,1.747,0.018000000000000002,662.566,0.001,,,,,,,
85,KINGCO_1_KINGBR,ngct,PGE_valley,34.5,8.02,8.08,8.15,13,35,1,1,3.17,14.52054795,2415.0,"PE - KES KINGSBURG,LLC",Kingsburg Cogen Facility,10405.0,0.188,0.006999999999999999,"1,165.394",0.002,2017.0,14.3775,5.5695,1.258577,1.550224,0.27934000000000003,0.0078297
14,UNOCAL_1_UNITS,ngct,PGE_bay,57.3,6.37,6.43,6.5,21,58,1,1,3.17,24.1369863,4011.0,Phillips 66 - Rodeo Plant,Phillips 66 Rodeo Refinery,50119.0,0.8059999999999999,0.002,625.391,0.001,,,,,,,
249,PIOPIC_2_CTG1,ngct,SDGE,106.0,7.87,7.94,8.0,17,106,1,1,3.17,44.65753425,7420.0,Pio Pico Unit 1,Pio Pico Energy Center LLC,57555.0,0.125,0.006,"1,182.324",0.002,2017.0,42.4165,13.772,4.5579589999999985,0.8003349000000001,0.09032180000000001,0.0040406
250,PIOPIC_2_CTG2,ngct,SDGE,106.0,7.87,7.94,8.0,34,106,1,1,3.17,44.65753425,7420.0,Pio Pico Unit 2,Pio Pico Energy Center LLC,57555.0,0.125,0.006,"1,182.324",0.002,2017.0,42.4165,13.772,4.5579589999999985,0.8003349000000001,0.09032180000000001,0.0040406
251,PIOPIC_2_CTG3,ngct,SDGE,106.0,7.87,7.94,8.0,17,106,1,1,3.17,44.65753425,7420.0,Pio Pico Unit 3,Pio Pico Energy Center LLC,57555.0,0.125,0.006,"1,182.324",0.002,2017.0,42.4165,13.772,4.5579589999999985,0.8003349000000001,0.09032180000000001,0.0040406
34,PITTSP_7_UNIT_5,ngst,PGE_bay,312.0,12.15,12.85,13.56,125,312,6,6,2.0,64.52322738,21840.0,Pittsburg Unit 5,Pittsburg Generating Station (CA),271.0,,,,,2016.0,35.664,14.8785,7.069397,,,
35,PITTSP_7_UNIT_6,ngst,PGE_bay,317.0,12.15,12.85,13.56,127,317,6,6,2.0,65.56234719,22190.0,Pittsburg Unit 6,Pittsburg Generating Station (CA),271.0,,,,,2016.0,35.664,14.8785,7.069397,,,
36,PITTSP_7_UNIT_7,ngst,PGE_bay,530.0,12.15,12.85,13.56,212,530,6,6,2.0,109.608802,37100.0,Pittsburg Unit 7,Pittsburg Generating Station (CA),271.0,,,,,2016.0,35.664,14.8785,7.069397,,,
66,REDBLF_6_UNIT,ngct,PGE_valley,44.0,9.48,9.54,9.61,16,44,1,1,3.17,18.63013699,3080.0,RED BLUFF PEAKER PLANT,Red Bluff,56184.0,28.027,0.033,"1,207.212",0.002,,,,,,,
218,REDOND_7_UNIT5,ngst,SCE,178.87,11.19,11.89,12.6,72,179,6,6,2.0,37.17791411,12520.9,Redondo Unit 5,AES Redondo Beach,356.0,0.08900000000000001,0.008,"1,557.284",0.003,2017.0,84.67,44.4715,12.63779,1.667197,0.20188,0.008417000000000001
219,REDOND_7_UNIT6,ngst,SCE,175.0,11.19,11.89,12.6,70,175,6,6,2.0,36.3190184,12250.0,Redondo Unit 6,AES Redondo Beach,356.0,0.08900000000000001,0.008,"1,557.284",0.003,2017.0,84.67,44.4715,12.63779,1.667197,0.20188,0.008417000000000001
220,REDOND_7_UNIT7,ngst,SCE,505.96,11.19,11.89,12.6,203,506,6,6,2.0,105.0306748,35417.2,Redondo Unit 7,AES Redondo Beach,356.0,0.08900000000000001,0.008,"1,557.284",0.003,2017.0,84.67,44.4715,12.63779,1.667197,0.20188,0.008417000000000001
221,REDOND_7_UNIT8,ngst,SCE,495.9,11.19,11.89,12.6,199,496,6,6,2.0,102.9447853,34713.0,Redondo Unit 8,AES Redondo Beach,356.0,0.08900000000000001,0.008,"1,557.284",0.003,2017.0,84.67,44.4715,12.63779,1.667197,0.20188,0.008417000000000001
69,SMPRIP_1_SMPSON,ngct,PGE_valley,46.05,9.37,9.43,9.5,17,47,1,1,3.17,19.45205479,3223.5,Ripon Cogeneration Unit 1,Ripon Generation Station,56135.0,0.121,0.006,"1,361.405",0.003,2017.0,24.1875,12.3325,3.38229,1.252605,0.11039080000000001,0.0063256
138,RVSIDE_6_RERCU1,ngct,SCE,48.35,8.49,8.56,8.62,17,49,1,1,3.17,20.273972600000004,3384.5,Riverside Energy Res. Ctr Unit 1,Riverside Energy Resource Center,56143.0,0.112,0.006999999999999999,"1,295.239",0.002,2017.0,34.979,9.918,2.940709,0.8731037,0.0849834,0.0044093000000000005
139,RVSIDE_6_RERCU2,ngct,SCE,48.5,8.49,8.56,8.62,17,49,1,1,3.17,20.54794521,3395.0,Riverside Energy Res. Ctr Unit 2,Riverside Energy Resource Center,56143.0,0.112,0.006999999999999999,"1,295.239",0.002,2017.0,34.979,9.918,2.940709,0.8731037,0.0849834,0.0044093000000000005
22,RVRVEW_1_UNITA1,ngct,PGE_bay,48.7,9.3,9.37,9.43,18,49,1,1,3.17,20.52054795,3409.0,RIVERVIEW ENERGY CENTER,Riverview Energy Center,55963.0,0.222,0.006999999999999999,"1,372.368",0.003,2017.0,35.664,14.8785,7.069397,1.0224739999999999,0.24383089999999996,0.005162600000000001
12,RUSCTY_2_UNITS,ngcc,PGE_bay,620.0,10.06,10.32,10.58,248,620,1,1,2.0,284.9077491000001,43400.0,Russell City Energy Center,Russell City Energy Company LLC,56467.0,0.055,0.004,870.829,0.002,2017.0,27.8565,11.45,4.988439,0.8602122999999999,0.09337000000000001,0.0043423
86,SALIRV_2_UNIT,ngct,PGE_valley,57.0,8.02,8.08,8.15,20,57,1,1,3.17,24.10958904,3990.0,SALINAS RIVER COGENERATION,Salinas River Cogeneration Facility,50865.0,0.065,0.004,776.557,0.001,2017.0,12.625,4.59495,1.018351,1.583943,0.1290424,0.0079972
31,CSCCOG_1_UNIT_1,ngct,PGE_bay,7.0,18.41,18.48,18.54,3,7,1,1,3.17,2.931506849,490.0,SANTA CLARA COGEN,Santa Clara Cogen,7232.0,2.81,0.029,"1,060.375",0.002,,,,,,,
88,SARGNT_2_UNIT,ngct,PGE_valley,57.1,8.02,8.08,8.15,20,58,1,1,3.17,24.10958904,3997.0,SARGENT CANYON COGENERATION,Sargent Canyon Cogen Facility,50864.0,,,,,2017.0,12.625,4.59495,1.018351,,,
72,KERNRG_1_UNITS,ngct,PGE_valley,55.2,9.02,9.09,9.15,20,56,1,1,3.17,23.28767123,3864.0,South Belridge Cogen Facility,South Belridge Cogeneration Facility,50752.0,1.804,0.019,678.564,0.001,,,,,,,
168,RVSIDE_6_SPRING,ngct,SCE,36.0,12.28,12.35,12.41,13,36,1,1,3.17,15.06849315,2520.0,Springs Generation Project,Springs Generating Station,56144.0,4.3180000000000005,0.045,"1,641.222",0.003,,,,,,,
15,SRINTL_6_UNIT,ngct,PGE_bay,6.9,7.4,7.46,7.53,3,7,1,1,3.17,2.904109589,483.0,SRI INTERNATIONAL,SRI International Cogen Project,50537.0,1.844,0.019,696.762,0.001,,,,,,,
40,SUNRIS_2_PL1X3,ngcc,PGE_valley,586.02,9.84,10.1,10.36,235,587,4,4,2.0,269.3726937,41021.4,SUNRISE POWER PROJECT (AGGREGATE),Sunrise Power Company,55182.0,0.038,0.004,831.816,0.002,2017.0,6.124,5.6725,1.414905,0.7984249,0.0435139,0.0040307
151,SYCAMR_2_UNIT1,ngct,SCE,85.0,7.33,7.4,7.46,30,85,1,1,3.17,35.89041096,5950.0,SYCAMORE COGENERATION UNIT 1,Sycamore Cogeneration,50134.0,1.865,0.019,701.620,0.001,,,,,,,
152,SYCAMR_2_UNIT2,ngct,SCE,85.0,7.33,7.4,7.46,30,85,1,1,3.17,35.89041096,5950.0,SYCAMORE COGENERATION UNIT 2,Sycamore Cogeneration,50134.0,1.865,0.019,701.620,0.001,,,,,,,
153,SYCAMR_2_UNIT3,ngct,SCE,85.0,7.33,7.4,7.46,30,85,1,1,3.17,35.89041096,5950.0,SYCAMORE COGENERATION UNIT 3,Sycamore Cogeneration,50134.0,1.865,0.019,701.620,0.001,,,,,,,
154,SYCAMR_2_UNIT4,ngct,SCE,85.0,7.33,7.4,7.46,30,85,1,1,3.17,35.89041096,5950.0,SYCAMORE COGENERATION UNIT 4,Sycamore Cogeneration,50134.0,1.865,0.019,701.620,0.001,,,,,,,
52,SCHLTE_1_PL1X3,ngcc,PGE_valley,332.28,6.33,6.59,6.85,133,333,1,1,2.0,152.7675277,23259.6,Tracy Combined Cycle Power Plant,Tracy Combined Cycle Power Plant,55933.0,0.076,0.005,985.874,0.002,2017.0,24.1875,12.3325,3.38229,0.9194953000000001,0.122206,0.0046422
141,HOLGAT_1_BORAX,ngct,SCE,48.2,8.06,8.13,8.19,17,49,1,1,3.17,20.273972600000004,3374.0,U.S. BORAX AND CHEMICAL CORP. (#1),US Borax,50115.0,1.664,0.017,630.565,0.001,,,,,,,
200,WALCRK_2_CTG1,ngct,SCE,96.43,7.37,7.44,7.5,34,97,1,1,3.17,40.54794521,6750.1,Walnut Creek Energy Park Unit 1,Walnut Creek Energy Park,57515.0,0.11,0.006,"1,170.931",0.002,2017.0,84.67,44.4715,12.63779,0.8818921000000001,0.08405089999999998,0.0044524
201,WALCRK_2_CTG2,ngct,SCE,96.91,7.37,7.44,7.5,34,97,1,1,3.17,40.82191781,6783.7,Walnut Creek Energy Park Unit 2,Walnut Creek Energy Park,57515.0,0.11,0.006,"1,170.931",0.002,2017.0,84.67,44.4715,12.63779,0.8818921000000001,0.08405089999999998,0.0044524
