,eGRID2016 Generator file sequence number,Plant state abbreviation,Plant name,DOE/EIA ORIS plant or facility code,Generator ID,Number of associated boilers,Generator status,Generator prime mover type,Generator primary fuel,Generator nameplate capacity (MW),Generator capacity factor,Generator annual net generation (MWh),Generator ozone season net generation (MWh),Generation data source,Generator year on-line,Generator planned or actual retirement year,area,utility,latitude,longitude,state,NGCC,NGCT,Coal,Oil,Wind,SolarPV,SolarCSP,Hydro,Nuclear,Other
121,8136,ID,K W Company,55007,UE5,0,OP,HY,WAT,0.1,0.307,268.571,130.857,Distributed from 923 Generation And Fuel,1997,,IPCO,Idaho Power Co,42.59483,-114.435295,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
122,8137,ID,K W Company,55007,UW1,0,OP,HY,WAT,0.2,0.307,537.143,261.714,Distributed from 923 Generation And Fuel,1983,,IPCO,Idaho Power Co,42.59483,-114.435295,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
123,8138,ID,K W Company,55007,UW2,0,OP,HY,WAT,0.2,0.307,537.143,261.714,Distributed from 923 Generation And Fuel,1983,,IPCO,Idaho Power Co,42.59483,-114.435295,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
124,8139,ID,K W Company,55007,UW3,0,OP,HY,WAT,0.2,0.307,537.143,261.714,Distributed from 923 Generation And Fuel,1983,,IPCO,Idaho Power Co,42.59483,-114.435295,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
125,8140,ID,K W Company,55007,UW4,0,OP,HY,WAT,0.2,0.307,537.143,261.714,Distributed from 923 Generation And Fuel,1983,,IPCO,Idaho Power Co,42.59483,-114.435295,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
126,8141,ID,Koyle Ranch Hydroelectric Project,10781,GEN1,0,OP,HY,WAT,0.2,0.293,512.462,249.692,Distributed from 923 Generation And Fuel,1983,,IPCO,Idaho Power Co,42.945664,-114.795698,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
127,8142,ID,Koyle Ranch Hydroelectric Project,10781,GEN2,0,OP,HY,WAT,0.3,0.293,768.692,374.538,Distributed from 923 Generation And Fuel,1983,,IPCO,Idaho Power Co,42.945664,-114.795698,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
128,8143,ID,Koyle Ranch Hydroelectric Project,10781,GEN3,0,OP,HY,WAT,0.8,0.293,2049.846,998.769,Distributed from 923 Generation And Fuel,1983,,IPCO,Idaho Power Co,42.945664,-114.795698,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
129,8144,ID,Langley Gulch Power Plant,57028,GTG,0,OP,CT,NG,187,0.867,1420178,836935,EIA-923 Generator File,2012,,IPCO,Idaho Power Co,43.904444,-116.819722,Idaho,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,8145,ID,Langley Gulch Power Plant,57028,STG,1,OP,CA,NG,131.5,0,0,0,EIA-923 Generator File,2012,,IPCO,Idaho Power Co,43.904444,-116.819722,Idaho,131.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,8146,ID,Last Chance,987,1,0,OP,HY,WAT,0.2,0.078,136.706,66.588,Distributed from 923 Generation And Fuel,1984,,PACE,PacifiCorp,42.603349,-111.705304,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
132,8147,ID,Last Chance,987,2,0,OP,HY,WAT,0.5,0.078,341.765,166.471,Distributed from 923 Generation And Fuel,1984,,PACE,PacifiCorp,42.603349,-111.705304,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
133,8148,ID,Last Chance,987,3,0,OP,HY,WAT,1,0.078,683.529,332.941,Distributed from 923 Generation And Fuel,1984,,PACE,PacifiCorp,42.603349,-111.705304,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
134,8149,ID,Lateral 10 Ventures,54753,GEN1,0,OP,HY,WAT,2.4,0.328,6893,3359,Distributed from 923 Generation And Fuel,1984,,IPCO,Idaho Power Co,42.647376,-114.89031,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0
135,8150,ID,Little Mac Project,10049,1,0,OP,HY,WAT,0.3,0.439,1152.8,561.8,Distributed from 923 Generation And Fuel,1984,,IPCO,Idaho Power Co,42.629637,-114.66162,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
136,8151,ID,Little Mac Project,10049,2,0,OP,HY,WAT,0.4,0.439,1537.067,749.067,Distributed from 923 Generation And Fuel,1984,,IPCO,Idaho Power Co,42.629637,-114.66162,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
137,8152,ID,Little Mac Project,10049,3,0,OP,HY,WAT,0.4,0.439,1537.067,749.067,Distributed from 923 Generation And Fuel,1984,,IPCO,Idaho Power Co,42.629637,-114.66162,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
138,8153,ID,Little Mac Project,10049,4,0,OP,HY,WAT,0.4,0.439,1537.067,749.067,Distributed from 923 Generation And Fuel,1984,,IPCO,Idaho Power Co,42.629637,-114.66162,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
139,8155,ID,Low Line Rapids,10808,GEN1,0,OP,HY,WAT,2.8,0.336,8238,4014,Distributed from 923 Generation And Fuel,1990,,IPCO,Idaho Power Co,42.47711,-114.380118,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0
140,8156,ID,Lower Malad,815,1,0,OP,HY,WAT,13.5,0.845,99957,48709,Distributed from 923 Generation And Fuel,1948,,IPCO,Idaho Power Co,42.865783,-114.906172,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,0.0,0.0
141,8157,ID,Lower No 1,7012,2,0,OP,HY,WAT,8,0.593,41583,20263,Distributed from 923 Generation And Fuel,1982,,PACE,City of Idaho Falls - (ID),43.468679,-112.062499,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
142,8158,ID,Lower No 2,843,1,0,OP,HY,WAT,3,0.017,453,221,Distributed from 923 Generation And Fuel,1940,,PACE,City of Idaho Falls - (ID),43.468398,-112.062602,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
143,8159,ID,Lower Salmon,816,1,0,OP,HY,WAT,15,0.362,47627.25,23208.75,Distributed from 923 Generation And Fuel,1949,,IPCO,Idaho Power Co,42.841608,-114.903611,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0
144,8160,ID,Lower Salmon,816,2,0,OP,HY,WAT,15,0.362,47627.25,23208.75,Distributed from 923 Generation And Fuel,1949,,IPCO,Idaho Power Co,42.841608,-114.903611,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0
145,8161,ID,Lower Salmon,816,3,0,OP,HY,WAT,15,0.362,47627.25,23208.75,Distributed from 923 Generation And Fuel,1949,,IPCO,Idaho Power Co,42.841608,-114.903611,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0
146,8162,ID,Lower Salmon,816,4,0,OP,HY,WAT,15,0.362,47627.25,23208.75,Distributed from 923 Generation And Fuel,1949,,IPCO,Idaho Power Co,42.841608,-114.903611,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0
147,8163,ID,Lucky Peak Power Plant Project,10014,U131,0,OP,HY,WAT,45,0.384,151317.391,114606.374,Distributed from 923 Generation And Fuel,1988,,IPCO,Idaho Power Co,43.528,-116.0583,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0
148,8164,ID,Lucky Peak Power Plant Project,10014,U132,0,OP,HY,WAT,45,0.384,151317.391,114606.374,Distributed from 923 Generation And Fuel,1988,,IPCO,Idaho Power Co,43.528,-116.0583,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0
149,8165,ID,Lucky Peak Power Plant Project,10014,U133,0,OP,HY,WAT,11.2,0.384,37661.217,28524.253,Distributed from 923 Generation And Fuel,1988,,IPCO,Idaho Power Co,43.528,-116.0583,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0
150,8166,ID,Magic Dam Hydroelectric Project,10740,GEN1,0,OP,HY,WAT,3,0.214,5630.667,2743.667,Distributed from 923 Generation And Fuel,1989,,IPCO,Idaho Power Co,43.2547,-114.3569,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
151,8167,ID,Magic Dam Hydroelectric Project,10740,GEN2,0,OP,HY,WAT,3,0.214,5630.667,2743.667,Distributed from 923 Generation And Fuel,1989,,IPCO,Idaho Power Co,43.2547,-114.3569,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
152,8168,ID,Magic Dam Hydroelectric Project,10740,GEN3,0,OP,HY,WAT,3,0.214,5630.667,2743.667,Distributed from 923 Generation And Fuel,1989,,IPCO,Idaho Power Co,43.2547,-114.3569,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
153,8169,ID,Mainline Windfarm,57429,1,0,OP,WT,WND,23,0.292,58880,19694,Distributed from 923 Generation And Fuel,2012,,IPCO,Idaho Power Co,43.04835,-115.412886,Idaho,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0
154,8170,ID,Marco Ranch,50323,1,0,OP,HY,WAT,0.3,0.279,732.5,357,Distributed from 923 Generation And Fuel,1985,,IPCO,Idaho Power Co,42.636558,-114.557764,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
155,8171,ID,Marco Ranch,50323,2,0,OP,HY,WAT,0.3,0.279,732.5,357,Distributed from 923 Generation And Fuel,1985,,IPCO,Idaho Power Co,42.636558,-114.557764,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
156,8172,ID,Marco Ranch,50323,3,0,OP,HY,WAT,0.3,0.279,732.5,357,Distributed from 923 Generation And Fuel,1985,,IPCO,Idaho Power Co,42.636558,-114.557764,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
157,8173,ID,Marco Ranch,50323,4,0,OP,HY,WAT,0.3,0.279,732.5,357,Distributed from 923 Generation And Fuel,1985,,IPCO,Idaho Power Co,42.636558,-114.557764,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
158,8174,ID,Marsh Valley Development,50972,1,0,OP,HY,WAT,1.6,0.337,4729,2304,Distributed from 923 Generation And Fuel,1993,,PACE,PacifiCorp,42.625972,-112.149344,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0
159,8175,ID,Meadow Creek Project Company,58106,MCPC,0,OP,WT,WND,119.7,0.265,277610,98630,Distributed from 923 Generation And Fuel,2012,,PACE,PacifiCorp,43.524429,-111.803921,Idaho,0.0,0.0,0.0,0.0,119.7,0.0,0.0,0.0,0.0,0.0
160,8176,ID,Mile 28 Water Power Project,54812,1,0,OP,HY,WAT,0.7,0.377,2312.5,1127,Distributed from 923 Generation And Fuel,1994,,IPCO,Idaho Power Co,42.740139,-114.161173,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0
161,8177,ID,Mile 28 Water Power Project,54812,2,0,OP,HY,WAT,0.7,0.377,2312.5,1127,Distributed from 923 Generation And Fuel,1994,,IPCO,Idaho Power Co,42.740139,-114.161173,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0
162,8178,ID,Milner Dam Wind Park LLC,56437,MDWP,0,OP,WT,WND,19.5,0.308,52557,17579,Distributed from 923 Generation And Fuel,2011,,IPCO,Idaho Power Co,42.460629,-114.017297,Idaho,0.0,0.0,0.0,0.0,19.5,0.0,0.0,0.0,0.0,0.0
163,8179,ID,Milner Hydro,7190,1,0,OP,HY,WAT,46.6,0.053,21516.669,10485.392,Distributed from 923 Generation And Fuel,1992,,IPCO,Idaho Power Co,42.526786,-114.036889,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.6,0.0,0.0
164,8180,ID,Milner Hydro,7190,2,0,OP,HY,WAT,12.1,0.053,5586.946,2722.602,Distributed from 923 Generation And Fuel,1992,,IPCO,Idaho Power Co,42.526786,-114.036889,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,0.0,0.0
165,8182,ID,Minidoka,6398,6,0,OP,HY,WAT,2.7,0.31,7325.383,3569.653,Distributed from 923 Generation And Fuel,1927,,BPAT,Bonneville Power Administration,42.669899,-113.483175,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0
166,8183,ID,Minidoka,6398,7,0,OP,HY,WAT,5,0.31,13565.523,6610.469,Distributed from 923 Generation And Fuel,1942,,BPAT,Bonneville Power Administration,42.669899,-113.483175,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
167,8184,ID,Minidoka,6398,8,0,OP,HY,WAT,10,0.31,27131.047,13220.939,Distributed from 923 Generation And Fuel,1997,,BPAT,Bonneville Power Administration,42.669899,-113.483175,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
168,8185,ID,Minidoka,6398,9,0,OP,HY,WAT,10,0.31,27131.047,13220.939,Distributed from 923 Generation And Fuel,1997,,BPAT,Bonneville Power Administration,42.669899,-113.483175,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
169,8186,ID,Mink Creek Hydro,10325,GEN1,0,OP,HY,WAT,3.1,0.342,9290,4527,Distributed from 923 Generation And Fuel,1986,,PACE,PacifiCorp,42.260844,-111.665589,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0
170,8187,ID,Mora Drop Hydroelectric Project,56498,1,0,OP,HY,WAT,1.7,0.325,4847,2362,Distributed from 923 Generation And Fuel,2006,,IPCO,Idaho Power Co,43.460012,-116.47254,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0
171,8188,ID,Mountain Home,56636,1,0,OP,WT,WND,21,0.222,40876,13672,Distributed from 923 Generation And Fuel,2008,,IPCO,Idaho Power Co,43.0272,-115.4656,Idaho,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0
172,8189,ID,Moyie Springs,6506,1,0,OP,HY,WAT,1,0.886,7765.128,3783.846,Distributed from 923 Generation And Fuel,1941,,BPAT,City of Bonners Ferry,48.7339,-116.1752,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
173,8190,ID,Moyie Springs,6506,2,0,OP,HY,WAT,0.4,0.886,3106.051,1513.538,Distributed from 923 Generation And Fuel,1921,,BPAT,City of Bonners Ferry,48.7339,-116.1752,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
174,8191,ID,Moyie Springs,6506,3,0,OP,HY,WAT,1,0.886,7765.128,3783.846,Distributed from 923 Generation And Fuel,1950,,BPAT,City of Bonners Ferry,48.7339,-116.1752,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
175,8192,ID,Moyie Springs,6506,4,0,OP,HY,WAT,1.5,0.886,11647.692,5675.769,Distributed from 923 Generation And Fuel,1982,,BPAT,City of Bonners Ferry,48.7339,-116.1752,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0
176,8195,ID,Notch Butte Hydro,50718,HYD1,0,OP,HY,WAT,1,0.352,3082,1502,Distributed from 923 Generation And Fuel,1986,,IPCO,Idaho Power Co,42.954384,-114.462563,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
177,8196,ID,Oneida,829,1,0,OP,HY,WAT,10,0.152,13284.667,6473.667,Distributed from 923 Generation And Fuel,1915,,PACE,PacifiCorp,42.267774,-111.748531,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
178,8197,ID,Oneida,829,2,0,OP,HY,WAT,10,0.152,13284.667,6473.667,Distributed from 923 Generation And Fuel,1916,,PACE,PacifiCorp,42.267774,-111.748531,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
179,8198,ID,Oneida,829,3,0,OP,HY,WAT,10,0.152,13284.667,6473.667,Distributed from 923 Generation And Fuel,1920,,PACE,PacifiCorp,42.267774,-111.748531,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
180,8200,ID,Oregon Trail Wind Park,56439,OTWP,0,OP,WT,WND,13.5,0.326,38580,12904,Distributed from 923 Generation And Fuel,2011,,IPCO,Idaho Power Co,42.840556,-114.989722,Idaho,0.0,0.0,0.0,0.0,13.5,0.0,0.0,0.0,0.0,0.0
181,8201,ID,Palisades Dam,850,1,0,OP,HY,WAT,44.1,0.376,145328.75,70818.75,Distributed from 923 Generation And Fuel,1957,,BPAT,Bonneville Power Administration,43.334849,-111.205752,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.1,0.0,0.0
182,8202,ID,Palisades Dam,850,2,0,OP,HY,WAT,44.1,0.376,145328.75,70818.75,Distributed from 923 Generation And Fuel,1957,,BPAT,Bonneville Power Administration,43.334849,-111.205752,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.1,0.0,0.0
183,8203,ID,Palisades Dam,850,3,0,OP,HY,WAT,44.1,0.376,145328.75,70818.75,Distributed from 923 Generation And Fuel,1957,,BPAT,Bonneville Power Administration,43.334849,-111.205752,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.1,0.0,0.0
184,8204,ID,Palisades Dam,850,4,0,OP,HY,WAT,44.1,0.376,145328.75,70818.75,Distributed from 923 Generation And Fuel,1958,,BPAT,Bonneville Power Administration,43.334849,-111.205752,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.1,0.0,0.0
185,8205,ID,Payne's Ferry,57124,PFWP,0,OP,WT,WND,21,0.363,66766,22331,Distributed from 923 Generation And Fuel,2010,,IPCO,Idaho Power Co,42.825278,-115.010833,Idaho,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0
186,8206,ID,Pilgrim Stage Wind Park,56440,PSWP,0,OP,WT,WND,10.5,0.338,31054,10387,Distributed from 923 Generation And Fuel,2011,,IPCO,Idaho Power Co,42.7975,-114.998611,Idaho,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0
187,8207,ID,Plummer Cogen,55090,GEN1,0,OP,ST,WDS,6.2,0.611,33199,14247,EIA-923 Generator File,1982,,AVA,Avista Corp,47.331006,-116.890352,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2
188,8209,ID,Post Falls,835,1,0,OP,HY,WAT,2.2,0.696,13419.09,6539.159,Distributed from 923 Generation And Fuel,1907,,AVA,Avista Corp,47.703333,-116.953889,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0
189,8210,ID,Post Falls,835,2,0,OP,HY,WAT,2.2,0.696,13419.09,6539.159,Distributed from 923 Generation And Fuel,1906,,AVA,Avista Corp,47.703333,-116.953889,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0
190,8211,ID,Post Falls,835,3,0,OP,HY,WAT,2.2,0.696,13419.09,6539.159,Distributed from 923 Generation And Fuel,1906,,AVA,Avista Corp,47.703333,-116.953889,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0
191,8212,ID,Post Falls,835,4,0,OP,HY,WAT,2.2,0.696,13419.09,6539.159,Distributed from 923 Generation And Fuel,1906,,AVA,Avista Corp,47.703333,-116.953889,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0
192,8213,ID,Post Falls,835,5,0,OP,HY,WAT,2.2,0.696,13419.09,6539.159,Distributed from 923 Generation And Fuel,1908,,AVA,Avista Corp,47.703333,-116.953889,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0
193,8214,ID,Post Falls,835,6,0,OP,HY,WAT,3.5,0.696,21348.552,10403.207,Distributed from 923 Generation And Fuel,1980,,AVA,Avista Corp,47.703333,-116.953889,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0
194,8215,ID,Power County Wind Park North,57761,PCWPN,0,OP,WT,WND,22.5,0.324,63878,23283,Distributed from 923 Generation And Fuel,2011,,PACE,PacifiCorp,42.738889,-112.748611,Idaho,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0
195,8216,ID,Power County Wind Park South,57760,PCWPS,0,OP,WT,WND,22.5,0.277,54521,18789,Distributed from 923 Generation And Fuel,2011,,PACE,PacifiCorp,42.703333,-112.757778,Idaho,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0
196,8217,ID,Raft River Geothermal Power Plant,56317,1,0,OP,BT,GEO,18,0.457,71995,27647,Distributed from 923 Generation And Fuel,2008,,BPAT,Raft Rural Elec Coop Inc,42.099417,-113.38245,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
197,8219,ID,Rathdrum,7456,1,0,OP,GT,NG,83.2,0.028,20307.5,10037,Distributed from 923 Generation And Fuel,1994,,AVA,Avista Corp,47.80427,-116.867312,Idaho,0.0,83.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,8220,ID,Rathdrum,7456,2,0,OP,GT,NG,83.2,0.028,20307.5,10037,Distributed from 923 Generation And Fuel,1994,,AVA,Avista Corp,47.80427,-116.867312,Idaho,0.0,83.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,8221,ID,Rathdrum Power LLC,55179,CTG1,0,OP,CT,NG,179.4,0.538,845889,306679,EIA-923 Generator File,2001,,AVA,Bonneville Power Administration,47.7858,-116.9203,Idaho,179.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,8222,ID,Rathdrum Power LLC,55179,STG1,1,OP,CA,NG,122.1,0.438,468215,180603,EIA-923 Generator File,2001,,AVA,Bonneville Power Administration,47.7858,-116.9203,Idaho,122.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,8223,ID,Rock Creek Dairy,58142,CHP1,0,OP,IC,OBG,1.6,0.479,6718,2820.5,Distributed from 923 Generation And Fuel,2012,,IPCO,Idaho Power Co,42.500278,-114.615,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6
202,8224,ID,Rock Creek Dairy,58142,CHP2,0,OP,IC,OBG,1.6,0.479,6718,2820.5,Distributed from 923 Generation And Fuel,2012,,IPCO,Idaho Power Co,42.500278,-114.615,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6
203,8225,ID,Rock Creek I,50987,GEN1,0,OP,HY,WAT,2.1,0.59,10861,5293,Distributed from 923 Generation And Fuel,1983,,IPCO,Idaho Power Co,42.632483,-114.538769,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0
204,8226,ID,Rock Creek II,10809,GEN1,0,OP,HY,WAT,1.9,0.438,7291,3553,Distributed from 923 Generation And Fuel,1990,,IPCO,Idaho Power Co,42.620724,-114.531489,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0
205,8227,ID,Rockland Wind Farm,57766,RLWF,0,OP,WT,WND,79.2,0.368,255014,72549,Distributed from 923 Generation And Fuel,2011,,IPCO,Idaho Power Co,42.674722,-112.901944,Idaho,0.0,0.0,0.0,0.0,79.2,0.0,0.0,0.0,0.0,0.0
206,8229,ID,Ryegrass Windfarm,57427,1,0,OP,WT,WND,23,0.283,57037,19077,Distributed from 923 Generation And Fuel,2012,,IPCO,Idaho Power Co,43.037147,-115.439731,Idaho,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0
207,8233,ID,Salmon Diesel,817,1,0,OP,IC,DFO,2.5,0,10,4.5,Distributed from 923 Generation And Fuel,1967,,IPCO,Idaho Power Co,45.183368,-113.885307,Idaho,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0
208,8234,ID,Salmon Diesel,817,2,0,OP,IC,DFO,2.5,0,10,4.5,Distributed from 923 Generation And Fuel,1967,,IPCO,Idaho Power Co,45.183368,-113.885307,Idaho,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0
209,8235,ID,Salmon Falls Wind Park,56441,SFWP,0,OP,WT,WND,21,0.339,62402,20872,Distributed from 923 Generation And Fuel,2011,,IPCO,Idaho Power Co,42.681944,-114.989167,Idaho,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0
210,8236,ID,Sawtooth Wind Project,57749,ST,0,OP,WT,WND,22.4,0.31,60872,20360,Distributed from 923 Generation And Fuel,2011,,IPCO,Idaho Power Co,42.982222,-115.393333,Idaho,0.0,0.0,0.0,0.0,22.4,0.0,0.0,0.0,0.0,0.0
211,8237,ID,Shoshone Falls,818,1,0,OP,HY,WAT,0.6,0.5,2628.096,1280.688,Distributed from 923 Generation And Fuel,1909,,IPCO,Idaho Power Co,42.5975,-114.4033,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0
212,8238,ID,Shoshone Falls,818,2,0,OP,HY,WAT,0.4,0.5,1752.064,853.792,Distributed from 923 Generation And Fuel,1907,,IPCO,Idaho Power Co,42.5975,-114.4033,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
213,8239,ID,Shoshone Falls,818,3,0,OP,HY,WAT,11.5,0.5,50371.84,24546.52,Distributed from 923 Generation And Fuel,1921,,IPCO,Idaho Power Co,42.5975,-114.4033,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0
214,8241,ID,Simplot Leasing Don Plant,50274,GEN1,1,OP,ST,WH,15.9,0.467,65048,26785,Distributed from 923 Generation And Fuel,1986,,IPCO,Idaho Power Co,42.908412,-112.52944,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9
215,8242,ID,Smith Falls Hydro Project,54249,GEN1,0,OP,HY,WAT,18,0.268,42204.094,20566.299,Distributed from 923 Generation And Fuel,1990,,BPAT,City of Eugene - (OR),48.959547,-116.557375,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
216,8243,ID,Smith Falls Hydro Project,54249,GEN2,0,OP,HY,WAT,18,0.268,42204.094,20566.299,Distributed from 923 Generation And Fuel,1990,,BPAT,City of Eugene - (OR),48.959547,-116.557375,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
217,8244,ID,Smith Falls Hydro Project,54249,GEN3,0,OP,HY,WAT,2.1,0.268,4923.811,2399.402,Distributed from 923 Generation And Fuel,1989,,BPAT,City of Eugene - (OR),48.959547,-116.557375,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0
