,eGRID2016 Generator file sequence number,Plant state abbreviation,Plant name,DOE/EIA ORIS plant or facility code,Generator ID,Number of associated boilers,Generator status,Generator prime mover type,Generator primary fuel,Generator nameplate capacity (MW),Generator capacity factor,Generator annual net generation (MWh),Generator ozone season net generation (MWh),Generation data source,Generator year on-line,Generator planned or actual retirement year,area,utility,latitude,longitude,state,NGCC,NGCT,Coal,Oil,Wind,SolarPV,SolarCSP,Hydro,Nuclear,Other
21,17450,NV,Clark (NVE),2322,10,2,OP,CA,NG,104.4,0.133,122044,123732,EIA-923 Generator File,1994,,NEVP,Nevada Power Co,36.0875,-115.0507,Nevada,104.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,17451,NV,Clark (NVE),2322,11,0,OP,GT,NG,60.5,0.037,19712.006,15762.422,Distributed from 923 Generation And Fuel,2008,,NEVP,Nevada Power Co,36.0875,-115.0507,Nevada,0.0,60.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,17452,NV,Clark (NVE),2322,12,0,OP,GT,NG,60.5,0.037,19712.006,15762.422,Distributed from 923 Generation And Fuel,2008,,NEVP,Nevada Power Co,36.0875,-115.0507,Nevada,0.0,60.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,17453,NV,Clark (NVE),2322,13,0,OP,GT,NG,60.5,0.037,19712.006,15762.422,Distributed from 923 Generation And Fuel,2008,,NEVP,Nevada Power Co,36.0875,-115.0507,Nevada,0.0,60.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,17454,NV,Clark (NVE),2322,14,0,OP,GT,NG,60.5,0.037,19712.006,15762.422,Distributed from 923 Generation And Fuel,2008,,NEVP,Nevada Power Co,36.0875,-115.0507,Nevada,0.0,60.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,17455,NV,Clark (NVE),2322,15,0,OP,GT,NG,60.5,0.037,19712.006,15762.422,Distributed from 923 Generation And Fuel,2008,,NEVP,Nevada Power Co,36.0875,-115.0507,Nevada,0.0,60.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,17456,NV,Clark (NVE),2322,16,0,OP,GT,NG,60.5,0.037,19712.006,15762.422,Distributed from 923 Generation And Fuel,2008,,NEVP,Nevada Power Co,36.0875,-115.0507,Nevada,0.0,60.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,17457,NV,Clark (NVE),2322,17,0,OP,GT,NG,60.5,0.037,19712.006,15762.422,Distributed from 923 Generation And Fuel,2008,,NEVP,Nevada Power Co,36.0875,-115.0507,Nevada,0.0,60.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,17458,NV,Clark (NVE),2322,18,0,OP,GT,NG,60.5,0.037,19712.006,15762.422,Distributed from 923 Generation And Fuel,2008,,NEVP,Nevada Power Co,36.0875,-115.0507,Nevada,0.0,60.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,17459,NV,Clark (NVE),2322,19,0,OP,GT,NG,60.5,0.037,19712.006,15762.422,Distributed from 923 Generation And Fuel,2008,,NEVP,Nevada Power Co,36.0875,-115.0507,Nevada,0.0,60.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,17460,NV,Clark (NVE),2322,20,0,OP,GT,NG,60.5,0.037,19712.006,15762.422,Distributed from 923 Generation And Fuel,2008,,NEVP,Nevada Power Co,36.0875,-115.0507,Nevada,0.0,60.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,17461,NV,Clark (NVE),2322,21,0,OP,GT,NG,58.9,0.037,19190.696,15345.564,Distributed from 923 Generation And Fuel,2008,,NEVP,Nevada Power Co,36.0875,-115.0507,Nevada,0.0,58.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,17462,NV,Clark (NVE),2322,22,0,OP,GT,NG,60.5,0.037,19712.006,15762.422,Distributed from 923 Generation And Fuel,2008,,NEVP,Nevada Power Co,36.0875,-115.0507,Nevada,0.0,60.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,17463,NV,Clark (NVE),2322,9,2,OP,CA,NG,104.4,0.143,130392,122929,EIA-923 Generator File,1993,,NEVP,Nevada Power Co,36.0875,-115.0507,Nevada,104.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,17464,NV,Clark (NVE),2322,GT4,0,OP,GT,NG,72.4,0.037,23589.243,18862.799,Distributed from 923 Generation And Fuel,1973,,NEVP,Nevada Power Co,36.0875,-115.0507,Nevada,0.0,72.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,17465,NV,Clark (NVE),2322,GT5,0,OP,CT,NG,92.5,0.113,91689,91182,EIA-923 Generator File,1979,,NEVP,Nevada Power Co,36.0875,-115.0507,Nevada,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,17466,NV,Clark (NVE),2322,GT6,0,OP,CT,NG,92.5,0.119,96379,95740,EIA-923 Generator File,1979,,NEVP,Nevada Power Co,36.0875,-115.0507,Nevada,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,17467,NV,Clark (NVE),2322,GT7,0,OP,CT,NG,92.5,0.123,99561,93103,EIA-923 Generator File,1980,,NEVP,Nevada Power Co,36.0875,-115.0507,Nevada,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,17468,NV,Clark (NVE),2322,GT8,0,OP,CT,NG,92.5,0.133,107866,98412,EIA-923 Generator File,1982,,NEVP,Nevada Power Co,36.0875,-115.0507,Nevada,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,17472,NV,CM10,56944,PV01,0,OP,PV,SUN,10,0.218,19061,8462,Distributed from 923 Generation And Fuel,2008,,CISO,San Diego Gas & Electric Co,35.7881,-114.9933,Nevada,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
41,17473,NV,CM48,57205,PV02,0,OP,PV,SUN,8,0.234,16381.833,7749.167,Distributed from 923 Generation And Fuel,2010,,CISO,San Diego Gas & Electric Co,35.7814,-114.9933,Nevada,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
42,17474,NV,CM48,57205,PV03,0,OP,PV,SUN,10,0.234,20477.292,9686.458,Distributed from 923 Generation And Fuel,2010,,CISO,San Diego Gas & Electric Co,35.7814,-114.9933,Nevada,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
43,17475,NV,CM48,57205,PV04,0,OP,PV,SUN,10,0.234,20477.292,9686.458,Distributed from 923 Generation And Fuel,2010,,CISO,San Diego Gas & Electric Co,35.7814,-114.9933,Nevada,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
44,17476,NV,CM48,57205,PV05,0,OP,PV,SUN,10,0.234,20477.292,9686.458,Distributed from 923 Generation And Fuel,2010,,CISO,San Diego Gas & Electric Co,35.7814,-114.9933,Nevada,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
45,17477,NV,CM48,57205,PV06,0,OP,PV,SUN,10,0.234,20477.292,9686.458,Distributed from 923 Generation And Fuel,2010,,CISO,San Diego Gas & Electric Co,35.7814,-114.9933,Nevada,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
46,17478,NV,Copper Mountain Solar 2,58017,PV01,0,OP,PV,SUN,30,0.264,69473.961,33080.065,Distributed from 923 Generation And Fuel,2012,,CISO,San Diego Gas & Electric Co,35.786389,-114.962778,Nevada,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0
47,17479,NV,Copper Mountain Solar 2,58017,PV02,0,OP,PV,SUN,30,0.264,69473.961,33080.065,Distributed from 923 Generation And Fuel,2012,,CISO,San Diego Gas & Electric Co,35.786389,-114.962778,Nevada,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0
48,17480,NV,Copper Mountain Solar 2,58017,PV03,0,OP,PV,SUN,34,0.264,78737.156,37490.74,Distributed from 923 Generation And Fuel,2012,,CISO,San Diego Gas & Electric Co,35.786389,-114.962778,Nevada,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0
49,17481,NV,Copper Mountain Solar 2,58017,PV04,0,OP,PV,SUN,30,0.264,69473.961,33080.065,Distributed from 923 Generation And Fuel,2015,,CISO,San Diego Gas & Electric Co,35.786389,-114.962778,Nevada,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0
50,17482,NV,Copper Mountain Solar 2,58017,PV05,0,OP,PV,SUN,30,0.264,69473.961,33080.065,Distributed from 923 Generation And Fuel,2015,,CISO,San Diego Gas & Electric Co,35.786389,-114.962778,Nevada,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0
51,17483,NV,Copper Mountain Solar 3,58915,1,0,OP,PV,SUN,26,0.271,61773.349,30253.804,Distributed from 923 Generation And Fuel,2014,,LDWP,Los Angeles Department of Water & Power,35.889419,-114.957912,Nevada,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0
52,17484,NV,Copper Mountain Solar 3,58915,10,0,OP,PV,SUN,21,0.271,49893.859,24435.765,Distributed from 923 Generation And Fuel,2015,,LDWP,Los Angeles Department of Water & Power,35.889419,-114.957912,Nevada,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0
53,17485,NV,Copper Mountain Solar 3,58915,2,0,OP,PV,SUN,27,0.271,64149.247,31417.412,Distributed from 923 Generation And Fuel,2014,,LDWP,Los Angeles Department of Water & Power,35.889419,-114.957912,Nevada,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0
54,17486,NV,Copper Mountain Solar 3,58915,3,0,OP,PV,SUN,26,0.271,61773.349,30253.804,Distributed from 923 Generation And Fuel,2014,,LDWP,Los Angeles Department of Water & Power,35.889419,-114.957912,Nevada,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0
55,17487,NV,Copper Mountain Solar 3,58915,4,0,OP,PV,SUN,28,0.271,66525.145,32581.02,Distributed from 923 Generation And Fuel,2014,,LDWP,Los Angeles Department of Water & Power,35.889419,-114.957912,Nevada,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0
56,17488,NV,Copper Mountain Solar 3,58915,5,0,OP,PV,SUN,25,0.271,59397.451,29090.196,Distributed from 923 Generation And Fuel,2014,,LDWP,Los Angeles Department of Water & Power,35.889419,-114.957912,Nevada,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0
57,17489,NV,Copper Mountain Solar 3,58915,6,0,OP,PV,SUN,26,0.271,61773.349,30253.804,Distributed from 923 Generation And Fuel,2014,,LDWP,Los Angeles Department of Water & Power,35.889419,-114.957912,Nevada,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0
58,17490,NV,Copper Mountain Solar 3,58915,7,0,OP,PV,SUN,26,0.271,61773.349,30253.804,Distributed from 923 Generation And Fuel,2014,,LDWP,Los Angeles Department of Water & Power,35.889419,-114.957912,Nevada,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0
59,17491,NV,Copper Mountain Solar 3,58915,8,0,OP,PV,SUN,26,0.271,61773.349,30253.804,Distributed from 923 Generation And Fuel,2014,,LDWP,Los Angeles Department of Water & Power,35.889419,-114.957912,Nevada,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0
60,17492,NV,Copper Mountain Solar 3,58915,9,0,OP,PV,SUN,24,0.271,57021.553,27926.588,Distributed from 923 Generation And Fuel,2015,,LDWP,Los Angeles Department of Water & Power,35.889419,-114.957912,Nevada,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0
61,17493,NV,"Copper Mountain Solar 4, LLC",59814,PV01,0,OP,PV,SUN,51.8,0.052,23785.387,2713.412,Distributed from 923 Generation And Fuel,2016,,CISO,San Diego Gas & Electric Co,35.78222,-114.975375,Nevada,0.0,0.0,0.0,0.0,0.0,51.8,0.0,0.0,0.0,0.0
62,17494,NV,"Copper Mountain Solar 4, LLC",59814,PV02,0,OP,PV,SUN,41.8,0.052,19193.613,2189.588,Distributed from 923 Generation And Fuel,2016,,CISO,San Diego Gas & Electric Co,35.78222,-114.975375,Nevada,0.0,0.0,0.0,0.0,0.0,41.8,0.0,0.0,0.0,0.0
63,17495,NV,Crescent Dunes Solar Energy,57275,TSE-1,2,OP,CP,SUN,125,0.116,127338,102042,Distributed from 923 Generation And Fuel,2015,,SPPC,Sierra Pacific Power Co,38.238889,-117.36361,Nevada,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0
64,17496,NV,Desert Peak Power Plant,10018,GEN2,0,OP,BT,GEO,15,0.369,48545.769,18546.923,Distributed from 923 Generation And Fuel,2006,,SPPC,Sierra Pacific Power Co,39.753999,-118.953497,Nevada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
65,17497,NV,Desert Peak Power Plant,10018,OEC2,0,OP,BT,GEO,11,0.369,35600.231,13601.077,Distributed from 923 Generation And Fuel,2006,,SPPC,Sierra Pacific Power Co,39.753999,-118.953497,Nevada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
66,17499,NV,Desert Star Energy Center,55077,ED01,0,OP,CT,NG,170,0.234,348700,196622,EIA-923 Generator File,2000,,CISO,San Diego Gas & Electric Co,35.788889,-114.994167,Nevada,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,17500,NV,Desert Star Energy Center,55077,ED02,0,OP,CT,NG,170,0.282,419265,255489,EIA-923 Generator File,2000,,CISO,San Diego Gas & Electric Co,35.788889,-114.994167,Nevada,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,17501,NV,Desert Star Energy Center,55077,ED03,2,OP,CA,NG,196,0.265,455069,270474,EIA-923 Generator File,2000,,CISO,San Diego Gas & Electric Co,35.788889,-114.994167,Nevada,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,17503,NV,Don A Campbell 1 Geothermal,58533,1,0,OP,BT,GEO,22.5,0.891,175650,67108,Distributed from 923 Generation And Fuel,2014,,NEVP,Nevada Power Co,38.836667,-118.323889,Nevada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5
70,17504,NV,Don A Campbell 2 Geothermal,60419,DAC2G,0,OP,BT,GEO,25,0.799,174984,60494,Distributed from 923 Generation And Fuel,2015,,NEVP,Nevada Power Co,38.835836,-118.325339,Nevada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
71,17511,NV,ENEL Salt Wells LLC,57213,101,0,OP,BT,GEO,11.8,0.503,51968.5,19854.5,Distributed from 923 Generation And Fuel,2009,,NEVP,Nevada Power Co,39.2944,-118.5725,Nevada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8
72,17512,NV,ENEL Salt Wells LLC,57213,201,0,OP,BT,GEO,11.8,0.503,51968.5,19854.5,Distributed from 923 Generation And Fuel,2009,,NEVP,Nevada Power Co,39.2944,-118.5725,Nevada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8
73,17514,NV,Fleish,6513,1,0,OP,HY,WAT,2,0.338,5926,2680,Distributed from 923 Generation And Fuel,1914,,SPPC,Sierra Pacific Power Co,39.2851,-119.5933,Nevada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
74,17515,NV,Fort Churchill,2330,1,1,OP,ST,NG,115,0.142,143454,83795,EIA-923 Generator File,1968,2025,SPPC,Sierra Pacific Power Co,39.1281,-119.1322,Nevada,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,17516,NV,Fort Churchill,2330,2,1,OP,ST,NG,115,0.127,128409,76545,EIA-923 Generator File,1971,2021,SPPC,Sierra Pacific Power Co,39.1281,-119.1322,Nevada,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,17517,NV,Ft. Churchill PV,59472,NVC7,0,OP,PV,SUN,19.9,0.229,39842,17687,Distributed from 923 Generation And Fuel,2015,,NEVP,Nevada Power Co,39.128056,-119.14,Nevada,0.0,0.0,0.0,0.0,0.0,19.9,0.0,0.0,0.0,0.0
77,17520,NV,Galena 2 Geothermal Power Plant,56540,GEN1,0,OP,BT,GEO,13.5,0.326,38599,14747,Distributed from 923 Generation And Fuel,2007,,SPPC,Sierra Pacific Power Co,39.373189,-119.764507,Nevada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5
78,17521,NV,Galena 3 Geothermal Power Plant,56541,GEN1,0,OP,BT,GEO,15,0.551,72398,25626.5,Distributed from 923 Generation And Fuel,2008,,SPPC,Sierra Pacific Power Co,39.388722,-119.748908,Nevada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
79,17522,NV,Galena 3 Geothermal Power Plant,56541,GEN2,0,OP,BT,GEO,15,0.551,72398,25626.5,Distributed from 923 Generation And Fuel,2008,,SPPC,Sierra Pacific Power Co,39.388722,-119.748908,Nevada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
80,17523,NV,Goodsprings Waste Heat Recovery,57684,HR1,1,OP,ST,WH,7.5,0,21028,8658.838,Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,2010,,NEVP,Nevada Power Co,35.809444,-115.411389,Nevada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5
81,17524,NV,Harry Allen,7082,5,0,OP,CT,NG,167.5,0.767,1124867,494022,EIA-923 Generator File,2011,,NEVP,Nevada Power Co,36.430554,-114.902405,Nevada,167.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,17525,NV,Harry Allen,7082,6,0,OP,CT,NG,167.5,0.782,1147062,497898,EIA-923 Generator File,2011,,NEVP,Nevada Power Co,36.430554,-114.902405,Nevada,167.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,17526,NV,Harry Allen,7082,7,2,OP,CA,NG,223.5,0.644,1260752,558494,EIA-923 Generator File,2011,,NEVP,Nevada Power Co,36.430554,-114.902405,Nevada,223.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,17527,NV,Harry Allen,7082,GT1,0,OP,GT,NG,101.5,0.02,17903.729,10940.231,Distributed from 923 Generation And Fuel,1995,,NEVP,Nevada Power Co,36.430554,-114.902405,Nevada,0.0,101.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,17528,NV,Harry Allen,7082,GT4,0,OP,GT,NG,85,0.02,14993.271,9161.769,Distributed from 923 Generation And Fuel,2006,,NEVP,Nevada Power Co,36.430554,-114.902405,Nevada,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,17529,NV,Higgins Generating Station,55687,A01,0,OP,CT,NG,178,0.736,1148396,504132,EIA-923 Generator File,2004,,NEVP,Nevada Power Co,35.6139,-115.3561,Nevada,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,17530,NV,Higgins Generating Station,55687,A02,0,OP,CT,NG,178,0.697,1086196,483774,EIA-923 Generator File,2004,,NEVP,Nevada Power Co,35.6139,-115.3561,Nevada,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,17531,NV,Higgins Generating Station,55687,ST1,2,OP,CA,NG,332.4,0.439,1277973,584101,EIA-923 Generator File,2004,,NEVP,Nevada Power Co,35.6139,-115.3561,Nevada,332.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,17532,NV,Hoover Dam (NV),154,N0,0,OP,HY,WAT,2.4,0.192,4036.456,1825.245,Distributed from 923 Generation And Fuel,1936,,WALC,WAPA-- Western Area Power Administration,36.01551,-114.738006,Nevada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0
90,17533,NV,Hoover Dam (NV),154,N1,0,OP,HY,WAT,130,0.192,218641.389,98867.414,Distributed from 923 Generation And Fuel,1936,,WALC,WAPA-- Western Area Power Administration,36.01551,-114.738006,Nevada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0
91,17534,NV,Hoover Dam (NV),154,N2,0,OP,HY,WAT,130,0.192,218641.389,98867.414,Distributed from 923 Generation And Fuel,1936,,WALC,WAPA-- Western Area Power Administration,36.01551,-114.738006,Nevada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0
92,17535,NV,Hoover Dam (NV),154,N3,0,OP,HY,WAT,130,0.192,218641.389,98867.414,Distributed from 923 Generation And Fuel,1937,,WALC,WAPA-- Western Area Power Administration,36.01551,-114.738006,Nevada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0
93,17536,NV,Hoover Dam (NV),154,N4,0,OP,HY,WAT,130,0.192,218641.389,98867.414,Distributed from 923 Generation And Fuel,1936,,WALC,WAPA-- Western Area Power Administration,36.01551,-114.738006,Nevada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0
