,eGRID2016 Generator file sequence number,Plant state abbreviation,Plant name,DOE/EIA ORIS plant or facility code,Generator ID,Number of associated boilers,Generator status,Generator prime mover type,Generator primary fuel,Generator nameplate capacity (MW),Generator capacity factor,Generator annual net generation (MWh),Generator ozone season net generation (MWh),Generation data source,Generator year on-line,Generator planned or actual retirement year,area,utility,latitude,longitude,state,NGCC,NGCT,Coal,Oil,Wind,SolarPV,SolarCSP,Hydro,Nuclear,Other
0,26027,WY,Alcova,6409,1,0,OP,HY,WAT,20.7,0.3,54339,43111.5,Distributed from 923 Generation And Fuel,1955,,WAUW,WAPA-- Western Area Power Administration,42.548412,-106.717536,Wyoming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7,0.0,0.0
1,26028,WY,Alcova,6409,2,0,OP,HY,WAT,20.7,0.3,54339,43111.5,Distributed from 923 Generation And Fuel,1955,,WAUW,WAPA-- Western Area Power Administration,42.548412,-106.717536,Wyoming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7,0.0,0.0
2,26029,WY,Arvada,8028,1,0,OP,GT,NG,7.5,0.001,55,21.667,Distributed from 923 Generation And Fuel,2002,,WACM,Powder River Energy Corp,44.69,-106.1092,Wyoming,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,26030,WY,Arvada,8028,2,0,OP,GT,NG,7.5,0.001,55,21.667,Distributed from 923 Generation And Fuel,2002,,WACM,Powder River Energy Corp,44.69,-106.1092,Wyoming,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,26031,WY,Arvada,8028,3,0,OP,GT,NG,7.5,0.001,55,21.667,Distributed from 923 Generation And Fuel,2002,,WACM,Powder River Energy Corp,44.69,-106.1092,Wyoming,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,26032,WY,Barber Creek,8030,1,0,OP,GT,NG,7.5,0.001,41.333,16.333,Distributed from 923 Generation And Fuel,2002,,WACM,Powder River Energy Corp,43.7219,-105.7689,Wyoming,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,26033,WY,Barber Creek,8030,2,0,OP,GT,NG,7.5,0.001,41.333,16.333,Distributed from 923 Generation And Fuel,2002,,WACM,Powder River Energy Corp,43.7219,-105.7689,Wyoming,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,26034,WY,Barber Creek,8030,3,0,OP,GT,NG,7.5,0.001,41.333,16.333,Distributed from 923 Generation And Fuel,2002,,WACM,Powder River Energy Corp,43.7219,-105.7689,Wyoming,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,26035,WY,Beaver Creek Gas Plant,55278,1,0,OP,GT,NG,2.5,0.589,12894,5068.5,Distributed from 923 Generation And Fuel,1983,,WACM,High Plains Power Inc,42.8475,-108.3136,Wyoming,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,26036,WY,Beaver Creek Gas Plant,55278,2,0,OP,GT,NG,2.5,0.589,12894,5068.5,Distributed from 923 Generation And Fuel,1992,,WACM,High Plains Power Inc,42.8475,-108.3136,Wyoming,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,26038,WY,Big Sand Draw Plant,60130,1,0,OP,IC,NG,1.6,0.354,4961.2,1950.2,Distributed from 923 Generation And Fuel,2015,,WACM,High Plains Power Inc,42.7527,-108.1697,Wyoming,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,26039,WY,Big Sand Draw Plant,60130,2,0,OP,IC,NG,1.6,0.354,4961.2,1950.2,Distributed from 923 Generation And Fuel,2015,,WACM,High Plains Power Inc,42.7527,-108.1697,Wyoming,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,26040,WY,Big Sand Draw Plant,60130,4,0,OP,IC,NG,1.6,0.354,4961.2,1950.2,Distributed from 923 Generation And Fuel,2015,,WACM,High Plains Power Inc,42.7527,-108.1697,Wyoming,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,26041,WY,Big Sand Draw Plant,60130,5,0,OP,IC,NG,1.6,0.354,4961.2,1950.2,Distributed from 923 Generation And Fuel,2015,,WACM,High Plains Power Inc,42.7527,-108.1697,Wyoming,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,26042,WY,Big Sand Draw Plant,60130,6,0,OP,IC,NG,1.6,0.354,4961.2,1950.2,Distributed from 923 Generation And Fuel,2015,,WACM,High Plains Power Inc,42.7527,-108.1697,Wyoming,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,26047,WY,Boysen,505,1,0,OP,HY,WAT,7.5,0.514,33737,20075.5,Distributed from 923 Generation And Fuel,1952,,WAUW,WAPA-- Western Area Power Administration,43.417872,-108.177545,Wyoming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0
16,26048,WY,Boysen,505,2,0,OP,HY,WAT,7.5,0.514,33737,20075.5,Distributed from 923 Generation And Fuel,1952,,WAUW,WAPA-- Western Area Power Administration,43.417872,-108.177545,Wyoming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0
17,26049,WY,Buffalo Bill,7317,1,0,OP,HY,WAT,6,0.34,17880.333,14802.333,Distributed from 923 Generation And Fuel,1992,,WAUW,WAPA-- Western Area Power Administration,44.508169,-109.170661,Wyoming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
18,26050,WY,Buffalo Bill,7317,2,0,OP,HY,WAT,6,0.34,17880.333,14802.333,Distributed from 923 Generation And Fuel,1992,,WAUW,WAPA-- Western Area Power Administration,44.508169,-109.170661,Wyoming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
19,26051,WY,Buffalo Bill,7317,3,0,OP,HY,WAT,6,0.34,17880.333,14802.333,Distributed from 923 Generation And Fuel,1992,,WAUW,WAPA-- Western Area Power Administration,44.508169,-109.170661,Wyoming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
20,26052,WY,Campbell Hill Windpower,57090,CHWF,0,OP,WT,WND,99,0.383,332386,93502,Distributed from 923 Generation And Fuel,2009,,PACE,PacifiCorp,43.01455,-105.999,Wyoming,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0
21,26053,WY,Casper Wind Farm,57093,CWGT,0,OP,WT,WND,17,0.282,42051,11751,Distributed from 923 Generation And Fuel,2009,,PACE,PacifiCorp,42.884703,-106.221442,Wyoming,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0
22,26054,WY,Cheyenne Prairie Generating Station,57703,01A,0,OP,CT,NG,40,0.154,54045,33014,EIA-923 Generator File,2014,,WACM,Cheyenne Light Fuel & Power Co,41.123611,-104.72,Wyoming,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,26055,WY,Cheyenne Prairie Generating Station,57703,01B,0,OP,CT,NG,40,0.191,66895,41147,EIA-923 Generator File,2014,,WACM,Cheyenne Light Fuel & Power Co,41.123611,-104.72,Wyoming,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,26056,WY,Cheyenne Prairie Generating Station,57703,01C,1,OP,CA,NG,20,0.218,38137,23215,EIA-923 Generator File,2014,,WACM,Cheyenne Light Fuel & Power Co,41.123611,-104.72,Wyoming,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,26057,WY,Cheyenne Prairie Generating Station,57703,02A,0,OP,GT,NG,40,0.009,3288,1293,Distributed from 923 Generation And Fuel,2014,,WACM,Cheyenne Light Fuel & Power Co,41.123611,-104.72,Wyoming,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,26064,WY,Dave Johnston,4158,1,1,OP,ST,SUB,133.6,0.576,674157,299553,EIA-923 Generator File,1959,,PACE,PacifiCorp,42.8378,-105.7769,Wyoming,0.0,0.0,133.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,26065,WY,Dave Johnston,4158,2,1,OP,ST,SUB,133.6,0.659,771124,331853,EIA-923 Generator File,1961,,PACE,PacifiCorp,42.8378,-105.7769,Wyoming,0.0,0.0,133.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,26066,WY,Dave Johnston,4158,3,1,OP,ST,SUB,255,0.624,1394053,587774,EIA-923 Generator File,1964,,PACE,PacifiCorp,42.8378,-105.7769,Wyoming,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,26067,WY,Dave Johnston,4158,4,1,OP,ST,SUB,400,0.642,2249170,967394,EIA-923 Generator File,1972,,PACE,PacifiCorp,42.8378,-105.7769,Wyoming,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
