Name,Bus ID,Bus Name,Long Name,ServiceStatus,Commission Date,Retirement Date,DevStatus,Area Name,Region Name,State
HatCreekSmlAgg1,31868,HATLOST+,Hat Creek Area Lumped Hydro Units-1,#TRUE#,#1989-06-15#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
HatCreekSmlAgg2,31868,HATLOST+,Hat Creek Area Lumped Hydro Units-2,#TRUE#,#1989-06-15#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
HatCreekSmlAgg3,31868,HATLOST+,Hat Creek Area Lumped Hydro Units-3,#TRUE#,#1989-06-15#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Forks_Butte1,31870,FORKBUTT,Forks of Butte Hydro Project-1,#TRUE#,#1992-03-16#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Forks_Butte2,31870,FORKBUTT,Forks of Butte Hydro Project-2,#TRUE#,#1992-03-16#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
CloverCreek,31872,CLOVER,MEGA HYDRO #1 (CLOVER CREEK)-1,#TRUE#,#1986-02-21#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Burney,31874,SPI-BURN,Sierra Pacific Burney Facility-GEN1,#TRUE#,#1986-01-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Burney_Mountain,31884,PAC.ENGY,Burney Mountain Power-GEN1,#TRUE#,#1984-08-15#,#2020-12-31#,Existing,CIPV,CA_CISO,CA
OrovilleCogen1,31888,OROVLENRG,Oroville Cogeneration LP-GEN1,#TRUE#,#1989-12-18#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
PO POWER_31890_1,31890,PO POWER,PO POWER,#TRUE#,#2008-08-24#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
PO POWER_31890_2,31890,PO POWER,PO POWER,#TRUE#,#2008-08-24#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
MtLassenPwr,31892,PE.WWOOD,Mt Lassen Power-GEN1,#TRUE#,#1984-10-11#,#2016-12-31#,Existing,CIPV,CA_CISO,CA
SPIQUINCY,31896,SPIQUINCY,NA,#TRUE#,#1960-12-01#,#2010-12-31#,Existing,CIPV,CA_CISO,CA
De_Sabla_1,31898,DE SABLA,De Sabla-1,#TRUE#,#1963-01-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Grizzly_NA1,31900,GRIZZLYG,Grizzly-NA1,#TRUE#,#1993-01-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
HatCreek1,31902,HAT CRK1,Hat Creek 1-1,#TRUE#,#1921-01-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
HatCreek2,31904,HAT CRK2,Hat Creek 2-1,#TRUE#,#1921-01-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Coleman_1,31906,COLEMAN,Coleman-1,#TRUE#,#1979-01-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Inskip_1,31908,INSKIP,Inskip-1,#TRUE#,#1979-01-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
HRIDGEGT_31914_1,31914,HRIDGEGT,HRIDGEGT,#TRUE#,#2014-12-13#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
HRIDGEGT_31914_2,31914,HRIDGEGT,HRIDGEGT,#TRUE#,#2014-12-13#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
HRIDGEGT_31914_3,31914,HRIDGEGT,HRIDGEGT,#TRUE#,#2014-12-13#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
HRIDGEGT_31914_4,31914,HRIDGEGT,HRIDGEGT,#TRUE#,#2014-12-13#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
HRIDGEGT_31914_5,31914,HRIDGEGT,HRIDGEGT,#TRUE#,#2014-12-13#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Colusa CC1a,31923,COLUSAPPCTG1,ColusaCC (Total CC Plant),#TRUE#,#2010-12-22#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Colusa CC1b,31924,COLUSAPPCTG2,ColusaCC (Total CC Plant),#TRUE#,#2010-12-22#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
BS_31992_BT,31992,VACA-DIX,Generic BS_31992_BT,#TRUE#,#2020-08-01#,#2050-12-31#,Future-Conceptual,CIPV,CA_CISO,CA
VacaDixonPeaker,32150,DG_VADIX,CalPeak Power Vaca Dixon Peaker Plant-CPP1,#TRUE#,#2002-06-21#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
WadhamEnrgy,32154,WADHAM,Wadham Energy LP-GEN1,#TRUE#,#1989-03-24#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Woodland_Bio,32156,WOODLAND,Woodland Biomass Power Ltd-GEN1,#TRUE#,#1989-08-31#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
RIV.DLTA_32162_1,32162,RIV.DLTA,RIV.DLTA,#TRUE#,#2001-06-13#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
FairfldSolano1,32164,CTY FAIR,FairfldSolano1,#TRUE#,#1989-08-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
FairfldSolano2,32164,CTY FAIR,FairfldSolano1,#TRUE#,#1989-08-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
UC DAVIS_32166_RN,32166,UC DAVIS,UC DAVIS,#TRUE#,#2014-12-13#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
HighWinds1,32172,HIGHWINDS,High Winds LLC-1,#TRUE#,#2003-08-01#,#2050-12-31#,Existing,CIPB,CA_CISO,CA
Lambie_EC,32173,LAMBGT1,Lambie Energy Center-CT1,#TRUE#,#2003-01-06#,#2050-12-31#,Existing,CIPB,CA_CISO,CA
Goose_Haven,32174,GOOSEHGT,Goose Haven Energy Center-CT1,#TRUE#,#2003-01-06#,#2050-12-31#,Existing,CIPB,CA_CISO,CA
Creed_Energy,32175,CREEDGT1,Creed Energy Center-CT1,#TRUE#,#2003-01-06#,#2050-12-31#,Existing,CIPB,CA_CISO,CA
Shiloh_Wind2,32177,SHILOH 2,Shiloh Wind Project 2 LLC-TBD,#TRUE#,#2009-01-27#,#2050-12-31#,Existing,CIPB,CA_CISO,CA
MontezumaWind2,32179,MNTZUMA2,Montezuma Wind II-1|MNTZUMA2|RPSP1002,#TRUE#,#2012-02-01#,#2052-03-29#,Existing,CIPB,CA_CISO,CA
SHILOH_32181_1,32181,SHILOH,SHILOH,#TRUE#,#2014-12-13#,#2050-12-31#,Existing,CIPB,CA_CISO,CA
Wolfskill,32185,WOLFSKIL,Wolfskill Energy Center-CTG1,#TRUE#,#2003-03-22#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
MontezumaWind1,32188,HIGWINDS3,FPL Energy Montezuma Winds LLC-S2.3|HIGHWND3,#TRUE#,#2011-01-25#,#2050-12-31#,Existing,CIPB,CA_CISO,CA
Shiloh_III,32191,SHILOH3,Shiloh III Wind Project LLC-1|RPSP1010,#TRUE#,#2011-12-22#,#2050-12-31#,Existing,CIPB,CA_CISO,CA
Shiloh_IV,32194,SHILOH4,Shiloh IV Wind Project LLC-1,#TRUE#,#2012-12-08#,#2052-09-29#,Existing,CIPB,CA_CISO,CA
Bowman_GEN1,32406,BOWMN PH,Bowman-GEN1,#TRUE#,#1986-08-18#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Colgate_1,32450,COLGATE1,Colgate-1,#TRUE#,#1969-01-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Feather_River,32451,FREC,Feather River Energy Center-CTG1,#TRUE#,#2002-12-23#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Colgate_2,32452,COLGATE2,Colgate-2,#TRUE#,#1969-01-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Drum_2_5,32454,DRUM 5,Drum 2-5,#TRUE#,#1965-01-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
MIddleFork1,32456,MIDLFORK,MIDDLE FORK-RALSTON PROJECT (AGGREGATE)-1,#TRUE#,#1966-01-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
MIddleFork2,32456,MIDLFORK,MIDDLE FORK-RALSTON PROJECT (AGGREGATE)-1,#TRUE#,#1966-01-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Ralston,32458,RALSTON,MIDDLE FORK-RALSTON PROJECT (AGGREGATE)-1,#TRUE#,#1966-01-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Newcastle_1,32460,NEWCSTLE,Newcastle-1,#TRUE#,#1986-01-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Chicago_Park_2P,32462,CHI.PARK,Chicago Park-2P,#TRUE#,#1965-01-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Dutch_Flat_1,32464,DTCHFLT1,Dutch Flat-1,#TRUE#,#1943-01-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Narrows1,32466,NARROWS1,Narrows-1,#TRUE#,#1942-01-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Narrows2,32468,NARROWS2,Narrows 2-1,#TRUE#,#1969-01-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Camp_Far_West_1,32470,CMP.FARW,Camp Far West-1,#TRUE#,#1985-01-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Spaulding1-1,32472,SPAULDG,Spaulding 1-1,#TRUE#,#1928-05-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Spaulding_2_1,32472,SPAULDG,Spaulding 2-1,#TRUE#,#1928-07-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Spaulding_3_1,32472,SPAULDG,Spaulding 3-1,#TRUE#,#1928-01-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
DeerCreek(CA)_1,32474,DEER CRK,Deer Creek (CA)-1,#TRUE#,#1908-01-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Rollins,32476,ROLLINSF,Rollins-1P,#TRUE#,#1980-01-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Halsey_1,32478,HALSEY F,Halsey-1,#TRUE#,#1916-01-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Oxbow_(CA)_1,32484,OXBOW  F,Oxbow (CA)-1,#TRUE#,#1966-01-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Hell_Hole,32486,HELLHOLE,Hell Hole (Placer County Water Agency)-1,#TRUE#,#1966-01-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Haypress_LGEN,32488,HAYPRES+,Haypress-LGEN,#TRUE#,#1989-04-11#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Haypress_UGEN,32488,HAYPRES+,Haypress-UGEN,#TRUE#,#1989-04-11#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
GreenleafCC-Total,32490,GRNLF1CT,GreenleafCC (Total CC Plant),#TRUE#,#1989-01-11#,#2019-12-31#,Existing,CIPV,CA_CISO,CA
Greenleaf2,32492,GRNLEAF2,Greenleaf 2 Power Plant-GEN1,#TRUE#,#1989-10-12#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Yuba_City_Cogen,32494,YUBA CTY,Yuba City Cogen Partners-GEN1,#TRUE#,#1990-12-27#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Yuba_City_EC,32496,YCEC,Yuba City Energy Center-CTG1,#TRUE#,#2002-07-26#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Lincoln4,32498,SPILINCF,Sierra Pacific Lincoln Facility-GEN4,#TRUE#,#1986-06-03#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
RioBravoRocklin,32500,ULTR RCK,Rio Bravo Rocklin-GEN1,#TRUE#,#1989-06-09#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Dutch_Flat_2_3P,32502,DTCHFLT2,Dutch Flat 2-3P,#TRUE#,#1965-01-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Drum1-1,32504,DRUM 1-2,Drum 1-1,#TRUE#,#1913-11-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Drum1-2,32504,DRUM 1-2,Drum 1-2,#TRUE#,#1913-11-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Drum1-3,32506,DRUM 3-4,Drum 1-3,#TRUE#,#1922-04-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Drum1-4,32506,DRUM 3-4,Drum 1-4,#TRUE#,#1928-06-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
French_Meadows,32508,FRNCH MD,French Meadows-1,#TRUE#,#1966-01-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Chili_Bar_1,32510,CHILIBAR,Chili Bar-1,#TRUE#,#1965-01-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Wise1,32512,WISE,Wise-1,#TRUE#,#1917-01-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
El_Dorado_1,32513,ELDRADO1,El Dorado-1,#TRUE#,#2005-05-21#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
El_Dorado_2,32514,ELDRADO2,El Dorado-2,#TRUE#,#2005-05-21#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Monticello_1,32700,MONTICLO,Monticello-1,#TRUE#,#1974-01-01#,#2050-12-31#,Existing,CIPB,CA_CISO,CA
Monticello_2,32700,MONTICLO,Monticello-2,#TRUE#,#1974-01-01#,#2050-12-31#,Existing,CIPB,CA_CISO,CA
Monticello_3,32700,MONTICLO,Monticello-3,#TRUE#,#1974-01-01#,#2050-12-31#,Existing,CIPB,CA_CISO,CA
PE-BerkeleyCC-Total,32741,HILLSIDE_12,PE-BerkeleyCC (Total CC Plant),#TRUE#,#1987-05-19#,#2050-12-31#,Existing,CIPB,CA_CISO,CA
PGnE new solar_ADS30_3,32741,HILLSIDE_12,NA,#TRUE#,#2014-12-13#,#2050-12-31#,Existing,CIPB,CA_CISO,CA
DG-BTM-CIPB-CA,32762,STD. OIL,DG-BTM-CIPB-CA,#TRUE#,#2023-04-15#,#2050-04-15#,Future-Conceptual,CIPB,CA_CISO,CA
BS_32786_1,32786,OAK C115,Generic BS_32786_1,#TRUE#,#2020-08-01#,#2050-12-31#,Existing,CIPB,CA_CISO,CA
BS_32788_F,32788,STATIN L,Generic BS_32788_F,#TRUE#,#2020-08-01#,#2050-12-31#,Existing,CIPB,CA_CISO,CA
Crockett_Cogen,32900,CRCKTCOG,Crockett Cogen Project-GE1,#TRUE#,#1995-12-20#,#2050-12-31#,Existing,CIPB,CA_CISO,CA
Oakland_Pwr1,32901,OAKLND 1,Dynegy Oakland Power Plant-GEN1,#TRUE#,#1978-01-01#,#2020-12-31#,Existing,CIPB,CA_CISO,CA
Oakland_Pwr2,32902,OAKLND 2,Dynegy Oakland Power Plant-GEN2,#TRUE#,#1978-01-01#,#2020-12-31#,Existing,CIPB,CA_CISO,CA
Oakland_Pwr3,32903,OAKLND 3,Dynegy Oakland Power Plant-GEN3,#TRUE#,#1978-01-01#,#2020-12-31#,Existing,CIPB,CA_CISO,CA
BS_32908,32908,OAK C12,BS_32908,#TRUE#,#2012-08-01#,#2050-12-31#,Existing,CIPB,CA_CISO,CA
Phillips_RodeoC,32910,UNOCAL,Phillips 66 Rodeo Refinery (Tosco)-GENC,#TRUE#,#1987-05-21#,#2050-12-31#,Existing,CIPB,CA_CISO,CA
Phillips_RodeoB,32910,UNOCAL,Phillips 66 Rodeo Refinery (Tosco)-GENB,#TRUE#,#1987-05-21#,#2050-12-31#,Existing,CIPB,CA_CISO,CA
Phillips_RodeoA,32910,UNOCAL,Phillips 66 Rodeo Refinery (Tosco)-GENA,#TRUE#,#1987-05-21#,#2050-12-31#,Existing,CIPB,CA_CISO,CA
Phillips_Carbon,32920,UNION CH,Phillips 66 Carbon Plant-GEN1,#TRUE#,#1983-01-01#,#2050-12-31#,Existing,CIPB,CA_CISO,CA
RichmondCgn1,32921,ChevGen1,Richmond Cogen-GEN1,#TRUE#,#1992-08-31#,#2050-12-31#,Existing,CIPB,CA_CISO,CA
RichmondCgn2,32922,ChevGen2,Richmond Cogen-GEN2,#TRUE#,#1992-08-31#,#2050-12-31#,Existing,CIPB,CA_CISO,CA
ChevGen3_32923_3-retired,32923,ChevGen3,NA,#TRUE#,#1960-12-01#,#2010-12-31#,Existing,CIPB,CA_CISO,CA
MartinezCC-Total,32991,MARTNZ E,MartinezCC (Total CC Plant)|SHELL1-3,#TRUE#,#1995-01-01#,#2050-12-31#,Existing,CIPB,CA_CISO,CA
Columbia Solar Energy II,33102,COLUMBIA,NA,#TRUE#,#2016-07-19#,#2050-04-15#,Future-Planned,CIPB,CA_CISO,CA
Delta EC CC1a,33108,DEC CTG1,DeltaEnergyCC (Total CC Plant),#TRUE#,#2002-06-17#,#2050-12-31#,Existing,CIPB,CA_CISO,CA
Delta EC CC1b,33109,DEC CTG2,DeltaEnergyCC (Total CC Plant),#TRUE#,#2002-06-17#,#2050-12-31#,Existing,CIPB,CA_CISO,CA
Delta EC CC1c,33110,DEC CTG3,DeltaEnergyCC (Total CC Plant),#TRUE#,#2002-06-17#,#2050-12-31#,Existing,CIPB,CA_CISO,CA
Los Medanos EC CC1b,33111,LMECCT2,LosMedanosCC (Total CC Plant),#TRUE#,#2001-06-09#,#2050-12-31#,Existing,CIPB,CA_CISO,CA
Los Medanos EC CC1a,33112,LMECCT1,LosMedanosCC (Total CC Plant),#TRUE#,#2001-06-09#,#2050-12-31#,Existing,CIPB,CA_CISO,CA
Gateway CC1a,33118,GATEWAY1,GatewayCC (Total CC Plant),#TRUE#,#2009-01-04#,#2050-12-31#,Existing,CIPB,CA_CISO,CA
Gateway CC1b,33119,GATEWAY2,GatewayCC (Total CC Plant),#TRUE#,#2009-01-04#,#2050-12-31#,Existing,CIPB,CA_CISO,CA
CCCSD_33136_1,33136,CCCSD,CCCSD,#TRUE#,#2001-06-13#,#2050-12-31#,Existing,CIPB,CA_CISO,CA
MartinezRegen,33139,STAUFER,Martinez Sulfuric Acid Regeneration Plt-GEN1,#TRUE#,#1977-06-01#,#2020-12-31#,Existing,CIPB,CA_CISO,CA
FosterWhlrCC-Total,33151,FOSTER W,FosterWheelerCC (Total CC Plant),#TRUE#,#1987-02-23#,#2050-12-31#,Existing,CIPB,CA_CISO,CA
Buena_Vista,33170,WINDMSTR,Buena Vista Energy LLC-1,#TRUE#,#1983-12-24#,#2050-12-31#,Existing,CIPB,CA_CISO,CA
Tres_Vaqueros1,33171,TRSVQ+NW,Tres Vaqueros Wind Farms LLC-1,#TRUE#,#1986-01-04#,#2050-12-31#,Existing,CIPB,CA_CISO,CA
Tres_Vaqueros2,33171,TRSVQ+NW,Tres Vaqueros Wind Farms LLC-2,#TRUE#,#1986-01-04#,#2050-12-31#,Existing,CIPB,CA_CISO,CA
Altamont1,33175,SANDHLWC1,Altamont Gas Recovery-GEN1,#TRUE#,#1990-04-13#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Riverview_EC,33178,RVEC_GEN,Riverview Energy Center-CTG1,#TRUE#,#2003-05-02#,#2050-12-31#,Existing,CIPB,CA_CISO,CA
MarshLanding1,33188,MARSHCT1,Marsh Landing Generating Station-CT1,#TRUE#,#2013-05-01#,#2050-12-31#,Existing,CIPB,CA_CISO,CA
MarshLanding2,33189,MARSHCT2,Marsh Landing Generating Station-CT2,#TRUE#,#2013-05-01#,#2050-12-31#,Existing,CIPB,CA_CISO,CA
MarshLanding3,33190,MARSHCT3,Marsh Landing Generating Station-CT3,#TRUE#,#2013-05-01#,#2050-12-31#,Existing,CIPB,CA_CISO,CA
MarshLanding4,33191,MARSHCT4,Marsh Landing Generating Station-CT4,#TRUE#,#2013-05-01#,#2050-12-31#,Existing,CIPB,CA_CISO,CA
SRI_Int_Cgn,33468,SRI INTL,SRI International Cogen Project-GEN1,#TRUE#,#1987-03-10#,#2050-12-31#,Existing,CIPB,CA_CISO,CA
Ox_Mountain7,33469,OX_MTN,Ox Mountain-7,#TRUE#,#2009-04-01#,#2030-04-15#,Existing,CIPB,CA_CISO,CA
Ox_Mountain6,33469,OX_MTN,AMERESCO Ox Mountain-6,#TRUE#,#2009-04-01#,#2050-12-31#,Existing,CIPB,CA_CISO,CA
Ox_Mountain5,33469,OX_MTN,AMERESCO Ox Mountain-5,#TRUE#,#2009-04-01#,#2050-12-31#,Existing,CIPB,CA_CISO,CA
Ox_Mountain4,33469,OX_MTN,AMERESCO Ox Mountain-4,#TRUE#,#2009-04-01#,#2050-12-31#,Existing,CIPB,CA_CISO,CA
Ox_Mountain3,33469,OX_MTN,AMERESCO Ox Mountain-3,#TRUE#,#2009-04-01#,#2050-12-31#,Existing,CIPB,CA_CISO,CA
Ox_Mountain2,33469,OX_MTN,AMERESCO Ox Mountain-2,#TRUE#,#2009-04-01#,#2050-12-31#,Existing,CIPB,CA_CISO,CA
Ox_Mountain1,33469,OX_MTN,AMERESCO Ox Mountain-1,#TRUE#,#2009-04-01#,#2050-12-31#,Existing,CIPB,CA_CISO,CA
Salt_Springs_2,33582,SLT SPRG,Salt Springs-2,#TRUE#,#1953-04-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
RegionalWWControl,33687,STKTN WW,RegionalWWControl,#TRUE#,#2000-08-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Salt_Springs_1,33800,SALT SPS,Salt Springs-1,#TRUE#,#1931-06-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Tracy CA CC1a,33805,GWFTRCY1,TracyCACC (Total CC Plant),#TRUE#,#2012-11-01#,#2052-12-09#,Existing,CIPV,CA_CISO,CA
Tracy CA CC1b,33807,GWFTRCY2,TracyCACC (Total CC Plant),#TRUE#,#2012-11-01#,#2052-12-09#,Existing,CIPV,CA_CISO,CA
Ripon_Mill_GEN1,33810,SP CMPNY,Ripon Mill-GEN1,#TRUE#,#1988-04-19#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Electra_3,33812,ELECTRA,Electra-3,#TRUE#,#1948-01-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Electra_2,33812,ELECTRA,Electra-2,#TRUE#,#1948-01-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Electra_1,33812,ELECTRA,Electra-1,#TRUE#,#1948-01-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Mariposa1,33813,MARIPCT1,Mariposa Energy Center_CAISO Queue#334_Mariposa Energy Project-CTG1,#TRUE#,#2012-10-01#,#2052-02-14#,Existing,CIPV,CA_CISO,CA
INGREDION_33814_RN,33814,INGREDION,INGREDION,#TRUE#,#1990-01-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Mariposa2,33815,MARIPCT2,Mariposa Energy Center_CAISO Queue#334_Mariposa Energy Project-CTG2,#TRUE#,#2012-10-01#,#2052-02-14#,Existing,CIPV,CA_CISO,CA
BuenaVistaBioRepwr,33816,BUENAVISTA,Buena Vista Biomass Power_BVBP REPOWERING PROJECT_Queue Position #: 481-1_Wheelabrator Martell-GEN1,#TRUE#,#2013-06-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Mariposa3,33817,MARIPCT3,Mariposa Energy Center_CAISO Queue#334_Mariposa Energy Project-CTG3,#TRUE#,#2012-10-01#,#2052-02-14#,Existing,CIPV,CA_CISO,CA
PortofStocktonEF,33818,STCKNBIOMASS,Port of Stockton Energy Facility-STG,#TRUE#,#1987-12-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Mariposa4,33819,MARIPCT4,Mariposa Energy Center_CAISO Queue#334_Mariposa Energy Project-CTG4,#TRUE#,#2012-10-01#,#2052-02-14#,Existing,CIPV,CA_CISO,CA
WestPoint_1,33820,WEST PNT,West Point-1,#TRUE#,#1948-01-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
PAC_ETH_33821_RN,33821,PAC_ETH,PAC_ETH,#TRUE#,#1990-01-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Tiger_Creek_H2,33822,TIGR CRK,Tiger Creek-H2,#TRUE#,#1931-01-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Tiger_Creek_H1,33822,TIGR CRK,Tiger Creek-H1,#TRUE#,#1931-01-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
GEN.MILL_33830_1,33830,GEN.MILL,GEN.MILL,#TRUE#,#2001-06-13#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
COG.CAPT_33832_1,33832,ALTMNTLNDFL,COG.CAPT,#TRUE#,#2001-06-13#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
KALINA_33834_1,33834,KALINA,KALINA,#TRUE#,#2001-06-13#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Diablo_Wind 5_1,33840,FLOWD3-6,Diablo Wind LLC-VEST,#TRUE#,#2005-05-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Diablo_Wind 5_2,33840,FLOWD3-6,Diablo Wind LLC-VEST,#TRUE#,#2005-05-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Diablo_Wind 5_3,33840,FLOWD3-6,Diablo Wind LLC-VEST,#TRUE#,#2005-05-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Diablo_Wind 5_4,33840,FLOWD3-6,Diablo Wind LLC-VEST,#TRUE#,#2005-05-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Diablo_Wind 5_5,33840,FLOWD3-6,Diablo Wind LLC-VEST,#TRUE#,#2005-05-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Pardee_1,33846,PRDE 1-3,Pardee-1,#TRUE#,#1930-07-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Pardee_3,33846,PRDE 1-3,Pardee-3,#TRUE#,#1983-06-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Pardee_2,33848,PARDE 2,Pardee-2,#TRUE#,#1930-07-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Camanche_1,33850,CAMANCHE,Camanche-1,#TRUE#,#1983-01-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Camanche_2,33850,CAMANCHE,Camanche-2,#TRUE#,#1983-01-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Camanche_3,33850,CAMANCHE,Camanche-3,#TRUE#,#1983-01-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
RPS-N-139_33868_2,33868,Q709RPWRP2,RPS-N-139,#TRUE#,#2014-12-13#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
RPS-N-026_33873_1,33873,Q709RPWRP1,RPS-N-026,#TRUE#,#2014-12-13#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
PacificUltrapwr,34050,CH.STN.,Pacific-Ultrapower Chinese Station-GEN1,#TRUE#,#1986-06-04#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Crow Creek Solar 1,34051,FRONTIERPV,NA,#TRUE#,#2015-02-01#,#2050-12-31#,Future-Planned,CIPV,CA_CISO,CA
RPS-N-079_34053_1,34053,Q539,RPS-N-079,#TRUE#,#2014-12-13#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
SPISONORA_34055_1,34055,SPISONORA,SPISONORA,#TRUE#,#2008-08-24#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
StanislausEnrgy,34056,STNSLSRP,Covanta Stanislaus Energy-GEN1,#TRUE#,#1988-09-06#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Donnells,34058,DONNELLS,Donnells-H1,#TRUE#,#1957-01-01#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
Sand_Bar,34060,SANDBAR,Sand Bar Power Plant-GEN1,#TRUE#,#1986-05-19#,#2050-12-31#,Existing,CIPV,CA_CISO,CA
