Name,Bus ID,Bus Name,Long Name,ServiceStatus,Commission Date,Retirement Date,DevStatus,Area Name,Region Name,State
San Juan 4,10321,SJUAN_G4,San Juan 4,#TRUE#,#1982-04-01#,#2050-12-31#,Existing,PNM,SW_PNM,NM
Santa Fe Solar,10330,STATEPEN,Santa Fe Solar Energy Center 1,#TRUE#,#2015-12-14#,#2050-12-31#,Existing,PNM,SW_PNM,NM
Rio Del Oro Energy Center,10344,TOME,Rio Del Oro Energy Center,#TRUE#,#2019-05-31#,#2050-12-31#,Existing,PNM,SW_PNM,NM
Generic Solar PV 1,10390,RIOPUERC,Generic Solar PV 1,#TRUE#,#2019-12-01#,#2050-12-31#,Under Construction,PNM,SW_PNM,NM
Luna CC1a,10394,LEF_G1,LunaCC (Total CC Plant),#TRUE#,#2006-05-01#,#2050-12-31#,Existing,PNM,SW_PNM,NM
Luna CC1b,10395,LEF_G2,LunaCC (Total CC Plant),#TRUE#,#2006-05-01#,#2050-12-31#,Existing,PNM,SW_PNM,NM
LOS_MOR1,10417,LOS_MOR1,FACEBOOK SOLAR CENTER 1,#TRUE#,#2018-01-01#,#2050-12-31#,Existing,PNM,SW_PNM,NM
Santolina Solar,10446,LOSTHRZN,Santolina Solar,#TRUE#,#2015-12-03#,#2050-12-31#,Existing,PNM,SW_PNM,NM
LOSTHRZN2,10446,LOSTHRZN,FACEBOOK SOLAR CENTER 2,#TRUE#,#2018-03-01#,#2050-12-31#,Existing,PNM,SW_PNM,NM
LOSTHRZN3,10446,LOSTHRZN,FACEBOOK SOLAR CENTER 3,#TRUE#,#2018-05-01#,#2050-12-31#,Existing,PNM,SW_PNM,NM
Rio Rancho Solar Energy Center,10466,SCENICNM,Rio Rancho Solar Energy Center,#TRUE#,#2019-12-03#,#2050-12-31#,Existing,PNM,SW_PNM,NM
Sandoval County PV,10471,PRGRSS,PNM Sandoval County Solar Energy Center SSEC1,#TRUE#,#2014-12-30#,#2050-12-31#,Existing,PNM,SW_PNM,NM
Afton CC,10486,AFTONG,AftonCC (Total CC Plant),#TRUE#,#2007-10-01#,#2050-12-01#,Existing,PNM,SW_PNM,NM
Lordsburg 1,10491,LRDSBGG1,Lordsburg Generating Station GT1,#TRUE#,#2002-07-01#,#2050-12-31#,Existing,PNM,SW_PNM,NM
Lordsburg 2,10492,LRDSBGG2,Lordsburg Generating Station GT2,#TRUE#,#2002-07-01#,#2050-12-31#,Existing,PNM,SW_PNM,NM
Los Lunas Solar,10493,LOS_MOR2,Los Lunas Solar Energy Center LLSEC and LMS2,#TRUE#,#2013-10-31#,#2050-12-31#,Existing,PNM,SW_PNM,NM
Albuquerque PV,10554,HAWKINS2,Albuquerque Solar Energy Center (Reeves) ASEC1,#TRUE#,#2011-04-08#,#2050-12-31#,Existing,PNM,SW_PNM,NM
Route 66 Solar PV 1,10715,RT66_G1,Route 66 Solar PV 1,#TRUE#,#2021-12-01#,#2050-12-31#,Under Construction,PNM,SW_PNM,NM
Route 66 Solar PV 2,10716,RT66_G2,Route 66 Solar PV 2,#TRUE#,#2021-12-01#,#2050-12-31#,Under Construction,PNM,SW_PNM,NM
Encino Solar,10724,ENCINO_SOLG,Encino Solar,#TRUE#,#2020-07-01#,#2050-12-31#,Under Construction,PNM,SW_PNM,NM
Britton Solar PV,10734,BRITTON_SOLG,NA,#TRUE#,#2020-01-01#,#2050-12-31#,Under Construction,PNM,SW_PNM,NM
Jicarilla Solar-1,10842,JICARILLA,Jicarilla Solar-1,#TRUE#,#2021-11-01#,#2046-11-01#,Under Construction,PNM,SW_PNM,NM
Jicarilla Solar-2,10842,JICARILLA,Jicarilla Solar-2,#TRUE#,#2021-03-01#,#2046-03-01#,Under Construction,PNM,SW_PNM,NM
Jicarilla Storage-1,10842,JICARILLA,Jicarilla Storage-1_Tier3,#TRUE#,#2021-11-01#,#2050-12-31#,Future-Conceptual,PNM,SW_PNM,NM
La Joya 2,10870,CLNCRN_1,La Joya Wind,#TRUE#,#2020-12-31#,#2050-12-31#,Future-Planned,PNM,SW_PNM,NM
La Joya 4,10871,LAJOYA,La Joya Wind,#TRUE#,#2020-12-31#,#2050-12-31#,Future-Planned,PNM,SW_PNM,NM
La Joya 3,10876,LAJOYAG3,La Joya Wind,#TRUE#,#2020-12-31#,#2050-12-31#,Future-Planned,PNM,SW_PNM,NM
La Joya 1,10882,LAJOYAG1,La Joya Wind,#TRUE#,#2020-12-31#,#2050-12-31#,Future-Planned,PNM,SW_PNM,NM
Pattern Wind 4,10884,WSPIRIT4,Pattern Wind,#TRUE#,#2021-06-01#,#2050-12-31#,Under Construction,PNM,SW_PNM,NM
Pattern Wind 1,10889,WSPIRIT1,Pattern Wind,#TRUE#,#2021-06-01#,#2050-12-31#,Under Construction,PNM,SW_PNM,NM
Pattern Wind 2,10892,WSPIRIT2,Pattern Wind,#TRUE#,#2021-06-01#,#2050-12-31#,Under Construction,PNM,SW_PNM,NM
Pattern Wind 3,10895,WSPIRIT3,Pattern Wind,#TRUE#,#2021-06-01#,#2050-12-31#,Under Construction,PNM,SW_PNM,NM
Pattern Wind 5,10898,WSPIRIT5,Pattern Wind,#TRUE#,#2021-06-01#,#2050-12-31#,Under Construction,PNM,SW_PNM,NM
Valencia NM 1,10903,VEF,Valencia Energy Facility CTG1,#TRUE#,#2008-06-01#,#2050-12-31#,Existing,PNM,SW_PNM,NM
Red Mesa,10909,REDMESA4,Red Mesa Wind Farm EXIS,#TRUE#,#2010-12-15#,#2050-12-31#,Existing,PNM,SW_PNM,NM
High Lonesome Mesa Wind,10936,HLWR_6,NA,#TRUE#,#2009-06-01#,#2050-12-31#,Existing,PNM,SW_PNM,NM
High Lonesome Mesa,10937,HLWR_INT-BUS,High Lonesome Mesa Wind Farm 1,#TRUE#,#2009-06-01#,#2050-12-31#,Existing,PNM,SW_PNM,NM
Pattern Wind 6,10967,WSPIRIT6,Pattern Wind,#TRUE#,#2021-06-01#,#2050-12-31#,Under Construction,PNM,SW_PNM,NM
EL_CABO_1,10972,EL_CABO_1,EL_CABO_1,#TRUE#,#2017-06-01#,#2050-12-31#,Existing,PNM,SW_PNM,NM
EL_CABO_2,10975,EL_CABO_2,EL_CABO_2,#TRUE#,#2017-06-01#,#2050-12-31#,Existing,PNM,SW_PNM,NM
Casa Mesa Wind 1,10984,CASAMESA_G1,Casa Mesa Wind,#TRUE#,#2018-11-13#,#2050-12-31#,Existing,PNM,SW_PNM,NM
Casa Mesa Wind 2,10985,CASAMESA_G2,Casa Mesa Wind,#TRUE#,#2018-11-13#,#2050-12-31#,Existing,PNM,SW_PNM,NM
Casa Mesa Battery,10986,CASAMESA_G3,NA,#TRUE#,#2018-08-01#,#2050-12-31#,Existing,PNM,SW_PNM,NM
New Mexico Wind EC 2,10987,LONEMS_2,NA,#TRUE#,#2003-09-01#,#2050-12-31#,Existing,PNM,SW_PNM,NM
Aragonne Mesa,10995,ARAGONNE_LV,Aragonne Mesa 1,#TRUE#,#2006-12-01#,#2050-12-31#,Existing,PNM,SW_PNM,NM
New Mexico Wind EC,10997,LONEMS_1,New Mexico Wind Energy Center GE15,#TRUE#,#2003-09-01#,#2028-07-01#,Existing,PNM,SW_PNM,NM
Copper_1,11051,COPPER_G,Copper-1,#TRUE#,#1980-07-01#,#2030-12-31#,Existing,EPE,SW_EPE,TX
Holloman Solar Facility_LandR,11081,HOLLOMAN,Holloman Solar Facility_LandR,#TRUE#,#2018-10-18#,#2048-10-18#,Existing,EPE,SW_EPE,NM
DG-BTM-EPE,11089,LASCRUC1,Behind the meter DG EPE,#TRUE#,#2023-04-15#,#2050-04-15#,Future-Conceptual,EPE,SW_EPE,NM
PV RPS2_20,11110,NEWMAN,NA,#TRUE#,#2022-05-19#,#2047-05-31#,Future-Planned,EPE,SW_EPE,NM
BUENAVISTA1_100/50,11111,NEWMAN,NA,#TRUE#,#2022-05-31#,#2042-05-31#,Future-Planned,EPE,SW_EPE,NM
BUENAVISTA1_100/50_Battery,11111,NEWMAN,NA,#TRUE#,#2020-03-09#,#2050-12-31#,Existing,EPE,SW_EPE,NM
RioGrande8,11135,RIOGD_G8,Rio Grande-8,#TRUE#,#1972-07-01#,#2033-12-31#,Existing,EPE,SW_EPE,NM
PV RPS1_50,11140,SANTA_T,NA,#TRUE#,#2022-05-19#,#2042-05-31#,Future-Planned,EPE,SW_EPE,NM
RECIP50_1,11140,SANTA_T,NA,#TRUE#,#2028-05-31#,#2058-05-31#,Existing,EPE,SW_EPE,TX
CANUTILLO1_BAT,11177,NUWAY,NA,#TRUE#,#2023-04-09#,#2053-05-31#,Existing,EPE,SW_EPE,TX
Newman CC5a,11208,NEWMN5G1,Newman5CC (Total CC Plant),#TRUE#,#2009-05-01#,#2059-12-31#,Existing,EPE,SW_EPE,TX
Newman CC5b,11209,NEWMN5G2,Newman5CC (Total CC Plant),#TRUE#,#2009-05-01#,#2059-12-31#,Existing,EPE,SW_EPE,TX
RioGrande9,11226,RIOGD_G9,Rio Grande-9,#TRUE#,#2013-05-13#,#2053-12-31#,Existing,EPE,SW_EPE,NM
Montana_1_G1,11227,MPS1,Montana 1-G1,#TRUE#,#2015-03-19#,#2055-12-31#,Existing,EPE,SW_EPE,TX
Montana_2_G2,11228,MPS2,Montana 2-G2,#TRUE#,#2015-03-20#,#2055-12-31#,Existing,EPE,SW_EPE,TX
CC320,11229,NEWMN7G1,Newman6CC (Total CC Plant),#TRUE#,#2027-05-01#,#2063-12-31#,Existing,EPE,SW_EPE,TX
Montana_3_G3,11232,MPS3,Montana 3-G3,#TRUE#,#2016-05-03#,#2056-12-31#,Existing,EPE,SW_EPE,TX
Montana_4_G4,11233,MPS4,Montana 4-G4,#TRUE#,#2016-09-15#,#2056-12-31#,Existing,EPE,SW_EPE,TX
DR_EPE-2,11248,SOLAR_W1,EPE Demand Response (2of2),#TRUE#,#2023-04-15#,#2050-04-15#,Future-Conceptual,EPE,SW_EPE,NM
HECATE1_100,11248,SOLAR_W1,HECATE1_100-Santa Teresa PV,#TRUE#,#2022-05-01#,#2050-03-30#,Future-Planned,EPE,SW_EPE,NM
Newman CC6aGT,11268,NEWMN6G1,Newman6CC (Total CC Plant),#TRUE#,#2023-01-01#,#2063-12-31#,Existing,EPE,SW_EPE,TX
ST_DIST_PV,11271,ST_DIST_PV,NRG-1_Roadrunner Solar-1,#TRUE#,#2011-08-29#,#2031-08-31#,Existing,EPE,SW_EPE,NM
APT_DIST_PV,11272,APT_DIST_PV,SunE EPE2 LLC-1,#TRUE#,#2012-05-02#,#2032-03-31#,Existing,EPE,SW_EPE,NM
CHAP_DIST_PV,11273,CHAP_DIST_PV,SunE EPE1 LLC-1,#TRUE#,#2012-06-25#,#2032-04-30#,Existing,EPE,SW_EPE,NM
Hatch_Solar_EC,11274,HAT_DIST_PV,"Hatch Solar Energy Center I, LLC-1",#TRUE#,#2011-07-08#,#2036-07-08#,Existing,EPE,SW_EPE,NM
PV125_1,11285,SOLAR_E1,NEW_SOLAR_E1_11285_PV,#TRUE#,#2028-05-01#,#2050-03-30#,Future-Conceptual,EPE,SW_EPE,TX
MS_G1,11287,MS_G1,Macho Springs-PV1_16536,#TRUE#,#2014-05-23#,#2034-05-31#,Existing,EPE,SW_EPE,NM
MS_G2,11288,MS_G2,Macho Springs-PV2_16536,#TRUE#,#2014-05-23#,#2034-05-31#,Existing,EPE,SW_EPE,TX
PAT_DIST_PV,11290,PAT_DIST_PV,Juwi Solar Inc. PVTX (JSI PV),#TRUE#,#2014-12-30#,#2044-12-31#,Existing,EPE,SW_EPE,TX
PNM_Taos_PV1_Agg,12011,BLACKLAK,"Blue Sky, Picuris, Kit Carson Solar",#TRUE#,#2018-03-01#,#2050-12-31#,Existing,PNM,SW_PNM,NM
PNM_multiCounty_PV2_Agg,12011,BLACKLAK,"Tier 2, 3 in Taos,Colfax,RioAriba Counties",#TRUE#,#2021-10-01#,#2050-12-31#,Future-Conceptual,PNM,SW_PNM,NM
Bluewater Solar 1-2,12012,BLUEWATR,Bluewater Solar,#TRUE#,#2019-12-30#,#2050-12-31#,Existing,PNM,SW_PNM,NM
Allison Rd. Solar Park 1,12030,GALLUPPG,Allison Rd. Solar Park,#TRUE#,#2018-02-01#,#2050-12-31#,Existing,PNM,SW_PNM,NM
Allison Rd. Solar Park 2,12030,GALLUPPG,Allison Rd. Solar Park,#TRUE#,#2019-03-05#,#2050-12-31#,Existing,PNM,SW_PNM,NM
Grants Solar 1-2,12033,GRANTS,Grants Solar 1-2,#TRUE#,#2021-10-01#,#2050-12-31#,Under Construction,PNM,SW_PNM,NM
T-OR-C Solar,12041,HOT_SPRG,T-OR-C Solar,#TRUE#,#2015-04-15#,#2050-12-31#,Existing,PNM,SW_PNM,NM
Columbus Solar,12054,PDPLAYAS,Columbus Solar,#TRUE#,#2017-10-06#,#2050-12-31#,Existing,PNM,SW_PNM,NM
Escalante Solar,12057,PEGS,Escalante Solar,#TRUE#,#2021-12-31#,#2050-12-31#,Under Construction,PNM,SW_PNM,NM
Escalante 1,12058,PEGS1,Escalante-1|Plains Escalante,#TRUE#,#1984-12-01#,#2050-12-31#,Existing,PNM,SW_PNM,NM
Bravo Dome 1,12063,ROSEBUD,BravoDomeCompressor-1|ROSEBUD-s1,#TRUE#,#1986-04-15#,#2050-04-15#,Existing,PNM,SW_PNM,NM
Bravo Dome 2,12063,ROSEBUD,BravoDomeCompressor-2|ROSEBUD-s2,#TRUE#,#1986-04-15#,#2050-04-15#,Existing,PNM,SW_PNM,NM
Springer Solar,12077,SPRINGER,Springer Solar,#TRUE#,#2015-04-28#,#2050-12-31#,Existing,PNM,SW_PNM,NM
Storrie Solar,12079,STORRIE,Storrie Solar,#TRUE#,#2014-10-01#,#2050-12-31#,Existing,PNM,SW_PNM,NM
PNM_Taos_PV3_Agg,12081,TAOS,PNM Taos County 5 unit aggregate,#TRUE#,#2019-12-20#,#2050-12-31#,Existing,PNM,SW_PNM,NM
Taos Mesa Solar,12081,TAOS,Taos Mesa Solar,#TRUE#,#2021-10-01#,#2050-12-31#,Under Construction,PNM,SW_PNM,NM
Taos Mesa Storage,12081,TAOS,Taos Mesa Storage,#TRUE#,#2021-10-01#,#2050-12-31#,Under Construction,PNM,SW_PNM,NM
PNM_multiCounty_PV4-Agg,12081,TAOS,PNM MultiCounty 6 unit aggregate T1-T3,#TRUE#,#2020-01-02#,#2050-12-31#,Future-Planned,PNM,SW_PNM,NM
Pyramid 1,12094,PYRMDG1,Pyramid Station 1,#TRUE#,#2003-06-01#,#2050-12-31#,Existing,PNM,SW_PNM,NM
Pyramid 2,12094,PYRMDG1,Pyramid Station 2,#TRUE#,#2003-06-01#,#2050-12-31#,Existing,PNM,SW_PNM,NM
Pyramid 3,12095,PYRMDG2,Pyramid Station 3,#TRUE#,#2003-06-01#,#2050-12-31#,Existing,PNM,SW_PNM,NM
Pyramid 4,12095,PYRMDG2,Pyramid Station 4,#TRUE#,#2003-06-01#,#2050-12-31#,Existing,PNM,SW_PNM,NM
Estancia Solar Project,12103,ESTANCIA,Estancia Solar Project,#TRUE#,#2018-08-01#,#2050-12-31#,Existing,PNM,SW_PNM,NM
Bravo Dome West 1,12116,HESSBDW,Bravo Dome West Compressor-1|HESSBDW-S1,#TRUE#,#2020-04-15#,#2050-04-15#,Existing,PNM,SW_PNM,NM
Bravo Dome West 2,12116,HESSBDW,Bravo Dome West Compressor-2|HESSBDW-S2,#TRUE#,#1986-04-15#,#2050-04-15#,Existing,PNM,SW_PNM,NM
Carrizozo Solar Project,12131,BLAZER_T,Carrizozo Solar Project,#TRUE#,#2018-02-26#,#2050-12-31#,Existing,PNM,SW_PNM,NM
Cimarron Solar,12154,CIM_GEN,Cimarron Solar|Southern Turner Cimarron I Solar CIM1,#TRUE#,#2014-10-01#,#2050-12-31#,Existing,PNM,SW_PNM,NM
Dale Burgett Geothermal,12174,LGHTNDCK,NGPP / Nightingale / Brady Geothermal,#TRUE#,#2013-12-07#,#2050-12-31#,Existing,PNM,SW_PNM,NV
Alta Luna Solar,12199,ALTA_GEN,Alta Luna Solar Project 1,#TRUE#,#2016-12-01#,#2050-12-31#,Under Construction,PNM,SW_PNM,NM
Alamogordo PV,13023,ALAMO_S,Alamogordo Solar PV Plant AGSEC,#TRUE#,#2011-10-14#,#2050-12-31#,Existing,PNM,SW_PNM,NM
Otero County,13025,ALAMO_N,PNM Otero County Solar (Tularosa Solar Energy Center) OTE1,#TRUE#,#2009-10-03#,#2050-12-31#,Under Construction,PNM,SW_PNM,NM
Abiquiu 1-3,13300,ABIQUI12,Abiquiu Dam Units 1-3,#TRUE#,#1989-12-01#,#2050-12-31#,Existing,PNM,SW_PNM,NM
El Vado Dam,13303,EL_VADO1,El Vado Dam 1,#TRUE#,#1987-12-01#,#2050-12-31#,Existing,PNM,SW_PNM,NM
LANL PV,13310,TA-3-AL,LANL PV,#TRUE#,#2022-06-01#,#2050-12-31#,Under Construction,PNM,SW_PNM,NM
LANL TA 3 1,13311,TA-3-BL,LANL TA-3-1,#TRUE#,#1945-12-01#,#2030-04-15#,Existing,PNM,SW_PNM,NM
LANL TA 3 GT1,13311,TA-3-BL,LANL TA-3-GT1,#TRUE#,#2009-09-01#,#2050-12-31#,Existing,PNM,SW_PNM,NM
DCI_Artesia,13400,ARTESIA,Artesia DC Intertie (Fictional Resource),#TRUE#,#1986-04-15#,#2050-12-31#,Existing,EPE,SW_EPE,NM
Elephant Butte 1,13501,ELBUT_US,Elephant Butte 1,#TRUE#,#1940-12-01#,#2012-09-30#,Existing,PNM,SW_PNM,NM
Elephant Butte 2,13501,ELBUT_US,Elephant Butte 2,#TRUE#,#1940-12-01#,#2012-09-30#,Existing,PNM,SW_PNM,NM
Elephant Butte 3,13501,ELBUT_US,Elephant Butte 3,#TRUE#,#1940-12-01#,#2012-09-30#,Existing,PNM,SW_PNM,NM
Broadview Wind 1,13610,BEKW_TURB,NA,#TRUE#,#2017-03-01#,#2050-12-31#,Existing,PNM,SW_PNM,NM
Broadview Wind 2,13611,BEJN1_TURB,NA,#TRUE#,#2017-03-01#,#2050-12-31#,Existing,PNM,SW_PNM,NM
Broadview Wind 3,13612,BEJN2_TURB,NA,#TRUE#,#2017-03-01#,#2050-12-31#,Existing,PNM,SW_PNM,NM
Grady Wind 1,13618,GRADYNM1,NA,#TRUE#,#2019-12-01#,#2050-12-31#,Existing,PNM,SW_PNM,NM
Grady Wind 2,13619,GRADYNM2,NA,#TRUE#,#2019-12-01#,#2050-12-31#,Existing,PNM,SW_PNM,NM
SolarAg1_AZPS_PinalCo,14225,SAGUARO,NA,#TRUE#,#2005-12-01#,#2050-12-31#,Existing,AZPS,SW_AZPS,AZ
SolarAg1_AZPS_MaricopaCo,14232,WHTNKAPS,NA,#TRUE#,#2011-12-01#,#2050-12-31#,Existing,AZPS,SW_AZPS,AZ
Bagdad,14351,BAGDAD,NA,#TRUE#,#2011-12-30#,#2050-12-31#,Existing,AZPS,SW_AZPS,AZ
Dry Lake Wind 1-1,14812,RC-W1,Dry Lake Wind LLC (RC-W)-1,#TRUE#,#2010-12-01#,#2050-12-31#,Existing,AZPS,SW_AZPS,AZ
Dry Lake Wind 1-2,14813,RC-W2,Dry Lake Wind LLC (RC-W)-2,#TRUE#,#2009-09-04#,#2050-12-31#,Existing,AZPS,SW_AZPS,AZ
Dry Lake Wind 1-3,14814,RC-W3,Dry Lake Wind LLC (RC-W)-3,#TRUE#,#2009-09-04#,#2050-12-31#,Existing,AZPS,SW_AZPS,AZ
Dry Lake Wind 2-1,14816,RC-E1,Dry Lake Wind II LLC (RC-E)-1,#TRUE#,#2010-12-01#,#2050-12-31#,Existing,AZPS,SW_AZPS,AZ
Dry Lake Wind 2-2,14817,RC-E2,Dry Lake Wind II LLC (RC-E)-2,#TRUE#,#2010-12-01#,#2050-12-31#,Existing,AZPS,SW_AZPS,AZ
Dry Lake Wind 2-3,14818,RC-E3,Dry Lake Wind II LLC (RC-E)-3,#TRUE#,#2016-06-01#,#2050-12-31#,Existing,AZPS,SW_AZPS,AZ
AguaCalienteSolar,14821,AGUA_GN1,Agua Caliente Solar Project-AGU1_RpsCA-0061_[CPUC-ID:PG5103][Zone:AZ],#TRUE#,#2012-05-01#,#2050-12-31#,Existing,AZPS,SW_AZPS,AZ
Perrin Ranch CedarMt,14823,CEDARMT,Perrin Ranch Wind Energy Center GEN1|Cedar Mountain Wind 1,#TRUE#,#2012-01-01#,#2050-12-31#,Existing,AZPS,SW_AZPS,AZ
NEW_DEL-FUT1_14881_G1,14881,DEL-FUT1,DEL-FUT1,#TRUE#,#2020-01-01#,#2050-12-31#,Future-Conceptual,AZPS,SW_AZPS,AZ
NEW_DEL-FUT2_14882_G2,14882,DEL-FUT2,DEL-FUT2,#TRUE#,#2020-01-01#,#2050-12-31#,Future-Conceptual,AZPS,SW_AZPS,AZ
NEW_DEL-FUT3_14883_G3,14883,DEL-FUT3,DEL-FUT3,#TRUE#,#2020-01-01#,#2050-12-31#,Future-Conceptual,AZPS,SW_AZPS,AZ
NEW_DEL-FUT4_14884_G4,14884,DEL-FUT4,DEL-FUT4,#TRUE#,#2020-01-01#,#2050-12-31#,Future-Conceptual,AZPS,SW_AZPS,AZ
NEW_DEL-FUT5_14885_G5,14885,DEL-FUT5,DEL-FUT5,#TRUE#,#2020-01-01#,#2050-12-31#,Future-Conceptual,AZPS,SW_AZPS,AZ
NEW_DEL-FUT6_14886_G6,14886,DEL-FUT6,DEL-FUT6,#TRUE#,#2020-01-01#,#2050-12-31#,Future-Conceptual,AZPS,SW_AZPS,AZ
Four Corners 4,14914,FCNGN4CC,Four Corners 4 (Total Cross Compound Plant),#TRUE#,#1969-07-01#,#2050-12-31#,Existing,AZPS,SW_AZPS,NM
Four Corners 5,14915,FCNGN5CC,Four Corners 5 (Total Cross Compound Plant),#TRUE#,#1970-07-01#,#2050-12-31#,Existing,AZPS,SW_AZPS,NM
Ocotillo GT1,14921,OCOTGT1,Ocotillo CT GT1,#TRUE#,#1972-05-01#,#2050-12-31#,Existing,AZPS,SW_AZPS,AZ
Ocotillo GT2,14922,OCOTGT2,Ocotillo CT GT2,#TRUE#,#1973-07-01#,#2050-12-31#,Existing,AZPS,SW_AZPS,AZ
Ocotillo GT3,14926,OCOGT7,Ocotillo Gas Project GT3,#TRUE#,#2019-01-01#,#2050-12-31#,Future-Planned,AZPS,SW_AZPS,AZ
Ocotillo GT4,14927,OCOGT6,Ocotillo Gas Project GT4,#TRUE#,#2019-01-01#,#2050-12-31#,Future-Planned,AZPS,SW_AZPS,AZ
Ocotillo GT5,14928,OCOGT5,Ocotillo Gas Project GT5,#TRUE#,#2019-01-01#,#2050-12-31#,Future-Planned,AZPS,SW_AZPS,AZ
Ocotillo GT6,14929,OCOGT4,Ocotillo Gas Project GT6,#TRUE#,#2019-01-01#,#2050-12-31#,Future-Planned,AZPS,SW_AZPS,AZ
Ocotillo GT7,14930,OCOGT3,Ocotillo Gas Project GT7,#TRUE#,#2019-01-01#,#2050-12-31#,Future-Planned,AZPS,SW_AZPS,AZ
Palo Verde 1,14931,PALOVRD1,Palo Verde 1,#TRUE#,#1986-01-01#,#2046-12-31#,Existing,TH_PV,SW_TH_PV,AZ
Palo Verde 2,14932,PALOVRD2,Palo Verde 2,#TRUE#,#1986-09-01#,#2047-12-31#,Existing,TH_PV,SW_TH_PV,AZ
Palo Verde 3,14933,PALOVRD3,Palo Verde 3,#TRUE#,#1988-01-01#,#2048-12-31#,Existing,TH_PV,SW_TH_PV,AZ
Saguaro AZ 1,14943,SAG. CT2,Saguaro CT GT1,#TRUE#,#1973-07-01#,#2050-12-31#,Existing,AZPS,SW_AZPS,AZ
Saguaro GE1,14944,SAG. CT1,Saguaro CT GE1,#TRUE#,#1972-05-01#,#2050-12-31#,Existing,AZPS,SW_AZPS,AZ
Saguaro AZ 2,14945,SAG. CT3,Saguaro CT GT2,#TRUE#,#2002-07-01#,#2050-12-31#,Existing,AZPS,SW_AZPS,AZ
Solana 1,14946,SOL GEN1,Solana Generating Station GEN1|Q044STG1,#TRUE#,#2013-07-23#,#2050-12-31#,Existing,AZPS,SW_AZPS,AZ
Solana 2,14947,SOL GEN2,Solana Generating Station GEN2|Q044STG2,#TRUE#,#2013-07-23#,#2050-12-31#,Existing,AZPS,SW_AZPS,AZ
West Phoenix 1B,14951,WPHX CC1,West Phoenix CC 1B,#TRUE#,#1976-06-01#,#2050-12-31#,Existing,AZPS,SW_AZPS,AZ
West Phoenix 2B,14952,WPHX CC2,West Phoenix CC 2B,#TRUE#,#1976-06-01#,#2050-12-31#,Existing,AZPS,SW_AZPS,AZ
West Phoenix 3B,14953,WPHX CC3,West Phoenix CC 3B,#TRUE#,#1976-06-01#,#2050-12-31#,Existing,AZPS,SW_AZPS,AZ
West Phoenix GT1,14954,WPHX GT1,West Phoenix 1 and 2 GT1,#TRUE#,#1972-05-01#,#2050-12-31#,Existing,AZPS,SW_AZPS,AZ
West Phoenix GT2,14957,WPHX GT2,West Phoenix 1 and 2 GT2,#TRUE#,#1973-07-01#,#2050-12-31#,Existing,AZPS,SW_AZPS,AZ
WestPhoenix CC4,14958,WPCC4CT1,WestPhoenixCC4 (Total CC Plant),#TRUE#,#2001-06-01#,#2050-12-31#,Existing,AZPS,SW_AZPS,AZ
Yucca GT1,14961,YUCCACT1,Yucca CT GT1,#TRUE#,#1971-07-01#,#2050-12-31#,Existing,AZPS,SW_AZPS,AZ
Yucca GT2,14962,YUCCACT2,Yucca CT GT2,#TRUE#,#1971-07-01#,#2050-12-31#,Existing,AZPS,SW_AZPS,AZ
Yucca GT3,14963,YUCCACT3,Yucca CT GT3,#TRUE#,#1973-06-01#,#2050-12-31#,Existing,AZPS,SW_AZPS,AZ
Yucca GT4,14964,YUCCACT4,Yucca CT GT4,#TRUE#,#1974-07-01#,#2050-12-31#,Existing,AZPS,SW_AZPS,AZ
West Phoenix CC5a,14966,WPCC5CT1,WestPhoenixCC5 (Total CC Plant),#TRUE#,#2003-08-01#,#2050-12-31#,Existing,AZPS,SW_AZPS,AZ
West Phoenix CC5b,14967,WPCC5CT2,WestPhoenixCC5 (Total CC Plant),#TRUE#,#2003-08-01#,#2050-12-31#,Existing,AZPS,SW_AZPS,AZ
Yucca GT5,14969,YUCCACT5,Yucca CT GT5,#TRUE#,#2008-06-01#,#2050-12-31#,Existing,AZPS,SW_AZPS,AZ
Yucca GT6,14970,YUCCACT6,Yucca CT GT6,#TRUE#,#2008-06-01#,#2050-12-31#,Existing,AZPS,SW_AZPS,AZ
Red Hawk CC1a,14974,RED-CT1,RedhawkCC1 (Total CC Plant),#TRUE#,#2002-07-01#,#2050-12-31#,Existing,TH_PV,SW_TH_PV,AZ
Red Hawk CC1b,14975,RED-CT2,RedhawkCC1 (Total CC Plant),#TRUE#,#2002-07-01#,#2050-12-31#,Existing,TH_PV,SW_TH_PV,AZ
Red Hawk CC2a,14976,RED-CT3,RedhawkCC2 (Total CC Plant),#TRUE#,#2002-07-01#,#2050-12-31#,Existing,TH_PV,SW_TH_PV,AZ
Red Hawk CC2b,14977,RED-CT4,RedhawkCC2 (Total CC Plant),#TRUE#,#2002-07-01#,#2050-12-31#,Existing,TH_PV,SW_TH_PV,AZ
Red Hawk CC3a,14978,RED-FUT5,RedhawkCC3 (Total CC Plant),#TRUE#,#2025-04-15#,#2050-12-31#,Existing,AZPS,SW_AZPS,AZ
Red Hawk CC3b,14979,RED-FUT6,RedhawkCC3 (Total CC Plant),#TRUE#,#2025-04-15#,#2050-12-31#,Existing,AZPS,SW_AZPS,AZ
Red Hawk CC4a,14980,RED-FUT7,RedhawkCC4 (Total CC Plant),#TRUE#,#2025-04-15#,#2050-12-31#,Existing,AZPS,SW_AZPS,AZ
