,eGRID2016 Generator file sequence number,Plant state abbreviation,Plant name,DOE/EIA ORIS plant or facility code,Generator ID,Number of associated boilers,Generator status,Generator prime mover type,Generator primary fuel,Generator nameplate capacity (MW),Generator capacity factor,Generator annual net generation (MWh),Generator ozone season net generation (MWh),Generation data source,Generator year on-line,Generator planned or actual retirement year,area,utility,latitude,longitude,state,NGCC,NGCT,Coal,Oil,Wind,SolarPV,SolarCSP,Hydro,Nuclear,Other
0,23377,UT,Bartholomew,3688,2,0,OP,HY,WAT,1,0.164,1438,663,Distributed from 923 Generation And Fuel,1988,,PACE,City of Springville - (UT),40.167136,-111.499461,Utah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,23379,UT,Beryl Solar Plant,58598,BSP1,0,OP,PV,SUN,3,0.226,5951,3523,Distributed from 923 Generation And Fuel,2015,,PACE,PacifiCorp,37.639167,-113.645833,Utah,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
2,23380,UT,Bloomington Power Plant,7767,1,0,OP,IC,DFO,1.7,0,3.667,1.667,Distributed from 923 Generation And Fuel,1999,,PACE,City of St George,37.041997,-113.626736,Utah,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0
3,23381,UT,Bloomington Power Plant,7767,2,0,OP,IC,DFO,1.7,0,3.667,1.667,Distributed from 923 Generation And Fuel,1999,,PACE,City of St George,37.041997,-113.626736,Utah,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0
4,23382,UT,Bloomington Power Plant,7767,3,0,OP,IC,DFO,1.7,0,3.667,1.667,Distributed from 923 Generation And Fuel,1999,,PACE,City of St George,37.041997,-113.626736,Utah,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0
5,23383,UT,Bloomington Power Plant,7767,4,0,OP,IC,DFO,1.7,0,3.667,1.667,Distributed from 923 Generation And Fuel,1999,,PACE,City of St George,37.041997,-113.626736,Utah,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0
6,23384,UT,Bloomington Power Plant,7767,5,0,OP,IC,DFO,1.7,0,3.667,1.667,Distributed from 923 Generation And Fuel,1999,,PACE,City of St George,37.041997,-113.626736,Utah,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0
7,23385,UT,Bloomington Power Plant,7767,6,0,OP,IC,DFO,1.7,0,3.667,1.667,Distributed from 923 Generation And Fuel,1999,,PACE,City of St George,37.041997,-113.626736,Utah,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0
8,23387,UT,Blue Mountain Biogas,58130,BMB N,0,OP,IC,OBG,1.6,0.073,1018,427.5,Distributed from 923 Generation And Fuel,2012,,PACE,PacifiCorp,38.173889,-113.297222,Utah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6
9,23388,UT,Blue Mountain Biogas,58130,BMB S,0,OP,IC,OBG,1.6,0.073,1018,427.5,Distributed from 923 Generation And Fuel,2012,,PACE,PacifiCorp,38.173889,-113.297222,Utah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6
10,23390,UT,Blundell,299,1,1,OP,ST,GEO,30.7,0.655,176057.647,71809.219,Distributed from 923 Generation And Fuel,1984,,PACE,PacifiCorp,38.4889,-112.8533,Utah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.7
11,23391,UT,Blundell,299,2,1,OP,ST,GEO,14.1,0.655,80860.353,32980.781,Distributed from 923 Generation And Fuel,2007,,PACE,PacifiCorp,38.4889,-112.8533,Utah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1
12,23393,UT,Bonanza,7790,1,1,OP,ST,BIT,499.5,0.7,3063497,1102836,EIA-923 Generator File,1986,,PACE,Deseret Generation & Tran Coop,40.0864,-109.2844,Utah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499.5
