EIA_ID,plant,state,bal_auth,week,mean,max,min
152,Davis,AZ,WALC,1,86.7939,254.8,54.0502
152,Davis,AZ,WALC,2,91.5661,254.8,57.022
152,Davis,AZ,WALC,3,91.6655,254.8,57.0839
152,Davis,AZ,WALC,4,92.958,254.8,57.8888
152,Davis,AZ,WALC,5,110.034,254.8,68.5228
152,Davis,AZ,WALC,6,125.6582,254.8,78.2526
152,Davis,AZ,WALC,7,127.1839,254.8,79.2027
152,Davis,AZ,WALC,8,125.1035,254.8,77.9072
152,Davis,AZ,WALC,9,142.9467,254.8,89.0189
152,Davis,AZ,WALC,10,156.8342,254.8,97.6672
152,Davis,AZ,WALC,11,137.0834,254.8,85.3676
152,Davis,AZ,WALC,12,134.5,254.8,83.7588
152,Davis,AZ,WALC,13,201.0687,254.8,125.2139
152,Davis,AZ,WALC,14,174.7346,254.8,108.8146
152,Davis,AZ,WALC,15,171.0764,254.8,106.5364
152,Davis,AZ,WALC,16,171.722,254.8,106.9384
152,Davis,AZ,WALC,17,171.9371,254.8,107.0725
152,Davis,AZ,WALC,18,161.9823,254.8,100.8732
152,Davis,AZ,WALC,19,163.4239,254.8,101.7709
152,Davis,AZ,WALC,20,163.8299,254.8,102.0237
152,Davis,AZ,WALC,21,158.1659,254.8,98.4965
152,Davis,AZ,WALC,22,141.8377,254.8,88.3283
152,Davis,AZ,WALC,23,146.8445,254.8,91.4462
152,Davis,AZ,WALC,24,177.1488,254.8,110.318
152,Davis,AZ,WALC,25,173.641,254.8,108.1335
152,Davis,AZ,WALC,26,169.5066,254.8,105.5588
152,Davis,AZ,WALC,27,142.1909,254.8,88.5482
152,Davis,AZ,WALC,28,145.833,254.8,90.8163
152,Davis,AZ,WALC,29,144.4672,254.8,89.9658
152,Davis,AZ,WALC,30,156.152,254.8,97.2424
152,Davis,AZ,WALC,31,149.1234,254.8,92.8654
152,Davis,AZ,WALC,32,123.2409,254.8,76.7473
152,Davis,AZ,WALC,33,122.7358,254.8,76.4327
152,Davis,AZ,WALC,34,131.7011,254.8,82.0158
152,Davis,AZ,WALC,35,136.0719,254.8,84.7377
152,Davis,AZ,WALC,36,129.7764,254.8,80.8172
152,Davis,AZ,WALC,37,127.5223,254.8,79.4134
152,Davis,AZ,WALC,38,127.2002,254.8,79.2129
152,Davis,AZ,WALC,39,127.0392,254.8,79.1126
152,Davis,AZ,WALC,40,115.093,254.8,71.6732
152,Davis,AZ,WALC,41,112.2085,254.8,69.8769
152,Davis,AZ,WALC,42,102.779,254.8,64.0048
152,Davis,AZ,WALC,43,101.9694,254.8,63.5006
152,Davis,AZ,WALC,44,100.352,254.8,62.4934
152,Davis,AZ,WALC,45,103.5494,254.8,64.4845
152,Davis,AZ,WALC,46,104.5894,254.8,65.1322
152,Davis,AZ,WALC,47,104.1574,254.8,64.8632
152,Davis,AZ,WALC,48,93.842,254.8,58.4393
152,Davis,AZ,WALC,49,82.7041,254.8,51.5033
152,Davis,AZ,WALC,50,82.5925,254.8,51.4338
152,Davis,AZ,WALC,51,82.5032,254.8,51.3782
152,Davis,AZ,WALC,52,82.2241,254.8,51.2044
153,Glen Canyon,AZ,WALC,1,321.3933,1312.0,200.1451
153,Glen Canyon,AZ,WALC,2,412.4086,1312.0,256.8241
153,Glen Canyon,AZ,WALC,3,498.5552,1312.0,310.4712
153,Glen Canyon,AZ,WALC,4,593.019,1312.0,369.2977
153,Glen Canyon,AZ,WALC,5,540.8447,1312.0,336.8066
153,Glen Canyon,AZ,WALC,6,462.653,1312.0,288.1134
153,Glen Canyon,AZ,WALC,7,347.114,1312.0,216.1624
153,Glen Canyon,AZ,WALC,8,426.3763,1312.0,265.5223
153,Glen Canyon,AZ,WALC,9,421.1293,1312.0,262.2548
153,Glen Canyon,AZ,WALC,10,351.6881,1312.0,219.0109
153,Glen Canyon,AZ,WALC,11,461.3944,1312.0,287.3296
153,Glen Canyon,AZ,WALC,12,397.6253,1312.0,247.6179
153,Glen Canyon,AZ,WALC,13,425.035,1312.0,264.6871
153,Glen Canyon,AZ,WALC,14,634.6537,1312.0,395.2254
153,Glen Canyon,AZ,WALC,15,334.7857,1312.0,208.485
153,Glen Canyon,AZ,WALC,16,254.687,1312.0,158.6042
153,Glen Canyon,AZ,WALC,17,221.7774,1312.0,138.11
153,Glen Canyon,AZ,WALC,18,652.1201,1312.0,406.1025
153,Glen Canyon,AZ,WALC,19,402.4399,1312.0,250.6162
153,Glen Canyon,AZ,WALC,20,323.4447,1312.0,201.4225
153,Glen Canyon,AZ,WALC,21,206.1791,1312.0,128.3963
153,Glen Canyon,AZ,WALC,22,291.1214,1312.0,181.2935
153,Glen Canyon,AZ,WALC,23,460.0798,1312.0,286.5109
153,Glen Canyon,AZ,WALC,24,448.556,1312.0,279.3346
153,Glen Canyon,AZ,WALC,25,484.1751,1312.0,301.5161
153,Glen Canyon,AZ,WALC,26,455.2759,1312.0,283.5193
153,Glen Canyon,AZ,WALC,27,63.0494,1312.0,39.2635
153,Glen Canyon,AZ,WALC,28,0.9254,1312.0,0.5763
153,Glen Canyon,AZ,WALC,29,60.5388,1312.0,37.7
153,Glen Canyon,AZ,WALC,30,944.5418,1312.0,588.2057
153,Glen Canyon,AZ,WALC,31,1312.0,1312.0,817.0372
153,Glen Canyon,AZ,WALC,32,18.906,1312.0,11.7736
