EIA_ID,plant,state,bal_auth,week,mean,max,min
152,Davis,AZ,WALC,1,108.5502,254.8,67.5987
152,Davis,AZ,WALC,2,110.8052,254.8,69.003
152,Davis,AZ,WALC,3,111.1127,254.8,69.1945
152,Davis,AZ,WALC,4,109.6777,254.8,68.3009
152,Davis,AZ,WALC,5,130.7694,254.8,81.4356
152,Davis,AZ,WALC,6,127.3469,254.8,79.3042
152,Davis,AZ,WALC,7,122.5848,254.8,76.3387
152,Davis,AZ,WALC,8,123.0456,254.8,76.6257
152,Davis,AZ,WALC,9,150.5798,254.8,93.7724
152,Davis,AZ,WALC,10,165.9554,254.8,103.3474
152,Davis,AZ,WALC,11,159.5049,254.8,99.3304
152,Davis,AZ,WALC,12,152.8588,254.8,95.1916
152,Davis,AZ,WALC,13,165.3786,254.8,102.9882
152,Davis,AZ,WALC,14,182.6214,254.8,113.726
152,Davis,AZ,WALC,15,180.0659,254.8,112.1346
152,Davis,AZ,WALC,16,180.5391,254.8,112.4293
152,Davis,AZ,WALC,17,181.4856,254.8,113.0187
152,Davis,AZ,WALC,18,144.5953,254.8,90.0455
152,Davis,AZ,WALC,19,143.6127,254.8,89.4336
152,Davis,AZ,WALC,20,143.6127,254.8,89.4336
152,Davis,AZ,WALC,21,141.6386,254.8,88.2043
152,Davis,AZ,WALC,22,138.51,254.8,86.2559
152,Davis,AZ,WALC,23,142.8221,254.8,88.9413
152,Davis,AZ,WALC,24,143.6904,254.8,89.482
152,Davis,AZ,WALC,25,148.755,254.8,92.6359
152,Davis,AZ,WALC,26,144.0963,254.8,89.7348
152,Davis,AZ,WALC,27,125.9599,254.8,78.4405
152,Davis,AZ,WALC,28,128.9052,254.8,80.2746
152,Davis,AZ,WALC,29,131.7523,254.8,82.0476
152,Davis,AZ,WALC,30,125.1745,254.8,77.9514
152,Davis,AZ,WALC,31,131.8208,254.8,82.0903
152,Davis,AZ,WALC,32,133.454,254.8,83.1074
152,Davis,AZ,WALC,33,129.0516,254.8,80.3658
152,Davis,AZ,WALC,34,123.3915,254.8,76.841
152,Davis,AZ,WALC,35,132.5239,254.8,82.5282
152,Davis,AZ,WALC,36,134.5495,254.8,83.7896
152,Davis,AZ,WALC,37,133.9587,254.8,83.4217
152,Davis,AZ,WALC,38,134.6971,254.8,83.8815
152,Davis,AZ,WALC,39,133.9587,254.8,83.4217
152,Davis,AZ,WALC,40,112.2955,254.8,69.9311
152,Davis,AZ,WALC,41,107.6679,254.8,67.0493
152,Davis,AZ,WALC,42,108.901,254.8,67.8172
152,Davis,AZ,WALC,43,109.8431,254.8,68.4039
152,Davis,AZ,WALC,44,106.9204,254.8,66.5838
152,Davis,AZ,WALC,45,103.1516,254.8,64.2368
152,Davis,AZ,WALC,46,103.0221,254.8,64.1562
152,Davis,AZ,WALC,47,110.1186,254.8,68.5755
152,Davis,AZ,WALC,48,97.4271,254.8,60.6719
152,Davis,AZ,WALC,49,89.3709,254.8,55.655
152,Davis,AZ,WALC,50,90.0512,254.8,56.0786
152,Davis,AZ,WALC,51,89.9661,254.8,56.0257
152,Davis,AZ,WALC,52,88.4355,254.8,55.0725
153,Glen Canyon,AZ,WALC,1,326.2213,1312.0,203.1516
153,Glen Canyon,AZ,WALC,2,608.0326,1312.0,378.6473
