AZPS,AVA,BANC,BPAT,CHPD,CISO,DOPD,EPE,GCPD,IID,IPCO,LDWP,NEVP,NWMT,PACE,PACW,PGE,PNM,PSCO,PSEI,SCL,SRP,TEPC,TIDC,TPWR,WACM,WALC,WAUW
2.6435,2.184613636363636,2.444,2.039114438502674,2.131818181818182,2.444,2.131818181818182,2.052371212121212,2.131818181818182,2.444,2.131818181818182,2.315,2.209863636363636,1.900058823529412,1.921857142857143,2.209863636363636,2.131818181818182,2.26,1.481,2.131818181818182,2.131818181818182,2.562666666666667,2.231,2.444,2.131818181818182,1.366619047619048,2.306393939393939,2.343
2.6435,2.184613636363636,2.444,2.039114438502674,2.131818181818182,2.444,2.131818181818182,2.052371212121212,2.131818181818182,2.444,2.131818181818182,2.315,2.209863636363636,1.900058823529412,1.921857142857143,2.209863636363636,2.131818181818182,2.26,1.481,2.131818181818182,2.131818181818182,2.562666666666667,2.231,2.444,2.131818181818182,1.366619047619048,2.306393939393939,2.343
2.6435,2.184613636363636,2.444,2.039114438502674,2.131818181818182,2.444,2.131818181818182,2.052371212121212,2.131818181818182,2.444,2.131818181818182,2.315,2.209863636363636,1.900058823529412,1.921857142857143,2.209863636363636,2.131818181818182,2.26,1.481,2.131818181818182,2.131818181818182,2.562666666666667,2.231,2.444,2.131818181818182,1.366619047619048,2.306393939393939,2.343
2.6435,2.184613636363636,2.444,2.039114438502674,2.131818181818182,2.444,2.131818181818182,2.052371212121212,2.131818181818182,2.444,2.131818181818182,2.315,2.209863636363636,1.900058823529412,1.921857142857143,2.209863636363636,2.131818181818182,2.26,1.481,2.131818181818182,2.131818181818182,2.562666666666667,2.231,2.444,2.131818181818182,1.366619047619048,2.306393939393939,2.343
2.6435,2.184613636363636,2.444,2.039114438502674,2.131818181818182,2.444,2.131818181818182,2.052371212121212,2.131818181818182,2.444,2.131818181818182,2.315,2.209863636363636,1.900058823529412,1.921857142857143,2.209863636363636,2.131818181818182,2.26,1.481,2.131818181818182,2.131818181818182,2.562666666666667,2.231,2.444,2.131818181818182,1.366619047619048,2.306393939393939,2.343
2.6435,2.184613636363636,2.444,2.039114438502674,2.131818181818182,2.444,2.131818181818182,2.052371212121212,2.131818181818182,2.444,2.131818181818182,2.315,2.209863636363636,1.900058823529412,1.921857142857143,2.209863636363636,2.131818181818182,2.26,1.481,2.131818181818182,2.131818181818182,2.562666666666667,2.231,2.444,2.131818181818182,1.366619047619048,2.306393939393939,2.343
2.6435,2.184613636363636,2.444,2.039114438502674,2.131818181818182,2.444,2.131818181818182,2.052371212121212,2.131818181818182,2.444,2.131818181818182,2.315,2.209863636363636,1.900058823529412,1.921857142857143,2.209863636363636,2.131818181818182,2.26,1.481,2.131818181818182,2.131818181818182,2.562666666666667,2.231,2.444,2.131818181818182,1.366619047619048,2.306393939393939,2.343
2.6435,2.184613636363636,2.444,2.039114438502674,2.131818181818182,2.444,2.131818181818182,2.052371212121212,2.131818181818182,2.444,2.131818181818182,2.315,2.209863636363636,1.900058823529412,1.921857142857143,2.209863636363636,2.131818181818182,2.26,1.481,2.131818181818182,2.131818181818182,2.562666666666667,2.231,2.444,2.131818181818182,1.366619047619048,2.306393939393939,2.343
2.6435,2.184613636363636,2.444,2.039114438502674,2.131818181818182,2.444,2.131818181818182,2.052371212121212,2.131818181818182,2.444,2.131818181818182,2.315,2.209863636363636,1.900058823529412,1.921857142857143,2.209863636363636,2.131818181818182,2.26,1.481,2.131818181818182,2.131818181818182,2.562666666666667,2.231,2.444,2.131818181818182,1.366619047619048,2.306393939393939,2.343
2.6435,2.184613636363636,2.444,2.039114438502674,2.131818181818182,2.444,2.131818181818182,2.052371212121212,2.131818181818182,2.444,2.131818181818182,2.315,2.209863636363636,1.900058823529412,1.921857142857143,2.209863636363636,2.131818181818182,2.26,1.481,2.131818181818182,2.131818181818182,2.562666666666667,2.231,2.444,2.131818181818182,1.366619047619048,2.306393939393939,2.343
2.6435,2.184613636363636,2.444,2.039114438502674,2.131818181818182,2.444,2.131818181818182,2.052371212121212,2.131818181818182,2.444,2.131818181818182,2.315,2.209863636363636,1.900058823529412,1.921857142857143,2.209863636363636,2.131818181818182,2.26,1.481,2.131818181818182,2.131818181818182,2.562666666666667,2.231,2.444,2.131818181818182,1.366619047619048,2.306393939393939,2.343
2.6435,2.184613636363636,2.444,2.039114438502674,2.131818181818182,2.444,2.131818181818182,2.052371212121212,2.131818181818182,2.444,2.131818181818182,2.315,2.209863636363636,1.900058823529412,1.921857142857143,2.209863636363636,2.131818181818182,2.26,1.481,2.131818181818182,2.131818181818182,2.562666666666667,2.231,2.444,2.131818181818182,1.366619047619048,2.306393939393939,2.343
2.6435,2.184613636363636,2.444,2.039114438502674,2.131818181818182,2.444,2.131818181818182,2.052371212121212,2.131818181818182,2.444,2.131818181818182,2.315,2.209863636363636,1.900058823529412,1.921857142857143,2.209863636363636,2.131818181818182,2.26,1.481,2.131818181818182,2.131818181818182,2.562666666666667,2.231,2.444,2.131818181818182,1.366619047619048,2.306393939393939,2.343
2.6435,2.184613636363636,2.444,2.039114438502674,2.131818181818182,2.444,2.131818181818182,2.052371212121212,2.131818181818182,2.444,2.131818181818182,2.315,2.209863636363636,1.900058823529412,1.921857142857143,2.209863636363636,2.131818181818182,2.26,1.481,2.131818181818182,2.131818181818182,2.562666666666667,2.231,2.444,2.131818181818182,1.366619047619048,2.306393939393939,2.343
2.6435,2.184613636363636,2.444,2.039114438502674,2.131818181818182,2.444,2.131818181818182,2.052371212121212,2.131818181818182,2.444,2.131818181818182,2.315,2.209863636363636,1.900058823529412,1.921857142857143,2.209863636363636,2.131818181818182,2.26,1.481,2.131818181818182,2.131818181818182,2.562666666666667,2.231,2.444,2.131818181818182,1.366619047619048,2.306393939393939,2.343
2.6435,2.184613636363636,2.444,2.039114438502674,2.131818181818182,2.444,2.131818181818182,2.052371212121212,2.131818181818182,2.444,2.131818181818182,2.315,2.209863636363636,1.900058823529412,1.921857142857143,2.209863636363636,2.131818181818182,2.26,1.481,2.131818181818182,2.131818181818182,2.562666666666667,2.231,2.444,2.131818181818182,1.366619047619048,2.306393939393939,2.343
