AZPS,AVA,BANC,BPAT,CHPD,CISO,DOPD,EPE,GCPD,IID,IPCO,LDWP,NEVP,NWMT,PACE,PACW,PGE,PNM,PSCO,PSEI,SCL,SRP,TEPC,TIDC,TPWR,WACM,WALC,WAUW
2.6625,2.0493,2.584363636363637,1.933695555555556,2.0221,2.584363636363637,2.0221,2.245533333333333,2.0221,2.584363636363637,2.08455,2.23025,2.913333333333334,1.738638888888889,1.999769230769231,2.416699242424243,2.147,2.16,1.605166666666667,2.0221,2.0221,2.842333333333333,2.315,2.584363636363637,2.0221,1.397192307692308,2.373298787878788,2.006
2.6625,2.0493,2.584363636363637,1.933695555555556,2.0221,2.584363636363637,2.0221,2.245533333333333,2.0221,2.584363636363637,2.08455,2.23025,2.913333333333334,1.738638888888889,1.999769230769231,2.416699242424243,2.147,2.16,1.605166666666667,2.0221,2.0221,2.842333333333333,2.315,2.584363636363637,2.0221,1.397192307692308,2.373298787878788,2.006
2.6625,2.0493,2.584363636363637,1.933695555555556,2.0221,2.584363636363637,2.0221,2.245533333333333,2.0221,2.584363636363637,2.08455,2.23025,2.913333333333334,1.738638888888889,1.999769230769231,2.416699242424243,2.147,2.16,1.605166666666667,2.0221,2.0221,2.842333333333333,2.315,2.584363636363637,2.0221,1.397192307692308,2.373298787878788,2.006
2.6625,2.0493,2.584363636363637,1.933695555555556,2.0221,2.584363636363637,2.0221,2.245533333333333,2.0221,2.584363636363637,2.08455,2.23025,2.913333333333334,1.738638888888889,1.999769230769231,2.416699242424243,2.147,2.16,1.605166666666667,2.0221,2.0221,2.842333333333333,2.315,2.584363636363637,2.0221,1.397192307692308,2.373298787878788,2.006
2.6625,2.0493,2.584363636363637,1.933695555555556,2.0221,2.584363636363637,2.0221,2.245533333333333,2.0221,2.584363636363637,2.08455,2.23025,2.913333333333334,1.738638888888889,1.999769230769231,2.416699242424243,2.147,2.16,1.605166666666667,2.0221,2.0221,2.842333333333333,2.315,2.584363636363637,2.0221,1.397192307692308,2.373298787878788,2.006
2.6625,2.0493,2.584363636363637,1.933695555555556,2.0221,2.584363636363637,2.0221,2.245533333333333,2.0221,2.584363636363637,2.08455,2.23025,2.913333333333334,1.738638888888889,1.999769230769231,2.416699242424243,2.147,2.16,1.605166666666667,2.0221,2.0221,2.842333333333333,2.315,2.584363636363637,2.0221,1.397192307692308,2.373298787878788,2.006
2.6625,2.0493,2.584363636363637,1.933695555555556,2.0221,2.584363636363637,2.0221,2.245533333333333,2.0221,2.584363636363637,2.08455,2.23025,2.913333333333334,1.738638888888889,1.999769230769231,2.416699242424243,2.147,2.16,1.605166666666667,2.0221,2.0221,2.842333333333333,2.315,2.584363636363637,2.0221,1.397192307692308,2.373298787878788,2.006
2.6625,2.0493,2.584363636363637,1.933695555555556,2.0221,2.584363636363637,2.0221,2.245533333333333,2.0221,2.584363636363637,2.08455,2.23025,2.913333333333334,1.738638888888889,1.999769230769231,2.416699242424243,2.147,2.16,1.605166666666667,2.0221,2.0221,2.842333333333333,2.315,2.584363636363637,2.0221,1.397192307692308,2.373298787878788,2.006
2.6625,2.0493,2.584363636363637,1.933695555555556,2.0221,2.584363636363637,2.0221,2.245533333333333,2.0221,2.584363636363637,2.08455,2.23025,2.913333333333334,1.738638888888889,1.999769230769231,2.416699242424243,2.147,2.16,1.605166666666667,2.0221,2.0221,2.842333333333333,2.315,2.584363636363637,2.0221,1.397192307692308,2.373298787878788,2.006
2.6625,2.0493,2.584363636363637,1.933695555555556,2.0221,2.584363636363637,2.0221,2.245533333333333,2.0221,2.584363636363637,2.08455,2.23025,2.913333333333334,1.738638888888889,1.999769230769231,2.416699242424243,2.147,2.16,1.605166666666667,2.0221,2.0221,2.842333333333333,2.315,2.584363636363637,2.0221,1.397192307692308,2.373298787878788,2.006
2.6625,2.0493,2.584363636363637,1.933695555555556,2.0221,2.584363636363637,2.0221,2.245533333333333,2.0221,2.584363636363637,2.08455,2.23025,2.913333333333334,1.738638888888889,1.999769230769231,2.416699242424243,2.147,2.16,1.605166666666667,2.0221,2.0221,2.842333333333333,2.315,2.584363636363637,2.0221,1.397192307692308,2.373298787878788,2.006
2.6625,2.0493,2.584363636363637,1.933695555555556,2.0221,2.584363636363637,2.0221,2.245533333333333,2.0221,2.584363636363637,2.08455,2.23025,2.913333333333334,1.738638888888889,1.999769230769231,2.416699242424243,2.147,2.16,1.605166666666667,2.0221,2.0221,2.842333333333333,2.315,2.584363636363637,2.0221,1.397192307692308,2.373298787878788,2.006
2.6625,2.0493,2.584363636363637,1.933695555555556,2.0221,2.584363636363637,2.0221,2.245533333333333,2.0221,2.584363636363637,2.08455,2.23025,2.913333333333334,1.738638888888889,1.999769230769231,2.416699242424243,2.147,2.16,1.605166666666667,2.0221,2.0221,2.842333333333333,2.315,2.584363636363637,2.0221,1.397192307692308,2.373298787878788,2.006
2.6625,2.0493,2.584363636363637,1.933695555555556,2.0221,2.584363636363637,2.0221,2.245533333333333,2.0221,2.584363636363637,2.08455,2.23025,2.913333333333334,1.738638888888889,1.999769230769231,2.416699242424243,2.147,2.16,1.605166666666667,2.0221,2.0221,2.842333333333333,2.315,2.584363636363637,2.0221,1.397192307692308,2.373298787878788,2.006
2.7355,2.0524,2.5322,1.93092,2.0103,2.5322,2.0103,2.185458333333334,2.0103,2.5322,2.11015,2.293333333333333,2.837333333333333,1.712,1.982357142857143,2.397458333333333,2.21,1.9,1.552285714285714,2.0103,2.0103,2.764,2.145,2.5322,2.0103,1.363193548387097,2.345873333333333,1.979
2.7355,2.0524,2.5322,1.93092,2.0103,2.5322,2.0103,2.185458333333334,2.0103,2.5322,2.11015,2.293333333333333,2.837333333333333,1.712,1.982357142857143,2.397458333333333,2.21,1.9,1.552285714285714,2.0103,2.0103,2.764,2.145,2.5322,2.0103,1.363193548387097,2.345873333333333,1.979
2.7355,2.0524,2.5322,1.93092,2.0103,2.5322,2.0103,2.185458333333334,2.0103,2.5322,2.11015,2.293333333333333,2.837333333333333,1.712,1.982357142857143,2.397458333333333,2.21,1.9,1.552285714285714,2.0103,2.0103,2.764,2.145,2.5322,2.0103,1.363193548387097,2.345873333333333,1.979
2.7355,2.0524,2.5322,1.93092,2.0103,2.5322,2.0103,2.185458333333334,2.0103,2.5322,2.11015,2.293333333333333,2.837333333333333,1.712,1.982357142857143,2.397458333333333,2.21,1.9,1.552285714285714,2.0103,2.0103,2.764,2.145,2.5322,2.0103,1.363193548387097,2.345873333333333,1.979
2.7355,2.0524,2.5322,1.93092,2.0103,2.5322,2.0103,2.185458333333334,2.0103,2.5322,2.11015,2.293333333333333,2.837333333333333,1.712,1.982357142857143,2.397458333333333,2.21,1.9,1.552285714285714,2.0103,2.0103,2.764,2.145,2.5322,2.0103,1.363193548387097,2.345873333333333,1.979
2.7355,2.0524,2.5322,1.93092,2.0103,2.5322,2.0103,2.185458333333334,2.0103,2.5322,2.11015,2.293333333333333,2.837333333333333,1.712,1.982357142857143,2.397458333333333,2.21,1.9,1.552285714285714,2.0103,2.0103,2.764,2.145,2.5322,2.0103,1.363193548387097,2.345873333333333,1.979
2.7355,2.0524,2.5322,1.93092,2.0103,2.5322,2.0103,2.185458333333334,2.0103,2.5322,2.11015,2.293333333333333,2.837333333333333,1.712,1.982357142857143,2.397458333333333,2.21,1.9,1.552285714285714,2.0103,2.0103,2.764,2.145,2.5322,2.0103,1.363193548387097,2.345873333333333,1.979
2.7355,2.0524,2.5322,1.93092,2.0103,2.5322,2.0103,2.185458333333334,2.0103,2.5322,2.11015,2.293333333333333,2.837333333333333,1.712,1.982357142857143,2.397458333333333,2.21,1.9,1.552285714285714,2.0103,2.0103,2.764,2.145,2.5322,2.0103,1.363193548387097,2.345873333333333,1.979
2.7355,2.0524,2.5322,1.93092,2.0103,2.5322,2.0103,2.185458333333334,2.0103,2.5322,2.11015,2.293333333333333,2.837333333333333,1.712,1.982357142857143,2.397458333333333,2.21,1.9,1.552285714285714,2.0103,2.0103,2.764,2.145,2.5322,2.0103,1.363193548387097,2.345873333333333,1.979
2.7355,2.0524,2.5322,1.93092,2.0103,2.5322,2.0103,2.185458333333334,2.0103,2.5322,2.11015,2.293333333333333,2.837333333333333,1.712,1.982357142857143,2.397458333333333,2.21,1.9,1.552285714285714,2.0103,2.0103,2.764,2.145,2.5322,2.0103,1.363193548387097,2.345873333333333,1.979
2.7355,2.0524,2.5322,1.93092,2.0103,2.5322,2.0103,2.185458333333334,2.0103,2.5322,2.11015,2.293333333333333,2.837333333333333,1.712,1.982357142857143,2.397458333333333,2.21,1.9,1.552285714285714,2.0103,2.0103,2.764,2.145,2.5322,2.0103,1.363193548387097,2.345873333333333,1.979
2.7355,2.0524,2.5322,1.93092,2.0103,2.5322,2.0103,2.185458333333334,2.0103,2.5322,2.11015,2.293333333333333,2.837333333333333,1.712,1.982357142857143,2.397458333333333,2.21,1.9,1.552285714285714,2.0103,2.0103,2.764,2.145,2.5322,2.0103,1.363193548387097,2.345873333333333,1.979
2.7355,2.0524,2.5322,1.93092,2.0103,2.5322,2.0103,2.185458333333334,2.0103,2.5322,2.11015,2.293333333333333,2.837333333333333,1.712,1.982357142857143,2.397458333333333,2.21,1.9,1.552285714285714,2.0103,2.0103,2.764,2.145,2.5322,2.0103,1.363193548387097,2.345873333333333,1.979
2.7355,2.0524,2.5322,1.93092,2.0103,2.5322,2.0103,2.185458333333334,2.0103,2.5322,2.11015,2.293333333333333,2.837333333333333,1.712,1.982357142857143,2.397458333333333,2.21,1.9,1.552285714285714,2.0103,2.0103,2.764,2.145,2.5322,2.0103,1.363193548387097,2.345873333333333,1.979
2.7355,2.0524,2.5322,1.93092,2.0103,2.5322,2.0103,2.185458333333334,2.0103,2.5322,2.11015,2.293333333333333,2.837333333333333,1.712,1.982357142857143,2.397458333333333,2.21,1.9,1.552285714285714,2.0103,2.0103,2.764,2.145,2.5322,2.0103,1.363193548387097,2.345873333333333,1.979
2.7355,2.0524,2.5322,1.93092,2.0103,2.5322,2.0103,2.185458333333334,2.0103,2.5322,2.11015,2.293333333333333,2.837333333333333,1.712,1.982357142857143,2.397458333333333,2.21,1.9,1.552285714285714,2.0103,2.0103,2.764,2.145,2.5322,2.0103,1.363193548387097,2.345873333333333,1.979
2.7355,2.0524,2.5322,1.93092,2.0103,2.5322,2.0103,2.185458333333334,2.0103,2.5322,2.11015,2.293333333333333,2.837333333333333,1.712,1.982357142857143,2.397458333333333,2.21,1.9,1.552285714285714,2.0103,2.0103,2.764,2.145,2.5322,2.0103,1.363193548387097,2.345873333333333,1.979
2.7355,2.0524,2.5322,1.93092,2.0103,2.5322,2.0103,2.185458333333334,2.0103,2.5322,2.11015,2.293333333333333,2.837333333333333,1.712,1.982357142857143,2.397458333333333,2.21,1.9,1.552285714285714,2.0103,2.0103,2.764,2.145,2.5322,2.0103,1.363193548387097,2.345873333333333,1.979
2.7355,2.0524,2.5322,1.93092,2.0103,2.5322,2.0103,2.185458333333334,2.0103,2.5322,2.11015,2.293333333333333,2.837333333333333,1.712,1.982357142857143,2.397458333333333,2.21,1.9,1.552285714285714,2.0103,2.0103,2.764,2.145,2.5322,2.0103,1.363193548387097,2.345873333333333,1.979
2.7355,2.0524,2.5322,1.93092,2.0103,2.5322,2.0103,2.185458333333334,2.0103,2.5322,2.11015,2.293333333333333,2.837333333333333,1.712,1.982357142857143,2.397458333333333,2.21,1.9,1.552285714285714,2.0103,2.0103,2.764,2.145,2.5322,2.0103,1.363193548387097,2.345873333333333,1.979
2.7355,2.0524,2.5322,1.93092,2.0103,2.5322,2.0103,2.185458333333334,2.0103,2.5322,2.11015,2.293333333333333,2.837333333333333,1.712,1.982357142857143,2.397458333333333,2.21,1.9,1.552285714285714,2.0103,2.0103,2.764,2.145,2.5322,2.0103,1.363193548387097,2.345873333333333,1.979
2.7355,2.0524,2.5322,1.93092,2.0103,2.5322,2.0103,2.185458333333334,2.0103,2.5322,2.11015,2.293333333333333,2.837333333333333,1.712,1.982357142857143,2.397458333333333,2.21,1.9,1.552285714285714,2.0103,2.0103,2.764,2.145,2.5322,2.0103,1.363193548387097,2.345873333333333,1.979
2.7355,2.0524,2.5322,1.93092,2.0103,2.5322,2.0103,2.185458333333334,2.0103,2.5322,2.11015,2.293333333333333,2.837333333333333,1.712,1.982357142857143,2.397458333333333,2.21,1.9,1.552285714285714,2.0103,2.0103,2.764,2.145,2.5322,2.0103,1.363193548387097,2.345873333333333,1.979
2.7355,2.0524,2.5322,1.93092,2.0103,2.5322,2.0103,2.185458333333334,2.0103,2.5322,2.11015,2.293333333333333,2.837333333333333,1.712,1.982357142857143,2.397458333333333,2.21,1.9,1.552285714285714,2.0103,2.0103,2.764,2.145,2.5322,2.0103,1.363193548387097,2.345873333333333,1.979
2.7355,2.0524,2.5322,1.93092,2.0103,2.5322,2.0103,2.185458333333334,2.0103,2.5322,2.11015,2.293333333333333,2.837333333333333,1.712,1.982357142857143,2.397458333333333,2.21,1.9,1.552285714285714,2.0103,2.0103,2.764,2.145,2.5322,2.0103,1.363193548387097,2.345873333333333,1.979
2.7355,2.0524,2.5322,1.93092,2.0103,2.5322,2.0103,2.185458333333334,2.0103,2.5322,2.11015,2.293333333333333,2.837333333333333,1.712,1.982357142857143,2.397458333333333,2.21,1.9,1.552285714285714,2.0103,2.0103,2.764,2.145,2.5322,2.0103,1.363193548387097,2.345873333333333,1.979
2.7355,2.0524,2.5322,1.93092,2.0103,2.5322,2.0103,2.185458333333334,2.0103,2.5322,2.11015,2.293333333333333,2.837333333333333,1.712,1.982357142857143,2.397458333333333,2.21,1.9,1.552285714285714,2.0103,2.0103,2.764,2.145,2.5322,2.0103,1.363193548387097,2.345873333333333,1.979
2.7355,2.0524,2.5322,1.93092,2.0103,2.5322,2.0103,2.185458333333334,2.0103,2.5322,2.11015,2.293333333333333,2.837333333333333,1.712,1.982357142857143,2.397458333333333,2.21,1.9,1.552285714285714,2.0103,2.0103,2.764,2.145,2.5322,2.0103,1.363193548387097,2.345873333333333,1.979
2.699,2.047181818181818,2.456625,1.926533689839572,2.029363636363636,2.456625,2.029363636363636,2.030638888888889,2.029363636363636,2.456625,2.111181818181818,2.23725,2.864,1.690470588235294,1.965928571428571,2.385747159090909,2.193,1.03,1.591833333333333,2.029363636363636,2.029363636363636,2.778666666666666,2.107333333333333,2.456625,2.029363636363636,1.383608695652174,2.255922727272728,1.937
2.699,2.047181818181818,2.456625,1.926533689839572,2.029363636363636,2.456625,2.029363636363636,2.030638888888889,2.029363636363636,2.456625,2.111181818181818,2.23725,2.864,1.690470588235294,1.965928571428571,2.385747159090909,2.193,1.03,1.591833333333333,2.029363636363636,2.029363636363636,2.778666666666666,2.107333333333333,2.456625,2.029363636363636,1.383608695652174,2.255922727272728,1.937
2.699,2.047181818181818,2.456625,1.926533689839572,2.029363636363636,2.456625,2.029363636363636,2.030638888888889,2.029363636363636,2.456625,2.111181818181818,2.23725,2.864,1.690470588235294,1.965928571428571,2.385747159090909,2.193,1.03,1.591833333333333,2.029363636363636,2.029363636363636,2.778666666666666,2.107333333333333,2.456625,2.029363636363636,1.383608695652174,2.255922727272728,1.937
2.699,2.047181818181818,2.456625,1.926533689839572,2.029363636363636,2.456625,2.029363636363636,2.030638888888889,2.029363636363636,2.456625,2.111181818181818,2.23725,2.864,1.690470588235294,1.965928571428571,2.385747159090909,2.193,1.03,1.591833333333333,2.029363636363636,2.029363636363636,2.778666666666666,2.107333333333333,2.456625,2.029363636363636,1.383608695652174,2.255922727272728,1.937
2.699,2.047181818181818,2.456625,1.926533689839572,2.029363636363636,2.456625,2.029363636363636,2.030638888888889,2.029363636363636,2.456625,2.111181818181818,2.23725,2.864,1.690470588235294,1.965928571428571,2.385747159090909,2.193,1.03,1.591833333333333,2.029363636363636,2.029363636363636,2.778666666666666,2.107333333333333,2.456625,2.029363636363636,1.383608695652174,2.255922727272728,1.937
2.699,2.047181818181818,2.456625,1.926533689839572,2.029363636363636,2.456625,2.029363636363636,2.030638888888889,2.029363636363636,2.456625,2.111181818181818,2.23725,2.864,1.690470588235294,1.965928571428571,2.385747159090909,2.193,1.03,1.591833333333333,2.029363636363636,2.029363636363636,2.778666666666666,2.107333333333333,2.456625,2.029363636363636,1.383608695652174,2.255922727272728,1.937
2.699,2.047181818181818,2.456625,1.926533689839572,2.029363636363636,2.456625,2.029363636363636,2.030638888888889,2.029363636363636,2.456625,2.111181818181818,2.23725,2.864,1.690470588235294,1.965928571428571,2.385747159090909,2.193,1.03,1.591833333333333,2.029363636363636,2.029363636363636,2.778666666666666,2.107333333333333,2.456625,2.029363636363636,1.383608695652174,2.255922727272728,1.937
2.699,2.047181818181818,2.456625,1.926533689839572,2.029363636363636,2.456625,2.029363636363636,2.030638888888889,2.029363636363636,2.456625,2.111181818181818,2.23725,2.864,1.690470588235294,1.965928571428571,2.385747159090909,2.193,1.03,1.591833333333333,2.029363636363636,2.029363636363636,2.778666666666666,2.107333333333333,2.456625,2.029363636363636,1.383608695652174,2.255922727272728,1.937
2.699,2.047181818181818,2.456625,1.926533689839572,2.029363636363636,2.456625,2.029363636363636,2.030638888888889,2.029363636363636,2.456625,2.111181818181818,2.23725,2.864,1.690470588235294,1.965928571428571,2.385747159090909,2.193,1.03,1.591833333333333,2.029363636363636,2.029363636363636,2.778666666666666,2.107333333333333,2.456625,2.029363636363636,1.383608695652174,2.255922727272728,1.937
2.699,2.047181818181818,2.456625,1.926533689839572,2.029363636363636,2.456625,2.029363636363636,2.030638888888889,2.029363636363636,2.456625,2.111181818181818,2.23725,2.864,1.690470588235294,1.965928571428571,2.385747159090909,2.193,1.03,1.591833333333333,2.029363636363636,2.029363636363636,2.778666666666666,2.107333333333333,2.456625,2.029363636363636,1.383608695652174,2.255922727272728,1.937
2.699,2.047181818181818,2.456625,1.926533689839572,2.029363636363636,2.456625,2.029363636363636,2.030638888888889,2.029363636363636,2.456625,2.111181818181818,2.23725,2.864,1.690470588235294,1.965928571428571,2.385747159090909,2.193,1.03,1.591833333333333,2.029363636363636,2.029363636363636,2.778666666666666,2.107333333333333,2.456625,2.029363636363636,1.383608695652174,2.255922727272728,1.937
2.699,2.047181818181818,2.456625,1.926533689839572,2.029363636363636,2.456625,2.029363636363636,2.030638888888889,2.029363636363636,2.456625,2.111181818181818,2.23725,2.864,1.690470588235294,1.965928571428571,2.385747159090909,2.193,1.03,1.591833333333333,2.029363636363636,2.029363636363636,2.778666666666666,2.107333333333333,2.456625,2.029363636363636,1.383608695652174,2.255922727272728,1.937
2.699,2.047181818181818,2.456625,1.926533689839572,2.029363636363636,2.456625,2.029363636363636,2.030638888888889,2.029363636363636,2.456625,2.111181818181818,2.23725,2.864,1.690470588235294,1.965928571428571,2.385747159090909,2.193,1.03,1.591833333333333,2.029363636363636,2.029363636363636,2.778666666666666,2.107333333333333,2.456625,2.029363636363636,1.383608695652174,2.255922727272728,1.937
2.699,2.047181818181818,2.456625,1.926533689839572,2.029363636363636,2.456625,2.029363636363636,2.030638888888889,2.029363636363636,2.456625,2.111181818181818,2.23725,2.864,1.690470588235294,1.965928571428571,2.385747159090909,2.193,1.03,1.591833333333333,2.029363636363636,2.029363636363636,2.778666666666666,2.107333333333333,2.456625,2.029363636363636,1.383608695652174,2.255922727272728,1.937
2.699,2.047181818181818,2.456625,1.926533689839572,2.029363636363636,2.456625,2.029363636363636,2.030638888888889,2.029363636363636,2.456625,2.111181818181818,2.23725,2.864,1.690470588235294,1.965928571428571,2.385747159090909,2.193,1.03,1.591833333333333,2.029363636363636,2.029363636363636,2.778666666666666,2.107333333333333,2.456625,2.029363636363636,1.383608695652174,2.255922727272728,1.937
2.699,2.047181818181818,2.456625,1.926533689839572,2.029363636363636,2.456625,2.029363636363636,2.030638888888889,2.029363636363636,2.456625,2.111181818181818,2.23725,2.864,1.690470588235294,1.965928571428571,2.385747159090909,2.193,1.03,1.591833333333333,2.029363636363636,2.029363636363636,2.778666666666666,2.107333333333333,2.456625,2.029363636363636,1.383608695652174,2.255922727272728,1.937
2.699,2.047181818181818,2.456625,1.926533689839572,2.029363636363636,2.456625,2.029363636363636,2.030638888888889,2.029363636363636,2.456625,2.111181818181818,2.23725,2.864,1.690470588235294,1.965928571428571,2.385747159090909,2.193,1.03,1.591833333333333,2.029363636363636,2.029363636363636,2.778666666666666,2.107333333333333,2.456625,2.029363636363636,1.383608695652174,2.255922727272728,1.937
2.699,2.047181818181818,2.456625,1.926533689839572,2.029363636363636,2.456625,2.029363636363636,2.030638888888889,2.029363636363636,2.456625,2.111181818181818,2.23725,2.864,1.690470588235294,1.965928571428571,2.385747159090909,2.193,1.03,1.591833333333333,2.029363636363636,2.029363636363636,2.778666666666666,2.107333333333333,2.456625,2.029363636363636,1.383608695652174,2.255922727272728,1.937
2.699,2.047181818181818,2.456625,1.926533689839572,2.029363636363636,2.456625,2.029363636363636,2.030638888888889,2.029363636363636,2.456625,2.111181818181818,2.23725,2.864,1.690470588235294,1.965928571428571,2.385747159090909,2.193,1.03,1.591833333333333,2.029363636363636,2.029363636363636,2.778666666666666,2.107333333333333,2.456625,2.029363636363636,1.383608695652174,2.255922727272728,1.937
2.699,2.047181818181818,2.456625,1.926533689839572,2.029363636363636,2.456625,2.029363636363636,2.030638888888889,2.029363636363636,2.456625,2.111181818181818,2.23725,2.864,1.690470588235294,1.965928571428571,2.385747159090909,2.193,1.03,1.591833333333333,2.029363636363636,2.029363636363636,2.778666666666666,2.107333333333333,2.456625,2.029363636363636,1.383608695652174,2.255922727272728,1.937
