bus_10001,bus_10022,bus_10025,bus_10033,bus_10035,bus_10093,bus_10228,bus_10525,bus_10558,bus_10570,bus_10600,bus_10677,bus_10750,bus_11014,bus_13000,bus_13366,bus_13420,bus_13446,bus_13499,bus_20000,bus_20007,bus_20026,bus_20136,bus_21646,bus_23054,bus_23060,bus_23263,bus_23377,bus_25160,bus_25289,bus_25439,bus_25598,bus_25675,bus_25829,bus_26097,bus_26133,bus_28078,bus_28122,bus_28365,bus_28667,bus_30001,bus_30220,bus_30372,bus_40001,bus_40003,bus_40004,bus_40006,bus_40007,bus_40008,bus_40050,bus_40595,bus_40602,bus_40691,bus_40786,bus_40843,bus_40884,bus_40993,bus_50000,bus_50007,bus_50024,bus_50196,bus_50316,bus_53000,bus_53002,bus_53012,bus_60000,bus_60003,bus_60577,bus_70000,bus_70016,bus_70063,bus_70153,bus_74001,bus_74053,bus_74104,bus_74132,bus_74235,bus_77001,bus_77173,bus_77258,bus_80007
0.0,0.0,0.0,2304.0480000000002,0.0,37581.744,11356.728,0.0,1384.944,155.04,0.0,3499.1040000000003,60571.992,76720.848,1310.616,6772.7519999999995,0.0,32021.352,81971.088,0.0,2731.968,6463.895999999999,19471.871999999996,0.0,1798.2239999999997,9169.008000000002,0.0,0.0,41.712,4824.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.3759999999999,8569.008000000002,0.0,0.0,0.0,414.12000000000006,970.152,0.0,2253.384,0.0,803.472,0.0,0.0,11691.408,0.0,0.0,0.0,0.0,859.08,0.0,1655.9039999999995,826.248,0.0,0.0,0.0,371.664,2399.9999999999995,148.632,913.4159999999999,0.0,2104.08,0.0,2145.984,1465.5839999999998,1508.0639999999999,627.216,15574.752,2064.312,0.0,5309.616,99.768
0.0,0.0,0.0,2304.0480000000002,0.0,37581.744,11356.728,0.0,1384.944,155.04,0.0,3499.1040000000003,60571.992,76720.848,1310.616,6772.7519999999995,0.0,32021.352,81971.088,0.0,2731.968,6463.895999999999,19471.871999999996,0.0,1798.2239999999997,9169.008000000002,0.0,0.0,41.712,4824.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.3759999999999,8569.008000000002,0.0,0.0,0.0,414.12000000000006,970.152,0.0,2253.384,0.0,803.472,0.0,0.0,11691.408,0.0,0.0,0.0,0.0,859.08,0.0,1655.9039999999995,826.248,0.0,0.0,0.0,371.664,2399.9999999999995,148.632,913.4159999999999,0.0,2104.08,0.0,2145.984,1465.5839999999998,1508.0639999999999,627.216,15574.752,2064.312,0.0,5309.616,99.768
0.0,0.0,0.0,2304.0480000000002,0.0,37581.744,11356.728,0.0,1384.944,155.04,0.0,3499.1040000000003,60571.992,76720.848,1310.616,6772.7519999999995,0.0,32021.352,81971.088,0.0,2731.968,6463.895999999999,19471.871999999996,0.0,1798.2239999999997,9169.008000000002,0.0,0.0,41.712,4824.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.3759999999999,8569.008000000002,0.0,0.0,0.0,414.12000000000006,970.152,0.0,2253.384,0.0,803.472,0.0,0.0,11691.408,0.0,0.0,0.0,0.0,859.08,0.0,1655.9039999999995,826.248,0.0,0.0,0.0,371.664,2399.9999999999995,148.632,913.4159999999999,0.0,2104.08,0.0,2145.984,1465.5839999999998,1508.0639999999999,627.216,15574.752,2064.312,0.0,5309.616,99.768
0.0,0.0,0.0,2304.0480000000002,0.0,37581.744,11356.728,0.0,1384.944,155.04,0.0,3499.1040000000003,60571.992,76720.848,1310.616,6772.7519999999995,0.0,32021.352,81971.088,0.0,2731.968,6463.895999999999,19471.871999999996,0.0,1798.2239999999997,9169.008000000002,0.0,0.0,41.712,4824.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.3759999999999,8569.008000000002,0.0,0.0,0.0,414.12000000000006,970.152,0.0,2253.384,0.0,803.472,0.0,0.0,11691.408,0.0,0.0,0.0,0.0,859.08,0.0,1655.9039999999995,826.248,0.0,0.0,0.0,371.664,2399.9999999999995,148.632,913.4159999999999,0.0,2104.08,0.0,2145.984,1465.5839999999998,1508.0639999999999,627.216,15574.752,2064.312,0.0,5309.616,99.768
0.0,0.0,0.0,2304.0480000000002,0.0,37581.744,11356.728,0.0,1384.944,155.04,0.0,3499.1040000000003,60571.992,76720.848,1310.616,6772.7519999999995,0.0,32021.352,81971.088,0.0,2731.968,6463.895999999999,19471.871999999996,0.0,1798.2239999999997,9169.008000000002,0.0,0.0,41.712,4824.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.3759999999999,8569.008000000002,0.0,0.0,0.0,414.12000000000006,970.152,0.0,2253.384,0.0,803.472,0.0,0.0,11691.408,0.0,0.0,0.0,0.0,859.08,0.0,1655.9039999999995,826.248,0.0,0.0,0.0,371.664,2399.9999999999995,148.632,913.4159999999999,0.0,2104.08,0.0,2145.984,1465.5839999999998,1508.0639999999999,627.216,15574.752,2064.312,0.0,5309.616,99.768
0.0,0.0,0.0,2304.0480000000002,0.0,37581.744,11356.728,0.0,1384.944,155.04,0.0,3499.1040000000003,60571.992,76720.848,1310.616,6772.7519999999995,0.0,32021.352,81971.088,0.0,2731.968,6463.895999999999,19471.871999999996,0.0,1798.2239999999997,9169.008000000002,0.0,0.0,41.712,4824.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.3759999999999,8569.008000000002,0.0,0.0,0.0,414.12000000000006,970.152,0.0,2253.384,0.0,803.472,0.0,0.0,11691.408,0.0,0.0,0.0,0.0,859.08,0.0,1655.9039999999995,826.248,0.0,0.0,0.0,371.664,2399.9999999999995,148.632,913.4159999999999,0.0,2104.08,0.0,2145.984,1465.5839999999998,1508.0639999999999,627.216,15574.752,2064.312,0.0,5309.616,99.768
0.0,0.0,0.0,2304.0480000000002,0.0,37581.744,11356.728,0.0,1384.944,155.04,0.0,3499.1040000000003,60571.992,76720.848,1310.616,6772.7519999999995,0.0,32021.352,81971.088,0.0,2731.968,6463.895999999999,19471.871999999996,0.0,1798.2239999999997,9169.008000000002,0.0,0.0,41.712,4824.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.3759999999999,8569.008000000002,0.0,0.0,0.0,414.12000000000006,970.152,0.0,2253.384,0.0,803.472,0.0,0.0,11691.408,0.0,0.0,0.0,0.0,859.08,0.0,1655.9039999999995,826.248,0.0,0.0,0.0,371.664,2399.9999999999995,148.632,913.4159999999999,0.0,2104.08,0.0,2145.984,1465.5839999999998,1508.0639999999999,627.216,15574.752,2064.312,0.0,5309.616,99.768
0.0,0.0,0.0,2304.0480000000002,0.0,36965.496,11340.408,0.0,1459.776,155.04,0.0,3430.7999999999997,60492.744,76721.256,1303.2240000000002,6666.36,0.0,32508.744,84481.31999999999,0.0,2710.152,6471.048000000001,21063.6,0.0,2188.9440000000004,12328.68,0.0,0.0,41.44799999999999,4946.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457.20000000000005,8568.888,0.0,0.0,0.0,414.12000000000006,976.608,0.0,2253.36,0.0,805.2,0.0,0.0,11691.36,0.0,0.0,0.0,0.0,849.672,0.0,1664.712,860.0399999999998,0.0,0.0,0.0,371.616,2398.776,148.632,910.4399999999998,0.0,2166.96,0.0,2126.832,1464.0720000000001,1494.432,627.216,15839.207999999999,2064.312,0.0,5580.960000000001,99.768
0.0,0.0,0.0,2304.0480000000002,0.0,36965.496,11340.408,0.0,1459.776,155.04,0.0,3430.7999999999997,60492.744,76721.256,1303.2240000000002,6666.36,0.0,32508.744,84481.31999999999,0.0,2710.152,6471.048000000001,21063.6,0.0,2188.9440000000004,12328.68,0.0,0.0,41.44799999999999,4946.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457.20000000000005,8568.888,0.0,0.0,0.0,414.12000000000006,976.608,0.0,2253.36,0.0,805.2,0.0,0.0,11691.36,0.0,0.0,0.0,0.0,849.672,0.0,1664.712,860.0399999999998,0.0,0.0,0.0,371.616,2398.776,148.632,910.4399999999998,0.0,2166.96,0.0,2126.832,1464.0720000000001,1494.432,627.216,15839.207999999999,2064.312,0.0,5580.960000000001,99.768
0.0,0.0,0.0,2304.0480000000002,0.0,36965.496,11340.408,0.0,1459.776,155.04,0.0,3430.7999999999997,60492.744,76721.256,1303.2240000000002,6666.36,0.0,32508.744,84481.31999999999,0.0,2710.152,6471.048000000001,21063.6,0.0,2188.9440000000004,12328.68,0.0,0.0,41.44799999999999,4946.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457.20000000000005,8568.888,0.0,0.0,0.0,414.12000000000006,976.608,0.0,2253.36,0.0,805.2,0.0,0.0,11691.36,0.0,0.0,0.0,0.0,849.672,0.0,1664.712,860.0399999999998,0.0,0.0,0.0,371.616,2398.776,148.632,910.4399999999998,0.0,2166.96,0.0,2126.832,1464.0720000000001,1494.432,627.216,15839.207999999999,2064.312,0.0,5580.960000000001,99.768
