ARIZONA PUBLIC SERVICE COMPANY,CALIFORNIA INDEPENDENT SYSTEM OPERATOR,IDAHO POWER COMPANY,NEVADA POWER COMPANY,PACIFICORP - EAST,PACIFICORP - WEST,PORTLAND GENERAL ELECTRIC COMPANY,PUGET SOUND ENERGY,AVISTA CORPORATION,BALANCING AUTHORITY OF NORTHERN CALIFORNIA,"PUBLIC UTILITY DISTRICT NO. 2 OF GRANT COUNTY, WASHINGTON",EL PASO ELECTRIC COMPANY,PUD NO. 1 OF DOUGLAS COUNTY,SEATTLE CITY LIGHT,WESTERN AREA POWER ADMINISTRATION - DESERT SOUTHWEST REGION,NORTHWESTERN ENERGY (NWMT),WESTERN AREA POWER ADMINISTRATION - ROCKY MOUNTAIN REGION,LOS ANGELES DEPARTMENT OF WATER AND POWER,PUBLIC SERVICE COMPANY OF COLORADO,IMPERIAL IRRIGATION DISTRICT,SALT RIVER PROJECT,PUBLIC SERVICE COMPANY OF NEW MEXICO,PUBLIC UTILITY DISTRICT NO. 1 OF CHELAN COUNTY,TURLOCK IRRIGATION DISTRICT,WESTERN AREA POWER ADMINISTRATION UGP WEST,"CITY OF TACOMA, DEPARTMENT OF PUBLIC UTILITIES, LIGHT DIVISION",TUCSON ELECTRIC POWER COMPANY,BONNEVILLE POWER ADMINISTRATION
1.654,5.7291836734693895,2.85,2.825,2.69,2.9450000000000003,2.796666666666667,3.238888888888889,3.5931139293273495,3.1420747816834416,3.79739512660357,2.0131082045254836,3.8100773494167965,3.8758477617536053,2.408456823509588,2.424300451338734,15.73870333995143,5.559710510985308,3.8379106888492722,4.554024335093497,2.0901866185158906,1.8639928707781448,3.8424094169849963,4.278033092996232,4.5046354294816755,3.8292222126405875,2.3626880366216754,3.7316541308261297
1.654,5.7291836734693895,2.85,2.825,2.69,2.9450000000000003,2.796666666666667,3.238888888888889,3.5931139293273495,3.1420747816834416,3.79739512660357,2.0131082045254836,3.8100773494167965,3.8758477617536053,2.408456823509588,2.424300451338734,15.73870333995143,5.559710510985308,3.8379106888492722,4.554024335093497,2.0901866185158906,1.8639928707781448,3.8424094169849963,4.278033092996232,4.5046354294816755,3.8292222126405875,2.3626880366216754,3.7316541308261297
1.654,5.7291836734693895,2.85,2.825,2.69,2.9450000000000003,2.796666666666667,3.238888888888889,3.5931139293273495,3.1420747816834416,3.79739512660357,2.0131082045254836,3.8100773494167965,3.8758477617536053,2.408456823509588,2.424300451338734,15.73870333995143,5.559710510985308,3.8379106888492722,4.554024335093497,2.0901866185158906,1.8639928707781448,3.8424094169849963,4.278033092996232,4.5046354294816755,3.8292222126405875,2.3626880366216754,3.7316541308261297
1.6920000000000002,5.383061224489795,2.7,2.8975,2.736666666666667,2.76,2.7100000000000004,2.925555555555556,3.4467862603130612,3.0050330152441087,3.6243645946187772,1.9321068413959768,3.624466208254887,3.630221625605515,2.336160282132235,2.309860601260664,15.663333749787554,5.386905492887179,3.7722991192553725,4.469863564808353,2.089964181266681,1.7955718109021022,3.6274541733402192,4.0987336891784665,4.3954833772615505,3.627578119920466,2.307189090148387,3.59418887185038
1.6619999999999997,5.25122448979592,2.76,2.9875,2.85,2.815,2.76,2.953333333333333,3.487707260634377,3.0289981904554173,3.6627300775235216,1.957575855447135,3.66114057656253,3.6627502653320008,2.355223862749174,2.351918960704185,15.709312612061378,5.361693625856885,3.8173880802108515,4.477115849682171,2.0759727896775257,1.8230420800349427,3.662199033702966,4.078415229476831,4.436584437586908,3.6636415326802165,2.3156781630971217,3.639591820152355
1.621,5.0114285714285725,2.35,2.5700000000000003,2.4566666666666666,2.355,2.3433333333333333,2.497777777777778,3.090507998216426,2.6584223708959778,3.253341570289517,1.6440760948968702,3.249628090334214,3.228875376986459,2.055545351538287,1.9744329373981675,15.353400807764503,5.054739475266681,3.47184259573686,4.198314046057474,1.949995813024032,1.5170451430790086,3.239341632426011,3.7566987395360094,4.064640606297752,3.2419346343637745,2.066045682761257,3.241404098174822
1.6489999999999998,4.712244897959183,2.15,2.3325,2.1866666666666665,2.165,2.1266666666666665,2.3044444444444445,2.8864443787180756,2.4459160581119432,3.0505806410168046,1.4672559070090216,3.0479043054060675,3.0307689175509185,1.8782713710264796,1.7690457991865427,15.147161517378024,4.82207916031722,3.269370635493064,4.03376991541633,1.9114931355713136,1.3440418637891898,3.0393463943122216,3.5216443930397885,3.860038513748747,3.040447098840533,1.9286255831469603,3.036954563990868
1.6339999999999997,4.400816326530612,2.035,2.305,2.1566666666666667,2.085,2.06,2.1655555555555552,2.7858156395350817,2.334069831647157,2.9458048968055035,1.3818318174888347,2.9395194814102954,2.9089096130712324,1.789796645128356,1.67485332557719,15.065214654915698,4.655814982609433,3.1907636086418165,3.939405879628208,1.8722439535858344,1.2643249667356002,2.924527040962478,3.3569139408499793,3.7672738336445235,2.9304567843747047,1.8526515220002824,2.9365794506187233
1.6339999999999997,4.400816326530612,2.035,2.305,2.1566666666666667,2.085,2.06,2.1655555555555552,2.7858156395350817,2.334069831647157,2.9458048968055035,1.3818318174888347,2.9395194814102954,2.9089096130712324,1.789796645128356,1.67485332557719,15.065214654915698,4.655814982609433,3.1907636086418165,3.939405879628208,1.8722439535858344,1.2643249667356002,2.924527040962478,3.3569139408499793,3.7672738336445235,2.9304567843747047,1.8526515220002824,2.9365794506187233
1.6339999999999997,4.400816326530612,2.035,2.305,2.1566666666666667,2.085,2.06,2.1655555555555552,2.7858156395350817,2.334069831647157,2.9458048968055035,1.3818318174888347,2.9395194814102954,2.9089096130712324,1.789796645128356,1.67485332557719,15.065214654915698,4.655814982609433,3.1907636086418165,3.939405879628208,1.8722439535858344,1.2643249667356002,2.924527040962478,3.3569139408499793,3.7672738336445235,2.9304567843747047,1.8526515220002824,2.9365794506187233
1.6339999999999997,4.400816326530612,2.035,2.305,2.1566666666666667,2.085,2.06,2.1655555555555552,2.7858156395350817,2.334069831647157,2.9458048968055035,1.3818318174888347,2.9395194814102954,2.9089096130712324,1.789796645128356,1.67485332557719,15.065214654915698,4.655814982609433,3.1907636086418165,3.939405879628208,1.8722439535858344,1.2643249667356002,2.924527040962478,3.3569139408499793,3.7672738336445235,2.9304567843747047,1.8526515220002824,2.9365794506187233
1.5450000000000002,4.333265306122448,1.855,2.1025,1.97,1.91,1.86,1.955555555555556,2.6068339852606472,2.171480992150799,2.7606334924156117,1.228226524092644,2.7526631095028873,2.710263725234625,1.6417477353324323,1.5024288703471103,14.898116560143697,4.5270412649911265,3.026330875511197,3.799201452690472,1.7638323975741734,1.1118166317804086,2.7317949499705922,3.223266996888597,3.596439384458874,2.738158884111342,1.7164554068127114,2.7594221267567858
1.66,4.112448979591837,1.855,2.13,1.9966666666666668,1.9,1.87,1.9788888888888887,2.6072275703283245,2.1483297580615237,2.7645362851265287,1.2372956523307763,2.758314459207522,2.724409747799399,1.6453112659616842,1.5026917335578418,14.90361054287732,4.449453508707954,3.0344671103753953,3.8014638598784734,1.842732260039007,1.1259222078034936,2.7415770740564542,3.147227272325885,3.5971548651724063,2.746797724969703,1.7405851442849176,2.757453027182607
1.6800000000000002,3.7359183673469394,1.805,2.025,1.8666666666666665,1.8200000000000005,1.8133333333333332,1.9266666666666667,2.5218452208337165,2.0251497950816306,2.685344605083629,1.1401472264899517,2.680446263786984,2.659630231339688,1.5369525599572333,1.4070154591878972,14.799022845276276,4.2470133975509885,2.929625790611168,3.6942091606217824,1.8218746763201237,1.0316944806401427,2.670288393758378,2.950518033378843,3.4992402283508746,2.675321193257041,1.6568223902991508,2.6749614693695314
1.585,3.5571428571428574,1.71,1.96,1.7733333333333332,1.75,1.76,1.8633333333333335,2.440643848745811,1.9334998123627738,2.609524383081803,1.047556769315615,2.60521887253774,2.591260304744904,1.4407599958426363,1.3205613675606807,14.708781207970388,4.1260010863548295,2.8383626314440304,3.5952209520898615,1.7266282867536864,0.9389169388699523,2.5985749078430063,2.8326799136052676,3.4121311206193514,2.604781930816774,1.5605213880043582,2.590503406067157
1.585,3.5571428571428574,1.71,1.96,1.7733333333333332,1.75,1.76,1.8633333333333335,2.440643848745811,1.9334998123627738,2.609524383081803,1.047556769315615,2.60521887253774,2.591260304744904,1.4407599958426363,1.3205613675606807,14.708781207970388,4.1260010863548295,2.8383626314440304,3.5952209520898615,1.7266282867536864,0.9389169388699523,2.5985749078430063,2.8326799136052676,3.4121311206193514,2.604781930816774,1.5605213880043582,2.590503406067157
1.585,3.5571428571428574,1.71,1.96,1.7733333333333332,1.75,1.76,1.8633333333333335,2.440643848745811,1.9334998123627738,2.609524383081803,1.047556769315615,2.60521887253774,2.591260304744904,1.4407599958426363,1.3205613675606807,14.708781207970388,4.1260010863548295,2.8383626314440304,3.5952209520898615,1.7266282867536864,0.9389169388699523,2.5985749078430063,2.8326799136052676,3.4121311206193514,2.604781930816774,1.5605213880043582,2.590503406067157
1.299,3.904285714285715,1.725,1.995,1.8233333333333333,1.745,1.7700000000000002,1.8377777777777775,2.4555056303431906,1.983397622141938,2.6174095451757986,1.037506279062684,2.6102640603615823,2.581571683095963,1.4394566048156103,1.3397803645613549,14.725941728292224,4.258996482308601,2.8503564515317796,3.5844788008252406,1.5324979349559984,0.9209665837787788,2.5963848789280912,2.9642714146995623,3.4306979857731337,2.6047898361042847,1.5046839648387083,2.608784519842344
1.409,3.8120408163265305,1.7600000000000002,1.965,1.7933333333333332,1.79,1.7866666666666668,1.901111111111111,2.479094998637554,1.988921245272408,2.6474942871332234,1.0566802886745876,2.643000156558939,2.6288507282092306,1.4524132664933092,1.3551190310409205,14.733559494216133,4.231481949904562,2.857929293703767,3.6032695659473952,1.6117713646390408,0.9410000332863384,2.636285048230331,2.939292257694485,3.444883054370239,2.641982470647407,1.537086687356647,2.631709172187298
1.336,3.896734693877549,1.785,1.99,1.85,1.795,1.7766666666666666,1.9155555555555557,2.495175764332903,2.010561514858103,2.660971644238813,1.0663403096343096,2.656949084726042,2.6419421376396386,1.4634208972765488,1.3744254645198817,14.755659302168942,4.271734572627287,2.879055720137144,3.6095515180772066,1.5659234212396262,0.9495998879314245,2.649677722792747,2.979136158774373,3.4641128817982847,2.6533525869560197,1.5318421754646205,2.6495827309412845
1.332,3.998775510204083,1.77,1.9675,1.8333333333333337,1.79,1.76,1.9022222222222225,2.4892448297323124,2.0172903071731496,2.6536778304087916,1.0675353735016588,2.649472138584115,2.631406483976632,1.4683587274075527,1.370443472081124,14.752389979711673,4.3078952134413395,2.8761286566907094,3.6179979228632293,1.5647111592163236,0.9497195837177923,2.6406511202218326,3.012867499877884,3.46079754792341,2.644149396802023,1.535511747188415,2.6427816661684673
1.38,3.961632653061225,1.765,1.935,1.7999999999999998,1.785,1.7566666666666666,1.9022222222222225,4.838637244400841,2.1661419808431726,2.6520029855192773,1.4147995429727194,2.65404953459499,2.65805969908112,1.9406063860512222,1.4763802898645366,6.010103982628549,3.584843745616394,4.235973542451027,4.064031947353948,1.5954255510010702,0.9331858792458911,2.6558497953728732,3.3942607499650497,12.686886207175867,2.653024190031002,2.318888724408039,2.749222239083166
1.38,3.961632653061225,1.765,1.935,1.7999999999999998,1.785,1.7566666666666666,1.9022222222222225,4.838637244400841,2.1661419808431726,2.6520029855192773,1.4147995429727194,2.65404953459499,2.65805969908112,1.9406063860512222,1.4763802898645366,6.010103982628549,3.584843745616394,4.235973542451027,4.064031947353948,1.5954255510010702,0.9331858792458911,2.6558497953728732,3.3942607499650497,12.686886207175867,2.653024190031002,2.318888724408039,2.749222239083166
1.38,3.961632653061225,1.765,1.935,1.7999999999999998,1.785,1.7566666666666666,1.9022222222222225,4.838637244400841,2.1661419808431726,2.6520029855192773,1.4147995429727194,2.65404953459499,2.65805969908112,1.9406063860512222,1.4763802898645366,6.010103982628549,3.584843745616394,4.235973542451027,4.064031947353948,1.5954255510010702,0.9331858792458911,2.6558497953728732,3.3942607499650497,12.686886207175867,2.653024190031002,2.318888724408039,2.749222239083166
1.541,4.149795918367347,1.935,2.2875,2.2033333333333336,1.905,1.883333333333333,2.001111111111111,5.015705349217045,2.3610669419743378,2.809915571507318,1.6329108836416857,2.8084943986356015,2.7830733197147475,2.169018827804986,1.6832906025664298,6.253744313976412,3.799888175317041,4.485898827563259,4.276123621268898,1.776218791090851,1.1589923938755051,2.7953991984596165,3.6019749573920006,12.898441638667645,2.792284261320489,2.530965944725831,2.9297981174235446
1.866,3.871632653061224,1.855,2.2925,2.0933333333333333,1.865,1.8600000000000003,1.9811111111111108,4.974463512243953,2.3046565014618494,2.7742102507690207,1.639632562506559,2.7746938326017645,2.756541197438734,2.177207288385415,1.6426864539806083,6.218746282742077,3.692176142166104,4.458103864204961,4.297421459373305,1.9976870103352675,1.173534213582513,2.765140194165519,3.4904047699375127,12.86051611652761,2.761989121618032,2.5988763275299114,2.8799024328556015
1.869,3.704285714285715,1.81,2.2075,2.026666666666667,1.805,1.83,1.9355555555555557,4.918557263592428,2.2331368719327123,2.721163770959892,1.5818468914985984,2.7218314794201897,2.7079882201331245,2.1139905504605006,1.5829097082488384,6.1567843459179326,3.5903369111462244,4.396592631936085,4.236273763635651,1.979748527045986,1.1173850225017818,2.7144884188292027,3.390609768247575,12.800148081427622,2.7124229856017035,2.5487355232068962,2.8242769372517578
1.383,3.700816326530613,1.7000000000000002,2.005,1.8333333333333333,1.725,1.7566666666666668,1.828888888888889,4.793063711994798,2.1078819724126467,2.6039454921035263,1.3804510079804606,2.6034271819584713,2.5978540937407018,1.9048646751701128,1.4375754432475325,5.984016335481419,3.4739751137233874,4.212712963306302,4.018442541394252,1.585016691989083,0.9041574720655343,2.600640866894307,3.2846013136130567,12.649519193627915,2.6023888750867687,2.288225752731811,2.701714093823485
1.439,3.613877551020409,1.71,1.91,1.76,1.755,1.7566666666666668,1.8555555555555556,4.7877035281652915,2.0865656492026314,2.6050667062994872,1.3642421623805634,2.6060811595108873,2.612518063127362,1.881044048091698,1.4215114402837872,5.956619918713988,3.424677357570016,4.184201614421079,4.002074410361939,1.6162884023587312,0.8873652392259717,2.6093320650071457,3.2388814418495824,12.631727816385057,2.6100190612758354,2.2812622542335754,2.6969877056267064
1.439,3.613877551020409,1.71,1.91,1.76,1.755,1.7566666666666668,1.8555555555555556,4.7877035281652915,2.0865656492026314,2.6050667062994872,1.3642421623805634,2.6060811595108873,2.612518063127362,1.881044048091698,1.4215114402837872,5.956619918713988,3.424677357570016,4.184201614421079,4.002074410361939,1.6162884023587312,0.8873652392259717,2.6093320650071457,3.2388814418495824,12.631727816385057,2.6100190612758354,2.2812622542335754,2.6969877056267064
1.439,3.613877551020409,1.71,1.91,1.76,1.755,1.7566666666666668,1.8555555555555556,4.7877035281652915,2.0865656492026314,2.6050667062994872,1.3642421623805634,2.6060811595108873,2.612518063127362,1.881044048091698,1.4215114402837872,5.956619918713988,3.424677357570016,4.184201614421079,4.002074410361939,1.6162884023587312,0.8873652392259717,2.6093320650071457,3.2388814418495824,12.631727816385057,2.6100190612758354,2.2812622542335754,2.6969877056267064
1.4420000000000002,3.4097959183673474,1.66,1.9225,1.76,1.6799999999999995,1.7300000000000002,1.783333333333333,4.735160278656586,2.0224906959816216,2.5495753935610663,1.3218594474963203,2.5489602503612727,2.548667904148623,1.837214314191437,1.3740878567835597,5.9179113792454,3.3252421276862965,4.147781436876723,3.952989094827284,1.6036288948366877,0.8491920061343203,2.5489339858178615,3.139749695810237,12.585114101644473,2.5521225609951586,2.245005460971638,2.645278571726084
1.4360000000000004,3.3716326530612246,1.645,1.9225000000000003,1.8066666666666664,1.645,1.6466666666666665,1.7177777777777778,4.7014457685498545,1.993317940424299,2.5061599175876905,1.3065619114540807,2.5042450144452655,2.491830889739249,1.824287029442807,1.351891111132322,5.908968575727821,3.300791605662067,4.141604671138251,3.9367043203365153,1.5949108286830538,0.8374939373012664,2.4980416366816582,3.1125774277531226,12.56431375675825,2.499152030433358,2.2326337976617427,2.6170448168224816
1.6799999999999995,3.3812244897959185,1.67,1.925,1.8333333333333333,1.6949999999999998,1.68,1.7333333333333332,4.737534852324365,2.0323325122964566,2.5392458263957813,1.3786296304537826,2.5361013049135637,2.515847920806755,1.8977940019380533,1.3931998685578584,5.958118778872791,3.3381328262027044,4.195752917618453,4.021377527385416,1.783619451743038,0.9140881644272296,2.5260298839933872,3.145895402695527,12.607802690147976,2.5283077314432214,2.339388743683485,2.6521761117317935
1.6490000000000002,3.382448979591836,1.63,1.925,1.82,1.65,1.6566666666666665,1.6777777777777778,4.705147111360321,2.0078111716065976,2.5033994927977794,1.3548649344176578,2.498658196787509,2.469960594034833,1.8775226836037093,1.3654543100311727,5.935060244502564,3.3251917434530944,4.173613313257236,3.999837700766915,1.7556160034536703,0.8908491716903029,2.4844398750261774,3.1310864943889487,12.580947992279441,2.4886370714095323,2.3165181323644073,2.619818785479189
1.486,3.2971428571428576,1.625,1.8925,1.7733333333333332,1.63,1.62,1.6944444444444444,4.678347272678478,1.9658484194523804,2.4828307021980756,1.2919446974237958,2.4808962688587863,2.468361556877617,1.8087594252762174,1.3289382724866776,5.886841957353802,3.261006874203384,4.120814427697619,3.9241941106006535,1.6237051187082256,0.82456832205073,2.4746323157559633,3.0724635323664766,12.541616072402702,2.475524575509393,2.229723095859222,2.5944301536320715
1.486,3.2971428571428576,1.625,1.8925,1.7733333333333332,1.63,1.62,1.6944444444444444,4.678347272678478,1.9658484194523804,2.4828307021980756,1.2919446974237958,2.4808962688587863,2.468361556877617,1.8087594252762174,1.3289382724866776,5.886841957353802,3.261006874203384,4.120814427697619,3.9241941106006535,1.6237051187082256,0.82456832205073,2.4746323157559633,3.0724635323664766,12.541616072402702,2.475524575509393,2.229723095859222,2.5944301536320715
1.486,3.2971428571428576,1.625,1.8925,1.7733333333333332,1.63,1.62,1.6944444444444444,4.678347272678478,1.9658484194523804,2.4828307021980756,1.2919446974237958,2.4808962688587863,2.468361556877617,1.8087594252762174,1.3289382724866776,5.886841957353802,3.261006874203384,4.120814427697619,3.9241941106006535,1.6237051187082256,0.82456832205073,2.4746323157559633,3.0724635323664766,12.541616072402702,2.475524575509393,2.229723095859222,2.5944301536320715
1.486,3.2971428571428576,1.625,1.8925,1.7733333333333332,1.63,1.62,1.6944444444444444,4.678347272678478,1.9658484194523804,2.4828307021980756,1.2919446974237958,2.4808962688587863,2.468361556877617,1.8087594252762174,1.3289382724866776,5.886841957353802,3.261006874203384,4.120814427697619,3.9241941106006535,1.6237051187082256,0.82456832205073,2.4746323157559633,3.0724635323664766,12.541616072402702,2.475524575509393,2.229723095859222,2.5944301536320715
1.5140000000000002,3.41734693877551,1.875,1.95,1.91,1.925,1.79,1.9788888888888887,4.883591825742136,2.1430729262367754,2.7005184819618537,1.4330212445624684,2.7029753383247095,2.71977294518022,1.932866052737696,1.5114306152649337,6.043451123907763,3.394425142625959,4.2694444586190565,4.046728281625151,1.6853139865250406,0.959369498081414,2.71130848881692,3.2177988936650395,12.718560048163564,2.706045160826764,2.3379778418285677,2.8042617864650587
1.5419999999999998,3.4059183673469384,1.865,1.9875,1.903333333333333,1.885,1.856666666666667,1.9888888888888887,4.891585310338481,2.1486669880457883,2.7119933088170125,1.4433594185387915,2.7142383851107255,2.7322993042916144,1.9446285956601372,1.5182398853347678,6.049955723083917,3.3982742515580124,4.276304116137243,4.058469327772933,1.70771332277924,0.9698227682876055,2.7232822475476173,3.2208629504863135,12.725797659683817,2.7216688009644856,2.352369782846365,2.807476368485287
1.39,3.3214285714285725,1.805,1.97,1.866666666666667,1.845,1.8066666666666664,1.9288888888888889,4.835485393434668,2.0915746496573298,2.6560210401831643,1.3717191863486227,2.6574874616073707,2.6743419604580025,1.8719295320228486,1.4609656283776145,5.991284541237247,3.3294490704309183,4.215651778883137,3.978316062129476,1.5812913180602457,0.8968233710206264,2.666036359588266,3.154796295196587,12.667786432440451,2.665355433663237,2.263764329670491,2.751879622572683
1.357,3.228775510204083,1.735,1.9175,1.79,1.7800000000000002,1.7566666666666666,1.848888888888889,4.768687798712514,2.0249318618121666,2.5882409717017016,1.309864287222911,2.588394586720543,2.6006516114692464,1.8107183496186774,1.3946203118144107,5.925234341186303,3.256431135071609,4.150199635922544,3.9179310746727953,1.5389615761540765,0.8356084765583416,2.5947673569091867,3.081552630608689,12.60165921078895,2.596156989160785,2.20770091871339,2.6853070240909602
1.357,3.228775510204083,1.735,1.9175,1.79,1.7800000000000002,1.7566666666666666,1.848888888888889,4.768687798712514,2.0249318618121666,2.5882409717017016,1.309864287222911,2.588394586720543,2.6006516114692464,1.8107183496186774,1.3946203118144107,5.925234341186303,3.256431135071609,4.150199635922544,3.9179310746727953,1.5389615761540765,0.8356084765583416,2.5947673569091867,3.081552630608689,12.60165921078895,2.596156989160785,2.20770091871339,2.6853070240909602
1.357,3.228775510204083,1.735,1.9175,1.79,1.7800000000000002,1.7566666666666666,1.848888888888889,4.768687798712514,2.0249318618121666,2.5882409717017016,1.309864287222911,2.588394586720543,2.6006516114692464,1.8107183496186774,1.3946203118144107,5.925234341186303,3.256431135071609,4.150199635922544,3.9179310746727953,1.5389615761540765,0.8356084765583416,2.5947673569091867,3.081552630608689,12.60165921078895,2.596156989160785,2.20770091871339,2.6853070240909602
1.334,3.1910204081632645,1.71,1.875,1.7533333333333332,1.75,1.74,1.8311111111111111,4.742516672061351,1.9951839197355823,2.5640205137793854,1.2804116616728394,2.5646239678343434,2.580088234647846,1.779780069243099,1.3661914546020946,5.894682046936219,3.222819036571417,4.119312810679366,3.8879966274208257,1.513613174586237,0.805895440918706,2.572600091148139,3.0485920943677973,12.572911704116509,2.5741413161784754,2.1785748952896586,2.658476607679324
1.397,3.1802040816326533,1.71,1.8575,1.7566666666666666,1.75,1.71,1.818888888888889,4.73645474146595,1.9900905887026963,2.5552394478314895,1.2880899159852757,2.555877549259999,2.568756383661723,1.7881213949001866,1.3635888806721426,5.8962969192919195,3.2193653940289133,4.122858233828755,3.8995825720296087,1.5588629750027898,0.8155507165859979,2.5624844016307047,3.043360578670406,12.571058787924756,2.56260511426264,2.197542938093301,2.6538700013263665
