,ARIZONA PUBLIC SERVICE COMPANY,CALIFORNIA INDEPENDENT SYSTEM OPERATOR,IDAHO POWER COMPANY,NEVADA POWER COMPANY,PACIFICORP - EAST,PACIFICORP - WEST,PORTLAND GENERAL ELECTRIC COMPANY,PUGET SOUND ENERGY,AVISTA CORPORATION,BALANCING AUTHORITY OF NORTHERN CALIFORNIA,"PUBLIC UTILITY DISTRICT NO. 2 OF GRANT COUNTY, WASHINGTON",EL PASO ELECTRIC COMPANY,PUD NO. 1 OF DOUGLAS COUNTY,SEATTLE CITY LIGHT,WESTERN AREA POWER ADMINISTRATION - DESERT SOUTHWEST REGION,NORTHWESTERN ENERGY (NWMT),WESTERN AREA POWER ADMINISTRATION - ROCKY MOUNTAIN REGION,LOS ANGELES DEPARTMENT OF WATER AND POWER,PUBLIC SERVICE COMPANY OF COLORADO,IMPERIAL IRRIGATION DISTRICT,SALT RIVER PROJECT,PUBLIC SERVICE COMPANY OF NEW MEXICO,PUBLIC UTILITY DISTRICT NO. 1 OF CHELAN COUNTY,TURLOCK IRRIGATION DISTRICT,WESTERN AREA POWER ADMINISTRATION UGP WEST,"CITY OF TACOMA, DEPARTMENT OF PUBLIC UTILITIES, LIGHT DIVISION",TUCSON ELECTRIC POWER COMPANY,BONNEVILLE POWER ADMINISTRATION
2021-04-02,2.4627272727272724,4.084216666666667,2.418333333333333,2.4725,2.416944444444445,2.433125,2.4223611111111114,2.705787037037037,2.5964507788050484,2.747244675399415,2.6082728572541067,2.6595208842769096,2.6248061379308236,2.6581613506119313,2.7141223095534857,2.610178372523169,2.6106075759909664,3.1677439948399204,2.6113993441979955,2.7517983385918203,2.5417684151105173,2.640475604577016,2.6397329366515088,3.1334729425951897,2.6185937859514103,2.620410250956999,2.670250037997867,2.5588376647337125
2021-04-03,2.4627272727272724,4.084600000000001,2.38,2.4725,2.4233333333333333,2.39,2.4000000000000004,2.634444444444444,2.564748208427119,2.72544309345103,2.5702554354809006,2.6450414720880833,2.5840208900143393,2.6029265553836445,2.7035961979500236,2.5864094933321584,2.595701536739226,3.158465941740198,2.598662610760201,2.74074845166811,2.5378248762895304,2.627852615135228,2.5918518955950933,3.1213540106464603,2.5963525779599337,2.575420842429554,2.6611820164546476,2.528266895130461
2021-04-04,2.4627272727272724,4.084600000000001,2.38,2.4725,2.4233333333333333,2.39,2.4000000000000004,2.634444444444444,2.564748208427119,2.72544309345103,2.5702554354809006,2.6450414720880833,2.5840208900143393,2.6029265553836445,2.7035961979500236,2.5864094933321584,2.595701536739226,3.158465941740198,2.598662610760201,2.74074845166811,2.5378248762895304,2.627852615135228,2.5918518955950933,3.1213540106464603,2.5963525779599337,2.575420842429554,2.6611820164546476,2.528266895130461
2021-04-05,2.460909090909091,4.07965,2.3739583333333334,2.468125,2.417777777777778,2.385,2.3940277777777776,2.626064814814815,2.5588659053496707,2.720159232651891,2.5639740430045714,2.6402951543607935,2.5775521675138284,2.5955433891863255,2.6990871091742474,2.5808935322979045,2.5905157268153274,3.1535756259289767,2.5936054816391665,2.736373620149033,2.5351031368274,2.6232097646290624,2.5849367915666717,3.1163130954611145,2.5909080630974666,2.5686613037476143,2.6571627498966213,2.522543826159797
2021-04-06,2.4177272727272734,3.9690833333333337,2.2385416666666664,2.36875,2.2912500000000002,2.2735416666666666,2.2593055555555552,2.439259259259259,2.426805272356818,2.6013825634739822,2.4231602214461745,2.5329765585995494,2.4326237126019556,2.430563149486953,2.5970029853899494,2.4567503786354132,2.4733832401798956,3.043577395562154,2.4792500361959426,2.6373162797383896,2.472142575459961,2.518093609621001,2.430221939277536,3.0030356437058408,2.468304055004247,2.4173271716578126,2.565809089126741,2.394041454204729
2021-04-07,2.39125,4.051025,2.3275,2.4048958333333337,2.3277777777777775,2.360625,2.327777777777778,2.583101851851852,2.508241134005036,2.671496485257328,2.5144576549414253,2.5821192207526664,2.5284160113990914,2.549085468219877,2.640978277334449,2.5264444423125125,2.52963868752978,3.107273086172181,2.5312600495873196,2.6797268165968435,2.469296051388317,2.5631376207159433,2.5371502672624304,3.0710179921678527,2.5355779993048095,2.5197177212925275,2.597132556702874,2.473078930915699
2021-04-08,2.5049242424242424,4.193499999999999,2.5041666666666664,2.5790625,2.5108333333333337,2.494375,2.510694444444445,2.7605092592592597,2.67468803500514,2.8305512897267064,2.682550147143833,2.737840260508555,2.6972783027377085,2.7223159472081075,2.794797657381455,2.6915215341810503,2.6937620069276,3.2606280353944217,2.694260612713754,2.829553117625423,2.5960888623287746,2.7184215709266866,2.7081367586309977,3.22560847367017,2.6999878747798185,2.690721785729805,2.7430568980360217,2.6395714555760477
2021-04-09,2.535113636363636,4.079816666666667,2.6002083333333332,2.6720833333333336,2.6069444444444447,2.591041666666667,2.6029166666666668,2.8488425925925926,2.751201165913006,2.884305781851746,2.7615525667598515,2.7926245666260554,2.7761506218137084,2.8062311438891,2.841167832247013,2.7626862340284872,2.7612197224166146,3.258458378422359,2.759892938328801,2.8682273129815803,2.6319877852358107,2.774046525686506,2.7896393237630637,3.2295053260935886,2.7693285262946365,2.772694599227804,2.7857763515552323,2.718948903016605
2021-04-10,2.5481818181818183,4.268800000000001,2.605,2.6625,2.6133333333333333,2.5,2.5933333333333333,2.8477777777777775,2.7500821635076926,2.8981657780474825,2.7576966253548774,2.8092805990050147,2.773927197127687,2.80359506684074,2.8659124750915255,2.7684384623215,2.772328653143924,3.3341005204681804,2.772561474985462,2.89759638752826,2.648326362182413,2.7902720167164055,2.7868828184944894,3.298211811886913,2.7765250725187447,2.7681160353959555,2.8085848314946986,2.716426218497588
2021-04-11,2.5481818181818183,4.268800000000001,2.605,2.6625,2.6133333333333333,2.5,2.5933333333333333,2.8477777777777775,2.7500821635076926,2.8981657780474825,2.7576966253548774,2.8092805990050147,2.773927197127687,2.80359506684074,2.8659124750915255,2.7684384623215,2.772328653143924,3.3341005204681804,2.772561474985462,2.89759638752826,2.648326362182413,2.7902720167164055,2.7868828184944894,3.298211811886913,2.7765250725187447,2.7681160353959555,2.8085848314946986,2.716426218497588
2021-04-12,2.5475378787878786,4.282025,2.6050000000000004,2.6665625,2.6181944444444447,2.499791666666667,2.5940277777777783,2.845138888888888,2.751225772502668,2.9011980080303514,2.758177292014567,2.8118755994572293,2.7741792562810517,2.8024389841560065,2.86916218197944,2.770443480487078,2.7751569949545885,3.3407044760872022,2.775524024090205,2.9007607279375236,2.6488814705383223,2.792877132238696,2.7864371991340677,3.304431403187996,2.778690020677593,2.767855727081705,2.8110479867722344,2.7176222293989722
2021-04-13,2.5419696969696965,4.585458333333334,2.6091666666666664,2.7634374999999998,2.7329166666666667,2.4989583333333334,2.614027777777778,2.7887037037037037,2.7814223671022567,2.974338843995681,2.7731837294318975,2.8759585131432868,2.783952720249135,2.7799616227842776,2.9482019643137174,2.820400362650721,2.8440572404648137,3.494884240302283,2.8475986631546752,2.978045598990105,2.6692924377953946,2.857315359093014,2.7802309383232506,3.4497642148790417,2.832334004247067,2.765893803310867,2.872947514536284,2.7490240584403716
2021-04-14,2.7506060606060605,4.578508333333334,2.702916666666667,2.849479166666667,2.803472222222222,2.5889583333333333,2.7044444444444444,2.884953703703703,2.871052332887956,3.0544027926255115,2.86371324084112,2.9782710330977946,2.875015805770742,2.8734424752504193,3.048964301166287,2.9096194768657484,2.93419101833046,3.552513092838461,2.939833489031847,3.083212973523253,2.842957956917862,2.9624235987643117,2.8724638017931774,3.5068868342082635,2.921908644611151,2.8576515170188195,2.994330163321347,2.838470693243381
2021-04-15,2.6654166666666668,4.816291666666666,2.6550000000000002,3.0114583333333336,2.8847222222222215,2.564375,2.6534722222222222,2.845277777777778,2.8735683423838827,3.098981359793176,2.856271561570326,3.007171414055115,2.8665990440083093,2.848060132400784,3.0961908115990617,2.930687499360139,2.9731009503028125,3.670309976866824,2.9808878218192727,3.121714714418128,2.7983216926669026,2.99083989370547,2.8553672795210527,3.616221869074373,2.9466615256077087,2.8390522510546976,3.013585067695237,2.8366818083517784
2021-04-16,2.7913257575757573,4.923275,2.652916666666667,3.0376041666666667,2.9112500000000003,2.549166666666667,2.654027777777778,2.8365277777777775,2.887018337393531,3.1278103565265294,2.864893410897337,3.053825216605816,2.874707354442818,2.847424695638474,3.150279636838964,2.9534679795431527,3.0061448792367864,3.733315614272197,3.0179254491338123,3.1821292997800943,2.9002453681982665,3.0400126543647916,2.8589959077407547,3.6727349439795285,2.9720133254235153,2.8427096963136336,3.081297058571476,2.84815545237065
2021-04-17,2.821818181818182,4.584599999999999,2.605,2.8675,2.7866666666666666,2.5300000000000002,2.5933333333333333,2.7822222222222224,2.8077131183677455,3.0144254862014983,2.791446721045648,2.9613382195027476,2.8014640595495712,2.7841892933615036,3.0433029666120586,2.8621711171847033,2.904887369145115,3.5422655260832494,2.9162973045171774,3.080332327654662,2.8877374707671573,2.9499331560335977,2.7909449232188575,3.4887887530753803,2.87840148546006,2.7750590009785117,3.0019956685652365,2.7727272966472665
2021-04-18,2.821818181818182,4.584599999999999,2.605,2.8675,2.7866666666666666,2.5300000000000002,2.5933333333333333,2.7822222222222224,2.8077131183677455,3.0144254862014983,2.791446721045648,2.9613382195027476,2.8014640595495712,2.7841892933615036,3.0433029666120586,2.8621711171847033,2.904887369145115,3.5422655260832494,2.9162973045171774,3.080332327654662,2.8877374707671573,2.9499331560335977,2.7909449232188575,3.4887887530753803,2.87840148546006,2.7750590009785117,3.0019956685652365,2.7727272966472665
2021-04-19,2.826401515151515,4.577825000000001,2.6070833333333336,2.863854166666667,2.7852777777777775,2.5335416666666664,2.595833333333333,2.7838425925925927,2.8087381068572945,3.0143424042678646,2.7927058742733815,2.9617424639444403,2.802685606450626,2.7856717161575633,3.0431532507577432,2.862667615454426,2.9048915719154773,3.539662561987056,2.916258975968189,3.0804739324842445,2.8908570750895626,2.950371544545434,2.792309687493061,3.486463266640979,2.878801670437616,2.7765255591991345,3.0028295559284572,2.7738965073183115
2021-04-20,2.929090909090909,4.425808333333335,2.656666666666667,2.782916666666667,2.755555555555555,2.6152083333333334,2.655277777777778,2.823287037037037,2.8339912202907036,3.0141949245245074,2.8234094579455467,2.972156633849723,2.8325720976519957,2.8217429792410216,3.0408949853516645,2.8757426376012956,2.9065788175097516,3.48215354190215,2.9168843390766632,3.0846785672305623,2.9611386464381004,2.9614789493374922,2.8255779795123472,3.435347544569546,2.8896397344094247,2.812106902344577,3.0224242927743616,2.8024124982272665
2021-04-21,2.8632954545454545,4.5193916666666665,2.6966666666666668,2.850833333333333,2.808611111111111,2.619791666666667,2.7008333333333336,2.8739814814814815,2.8736527374114806,3.05617972513524,2.8644319003854326,2.998570942741697,2.874680061522874,2.867950335378815,3.068991313017385,2.914975038258834,2.9443217022702024,3.539175921835618,2.952637956374525,3.1071932004731395,2.9255403377217277,2.985681250718992,2.869629575899579,3.4925851026184653,2.928357467421168,2.8555014267006626,3.0320727245172003,2.840932595718457
2021-04-22,2.794848484848485,4.652641666666667,2.7320833333333336,2.8678125000000003,2.8505555555555553,2.615625,2.717916666666667,2.8872222222222224,2.896204674878595,3.0871665121583183,2.8841664523985138,3.0140794073047332,2.894061682592748,2.883983970690428,3.0868157223307247,2.939660279581307,2.9691393439515554,3.6000190532157994,2.976028432808955,3.1224529128518346,2.8850309041634166,2.9990894778963146,2.887289011752602,3.552419137563041,2.952743704931688,2.8729797788952336,3.0335437515755066,2.865785444663891
2021-04-23,2.842765151515152,4.556825,2.6691666666666665,2.821145833333333,2.789444444444444,2.6314583333333332,2.673888888888889,2.8531481481481475,2.858445090640209,3.0491733167311867,2.848715500597837,2.985696516842233,2.858541939433917,2.8494536963693573,3.0573322513163532,2.9002719324417123,2.9298863818779717,3.5438108268589543,2.9382410374363284,3.097257096995241,2.9079454012764985,2.9720692864435163,2.8523603301747507,3.4967612933601524,2.914034093705974,2.838206273187583,3.019067258553778,2.8249104872656146
2021-04-24,2.8227272727272723,4.7644,2.7649999999999997,2.905,2.8533333333333335,2.665,2.763333333333333,2.951111111111111,2.942652014809708,3.139445408021496,2.934327605670272,3.055970681506266,2.9455682103645415,2.9416203580987945,3.1307771905315604,2.9823563304197704,3.0061919440803644,3.668251557173076,3.0119049496565062,3.1689697600591322,2.918082568954854,3.0386186389762955,2.9418082828607632,3.620241712490031,2.995170010741193,2.9266354044057716,3.0747429854398036,2.909161706058608
2021-04-25,2.8227272727272723,4.7644,2.7649999999999997,2.905,2.8533333333333335,2.665,2.763333333333333,2.951111111111111,2.942652014809708,3.139445408021496,2.934327605670272,3.055970681506266,2.9455682103645415,2.9416203580987945,3.1307771905315604,2.9823563304197704,3.0061919440803644,3.668251557173076,3.0119049496565062,3.1689697600591322,2.918082568954854,3.0386186389762955,2.9418082828607632,3.620241712490031,2.995170010741193,2.9266354044057716,3.0747429854398036,2.909161706058608
2021-04-26,2.8211742424242425,4.767708333333333,2.7674999999999996,2.9110416666666667,2.859722222222222,2.6658333333333335,2.7661111111111105,2.9521296296296295,2.945130781746922,3.1422037960840243,2.9365160066664,3.0585029614255004,2.9476659325616277,2.9431916841167203,3.1334616038245655,2.985244344271461,3.0095530333580673,3.6714160457991225,3.01528082132046,3.1711850422731676,2.9178689681342194,3.0411935262044594,2.9436441358974275,3.623354445697269,2.998098622435442,2.9285527496147177,3.076548391080315,2.9117182124222065
2021-04-27,2.7920833333333337,4.841533333333334,2.8308333333333335,3.0520833333333335,3.0097222222222224,2.6904166666666667,2.8350000000000004,2.9827314814814816,3.0070025397255606,3.209294084403855,2.9920899090811717,3.120842285447603,3.001300806367359,2.985581301132459,3.198857908644676,3.0560397247580173,3.0907944041319757,3.7457662969045957,3.0968039712551594,3.225905302158401,2.9186693145403395,3.10453420460645,2.9916813864797795,3.696730819300212,3.0697365252348225,2.978334478536038,3.122338727076371,2.975373779539553
2021-04-28,2.9502272727272727,4.781908333333335,2.9608333333333334,3.0960416666666664,3.0755555555555554,2.8125,2.9465277777777774,3.1434259259259263,3.115197798824008,3.289512763289627,3.108955561507539,3.2129013395351267,3.121480184119034,3.1252947348397484,3.280771950011451,3.153137866511807,3.1781578172241973,3.7772888690488955,3.1830320296416823,3.310848946007737,3.0532090008583896,3.197292740104187,3.1215043423006055,3.733117601725612,3.164815884819773,3.105237298349905,3.2198141324095646,3.0834238571284645
2021-04-29,3.0754166666666665,4.600283333333332,2.8575,2.9978125,2.966111111111111,2.7508333333333335,2.858611111111111,3.0362500000000003,3.025696722820191,3.198096742130478,3.0175551455413308,3.1561205758103026,3.0287320284188546,3.0258581795276918,3.2244416680160635,3.0670763417624682,3.098180509811834,3.665549736523816,3.1077599128953626,3.2639527885111743,3.1193939028898354,3.1453221164721024,3.025518058438238,3.6187969767705006,3.080587945935307,3.0107411409933875,3.1983511820742265,2.992807812634786
2021-04-30,2.9474242424242423,4.384616666666667,2.6887499999999998,2.8329166666666663,2.8006944444444444,2.6566666666666667,2.6775,2.8772685185185183,2.867342769125342,3.0387492571850867,2.859486465048604,2.9985733656479914,2.870250930069771,2.866830098877111,3.064717207765789,2.907310491312187,2.937863333126428,3.4860828148095337,2.947763901678329,3.105093195850857,2.9813010895559984,2.988460005677205,2.866859256707156,3.4411750265476035,2.9208199300753033,2.8513486623609197,3.044795887176207,2.8346205030314553
2021-05-01,2.909090909090909,4.3528,2.775,2.8425000000000002,2.8166666666666664,2.6950000000000003,2.7733333333333334,2.9677777777777776,2.9225889640820846,3.071822127308094,2.9221269059730393,3.0178811614212324,2.9343076267382386,2.9448708134759043,3.075285484623693,2.9500007345477637,2.96621716165011,3.489077225948368,2.971744107460297,3.112629383942581,2.9598313128793046,3.004794853031087,2.937955797689134,3.450286393713627,2.960324016572882,2.923008683918775,3.0467225144683368,2.891774063756983
2021-05-02,2.909090909090909,4.3528,2.775,2.8425000000000002,2.8166666666666664,2.6950000000000003,2.7733333333333334,2.9677777777777776,2.9225889640820846,3.071822127308094,2.9221269059730393,3.0178811614212324,2.9343076267382386,2.9448708134759043,3.075285484623693,2.9500007345477637,2.96621716165011,3.489077225948368,2.971744107460297,3.112629383942581,2.9598313128793046,3.004794853031087,2.937955797689134,3.450286393713627,2.960324016572882,2.923008683918775,3.0467225144683368,2.891774063756983
2021-05-03,2.906325757575757,4.357316666666665,2.7770833333333336,2.8453125,2.8188888888888886,2.6968750000000004,2.7750000000000004,2.970324074074074,2.924664773955367,3.0740652338503103,2.9242546192415304,3.019264757523195,2.936475263597145,2.94720657602736,3.0767131437047874,2.9520032715866624,2.9680716362551003,3.491867770897776,2.9734918129769348,3.1138410882024363,2.9584212236067335,3.006058422268776,2.9402044888047225,3.4531241453346135,2.9622914591857032,2.9252001052445156,3.047336513529358,2.8938412573868857
2021-05-04,2.850378787878788,4.465475,2.82375,2.9104166666666664,2.8708333333333336,2.7408333333333332,2.8122222222222226,3.0263425925925933,2.97234639228342,3.126677222334117,2.9727022670794883,3.0531632316587243,2.9856952964521852,2.999348502648524,3.112018856202725,2.9985946042070157,3.0119169961984236,3.558560355602426,3.0151409513681915,3.144589826544433,2.9319245988570035,3.0373744770424813,2.9908208728205534,3.5205704535866724,3.00823717496501,2.9745874571871243,3.064917634087878,2.941307454678443
2021-05-05,3.0267424242424243,4.574316666666668,2.795416666666666,2.9205208333333332,2.8906944444444442,2.7602083333333334,2.787083333333333,2.9683333333333333,2.9720354571614056,3.1523235881116096,2.962432287647328,3.1025770963879404,2.972068894699856,2.9637551335752983,3.170847395364242,3.012180194864231,3.0407798451149284,3.6211158282777984,3.049994725143535,3.213054416424493,3.069335302767278,3.0907939052734226,2.9663127528543494,3.5752638208338756,3.0255973626458244,2.9520890641007154,3.146213141651878,2.940511353855619
2021-05-06,3.0354545454545456,4.806075000000001,2.8025,2.9297916666666666,2.903611111111111,2.762291666666667,2.794166666666667,2.9781481481481484,2.99461708569852,3.1985134356861002,2.9822669781673663,3.137990927603852,2.9918496522688196,2.9782570149032344,3.214271274013549,3.0395511534700645,3.070669784591483,3.7263935115657723,3.0804585727961316,3.261202226964686,3.08889757175405,3.124188281286861,2.9833632693203906,3.6754566736894,3.0543012906966425,2.9687500415992827,3.1834899309146043,2.961135260627266
2021-05-07,3.0315530303030305,4.555424999999998,2.7447916666666665,2.8638541666666666,2.8306944444444446,2.700625,2.7368055555555557,2.9111111111111105,2.92240561704946,3.1069793970818043,2.9113592674448583,3.06461037382539,2.920701356892746,2.9094959285263853,3.1351083513797895,2.9646222797169317,2.9949854058406102,3.586943005984953,3.005520381795187,3.181201345038948,3.060851314255486,3.0535652722011046,2.9134830847837883,3.5388814671643116,2.9787152864561617,2.8995477680779924,3.1184074972129996,2.8907777730288133
2021-05-08,2.941818181818182,4.146599999999999,2.74,2.7800000000000002,2.77,2.715,2.74,2.9366666666666665,2.885305401517828,3.0182215155923138,2.887273921272878,2.977618217530717,2.8989488673453847,2.9120343339541575,3.027607154733688,2.9080433509199004,2.922020087312701,3.384977939282167,2.9280636300713008,3.0661989876028035,2.967129282121969,2.966728529901619,2.90402160485763,3.3502657708450836,2.917702299042212,2.8896447042244118,3.014730730923104,2.85548336621315
2021-05-09,2.941818181818182,4.146599999999999,2.74,2.7800000000000002,2.77,2.715,2.74,2.9366666666666665,2.885305401517828,3.0182215155923138,2.887273921272878,2.977618217530717,2.8989488673453847,2.9120343339541575,3.027607154733688,2.9080433509199004,2.922020087312701,3.384977939282167,2.9280636300713008,3.0661989876028035,2.967129282121969,2.966728529901619,2.90402160485763,3.3502657708450836,2.917702299042212,2.8896447042244118,3.014730730923104,2.85548336621315
2021-05-10,2.9441666666666673,4.161025000000001,2.743125,2.78625,2.7751388888888893,2.7177083333333334,2.742777777777778,2.939305555555555,2.889364269788359,3.023691760396787,2.891015549821087,2.9825539690650618,2.902647221019334,2.9151752960883788,3.033097411432542,2.912589898852438,2.9269500925472407,3.3935170971909314,2.933050505167302,3.071694593216676,2.9704440848561156,2.971602466574525,2.907436200000795,3.35849810204464,2.922346779109124,2.893042392015162,3.0195913379727397,2.8594843652761672
2021-05-11,3.0006060606060605,4.499750000000001,2.815,2.929583333333333,2.8929166666666664,2.779791666666666,2.8066666666666666,3.000277777777778,2.983255913442882,3.150765597844118,2.977546105074336,3.097337000147186,2.9881972034861892,2.9877866145094973,3.160901392097387,3.017846681856556,3.0411111186774664,3.5930620435392373,3.048579456661679,3.1999232470379226,3.0488063873040305,3.0849328265521065,2.9863960714544855,3.5507820717854375,3.0299120698117936,2.971587442260174,3.133110755198115,2.9519543195572324
2021-05-12,3.054886363636364,4.654566666666667,2.814791666666667,2.920416666666667,2.884305555555556,2.7754166666666666,2.8066666666666666,3.0061111111111107,2.995234886913465,3.1788769627863322,2.9880358742899173,3.1255825103859536,2.9989889736435584,2.9958030195868925,3.195109577625612,3.033212747505445,3.0584821574423895,3.663188217562259,3.0673109547966475,3.240837137505749,3.0963137570429016,3.112516100052527,2.9957052737288405,3.616352612629857,3.0465459036025573,2.9803432718542973,3.171734374955719,2.961907086496815
2021-05-13,3.01439393939394,4.539775,2.808958333333333,2.9302083333333333,2.9076388888888887,2.784791666666667,2.805277777777777,2.990925925925926,2.9852068514729275,3.15912348861226,2.9776977766992765,3.1066939394741726,2.9876856426681253,2.982970197966043,3.1719863862570046,3.022677306652221,3.0493556072127257,3.6123939932102758,3.057704432821356,3.2120289893307716,3.0616145198226987,3.0946891643978036,2.9837556375716456,3.5687351504696183,3.035497785239433,2.9694659807410932,3.1447806221611265,2.9534011186071134
2021-05-14,2.86375,4.544008333333334,2.779791666666666,2.9271875,2.9205555555555556,2.7775000000000003,2.7687500000000003,2.931944444444445,2.9539510031545015,3.1353785180629297,2.9418854665030105,3.0635007150483498,2.949439000199026,2.934752428313148,3.1291944125186424,2.994163120050989,3.022815694479932,3.5933845142909613,3.0294184859761386,3.161515800723664,2.9458190586736235,3.049974304542802,2.9406992562021563,3.5514539902355557,3.0066186817123146,2.928041179019905,3.080831580068635,2.9254788529257945
2021-05-15,2.845454545454545,4.1255999999999995,2.66,2.7474999999999996,2.703333333333333,2.7199999999999998,2.6633333333333336,2.848888888888889,2.8249964823684257,2.971919743506049,2.823680244850398,2.9168704029906163,2.8328331522996706,2.8355945183382105,2.969659212208922,2.849052883308482,2.862739411616441,3.343371432523281,2.8681305233458407,3.0065377842990273,2.882882534224439,2.904590779176381,2.832984159835778,3.3093089431559983,2.858961425789496,2.8201589762280355,2.949044334005896,2.796075395167943
2021-05-16,2.845454545454545,4.1255999999999995,2.66,2.7474999999999996,2.703333333333333,2.7199999999999998,2.6633333333333336,2.848888888888889,2.8249964823684257,2.971919743506049,2.823680244850398,2.9168704029906163,2.8328331522996706,2.8355945183382105,2.969659212208922,2.849052883308482,2.862739411616441,3.343371432523281,2.8681305233458407,3.0065377842990273,2.882882534224439,2.904590779176381,2.832984159835778,3.3093089431559983,2.858961425789496,2.8201589762280355,2.949044334005896,2.796075395167943
2021-05-17,2.855454545454546,4.142675000000002,2.668125,2.7565625,2.713611111111111,2.7270833333333337,2.671111111111111,2.857083333333333,2.8338722341452502,2.9817770770646157,2.832351815691954,2.92684567641821,2.8415217299415616,2.8439965165775476,2.9800209675367784,2.8583684063666346,2.8725093181435595,3.3557824748602854,2.878016754436278,3.0170691837862833,2.8929717884372983,2.914588248262329,2.841520108033508,3.321417600539864,2.8683847203452664,2.828635596214328,2.9593410734109047,2.804834977264211
2021-05-18,3.086704545454545,4.528508333333332,2.856041666666667,2.9644791666666666,2.9487500000000004,2.88875,2.8505555555555557,3.0466203703703707,3.0378106449047575,3.207253566540121,3.0317848742649676,3.1555856832630154,3.0414231932530003,3.037797213171914,3.217380786295337,3.0721437571255814,3.0964690027312773,3.638248294460408,3.1046185352846893,3.258301366962484,3.125575182213932,3.143887491144882,3.038152557843504,3.5970626237975516,3.0845680896459227,3.023857469235703,3.1956255164265417,3.0061763630542995
2021-05-19,3.114242424242424,4.371233333333333,2.876666666666667,2.9502083333333333,2.9175,2.8575,2.860277777777778,3.0678240740740743,3.030529925364235,3.1767060852367432,3.0287757728419287,3.1377539214426964,3.0401601813537313,3.0475429752242835,3.1935730574304246,3.0586765818297885,3.077067351924404,3.5686746490866748,3.0845154720239982,3.2339500679042863,3.136845119850446,3.127185790501511,3.0423061222211274,3.5304289103527218,3.069534267234093,3.0269671650796264,3.181573948755252,3.0005499350865654
2021-05-20,3.081439393939394,4.40365,2.7960416666666665,2.8938541666666664,2.856527777777778,2.7975,2.786388888888889,2.9886574074074073,2.9678656790218843,3.129049181576326,2.963358941901691,3.0904117813805376,2.9740149919535357,2.974887781998243,3.1514582312765054,3.0007709878809874,3.023651867634032,3.5488625879924767,3.0326012675766623,3.1950203043885006,3.1006132936729855,3.0799447749529114,2.9729061290015366,3.507211593889559,3.013043310848948,2.957917285525462,3.1412650183355497,2.936240206140951
2021-05-21,2.9609469696969692,4.4853749999999994,2.7027083333333337,2.804895833333333,2.771111111111111,2.7385416666666664,2.700138888888889,2.904675925925926,2.893865313664206,3.0741303548297134,2.8882565457495963,3.0183420013990205,2.898410911627696,2.895179859104961,3.084166770956051,2.9282342806179615,2.9506895175685037,3.5333726302883415,2.959014249693086,3.129992172466105,2.997240385228003,3.005266201382451,2.8952817837818356,3.489646933995486,2.9411149324776353,2.8804874559125047,3.0642835665092205,2.860475407536221
2021-05-22,2.794545454545455,4.2226,2.6500000000000004,2.6875000000000004,2.6433333333333335,2.7049999999999996,2.626666666666667,2.8588888888888886,2.8107417274659614,2.9638513860860405,2.8124089082024106,2.8947264033136055,2.8237472828790366,2.8349998438843356,2.9489000605693243,2.830522333349415,2.836853049054165,3.3631864093265524,2.8404772132975555,2.9899321822711658,2.842041062535665,2.8793060665351895,2.827979580329032,3.3284672607451284,2.8396633764385832,2.812201248607214,2.923484813945186,2.781149922048683
2021-05-23,2.794545454545455,4.2226,2.6500000000000004,2.6875000000000004,2.6433333333333335,2.7049999999999996,2.626666666666667,2.8588888888888886,2.8107417274659614,2.9638513860860405,2.8124089082024106,2.8947264033136055,2.8237472828790366,2.8349998438843356,2.9489000605693243,2.830522333349415,2.836853049054165,3.3631864093265524,2.8404772132975555,2.9899321822711658,2.842041062535665,2.8793060665351895,2.827979580329032,3.3284672607451284,2.8396633764385832,2.812201248607214,2.923484813945186,2.781149922048683
2021-05-24,2.8010227272727275,4.249908333333334,2.6539583333333336,2.6963541666666666,2.6529166666666666,2.705625,2.6318055555555553,2.861388888888889,2.8166662591626763,2.972540080283274,2.8176459365247877,2.9032861574166313,2.8288668043203367,2.838805911903502,2.9585732907549347,2.837644960701799,2.845121005275222,3.3784953571195433,2.8489983679154935,2.999830357842567,2.849457747781873,2.887874482551608,2.8324320393127635,3.3430146139546717,2.847053528628478,2.816746016222588,2.932514981303778,2.7868648121653923
2021-05-25,2.9432954545454546,4.878758333333334,2.7454166666666664,2.8992708333333335,2.8719444444444444,2.7216666666666667,2.75,2.920277777777778,2.9530825276168478,3.1723548370315933,2.938493075726499,3.0987281432179974,2.947067138204928,2.927258850947861,3.1794466817341407,3.0011748829645013,3.034414592443378,3.7302770472934714,3.043892203669017,3.225658424683569,3.0150139201972603,3.083296768622442,2.9355228830596545,3.6775134422701354,3.0166231667135035,2.9219023426173854,3.137641036700886,2.9184856723144814
2021-05-26,2.7900000000000005,4.898866666666667,2.753541666666666,2.8810416666666665,2.8387500000000006,2.7602083333333334,2.7481944444444437,2.9501388888888886,2.9555921423051874,3.171434286126124,2.9464181518985697,3.065463122874373,2.9562051049963585,2.946604323286685,3.142251252343744,2.9936872222149407,3.0137543571321506,3.723462522211118,3.018159042916106,3.1836231600312703,2.89993781741952,3.045004377930498,2.9498126697589235,3.675959588493394,3.0065776050931907,2.934894561652515,3.0786527515731037,2.9216310745196967
