,ARIZONA PUBLIC SERVICE COMPANY,CALIFORNIA INDEPENDENT SYSTEM OPERATOR,IDAHO POWER COMPANY,NEVADA POWER COMPANY,PACIFICORP - EAST,PACIFICORP - WEST,PORTLAND GENERAL ELECTRIC COMPANY,PUGET SOUND ENERGY,"CITY OF TACOMA, DEPARTMENT OF PUBLIC UTILITIES, LIGHT DIVISION",IMPERIAL IRRIGATION DISTRICT,PUD NO. 1 OF DOUGLAS COUNTY,PUBLIC SERVICE COMPANY OF COLORADO,BONNEVILLE POWER ADMINISTRATION,NORTHWESTERN ENERGY (NWMT),SALT RIVER PROJECT,LOS ANGELES DEPARTMENT OF WATER AND POWER,PUBLIC UTILITY DISTRICT NO. 1 OF CHELAN COUNTY,EL PASO ELECTRIC COMPANY,BALANCING AUTHORITY OF NORTHERN CALIFORNIA,PUBLIC SERVICE COMPANY OF NEW MEXICO,AVISTA CORPORATION,WESTERN AREA POWER ADMINISTRATION - DESERT SOUTHWEST REGION,TURLOCK IRRIGATION DISTRICT,WESTERN AREA POWER ADMINISTRATION UGP WEST,TUCSON ELECTRIC POWER COMPANY,SEATTLE CITY LIGHT,"PUBLIC UTILITY DISTRICT NO. 2 OF GRANT COUNTY, WASHINGTON",WESTERN AREA POWER ADMINISTRATION - ROCKY MOUNTAIN REGION
2019-01-14,2.553,4.643913043478259,3.04,3.3825000000000003,3.0999999999999996,3.095,3.0400000000000005,3.2722222222222226,3.2188058840049485,3.256352187570389,3.2272987467521754,3.2060825824067516,3.183200333169116,3.2248424437958607,2.7776066180510766,3.7632796860094713,3.234258498971747,3.200600648384892,3.3719057876788048,3.1728720953948524,3.2118057850860104,3.2600319716500854,3.7393590239801515,3.229190600340256,3.123543969499086,3.2437664465534133,3.2161034647742746,3.2162732150426665
2019-01-15,3.1259999999999994,5.261739130434783,3.8550000000000004,4.175,3.91,4.015,3.853333333333333,4.148888888888889,4.058363830210789,3.973762478639275,4.057516455483958,3.976705783533422,3.997545593972223,4.021031899957786,3.403551145856555,4.475676980771218,4.076167562467294,3.9481098644094477,4.159030695302132,3.915493589885744,4.026793172718786,3.9917312412903234,4.465835580002208,4.020907236713233,3.8250866711291662,4.097060633001853,4.043821929001558,3.994649488968041
2019-01-16,3.364,5.815434782608697,4.3100000000000005,4.7175,4.373333333333334,4.43,4.283333333333334,4.641111111111111,4.523322649653031,4.394216968119246,4.5210766537307245,4.4214847996846505,4.452197281944953,4.47589719694612,3.7038809983554137,4.9651409140544285,4.545673016940689,4.37598290272573,4.622087792474832,4.338307992648026,4.483549628563656,4.424541120462722,4.956083701993204,4.4744314497935145,4.219135279318084,4.573167884684184,4.503862385519994,4.444002871782213
2019-01-17,3.3890000000000002,5.753260869565217,4.475,4.875,4.673333333333334,4.545,4.463333333333334,4.694444444444445,4.626813984615197,4.483088237094275,4.628900346637481,4.572836473183433,4.588212598838157,4.611171478383021,3.755451693367854,5.019760741603003,4.6415494191818265,4.491087410385571,4.729743476541597,4.458061175047327,4.609431371097012,4.529910980827175,5.015888338209514,4.609469071229831,4.308097596119075,4.656162321573446,4.618447207969466,4.594837443306838
2019-01-18,3.0959999999999996,6.018913043478261,4.135,4.345,4.236666666666666,4.1850000000000005,4.116666666666666,4.342222222222222,4.289917468556775,4.223506977155013,4.2965378672573165,4.24143601825397,4.2582096039268995,4.285406257018211,3.465246580628162,4.906850862206017,4.304227622487266,4.190539051123508,4.456929658928718,4.1503392909638785,4.281240914656157,4.243528165961284,4.891251295842752,4.285532945806871,4.024854553837034,4.314043097239135,4.286567844101532,4.2629809222731865
2019-01-19,2.9399999999999995,4.990869565217391,3.66,4.345,3.816666666666667,3.7750000000000004,3.81,4.072222222222221,3.962902633328489,3.8446041261244615,3.95320284208696,3.868042006380632,3.8620149888500506,3.9055399966039706,3.2393165047284964,4.3253113087849275,3.979194094850275,3.8279574783366077,4.034413111003295,3.7963480333055197,3.9084410720245866,3.881810165806408,4.313917016280956,3.907144341029152,3.6953862980969707,4.007953300720432,3.9356648502841884,3.885826658981214
2019-01-20,2.9399999999999995,4.990869565217391,3.66,4.345,3.816666666666667,3.7750000000000004,3.81,4.072222222222221,3.962902633328489,3.8446041261244615,3.95320284208696,3.868042006380632,3.8620149888500506,3.9055399966039706,3.2393165047284964,4.3253113087849275,3.979194094850275,3.8279574783366077,4.034413111003295,3.7963480333055197,3.9084410720245866,3.881810165806408,4.313917016280956,3.907144341029152,3.6953862980969707,4.007953300720432,3.9356648502841884,3.885826658981214
2019-01-21,2.9399999999999995,4.990869565217391,3.66,4.345,3.816666666666667,3.7750000000000004,3.81,4.072222222222221,3.962902633328489,3.8446041261244615,3.95320284208696,3.868042006380632,3.8620149888500506,3.9055399966039706,3.2393165047284964,4.3253113087849275,3.979194094850275,3.8279574783366077,4.034413111003295,3.7963480333055197,3.9084410720245866,3.881810165806408,4.313917016280956,3.907144341029152,3.6953862980969707,4.007953300720432,3.9356648502841884,3.885826658981214
2019-01-22,2.9399999999999995,4.990869565217391,3.66,4.345,3.816666666666667,3.7750000000000004,3.81,4.072222222222221,3.962902633328489,3.8446041261244615,3.95320284208696,3.868042006380632,3.8620149888500506,3.9055399966039706,3.2393165047284964,4.3253113087849275,3.979194094850275,3.8279574783366077,4.034413111003295,3.7963480333055197,3.9084410720245866,3.881810165806408,4.313917016280956,3.907144341029152,3.6953862980969707,4.007953300720432,3.9356648502841884,3.885826658981214
2019-01-23,2.8200000000000003,5.021739130434782,3.475,3.7800000000000002,3.4399999999999995,3.6099999999999994,3.683333333333333,3.8833333333333337,3.777031740280032,3.645982992040074,3.757514800228358,3.613627788088649,3.657752942853245,3.6798828177950087,3.0873741245251156,4.168954211574611,3.7874235300963646,3.6092606594022105,3.832657412893741,3.5710476857976228,3.703845482052335,3.652353736211336,4.159537131414662,3.6789666901481137,3.493826260517231,3.8192218506197984,3.741166329225848,3.6343062283702183
2019-01-24,2.9530000000000003,5.022608695652174,3.425,3.66,3.5399999999999996,3.46,3.42,3.6277777777777778,3.5843645217415627,3.6317138230813737,3.5941429412544523,3.590900490970641,3.5560986561206502,3.599460556957399,3.1697320091575154,4.130891680528375,3.598503519637699,3.5786443169415105,3.7381276029071353,3.553465457819277,3.5826149500605813,3.632298645806825,4.1068884068006914,3.604541074729176,3.5026904399901797,3.6053134419239963,3.5841247249262373,3.599163716546819
2019-01-25,3.101,4.886086956521738,3.4250000000000003,3.5999999999999996,3.4766666666666666,3.485,3.4133333333333336,3.653333333333333,3.5911579538837004,3.6376896314280085,3.597191430636686,3.5759575796068606,3.5505204053959365,3.5883990115706403,3.2694352950391066,4.073747735842751,3.6069580797061547,3.5812051620796277,3.717059179881123,3.5582910862658763,3.578259635134759,3.6293179962131616,4.0511933870402785,3.593043456865805,3.5295276047475417,3.619263713381403,3.5853037893638655,3.5827165829113268
2019-01-26,3.015,4.547173913043479,3.3449999999999998,3.4450000000000003,3.313333333333333,3.445,3.33,3.652222222222222,3.535028994807392,3.4972398175235355,3.5291079770003417,3.44504342528416,3.457554570820657,3.479062888098321,3.1671196323806075,3.8685517474283015,3.5551105636153912,3.4550546279275576,3.5889640373439597,3.4311145032067882,3.488645193273409,3.4884255161829176,3.855296754501568,3.480296738236157,3.4001152787462376,3.583893583182463,3.5118953846677483,3.4553173620136457
2019-01-27,3.015,4.547173913043479,3.3449999999999998,3.4450000000000003,3.313333333333333,3.445,3.33,3.652222222222222,3.535028994807392,3.4972398175235355,3.5291079770003417,3.44504342528416,3.457554570820657,3.479062888098321,3.1671196323806075,3.8685517474283015,3.5551105636153912,3.4550546279275576,3.5889640373439597,3.4311145032067882,3.488645193273409,3.4884255161829176,3.855296754501568,3.480296738236157,3.4001152787462376,3.583893583182463,3.5118953846677483,3.4553173620136457
2019-01-28,3.015,4.547173913043479,3.3449999999999998,3.4450000000000003,3.313333333333333,3.445,3.33,3.652222222222222,3.535028994807392,3.4972398175235355,3.5291079770003417,3.44504342528416,3.457554570820657,3.479062888098321,3.1671196323806075,3.8685517474283015,3.5551105636153912,3.4550546279275576,3.5889640373439597,3.4311145032067882,3.488645193273409,3.4884255161829176,3.855296754501568,3.480296738236157,3.4001152787462376,3.583893583182463,3.5118953846677483,3.4553173620136457
2019-01-29,3.37,4.764782608695649,3.44,3.6025,3.52,3.5050000000000003,3.4033333333333338,3.672222222222222,3.6049392913333658,3.7025029455184453,3.6135962244647972,3.619464984997948,3.5665802280159564,3.6126466231727665,3.469370887052821,4.052968618548643,3.6231507847167643,3.6387076079098644,3.723676108419497,3.6233910393102446,3.595551104077123,3.685427228212712,4.026813031553631,3.6197265899294973,3.6264543439744035,3.635625365057579,3.6006357220897343,3.6197338861255526
2019-01-30,3.4259999999999997,4.630434782608695,3.5250000000000004,3.56,3.4533333333333336,3.575,3.4633333333333334,3.8199999999999994,3.692023904964393,3.7057664830459993,3.6881300989570427,3.619978932303194,3.6177128455637293,3.6422141048328895,3.5084281788096487,4.008477082451244,3.715252257389656,3.6509899510683566,3.737759691655549,3.6328821161020057,3.6476205272734346,3.6842599922926857,3.990483729069622,3.644977116183853,3.63778990613423,3.7457080761314465,3.669140733211606,3.624831382597017
2019-01-31,3.569,5.010434782608695,3.6750000000000003,3.8925,3.8200000000000003,3.71,3.6833333333333336,3.874444444444445,3.835424760073183,3.9428430879389906,3.845852218261756,3.8750242175661356,3.8073105626230928,3.859329219079268,3.683264970811427,4.301864455058521,3.848947682163005,3.8830579077387366,3.9682892463916013,3.8688183519935144,3.8356946967023156,3.931828664348035,4.274774252271352,3.867329119949149,3.8628508205361087,3.8545835099555426,3.8359492048690953,3.8745579137098916
2019-02-01,2.598,4.712826086956521,3.4450000000000003,3.4724999999999997,3.3266666666666667,3.5199999999999996,3.4066666666666667,3.8200000000000003,3.6417608934335464,3.4392399433710774,3.623098341413132,3.4444290783300886,3.5291197325488572,3.525566941309589,2.873561990101533,3.92982869018845,3.6668743953477385,3.424043726811208,3.646650529734416,3.3861340401520623,3.560316807272405,3.4477311322025326,3.929146378943148,3.5198538398797985,3.288287137537717,3.7137723898932684,3.600062938160775,3.468969588288972
2019-02-02,2.005,4.418260869565217,4.635,3.4299999999999997,3.32,4.83,4.203333333333333,6.041111111111111,5.039386986285605,3.579985577825066,4.875817223784972,3.785521935436751,4.456406330184652,4.2258749717329325,2.544953606431609,4.050538753194525,5.147196133139924,3.738291591198624,4.252076264350083,3.6376980592999995,4.52146870233072,3.6112455471147005,4.159143394038861,4.167125691321942,3.324100083116497,5.42873965735507,4.768242316205678,3.8888264557802676
2019-02-03,2.005,4.418260869565217,4.635,3.4299999999999997,3.32,4.83,4.203333333333333,6.041111111111111,5.039386986285605,3.579985577825066,4.875817223784972,3.785521935436751,4.456406330184652,4.2258749717329325,2.544953606431609,4.050538753194525,5.147196133139924,3.738291591198624,4.252076264350083,3.6376980592999995,4.52146870233072,3.6112455471147005,4.159143394038861,4.167125691321942,3.324100083116497,5.42873965735507,4.768242316205678,3.8888264557802676
2019-02-04,2.005,4.418260869565217,4.635,3.4299999999999997,3.32,4.83,4.203333333333333,6.041111111111111,5.039386986285605,3.579985577825066,4.875817223784972,3.785521935436751,4.456406330184652,4.2258749717329325,2.544953606431609,4.050538753194525,5.147196133139924,3.738291591198624,4.252076264350083,3.6376980592999995,4.52146870233072,3.6112455471147005,4.159143394038861,4.167125691321942,3.324100083116497,5.42873965735507,4.768242316205678,3.8888264557802676
2019-02-05,1.9069999999999996,6.651304347826088,9.850000000000001,5.257499999999999,5.113333333333333,10.09,8.18,14.369999999999997,10.91702011665515,5.955197930006105,10.346840595810452,6.65891287161227,8.955306445379156,8.119922797132162,3.3170684755466606,6.738109215837808,11.28412300793559,6.546278542371086,7.960610702617777,6.251723719344916,9.139030998264742,6.040709325123542,7.12687029713725,7.915151067988919,5.318505042680288,12.256189992783375,9.979758891080994,6.98838480733059
2019-02-06,2.036,9.085652173913042,11.575000000000001,6.637499999999999,6.453333333333333,11.905,9.726666666666668,16.503333333333334,12.759681305403193,7.2689348341384346,12.145869058173208,8.091616712380977,10.639117341898388,9.724956828617138,3.8461388040867486,8.549541851527266,13.160514394698197,7.914965943728058,9.652904632458345,7.56639419869665,10.837765378397485,7.386773446147149,8.973476977805907,9.498238159864526,6.438385627480818,14.212779445767016,11.748055735167831,8.469319248931471
2019-02-07,2.739,19.089347826086954,17.3,13.0275,11.966666666666667,19.465,15.753333333333336,22.804444444444442,19.06618631041855,12.561020143792481,18.426788681345325,13.752141866298757,16.84696118892236,15.800297276188918,6.090144569582883,15.914202288317878,19.456642525536246,13.31468644093332,16.322129837575815,12.785166383126162,17.07026603769298,12.838064545908425,16.42295239072423,15.5319232392196,10.984455064297919,20.515468518462185,18.042497967421053,14.269761820587249
2019-02-08,2.793,19.156739130434786,18.225,17.96,17.66333333333333,20.009999999999998,18.55666666666667,20.854444444444443,19.31285950561407,14.118350570630982,18.933386014506702,16.290603982861587,18.211060191625243,17.57155835384037,6.724490169433959,17.33865029068908,19.41156845542322,15.135916724369753,17.910147272070894,14.740871245286527,18.294759128203467,14.792317290857335,17.789439183476713,17.381019010828474,12.503741760507351,19.888126270004847,18.800836872345208,16.713001164094432
2019-02-09,2.5320000000000005,17.19217391304348,32.769999999999996,14.8525,14.933333333333335,34.11,26.983333333333334,49.30777777777777,36.54882063733238,17.331174951083916,34.3505306174692,20.330684109059565,29.204384058443488,25.903247393871432,7.733480821964568,19.423997618132177,37.855374117297146,19.79463012019277,25.04066565595156,18.70973746301595,29.83368527089524,17.718387708445036,20.996926109504905,25.10627089397934,15.07436694835556,41.47826124387946,33.01574902745941,21.58889929139602
2019-02-10,2.5320000000000005,17.19217391304348,32.769999999999996,14.8525,14.933333333333335,34.11,26.983333333333334,49.30777777777777,36.54882063733238,17.331174951083916,34.3505306174692,20.330684109059565,29.204384058443488,25.903247393871432,7.733480821964568,19.423997618132177,37.855374117297146,19.79463012019277,25.04066565595156,18.70973746301595,29.83368527089524,17.718387708445036,20.996926109504905,25.10627089397934,15.07436694835556,41.47826124387946,33.01574902745941,21.58889929139602
2019-02-11,2.5320000000000005,17.19217391304348,32.769999999999996,14.8525,14.933333333333335,34.11,26.983333333333334,49.30777777777777,36.54882063733238,17.331174951083916,34.3505306174692,20.330684109059565,29.204384058443488,25.903247393871432,7.733480821964568,19.423997618132177,37.855374117297146,19.79463012019277,25.04066565595156,18.70973746301595,29.83368527089524,17.718387708445036,20.996926109504905,25.10627089397934,15.07436694835556,41.47826124387946,33.01574902745941,21.58889929139602
2019-02-12,2.5149999999999997,9.180217391304348,23.61,6.202500000000001,6.026666666666666,24.330000000000005,17.7,39.02666666666667,27.085748405758995,11.010471493468517,25.11206435776094,12.572899656100216,20.304974613856125,17.423300501259334,5.505749510303775,11.630813528204609,28.353377184767922,12.782769840241714,16.543085288550607,11.902656060069242,20.932875526470923,10.969970911744939,12.91352561039194,16.745066195792486,9.611112617512843,31.715880184652526,23.840151211306498,13.588287789299986
2019-02-13,2.6,7.064565217391306,15.65,6.675000000000001,5.56,17.169999999999998,12.96,24.883333333333336,18.100291648249552,8.389425005887286,16.921962039575057,9.45465287900117,14.089857589626876,12.383631924095654,4.638800946206149,8.848550242150722,18.790618960704833,9.510685880434856,11.97482114136992,8.96550846741634,14.485311088668007,8.453493291771839,9.647459689673115,11.978893901487965,7.471447346761201,20.72098008811549,16.208738237302533,10.07948667390782
2019-02-14,2.5730000000000004,10.685652173913043,10.08,8.845,8.84,10.43,9.4,11.85,10.524003971445588,7.776272471803517,10.30085940553613,8.657455356053468,9.787778072908788,9.402748657880503,4.367624629045773,9.40418183591132,10.663828388715931,8.214447103914482,9.545988873968314,8.003687892996382,9.839109531525919,8.024348005724727,9.618519897772902,9.294848356521092,6.999953266473419,11.037542030395755,10.166919538059007,8.876448076566032
2019-02-15,2.5630000000000006,8.713260869565218,7.635,7.835000000000001,7.476666666666667,8.035,7.673333333333333,8.295555555555557,7.905944764531524,6.436233071836466,7.814231958925147,7.082045230901834,7.640954814006898,7.466651523019873,3.897442677614891,7.701074296898113,7.933421201493745,6.714788323895292,7.644504322330257,6.5826377042063635,7.656930667123751,6.655530476893214,7.819690891290328,7.4113434154227935,5.870461706494809,8.052291392298379,7.780993198878498,7.214353980280699
2019-02-16,2.6580000000000004,10.693913043478261,9.045,8.045,8.25,8.969999999999999,8.659999999999998,9.955555555555556,9.203178836696729,7.273000418657332,9.064170586387235,7.966811879287576,8.785899456877052,8.511882668484526,4.237699314488819,8.948242453963696,9.275656102526423,7.577769341094967,8.713556686305024,7.402478085367639,8.797510127265086,7.472687452871466,9.090300881545481,8.43338719017409,6.566605952238765,9.492310240432396,8.99040500695017,8.13792400832111
2019-02-17,2.6580000000000004,10.693913043478261,9.045,8.045,8.25,8.969999999999999,8.659999999999998,9.955555555555556,9.203178836696729,7.273000418657332,9.064170586387235,7.966811879287576,8.785899456877052,8.511882668484526,4.237699314488819,8.948242453963696,9.275656102526423,7.577769341094967,8.713556686305024,7.402478085367639,8.797510127265086,7.472687452871466,9.090300881545481,8.43338719017409,6.566605952238765,9.492310240432396,8.99040500695017,8.13792400832111
2019-02-18,2.6580000000000004,10.693913043478261,9.045,8.045,8.25,8.969999999999999,8.659999999999998,9.955555555555556,9.203178836696729,7.273000418657332,9.064170586387235,7.966811879287576,8.785899456877052,8.511882668484526,4.237699314488819,8.948242453963696,9.275656102526423,7.577769341094967,8.713556686305024,7.402478085367639,8.797510127265086,7.472687452871466,9.090300881545481,8.43338719017409,6.566605952238765,9.492310240432396,8.99040500695017,8.13792400832111
2019-02-19,2.6580000000000004,10.693913043478261,9.045,8.045,8.25,8.969999999999999,8.659999999999998,9.955555555555556,9.203178836696729,7.273000418657332,9.064170586387235,7.966811879287576,8.785899456877052,8.511882668484526,4.237699314488819,8.948242453963696,9.275656102526423,7.577769341094967,8.713556686305024,7.402478085367639,8.797510127265086,7.472687452871466,9.090300881545481,8.43338719017409,6.566605952238765,9.492310240432396,8.99040500695017,8.13792400832111
2019-02-20,3.2009999999999996,17.20130434782609,8.365,10.209999999999999,10.306666666666667,8.35,8.713333333333333,9.11111111111111,9.13617680238668,8.978046160435813,9.2010712038411,9.358522792865335,9.095882956900859,9.359800377284163,5.117868105115326,12.203062998451161,9.167372236513657,8.906529701570921,10.081962591906786,8.752110581720984,9.217083553081864,9.171907871534973,12.113200487883146,9.382158176032933,8.019793101846087,9.141990535880309,9.179935981982986,9.435304142209622
2019-02-21,2.678,19.579347826086956,8.445,10.4725,9.86,8.665,8.443333333333333,8.936666666666667,9.108948982855178,9.240075852824145,9.231461705681863,9.416528415758243,9.22985390427274,9.486235187896376,4.83219320170601,13.198465636557863,9.144516042022229,9.036628106148417,10.483387162017266,8.836353892255813,9.3207313415949,9.404055435771877,13.072047372028035,9.508810613839973,8.107700661897209,9.064893333419118,9.22657092272096,9.510296077704075
2019-02-22,2.76,11.861739130434783,5.66,7.115,6.150000000000001,5.674999999999999,6.533333333333334,6.376666666666666,6.422453071055319,6.280194557529748,6.416160327785509,6.286137855670957,6.263534670564782,6.403906190797252,3.9102555708442646,8.426687548634831,6.410015496981635,6.151762899459586,6.976427615754657,6.02502323076423,6.379422317636432,6.355112721479805,8.364122288056436,6.412773038188558,5.661405076880993,6.40620277037552,6.404997904775137,6.34848083714819
2019-02-23,2.4789999999999996,6.942391304347827,9.625,4.4425,4.2299999999999995,9.965,7.766666666666666,14.528888888888888,10.830640943111131,5.91205005151358,10.235907597790476,6.34842557830555,8.732972995522207,7.873582201213392,3.661721578552488,6.6815193657553005,11.232876340435906,6.402271310754732,7.770678589764001,6.098190978003092,8.945107636314525,5.899532262767162,7.05597674465531,7.667170308669079,5.32622611842815,12.26875440930812,9.838125372359027,6.675201734594202
2019-02-24,2.4789999999999996,6.942391304347827,9.625,4.4425,4.2299999999999995,9.965,7.766666666666666,14.528888888888888,10.830640943111131,5.91205005151358,10.235907597790476,6.34842557830555,8.732972995522207,7.873582201213392,3.661721578552488,6.6815193657553005,11.232876340435906,6.402271310754732,7.770678589764001,6.098190978003092,8.945107636314525,5.899532262767162,7.05597674465531,7.667170308669079,5.32622611842815,12.26875440930812,9.838125372359027,6.675201734594202
