name,typ,node,maxcap,heat_rate,mincap,var_om,no_load,st_cost,ramp,minup,mindn
ARLINGTON,ngcc,bus_40844,3236.4900000000007,3.3211280914,962.6200000000002,3,9709.470000000001,226554.30000000005,3236.4900000000007,4,4
GILBERT,ngcc,bus_40844,884.0,5.0414216625,246.22,3,2652.0,61880.0,884.0,4,4
TONOPAH,ngcc,bus_40844,1509.8799999999994,4.177264254333333,432.69,3,4529.6399999999985,105691.59999999996,1509.8799999999994,4,4
GILABEND,ngcc,bus_40844,2805.5599999999995,4.138723558833333,964.7899999999998,3,8416.679999999998,196389.19999999995,2805.5599999999995,4,4
COCHISE,coal,bus_40844,660.68,8.571841746142857,160.31,4,1982.04,46247.6,218.02439999999999,12,12
TUCSON,coal,bus_40844,558.5,8.173080833833334,189.11,4,1675.5,39095.0,184.305,12,12
CHANDLER,ngcc,bus_40844,726.0,4.815250677666666,184.71,3,2178.0,50820.0,726.0,4,4
BOARDMAN,coal,bus_13504,929.2,4.656808065,288.65,4,2787.6000000000004,65044.0,306.636,12,12
HERMISTON,ngcc,bus_13504,1310.6,4.969422978714285,566.03,3,3931.7999999999997,91742.0,1310.6,4,4
GOLDENDALE,ngcc,bus_13504,284.3,4.87330254,60.76,3,852.9000000000001,19901.0,284.3,4,4
MCKITTRICK,ngcc,bus_25289,1645.3000000000002,4.994242279625,522.37,3,4935.900000000001,115171.00000000001,1645.3000000000002,4,4
RANCHOCUCAMONGA,ngcc,bus_25289,715.8,5.078227277,204.17,3,2147.3999999999996,50106.0,715.8,4,4
VICTORVILLE,ngcc,bus_25289,872.0,3.9364097982000006,314.97,3,2616.0,61040.0,872.0,4,4
SUNVALLEY,ngcc,bus_25289,690.5,3.68334160975,169.24,3,2071.5,48335.0,690.5,4,4
FELLOWS,ngcc,bus_25289,878.5,3.969271567857143,215.50000000000003,3,2635.5,61495.0,878.5,4,4
BURBANK,ngcc,bus_25289,557.8000000000001,3.7782816782,126.12,3,1673.4,39046.00000000001,557.8000000000001,4,4
REDLANDS,ngcc,bus_25289,1036.8,4.9389776865,235.49,3,3110.3999999999996,72576.0,1036.8,4,4
LEBEC,ngcc,bus_25289,853.2,4.901964121000001,309.9,3,2559.6000000000004,59724.0,853.2,4,4
DESERTHOTSPRINGS,ngcc,bus_25289,807.1800000000002,4.122906826428571,218.66,3,2421.5400000000004,56502.60000000001,807.1800000000002,4,4
LAPUENTE,ngcc,bus_25289,500.0,4.6084577114,152.42,3,1500.0,35000.0,500.0,4,4
COLTON,ngcc,bus_25289,150.1,3.540883570666667,51.04,3,450.29999999999995,10507.0,150.1,4,4
LOSANGELES,ngcc,bus_25289,170.79,3.3167206580000004,63.87,3,512.37,11955.3,170.79,4,4
NORWALK,ngcc,bus_25289,65.14999999999999,2.337893297,16.78,3,195.45,4560.499999999999,65.14999999999999,4,4
ONTARIO,ngcc,bus_25289,114.6,3.197729442,36.64,3,343.79999999999995,8022.0,114.6,4,4
RIVERSIDE,ngcc,bus_25289,236.0,2.309525441625,88.33,3,708.0,16520.0,236.0,4,4
DELANO,ngcc,bus_25289,105.5,4.675263775,27.26,3,316.5,7385.0,105.5,4,4
BORON,ngcc,bus_25289,231.9,4.673755437,63.12,3,695.7,16233.0,231.9,4,4
BAKERSFIELD,ngcc,bus_25289,669.2099999999998,4.046254279166667,200.45,3,2007.6299999999994,46844.69999999999,669.2099999999998,4,4
NEWHALL,ngcc,bus_25289,161.10000000000002,3.122023387,55.3,3,483.30000000000007,11277.000000000002,161.10000000000002,4,4
PASADENA,ngcc,bus_25289,89.3,5.129473378,34.980000000000004,3,267.9,6251.0,89.3,4,4
GLENDALE,ngcc,bus_25289,300.92,4.061987424874999,80.66,3,902.76,21064.4,300.92,4,4
TAFT,ngcc,bus_25289,56.3,3.081503552,9.19,3,168.89999999999998,3941.0,56.3,4,4
CORONA,ngcc,bus_25289,96.0,3.081834884333334,22.33,3,288.0,6720.0,96.0,4,4
TRONA,coal,bus_25289,92.49,8.418172041000002,26.66,4,277.46999999999997,6474.299999999999,30.5217,12,12
WHITTIER,ngcc,bus_25289,59.88,3.40667667975,27.450000000000003,3,179.64000000000001,4191.6,59.88,4,4
DELTA,coal,bus_50024,1654.0,8.517034100250001,221.07,4,4962.0,115780.0,545.82,12,12
