ORISPL,PNAME,PLNOXAN,PLSO2AN,PLCO2AN,PLN2OAN,PLNOXRTA,PLSO2RTA,PLCO2RTA,PLN2ORTA
61199,T0588 Phoenix - AZ,,,,,,,,
57391,TAA Solar Facility,,,,,,,,
59455,Tech Park Solar,,,,,,,,
7998,Tri Cities,,,,,,,,
57392,UASTP I,,,,,,,,
58516,Union HS at Casa Grande,,,,,,,,
54594,University of Arizona - Biosphere 2,1,0,40,0,40.190,1.876,"1,911.190",0.010
6515,Valencia,6,0,"2,245",8,3.976,0.040,"1,475.715",0.003
59454,Valencia Solar,,,,,,,,
58517,Vista Grande HS at Casa Grande,,,,,,,,
7164,Waddell,,,,,0.000,0.000,0.000,0.000
57939,Walmart Casa Grande,,,,,,,,
56358,Western Renewable Energy,,,,,,,,
60572,White Wing Solar,,,,,,,,
120,Yucca Power Plant,271,2,"301,375","1,173",1.187,0.007,"1,319.573",0.003
54694,Yuma Cogeneration Associates,13,0,"18,153",68,0.650,0.005,879.142,0.002
57310,1420 Coil Av #C,,,,,,,,
58918,2081 Terzian Solar Project,,,,,,,,
58920,2097 Helton Solar Project,,,,,,,,
58919,2127 Harris Solar Project,,,,,,,,
57871,2555 E Olympic Bl,,,,,,,,
52162,85 A,,,,,,,,
52163,85 B,,,,,,,,
293,A G Wishon,,,,,,,,
61501,ABEC #2 dba West-Star Dairy,209,0,0,20,59.790,0.078,0.000,0.003
61502,ABEC #3 dba Lakeview Dairy,175,0,0,16,57.110,0.074,0.000,0.003
61503,ABEC #4 dba CE&S Dairy,182,0,0,16,52.182,0.066,0.000,0.002
58699,ABEC Bidart-Old River LLC,366,0,0,31,62.348,0.073,0.000,0.003
62874,Acorn I Energy Storage LLC,,,,,,,,
59440,"Adelanto Solar II, LLC",,,,,,,,
57305,Adelanto Solar Project,,,,,,,,
59441,"Adelanto Solar, LLC",,,,,,,,
60027,Adera Solar,,,,,,,,
57811,Adobe San Jose,,,,16,,,,0.002
57651,Adobe Solar,,,,,,,,
55184,Aera San Ardo Cogen Facility,42,0,"15,987",60,1.731,0.018,651.977,0.001
55185,Aera South Belridge Cogen Facility,,,,,,,,
57697,Aerojet I,,,,,,,,
57698,Aerojet II,,,,,,,,
61718,Aerolease,,,,,,,,
315,AES Alamitos,50,4,"755,497","2,723",0.104,0.008,"1,576.744",0.003
62115,AES Alamitos Energy Center,,,,,,,,
61204,"AES ES ALAMITOS, LLC",,,,,,,,
335,AES Huntington Beach,26,1,"223,597",812,0.161,0.007,"1,399.571",0.003
62116,AES Huntington Beach Energy Project,,,,,,,,
356,AES Redondo Beach,12,1,"213,743",790,0.089,0.008,"1,557.284",0.003
50748,Agnews Power Plant,24,0,"8,852",33,2.981,0.031,"1,120.486",0.002
55951,Agua Mansa Power,1,0,"5,140",20,0.209,0.008,"1,307.454",0.003
52158,Aidlin Geothermal Power Plant,0,0,"13,546",,0.003,0.001,237.303,
7450,Alameda,22,0,"8,413",32,4.627,0.048,"1,759.545",0.003
905,Alamo,,,,,,,,
59469,Alamo Solar,,,,,,,,
57564,Algonquin Power Sanger,10,0,"75,070",272,0.110,0.004,852.395,0.002
60242,"Algonquin SKIC 10 Solar, LLC",,,,,,,,
59412,Algonquin SKIC20 Solar LLC,,,,,,,,
62546,Almond,,,,,,,,
7315,Almond Power Plant,9,1,"104,927",399,0.104,0.006,"1,236.097",0.002
58003,Alpaugh 50,,,,,,,,
58002,Alpaugh North,,,,,,,,
57295,Alpine Solar,,,,,,,,
55352,Alta Mesa Project Phase IV,,,,,,,,
214,Alta Powerhouse,,,,,,,,
57282,Alta Wind Energy Center I,,,,,,,,
57291,Alta Wind Energy Center II,,,,,,,,
57292,Alta Wind Energy Center III,,,,,,,,
57293,Alta Wind Energy Center IV,,,,,,,,
57294,Alta Wind Energy Center V,,,,,,,,
57835,Alta Wind VIII,,,,,,,,
58394,Alta Wind X,,,,,,,,
58395,Alta Wind XI,,,,,,,,
50300,AltaGas Pomona Energy Inc.,,,,0,0.000,0.000,0.000,0.000
50299,AltaGas Ripon Energy Inc.,15,0,"5,820",22,3.101,0.032,"1,179.610",0.002
50571,Altamont Gas Recovery,0,12,0,0,0.000,0.605,0.000,0.000
50001,Altamont Midway Ltd,,,,,,,,
50485,Altech III,,,,,,,,
54242,Alvarado Hydro Facility,,,,,,,,
61377,Amazon - Patterson PV,,,,,,,,
59800,Amazon San Bernardino,,,,11,,,,0.002
50964,Amedee Geothermal Venture I,,,,,,,,
57771,Ameresco Butte County,0,2,0,0,0.000,0.304,0.000,0.000
56898,Ameresco Chiquita Canyon,0,11,0,0,0.000,0.478,0.000,0.000
58437,Ameresco Forward,0,5,0,0,0.000,0.324,0.000,0.000
58397,Ameresco Johnson Canyon,0,2,0,0,0.000,0.358,0.000,0.000
56897,Ameresco Keller Canyon,0,5,0,0,0.000,0.342,0.000,0.000
56895,Ameresco Ox Mountain,0,15,0,0,0.000,0.344,0.000,0.000
58436,Ameresco San Joaquin,0,6,0,0,0.000,0.333,0.000,0.000
56428,Ameresco Santa Cruz Energy,0,4,0,0,0.000,0.398,0.000,0.000
58435,Ameresco Vasco Road,0,6,0,0,0.000,0.335,0.000,0.000
62687,American Canyon Solar,,,,,,,,
60777,"American Kings Solar, LLC",,,,,,,,
56706,Ampersand Chowchilla Biomass LLC,24,0,35,"11,328",0.729,0.005,1.051,0.169
7693,Anaheim Combustion Turbine,3,0,"20,815",81,0.180,0.006,"1,073.758",0.002
59416,Anaheim Solar Energy Plant,,,,,,,,
215,Angels,,,,,,,,
59331,Anheuser-Busch #2,,,,,,,,
60279,Antelope Big Sky Ranch,,,,,,,,
60186,Antelope DSR 1,,,,,,,,
60187,Antelope DSR 2,,,,,,,,
61265,Antelope DSR 3,,,,,,,,
62320,Antelope Expansion 1B,,,,,,,,
61264,Antelope Expansion 2,,,,,,,,
62673,Antelope Expansion 3A,,,,,,,,
62674,Antelope Expansion 3B,,,,,,,,
59610,"AP North Lake I, LP",,,,,,,,
62577,APP Prune A-D,,,,,,,,
59557,Apple Campus 2 Fuel Cell,,,,0,,,,0.000
59473,Apple Campus 2 PV,,,,,,,,
62547,Aquamarine,,,,,,,,
10684,Argus Cogen Plant,177,0,"169,867","5,553",1.198,0.002,"1,148.578",0.019
58445,Arrache 4006,,,,,,,,
58446,Arrache 4013,,,,,,,,
58447,Arrache 8083,,,,,,,,
59737,Aspiration G,,,,,,,,
58889,ASTI,,,,,,,,
61154,AT&T Anaheim,,,,15,,,,0.001
61153,AT&T Holger,,,,16,,,,0.001
62573,ATT  Kelvin,,,,,,,,
62574,ATT Van Nyus,,,,12,,,,0.001
58366,Atwell Island,,,,,,,,
59414,Atwell Island West Solar,,,,,,,,
57378,AV Solar Ranch One,,,,,,,,
57359,Avenal Park,,,,,,,,
60085,AVS Lancaster 1,,,,,,,,
58039,Axium Modesto Solar,,,,,,,,
6449,Azusa,,,,,,,,
50200,B Braun Medical,34,0,"12,773",48,1.698,0.017,637.591,0.001
10650,Badger Creek Limited,44,0,"3,057",12,11.674,0.004,809.167,0.002
59428,Baker Creek Hydroelectric,,,,,,,,
59948,Bakersfield 111,,,,,,,,
57655,Bakersfield College Solar 01,,,,,,,,
61118,Bakersfield Industrial PV 1,,,,,,,,
61117,Bakersfield PV 1,,,,,,,,
217,Balch 1,,,,,,,,
218,Balch 2,,,,,,,,
56474,Barre Generating Station,2,0,"20,029",75,0.124,0.006,"1,209.116",0.002
60481,"Bayshore Solar A, LLC",,,,,,,,
60474,"Bayshore Solar B, LLC",,,,,,,,
60475,"Bayshore Solar C, LLC",,,,,,,,
61431,Beacon BESS 1,,,,,0.000,0.000,0.000,0.000
59309,Beacon Solar Plant Site 2,,,,,,,,
59308,Beacon Solar Plant Site 5,,,,,,,,
10469,Bear Canyon Power Plant,,,,,,,,
50156,Bear Creek,,,,,,,,
58508,Bear Creek Solar,,,,,,,,
10649,Bear Mountain Limited,207,0,"14,372",58,11.596,0.004,803.689,0.002
457,Bear Valley,,,,,,,,
56346,Bear Valley Power Plant,11,0,457,2,379.750,0.450,"16,316.500",0.031
414,Beardsley,,,,,,,,
219,Belden,,,,,,,,
58890,Beringer,,,,,,,,
50170,Berry Cogen,246,3,"93,014",351,1.680,0.017,634.850,0.001
50622,Berry Cogen Tanne Hills 18,91,1,"34,326",129,2.019,0.021,763.162,0.001
62176,Berry NMW Cogens,81,1,"30,797",116,4.145,0.043,"1,567.081",0.003
52096,Berry Placerita Cogen,256,3,"96,886",365,1.733,0.018,655.058,0.001
10880,Bidwell Ditch Project,,,,,,,,
317,Big Creek 1,,,,,,,,
318,Big Creek 2,,,,,,,,
322,Big Creek 2A,,,,,,,,
319,Big Creek 3,,,,,,,,
320,Big Creek 4,,,,,,,,
321,Big Creek 8,,,,,,,,
10282,Big Creek Water Works,,,,,,,,
391,Big Pine Creek,,,,,,,,
10288,Big Valley Power LLC,,,,,,,,
54296,Biola University,99,0,"4,327",16,13.911,0.017,606.487,0.001
323,Bishop Creek 2,,,,,,,,
324,Bishop Creek 3,,,,,,,,
325,Bishop Creek 4,,,,,,,,
326,Bishop Creek 5,,,,,,,,
327,Bishop Creek 6,,,,,,,,
7229,Black Butte,,,,,,,,
57477,Black Rock I,,,,,,,,
57478,Black Rock II,,,,,,,,
57479,Black Rock III,,,,,,,,
56090,Blacksand Generating Facility,37,0,"25,726",97,2.743,0.011,"1,885.768",0.004
59524,Blackwell Solar Park,,,,,,,,
10764,Blue Lake Power LLC,0,0,0,0,,,,
62077,Blue Shld Of Cal- El Dorado Hlls Mtr B,,,,,,,,
55295,Blythe Energy,72,6,"1,200,143","4,378",0.054,0.004,890.354,0.002
60093,"Blythe Solar 110, LLC",,,,,,,,
60092,"Blythe Solar II, LLC",,,,,,,,
60094,"Blythe Solar III, LLC",,,,,,,,
60095,"Blythe Solar IV, LLC",,,,,,,,
61845,Bolthouse Farms Fuel Cell,,,,,,,,
56862,Bolthouse S&P and Rowen Farms Solar,,,,,,,,
59531,Borden Solar Farm,,,,,,,,
328,Borel,,,,,0.000,0.000,0.000,0.000
60565,Borrego Springs Energy Storage,,,,,0.000,0.000,0.000,0.000
902,Bottle Rock Power,,,,,,,,
59461,"Bowerman Power LFG, LLC",0,27,0,0,0.000,0.348,0.000,0.000
50546,Bowman,,,,,,,,
50179,Box Canyon Dam,,,,,,,,
50540,BP Carson Refinery,,,,,,,,
383,Brawley,,,,,,,,
58007,Brea Expansion Plant,0,39,0,0,0.000,0.316,0.000,0.000
56820,Britton Powerhouse,,,,,,,,
57580,Broadridge Cogen,168,0,"7,302",28,29.709,0.035,"1,292.192",0.002
420,Broadway (CA),,,,,,,,
57962,Brookfield Tehachapi 1,,,,,,,,
57180,Buckeye Geothermal Power Plant,,,,,,,,
220,Bucks Creek,,,,,,,,
58472,Buena Vista Biomass Power,0,0,0,0,,,,
56446,Buena Vista Energy LLC,,,,,,,,
60154,Buidling L,,,,,,,,
60151,Building F,,,,,,,,
60153,Building G,,,,,,,,
10706,Burney Creek,,,,,,,,
10652,Burney Forest Products,123,27,"5,792","19,930",1.215,0.266,57.258,0.099
221,Butt Valley,,,,,,,,
57970,Butte College Main Campus Solar,,,,,,,,
52147,C P Kelco San Diego Plant,72,1,"26,870",101,1.768,0.018,658.665,0.001
58251,C&H Sugar Plant,,,,,,,,
60428,CA Dept of Public Health at Richmond,,,,,,,,
60033,"CA Flats Solar 130, LLC",,,,,,,,
60034,"CA Flats Solar 150, LLC",,,,,,,,
56011,Cabazon Wind Partners,,,,,,,,
302,Cabrillo Power I Encina Power Station,38,2,"310,156",994,0.251,0.011,"2,073.782",0.003
57163,Calabasas Gas to Energy Facility,0,9,0,0,0.000,0.523,0.000,0.000
10262,California Institute of Technology,75,1,"28,091",106,1.655,0.017,623.789,0.001
59283,California PV Energy at ISD WWTP,,,,,,,,
57544,California State University San Bernardi,,,,10,,,,0.001
57439,California Valley Solar Ranch,,,,,,,,
59088,Calipatria Solar Farm,,,,,,,,
50066,Calistoga Power Plant,1,0,"59,415",,0.003,0.001,237.303,
55510,CalPeak Power - Border,1,0,"7,351",28,0.123,0.007,"1,291.837",0.002
55513,CalPeak Power - Enterprise,1,0,"7,754",30,0.147,0.007,"1,266.857",0.002
55508,CalPeak Power - Panoche,1,0,"9,116",40,0.064,0.004,714.632,0.002
55499,CalPeak Power - Vaca Dixon,1,0,"7,170",28,0.111,0.007,"1,264.603",0.002
10034,"Calpine Gilroy Cogen, LP",9,0,"43,583",166,0.166,0.004,848.902,0.002
55112,Calpine Sutter Energy Center,24,1,"261,224",990,0.081,0.004,886.231,0.002
56768,CalRenew-1,,,,,,,,
57460,Caltech Central,,,,13,,,,0.002
537,Camanche,,,,,,,,
10586,Cameron Ridge LLC,,,,,,,,
430,Camino,,,,,,,,
531,Camp Far West,,,,,,,,
58467,Campo Verde Solar,,,,,,,,
57522,Cantua Solar Station,,,,,,,,
60568,Canyon Crest Academy,,,,,0.000,0.000,0.000,0.000
57027,Canyon Power Plant,8,1,"115,667",427,0.092,0.006,"1,271.966",0.002
222,Caribou 1,,,,,,,,
223,Caribou 2,,,,,,,,
59002,Carlsbad Energy Center,198,2,"75,249",284,2.994,0.031,"1,134.991",0.002
7527,Carson Cogeneration,11,1,"163,496",619,0.059,0.005,888.283,0.002
10169,Carson Cogeneration Company,,,,,,,,
61801,"Cascade Energy Storage, LLC",,,,,,,,
58590,Cascade Solar,,,,,,,,
392,Castaic,,,,,,,,
57870,Castle Rock Vineyards,,,,,,,,
60277,Castor Solar,,,,,,,,
59334,"Catalina Solar 2, LLC",,,,,,,,
57708,Catalina Solar LLC,,,,,,,,
58440,CBS Studio Center,,,,18,,,,0.002
58253,CBS Television City,,,,,,,,
57573,CCCSD Wastewater Treatment Plnt,20,0,"7,550",28,1.826,0.019,692.984,0.001
61620,CDCR (CA) - Corcoran State Prison,,,,,,,,
59748,CDCR (CA) - Pleasant Valley State Prison,,,,,,,,
61619,CDCR (CA) - Solano State Prison,,,,,,,,
61621,CDCR (CA) - Wasco State Prison,,,,,,,,
10631,CE Leathers,0,153,"26,304",,0.000,0.935,160.340,
55984,CE Turbo LLC,0,37,"6,308",,0.000,0.935,160.340,
60670,CE&P Imperial Valley 1,,,,,,,,
60077,CED Avenal,,,,,,,,
60078,CED Ducor 1,,,,,,,,
60079,CED Ducor 2,,,,,,,,
60080,CED Ducor 3,,,,,,,,
60081,CED Ducor 4,,,,,,,,
56475,Center Generating Station,1,0,"10,736",40,0.109,0.007,"1,444.758",0.003
224,Centerville PH,,,,,,,,
58430,Centinela Solar Energy,,,,,,,,
60281,Central Antelope Dry Ranch B LLC,,,,,,,,
59963,Central Antelope Dry Ranch C,,,,,,,,
10048,Central Utilities Plant LAX,,,,,,,,
58258,Central Utilities Plant LAX 2,24,0,"9,122",34,1.576,0.016,595.917,0.001
58978,Central Valley Ag Power,39,0,0,1,202.658,0.100,0.000,0.004
55934,Century Generating Facility,3,0,"1,170",4,4.923,0.051,"1,847.791",0.003
10677,CES Placerita Power Plant,,,,,,,,
62378,CFW Solar X LLC - Vaughn,,,,,,,,
62150,Chaffey College Rancho Cucamonga Campus,,,,,,,,
50003,Chalk Cliff Limited,17,0,"6,436",24,2.214,0.023,841.288,0.002
56821,Chalk Mountain Powerhouse,,,,,,,,
412,Chicago Park,,,,,,,,
10175,Childrens Hospital,30,0,"11,347",43,2.230,0.024,843.211,0.002
225,Chili Bar,,,,,,,,
56185,Chowchilla II,259,0,"11,171",42,28.145,0.033,"1,212.288",0.002
58506,Chuckawalla Solar,,,,,,,,
57011,Chuckawalla Valley State Prison,,,,,,,,
55540,Chula Vista Energy Center,0,0,"3,561",11,0.274,0.013,"2,319.935",0.004
59183,"CID Solar, LLC",,,,,,,,
59738,Citizen B,,,,,,,,
62052,Citizens Imperial Solar,,,,,,,,
58525,City of Hayward WWTP,172,0,46,19,32.102,0.049,8.639,0.002
57682,City of Madera WWTP,,,,,,,,
57714,City of Palo Alto,1,0,23,0,34.581,0.052,"1,500.645",0.003
59329,City of Soledad Water Reclamation,,,,,,,,
59395,City of Tulare Water Facility,,,,,,,,
10623,Civic Center,82,1,"32,833",124,1.588,0.017,637.774,0.001
50128,Clear Lake Hydro Project,,,,,,,,
56356,Clearwater Power Plant,16,0,"6,163",23,2.183,0.023,825.417,0.002
60813,Cloverdale Solar Center,,,,,,,,
58949,Cloverdale Solar I,,,,,,,,
6060,Coachella,7,0,"2,685",11,4.961,0.052,"1,924.857",0.004
226,Coal Canyon,,,,,,,,
52086,Coalinga 25D Cogen,57,1,"21,540",81,1.595,0.016,603.190,0.001
52083,Coalinga 6C Cogen,,,,,,,,
50131,Coalinga Cogeneration Facility,,,,,,,,
50750,Coalinga Cogeneration Facility,41,0,"15,443",58,1.701,0.017,634.565,0.001
57807,Coca Cola American Canyon,,,,3,,,,0.002
58379,Cold Canyon 1,0,2,0,0,0.000,0.400,0.000,0.000
227,Coleman PH,,,,,,,,
454,Colgate,,,,,,,,
60825,Colgreen North Shore Solar Farm,,,,,,,,
54555,Collierville Powerhouse,,,,,,,,
10661,Collins Pine Project,5,1,0,469,1.098,0.144,0.000,0.053
59798,Colon PV,,,,,,,,
59597,"Colton Solar One, LLC",,,,,,,,
59598,"Colton Solar Two, LLC",,,,,,,,
58502,Columbia 3,,,,,,,,
59979,"Columbia Solar Energy, LLC",,,,,,,,
56532,Colusa Generating Station,49,6,"1,281,242","4,767",0.033,0.004,858.080,0.002
846,Combie South,,,,,,,,
10090,Commerce Refuse To Energy,55,39,"27,412","4,611",3.053,2.170,"1,523.207",0.128
58545,Community Solar 1,,,,,,,,
59264,Con Dios Solar 11,,,,,,,,
59263,Con Dios Solar 3,,,,,,,,
393,Control Gorge,,,,,,,,
329,Coolwater,,,,,,,,
294,Copco 1,,,,,,,,
295,Copco 2,,,,,,,,
54299,Coram Energy LLC,,,,,,,,
54298,Coram Energy LLC (ECT),,,,,,,,
54750,Coram Tehachapi,,,,,,,,
60450,Corcoran,,,,,,,,
58374,Corcoran Solar,,,,,,,,
59413,Corcoran Solar 2,,,,,,,,
59900,Corcoran Solar 3,,,,,,,,
61475,"CoreSite Real Estate 1656 McCarthy, L.P.",,,,,,,,
61476,"CoreSite Real Estate 2901 Coronado, L.P.",,,,,,,,
61464,"CoreSite Real Estate 2972 Stender, L.P.",,,,,,,,
61482,"CoreSite Real Estate 3032 Coronado, L.P.",,,,,,,,
61474,CoreSite Real Estate 55 S. Market Street,,,,,,,,
480,Corona,,,,,,,,
10635,"Corona Energy Partners, Ltd",,,,,,,,
59638,Coronal Lost Hills,,,,,,,,
59536,Coronus Adelanto West 1,,,,,,,,
59537,Coronus Adelanto West 2,,,,,,,,
10875,Coso Energy Developers,0,133,"22,833",,0.000,0.935,160.340,
10873,Coso Finance Partners,0,225,"38,549",,0.000,0.935,160.340,
10874,Coso Power Developers,0,192,"32,879",,0.000,0.935,160.340,
55970,Cosumnes Power Plant,74,7,"1,421,280","5,066",0.043,0.004,836.348,0.001
394,Cottonwood,,,,,,,,
59087,"Cottonwood Solar, LLC (City of Corcoran)",,,,,,,,
59086,"Cottonwood Solar, LLC (Goose Lake)",,,,,,,,
59703,"Cottonwood Solar, LLC Cottonwood Carport",,,,,,,,
62242,County of San Diego SBRC,,,,,,,,
10840,Covanta Delano Energy,0,0,0,0,,,,
10837,Covanta Mendota,0,0,0,0,,,,
50632,Covanta Stanislaus Energy,289,15,"142,533","26,517",3.852,0.204,"1,900.216",0.177
10707,Cove Hydroelectric,,,,,,,,
229,Cow Creek,,,,,,,,
483,Coyote Creek,,,,,,,,
58170,Crafton Hills College Solar Farm,,,,,,,,
61285,Crazy Horse Solar Project,,,,,,,,
55625,Creed Energy Center,2,0,"9,908",34,0.248,0.008,"1,528.054",0.003
231,Cresta,,,,,,,,
55084,Crockett Cogen Project,"1,263",13,"480,523","1,813",1.839,0.019,700.020,0.001
58527,Crown Cooling Facility,,,,,,,,
59130,CSD 2 - Heritage High,,,,,,,,
59129,CSD 2- Freedom High,,,,,,,,
57042,CSU East Bay,,,,6,,,,0.001
56813,CSU Fresno Solar Project,,,,,,,,
62028,CSU Long Beach Lots 7 & 14,,,,,,,,
58422,CSU Northridge Plant,,,,7,,,,0.002
50851,CSUCI Site Authority,51,1,"19,124",72,2.134,0.022,805.131,0.002
60979,CSUF Nutwood Solar,,,,,,,,
60978,CSUF State College,,,,,,,,
58169,CSUF Trigeneration,26,0,"9,833",37,1.524,0.016,574.647,0.001
54300,CTV Power Purchase Contract Trust,,,,,,,,
60043,"Cuyama Solar, LLC",,,,,,,,
55512,Cuyamaca Peak Energy,1,0,"9,891",38,0.128,0.007,"1,328.748",0.003
52081,Cymric 31X Cogen,36,0,"13,487",51,1.606,0.017,604.318,0.001
52104,Cymric 36W Cogen,62,1,"23,357",88,1.650,0.017,621.282,0.001
52082,Cymric 6Z Cogen,36,0,"13,597",51,1.597,0.016,601.551,0.001
232,De Sabla,,,,,,,,
7507,Deadwood Creek,,,,,,,,
233,Deer Creek PH,,,,,,,,
10632,Del Ranch Company,0,157,"26,865",,0.000,0.935,160.340,
58122,"Delano Energy Center, LLC",0,0,"3,946",15,0.114,0.007,"1,446.856",0.003
61116,Delano Land 1,,,,,,,,
55333,"Delta Energy Center, LLC",84,7,"1,311,502","5,032",0.054,0.004,851.165,0.002
58119,Depot Park Solar System,,,,,,,,
60861,Dept of General Services -FTB,,,,,,,,
57959,Desert Green Solar Farm LLC,,,,,,,,
62177,"Desert Harvest, LLC",,,,,,,,
58514,Desert Hot Springs Solar,,,,,,,,
59871,Desert Quartzite,,,,,,,,
58542,"Desert Sunlight 250, LLC",,,,,,,,
57993,"Desert Sunlight 300, LLC",,,,,,,,
10300,Desert View Power,200,66,"2,962","48,545",1.211,0.397,17.963,0.147
60699,DESI-1 Battery Energy Storage Facility,,,,,,,,
62460,DESI-2 Battery Storage Facility,,,,,,,,
436,Devil Canyon,,,,,,,,
58593,DGS Central Utility Plant,0,0,1,0,13.627,1.265,715.401,0.008
6099,Diablo Canyon,,,,,,,,
62175,Diablo Energy Storage,,,,,,,,
56271,Diablo Winds LLC,,,,,,,,
7942,Diamond Valley Lake,,,,,,,,
59405,Diamond Valley Solar Project,,,,,,,,
54681,Difwind Farms Ltd I,,,,,,,,
54682,Difwind Farms Ltd II,,,,,,,,
54685,Difwind Farms Ltd V,,,,,,,,
54686,Difwind Farms Ltd VI,,,,,,,,
10815,Difwind Farms Ltd VII,,,,,,,,
54687,Difwind Farms Ltd VIII,,,,,,,,
56791,Dillon Wind LLC,,,,,,,,
10005,Dinosaur Point,,,,,,,,
60100,Dinuba Energy,0,0,0,0,,,,
57827,Dinuba Wastewater Treatment Plant,,,,,,,,
380,Dion R Holm,,,,,,,,
62571,Disney Prospect,,,,,,,,
300,Division,,,,,,,,
59094,Division 1,,,,,,,,
59095,Division 2,,,,,,,,
59096,Division 3,,,,,,,,
54449,Dome Project,37,0,"13,985",53,1.960,0.020,737.591,0.001
52064,Dominguez Plant,,,,0,,,,0.000
62872,Don Lee BESS 1 LLC,,,,,,,,
439,Don Pedro,,,,,,,,
56026,Donald Von Raesfeld,21,2,"406,623","1,627",0.049,0.005,944.164,0.002
415,Donnells,,,,,,,,
50493,Double C Generation Limited Partnership,42,0,"16,010",60,3.185,0.033,"1,209.931",0.002
55935,Drews Generating Facility,3,0,975,4,6.734,0.069,"2,510.178",0.005
585,Drop 1,,,,,,,,
385,Drop 2 (CA),,,,,,,,
386,Drop 3 (CA),,,,,,,,
387,Drop 4,,,,,,,,
314,Drop 5,,,,,,,,
235,Drum 1,,,,,,,,
236,Drum 2,,,,,,,,
59746,DSH (CA) - Coalinga State Hospital,,,,,,,,
54238,DTE Stockton,48,0,"8,926","23,501",0.260,0.001,48.096,0.063
60182,Dulles,,,,,,,,
237,Dutch Flat,,,,,,,,
413,Dutch Flat 2,,,,,,,,
57301,Dutch Wind Energy,,,,,,,,
50818,Dyer Road,,,,,,,,
6211,Dynegy Oakland Power Plant,29,0,"5,219",87,15.234,0.009,"2,709.679",0.023
10776,E F Oxnard Energy Facility,184,2,"69,433",262,2.348,0.024,884.147,0.002
60446,E&B Resources,,,,,,,,
59132,EAFB - North Base,,,,,,,,
59133,EAFB - South Base,,,,,,,,
586,East Highline,,,,,,,,
50375,East Portal Generator,,,,,,,,
50820,East Winds Project,,,,,,,,
54453,EDF Renewable Windfarm V Inc,,,,,,,,
50553,Edom Hills Project 1 LLC,,,,,,,,
62892,EDPR CA Solar Park VI LLC (CA),,,,,,,,
437,Edward C Hyatt,,,,,,,,
58076,Edwards Air Force Base,,,,,,,,
301,El Cajon,,,,,,,,
57001,El Cajon Energy Center,1,0,"11,160",41,0.133,0.007,"1,333.628",0.002
60569,El Cajon Energy Storage,,,,,0.000,0.000,0.000,0.000
389,El Centro,39,2,"358,595","1,360",0.105,0.005,955.662,0.002
238,El Dorado,,,,,,,,
56707,El Nido Facility,29,0,92,"10,671",0.911,0.005,2.918,0.168
330,El Segundo,22,3,"534,744","1,979",0.042,0.005,"1,013.945",0.002
10213,El Segundo Cogen,"1,955",20,"781,613","2,948",3.090,0.032,"1,235.434",0.002
56814,ELACC Photovoltaic Power Facility,,,,,,,,
61168,Eland 1 Solar Farm,,,,,,,,
61169,Eland 2 Solar Farm,,,,,,,,
239,Electra,,,,,,,,
59964,Elevation Solar C,,,,,,,,
55950,Elk Hills Cogen,,,,,,,,
55400,Elk Hills Power,57,6,"1,265,887","5,359",0.030,0.003,666.686,0.001
62564,Elkhorn Battery Energy Storage System,,,,,,,,
8076,Ellwood,14,0,"5,246",20,4.446,0.046,"1,688.832",0.003
10634,Elmore Company,0,144,"24,744",,0.000,0.935,160.340,
10026,Encina Water Pollution Control,312,0,696,35,41.683,0.061,92.894,0.002
58168,Energy Center,32,0,"1,618",6,21.907,0.030,"1,110.145",0.002
60646,Energy Nuevo Storage Farm,,,,,,,,
59122,Enerparc CA1 LLC,,,,,,,,
59978,"Enerparc CA2, LLC",,,,,,,,
50530,Equilon Los Angeles Refining,165,0,"127,097",479,0.858,0.002,662.276,0.001
62671,Equinix Caspian Dr. Fuel Cell,,,,,,,,
62704,Equinix Douglas St. Fuel Cell,,,,,,,,
62702,Equinix Great Oaks Blvd. Fuel Cell,,,,,,,,
62703,Equinix Lundy Ave. Fuel Cell,,,,,,,,
62705,Equinix Maple Ave. Fuel Cell,,,,,,,,
60223,Equinix San Jose,,,,12,,,,0.002
55538,"Escondido Energy Center, LLC",1,0,"15,768",58,0.093,0.006,"1,248.415",0.002
60570,Escondido Energy Storage,,,,,0.000,0.000,0.000,0.000
50819,ESI Project,,,,,,,,
745,Etiwanda,,,,,,,,
331,Etiwanda Generating Station,,,,,,,,
409,Exchequer,,,,,,,,
58306,Exeter Solar,,,,,,,,
58761,Expressway Solar A,,,,,,,,
58762,Expressway Solar B,,,,,,,,
58763,Expressway Solar C2,,,,,,,,
50270,ExxonMobil Santa Ynez Facility,,,,,,,,
58261,FAA NorCal TRACON,,,,,,,,
10052,Fairhaven Power,60,10,"2,649","7,469",3.007,0.508,133.703,0.189
296,Fall Creek,,,,,,,,
61365,Fallbrook Energy Storage,,,,,,,,
6512,Farad,,,,,,,,
59203,Farmersville,,,,,,,,
55847,Feather River Energy Center,15,0,"24,253",86,0.913,0.007,"1,464.839",0.003
59523,Five Points Solar Park,,,,,,,,
57498,Five Points Solar Station,,,,,,,,
62575,FLEX Gibraltar,,,,,,,,
441,Folsom,,,,,,,,
61698,Folsom SP and CSP Sacramento,,,,,,,,
332,Fontana,,,,,,,,
396,Foothill,,,,,0.000,0.000,0.000,0.000
6645,Foothill Feeder,,,,,,,,
59799,Foothill Solar Project,,,,,,,,
417,Forbestown,,,,,,,,
