PLANT,unitid,CO2rate,NOXrate,SO2rate,yr,Fuel,INTER,maxgload,maxramp,minramp,state,facilityname,fipscode
56467,CT1,0.87217194,0.09534017,0.0044036,2019,Gas,West,313.0,135.0,-118.0,CA,Russell City Energy Company LLC,1
56467,CT2,0.86320263,0.09357751,0.0043577817,2019,Gas,West,313.0,133.0,-114.0,CA,Russell City Energy Company LLC,1
56471,CT1,0.88280827,0.101793006,0.0044564437,2019,Gas,West,51.0,39.0,-47.0,CA,McGrath Generating Station,111
56472,CT1,1.0563595,0.14435716,0.00533261,2019,Gas,West,50.0,43.0,-45.0,CA,Grapeland Generating Station,71
56473,CT1,0.88567394,0.12820534,0.0044702287,2019,Gas,West,50.0,40.0,-46.0,CA,Mira Loma Generating Station,71
56474,CT1,0.93383884,0.08620628,0.0047134156,2019,Gas,West,51.0,41.0,-47.0,CA,Barre Generating Station,59
56475,CT1,1.0023657,0.091100164,0.0050609135,2019,Gas,West,51.0,44.0,-47.0,CA,Center Generating Station,37
56476,GT1,0.8557378,0.059194867,0.0043199426,2019,Gas,West,286.0,135.0,-99.0,CA,Gateway Generating Station,13
56476,GT2,0.8899518,0.10785604,0.004492799,2019,Gas,West,287.0,131.0,-99.0,CA,Gateway Generating Station,13
56532,CT1,0.84299797,0.051154755,0.0042558564,2019,Gas,West,321.0,126.0,-123.0,CA,Colusa Generating Station,11
56532,CT2,0.90205026,0.11020342,0.0045537925,2019,Gas,West,320.0,104.0,-116.0,CA,Colusa Generating Station,11
56569,1,0.95134586,0.05633261,0.004803813,2019,Gas,West,49.0,42.0,-31.0,CA,Niland Gas Turbine Plant,25
56569,2,0.99227965,0.08067856,0.0050116186,2019,Gas,West,49.0,42.0,-32.0,CA,Niland Gas Turbine Plant,25
56639,1,1.0268288,0.17694731,0.0051866253,2019,Gas,West,59.0,45.0,-51.0,CA,Midway Peaking,19
56639,2,1.0393903,0.16632469,0.0052493266,2019,Gas,West,60.0,44.0,-51.0,CA,Midway Peaking,19
56803,1,0.911588,0.083103545,0.0046023503,2019,Gas,West,107.0,83.0,-83.0,CA,Panoche Energy Center,19
56803,2,0.9271304,0.0928463,0.0046804394,2019,Gas,West,107.0,83.0,-83.0,CA,Panoche Energy Center,19
56803,3,0.9138839,0.08847438,0.004613627,2019,Gas,West,108.0,82.0,-85.0,CA,Panoche Energy Center,19
56803,4,0.9286015,0.09505508,0.0046878774,2019,Gas,West,106.0,82.0,-84.0,CA,Panoche Energy Center,19
56914,CTG1,0.93703264,0.12851444,0.0047306134,2019,Gas,West,51.0,35.0,-39.0,CA,Orange Grove Project,73
56914,CTG2,0.9491008,0.1104771,0.004790615,2019,Gas,West,51.0,36.0,-39.0,CA,Orange Grove Project,73
57001,1,0.9338346,0.2057307,0.0047141486,2019,Gas,West,50.0,44.0,-37.0,CA,El Cajon Energy Center,73
57027,1,1.0173807,0.10171536,0.0051381025,2019,Gas,West,50.0,44.0,-42.0,CA,Canyon Power Plant,59
57027,2,0.9979961,0.09188646,0.005038425,2019,Gas,West,50.0,44.0,-41.0,CA,Canyon Power Plant,59
57027,3,1.0470262,0.0760152,0.0052872505,2019,Gas,West,50.0,43.0,-43.0,CA,Canyon Power Plant,59
57027,4,1.054336,0.0970016,0.0053225355,2019,Gas,West,50.0,45.0,-43.0,CA,Canyon Power Plant,59
57073,BLR1,,,,2019,Gas,West,,,,CA,Ivanpah 2,71
57074,BLR1,,,,2019,Gas,West,,,,CA,Ivanpah 1,71
57075,BLR1,,,,2019,Gas,West,,,,CA,Ivanpah 3,71
57267,1,1.1295855,0.09201139,0.005702602,2019,Gas,West,206.0,137.0,-121.0,CA,Marsh Landing Generating Station,13
57267,2,1.053443,0.07545906,0.0053183567,2019,Gas,West,203.0,124.0,-122.0,CA,Marsh Landing Generating Station,13
57267,3,1.1594316,0.09897801,0.0058504296,2019,Gas,West,207.0,131.0,-109.0,CA,Marsh Landing Generating Station,13
57267,4,1.0971411,0.07877666,0.00553889,2019,Gas,West,206.0,109.0,-127.0,CA,Marsh Landing Generating Station,13
57482,1,0.91447896,0.09675147,0.004616919,2019,Gas,West,103.0,80.0,-71.0,CA,"Sentinel Energy Center, LLC",65
57482,2,0.9576523,0.10444664,0.004832766,2019,Gas,West,98.0,79.0,-78.0,CA,"Sentinel Energy Center, LLC",65
57482,3,0.9605968,0.10350674,0.004851155,2019,Gas,West,98.0,78.0,-71.0,CA,"Sentinel Energy Center, LLC",65
57482,4,0.9375734,0.10598199,0.004735423,2019,Gas,West,104.0,79.0,-73.0,CA,"Sentinel Energy Center, LLC",65
57482,5,0.93089575,0.10788951,0.00469956,2019,Gas,West,105.0,78.0,-66.0,CA,"Sentinel Energy Center, LLC",65
57482,6,0.9447787,0.09469019,0.00477023,2019,Gas,West,102.0,77.0,-70.0,CA,"Sentinel Energy Center, LLC",65
57482,7,0.95619345,0.09899771,0.0048293336,2019,Gas,West,100.0,77.0,-67.0,CA,"Sentinel Energy Center, LLC",65
57482,8,0.9026769,0.1082482,0.00455531,2019,Gas,West,104.0,77.0,-69.0,CA,"Sentinel Energy Center, LLC",65
57483,GT-1,0.9404884,0.11390473,0.0053123683,2019,Gas,West,51.0,30.0,-30.0,CA,Mariposa Energy Project,1
57483,GT-2,0.93925333,0.11969498,0.005303146,2019,Gas,West,50.0,29.0,-30.0,CA,Mariposa Energy Project,1
57483,GT-3,0.9215898,0.120904304,0.0052071637,2019,Gas,West,51.0,30.0,-30.0,CA,Mariposa Energy Project,1
57483,GT-4,0.95503485,0.13339707,0.005392879,2019,Gas,West,49.0,30.0,-28.0,CA,Mariposa Energy Project,1
57515,GT1,0.84897476,0.08906816,0.004286282,2019,Gas,West,103.0,84.0,-94.0,CA,Walnut Creek Energy Park,37
57515,GT2,0.8471836,0.08754223,0.0042760517,2019,Gas,West,103.0,83.0,-94.0,CA,Walnut Creek Energy Park,37
57515,GT3,0.8452503,0.0888135,0.0042676185,2019,Gas,West,102.0,82.0,-93.0,CA,Walnut Creek Energy Park,37
57515,GT4,0.8613655,0.08533852,0.004348308,2019,Gas,West,103.0,76.0,-91.0,CA,Walnut Creek Energy Park,37
57515,GT5,0.8783645,0.079166256,0.0044344338,2019,Gas,West,101.0,77.0,-91.0,CA,Walnut Creek Energy Park,37
57555,CTG1,0.7637823,0.096944034,0.0038572347,2019,Gas,West,110.0,81.0,-88.0,CA,Pio Pico Energy Center LLC,73
57555,CTG2,0.77150995,0.09537244,0.0038944813,2019,Gas,West,114.0,81.0,-89.0,CA,Pio Pico Energy Center LLC,73
57555,CTG3,0.7732158,0.094253406,0.0039035755,2019,Gas,West,113.0,78.0,-87.0,CA,Pio Pico Energy Center LLC,73
57564,8,1.1732934,0.19139512,0.0059241415,2019,Gas,West,40.0,28.0,-37.0,CA,Algonquin Power Sanger,19
57978,CT1,1.244471,0.06551967,0.0062826225,2019,Gas,West,204.0,85.0,-89.0,CA,Lodi Energy Center,77
58122,GEN1,1.0913452,0.08075328,0.00550727,2019,Gas,West,49.0,41.0,-37.0,CA,"Delano Energy Center, LLC",107
