,Node,Time,Value
0,bus_10001,1,0.0
1,bus_10001,2,0.0
2,bus_10001,3,0.0
3,bus_10001,4,0.0
4,bus_10001,5,0.0
5,bus_10001,6,0.0
6,bus_10001,7,0.0
7,bus_10001,8,0.0
8,bus_10001,9,0.0
9,bus_10001,10,0.0
10,bus_10001,11,0.0
11,bus_10001,12,0.0
12,bus_10001,13,0.0
13,bus_10001,14,0.0
14,bus_10001,15,0.0
15,bus_10001,16,0.0
16,bus_10001,17,0.0
17,bus_10001,18,0.0
18,bus_10001,19,0.0
19,bus_10001,20,0.0
20,bus_10001,21,0.0
21,bus_10001,22,0.0
22,bus_10001,23,0.0
23,bus_10001,24,0.0
24,bus_10022,1,0.055768276906208426
25,bus_10022,2,0.05710944217016225
26,bus_10022,3,0.06316048699291876
27,bus_10022,4,0.06286187693088299
28,bus_10022,5,0.05984377704754853
29,bus_10022,6,0.05843157160671355
30,bus_10022,7,0.05831037347768285
31,bus_10022,8,0.062104643581973214
32,bus_10022,9,0.07618791435495902
33,bus_10022,10,0.07621332614832782
34,bus_10022,11,0.08115067161456724
35,bus_10022,12,0.07871604153228845
36,bus_10022,13,0.07999798044778382
37,bus_10022,14,0.08396042556839148
38,bus_10022,15,0.08498259590288824
39,bus_10022,16,0.08813931331362589
40,bus_10022,17,0.08067313359189879
41,bus_10022,18,0.0841226625580299
42,bus_10022,19,0.07438888170110901
43,bus_10022,20,0.07071559880219205
44,bus_10022,21,0.08110698287746365
45,bus_10022,22,0.0817755594528659
46,bus_10022,23,0.0759123890850143
47,bus_10022,24,0.07061736434021794
48,bus_10025,1,0.08402266200683747
49,bus_10025,2,0.08650750362307116
50,bus_10025,3,0.10242773613472902
51,bus_10025,4,0.10019630898540452
52,bus_10025,5,0.0926318465644966
53,bus_10025,6,0.08682502628290584
54,bus_10025,7,0.08484118221899009
55,bus_10025,8,0.11824151085229387
56,bus_10025,9,0.17131116309035488
57,bus_10025,10,0.1726283283290241
58,bus_10025,11,0.1851595141941281
59,bus_10025,12,0.1790382946049901
60,bus_10025,13,0.1791745890988996
61,bus_10025,14,0.1881873478756847
62,bus_10025,15,0.18542619502516466
63,bus_10025,16,0.18995092765934687
64,bus_10025,17,0.151193770319995
65,bus_10025,18,0.16670571558967617
66,bus_10025,19,0.11343359748499482
67,bus_10025,20,0.1154515728445301
68,bus_10025,21,0.1564967244609332
69,bus_10025,22,0.16845713374656252
70,bus_10025,23,0.1630912302869326
71,bus_10025,24,0.13637719751636507
72,bus_10033,1,0.11339775447466335
73,bus_10033,2,0.10736218144701946
74,bus_10033,3,0.1552810778685907
75,bus_10033,4,0.14527063033269105
76,bus_10033,5,0.1167678171512786
77,bus_10033,6,0.10629757640279618
78,bus_10033,7,0.10040225623933433
79,bus_10033,8,0.22616357421595204
80,bus_10033,9,0.41718553041571843
81,bus_10033,10,0.4070994044979426
82,bus_10033,11,0.4577986512125173
83,bus_10033,12,0.43717437547032273
84,bus_10033,13,0.435173800011802
85,bus_10033,14,0.46139013580990407
86,bus_10033,15,0.4413485206322879
87,bus_10033,16,0.45114309564062643
88,bus_10033,17,0.3141014229395147
89,bus_10033,18,0.35987956381194364
90,bus_10033,19,0.16044189566775058
91,bus_10033,20,0.18645145938947943
92,bus_10033,21,0.33755898089376163
93,bus_10033,22,0.3918794455098268
94,bus_10033,23,0.3744728457073416
95,bus_10033,24,0.2852409970192809
96,bus_10035,1,0.11616487934555438
97,bus_10035,2,0.11085148996191593
98,bus_10035,3,0.1586920357170381
99,bus_10035,4,0.14856952675777552
100,bus_10035,5,0.1196951086033354
101,bus_10035,6,0.10906987755533568
102,bus_10035,7,0.10305585475200266
103,bus_10035,8,0.23033817790534789
104,bus_10035,9,0.42305080047459215
105,bus_10035,10,0.41398500093439616
106,bus_10035,11,0.46508763129126773
107,bus_10035,12,0.4442077103304545
108,bus_10035,13,0.44215615888621684
109,bus_10035,14,0.4687189872688759
110,bus_10035,15,0.44850964553234623
111,bus_10035,16,0.4570744373970621
112,bus_10035,17,0.31888253933138083
113,bus_10035,18,0.36536243633017673
114,bus_10035,19,0.16513479770928158
115,bus_10035,20,0.1901344712508096
116,bus_10035,21,0.34276778541767855
117,bus_10035,22,0.3975834000808792
118,bus_10035,23,0.3812651415237139
119,bus_10035,24,0.29110791662407437
120,bus_10093,1,0.07297272733049887
121,bus_10093,2,0.07757828086907304
122,bus_10093,3,0.12592814943865638
123,bus_10093,4,0.11486389706660188
124,bus_10093,5,0.08174306730459185
125,bus_10093,6,0.06952376484505121
126,bus_10093,7,0.06249154494507432
127,bus_10093,8,0.20670244778432084
128,bus_10093,9,0.42525995014055734
129,bus_10093,10,0.4267333051976353
130,bus_10093,11,0.4829184103887998
131,bus_10093,12,0.4593215672629603
132,bus_10093,13,0.45707706961260475
133,bus_10093,14,0.4880195048873229
134,bus_10093,15,0.46636815231946005
135,bus_10093,16,0.46205120200569866
136,bus_10093,17,0.3085281527807613
137,bus_10093,18,0.36205068764532866
138,bus_10093,19,0.15050081014381458
139,bus_10093,20,0.1626266415520523
140,bus_10093,21,0.33467956211962135
141,bus_10093,22,0.3977963906560502
142,bus_10093,23,0.392657716989577
143,bus_10093,24,0.2879446431656709
144,bus_10209,1,0.06696428763278166
145,bus_10209,2,0.07297341592133538
146,bus_10209,3,0.06406039400914315
147,bus_10209,4,0.059992746177578694
148,bus_10209,5,0.08138764432113073
149,bus_10209,6,0.06691198634655465
150,bus_10209,7,0.06743891734812513
151,bus_10209,8,0.08042098077517361
152,bus_10209,9,0.09411684586067286
153,bus_10209,10,0.11907954678357154
154,bus_10209,11,0.10293322212668962
155,bus_10209,12,0.09411124819835787
156,bus_10209,13,0.09603051216655788
157,bus_10209,14,0.09892300125585018
158,bus_10209,15,0.09743769794759918
159,bus_10209,16,0.1172414072058005
160,bus_10209,17,0.07583634977825714
161,bus_10209,18,0.0762919567765259
162,bus_10209,19,0.05284720108304446
163,bus_10209,20,0.0688309080988839
164,bus_10209,21,0.07242558329564991
165,bus_10209,22,0.09920823959647007
166,bus_10209,23,0.09837248161503243
167,bus_10209,24,0.06648883072244338
168,bus_10228,1,-0.0059170480456977
169,bus_10228,2,0.01452124364523029
170,bus_10228,3,0.008934338884360495
171,bus_10228,4,0.024081621391823998
172,bus_10228,5,0.0341997649705383
173,bus_10228,6,0.04572264998247004
174,bus_10228,7,0.0551138357371686
175,bus_10228,8,0.058385802595708455
176,bus_10228,9,0.026558499841144303
177,bus_10228,10,0.02937594443302553
178,bus_10228,11,-0.05513148387900334
179,bus_10228,12,-0.010330144982976781
180,bus_10228,13,-0.00434011465187967
181,bus_10228,14,-0.031789335100560256
182,bus_10228,15,0.04122547176907234
183,bus_10228,16,0.03155664851989798
184,bus_10228,17,0.03080020877935958
185,bus_10228,18,0.07117025887492423
186,bus_10228,19,0.06810603818392823
187,bus_10228,20,0.06026833149878901
188,bus_10228,21,0.04918535044369118
189,bus_10228,22,0.011490155517734739
190,bus_10228,23,0.04540679251717974
191,bus_10228,24,-0.0012077846619954402
192,bus_10344,1,0.044950764264794274
193,bus_10344,2,0.0465648146295392
194,bus_10344,3,0.051394475781443454
195,bus_10344,4,0.049127264685497274
196,bus_10344,5,0.05076391593925915
197,bus_10344,6,0.04498085578880295
198,bus_10344,7,0.045652037888433805
199,bus_10344,8,0.06962595379473369
200,bus_10344,9,0.10503968642384494
201,bus_10344,10,0.10610774624707732
202,bus_10344,11,0.10943413941219518
203,bus_10344,12,0.1036219341631921
204,bus_10344,13,0.10484804301352255
205,bus_10344,14,0.11077721965397432
206,bus_10344,15,0.10920329046864846
207,bus_10344,16,0.1224270690445494
208,bus_10344,17,0.08785600261924863
209,bus_10344,18,0.09009518338605163
210,bus_10344,19,0.059969428125293774
211,bus_10344,20,0.06327820027119319
212,bus_10344,21,0.09019890344851536
213,bus_10344,22,0.09722343990104437
214,bus_10344,23,0.10134139156697188
215,bus_10344,24,0.07723248637357825
216,bus_10525,1,0.12054058590888136
217,bus_10525,2,0.1323396687746728
218,bus_10525,3,0.1433388263810698
219,bus_10525,4,0.14479807259197666
220,bus_10525,5,0.1375509163038794
221,bus_10525,6,0.13167352338360627
222,bus_10525,7,0.12659742757366807
223,bus_10525,8,0.10567318814268827
224,bus_10525,9,0.0917187352210646
225,bus_10525,10,0.0837354784079902
226,bus_10525,11,0.0806794416702336
227,bus_10525,12,0.08053903516109451
228,bus_10525,13,0.08051489188602994
229,bus_10525,14,0.08193353434237645
230,bus_10525,15,0.08819531597675076
231,bus_10525,16,0.09530437933805709
232,bus_10525,17,0.11449246854014897
233,bus_10525,18,0.11450573693218052
234,bus_10525,19,0.1338163569880284
235,bus_10525,20,0.13230083078332056
236,bus_10525,21,0.11691676718553176
237,bus_10525,22,0.11176190623055235
238,bus_10525,23,0.10402993043788418
239,bus_10525,24,0.11269293102417402
240,bus_10558,1,0.1916450132503531
241,bus_10558,2,0.21602175693952438
242,bus_10558,3,0.24432304543451808
243,bus_10558,4,0.24173836671771134
244,bus_10558,5,0.22631047822621853
245,bus_10558,6,0.1914614980731098
246,bus_10558,7,0.20662984874287071
247,bus_10558,8,0.1874351820696399
248,bus_10558,9,0.1789206862511621
249,bus_10558,10,0.1739982973393291
250,bus_10558,11,0.18817373738608287
251,bus_10558,12,0.17818826139016064
252,bus_10558,13,0.17740336451053587
253,bus_10558,14,0.18782105443432834
254,bus_10558,15,0.1848184753749154
255,bus_10558,16,0.19252765189315196
256,bus_10558,17,0.2323158129539366
257,bus_10558,18,0.20609382862673747
258,bus_10558,19,0.21316301356763728
259,bus_10558,20,0.24010139843539452
260,bus_10558,21,0.21589769360834624
261,bus_10558,22,0.24854525709904635
262,bus_10558,23,0.19976389004181816
263,bus_10558,24,0.20459984554072724
264,bus_10570,1,0.1998788690082342
265,bus_10570,2,0.20018682137424915
266,bus_10570,3,0.2353934789952873
267,bus_10570,4,0.22950375494197986
268,bus_10570,5,0.2056516756827743
269,bus_10570,6,0.18993754253011635
270,bus_10570,7,0.1788732914466371
271,bus_10570,8,0.2011117154841943
272,bus_10570,9,0.26445634198411394
273,bus_10570,10,0.2654653196312429
274,bus_10570,11,0.28983813872106534
275,bus_10570,12,0.274620947259502
276,bus_10570,13,0.2743025771774619
277,bus_10570,14,0.29333058183652305
278,bus_10570,15,0.2888185269013505
279,bus_10570,16,0.29450934185491684
280,bus_10570,17,0.2611334998111704
281,bus_10570,18,0.28843675702353916
282,bus_10570,19,0.2436461199020027
283,bus_10570,20,0.24773659914729967
284,bus_10570,21,0.29797133312586543
285,bus_10570,22,0.30874236441201763
286,bus_10570,23,0.2814303966572367
287,bus_10570,24,0.25325500257195277
288,bus_10600,1,0.22615108619868524
289,bus_10600,2,0.21396912875121965
290,bus_10600,3,0.261249775363141
291,bus_10600,4,0.25289734715307943
292,bus_10600,5,0.22104283616540574
293,bus_10600,6,0.2029225811583606
294,bus_10600,7,0.1900328538886656
295,bus_10600,8,0.2543997033883977
296,bus_10600,9,0.3614843009223925
297,bus_10600,10,0.38228314738228647
298,bus_10600,11,0.4144480199928603
299,bus_10600,12,0.39337601498108093
300,bus_10600,13,0.3934097984760555
301,bus_10600,14,0.4204956376182495
302,bus_10600,15,0.416326863112338
303,bus_10600,16,0.41929270974489413
304,bus_10600,17,0.325846155483951
305,bus_10600,18,0.3783212191323667
306,bus_10600,19,0.3006283659252924
307,bus_10600,20,0.2925271561791053
308,bus_10600,21,0.4058773076387322
309,bus_10600,22,0.4259184114949835
310,bus_10600,23,0.38288529011375727
311,bus_10600,24,0.3307455097642341
312,bus_10607,1,0.19928487043028723
313,bus_10607,2,0.16829080227939228
314,bus_10607,3,0.22700193783541567
315,bus_10607,4,0.21464230804576
316,bus_10607,5,0.17396645793337412
317,bus_10607,6,0.15430483215929655
318,bus_10607,7,0.13953953768974092
319,bus_10607,8,0.26673545744405586
320,bus_10607,9,0.4338449046528825
321,bus_10607,10,0.4773454972675827
322,bus_10607,11,0.5195460228376545
323,bus_10607,12,0.4891717050310334
324,bus_10607,13,0.48906339691195255
325,bus_10607,14,0.5253316034220266
326,bus_10607,15,0.519562808332814
327,bus_10607,16,0.5187596862446746
328,bus_10607,17,0.3406708939512208
329,bus_10607,18,0.42671878708565025
330,bus_10607,19,0.29634340789166197
331,bus_10607,20,0.27079428489794827
332,bus_10607,21,0.47472613865631896
333,bus_10607,22,0.4964628615533153
334,bus_10607,23,0.4505883773554174
335,bus_10607,24,0.36551051114089067
336,bus_10609,1,0.23745266692494155
337,bus_10609,2,0.2127379903248868
338,bus_10609,3,0.2696637105992303
339,bus_10609,4,0.25796366234336277
340,bus_10609,5,0.21831671085766485
341,bus_10609,6,0.19825879433998145
342,bus_10609,7,0.18269573565714262
343,bus_10609,8,0.29940764100536293
344,bus_10609,9,0.45629855529821295
345,bus_10609,10,0.4903470594501873
346,bus_10609,11,0.5316284540719749
347,bus_10609,12,0.5052402964059962
348,bus_10609,13,0.5050735489411908
349,bus_10609,14,0.5398206365264528
350,bus_10609,15,0.534224377871363
351,bus_10609,16,0.5357538629182973
352,bus_10609,17,0.37397298148727187
353,bus_10609,18,0.4542773018537474
354,bus_10609,19,0.3287485365177422
355,bus_10609,20,0.30835165364963135
356,bus_10609,21,0.4935071018742987
357,bus_10609,22,0.5117846014340675
358,bus_10609,23,0.47205530027340586
359,bus_10609,24,0.3916111977510064
