ARIZONA PUBLIC SERVICE COMPANY,CALIFORNIA INDEPENDENT SYSTEM OPERATOR,IDAHO POWER COMPANY,NEVADA POWER COMPANY,PACIFICORP - EAST,PACIFICORP - WEST,PORTLAND GENERAL ELECTRIC COMPANY,PUGET SOUND ENERGY,"CITY OF TACOMA, DEPARTMENT OF PUBLIC UTILITIES, LIGHT DIVISION",IMPERIAL IRRIGATION DISTRICT,PUD NO. 1 OF DOUGLAS COUNTY,PUBLIC SERVICE COMPANY OF COLORADO,BONNEVILLE POWER ADMINISTRATION,NORTHWESTERN ENERGY (NWMT),SALT RIVER PROJECT,LOS ANGELES DEPARTMENT OF WATER AND POWER,PUBLIC UTILITY DISTRICT NO. 1 OF CHELAN COUNTY,EL PASO ELECTRIC COMPANY,BALANCING AUTHORITY OF NORTHERN CALIFORNIA,PUBLIC SERVICE COMPANY OF NEW MEXICO,AVISTA CORPORATION,WESTERN AREA POWER ADMINISTRATION - DESERT SOUTHWEST REGION,TURLOCK IRRIGATION DISTRICT,WESTERN AREA POWER ADMINISTRATION UGP WEST,TUCSON ELECTRIC POWER COMPANY,SEATTLE CITY LIGHT,"PUBLIC UTILITY DISTRICT NO. 2 OF GRANT COUNTY, WASHINGTON",WESTERN AREA POWER ADMINISTRATION - ROCKY MOUNTAIN REGION
2.908181818181818,5.034200000000001,2.89,3.105,3.003333333333334,2.495,2.9066666666666667,3.086666666666666,3.369292587580059,3.5830448679482045,3.3666153930794773,4.36170629926213,3.4032673564039033,2.5022132820209944,3.0180280095067844,4.723034153685191,3.372213777507162,2.660500687722658,3.472768624542463,3.5072189648274876,6.920939208037841,3.5934943928051966,4.228505393400644,19.131066747272612,3.291780315980431,3.379325264523916,3.3611376820755092,6.119509269795875
2.9063636363636367,5.043599999999999,2.885,3.1025,3.003333333333334,2.485,2.9066666666666663,3.0777777777777784,3.363945181478403,3.582159366120175,3.361622646724817,4.3599938400642655,3.3992381372441915,2.499221122583136,3.0163942842493627,4.7251184083144135,3.3663520132424916,2.65873808217281,3.4705595727395098,3.5055542449064,6.9169585937556395,3.5924236383442723,4.230041228626919,19.12828787629555,3.290552920701731,3.3725669812277466,3.3564743120858362,6.117552099257312
2.9063636363636367,5.043599999999999,2.885,3.1025,3.003333333333334,2.485,2.9066666666666663,3.0777777777777784,3.363945181478403,3.582159366120175,3.361622646724817,4.3599938400642655,3.3992381372441915,2.499221122583136,3.0163942842493627,4.7251184083144135,3.3663520132424916,2.65873808217281,3.4705595727395098,3.5055542449064,6.9169585937556395,3.5924236383442723,4.230041228626919,19.12828787629555,3.290552920701731,3.3725669812277466,3.3564743120858362,6.117552099257312
2.9063636363636367,5.043599999999999,2.885,3.1025,3.003333333333334,2.485,2.9066666666666663,3.0777777777777784,3.363945181478403,3.582159366120175,3.361622646724817,4.3599938400642655,3.3992381372441915,2.499221122583136,3.0163942842493627,4.7251184083144135,3.3663520132424916,2.65873808217281,3.4705595727395098,3.5055542449064,6.9169585937556395,3.5924236383442723,4.230041228626919,19.12828787629555,3.290552920701731,3.3725669812277466,3.3564743120858362,6.117552099257312
2.7518181818181824,4.7524000000000015,2.625,2.8075,2.746666666666666,2.545,2.6466666666666665,2.7999999999999994,3.129807344205049,3.3661265003484653,3.133360418690349,4.133839621585329,3.1869779228757147,2.2777928075267755,2.84089132723731,4.47750401510419,3.1275428284171354,2.4428399696641825,3.2692435805923656,3.289279652027441,6.7004751875103,3.3697083255058313,3.989474187062021,18.90676578368997,3.08244259800758,3.1214317795824824,3.135517476435472,5.89145578925365
2.820909090909091,4.746999999999999,2.6100000000000003,2.8575,2.75,2.6,2.61,2.763333333333333,3.1135838923173944,3.3913679609200975,3.1235828023965886,4.148043718283686,3.1883584512069127,2.2837022386563057,2.894692817152107,4.489169599951067,3.1110119476098745,2.462296302058659,3.2814174504020617,3.310618199311664,6.699842837782423,3.394043158553066,3.9990898774493084,18.91407105327519,3.114463790329776,3.0978805107334555,3.1282252111104514,5.903403409474903
2.89,4.5994,2.68,2.8925,2.786666666666667,2.705,2.68,2.858888888888889,3.1881627976203744,3.4178797510178027,3.1923008173299654,4.187655955497998,3.248498595795433,2.333405572216866,2.951508496867036,4.460075994713586,3.1865324209512855,2.5012223440676937,3.315180194091596,3.350163743858145,6.759834604393111,3.4225598068299283,3.976693800808681,18.96174801177993,3.150990809650448,3.18007330571096,3.19544623968626,5.94470342828728
2.9745454545454546,4.522200000000001,2.765,2.9575000000000005,2.87,2.76,2.7533333333333334,2.9466666666666668,3.261680172313944,3.468003892539432,3.2630716626772633,4.25094351097356,3.316142324539767,2.397224820292393,3.0261856089209744,4.468740191220608,3.2612617870659677,2.560251475476894,3.3616988551510056,3.411158290139648,6.826485236183515,3.475499085606518,3.9881765282269392,19.024706810961806,3.209788249659546,3.258930471105551,3.264836834603215,6.008007476952869
3.002727272727273,4.2004,2.74,2.895,2.793333333333333,2.785,2.733333333333333,2.9466666666666668,3.2412893090455612,3.4002090516343397,3.2359241909392322,4.191545068692296,3.2802332011786546,2.3486622044377508,3.0243366844361974,4.314909200915913,3.2412223264174753,2.5052890344894565,3.2921526838245057,3.35802282754806,6.790062377999654,3.40805709447025,3.842087040861584,18.973942435574212,3.160855626622455,3.2457265160344546,3.2365113131597183,5.949698688953626
3.002727272727273,4.2004,2.74,2.895,2.793333333333333,2.785,2.733333333333333,2.9466666666666668,3.2412893090455612,3.4002090516343397,3.2359241909392322,4.191545068692296,3.2802332011786546,2.3486622044377508,3.0243366844361974,4.314909200915913,3.2412223264174753,2.5052890344894565,3.2921526838245057,3.35802282754806,6.790062377999654,3.40805709447025,3.842087040861584,18.973942435574212,3.160855626622455,3.2457265160344546,3.2365113131597183,5.949698688953626
3.002727272727273,4.2004,2.74,2.895,2.793333333333333,2.785,2.733333333333333,2.9466666666666668,3.2412893090455612,3.4002090516343397,3.2359241909392322,4.191545068692296,3.2802332011786546,2.3486622044377508,3.0243366844361974,4.314909200915913,3.2412223264174753,2.5052890344894565,3.2921526838245057,3.35802282754806,6.790062377999654,3.40805709447025,3.842087040861584,18.973942435574212,3.160855626622455,3.2457265160344546,3.2365113131597183,5.949698688953626
2.9654545454545453,4.590200000000001,2.635,2.8375000000000004,2.7633333333333336,2.455,2.62,2.7922222222222217,3.1129010279490874,3.397217922206895,3.11887791998762,4.148475842361691,3.174730429234691,2.273620340688102,2.993195847944368,4.426134212034404,3.1135371472227202,2.4680083206018004,3.2400013888784187,3.322141807590701,6.687419202420391,3.3964129039182986,3.93291363785279,18.904567509438436,3.1438687898745847,3.1086421090618988,3.119108266579064,5.90004613488059
3.027272727272728,4.790999999999999,2.745,2.9525,2.866666666666666,2.62,2.74,2.9188888888888886,3.240791515366224,3.51512986368843,3.2464400459749485,4.2654763275780105,3.299911808493507,2.3971971280929854,3.0733162840609176,4.576333884222343,3.2411297125861567,2.5848469091394826,3.376505104040143,3.436051890909094,6.813924203036857,3.514352945231978,4.084171125771242,19.027749662998477,3.251427824855271,3.236055833511194,3.2470275051372854,6.018898755848636
2.969090909090909,4.474799999999998,2.7,2.8825,2.776666666666667,2.575,2.7066666666666666,2.884444444444444,3.1898824104529173,3.410952885400449,3.188725969465914,4.177998911859605,3.23576600387083,2.3209298889828616,3.002232894275323,4.406110243657391,3.1896781570607717,2.4955357441769226,3.278993069847604,3.347695004718366,6.74839494006172,3.414094451199911,3.9211476974390527,18.949047070365264,3.159037349381297,3.1906447885414355,3.1884016659650674,5.933371598516402
