ARIZONA PUBLIC SERVICE COMPANY,CALIFORNIA INDEPENDENT SYSTEM OPERATOR,IDAHO POWER COMPANY,NEVADA POWER COMPANY,PACIFICORP - EAST,PACIFICORP - WEST,PORTLAND GENERAL ELECTRIC COMPANY,PUGET SOUND ENERGY,"CITY OF TACOMA, DEPARTMENT OF PUBLIC UTILITIES, LIGHT DIVISION",IMPERIAL IRRIGATION DISTRICT,PUD NO. 1 OF DOUGLAS COUNTY,PUBLIC SERVICE COMPANY OF COLORADO,BONNEVILLE POWER ADMINISTRATION,NORTHWESTERN ENERGY (NWMT),SALT RIVER PROJECT,LOS ANGELES DEPARTMENT OF WATER AND POWER,PUBLIC UTILITY DISTRICT NO. 1 OF CHELAN COUNTY,EL PASO ELECTRIC COMPANY,BALANCING AUTHORITY OF NORTHERN CALIFORNIA,PUBLIC SERVICE COMPANY OF NEW MEXICO,AVISTA CORPORATION,WESTERN AREA POWER ADMINISTRATION - DESERT SOUTHWEST REGION,TURLOCK IRRIGATION DISTRICT,WESTERN AREA POWER ADMINISTRATION UGP WEST,TUCSON ELECTRIC POWER COMPANY,SEATTLE CITY LIGHT,"PUBLIC UTILITY DISTRICT NO. 2 OF GRANT COUNTY, WASHINGTON",WESTERN AREA POWER ADMINISTRATION - ROCKY MOUNTAIN REGION
2.645,5.095217391304348,2.925,3.2425,3.026666666666667,2.96,2.9200000000000004,3.108888888888889,2.1475681395992723,12.679067900984311,2.162070291526446,3.3681592539765193,2.852082531098389,0.9531650539948449,2.8451408600193675,3.9089313276357736,2.1447068371603626,1.9293189371778006,3.754195746759086,2.35420786228327,3.803107149934214,2.544688549514494,4.23451063682255,7.4966129049430075,3.220921149107063,2.1273338553706056,2.166830387017169,8.207917913237619
2.553,4.643913043478259,3.04,3.3825000000000003,3.1,3.095,3.0400000000000005,3.2722222222222226,2.261053274407731,12.637074938229935,2.261028061527055,3.3963879722220915,2.9334429480352804,1.0091753762945341,2.777606618051077,3.7632796860094713,2.2599713450337267,1.9322480407120457,3.7665444887203656,2.3565158402287265,3.882419604510972,2.5244838488225128,4.107335443814778,7.546499192090856,3.185268369126092,2.258679978260718,2.262281968660748,8.243635234944843
2.553,4.643913043478259,3.04,3.3825000000000003,3.1,3.095,3.0400000000000005,3.2722222222222226,2.261053274407731,12.637074938229935,2.261028061527055,3.3963879722220915,2.9334429480352804,1.0091753762945341,2.777606618051077,3.7632796860094713,2.2599713450337267,1.9322480407120457,3.7665444887203656,2.3565158402287265,3.882419604510972,2.5244838488225128,4.107335443814778,7.546499192090856,3.185268369126092,2.258679978260718,2.262281968660748,8.243635234944843
2.553,4.643913043478259,3.04,3.3825000000000003,3.1,3.095,3.0400000000000005,3.2722222222222226,2.261053274407731,12.637074938229935,2.261028061527055,3.3963879722220915,2.9334429480352804,1.0091753762945341,2.777606618051077,3.7632796860094713,2.2599713450337267,1.9322480407120457,3.7665444887203656,2.3565158402287265,3.882419604510972,2.5244838488225128,4.107335443814778,7.546499192090856,3.185268369126092,2.258679978260718,2.262281968660748,8.243635234944843
3.1259999999999994,5.261739130434783,3.855,4.175,3.91,4.015,3.853333333333333,4.148888888888889,3.1006112206135716,13.35448522929882,3.0912457702588374,4.167011173348762,3.7477882088383874,1.8053648324564597,3.403551145856555,4.475676980771218,3.1018804085292735,2.6797572567366017,4.553669396343693,3.099137334719618,4.697406992143748,3.2561831184627508,4.833811999836834,8.338215828463833,3.8868110707561723,3.1119741647091574,3.090000432888031,9.022011508870218
3.364,5.815434782608697,4.3100000000000005,4.7175,4.373333333333334,4.43,4.283333333333334,4.641111111111111,3.565570040055814,13.774939718778793,3.554805968505604,4.61179018949999,4.202439896811117,2.260230129444793,3.7038809983554137,4.9651409140544285,3.5713858630026682,3.107630295052884,5.016726493516392,3.5219517374819005,5.154163447988617,3.6889929976351494,5.324060121827829,8.791740041544113,4.28085967894509,3.588081416391489,3.5500408894064677,9.47136489168439
3.389,5.753260869565217,4.475,4.875,4.673333333333334,4.545,4.463333333333334,4.694444444444445,3.6690613750179795,13.863810987753821,3.662629661412361,4.763141862998772,4.3384552137043215,2.3955044108816943,3.755451693367854,5.019760741603003,3.667262265243806,3.2227348027127247,5.124382177583158,3.641704919881201,5.280045190521973,3.7943628579996025,5.383864758044139,8.926777662980431,4.369821995746081,3.671075853280751,3.6646257118559395,9.622199463209014
3.096,6.018913043478261,4.135,4.345,4.236666666666666,4.1850000000000005,4.116666666666666,4.342222222222222,3.3321648589595574,13.604229727814559,3.330267182032196,4.43174140806931,4.008452218793065,2.0697391895168846,3.465246580628162,4.906850862206017,3.3299404685492457,2.922186443450662,4.85156835997028,3.3339830357977536,4.9518547340811185,3.5079800431337116,5.259227715677377,8.60284153755747,4.08657895346404,3.3289566289464396,3.332746347988005,9.290342942175364
2.9399999999999995,4.990869565217391,3.66,4.345,3.816666666666667,3.775,3.81,4.072222222222221,3.0051500237312716,13.225326876784006,2.9869321568618394,4.0583473961959715,3.612257603716215,1.689872929102644,3.2393165047284964,4.325311308784928,3.0049069409122544,2.5596048706637617,4.429051812044856,2.9799917781393943,4.579054891449548,3.1462620429788353,4.6818934361155815,8.224452932779752,3.7571106977239763,3.022866832427737,2.981843354170662,8.91318867888339
2.9399999999999995,4.990869565217391,3.66,4.345,3.816666666666667,3.775,3.81,4.072222222222221,3.0051500237312716,13.225326876784006,2.9869321568618394,4.0583473961959715,3.612257603716215,1.689872929102644,3.2393165047284964,4.325311308784928,3.0049069409122544,2.5596048706637617,4.429051812044856,2.9799917781393943,4.579054891449548,3.1462620429788353,4.6818934361155815,8.224452932779752,3.7571106977239763,3.022866832427737,2.981843354170662,8.91318867888339
2.9399999999999995,4.990869565217391,3.66,4.345,3.816666666666667,3.775,3.81,4.072222222222221,3.0051500237312716,13.225326876784006,2.9869321568618394,4.0583473961959715,3.612257603716215,1.689872929102644,3.2393165047284964,4.325311308784928,3.0049069409122544,2.5596048706637617,4.429051812044856,2.9799917781393943,4.579054891449548,3.1462620429788353,4.6818934361155815,8.224452932779752,3.7571106977239763,3.022866832427737,2.981843354170662,8.91318867888339
2.9399999999999995,4.990869565217391,3.66,4.345,3.816666666666667,3.775,3.81,4.072222222222221,3.0051500237312716,13.225326876784006,2.9869321568618394,4.0583473961959715,3.612257603716215,1.689872929102644,3.2393165047284964,4.325311308784928,3.0049069409122544,2.5596048706637617,4.429051812044856,2.9799917781393943,4.579054891449548,3.1462620429788353,4.6818934361155815,8.224452932779752,3.7571106977239763,3.022866832427737,2.981843354170662,8.91318867888339
2.8200000000000003,5.021739130434782,3.475,3.78,3.4399999999999995,3.61,3.683333333333333,3.8833333333333337,2.8192791306828147,13.026705742699619,2.7912441150032374,3.8039331779039887,3.4079955577194094,1.4642157502936821,3.087374124525116,4.168954211574611,2.8131363761583446,2.340908051729364,4.227296113935302,2.754691430631497,4.374459301477296,2.9168056133837634,4.527513551249287,7.996275281898713,3.5555506601442373,2.834135382327103,2.7873448331123214,8.661668248272395
2.9530000000000003,5.022608695652174,3.425,3.66,3.54,3.46,3.42,3.6277777777777778,2.6266119121443454,13.012436573740919,2.627872256029332,3.7812058807859805,3.3063412709868145,1.3837934894560724,3.1697320091575154,4.130891680528375,2.6242163656996786,2.310291709268664,4.132766303948696,2.737109202653151,4.253228769485543,2.8967505229792523,4.474864826635317,7.921849666479775,3.564414839617186,2.6202269736313006,2.6303032288127106,8.626525736448997
3.101,4.886086956521738,3.4250000000000003,3.6,3.4766666666666666,3.485,3.4133333333333336,3.653333333333333,2.633405344286483,13.018412382087554,2.6309207454115655,3.7662629694222005,3.3007630202621008,1.3727319440693138,3.2694352950391066,4.073747735842751,2.6326709257681338,2.3128525544067817,4.111697880922684,2.7419348310997504,4.248873454559721,2.893769873385589,4.419169806874905,7.910352048616405,3.5912520043745477,2.6341772450887078,2.6314822932503383,8.610078602813504
3.015,4.547173913043479,3.345,3.4450000000000003,3.313333333333333,3.445,3.33,3.652222222222222,2.5772763852101748,12.877962568183081,2.5628372917752213,3.6353488150994995,3.2077971856868213,1.2633958205969944,3.1671196323806075,3.8685517474283015,2.580823409677371,2.186702020254711,3.983602738385521,2.614758248040662,4.159259012698371,2.752877393355345,4.223273174336193,7.797605329986757,3.4618396783732437,2.598807114889768,2.5580738885542216,8.482679381915823
3.015,4.547173913043479,3.345,3.4450000000000003,3.313333333333333,3.445,3.33,3.652222222222222,2.5772763852101748,12.877962568183081,2.5628372917752213,3.6353488150994995,3.2077971856868213,1.2633958205969944,3.1671196323806075,3.8685517474283015,2.580823409677371,2.186702020254711,3.983602738385521,2.614758248040662,4.159259012698371,2.752877393355345,4.223273174336193,7.797605329986757,3.4618396783732437,2.598807114889768,2.5580738885542216,8.482679381915823
3.015,4.547173913043479,3.345,3.4450000000000003,3.313333333333333,3.445,3.33,3.652222222222222,2.5772763852101748,12.877962568183081,2.5628372917752213,3.6353488150994995,3.2077971856868213,1.2633958205969944,3.1671196323806075,3.8685517474283015,2.580823409677371,2.186702020254711,3.983602738385521,2.614758248040662,4.159259012698371,2.752877393355345,4.223273174336193,7.797605329986757,3.4618396783732437,2.598807114889768,2.5580738885542216,8.482679381915823
3.37,4.764782608695649,3.44,3.6025,3.52,3.5050000000000003,3.4033333333333338,3.672222222222222,2.6471866817361485,13.08322569617799,2.6473255392396764,3.8097703748132874,3.3168228428821207,1.3969795556714408,3.469370887052821,4.052968618548643,2.6488636307787434,2.3703550002370175,4.118314809461058,2.8070347841441188,4.266164923502084,2.9498791053851394,4.394789451388256,7.937035181680097,3.68817874360141,2.6505388967648837,2.6468142259762075,8.64709590602773
3.426,4.630434782608695,3.5250000000000004,3.56,3.4533333333333336,3.575,3.4633333333333334,3.82,2.7342712953671757,13.086489233705546,2.721859413731922,3.8102843221185334,3.367955460429893,1.426547037331563,3.5084281788096487,4.008477082451244,2.7409651034516354,2.3826373433955106,4.13239839269711,2.81652586093588,4.318234346698397,2.948711869465113,4.358460148904247,7.962285707934452,3.699514305761236,2.760621607838752,2.7153192370980794,8.652193402499194
3.569,5.010434782608695,3.675,3.8925,3.82,3.71,3.6833333333333336,3.874444444444445,2.8776721504759655,13.323565838598537,2.8795815330366357,4.065329607381475,3.557553177489257,1.6436621515779413,3.683264970811427,4.301864455058521,2.8746605282249846,2.61470530006589,4.362927947433162,3.0524620968273877,4.506308516127278,3.1962805415204625,4.6427506721059775,8.184637711699748,3.9245752201631148,2.869497041662848,2.8821277087555686,8.901919933612069
2.598,4.712826086956521,3.4450000000000003,3.4725,3.3266666666666667,3.52,3.4066666666666667,3.82,3.6417608934335455,1.5476345441107555,3.623098341413132,3.4444290783300886,3.529119732548857,3.525566941309589,2.873561990101533,2.111891770523637,3.6668743953477385,3.424043726811208,3.646650529734416,3.3861340401520623,3.560316807272405,3.447731132202533,3.8935633470275093,3.5198538398797985,1.1998709349787737,3.713772389893269,3.600062938160775,3.468969588288972
2.005,4.418260869565217,4.635,3.43,3.32,4.83,4.203333333333333,6.041111111111111,5.039386986285605,1.6883801785647443,4.875817223784972,3.785521935436751,4.456406330184652,4.2258749717329325,2.544953606431609,2.2326018335297118,5.147196133139924,3.738291591198624,4.252076264350083,3.6376980593,4.52146870233072,3.611245547114701,4.123560362123222,4.167125691321942,1.2356838805575534,5.42873965735507,4.768242316205678,3.888826455780268
2.005,4.418260869565217,4.635,3.43,3.32,4.83,4.203333333333333,6.041111111111111,5.039386986285605,1.6883801785647443,4.875817223784972,3.785521935436751,4.456406330184652,4.2258749717329325,2.544953606431609,2.2326018335297118,5.147196133139924,3.738291591198624,4.252076264350083,3.6376980593,4.52146870233072,3.611245547114701,4.123560362123222,4.167125691321942,1.2356838805575534,5.42873965735507,4.768242316205678,3.888826455780268
2.005,4.418260869565217,4.635,3.43,3.32,4.83,4.203333333333333,6.041111111111111,5.039386986285605,1.6883801785647443,4.875817223784972,3.785521935436751,4.456406330184652,4.2258749717329325,2.544953606431609,2.2326018335297118,5.147196133139924,3.738291591198624,4.252076264350083,3.6376980593,4.52146870233072,3.611245547114701,4.123560362123222,4.167125691321942,1.2356838805575534,5.42873965735507,4.768242316205678,3.888826455780268
1.907,6.651304347826088,9.85,5.257499999999999,5.113333333333333,10.09,8.18,14.369999999999996,1.7206148348469075,4.063592530745783,1.7993882713216003,1.042349970730009,3.978225564985558,8.119922797132162,3.3170684755466606,4.920172296172995,1.6841932869708618,6.546278542371086,1.1148758269644539,6.251723719344916,2.152178447426061,0.7637528027693321,7.091287265221611,2.117480491755459,3.2300888401213443,1.5668532661223686,1.8394191539674836,6.98838480733059
2.036,9.085652173913042,11.575,6.637499999999999,6.453333333333333,11.905,9.726666666666668,16.503333333333334,3.5632760235949483,5.377329434878112,3.598416733684356,2.475053811498716,5.66203646150479,1.3852959719130595,3.846138804086749,6.731604931862453,3.5605846737334694,0.9797174056649647,2.8071697568050213,1.2512152401213479,3.850912827558802,2.1098169237929394,8.937893945890268,3.7005675836310656,4.349969424921874,3.523442719106008,3.6077159980543207,8.469319248931471
2.739,19.089347826086957,17.3,13.0275,11.966666666666669,19.465,15.753333333333336,22.80444444444444,9.869781028610308,10.669414744532158,9.879336356856474,8.135578965416494,11.869880308528764,7.460636419484839,6.090144569582883,14.096265368653064,9.856712804571522,6.379437902870227,9.476394961922491,6.46998742455086,10.083413486854301,7.561108023554214,16.38736935880859,9.73425266298614,8.896038861738976,9.826131791801178,9.902158230307542,14.269761820587249
2.793,19.156739130434783,18.225,17.96,17.66333333333333,20.01,18.55666666666667,20.854444444444443,10.116454223805828,12.22674517137066,10.385933690017854,10.674041081979325,13.233979311231646,9.231897497136291,6.724490169433959,15.520713371024268,9.811638734458494,8.200668186306658,11.06441239641757,8.425692286711225,11.307906577364786,9.515360768503125,17.753856151561074,11.583348434595013,10.41532555794841,9.198789543343839,10.660497135231697,16.713001164094432
2.5320000000000005,17.19217391304348,32.77,14.8525,14.933333333333335,34.11,26.98333333333333,49.30777777777777,27.35241535552414,15.439569551823595,25.803078292980345,14.714121208177303,24.22730317804989,17.563586537167353,7.733480821964568,17.606060698467363,28.255444396332418,12.859381582129679,18.194930780298236,12.39455850444065,22.84683272005656,12.441431186090826,20.961343077589266,19.308600317745878,12.985950745796618,30.78892451721845,24.875409290345896,21.58889929139602
2.5320000000000005,17.19217391304348,32.77,14.8525,14.933333333333335,34.11,26.98333333333333,49.30777777777777,27.35241535552414,15.439569551823595,25.803078292980345,14.714121208177303,24.22730317804989,17.563586537167353,7.733480821964568,17.606060698467363,28.255444396332418,12.859381582129679,18.194930780298236,12.39455850444065,22.84683272005656,12.441431186090826,20.961343077589266,19.308600317745878,12.985950745796618,30.78892451721845,24.875409290345896,21.58889929139602
2.5320000000000005,17.19217391304348,32.77,14.8525,14.933333333333335,34.11,26.98333333333333,49.30777777777777,27.35241535552414,15.439569551823595,25.803078292980345,14.714121208177303,24.22730317804989,17.563586537167353,7.733480821964568,17.606060698467363,28.255444396332418,12.859381582129679,18.194930780298236,12.39455850444065,22.84683272005656,12.441431186090826,20.961343077589266,19.308600317745878,12.985950745796618,30.78892451721845,24.875409290345896,21.58889929139602
2.515,9.180217391304348,23.61,6.202500000000001,6.026666666666666,24.330000000000005,17.7,39.02666666666667,17.889343123950752,9.118866094208194,16.564612033272088,6.956336755217954,15.327893733462528,9.083639644555255,5.505749510303775,9.812876608539796,18.75344746380319,5.847521302178621,9.697350412897283,5.58747710149394,13.946022975632243,5.693014389390731,12.8779425784763,10.947395619559025,7.522696414953901,21.02654345799152,15.699811474192984,13.588287789299986
2.6,7.064565217391306,15.65,6.675000000000001,5.56,17.169999999999998,12.96,24.883333333333336,8.90388636644131,6.4978196066269645,8.374509715086205,3.8380899781189086,9.112776709233277,4.043971067391576,4.638800946206149,7.030613322485909,9.19068923974011,2.575437342371763,5.129086265716597,2.650329508841038,7.498458537829326,3.1765367694176287,9.611876657757477,6.181223325254504,5.383031144202257,10.031643361454481,8.068398500189023,10.07948667390782
2.5730000000000004,10.685652173913043,10.08,8.845,8.84,10.43,9.4,11.85,1.3275986896373446,5.884667072543195,1.7534070810472784,3.040892455171207,4.81069719251519,1.063087801176426,4.367624629045773,7.586244916246507,1.0638986677512055,1.279198565851389,2.7002539983149907,1.6885089344210797,2.8522569806872395,2.7473914833705173,9.582936865857263,3.4971777802876316,4.9115370639144755,0.3482053037347477,2.0265798009454965,8.876448076566032
2.5630000000000006,8.713260869565218,7.635,7.835000000000001,7.476666666666667,8.035,7.673333333333333,8.295555555555557,7.905944764531524,4.544627672576144,7.814231958925147,1.4654823300195723,2.6638739336133,7.466651523019873,3.897442677614891,5.8831373772333,7.933421201493745,6.714788323895292,0.7987694466769337,0.2674587456310622,0.6700781162850697,1.3785739545390046,7.784107859374689,1.6136728391893334,3.7820455039358656,8.052291392298379,7.780993198878498,7.214353980280699
2.6580000000000004,10.69391304347826,9.045,8.045,8.25,8.969999999999999,8.659999999999998,9.955555555555556,0.006773554888484412,5.38139501939701,0.5167182618983848,2.3502489784053147,3.8088185764834543,0.1722218117804477,4.237699314488819,7.130305534298882,9.275656102526424,0.6425208030318741,1.8678218106517006,1.0872991267923364,1.8106575764264052,2.1957309305172563,9.05471784962984,2.6357166139406294,4.478189749679822,9.492310240432396,0.8500652698366586,8.13792400832111
2.6580000000000004,10.69391304347826,9.045,8.045,8.25,8.969999999999999,8.659999999999998,9.955555555555556,0.006773554888484412,5.38139501939701,0.5167182618983848,2.3502489784053147,3.8088185764834543,0.1722218117804477,4.237699314488819,7.130305534298882,9.275656102526424,0.6425208030318741,1.8678218106517006,1.0872991267923364,1.8106575764264052,2.1957309305172563,9.05471784962984,2.6357166139406294,4.478189749679822,9.492310240432396,0.8500652698366586,8.13792400832111
2.6580000000000004,10.69391304347826,9.045,8.045,8.25,8.969999999999999,8.659999999999998,9.955555555555556,0.006773554888484412,5.38139501939701,0.5167182618983848,2.3502489784053147,3.8088185764834543,0.1722218117804477,4.237699314488819,7.130305534298882,9.275656102526424,0.6425208030318741,1.8678218106517006,1.0872991267923364,1.8106575764264052,2.1957309305172563,9.05471784962984,2.6357166139406294,4.478189749679822,9.492310240432396,0.8500652698366586,8.13792400832111
2.6580000000000004,10.69391304347826,9.045,8.045,8.25,8.969999999999999,8.659999999999998,9.955555555555556,0.006773554888484412,5.38139501939701,0.5167182618983848,2.3502489784053147,3.8088185764834543,0.1722218117804477,4.237699314488819,7.130305534298882,9.275656102526424,0.6425208030318741,1.8678218106517006,1.0872991267923364,1.8106575764264052,2.1957309305172563,9.05471784962984,2.6357166139406294,4.478189749679822,9.492310240432396,0.8500652698366586,8.13792400832111
3.201,17.20130434782609,8.365,10.21,10.306666666666668,8.35,8.713333333333333,9.11111111111111,9.13617680238668,7.086440761175491,0.6536188793522477,3.7419598919830754,4.118802076507262,1.020139520580086,5.117868105115326,10.385126078786346,9.167372236513655,1.971281163507828,3.2362277162534623,2.436931623145682,2.2302310022431824,3.8949513491807615,12.077617455967507,3.5844875997994725,5.931376899287144,9.141990535880309,1.0395962448694753,9.435304142209622
2.678,19.57934782608696,8.445,10.4725,9.86,8.665,8.443333333333333,8.936666666666667,9.108948982855178,7.348470453563823,0.6840093811930128,3.799965514875982,4.252773023879143,1.1465743311922978,4.83219320170601,11.380528716893052,9.144516042022229,2.1013795680853233,3.6376522863639424,2.521174933680511,2.333878790756219,4.127098913417667,13.036464340112397,3.711140037606511,6.019284459338265,9.064893333419118,1.0862311856074491,9.510296077704076
2.76,11.861739130434785,5.66,7.115,6.150000000000001,5.674999999999999,6.533333333333334,6.376666666666666,6.422453071055319,4.3885891582694265,6.416160327785509,0.669574954788696,1.2864537901711843,6.403906190797252,3.910255570844265,6.608750628970018,6.410015496981635,6.151762899459586,0.1306927401013338,6.02502323076423,6.379422317636432,1.078156199125595,8.328539256140797,0.6151024619550975,3.57298887432205,6.40620277037552,6.404997904775137,6.34848083714819
2.479,6.942391304347827,9.625,4.4425,4.23,9.965,7.766666666666666,14.528888888888888,1.6342356613028883,4.020444652253258,1.6884552733016243,0.7318626774232886,3.755892115128609,7.873582201213392,3.661721578552488,4.863582446090487,1.6329466194711788,6.402271310754732,0.924943714110678,6.098190978003092,1.9582550854758436,0.6225757404129517,7.020393712739671,1.869499732435619,3.2378099158692066,1.5794176826471116,1.697785635245518,6.675201734594202
2.479,6.942391304347827,9.625,4.4425,4.23,9.965,7.766666666666666,14.528888888888888,1.6342356613028883,4.020444652253258,1.6884552733016243,0.7318626774232886,3.755892115128609,7.873582201213392,3.661721578552488,4.863582446090487,1.6329466194711788,6.402271310754732,0.924943714110678,6.098190978003092,1.9582550854758436,0.6225757404129517,7.020393712739671,1.869499732435619,3.2378099158692066,1.5794176826471116,1.697785635245518,6.675201734594202
2.479,6.942391304347827,9.625,4.4425,4.23,9.965,7.766666666666666,14.528888888888888,1.6342356613028883,4.020444652253258,1.6884552733016243,0.7318626774232886,3.755892115128609,7.873582201213392,3.661721578552488,4.863582446090487,1.6329466194711788,6.402271310754732,0.924943714110678,6.098190978003092,1.9582550854758436,0.6225757404129517,7.020393712739671,1.869499732435619,3.2378099158692066,1.5794176826471116,1.697785635245518,6.675201734594202
2.488,6.1354347826086935,11.295,4.8125,4.683333333333333,11.83,8.92,17.25888888888889,3.4687033283654127,4.487958834235143,3.3689115143268076,1.4604237285035833,5.100971447035142,0.6261543402608041,3.852069927866908,5.032688560380048,3.559355761584065,0.15642608047436468,1.8358499347080626,0.4218888969899268,3.3291867455910955,1.1254659394836803,7.318473195657713,2.904089560137538,3.6620030473328526,3.7591205137120802,3.28828792341543,7.481707082566347
2.5200000000000005,5.808260869565216,22.33,4.6275,4.573333333333333,23.215,16.25,37.647777777777776,16.47924305868458,7.77498358825335,15.149559919408816,5.564585432561946,13.931509065914764,7.651997056968991,5.066437010535305,7.684356631556849,17.346902727262464,4.532243840834291,8.084865689695409,4.316356063836714,12.528232791024088,4.31555682584785,10.768777758205776,9.515192058368303,6.410371504845844,19.62759901530708,14.285984870889667,12.172365666275397
