,Constraint,Bus,Time,Value
319,Node_Constraint,bus_10607,8,19.541666666666494
320,Node_Constraint,bus_10607,9,19.541666666666476
321,Node_Constraint,bus_10607,10,19.14142857142856
322,Node_Constraint,bus_10607,11,18.780000000000026
323,Node_Constraint,bus_10607,12,18.829999999999924
324,Node_Constraint,bus_10607,13,18.83000000000004
325,Node_Constraint,bus_10607,14,18.803333333333345
326,Node_Constraint,bus_10607,15,19.08166666666675
327,Node_Constraint,bus_10607,16,19.541666666666472
328,Node_Constraint,bus_10607,17,19.541666666666625
329,Node_Constraint,bus_10607,18,19.541666666666572
330,Node_Constraint,bus_10607,19,19.54166666666647
331,Node_Constraint,bus_10607,20,19.541666666666547
332,Node_Constraint,bus_10607,21,19.541666666666462
333,Node_Constraint,bus_10607,22,19.541666666666544
334,Node_Constraint,bus_10607,23,19.541666666666533
335,Node_Constraint,bus_10607,24,19.541666666666167
336,Node_Constraint,bus_10609,1,19.54166666666654
337,Node_Constraint,bus_10609,2,19.54166666666647
338,Node_Constraint,bus_10609,3,19.91
339,Node_Constraint,bus_10609,4,19.906666666666673
340,Node_Constraint,bus_10609,5,19.731111111111094
341,Node_Constraint,bus_10609,6,19.541666666666547
342,Node_Constraint,bus_10609,7,19.541666666666536
343,Node_Constraint,bus_10609,8,19.54166666666649
344,Node_Constraint,bus_10609,9,19.541666666666504
345,Node_Constraint,bus_10609,10,19.141428571428563
346,Node_Constraint,bus_10609,11,18.779999999999998
347,Node_Constraint,bus_10609,12,18.83000000000012
348,Node_Constraint,bus_10609,13,18.830000000000055
349,Node_Constraint,bus_10609,14,18.803333333333345
350,Node_Constraint,bus_10609,15,19.081666666666752
351,Node_Constraint,bus_10609,16,19.541666666666515
352,Node_Constraint,bus_10609,17,19.54166666666661
353,Node_Constraint,bus_10609,18,19.541666666666575
354,Node_Constraint,bus_10609,19,19.541666666666575
355,Node_Constraint,bus_10609,20,19.541666666666544
356,Node_Constraint,bus_10609,21,19.541666666666455
357,Node_Constraint,bus_10609,22,19.541666666666558
358,Node_Constraint,bus_10609,23,19.541666666666533
359,Node_Constraint,bus_10609,24,19.541666666666302
360,Node_Constraint,bus_10677,1,19.54166666666653
361,Node_Constraint,bus_10677,2,19.541666666666387
362,Node_Constraint,bus_10677,3,19.91000000000001
363,Node_Constraint,bus_10677,4,19.90666666666667
364,Node_Constraint,bus_10677,5,19.73111111111111
365,Node_Constraint,bus_10677,6,19.541666666666647
366,Node_Constraint,bus_10677,7,19.541666666666554
367,Node_Constraint,bus_10677,8,19.541666666666472
368,Node_Constraint,bus_10677,9,19.54166666666651
369,Node_Constraint,bus_10677,10,19.141428571428566
370,Node_Constraint,bus_10677,11,18.78
371,Node_Constraint,bus_10677,12,18.83000000000021
372,Node_Constraint,bus_10677,13,18.830000000000048
373,Node_Constraint,bus_10677,14,18.803333333333327
374,Node_Constraint,bus_10677,15,19.08166666666672
375,Node_Constraint,bus_10677,16,19.541666666666632
376,Node_Constraint,bus_10677,17,19.541666666666316
377,Node_Constraint,bus_10677,18,19.541666666666547
378,Node_Constraint,bus_10677,19,19.541666666666526
379,Node_Constraint,bus_10677,20,19.54166666666655
380,Node_Constraint,bus_10677,21,19.54166666666632
381,Node_Constraint,bus_10677,22,19.54166666666662
382,Node_Constraint,bus_10677,23,19.541666666666572
383,Node_Constraint,bus_10677,24,19.541666666666256
384,Node_Constraint,bus_10683,1,19.5416666666666
385,Node_Constraint,bus_10683,2,19.541666666666476
386,Node_Constraint,bus_10683,3,19.910000000000004
387,Node_Constraint,bus_10683,4,19.90666666666669
388,Node_Constraint,bus_10683,5,19.73111111111107
389,Node_Constraint,bus_10683,6,19.541666666666593
390,Node_Constraint,bus_10683,7,19.541666666666558
391,Node_Constraint,bus_10683,8,19.541666666666455
392,Node_Constraint,bus_10683,9,19.541666666666487
393,Node_Constraint,bus_10683,10,19.1414285714286
394,Node_Constraint,bus_10683,11,18.780000000000012
395,Node_Constraint,bus_10683,12,18.830000000000307
396,Node_Constraint,bus_10683,13,18.83000000000003
397,Node_Constraint,bus_10683,14,18.803333333333338
398,Node_Constraint,bus_10683,15,19.081666666666738
399,Node_Constraint,bus_10683,16,19.541666666666533
400,Node_Constraint,bus_10683,17,19.541666666666682
401,Node_Constraint,bus_10683,18,19.54166666666677
402,Node_Constraint,bus_10683,19,19.541666666666504
403,Node_Constraint,bus_10683,20,19.541666666666462
404,Node_Constraint,bus_10683,21,19.541666666666355
405,Node_Constraint,bus_10683,22,19.541666666666668
406,Node_Constraint,bus_10683,23,19.541666666666412
407,Node_Constraint,bus_10683,24,19.541666666666472
408,Node_Constraint,bus_10710,1,19.541666666666536
409,Node_Constraint,bus_10710,2,19.541666666666444
410,Node_Constraint,bus_10710,3,19.91
411,Node_Constraint,bus_10710,4,19.906666666666677
412,Node_Constraint,bus_10710,5,19.731111111111087
413,Node_Constraint,bus_10710,6,19.54166666666661
414,Node_Constraint,bus_10710,7,19.541666666666558
415,Node_Constraint,bus_10710,8,19.541666666666483
416,Node_Constraint,bus_10710,9,19.541666666666504
417,Node_Constraint,bus_10710,10,19.14142857142857
418,Node_Constraint,bus_10710,11,18.780000000000094
419,Node_Constraint,bus_10710,12,18.830000000000194
420,Node_Constraint,bus_10710,13,18.830000000000055
421,Node_Constraint,bus_10710,14,18.803333333333335
422,Node_Constraint,bus_10710,15,19.081666666666745
423,Node_Constraint,bus_10710,16,19.541666666666536
424,Node_Constraint,bus_10710,17,19.541666666666597
425,Node_Constraint,bus_10710,18,19.541666666666618
426,Node_Constraint,bus_10710,19,19.541666666666558
427,Node_Constraint,bus_10710,20,19.541666666666536
428,Node_Constraint,bus_10710,21,19.54166666666642
429,Node_Constraint,bus_10710,22,19.541666666666593
430,Node_Constraint,bus_10710,23,19.54166666666659
431,Node_Constraint,bus_10710,24,19.541666666666348
432,Node_Constraint,bus_10750,1,19.541666666666526
433,Node_Constraint,bus_10750,2,19.54166666666649
434,Node_Constraint,bus_10750,3,19.90999999999999
435,Node_Constraint,bus_10750,4,19.906666666666677
436,Node_Constraint,bus_10750,5,19.73111111111159
437,Node_Constraint,bus_10750,6,19.541666666666593
438,Node_Constraint,bus_10750,7,19.541666666666632
439,Node_Constraint,bus_10750,8,19.541666666666377
440,Node_Constraint,bus_10750,9,19.541666666666515
441,Node_Constraint,bus_10750,10,19.14142857142857
442,Node_Constraint,bus_10750,11,18.78000000000009
443,Node_Constraint,bus_10750,12,18.83000000000072
444,Node_Constraint,bus_10750,13,18.830000000000066
445,Node_Constraint,bus_10750,14,18.803333333333338
446,Node_Constraint,bus_10750,15,19.08166666666675
447,Node_Constraint,bus_10750,16,19.54166666666652
448,Node_Constraint,bus_10750,17,19.541666666666583
449,Node_Constraint,bus_10750,18,19.541666666666615
450,Node_Constraint,bus_10750,19,19.541666666666707
451,Node_Constraint,bus_10750,20,19.541666666666515
452,Node_Constraint,bus_10750,21,19.541666666666423
453,Node_Constraint,bus_10750,22,19.541666666666597
454,Node_Constraint,bus_10750,23,19.54166666666668
455,Node_Constraint,bus_10750,24,19.541666666666263
456,Node_Constraint,bus_10768,1,19.54166666666651
457,Node_Constraint,bus_10768,2,19.541666666666433
458,Node_Constraint,bus_10768,3,19.910000000000007
459,Node_Constraint,bus_10768,4,19.906666666666663
460,Node_Constraint,bus_10768,5,19.731111111111122
461,Node_Constraint,bus_10768,6,19.54166666666674
462,Node_Constraint,bus_10768,7,19.54166666666653
463,Node_Constraint,bus_10768,8,19.54166666666651
464,Node_Constraint,bus_10768,9,19.54166666666651
465,Node_Constraint,bus_10768,10,19.141428571428552
466,Node_Constraint,bus_10768,11,18.779999999999784
467,Node_Constraint,bus_10768,12,18.830000000000112
468,Node_Constraint,bus_10768,13,18.83000000000005
469,Node_Constraint,bus_10768,14,18.803333333333324
470,Node_Constraint,bus_10768,15,19.081666666666734
471,Node_Constraint,bus_10768,16,19.54166666666653
472,Node_Constraint,bus_10768,17,19.54166666666663
473,Node_Constraint,bus_10768,18,19.541666666666565
474,Node_Constraint,bus_10768,19,19.541666666666533
475,Node_Constraint,bus_10768,20,19.541666666666533
476,Node_Constraint,bus_10768,21,19.541666666666497
477,Node_Constraint,bus_10768,22,19.541666666666533
478,Node_Constraint,bus_10768,23,19.541666666666533
479,Node_Constraint,bus_10768,24,19.54166666666647
480,Node_Constraint,bus_10811,1,19.541666666666522
481,Node_Constraint,bus_10811,2,19.541666666666462
482,Node_Constraint,bus_10811,3,19.91
483,Node_Constraint,bus_10811,4,19.90666666666667
484,Node_Constraint,bus_10811,5,19.731111111111098
485,Node_Constraint,bus_10811,6,19.541666666666636
486,Node_Constraint,bus_10811,7,19.54166666666653
487,Node_Constraint,bus_10811,8,19.541666666666508
488,Node_Constraint,bus_10811,9,19.541666666666604
489,Node_Constraint,bus_10811,10,19.141428571428566
490,Node_Constraint,bus_10811,11,18.780000000000054
491,Node_Constraint,bus_10811,12,18.830000000000215
492,Node_Constraint,bus_10811,13,18.830000000000055
493,Node_Constraint,bus_10811,14,18.803333333333335
494,Node_Constraint,bus_10811,15,19.081666666666752
495,Node_Constraint,bus_10811,16,19.541666666666536
496,Node_Constraint,bus_10811,17,19.54166666666662
497,Node_Constraint,bus_10811,18,19.541666666666597
498,Node_Constraint,bus_10811,19,19.54166666666653
499,Node_Constraint,bus_10811,20,19.541666666666725
500,Node_Constraint,bus_10811,21,19.541666666666437
501,Node_Constraint,bus_10811,22,19.541666666666558
502,Node_Constraint,bus_10811,23,19.54166666666653
503,Node_Constraint,bus_10811,24,19.541666666666345
504,Node_Constraint,bus_10859,1,19.541666666666572
505,Node_Constraint,bus_10859,2,19.54166666666628
506,Node_Constraint,bus_10859,3,19.91
507,Node_Constraint,bus_10859,4,19.90666666666669
508,Node_Constraint,bus_10859,5,19.731111111110984
509,Node_Constraint,bus_10859,6,19.541666666666583
510,Node_Constraint,bus_10859,7,19.541666666666572
511,Node_Constraint,bus_10859,8,19.541666666666465
512,Node_Constraint,bus_10859,9,19.541666666666508
513,Node_Constraint,bus_10859,10,19.14142857142857
514,Node_Constraint,bus_10859,11,18.78000000000021
515,Node_Constraint,bus_10859,12,18.830000000000105
516,Node_Constraint,bus_10859,13,18.830000000000055
517,Node_Constraint,bus_10859,14,18.80333333333333
518,Node_Constraint,bus_10859,15,19.08166666666675
519,Node_Constraint,bus_10859,16,19.541666666666554
520,Node_Constraint,bus_10859,17,19.541666666666387
521,Node_Constraint,bus_10859,18,19.541666666666607
522,Node_Constraint,bus_10859,19,19.54166666666664
523,Node_Constraint,bus_10859,20,19.541666666666575
524,Node_Constraint,bus_10859,21,19.541666666666423
525,Node_Constraint,bus_10859,22,19.541666666666597
526,Node_Constraint,bus_10859,23,19.541666666666593
527,Node_Constraint,bus_10859,24,19.541666666666227
528,Node_Constraint,bus_10908,1,19.54166666666651
529,Node_Constraint,bus_10908,2,19.541666666666444
530,Node_Constraint,bus_10908,3,19.91
531,Node_Constraint,bus_10908,4,19.90666666666668
532,Node_Constraint,bus_10908,5,19.731111111111126
