bus_10001,bus_10022,bus_10025,bus_10033,bus_10035,bus_10093,bus_10228,bus_10344,bus_10525,bus_10558,bus_10570,bus_10600,bus_10677,bus_10710,bus_10750,bus_10768,bus_10811,bus_10859,bus_11014,bus_13000,bus_13175,bus_13366,bus_13420,bus_13446,bus_13499,bus_13509,bus_13684,bus_13693,bus_20000,bus_20007,bus_20026,bus_20136,bus_20390,bus_20487,bus_21121,bus_21140,bus_21165,bus_21596,bus_21646,bus_23017,bus_23054,bus_23060,bus_23230,bus_23263,bus_23377,bus_23417,bus_25160,bus_25289,bus_25375,bus_25400,bus_25403,bus_25439,bus_25595,bus_25598,bus_25618,bus_25675,bus_25714,bus_25730,bus_25829,bus_26012,bus_26017,bus_26097,bus_26133,bus_26163,bus_26197,bus_28078,bus_28099,bus_28122,bus_28365,bus_28401,bus_28474,bus_28549,bus_28667,bus_29018,bus_30001,bus_30144,bus_30146,bus_30172,bus_30174,bus_30205,bus_30207,bus_30220,bus_30221,bus_30372,bus_30390,bus_30451,bus_40001,bus_40003,bus_40004,bus_40006,bus_40007,bus_40008,bus_40050,bus_40160,bus_40162,bus_40168,bus_40169,bus_40279,bus_40281,bus_40367,bus_40369,bus_40391,bus_40518,bus_40519,bus_40595,bus_40602,bus_40691,bus_40786,bus_40824,bus_40843,bus_40878,bus_40884,bus_40912,bus_40993,bus_50000,bus_50007,bus_50024,bus_50099,bus_50196,bus_50316,bus_50360,bus_50385,bus_50397,bus_53000,bus_53002,bus_53012,bus_53215,bus_53297,bus_60000,bus_60003,bus_60194,bus_60514,bus_60577,bus_60662,bus_60872,bus_70000,bus_70016,bus_70063,bus_70097,bus_70153,bus_70172,bus_74001,bus_74053,bus_74104,bus_74132,bus_74235,bus_77001,bus_77173,bus_77258,bus_80007
0.0,0.0,0.0,125.568,0.0,1224.2450000000001,546.007,52.286,0.0,89.20100000000001,0.0,0.0,178.391,1407.735,2982.2259999999997,0.0,1671.9,120.203,4605.248,73.646,0.0,176.002,0.0,1726.624,2729.0730000000003,1636.522,394.058,807.195,0.0,55.2,358.23800000000006,1754.3069999999998,592.924,0.0,0.0,0.0,0.0,8.024,0.0,0.0,266.736,440.397,15.895,0.0,0.0,817.024,5.132000000000001,118.70100000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.75,0.0,0.0,0.0,0.0,196.866,0.0,0.0,0.0,23.733,47.05200000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.05999999999995,1035.9479999999999,0.0,0.0,8.679,79.352,0.0,157.328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,802.1039999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.328,0.0,1.6669999999999998,133.32,98.357,0.0,0.0,0.0,0.0,0.0,0.0,4.42,99.543,25.549999999999997,0.0,65.146,5.426,0.0,18.472,109.946,82.369,0.0,0.0,102.47099999999999,0.0,16.639000000000003,113.64699999999999,87.21799999999999,73.94099999999999,32.248000000000005,1105.118,115.82700000000001,0.0,305.489,12.874
0.0,0.0,0.0,125.568,0.0,1224.2450000000001,546.007,52.286,0.0,89.20100000000001,0.0,0.0,178.391,1407.735,2982.2259999999997,0.0,1671.9,120.203,4605.248,73.646,0.0,176.002,0.0,1726.624,2729.0730000000003,1636.522,394.058,807.195,0.0,55.2,358.23800000000006,1754.3069999999998,592.924,0.0,0.0,0.0,0.0,8.024,0.0,0.0,266.736,440.397,15.895,0.0,0.0,817.024,5.132000000000001,118.70100000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.75,0.0,0.0,0.0,0.0,196.866,0.0,0.0,0.0,23.733,47.05200000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.05999999999995,1035.9479999999999,0.0,0.0,8.679,79.352,0.0,157.328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,802.1039999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.328,0.0,1.6669999999999998,133.32,98.357,0.0,0.0,0.0,0.0,0.0,0.0,4.42,99.543,25.549999999999997,0.0,65.146,5.426,0.0,18.472,109.946,82.369,0.0,0.0,102.47099999999999,0.0,16.639000000000003,113.64699999999999,87.21799999999999,73.94099999999999,32.248000000000005,1105.118,115.82700000000001,0.0,305.489,12.874
0.0,0.0,0.0,125.568,0.0,1224.2450000000001,546.007,52.286,0.0,89.20100000000001,0.0,0.0,178.391,1407.735,2982.2259999999997,0.0,1671.9,120.203,4605.248,73.646,0.0,176.002,0.0,1726.624,2729.0730000000003,1636.522,394.058,807.195,0.0,55.2,358.23800000000006,1754.3069999999998,592.924,0.0,0.0,0.0,0.0,8.024,0.0,0.0,266.736,440.397,15.895,0.0,0.0,817.024,5.132000000000001,118.70100000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.75,0.0,0.0,0.0,0.0,196.866,0.0,0.0,0.0,23.733,47.05200000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.05999999999995,1035.9479999999999,0.0,0.0,8.679,79.352,0.0,157.328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,802.1039999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.328,0.0,1.6669999999999998,133.32,98.357,0.0,0.0,0.0,0.0,0.0,0.0,4.42,99.543,25.549999999999997,0.0,65.146,5.426,0.0,18.472,109.946,82.369,0.0,0.0,102.47099999999999,0.0,16.639000000000003,113.64699999999999,87.21799999999999,73.94099999999999,32.248000000000005,1105.118,115.82700000000001,0.0,305.489,12.874
0.0,0.0,0.0,125.568,0.0,1224.2450000000001,546.007,52.286,0.0,89.20100000000001,0.0,0.0,178.391,1407.735,2982.2259999999997,0.0,1671.9,120.203,4605.248,73.646,0.0,176.002,0.0,1726.624,2729.0730000000003,1636.522,394.058,807.195,0.0,55.2,358.23800000000006,1754.3069999999998,592.924,0.0,0.0,0.0,0.0,8.024,0.0,0.0,266.736,440.397,15.895,0.0,0.0,817.024,5.132000000000001,118.70100000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.75,0.0,0.0,0.0,0.0,196.866,0.0,0.0,0.0,23.733,47.05200000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.05999999999995,1035.9479999999999,0.0,0.0,8.679,79.352,0.0,157.328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,802.1039999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.328,0.0,1.6669999999999998,133.32,98.357,0.0,0.0,0.0,0.0,0.0,0.0,4.42,99.543,25.549999999999997,0.0,65.146,5.426,0.0,18.472,109.946,82.369,0.0,0.0,102.47099999999999,0.0,16.639000000000003,113.64699999999999,87.21799999999999,73.94099999999999,32.248000000000005,1105.118,115.82700000000001,0.0,305.489,12.874
0.0,0.0,0.0,125.568,0.0,1224.2450000000001,546.007,52.286,0.0,89.20100000000001,0.0,0.0,178.391,1407.735,2982.2259999999997,0.0,1671.9,120.203,4605.248,73.646,0.0,176.002,0.0,1726.624,2729.0730000000003,1636.522,394.058,807.195,0.0,55.2,358.23800000000006,1754.3069999999998,592.924,0.0,0.0,0.0,0.0,8.024,0.0,0.0,266.736,440.397,15.895,0.0,0.0,817.024,5.132000000000001,118.70100000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.75,0.0,0.0,0.0,0.0,196.866,0.0,0.0,0.0,23.733,47.05200000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.05999999999995,1035.9479999999999,0.0,0.0,8.679,79.352,0.0,157.328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,802.1039999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.328,0.0,1.6669999999999998,133.32,98.357,0.0,0.0,0.0,0.0,0.0,0.0,4.42,99.543,25.549999999999997,0.0,65.146,5.426,0.0,18.472,109.946,82.369,0.0,0.0,102.47099999999999,0.0,16.639000000000003,113.64699999999999,87.21799999999999,73.94099999999999,32.248000000000005,1105.118,115.82700000000001,0.0,305.489,12.874
0.0,0.0,0.0,125.568,0.0,1224.2450000000001,546.007,52.286,0.0,89.20100000000001,0.0,0.0,178.391,1407.735,2982.2259999999997,0.0,1671.9,120.203,4605.248,73.646,0.0,176.002,0.0,1726.624,2729.0730000000003,1636.522,394.058,807.195,0.0,55.2,358.23800000000006,1754.3069999999998,592.924,0.0,0.0,0.0,0.0,8.024,0.0,0.0,266.736,440.397,15.895,0.0,0.0,817.024,5.132000000000001,118.70100000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.75,0.0,0.0,0.0,0.0,196.866,0.0,0.0,0.0,23.733,47.05200000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.05999999999995,1035.9479999999999,0.0,0.0,8.679,79.352,0.0,157.328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,802.1039999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.328,0.0,1.6669999999999998,133.32,98.357,0.0,0.0,0.0,0.0,0.0,0.0,4.42,99.543,25.549999999999997,0.0,65.146,5.426,0.0,18.472,109.946,82.369,0.0,0.0,102.47099999999999,0.0,16.639000000000003,113.64699999999999,87.21799999999999,73.94099999999999,32.248000000000005,1105.118,115.82700000000001,0.0,305.489,12.874
0.0,0.0,0.0,125.568,0.0,1224.2450000000001,546.007,52.286,0.0,89.20100000000001,0.0,0.0,178.391,1407.735,2982.2259999999997,0.0,1671.9,120.203,4605.248,73.646,0.0,176.002,0.0,1726.624,2729.0730000000003,1636.522,394.058,807.195,0.0,55.2,358.23800000000006,1754.3069999999998,592.924,0.0,0.0,0.0,0.0,8.024,0.0,0.0,266.736,440.397,15.895,0.0,0.0,817.024,5.132000000000001,118.70100000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.75,0.0,0.0,0.0,0.0,196.866,0.0,0.0,0.0,23.733,47.05200000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.05999999999995,1035.9479999999999,0.0,0.0,8.679,79.352,0.0,157.328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,802.1039999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.328,0.0,1.6669999999999998,133.32,98.357,0.0,0.0,0.0,0.0,0.0,0.0,4.42,99.543,25.549999999999997,0.0,65.146,5.426,0.0,18.472,109.946,82.369,0.0,0.0,102.47099999999999,0.0,16.639000000000003,113.64699999999999,87.21799999999999,73.94099999999999,32.248000000000005,1105.118,115.82700000000001,0.0,305.489,12.874
0.0,0.0,0.0,125.568,0.0,1204.639,544.904,52.286,0.0,90.921,0.0,0.0,176.81400000000002,1397.333,2958.225,0.0,1650.956,120.922,4532.272,73.46000000000001,0.0,173.496,0.0,1746.384,2761.893,1666.0590000000002,397.366,805.563,0.0,54.554,358.411,1787.9439999999995,592.842,0.0,0.0,0.0,0.0,8.008,0.0,0.0,276.408,465.743,15.895,0.0,0.0,869.7940000000001,5.125,118.66300000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.687,0.0,0.0,0.0,0.0,196.98200000000003,0.0,0.0,0.0,23.733,47.766999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.992,1035.944,0.0,0.0,8.679,79.517,0.0,157.327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.32399999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,802.1030000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.997,0.0,1.6669999999999998,133.35,99.248,0.0,0.0,0.0,0.0,0.0,0.0,4.413,99.553,25.549,0.0,65.376,5.387,0.0,18.472,109.99699999999997,82.27,0.0,0.0,104.121,0.0,16.458000000000002,112.97500000000001,87.184,73.45899999999999,32.248000000000005,1116.144,115.82700000000001,0.0,314.245,12.874
0.0,0.0,0.0,125.568,0.0,1204.639,544.904,52.286,0.0,90.921,0.0,0.0,176.81400000000002,1397.333,2958.225,0.0,1650.956,120.922,4532.272,73.46000000000001,0.0,173.496,0.0,1746.384,2761.893,1666.0590000000002,397.366,805.563,0.0,54.554,358.411,1787.9439999999995,592.842,0.0,0.0,0.0,0.0,8.008,0.0,0.0,276.408,465.743,15.895,0.0,0.0,869.7940000000001,5.125,118.66300000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.687,0.0,0.0,0.0,0.0,196.98200000000003,0.0,0.0,0.0,23.733,47.766999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.992,1035.944,0.0,0.0,8.679,79.517,0.0,157.327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.32399999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,802.1030000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.997,0.0,1.6669999999999998,133.35,99.248,0.0,0.0,0.0,0.0,0.0,0.0,4.413,99.553,25.549,0.0,65.376,5.387,0.0,18.472,109.99699999999997,82.27,0.0,0.0,104.121,0.0,16.458000000000002,112.97500000000001,87.184,73.45899999999999,32.248000000000005,1116.144,115.82700000000001,0.0,314.245,12.874
0.0,0.0,0.0,125.568,0.0,1204.639,544.904,52.286,0.0,90.921,0.0,0.0,176.81400000000002,1397.333,2958.225,0.0,1650.956,120.922,4532.272,73.46000000000001,0.0,173.496,0.0,1746.384,2761.893,1666.0590000000002,397.366,805.563,0.0,54.554,358.411,1787.9439999999995,592.842,0.0,0.0,0.0,0.0,8.008,0.0,0.0,276.408,465.743,15.895,0.0,0.0,869.7940000000001,5.125,118.66300000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.687,0.0,0.0,0.0,0.0,196.98200000000003,0.0,0.0,0.0,23.733,47.766999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.992,1035.944,0.0,0.0,8.679,79.517,0.0,157.327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.32399999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,802.1030000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.997,0.0,1.6669999999999998,133.35,99.248,0.0,0.0,0.0,0.0,0.0,0.0,4.413,99.553,25.549,0.0,65.376,5.387,0.0,18.472,109.99699999999997,82.27,0.0,0.0,104.121,0.0,16.458000000000002,112.97500000000001,87.184,73.45899999999999,32.248000000000005,1116.144,115.82700000000001,0.0,314.245,12.874
