EIA_ID,plant,state,bal_auth,mode,year,epiweek,mean,max,min,capability,nameplate_EIA,nameplate_HS
72,Venice,CA,CISO,Canal/Conduit,2009,1,1.738,5.132,0.613,10.1,10.1,10.1
72,Venice,CA,CISO,Canal/Conduit,2009,2,1.727,5.125,0.609,10.1,10.1,10.1
72,Venice,CA,CISO,Canal/Conduit,2009,3,1.722,5.122,0.607,10.1,10.1,10.1
72,Venice,CA,CISO,Canal/Conduit,2009,4,1.755,5.142,0.619,10.1,10.1,10.1
72,Venice,CA,CISO,Canal/Conduit,2009,5,1.813,5.176,0.639,10.1,10.1,10.1
72,Venice,CA,CISO,Canal/Conduit,2009,6,1.89,5.222,0.666,10.1,10.1,10.1
72,Venice,CA,CISO,Canal/Conduit,2009,7,1.89,5.222,0.666,10.1,10.1,10.1
72,Venice,CA,CISO,Canal/Conduit,2009,8,1.89,5.222,0.666,10.1,10.1,10.1
72,Venice,CA,CISO,Canal/Conduit,2009,9,2.131,5.366,0.752,10.1,10.1,10.1
72,Venice,CA,CISO,Canal/Conduit,2009,10,2.131,5.366,0.752,10.1,10.1,10.1
72,Venice,CA,CISO,Canal/Conduit,2009,11,2.131,5.366,0.752,10.1,10.1,10.1
72,Venice,CA,CISO,Canal/Conduit,2009,12,2.131,5.366,0.752,10.1,10.1,10.1
72,Venice,CA,CISO,Canal/Conduit,2009,13,2.131,5.366,0.752,10.1,10.1,10.1
72,Venice,CA,CISO,Canal/Conduit,2009,14,2.918,5.833,1.029,10.1,10.1,10.1
72,Venice,CA,CISO,Canal/Conduit,2009,15,2.395,5.522,0.845,10.1,10.1,10.1
72,Venice,CA,CISO,Canal/Conduit,2009,16,1.509,4.996,0.532,10.1,10.1,10.1
72,Venice,CA,CISO,Canal/Conduit,2009,17,1.441,4.956,0.508,10.1,10.1,10.1
72,Venice,CA,CISO,Canal/Conduit,2009,18,2.637,5.666,0.93,10.1,10.1,10.1
72,Venice,CA,CISO,Canal/Conduit,2009,19,2.637,5.666,0.93,10.1,10.1,10.1
72,Venice,CA,CISO,Canal/Conduit,2009,20,2.637,5.666,0.93,10.1,10.1,10.1
72,Venice,CA,CISO,Canal/Conduit,2009,21,2.637,5.666,0.93,10.1,10.1,10.1
72,Venice,CA,CISO,Canal/Conduit,2009,22,2.637,5.666,0.93,10.1,10.1,10.1
72,Venice,CA,CISO,Canal/Conduit,2009,23,2.737,5.726,0.966,10.1,10.1,10.1
72,Venice,CA,CISO,Canal/Conduit,2009,24,2.737,5.726,0.966,10.1,10.1,10.1
72,Venice,CA,CISO,Canal/Conduit,2009,25,2.737,5.726,0.966,10.1,10.1,10.1
72,Venice,CA,CISO,Canal/Conduit,2009,26,2.737,5.726,0.966,10.1,10.1,10.1
72,Venice,CA,CISO,Canal/Conduit,2009,27,2.712,5.71,0.956,10.1,10.1,10.1
72,Venice,CA,CISO,Canal/Conduit,2009,28,2.712,5.71,0.956,10.1,10.1,10.1
72,Venice,CA,CISO,Canal/Conduit,2009,29,2.712,5.71,0.956,10.1,10.1,10.1
72,Venice,CA,CISO,Canal/Conduit,2009,30,2.712,5.71,0.956,10.1,10.1,10.1
72,Venice,CA,CISO,Canal/Conduit,2009,31,2.338,5.488,0.825,10.1,10.1,10.1
72,Venice,CA,CISO,Canal/Conduit,2009,32,2.338,5.488,0.825,10.1,10.1,10.1
72,Venice,CA,CISO,Canal/Conduit,2009,33,2.338,5.488,0.825,10.1,10.1,10.1
72,Venice,CA,CISO,Canal/Conduit,2009,34,2.338,5.488,0.825,10.1,10.1,10.1
72,Venice,CA,CISO,Canal/Conduit,2009,35,2.338,5.488,0.825,10.1,10.1,10.1
72,Venice,CA,CISO,Canal/Conduit,2009,36,1.671,5.092,0.589,10.1,10.1,10.1
72,Venice,CA,CISO,Canal/Conduit,2009,37,1.671,5.092,0.589,10.1,10.1,10.1
72,Venice,CA,CISO,Canal/Conduit,2009,38,1.671,5.092,0.589,10.1,10.1,10.1
72,Venice,CA,CISO,Canal/Conduit,2009,39,1.671,5.092,0.589,10.1,10.1,10.1
72,Venice,CA,CISO,Canal/Conduit,2009,40,0.765,4.554,0.27,10.1,10.1,10.1
72,Venice,CA,CISO,Canal/Conduit,2009,41,0.765,4.554,0.27,10.1,10.1,10.1
72,Venice,CA,CISO,Canal/Conduit,2009,42,0.765,4.554,0.27,10.1,10.1,10.1
72,Venice,CA,CISO,Canal/Conduit,2009,43,0.765,4.554,0.27,10.1,10.1,10.1
72,Venice,CA,CISO,Canal/Conduit,2009,44,0.765,4.554,0.27,10.1,10.1,10.1
72,Venice,CA,CISO,Canal/Conduit,2009,45,1.679,5.097,0.592,10.1,10.1,10.1
72,Venice,CA,CISO,Canal/Conduit,2009,46,1.679,5.097,0.592,10.1,10.1,10.1
72,Venice,CA,CISO,Canal/Conduit,2009,47,1.679,5.097,0.592,10.1,10.1,10.1
72,Venice,CA,CISO,Canal/Conduit,2009,48,1.679,5.097,0.592,10.1,10.1,10.1
72,Venice,CA,CISO,Canal/Conduit,2009,49,1.808,5.173,0.638,10.1,10.1,10.1
72,Venice,CA,CISO,Canal/Conduit,2009,50,1.808,5.173,0.638,10.1,10.1,10.1
72,Venice,CA,CISO,Canal/Conduit,2009,51,1.808,5.173,0.638,10.1,10.1,10.1
72,Venice,CA,CISO,Canal/Conduit,2009,52,1.808,5.173,0.638,10.1,10.1,10.1
145,Horse Mesa,AZ,SRP,Peaking,2009,1,3.933,61.124,1.8,149,129.5,29.7
145,Horse Mesa,AZ,SRP,Peaking,2009,2,3.933,61.124,1.8,149,129.5,29.7
145,Horse Mesa,AZ,SRP,Peaking,2009,3,3.933,61.124,1.8,149,129.5,29.7
145,Horse Mesa,AZ,SRP,Peaking,2009,4,3.933,61.124,1.8,149,129.5,29.7
145,Horse Mesa,AZ,SRP,Peaking,2009,5,7.738,63.429,3.542,149,129.5,29.7
145,Horse Mesa,AZ,SRP,Peaking,2009,6,7.901,63.528,3.616,149,129.5,29.7
145,Horse Mesa,AZ,SRP,Peaking,2009,7,7.896,63.525,3.614,149,129.5,29.7
145,Horse Mesa,AZ,SRP,Peaking,2009,8,7.893,63.523,3.613,149,129.5,29.7
145,Horse Mesa,AZ,SRP,Peaking,2009,9,30.156,77.009,13.802,149,129.5,29.7
145,Horse Mesa,AZ,SRP,Peaking,2009,10,31.284,77.693,14.319,149,129.5,29.7
145,Horse Mesa,AZ,SRP,Peaking,2009,11,31.281,77.691,14.317,149,129.5,29.7
145,Horse Mesa,AZ,SRP,Peaking,2009,12,31.28,77.69,14.317,149,129.5,29.7
145,Horse Mesa,AZ,SRP,Peaking,2009,13,26.437,74.756,12.1,149,129.5,29.7
145,Horse Mesa,AZ,SRP,Peaking,2009,14,18.137,69.729,8.301,149,129.5,29.7
145,Horse Mesa,AZ,SRP,Peaking,2009,15,18.153,69.738,8.309,149,129.5,29.7
145,Horse Mesa,AZ,SRP,Peaking,2009,16,18.133,69.726,8.3,149,129.5,29.7
145,Horse Mesa,AZ,SRP,Peaking,2009,17,17.7,69.464,8.101,149,129.5,29.7
145,Horse Mesa,AZ,SRP,Peaking,2009,18,21.235,71.605,9.719,149,129.5,29.7
145,Horse Mesa,AZ,SRP,Peaking,2009,19,21.606,71.83,9.889,149,129.5,29.7
145,Horse Mesa,AZ,SRP,Peaking,2009,20,21.616,71.836,9.894,149,129.5,29.7
145,Horse Mesa,AZ,SRP,Peaking,2009,21,21.635,71.847,9.902,149,129.5,29.7
145,Horse Mesa,AZ,SRP,Peaking,2009,22,15.574,68.176,7.128,149,129.5,29.7
145,Horse Mesa,AZ,SRP,Peaking,2009,23,20.132,70.937,9.215,149,129.5,29.7
145,Horse Mesa,AZ,SRP,Peaking,2009,24,20.132,70.937,9.215,149,129.5,29.7
145,Horse Mesa,AZ,SRP,Peaking,2009,25,20.132,70.937,9.215,149,129.5,29.7
145,Horse Mesa,AZ,SRP,Peaking,2009,26,19.908,70.801,9.112,149,129.5,29.7
145,Horse Mesa,AZ,SRP,Peaking,2009,27,20.145,70.945,9.221,149,129.5,29.7
145,Horse Mesa,AZ,SRP,Peaking,2009,28,20.145,70.945,9.221,149,129.5,29.7
145,Horse Mesa,AZ,SRP,Peaking,2009,29,20.145,70.945,9.221,149,129.5,29.7
145,Horse Mesa,AZ,SRP,Peaking,2009,30,20.145,70.945,9.221,149,129.5,29.7
145,Horse Mesa,AZ,SRP,Peaking,2009,31,19.02,70.263,8.705,149,129.5,29.7
145,Horse Mesa,AZ,SRP,Peaking,2009,32,19.02,70.263,8.705,149,129.5,29.7
145,Horse Mesa,AZ,SRP,Peaking,2009,33,19.02,70.263,8.705,149,129.5,29.7
145,Horse Mesa,AZ,SRP,Peaking,2009,34,19.02,70.263,8.705,149,129.5,29.7
145,Horse Mesa,AZ,SRP,Peaking,2009,35,19.02,70.263,8.705,149,129.5,29.7
145,Horse Mesa,AZ,SRP,Peaking,2009,36,20.279,71.026,9.282,149,129.5,29.7
145,Horse Mesa,AZ,SRP,Peaking,2009,37,20.279,71.026,9.282,149,129.5,29.7
145,Horse Mesa,AZ,SRP,Peaking,2009,38,20.279,71.026,9.282,149,129.5,29.7
145,Horse Mesa,AZ,SRP,Peaking,2009,39,20.279,71.026,9.282,149,129.5,29.7
145,Horse Mesa,AZ,SRP,Peaking,2009,40,8.914,64.141,4.08,149,129.5,29.7
145,Horse Mesa,AZ,SRP,Peaking,2009,41,8.914,64.141,4.08,149,129.5,29.7
145,Horse Mesa,AZ,SRP,Peaking,2009,42,8.914,64.141,4.08,149,129.5,29.7
145,Horse Mesa,AZ,SRP,Peaking,2009,43,8.914,64.141,4.08,149,129.5,29.7
145,Horse Mesa,AZ,SRP,Peaking,2009,44,8.9,64.133,4.074,149,129.5,29.7
145,Horse Mesa,AZ,SRP,Peaking,2009,45,3.897,61.103,1.784,149,129.5,29.7
145,Horse Mesa,AZ,SRP,Peaking,2009,46,3.897,61.103,1.784,149,129.5,29.7
145,Horse Mesa,AZ,SRP,Peaking,2009,47,3.897,61.103,1.784,149,129.5,29.7
145,Horse Mesa,AZ,SRP,Peaking,2009,48,3.897,61.103,1.784,149,129.5,29.7
145,Horse Mesa,AZ,SRP,Peaking,2009,49,3.408,60.806,1.56,149,129.5,29.7
145,Horse Mesa,AZ,SRP,Peaking,2009,50,3.408,60.806,1.56,149,129.5,29.7
145,Horse Mesa,AZ,SRP,Peaking,2009,51,3.408,60.806,1.56,149,129.5,29.7
145,Horse Mesa,AZ,SRP,Peaking,2009,52,3.408,60.806,1.56,149,129.5,29.7
149,Roosevelt,AZ,SRP,Peaking,2009,1,13.119,22.139,6.004,36,36,36
149,Roosevelt,AZ,SRP,Peaking,2009,2,13.103,22.13,5.997,36,36,36
149,Roosevelt,AZ,SRP,Peaking,2009,3,13.095,22.125,5.994,36,36,36
149,Roosevelt,AZ,SRP,Peaking,2009,4,13.094,22.124,5.993,36,36,36
149,Roosevelt,AZ,SRP,Peaking,2009,5,11.407,21.103,5.221,36,36,36
149,Roosevelt,AZ,SRP,Peaking,2009,6,11.457,21.133,5.244,36,36,36
149,Roosevelt,AZ,SRP,Peaking,2009,7,11.433,21.118,5.233,36,36,36
149,Roosevelt,AZ,SRP,Peaking,2009,8,11.416,21.108,5.225,36,36,36
149,Roosevelt,AZ,SRP,Peaking,2009,9,13.029,22.085,5.963,36,36,36
149,Roosevelt,AZ,SRP,Peaking,2009,10,13.047,22.096,5.972,36,36,36
149,Roosevelt,AZ,SRP,Peaking,2009,11,13.044,22.094,5.97,36,36,36
149,Roosevelt,AZ,SRP,Peaking,2009,12,13.042,22.093,5.969,36,36,36
149,Roosevelt,AZ,SRP,Peaking,2009,13,13.326,22.265,6.099,36,36,36
149,Roosevelt,AZ,SRP,Peaking,2009,14,9.319,19.838,4.265,36,36,36
149,Roosevelt,AZ,SRP,Peaking,2009,15,9.331,19.845,4.271,36,36,36
149,Roosevelt,AZ,SRP,Peaking,2009,16,9.317,19.837,4.265,36,36,36
149,Roosevelt,AZ,SRP,Peaking,2009,17,9.246,19.793,4.232,36,36,36
149,Roosevelt,AZ,SRP,Peaking,2009,18,11.076,20.902,5.07,36,36,36
149,Roosevelt,AZ,SRP,Peaking,2009,19,11.067,20.897,5.065,36,36,36
149,Roosevelt,AZ,SRP,Peaking,2009,20,11.069,20.898,5.066,36,36,36
149,Roosevelt,AZ,SRP,Peaking,2009,21,11.072,20.9,5.068,36,36,36
149,Roosevelt,AZ,SRP,Peaking,2009,22,11.018,20.867,5.043,36,36,36
149,Roosevelt,AZ,SRP,Peaking,2009,23,11.63,21.238,5.323,36,36,36
149,Roosevelt,AZ,SRP,Peaking,2009,24,11.53,21.177,5.278,36,36,36
149,Roosevelt,AZ,SRP,Peaking,2009,25,11.427,21.115,5.23,36,36,36
149,Roosevelt,AZ,SRP,Peaking,2009,26,11.329,21.055,5.185,36,36,36
149,Roosevelt,AZ,SRP,Peaking,2009,27,10.568,20.594,4.837,36,36,36
149,Roosevelt,AZ,SRP,Peaking,2009,28,10.349,20.462,4.737,36,36,36
149,Roosevelt,AZ,SRP,Peaking,2009,29,10.375,20.477,4.748,36,36,36
149,Roosevelt,AZ,SRP,Peaking,2009,30,10.265,20.411,4.698,36,36,36
149,Roosevelt,AZ,SRP,Peaking,2009,31,8.961,19.621,4.102,36,36,36
149,Roosevelt,AZ,SRP,Peaking,2009,32,9.005,19.648,4.122,36,36,36
149,Roosevelt,AZ,SRP,Peaking,2009,33,9.183,19.755,4.203,36,36,36
149,Roosevelt,AZ,SRP,Peaking,2009,34,9.446,19.915,4.324,36,36,36
149,Roosevelt,AZ,SRP,Peaking,2009,35,9.276,19.812,4.246,36,36,36
149,Roosevelt,AZ,SRP,Peaking,2009,36,7.758,18.892,3.551,36,36,36
149,Roosevelt,AZ,SRP,Peaking,2009,37,7.785,18.908,3.563,36,36,36
149,Roosevelt,AZ,SRP,Peaking,2009,38,7.693,18.853,3.521,36,36,36
149,Roosevelt,AZ,SRP,Peaking,2009,39,7.439,18.699,3.405,36,36,36
149,Roosevelt,AZ,SRP,Peaking,2009,40,7.187,18.546,3.29,36,36,36
149,Roosevelt,AZ,SRP,Peaking,2009,41,7.187,18.546,3.29,36,36,36
149,Roosevelt,AZ,SRP,Peaking,2009,42,7.187,18.546,3.29,36,36,36
149,Roosevelt,AZ,SRP,Peaking,2009,43,7.187,18.546,3.29,36,36,36
149,Roosevelt,AZ,SRP,Peaking,2009,44,6.247,17.977,2.859,36,36,36
149,Roosevelt,AZ,SRP,Peaking,2009,45,7.386,18.667,3.381,36,36,36
149,Roosevelt,AZ,SRP,Peaking,2009,46,7.392,18.671,3.383,36,36,36
149,Roosevelt,AZ,SRP,Peaking,2009,47,7.393,18.671,3.384,36,36,36
149,Roosevelt,AZ,SRP,Peaking,2009,48,7.281,18.603,3.332,36,36,36
149,Roosevelt,AZ,SRP,Peaking,2009,49,7.693,18.853,3.521,36,36,36
149,Roosevelt,AZ,SRP,Peaking,2009,50,7.692,18.852,3.52,36,36,36
149,Roosevelt,AZ,SRP,Peaking,2009,51,7.685,18.848,3.517,36,36,36
149,Roosevelt,AZ,SRP,Peaking,2009,52,7.68,18.845,3.515,36,36,36
150,Stewart Mountain,AZ,SRP,Peaking,2009,1,4.865,8.072,2.227,13,13,13
150,Stewart Mountain,AZ,SRP,Peaking,2009,2,4.861,8.07,2.225,13,13,13
150,Stewart Mountain,AZ,SRP,Peaking,2009,3,4.86,8.069,2.224,13,13,13
150,Stewart Mountain,AZ,SRP,Peaking,2009,4,4.86,8.069,2.224,13,13,13
150,Stewart Mountain,AZ,SRP,Peaking,2009,5,4.473,7.835,2.047,13,13,13
150,Stewart Mountain,AZ,SRP,Peaking,2009,6,4.383,7.78,2.006,13,13,13
150,Stewart Mountain,AZ,SRP,Peaking,2009,7,3.941,7.513,1.804,13,13,13
150,Stewart Mountain,AZ,SRP,Peaking,2009,8,3.898,7.486,1.784,13,13,13
