EIA_ID,plant,state,bal_auth,mode,year,epiweek,mean,max,min,capability,nameplate_EIA,nameplate_HS
150,Stewart Mountain,AZ,SRP,Peaking,2009,9,4.945,8.12,2.263,13,13,13
150,Stewart Mountain,AZ,SRP,Peaking,2009,10,5.103,8.216,2.336,13,13,13
150,Stewart Mountain,AZ,SRP,Peaking,2009,11,5.101,8.215,2.335,13,13,13
150,Stewart Mountain,AZ,SRP,Peaking,2009,12,5.1,8.214,2.334,13,13,13
150,Stewart Mountain,AZ,SRP,Peaking,2009,13,4.542,7.877,2.079,13,13,13
150,Stewart Mountain,AZ,SRP,Peaking,2009,14,5.548,8.486,2.54,13,13,13
150,Stewart Mountain,AZ,SRP,Peaking,2009,15,5.566,8.497,2.548,13,13,13
150,Stewart Mountain,AZ,SRP,Peaking,2009,16,5.545,8.484,2.538,13,13,13
150,Stewart Mountain,AZ,SRP,Peaking,2009,17,5.275,8.32,2.414,13,13,13
150,Stewart Mountain,AZ,SRP,Peaking,2009,18,4.785,8.024,2.19,13,13,13
150,Stewart Mountain,AZ,SRP,Peaking,2009,19,4.755,8.005,2.176,13,13,13
150,Stewart Mountain,AZ,SRP,Peaking,2009,20,4.859,8.069,2.224,13,13,13
150,Stewart Mountain,AZ,SRP,Peaking,2009,21,4.968,8.134,2.274,13,13,13
150,Stewart Mountain,AZ,SRP,Peaking,2009,22,2.536,6.661,1.161,13,13,13
150,Stewart Mountain,AZ,SRP,Peaking,2009,23,4.773,8.016,2.185,13,13,13
150,Stewart Mountain,AZ,SRP,Peaking,2009,24,4.578,7.898,2.096,13,13,13
150,Stewart Mountain,AZ,SRP,Peaking,2009,25,4.498,7.85,2.059,13,13,13
150,Stewart Mountain,AZ,SRP,Peaking,2009,26,4.99,8.148,2.284,13,13,13
150,Stewart Mountain,AZ,SRP,Peaking,2009,27,5.539,8.48,2.535,13,13,13
150,Stewart Mountain,AZ,SRP,Peaking,2009,28,5.538,8.48,2.535,13,13,13
150,Stewart Mountain,AZ,SRP,Peaking,2009,29,5.538,8.48,2.535,13,13,13
150,Stewart Mountain,AZ,SRP,Peaking,2009,30,5.538,8.48,2.535,13,13,13
150,Stewart Mountain,AZ,SRP,Peaking,2009,31,3.934,7.508,1.801,13,13,13
150,Stewart Mountain,AZ,SRP,Peaking,2009,32,3.96,7.524,1.812,13,13,13
150,Stewart Mountain,AZ,SRP,Peaking,2009,33,4.013,7.556,1.837,13,13,13
150,Stewart Mountain,AZ,SRP,Peaking,2009,34,4.118,7.62,1.885,13,13,13
150,Stewart Mountain,AZ,SRP,Peaking,2009,35,3.903,7.49,1.786,13,13,13
150,Stewart Mountain,AZ,SRP,Peaking,2009,36,3.297,7.122,1.509,13,13,13
150,Stewart Mountain,AZ,SRP,Peaking,2009,37,3.317,7.134,1.518,13,13,13
150,Stewart Mountain,AZ,SRP,Peaking,2009,38,3.284,7.114,1.503,13,13,13
150,Stewart Mountain,AZ,SRP,Peaking,2009,39,3.404,7.187,1.558,13,13,13
150,Stewart Mountain,AZ,SRP,Peaking,2009,40,2.609,6.706,1.194,13,13,13
150,Stewart Mountain,AZ,SRP,Peaking,2009,41,2.609,6.706,1.194,13,13,13
150,Stewart Mountain,AZ,SRP,Peaking,2009,42,2.609,6.705,1.194,13,13,13
150,Stewart Mountain,AZ,SRP,Peaking,2009,43,2.609,6.705,1.194,13,13,13
150,Stewart Mountain,AZ,SRP,Peaking,2009,44,2.574,6.685,1.178,13,13,13
150,Stewart Mountain,AZ,SRP,Peaking,2009,45,2.374,6.563,1.087,13,13,13
150,Stewart Mountain,AZ,SRP,Peaking,2009,46,2.379,6.566,1.089,13,13,13
150,Stewart Mountain,AZ,SRP,Peaking,2009,47,2.379,6.566,1.089,13,13,13
150,Stewart Mountain,AZ,SRP,Peaking,2009,48,2.897,6.88,1.326,13,13,13
150,Stewart Mountain,AZ,SRP,Peaking,2009,49,2.813,6.829,1.288,13,13,13
150,Stewart Mountain,AZ,SRP,Peaking,2009,50,2.566,6.68,1.174,13,13,13
150,Stewart Mountain,AZ,SRP,Peaking,2009,51,2.551,6.671,1.168,13,13,13
150,Stewart Mountain,AZ,SRP,Peaking,2009,52,2.53,6.658,1.158,13,13,13
152,Davis,AZ,WALC,Intermediate Peaking,2009,1,93.891,157.328,42.974,254.8,254.8,254.8
152,Davis,AZ,WALC,Intermediate Peaking,2009,2,93.89,157.327,42.974,254.8,254.8,254.8
152,Davis,AZ,WALC,Intermediate Peaking,2009,3,93.89,157.327,42.973,254.8,254.8,254.8
152,Davis,AZ,WALC,Intermediate Peaking,2009,4,93.89,157.327,42.973,254.8,254.8,254.8
152,Davis,AZ,WALC,Intermediate Peaking,2009,5,115.861,170.636,53.03,254.8,254.8,254.8
152,Davis,AZ,WALC,Intermediate Peaking,2009,6,115.896,170.658,53.046,254.8,254.8,254.8
152,Davis,AZ,WALC,Intermediate Peaking,2009,7,115.837,170.622,53.019,254.8,254.8,254.8
152,Davis,AZ,WALC,Intermediate Peaking,2009,8,115.829,170.617,53.015,254.8,254.8,254.8
152,Davis,AZ,WALC,Intermediate Peaking,2009,9,149.65,191.104,68.495,254.8,254.8,254.8
152,Davis,AZ,WALC,Intermediate Peaking,2009,10,149.725,191.15,68.529,254.8,254.8,254.8
152,Davis,AZ,WALC,Intermediate Peaking,2009,11,149.725,191.15,68.529,254.8,254.8,254.8
152,Davis,AZ,WALC,Intermediate Peaking,2009,12,149.725,191.15,68.53,254.8,254.8,254.8
152,Davis,AZ,WALC,Intermediate Peaking,2009,13,149.849,191.225,68.586,254.8,254.8,254.8
152,Davis,AZ,WALC,Intermediate Peaking,2009,14,177.765,208.135,81.363,254.8,254.8,254.8
152,Davis,AZ,WALC,Intermediate Peaking,2009,15,177.765,208.135,81.363,254.8,254.8,254.8
152,Davis,AZ,WALC,Intermediate Peaking,2009,16,177.765,208.135,81.363,254.8,254.8,254.8
152,Davis,AZ,WALC,Intermediate Peaking,2009,17,177.765,208.135,81.363,254.8,254.8,254.8
152,Davis,AZ,WALC,Intermediate Peaking,2009,18,171.569,204.382,78.527,254.8,254.8,254.8
152,Davis,AZ,WALC,Intermediate Peaking,2009,19,171.589,204.394,78.536,254.8,254.8,254.8
152,Davis,AZ,WALC,Intermediate Peaking,2009,20,171.664,204.44,78.571,254.8,254.8,254.8
152,Davis,AZ,WALC,Intermediate Peaking,2009,21,171.707,204.466,78.59,254.8,254.8,254.8
152,Davis,AZ,WALC,Intermediate Peaking,2009,22,254.8,254.8,116.622,254.8,254.8,254.8
152,Davis,AZ,WALC,Intermediate Peaking,2009,23,164.478,200.086,75.282,254.8,254.8,254.8
152,Davis,AZ,WALC,Intermediate Peaking,2009,24,162.466,198.868,74.361,254.8,254.8,254.8
152,Davis,AZ,WALC,Intermediate Peaking,2009,25,162.466,198.868,74.361,254.8,254.8,254.8
152,Davis,AZ,WALC,Intermediate Peaking,2009,26,162.474,198.872,74.364,254.8,254.8,254.8
152,Davis,AZ,WALC,Intermediate Peaking,2009,27,149.66,191.11,68.499,254.8,254.8,254.8
152,Davis,AZ,WALC,Intermediate Peaking,2009,28,149.658,191.109,68.499,254.8,254.8,254.8
152,Davis,AZ,WALC,Intermediate Peaking,2009,29,149.658,191.109,68.499,254.8,254.8,254.8
152,Davis,AZ,WALC,Intermediate Peaking,2009,30,149.659,191.11,68.499,254.8,254.8,254.8
152,Davis,AZ,WALC,Intermediate Peaking,2009,31,133.67,181.425,61.181,254.8,254.8,254.8
152,Davis,AZ,WALC,Intermediate Peaking,2009,32,133.671,181.425,61.181,254.8,254.8,254.8
152,Davis,AZ,WALC,Intermediate Peaking,2009,33,133.671,181.425,61.181,254.8,254.8,254.8
152,Davis,AZ,WALC,Intermediate Peaking,2009,34,133.676,181.428,61.184,254.8,254.8,254.8
152,Davis,AZ,WALC,Intermediate Peaking,2009,35,121.163,173.848,55.457,254.8,254.8,254.8
152,Davis,AZ,WALC,Intermediate Peaking,2009,36,114.296,169.688,52.313,254.8,254.8,254.8
152,Davis,AZ,WALC,Intermediate Peaking,2009,37,114.073,169.553,52.211,254.8,254.8,254.8
152,Davis,AZ,WALC,Intermediate Peaking,2009,38,114.023,169.523,52.189,254.8,254.8,254.8
152,Davis,AZ,WALC,Intermediate Peaking,2009,39,117.392,171.564,53.73,254.8,254.8,254.8
152,Davis,AZ,WALC,Intermediate Peaking,2009,40,103.601,163.21,47.418,254.8,254.8,254.8
152,Davis,AZ,WALC,Intermediate Peaking,2009,41,103.661,163.246,47.446,254.8,254.8,254.8
152,Davis,AZ,WALC,Intermediate Peaking,2009,42,103.671,163.252,47.451,254.8,254.8,254.8
152,Davis,AZ,WALC,Intermediate Peaking,2009,43,103.667,163.25,47.449,254.8,254.8,254.8
152,Davis,AZ,WALC,Intermediate Peaking,2009,44,34.642,121.437,15.856,254.8,254.8,254.8
152,Davis,AZ,WALC,Intermediate Peaking,2009,45,93.443,157.056,42.769,254.8,254.8,254.8
152,Davis,AZ,WALC,Intermediate Peaking,2009,46,93.443,157.056,42.769,254.8,254.8,254.8
152,Davis,AZ,WALC,Intermediate Peaking,2009,47,93.443,157.056,42.769,254.8,254.8,254.8
152,Davis,AZ,WALC,Intermediate Peaking,2009,48,93.443,157.056,42.769,254.8,254.8,254.8
152,Davis,AZ,WALC,Intermediate Peaking,2009,49,80.803,149.4,36.984,254.8,254.8,254.8
152,Davis,AZ,WALC,Intermediate Peaking,2009,50,80.803,149.4,36.984,254.8,254.8,254.8
152,Davis,AZ,WALC,Intermediate Peaking,2009,51,80.803,149.4,36.984,254.8,254.8,254.8
152,Davis,AZ,WALC,Intermediate Peaking,2009,52,80.803,149.4,36.984,254.8,254.8,254.8
153,Glen Canyon,AZ,WALC,Intermediate Peaking,2009,1,487.142,802.104,80.898,1312,1312,1312
153,Glen Canyon,AZ,WALC,Intermediate Peaking,2009,2,487.14,802.103,80.898,1312,1312,1312
153,Glen Canyon,AZ,WALC,Intermediate Peaking,2009,3,487.139,802.102,80.897,1312,1312,1312
153,Glen Canyon,AZ,WALC,Intermediate Peaking,2009,4,487.139,802.102,80.897,1312,1312,1312
153,Glen Canyon,AZ,WALC,Intermediate Peaking,2009,5,415.665,757.92,69.028,1312,1312,1312
153,Glen Canyon,AZ,WALC,Intermediate Peaking,2009,6,415.665,757.92,69.028,1312,1312,1312
153,Glen Canyon,AZ,WALC,Intermediate Peaking,2009,7,415.665,757.92,69.028,1312,1312,1312
153,Glen Canyon,AZ,WALC,Intermediate Peaking,2009,8,415.665,757.92,69.028,1312,1312,1312
153,Glen Canyon,AZ,WALC,Intermediate Peaking,2009,9,383.806,738.226,63.737,1312,1312,1312
153,Glen Canyon,AZ,WALC,Intermediate Peaking,2009,10,383.806,738.226,63.737,1312,1312,1312
153,Glen Canyon,AZ,WALC,Intermediate Peaking,2009,11,383.806,738.226,63.737,1312,1312,1312
153,Glen Canyon,AZ,WALC,Intermediate Peaking,2009,12,383.806,738.226,63.737,1312,1312,1312
153,Glen Canyon,AZ,WALC,Intermediate Peaking,2009,13,383.806,738.226,63.737,1312,1312,1312
153,Glen Canyon,AZ,WALC,Intermediate Peaking,2009,14,366.475,727.512,60.859,1312,1312,1312
153,Glen Canyon,AZ,WALC,Intermediate Peaking,2009,15,366.481,727.516,60.86,1312,1312,1312
153,Glen Canyon,AZ,WALC,Intermediate Peaking,2009,16,366.477,727.514,60.86,1312,1312,1312
153,Glen Canyon,AZ,WALC,Intermediate Peaking,2009,17,366.551,727.559,60.872,1312,1312,1312
153,Glen Canyon,AZ,WALC,Intermediate Peaking,2009,18,359.788,723.379,59.749,1312,1312,1312
153,Glen Canyon,AZ,WALC,Intermediate Peaking,2009,19,359.792,723.381,59.749,1312,1312,1312
153,Glen Canyon,AZ,WALC,Intermediate Peaking,2009,20,359.809,723.391,59.752,1312,1312,1312
