EIA_ID,plant,state,bal_auth,week,mean,max,min
152.0,Davis,AZ,WALC,1.0,98.730747576859,254.8,0.0
152.0,Davis,AZ,WALC,2.0,108.10009403058136,254.8,0.0
152.0,Davis,AZ,WALC,3.0,98.83149323765171,254.8,0.0
152.0,Davis,AZ,WALC,4.0,97.9247822905173,254.8,0.0
152.0,Davis,AZ,WALC,5.0,99.89841105673138,254.8,0.0
152.0,Davis,AZ,WALC,6.0,114.68275790512706,254.8,0.0
152.0,Davis,AZ,WALC,7.0,111.89378032961328,254.8,0.0
152.0,Davis,AZ,WALC,8.0,122.04565870448349,254.8,0.0
152.0,Davis,AZ,WALC,9.0,118.84252640622324,254.8,0.0
152.0,Davis,AZ,WALC,10.0,119.77079616934878,254.8,0.0
152.0,Davis,AZ,WALC,11.0,118.68295969187967,254.8,0.0
152.0,Davis,AZ,WALC,12.0,116.07215214595382,254.8,0.0
152.0,Davis,AZ,WALC,13.0,113.57012824777487,254.8,0.0
152.0,Davis,AZ,WALC,14.0,132.15041383583034,254.8,0.0
152.0,Davis,AZ,WALC,15.0,129.90882414112298,254.8,0.0
152.0,Davis,AZ,WALC,16.0,130.04702501786886,254.8,0.0
152.0,Davis,AZ,WALC,17.0,132.6728416760405,254.8,0.0
152.0,Davis,AZ,WALC,18.0,133.37793396583757,254.8,0.0
152.0,Davis,AZ,WALC,19.0,133.80309580624376,254.8,0.0
152.0,Davis,AZ,WALC,20.0,133.80309580624376,254.8,0.0
152.0,Davis,AZ,WALC,21.0,134.24131555233407,254.8,0.0
152.0,Davis,AZ,WALC,22.0,130.96493157399632,254.8,0.0
152.0,Davis,AZ,WALC,23.0,135.1660372469099,254.8,0.0
152.0,Davis,AZ,WALC,24.0,136.94814524306588,254.8,0.0
152.0,Davis,AZ,WALC,25.0,138.45608277827483,254.8,0.0
152.0,Davis,AZ,WALC,26.0,140.23819077443085,254.8,0.0
152.0,Davis,AZ,WALC,27.0,139.80583901770535,254.8,0.0
152.0,Davis,AZ,WALC,28.0,150.97932346537434,254.8,0.0
152.0,Davis,AZ,WALC,29.0,148.09436823992132,254.8,0.0
152.0,Davis,AZ,WALC,30.0,152.49049048823068,254.8,0.0
152.0,Davis,AZ,WALC,31.0,145.75587007608814,254.8,0.0
152.0,Davis,AZ,WALC,32.0,142.1716715296451,254.8,0.0
152.0,Davis,AZ,WALC,33.0,139.05933196025703,254.8,0.0
152.0,Davis,AZ,WALC,34.0,138.93483837748155,254.8,0.0
152.0,Davis,AZ,WALC,35.0,137.81439613250186,254.8,0.0
152.0,Davis,AZ,WALC,36.0,120.0734103963869,254.8,0.0
152.0,Davis,AZ,WALC,37.0,111.8240921248794,254.8,0.0
152.0,Davis,AZ,WALC,38.0,115.62139736097018,254.8,0.0
152.0,Davis,AZ,WALC,39.0,115.88328048070058,254.8,0.0
152.0,Davis,AZ,WALC,40.0,109.14708570923618,254.8,0.0
152.0,Davis,AZ,WALC,41.0,99.8727768183588,254.8,0.0
152.0,Davis,AZ,WALC,42.0,98.9741785693504,254.8,0.0
152.0,Davis,AZ,WALC,43.0,98.39650826641648,254.8,0.0
152.0,Davis,AZ,WALC,44.0,95.89003847945372,254.8,0.0
