,AVA,AZPS,BANC,BPAT,CHPD,CISO,DOPD,EPE,GCPD,IID,IPCO,LDWP,NEVP,NWMT,PACE,PACW,PGE,PNM,PSCO,PSEI,SCL,SRP,TEPC,TIDC,TPWR,WACM,WALC,WAUW
1769,9,578,110,4,,9570,,72,,80,282,841,760,13,895,197,,191,332,,,637,157,,,54,,
1770,12,580,130,4,,10081,,69,,90,282,806,804,13,856,209,,209,333,,,690,184,,,54,,
1771,13,523,144,4,,10060,,76,,93,270,702,808,16,853,205,,212,330,,,678,147,,,53,,
1772,18,505,141,4,,9848,,70,,91,261,666,794,14,839,201,,207,334,,,650,122,,,53,,
1773,18,497,143,4,,10086,,84,,83,260,669,796,13,856,194,,212,342,,,497,105,,,54,,
1774,19,357,115,4,,9975,,76,,86,273,709,804,12,850,210,,199,336,,,527,99,,,54,,
1775,16,255,138,4,,9005,,66,,81,280,920,800,9,845,204,,180,331,,,319,59,,,49,,
1776,15,207,127,4,,6781,,51,,70,275,824,766,9,749,198,,123,243,,,314,58,,,47,,
1777,5,140,92,3,,2875,,16,,47,171,465,505,4,371,144,,29,52,,,217,11,,,17,,
1778,1,122,26,1,,37,,0,,6,21,68,156,0,25,27,,10,0,,,21,0,,,0,,
1779,0,43,1,0,,37,,0,,0,0,3,109,0,0,0,,4,1,,,9,0,,,0,,
1780,0,59,1,0,,27,,0,,0,0,3,109,0,0,0,,4,0,,,9,0,,,0,,
1781,0,71,1,0,,0,,0,,0,0,3,109,0,0,0,,4,0,,,7,0,,,0,,
1782,0,59,1,0,,0,,0,,0,0,3,108,0,0,0,,4,0,,,0,0,,,0,,
1783,0,50,1,0,,0,,0,,0,0,4,108,0,0,0,,4,0,,,0,0,,,0,,
1784,0,50,1,0,,0,,0,,0,0,4,108,0,0,0,,4,0,,,0,0,,,0,,
1785,0,53,1,0,,0,,0,,0,0,4,108,0,0,0,,4,0,,,0,0,,,0,,
1786,0,50,1,0,,0,,0,,0,0,4,52,0,0,0,,4,0,,,0,0,,,0,,
1787,0,52,1,0,,0,,0,,0,0,4,0,0,0,0,,4,0,,,0,0,,,0,,
1788,0,50,1,0,,0,,0,,0,0,4,0,0,0,0,,4,0,,,0,0,,,0,,
1789,0,45,1,0,,0,,0,,0,0,4,0,0,0,0,,4,1,,,0,0,,,0,,
1790,0,42,1,0,,32,,0,,0,0,4,0,0,4,0,,15,30,,,0,3,,,4,,
1791,0,103,5,0,,3652,,2,,24,51,132,138,5,312,17,,91,231,,,172,64,,,33,,
1792,0,266,62,3,,8261,,8,,91,227,611,495,11,819,118,,147,349,,,535,154,,,54,,
1793,0,460,131,4,,9695,,12,,128,283,898,651,13,893,171,,166,363,,,661,183,,,54,,
1794,0,574,142,4,,10223,,26,,137,281,807,717,13,898,195,,185,371,,,691,189,,,54,,
1795,0,461,149,4,,10300,,39,,139,280,774,781,15,898,194,,184,372,,,688,187,,,53,,
1796,0,379,157,4,,10158,,34,,139,266,762,776,16,892,190,,178,372,,,685,184,,,53,,
1797,0,365,142,4,,9904,,31,,140,262,763,772,13,894,193,,175,373,,,677,177,,,53,,
1798,0,371,135,4,,9557,,31,,137,277,767,785,11,902,184,,165,378,,,679,175,,,53,,
1799,0,519,134,4,,8789,,25,,134,282,765,776,9,896,187,,135,376,,,614,149,,,51,,
1800,0,526,131,3,,7572,,26,,117,273,703,749,7,857,185,,96,284,,,568,98,,,47,,
1801,0,404,89,2,,3137,,23,,68,167,469,510,0,462,119,,37,63,,,280,9,,,17,,
1802,0,247,31,1,,161,,0,,9,22,73,160,0,31,27,,4,0,,,29,0,,,0,,
1803,0,214,0,0,,161,,0,,0,0,4,110,0,0,0,,4,0,,,8,0,,,0,,
1804,0,192,0,0,,0,,0,,0,0,4,110,0,0,0,,4,1,,,9,0,,,0,,
1805,0,179,0,0,,0,,0,,0,0,4,110,0,0,0,,4,1,,,8,0,,,0,,
1806,0,183,0,0,,0,,0,,0,0,4,110,0,0,0,,4,0,,,0,0,,,0,,
1807,0,97,0,0,,0,,0,,0,0,4,110,0,0,0,,4,0,,,0,0,,,0,,
1808,0,25,0,0,,0,,0,,0,0,4,110,0,0,0,,4,0,,,0,0,,,0,,
1809,0,11,0,0,,0,,0,,0,0,4,109,0,0,0,,4,0,,,0,0,,,0,,
1810,0,5,0,0,,0,,0,,0,0,4,77,0,0,0,,4,0,,,0,0,,,0,,
1811,0,3,0,0,,0,,0,,0,0,4,0,0,0,0,,4,0,,,0,0,,,0,,
1812,0,3,0,0,,0,,0,,0,0,4,0,0,0,0,,4,0,,,0,0,,,0,,
1813,0,2,0,0,,0,,0,,0,0,4,0,0,0,0,,4,0,,,0,0,,,0,,
1814,0,0,0,0,,69,,7,,0,0,4,0,0,5,0,,21,39,,,2,14,,,5,,
1815,1,80,5,0,,3741,,65,,27,44,136,140,1,317,11,,120,253,,,192,130,,,33,,
1816,13,308,71,0,,8460,,103,,92,186,607,495,7,808,88,,189,377,,,547,177,,,53,,
1817,19,506,116,3,,9769,,109,,124,252,803,647,12,903,170,,208,381,,,661,190,,,51,,
1818,19,520,117,4,,10015,,111,,133,252,846,688,12,899,191,,219,378,,,690,189,,,51,,
1819,19,368,131,4,,9945,,111,,138,248,849,768,13,890,191,,219,376,,,688,179,,,51,,
1820,18,335,141,4,,9574,,110,,138,227,901,778,13,885,194,,217,374,,,685,183,,,51,,
1821,19,334,136,4,,9951,,110,,138,226,976,778,12,886,193,,217,373,,,636,170,,,52,,
1822,19,334,116,4,,10108,,110,,135,223,1039,786,13,897,201,,208,377,,,686,173,,,52,,
1823,19,351,132,4,,9636,,107,,134,240,992,776,12,893,210,,192,370,,,661,124,,,52,,
1824,19,487,107,4,,7917,,93,,118,212,820,732,11,853,199,,149,286,,,585,91,,,41,,
1825,13,378,65,3,,2986,,35,,70,140,458,504,2,475,152,,42,68,,,285,8,,,14,,
1826,2,226,21,1,,175,,1,,9,21,70,162,0,32,34,,4,0,,,29,0,,,0,,
1827,0,206,0,0,,142,,0,,0,0,0,109,0,0,1,,4,0,,,9,0,,,0,,
1828,0,180,0,0,,96,,0,,0,0,0,109,0,0,0,,4,0,,,9,0,,,0,,
1829,0,165,0,0,,96,,0,,0,0,0,108,0,0,0,,4,0,,,7,0,,,0,,
1830,0,156,0,0,,0,,0,,0,0,0,108,0,0,0,,4,0,,,0,0,,,0,,
1831,0,106,0,0,,0,,0,,0,0,4,108,0,0,0,,4,0,,,0,0,,,0,,
1832,0,4,0,0,,0,,0,,0,0,4,108,0,0,0,,4,0,,,0,0,,,0,,
1833,0,6,0,0,,0,,0,,0,0,4,107,0,0,0,,4,0,,,0,0,,,0,,
1834,0,4,0,0,,0,,0,,0,0,4,105,0,0,0,,4,0,,,0,0,,,0,,
1835,0,0,0,0,,0,,0,,0,0,4,2,0,0,0,,4,0,,,0,0,,,0,,
1836,0,0,0,0,,0,,0,,0,0,3,0,0,0,0,,4,0,,,0,0,,,0,,
1837,0,10,0,0,,0,,0,,0,0,3,0,0,0,0,,4,0,,,0,0,,,0,,
1838,0,17,0,0,,77,,4,,0,0,3,0,0,5,0,,21,36,,,6,15,,,0,,
1839,3,80,2,0,,3718,,52,,27,57,143,152,4,326,12,,113,233,,,206,133,,,20,,
1840,4,325,54,3,,8098,,67,,96,228,613,490,12,775,63,,172,347,,,552,168,,,39,,
1841,0,488,115,4,,9810,,95,,126,287,877,655,13,874,102,,204,358,,,661,183,,,46,,
1842,0,501,139,4,,10308,,103,,132,278,838,678,15,867,118,,216,365,,,686,191,,,48,,
1843,0,502,150,4,,10364,,103,,136,273,840,620,16,854,134,,218,328,,,686,197,,,46,,
1844,0,505,142,4,,10277,,107,,137,266,863,719,16,826,163,,212,319,,,681,182,,,37,,
1845,0,510,137,4,,10315,,94,,136,270,902,758,16,797,186,,212,330,,,683,143,,,35,,
1846,0,494,137,4,,9358,,104,,135,273,936,727,14,811,197,,191,280,,,680,167,,,34,,
1847,0,488,137,4,,8594,,91,,133,282,973,759,13,718,210,,175,273,,,656,134,,,32,,
1848,0,467,119,4,,7348,,93,,114,280,822,707,11,665,201,,133,218,,,578,93,,,28,,
1849,0,364,103,3,,2845,,37,,59,178,437,473,3,358,151,,42,31,,,285,22,,,10,,
1850,0,231,16,1,,335,,1,,8,26,67,133,0,39,42,,5,0,,,31,0,,,0,,
1851,0,201,0,0,,335,,0,,0,0,5,82,0,0,0,,4,1,,,9,0,,,0,,
1852,0,174,0,0,,96,,0,,0,0,5,82,0,0,0,,4,0,,,10,0,,,0,,
1853,0,169,0,0,,0,,0,,0,0,4,72,0,0,0,,4,1,,,9,0,,,0,,
1854,0,162,0,0,,0,,0,,0,0,4,0,0,0,0,,4,0,,,0,0,,,0,,
1855,0,57,0,0,,0,,0,,0,0,4,0,0,0,0,,4,0,,,0,0,,,0,,
1856,0,0,0,0,,0,,0,,0,0,4,0,0,0,0,,4,0,,,0,0,,,0,,
1857,0,0,0,0,,0,,0,,0,0,4,0,0,0,0,,4,0,,,0,0,,,0,,
1858,0,0,0,0,,0,,0,,0,0,4,0,0,0,0,,4,0,,,0,0,,,0,,
1859,0,0,0,0,,0,,0,,0,0,4,0,0,0,0,,4,0,,,0,0,,,0,,
1860,0,0,0,0,,0,,0,,0,0,3,0,0,0,0,,4,0,,,0,0,,,0,,
1861,0,0,0,0,,0,,0,,0,0,3,0,0,0,0,,4,1,,,0,0,,,0,,
1862,0,3,0,0,,78,,10,,0,0,4,0,0,9,0,,8,12,,,3,15,,,4,,
1863,0,62,6,0,,2626,,67,,14,69,126,159,4,324,12,,93,121,,,132,115,,,32,,
1864,0,274,26,3,,5563,,101,,82,238,499,489,12,797,85,,159,220,,,461,154,,,52,,
1865,7,495,57,4,,6679,,109,,121,285,804,599,13,902,175,,199,234,,,548,195,,,51,,
1866,19,498,85,4,,7160,,109,,135,283,863,592,15,893,174,,209,261,,,580,194,,,51,,
1867,19,393,116,4,,8087,,109,,116,278,836,514,16,888,195,,187,258,,,664,195,,,48,,
1868,19,365,108,4,,7439,,109,,120,271,911,530,16,871,183,,161,288,,,672,176,,,49,,
1869,19,359,105,4,,6650,,110,,138,273,883,469,16,884,191,,128,266,,,653,168,,,50,,
1870,19,389,95,4,,5403,,110,,137,277,707,439,14,871,185,,138,231,,,534,87,,,43,,
1871,19,451,60,3,,3525,,108,,132,283,503,413,12,851,177,,96,211,,,446,67,,,45,,
1872,19,438,36,3,,3306,,94,,118,283,371,346,11,706,161,,85,190,,,502,37,,,39,,
1873,14,355,26,2,,1368,,37,,70,189,164,140,3,221,99,,30,34,,,246,15,,,14,,
1874,2,229,3,1,,48,,1,,11,29,39,77,0,17,24,,4,0,,,33,0,,,0,,
1875,0,199,0,0,,48,,0,,0,0,4,72,0,0,0,,4,0,,,10,0,,,0,,
1876,0,165,0,0,,0,,0,,0,0,4,72,0,0,0,,4,0,,,9,0,,,0,,
1877,0,155,0,0,,0,,0,,0,0,4,48,0,0,0,,4,0,,,10,0,,,0,,
1878,0,79,0,0,,0,,0,,0,0,4,0,0,0,0,,4,0,,,0,0,,,0,,
1879,0,12,0,0,,0,,0,,0,0,4,0,0,1,0,,4,0,,,0,0,,,0,,
1880,0,12,0,0,,0,,0,,0,0,4,0,0,0,0,,4,0,,,0,0,,,0,,
1881,0,26,0,0,,0,,0,,0,0,4,0,0,0,0,,4,0,,,0,0,,,0,,
1882,0,25,0,0,,0,,0,,0,0,4,0,0,0,0,,4,0,,,0,0,,,0,,
1883,0,22,0,0,,0,,0,,0,0,4,0,0,1,0,,4,0,,,0,0,,,0,,
1884,0,24,0,0,,0,,0,,0,0,4,0,0,0,0,,4,0,,,0,0,,,0,,
1885,0,23,0,0,,0,,0,,0,0,4,0,0,0,0,,4,0,,,0,0,,,0,,
1886,0,27,0,0,,78,,7,,0,0,4,0,0,4,0,,18,46,,,5,17,,,5,,
1887,4,66,0,0,,921,,54,,1,69,35,21,5,239,7,,92,270,,,105,133,,,34,,
1888,17,118,24,1,,1887,,95,,6,172,246,95,12,495,29,,160,371,,,201,181,,,53,,
1889,19,181,45,1,,3537,,93,,29,253,588,168,13,569,55,,174,354,,,335,175,,,52,,
1890,19,224,80,2,,5263,,103,,40,246,780,272,15,632,105,,192,302,,,511,174,,,53,,
1891,19,321,101,4,,5338,,106,,40,233,828,251,15,619,156,,203,359,,,661,137,,,51,,
1892,19,391,90,3,,5299,,109,,33,228,813,303,16,656,172,,206,283,,,592,164,,,52,,
1893,19,373,92,3,,4847,,106,,57,211,587,197,15,687,171,,207,374,,,597,144,,,47,,
1894,19,377,85,4,,4000,,81,,85,207,558,108,14,494,160,,194,375,,,495,169,,,40,,
1895,19,307,47,4,,3444,,89,,86,192,373,87,13,349,133,,158,371,,,286,99,,,40,,
1896,19,145,59,2,,3355,,84,,94,160,164,60,11,223,116,,112,293,,,178,71,,,35,,
1897,12,104,46,1,,1057,,28,,59,100,292,29,3,83,66,,29,72,,,109,8,,,9,,
1898,1,46,21,0,,56,,0,,5,17,66,4,0,8,21,,4,0,,,19,0,,,0,,
1899,0,13,0,0,,26,,0,,0,0,4,0,0,0,0,,4,0,,,10,0,,,0,,
1900,0,11,0,0,,26,,0,,0,0,4,0,0,0,0,,4,0,,,9,0,,,0,,
1901,0,18,0,0,,0,,0,,0,0,4,0,0,0,0,,4,0,,,0,0,,,0,,
1902,0,32,0,0,,0,,0,,0,0,4,0,0,0,0,,4,0,,,0,0,,,0,,
1903,0,7,0,0,,0,,0,,0,0,4,0,0,0,0,,4,0,,,0,0,,,0,,
1904,0,4,0,0,,0,,0,,0,0,4,0,0,0,0,,4,0,,,0,0,,,0,,
1905,0,51,0,0,,0,,0,,0,0,4,0,0,1,0,,4,0,,,0,0,,,0,,
1906,0,52,0,0,,0,,0,,0,0,4,0,0,0,0,,4,0,,,0,0,,,0,,
1907,0,77,0,0,,0,,0,,0,0,4,0,0,0,0,,4,0,,,0,0,,,0,,
1908,0,34,0,0,,0,,0,,0,0,4,0,0,0,0,,4,0,,,0,0,,,0,,
1909,0,38,0,0,,0,,0,,0,0,4,0,0,0,0,,4,0,,,0,0,,,0,,
1910,0,37,0,0,,173,,6,,0,0,4,0,0,2,0,,8,34,,,6,22,,,4,,
1911,4,108,4,0,,2529,,44,,24,29,112,29,5,26,6,,25,167,,,222,139,,,17,,
1912,16,270,72,0,,4913,,67,,56,113,535,295,12,85,32,,54,234,,,566,165,,,23,,
1913,19,433,124,0,,7513,,88,,74,142,762,399,13,214,56,,73,255,,,657,182,,,34,,
1914,19,501,142,0,,8504,,95,,75,183,938,466,15,339,81,,83,222,,,656,147,,,34,,
1915,18,521,155,1,,8226,,106,,76,194,880,489,16,568,101,,123,226,,,629,170,,,38,,
1916,19,564,153,2,,7050,,107,,92,192,742,484,16,595,118,,144,248,,,622,154,,,38,,
1917,18,445,160,2,,7583,,92,,114,163,685,543,15,455,134,,125,239,,,572,118,,,33,,
1918,17,363,151,2,,8025,,91,,105,121,676,531,14,407,148,,110,242,,,564,83,,,24,,
1919,19,332,144,1,,6707,,72,,106,97,550,474,13,415,105,,92,228,,,349,43,,,23,,
1920,18,170,131,1,,5031,,38,,97,83,583,405,11,441,69,,42,134,,,181,21,,,24,,
1921,13,123,90,1,,2212,,10,,40,37,390,237,4,200,40,,16,31,,,214,4,,,7,,
1922,1,68,31,0,,0,,0,,9,3,63,37,0,12,15,,4,0,,,28,0,,,0,,
1923,0,12,1,0,,0,,0,,0,0,4,0,0,1,0,,4,0,,,8,0,,,0,,
1924,0,5,1,0,,0,,0,,0,0,4,0,0,0,0,,4,1,,,9,0,,,0,,
1925,0,10,1,0,,0,,0,,0,0,4,0,0,0,0,,4,0,,,3,0,,,0,,
1926,0,0,1,0,,0,,0,,0,0,4,0,0,1,0,,4,0,,,0,0,,,0,,
1927,0,1,1,0,,0,,0,,0,0,4,0,0,0,0,,4,0,,,0,0,,,0,,
1928,0,2,1,0,,0,,0,,0,0,4,0,0,0,0,,4,0,,,0,0,,,0,,
1929,0,5,1,0,,0,,0,,0,0,4,0,0,1,0,,4,0,,,0,0,,,0,,
1930,0,10,1,0,,0,,0,,0,0,4,0,0,0,0,,4,0,,,0,0,,,0,,
1931,0,11,1,0,,0,,0,,0,0,4,0,0,0,0,,4,0,,,0,0,,,0,,
1932,0,7,1,0,,0,,0,,0,0,4,0,0,0,0,,4,0,,,0,0,,,0,,
1933,0,6,1,0,,0,,0,,0,0,4,0,0,0,0,,4,0,,,0,0,,,0,,
1934,0,6,1,0,,221,,11,,1,0,4,0,0,3,0,,7,34,,,7,28,,,1,,
1935,4,100,3,0,,3587,,74,,32,10,174,183,6,141,25,,59,167,,,241,135,,,10,,
1936,17,332,24,3,,7442,,103,,100,44,647,522,11,269,112,,115,234,,,574,173,,,20,,
1937,19,519,32,4,,8914,,109,,130,82,895,660,13,431,136,,171,255,,,663,182,,,16,,
1938,19,525,48,4,,9318,,109,,138,110,799,742,15,440,139,,179,222,,,689,184,,,27,,
1939,19,530,64,3,,9484,,109,,140,155,795,733,15,515,116,,151,226,,,690,185,,,44,,
1940,18,538,70,3,,9729,,108,,140,184,757,738,16,532,90,,169,248,,,688,184,,,46,,
1941,18,573,69,1,,8713,,108,,141,190,690,737,14,596,78,,194,239,,,686,184,,,44,,
1942,16,443,46,1,,8893,,108,,139,137,706,732,14,431,75,,187,242,,,688,196,,,34,,
1943,16,435,37,1,,7418,,105,,133,99,682,716,11,363,55,,162,228,,,670,185,,,21,,
1944,19,502,19,0,,5568,,95,,119,50,564,685,10,348,35,,137,134,,,604,138,,,10,,
1945,11,425,12,0,,1929,,39,,72,60,261,474,4,251,18,,43,31,,,319,27,,,6,,
1946,2,252,3,0,,39,,1,,14,6,57,222,0,33,7,,4,0,,,35,0,,,0,,
1947,0,211,0,0,,0,,0,,0,0,5,182,0,0,1,,4,0,,,9,0,,,0,,
1948,0,202,0,0,,0,,0,,0,0,4,182,0,0,0,,4,1,,,9,0,,,0,,
1949,0,189,0,0,,0,,0,,0,0,4,182,0,0,0,,4,0,,,9,0,,,0,,
1950,0,173,0,0,,0,,0,,0,0,4,181,0,0,0,,4,0,,,0,0,,,0,,
1951,0,85,0,0,,0,,0,,0,0,4,114,0,0,0,,4,0,,,0,0,,,0,,
1952,0,0,0,0,,0,,0,,0,0,5,9,0,0,0,,4,0,,,0,0,,,0,,
1953,0,0,0,0,,0,,0,,0,0,5,0,0,0,0,,4,0,,,0,0,,,0,,
1954,0,0,0,0,,0,,0,,0,0,4,0,0,0,0,,4,0,,,0,0,,,0,,
1955,0,0,0,0,,0,,0,,0,0,4,0,0,0,0,,4,0,,,0,0,,,0,,
1956,0,0,0,0,,0,,0,,0,0,4,0,0,0,0,,4,0,,,0,0,,,0,,
1957,0,0,0,0,,0,,0,,0,0,4,0,0,0,0,,4,0,,,0,0,,,0,,
1958,0,1,0,0,,112,,14,,0,1,5,0,0,4,0,,23,26,,,7,28,,,1,,
1959,2,58,0,0,,2919,,78,,29,38,155,70,3,101,6,,123,140,,,182,98,,,17,,
1960,13,168,15,0,,6061,,93,,100,101,599,273,10,199,20,,176,183,,,412,177,,,30,,
1961,12,363,38,0,,6953,,101,,126,206,965,474,12,430,34,,197,211,,,575,141,,,29,,
1962,12,523,73,1,,7739,,106,,137,202,1054,468,15,648,55,,201,230,,,671,180,,,26,,
1963,15,535,111,1,,7661,,107,,140,176,1062,463,15,768,80,,208,246,,,673,198,,,23,,
1964,15,424,108,1,,7183,,97,,138,142,961,467,16,755,97,,187,232,,,649,198,,,28,,
1965,16,409,121,1,,7243,,101,,133,132,1005,483,14,556,100,,192,280,,,684,198,,,28,,
1966,11,410,131,2,,6414,,108,,138,108,1048,489,14,506,82,,191,186,,,681,194,,,25,,
1967,9,403,137,1,,6445,,109,,121,48,843,588,11,547,68,,174,181,,,582,187,,,20,,
1968,7,460,135,2,,5309,,98,,102,28,790,560,10,447,49,,130,145,,,542,140,,,14,,
1969,3,386,98,1,,2169,,42,,60,15,405,376,5,206,37,,45,45,,,265,17,,,12,,
1970,1,256,38,0,,254,,1,,8,4,52,54,0,18,14,,4,2,,,34,0,,,0,,
1971,0,229,15,0,,231,,0,,0,0,4,0,0,0,0,,4,0,,,8,0,,,0,,
1972,0,230,15,0,,231,,0,,0,0,5,0,0,0,0,,4,0,,,8,0,,,0,,
1973,0,224,14,0,,0,,0,,0,0,5,0,0,0,0,,4,0,,,8,0,,,0,,
1974,0,111,9,0,,0,,0,,0,0,5,0,0,0,0,,4,0,,,0,0,,,0,,
1975,0,22,1,0,,0,,0,,0,0,5,0,0,0,0,,4,0,,,0,0,,,0,,
1976,0,21,1,0,,0,,0,,0,0,5,0,0,0,0,,4,0,,,0,0,,,0,,
1977,0,28,1,0,,0,,0,,0,0,4,0,0,0,0,,4,1,,,0,0,,,0,,
1978,0,44,1,0,,0,,0,,0,0,4,0,0,0,0,,4,0,,,0,0,,,0,,
1979,0,30,1,0,,0,,0,,0,0,4,0,0,0,0,,4,0,,,0,0,,,0,,
1980,0,35,1,0,,0,,0,,0,0,4,0,0,0,0,,4,0,,,0,0,,,0,,
1981,0,20,1,0,,0,,0,,0,0,4,0,0,0,0,,4,0,,,0,0,,,0,,
1982,0,23,1,0,,244,,13,,1,0,6,2,0,7,0,,16,51,,,6,29,,,5,,
1983,0,119,10,1,,4086,,79,,30,5,178,154,1,222,14,,93,266,,,231,145,,,35,,
1984,2,377,71,3,,7826,,104,,98,18,650,431,4,539,81,,140,364,,,562,190,,,48,,
1985,1,523,113,4,,9306,,109,,125,33,956,651,4,712,130,,181,372,,,660,198,,,49,,
1986,2,534,125,4,,9677,,111,,135,57,966,707,7,742,165,,204,350,,,668,198,,,49,,
1987,4,511,133,4,,8184,,111,,134,118,1015,749,8,787,171,,212,347,,,605,198,,,46,,
1988,5,411,144,4,,8154,,112,,139,163,1009,783,7,846,180,,209,226,,,505,198,,,43,,
1989,3,404,144,4,,8258,,111,,139,145,1009,787,9,828,191,,209,234,,,487,198,,,45,,
1990,2,394,127,4,,8635,,111,,137,139,1032,788,6,848,197,,202,223,,,630,194,,,40,,
1991,3,393,98,4,,7837,,108,,133,172,1001,782,4,836,198,,179,201,,,641,184,,,32,,
1992,1,480,84,4,,6708,,99,,116,197,839,726,2,813,190,,145,103,,,551,130,,,30,,
1993,1,380,75,3,,2634,,42,,72,163,437,470,0,484,129,,49,58,,,309,30,,,12,,
1994,0,247,29,1,,45,,1,,12,32,80,150,0,46,35,,4,0,,,38,0,,,0,,
1995,0,194,8,0,,45,,0,,0,0,5,103,0,0,0,,4,0,,,9,0,,,0,,
1996,0,184,13,0,,0,,0,,0,0,5,103,0,0,0,,4,0,,,8,0,,,0,,
1997,0,181,15,0,,0,,0,,0,0,5,103,0,0,0,,4,0,,,9,0,,,0,,
1998,0,117,14,0,,0,,0,,0,0,5,103,0,0,0,,4,0,,,0,0,,,0,,
1999,0,0,0,0,,0,,0,,0,0,5,103,0,0,0,,4,0,,,0,0,,,0,,
2000,0,0,0,0,,0,,0,,0,0,5,48,0,0,0,,4,0,,,0,0,,,0,,
2001,0,0,0,0,,0,,0,,0,0,5,0,0,0,0,,4,0,,,0,0,,,0,,
2002,0,0,0,0,,0,,0,,0,0,5,0,0,0,0,,4,0,,,0,0,,,0,,
2003,0,0,0,0,,0,,0,,0,0,5,0,0,0,0,,4,0,,,0,0,,,0,,
2004,0,9,0,0,,0,,0,,0,0,5,0,0,0,0,,4,0,,,0,0,,,0,,
2005,0,15,0,0,,0,,0,,0,0,4,0,0,0,0,,4,0,,,0,0,,,0,,
2006,0,14,0,0,,289,,10,,0,1,5,3,0,18,0,,22,34,,,12,30,,,1,,
2007,3,114,5,0,,4113,,63,,33,40,186,183,1,412,8,,127,137,,,257,141,,,25,,
2008,7,430,21,0,,8222,,101,,98,129,648,505,7,839,18,,185,251,,,542,184,,,48,,
2009,5,514,48,0,,9514,,109,,127,188,940,649,11,892,35,,202,342,,,662,195,,,52,,
2010,13,513,61,1,,10333,,110,,135,216,1060,682,14,891,57,,210,364,,,686,197,,,52,,
2011,10,485,89,3,,10250,,110,,138,246,1071,687,16,898,78,,214,367,,,685,195,,,52,,
2012,9,448,78,3,,10349,,110,,140,252,1067,684,16,883,98,,212,359,,,682,194,,,51,,
2013,11,522,64,2,,10377,,108,,138,214,1067,715,14,878,76,,212,354,,,684,194,,,52,,
2014,6,526,60,2,,10213,,108,,135,171,1067,752,15,871,70,,203,366,,,681,189,,,52,,
2015,11,525,45,1,,9465,,107,,133,123,1005,753,13,787,64,,188,363,,,659,180,,,53,,
2016,12,516,32,1,,7755,,91,,117,72,845,714,11,654,48,,145,284,,,592,127,,,48,,
2017,2,399,31,1,,3173,,34,,72,39,448,502,5,300,30,,46,81,,,303,19,,,19,,
2018,2,235,15,0,,89,,1,,10,8,78,161,0,44,13,,4,1,,,40,0,,,0,,
2019,0,189,15,0,,89,,0,,0,0,4,8,0,0,0,,4,0,,,8,0,,,0,,
2020,0,209,15,0,,0,,0,,0,0,4,0,0,0,0,,4,0,,,9,0,,,0,,
2021,0,192,15,0,,0,,0,,0,0,4,0,0,0,0,,4,0,,,8,0,,,0,,
2022,0,175,9,0,,0,,0,,0,0,3,0,0,1,0,,4,0,,,0,0,,,0,,
2023,0,95,1,0,,0,,0,,0,0,3,0,0,0,0,,4,0,,,0,0,,,0,,
2024,0,5,1,0,,0,,0,,0,0,3,0,0,1,0,,4,1,,,0,0,,,0,,
2025,0,12,1,0,,0,,0,,0,0,4,0,0,0,0,,4,0,,,0,0,,,0,,
2026,0,17,1,0,,0,,0,,0,0,3,0,0,0,0,,4,0,,,0,0,,,0,,
2027,0,15,1,0,,0,,0,,0,0,4,0,0,1,0,,4,0,,,0,0,,,0,,
2028,0,18,1,0,,0,,0,,0,0,4,0,0,0,0,,4,0,,,0,0,,,0,,
2029,0,21,1,0,,0,,0,,0,0,4,0,0,0,0,,5,0,,,0,0,,,0,,
2030,0,33,1,0,,273,,10,,2,1,6,3,0,10,0,,22,52,,,15,20,,,1,,
2031,4,114,5,1,,3237,,66,,22,17,140,138,2,185,20,,113,226,,,161,147,,,28,,
2032,18,326,31,3,,6124,,95,,52,35,511,463,7,483,93,,155,347,,,522,151,,,47,,
2033,19,396,78,4,,7828,,101,,73,106,773,610,7,735,148,,183,348,,,563,181,,,42,,
2034,19,413,122,4,,8871,,109,,85,190,896,613,9,835,154,,197,347,,,565,187,,,43,,
2035,19,522,132,4,,9044,,103,,116,183,930,576,13,831,150,,202,356,,,616,183,,,47,,
2036,18,551,128,3,,8248,,102,,122,225,978,644,13,796,161,,203,352,,,633,166,,,49,,
2037,19,423,122,3,,8093,,92,,123,219,943,649,11,711,166,,196,320,,,583,151,,,46,,
2038,19,339,122,3,,8306,,83,,108,186,867,595,11,615,156,,154,255,,,450,152,,,39,,
2039,18,311,106,3,,6810,,68,,78,156,928,693,9,513,121,,106,216,,,514,99,,,31,,
2040,18,143,91,2,,5299,,38,,83,107,669,698,9,318,94,,75,156,,,294,44,,,18,,
2041,8,66,47,1,,2238,,16,,34,38,338,468,4,146,63,,31,31,,,111,6,,,5,,
2042,2,27,21,0,,137,,0,,4,9,89,151,0,18,24,,4,1,,,21,0,,,0,,
2043,0,26,1,0,,137,,0,,0,0,4,99,0,0,1,,4,0,,,9,0,,,0,,
2044,0,28,1,0,,0,,0,,0,0,5,99,0,0,0,,4,0,,,9,0,,,0,,
2045,0,22,1,0,,0,,0,,0,0,4,99,0,0,0,,4,0,,,5,0,,,0,,
2046,0,36,1,0,,0,,0,,0,0,3,99,0,0,0,,4,0,,,0,0,,,0,,
2047,0,32,1,0,,0,,0,,0,0,4,98,0,0,0,,4,0,,,0,0,,,0,,
2048,0,35,1,0,,0,,0,,0,0,4,82,0,0,0,,4,0,,,0,0,,,0,,
