bus_10001,bus_10022,bus_10025,bus_10033,bus_10035,bus_10093,bus_10228,bus_10525,bus_10558,bus_10570,bus_10600,bus_10677,bus_10750,bus_11014,bus_13000,bus_13366,bus_13420,bus_13446,bus_13499,bus_20000,bus_20007,bus_20026,bus_20136,bus_20487,bus_21121,bus_21596,bus_21646,bus_23054,bus_23060,bus_23263,bus_23377,bus_25160,bus_25289,bus_25403,bus_25439,bus_25598,bus_25675,bus_25714,bus_25829,bus_26012,bus_26097,bus_26133,bus_26163,bus_26197,bus_28078,bus_28122,bus_28365,bus_28549,bus_28667,bus_30001,bus_30144,bus_30146,bus_30220,bus_30221,bus_30372,bus_40001,bus_40003,bus_40004,bus_40006,bus_40007,bus_40008,bus_40050,bus_40367,bus_40369,bus_40595,bus_40602,bus_40691,bus_40786,bus_40824,bus_40843,bus_40878,bus_40884,bus_40912,bus_40993,bus_50000,bus_50007,bus_50024,bus_50196,bus_50316,bus_50385,bus_50397,bus_53000,bus_53002,bus_53012,bus_53215,bus_53297,bus_60000,bus_60003,bus_60194,bus_60577,bus_60662,bus_70000,bus_70016,bus_70063,bus_70097,bus_70153,bus_70172,bus_74001,bus_74053,bus_74104,bus_74132,bus_74235,bus_77001,bus_77173,bus_77258,bus_80007
0.0,0.0,0.0,2304.0480000000002,0.0,37581.744,11356.728,0.0,1384.944,155.04,0.0,3499.1040000000003,60571.992,76720.848,1310.616,6772.7519999999995,0.0,32021.352,81971.088,0.0,2731.968,6463.895999999999,19406.831999999995,0.0,0.0,70.008,0.0,1798.2239999999997,9164.04,0.0,0.0,41.712,3883.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.232,731.16,0.0,0.0,0.0,0.0,0.0,428.3759999999999,0.0,0.0,8569.008000000002,0.0,0.0,0.0,0.0,414.12000000000006,970.152,0.0,2253.384,0.0,526.008,0.0,0.0,0.0,0.0,11691.408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,859.08,0.0,1655.9039999999995,802.4639999999999,0.0,23.784,0.0,0.0,0.0,21.432000000000002,1085.88,371.664,1350.0000000000002,1171.2240000000002,0.0,315.168,913.4159999999999,0.0,0.0,932.0160000000001,0.0,54.456,2145.984,1465.5839999999998,1508.0639999999999,627.216,15574.752,2064.312,0.0,5309.616,99.768
0.0,0.0,0.0,2304.0480000000002,0.0,37581.744,11356.728,0.0,1384.944,155.04,0.0,3499.1040000000003,60571.992,76720.848,1310.616,6772.7519999999995,0.0,32021.352,81971.088,0.0,2731.968,6463.895999999999,19406.831999999995,0.0,0.0,70.008,0.0,1798.2239999999997,9164.04,0.0,0.0,41.712,3883.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.232,731.16,0.0,0.0,0.0,0.0,0.0,428.3759999999999,0.0,0.0,8569.008000000002,0.0,0.0,0.0,0.0,414.12000000000006,970.152,0.0,2253.384,0.0,526.008,0.0,0.0,0.0,0.0,11691.408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,859.08,0.0,1655.9039999999995,802.4639999999999,0.0,23.784,0.0,0.0,0.0,21.432000000000002,1085.88,371.664,1350.0000000000002,1171.2240000000002,0.0,315.168,913.4159999999999,0.0,0.0,932.0160000000001,0.0,54.456,2145.984,1465.5839999999998,1508.0639999999999,627.216,15574.752,2064.312,0.0,5309.616,99.768
0.0,0.0,0.0,2304.0480000000002,0.0,37581.744,11356.728,0.0,1384.944,155.04,0.0,3499.1040000000003,60571.992,76720.848,1310.616,6772.7519999999995,0.0,32021.352,81971.088,0.0,2731.968,6463.895999999999,19406.831999999995,0.0,0.0,70.008,0.0,1798.2239999999997,9164.04,0.0,0.0,41.712,3883.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.232,731.16,0.0,0.0,0.0,0.0,0.0,428.3759999999999,0.0,0.0,8569.008000000002,0.0,0.0,0.0,0.0,414.12000000000006,970.152,0.0,2253.384,0.0,526.008,0.0,0.0,0.0,0.0,11691.408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,859.08,0.0,1655.9039999999995,802.4639999999999,0.0,23.784,0.0,0.0,0.0,21.432000000000002,1085.88,371.664,1350.0000000000002,1171.2240000000002,0.0,315.168,913.4159999999999,0.0,0.0,932.0160000000001,0.0,54.456,2145.984,1465.5839999999998,1508.0639999999999,627.216,15574.752,2064.312,0.0,5309.616,99.768
0.0,0.0,0.0,2304.0480000000002,0.0,37581.744,11356.728,0.0,1384.944,155.04,0.0,3499.1040000000003,60571.992,76720.848,1310.616,6772.7519999999995,0.0,32021.352,81971.088,0.0,2731.968,6463.895999999999,19406.831999999995,0.0,0.0,70.008,0.0,1798.2239999999997,9164.04,0.0,0.0,41.712,3883.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.232,731.16,0.0,0.0,0.0,0.0,0.0,428.3759999999999,0.0,0.0,8569.008000000002,0.0,0.0,0.0,0.0,414.12000000000006,970.152,0.0,2253.384,0.0,526.008,0.0,0.0,0.0,0.0,11691.408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,859.08,0.0,1655.9039999999995,802.4639999999999,0.0,23.784,0.0,0.0,0.0,21.432000000000002,1085.88,371.664,1350.0000000000002,1171.2240000000002,0.0,315.168,913.4159999999999,0.0,0.0,932.0160000000001,0.0,54.456,2145.984,1465.5839999999998,1508.0639999999999,627.216,15574.752,2064.312,0.0,5309.616,99.768
0.0,0.0,0.0,2304.0480000000002,0.0,37581.744,11356.728,0.0,1384.944,155.04,0.0,3499.1040000000003,60571.992,76720.848,1310.616,6772.7519999999995,0.0,32021.352,81971.088,0.0,2731.968,6463.895999999999,19406.831999999995,0.0,0.0,70.008,0.0,1798.2239999999997,9164.04,0.0,0.0,41.712,3883.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.232,731.16,0.0,0.0,0.0,0.0,0.0,428.3759999999999,0.0,0.0,8569.008000000002,0.0,0.0,0.0,0.0,414.12000000000006,970.152,0.0,2253.384,0.0,526.008,0.0,0.0,0.0,0.0,11691.408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,859.08,0.0,1655.9039999999995,802.4639999999999,0.0,23.784,0.0,0.0,0.0,21.432000000000002,1085.88,371.664,1350.0000000000002,1171.2240000000002,0.0,315.168,913.4159999999999,0.0,0.0,932.0160000000001,0.0,54.456,2145.984,1465.5839999999998,1508.0639999999999,627.216,15574.752,2064.312,0.0,5309.616,99.768
0.0,0.0,0.0,2304.0480000000002,0.0,37581.744,11356.728,0.0,1384.944,155.04,0.0,3499.1040000000003,60571.992,76720.848,1310.616,6772.7519999999995,0.0,32021.352,81971.088,0.0,2731.968,6463.895999999999,19406.831999999995,0.0,0.0,70.008,0.0,1798.2239999999997,9164.04,0.0,0.0,41.712,3883.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.232,731.16,0.0,0.0,0.0,0.0,0.0,428.3759999999999,0.0,0.0,8569.008000000002,0.0,0.0,0.0,0.0,414.12000000000006,970.152,0.0,2253.384,0.0,526.008,0.0,0.0,0.0,0.0,11691.408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,859.08,0.0,1655.9039999999995,802.4639999999999,0.0,23.784,0.0,0.0,0.0,21.432000000000002,1085.88,371.664,1350.0000000000002,1171.2240000000002,0.0,315.168,913.4159999999999,0.0,0.0,932.0160000000001,0.0,54.456,2145.984,1465.5839999999998,1508.0639999999999,627.216,15574.752,2064.312,0.0,5309.616,99.768
0.0,0.0,0.0,2304.0480000000002,0.0,37581.744,11356.728,0.0,1384.944,155.04,0.0,3499.1040000000003,60571.992,76720.848,1310.616,6772.7519999999995,0.0,32021.352,81971.088,0.0,2731.968,6463.895999999999,19406.831999999995,0.0,0.0,70.008,0.0,1798.2239999999997,9164.04,0.0,0.0,41.712,3883.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.232,731.16,0.0,0.0,0.0,0.0,0.0,428.3759999999999,0.0,0.0,8569.008000000002,0.0,0.0,0.0,0.0,414.12000000000006,970.152,0.0,2253.384,0.0,526.008,0.0,0.0,0.0,0.0,11691.408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,859.08,0.0,1655.9039999999995,802.4639999999999,0.0,23.784,0.0,0.0,0.0,21.432000000000002,1085.88,371.664,1350.0000000000002,1171.2240000000002,0.0,315.168,913.4159999999999,0.0,0.0,932.0160000000001,0.0,54.456,2145.984,1465.5839999999998,1508.0639999999999,627.216,15574.752,2064.312,0.0,5309.616,99.768
0.0,0.0,0.0,2304.0480000000002,0.0,36965.496,11340.408,0.0,1459.776,155.04,0.0,3430.7999999999997,60492.744,76721.256,1303.2240000000002,6666.36,0.0,32508.744,84481.31999999999,0.0,2710.152,6471.048000000001,21003.239999999998,0.0,0.0,69.33600000000001,0.0,2188.9440000000004,12319.704000000002,0.0,0.0,41.44799999999999,3887.0879999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.232,849.8399999999999,0.0,0.0,0.0,0.0,0.0,457.20000000000005,0.0,0.0,8568.888,0.0,0.0,0.0,0.0,414.12000000000006,976.608,0.0,2253.36,0.0,525.528,0.0,0.0,0.0,0.0,11691.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,849.672,0.0,1664.712,836.2559999999999,0.0,23.784,0.0,0.0,0.0,21.168,1085.5919999999999,371.616,1350.144,1178.3519999999999,0.0,317.64,910.4399999999998,0.0,0.0,993.4559999999999,0.0,47.687999999999995,2126.832,1464.0720000000001,1494.432,627.216,15839.207999999999,2064.312,0.0,5580.960000000001,99.768
0.0,0.0,0.0,2304.0480000000002,0.0,36965.496,11340.408,0.0,1459.776,155.04,0.0,3430.7999999999997,60492.744,76721.256,1303.2240000000002,6666.36,0.0,32508.744,84481.31999999999,0.0,2710.152,6471.048000000001,21003.239999999998,0.0,0.0,69.33600000000001,0.0,2188.9440000000004,12319.704000000002,0.0,0.0,41.44799999999999,3887.0879999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.232,849.8399999999999,0.0,0.0,0.0,0.0,0.0,457.20000000000005,0.0,0.0,8568.888,0.0,0.0,0.0,0.0,414.12000000000006,976.608,0.0,2253.36,0.0,525.528,0.0,0.0,0.0,0.0,11691.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,849.672,0.0,1664.712,836.2559999999999,0.0,23.784,0.0,0.0,0.0,21.168,1085.5919999999999,371.616,1350.144,1178.3519999999999,0.0,317.64,910.4399999999998,0.0,0.0,993.4559999999999,0.0,47.687999999999995,2126.832,1464.0720000000001,1494.432,627.216,15839.207999999999,2064.312,0.0,5580.960000000001,99.768
0.0,0.0,0.0,2304.0480000000002,0.0,36965.496,11340.408,0.0,1459.776,155.04,0.0,3430.7999999999997,60492.744,76721.256,1303.2240000000002,6666.36,0.0,32508.744,84481.31999999999,0.0,2710.152,6471.048000000001,21003.239999999998,0.0,0.0,69.33600000000001,0.0,2188.9440000000004,12319.704000000002,0.0,0.0,41.44799999999999,3887.0879999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.232,849.8399999999999,0.0,0.0,0.0,0.0,0.0,457.20000000000005,0.0,0.0,8568.888,0.0,0.0,0.0,0.0,414.12000000000006,976.608,0.0,2253.36,0.0,525.528,0.0,0.0,0.0,0.0,11691.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,849.672,0.0,1664.712,836.2559999999999,0.0,23.784,0.0,0.0,0.0,21.168,1085.5919999999999,371.616,1350.144,1178.3519999999999,0.0,317.64,910.4399999999998,0.0,0.0,993.4559999999999,0.0,47.687999999999995,2126.832,1464.0720000000001,1494.432,627.216,15839.207999999999,2064.312,0.0,5580.960000000001,99.768
