FULTON_20_hydro,MC_CALL_20_hydro,MESA_CAL_20_hydro,ROUND_MT_20_hydro,SUMMIT_20_hydro,TESLA_20_hydro,CANAD_G1_20_hydro,CMAIN_GM_20_hydro,COTWDWAP_20_hydro,COULEE_20_hydro,CRAIG_20_hydro,DALLES21_20_hydro,EMERY_20_hydro,HANFORD_20_hydro,HOOVER_20_hydro,IMPERIAL_20_hydro,JOHN_DAY_20_hydro,MALIN_20_hydro,MIDPOINT_20_hydro,MONTA_G1_20_hydro,NAUGHT_20_hydro,NAVAJO_2_20_hydro,NORTH_G3_20_hydro,OWENS_G_20_hydro,RNCHSECO_20_hydro,SJUAN_G4_20_hydro,WCASCADE_20_hydro
23.1,1753.9,1165.8,3215.5,177.5258546,3049.4,7655,3837,1308.995232,11278,535.1,2539,34,4953,1930.093649,435,3194,753.2,1812.498927,273.8732461,706,1093,3145,69.22954545,495.8061991,892.2737909,499
26.1,1753.9,1165.8,3215.5,203.3258546,3049.4,7655,3837,1151.795232,11278,601,2539,34,4953,2121,435,3194,851,1865,342.8732461,706,1093,3145,80.02954545,428.7475469,1032.073791,499
23.1,1652.636029,1165.8,2996.930436,177.5258546,2971.55528,7655,3816.010569,1069.078423,11274.98352,601,2479.636081,34,4661.009011,2121,435,3194,753.2,1650.8,273.8732461,706,1093,3145,90.82954545,414,1171.873791,442
20.1,1753.9,1165.8,2627.330436,151.7258546,3049.4,7655,3614.352857,1226.278423,9978.983518,601,2465.546147,34,4539.402172,2121,384.6,3194,655.4,1650.8,208,706,1093,3145,80.02954545,345,1032.073791,385
17.1,1572.654657,1032,2257.730436,125.9258546,2909.586094,7301.140584,3173.352857,1368,8682.983518,532,2197.918155,29.8,3970.602172,2091.489076,334.2,3194,557.6,1865,277,706,1093,3145,69.22954545,276,892.2737909,328
14.1,1371.054657,898.2,1888.130436,100.1258546,2559.186094,6420.940584,2732.352857,1210.8,7386.983518,463,1905.718155,25.6,3401.802172,1847.289076,283.8,3194,459.8,1711.343692,208,706,967,2783.2,58.42954545,207,752.4737909,271
11.1,1169.454657,764.4,2032.926471,74.32585455,2208.786094,5540.740584,2291.352857,1053.6,6090.983518,394,1613.518155,21.4,2833.002172,1603.089076,233.4,3194,362,1865,139,625,841,2421.4,47.62954545,138,612.6737909,214
11.1,967.8546569,630.6,1663.326471,51,1858.386094,4660.540584,2119.580335,896.4,4794.983518,325,1905.718155,17.2,2264.202172,1358.889076,183,3194,459.8,1650.8,139,544,715,2106.745603,36.82954545,138,472.8737909,271
8.1,766.2546569,496.8,1443.117314,51,1507.986094,5540.740584,2073,739.2,3681.696287,256,1613.518155,13,2125.662855,1136.334021,132.6,3194,557.6,1832.189373,139,463,589,2468.545603,26.02954545,138,333.0737909,328
11.1,564.6546569,363,1737.1,51,1157.586094,6294.071831,1632,582,4798,187,1321.318155,8.8,1556.862855,1271.372545,100,3194,489.4,1653.257011,208,382,463,2586.764366,22,138,358.9915034,271
14.1,501.0337185,268,2106.7,51,807.1860941,5413.871831,2073,424.8,6094,198.1584452,1029.118155,8,1917.800513,1143.02037,100,3002.32786,391.6,1653.621987,277,354.72414,589,2224.964366,22,138,498.7915034,214
17.1,702.6337185,268,2476.3,76.8,1157.586094,4533.671831,2514,582,7390,267.1584452,736.9181548,8,2220.311591,1250.171145,100,2635.12786,293.8,1815.522331,346,435.72414,715,1863.164366,22,207,638.5915034,157
20.1,904.2337185,298.7443611,2845.9,102.6,1507.986094,5413.871831,2955,739.2,8686,336.1584452,584,11.36875,2789.111591,1494.371145,142.5271667,2413.483626,196,1650.8,415,516.72414,841,2224.964366,22,276,778.3915034,115
23.1,1105.833718,432.5443611,3215.5,128.4,1858.386094,6294.071831,3396,896.4,9982,405.1584452,876.2,15.56875,3357.911591,1738.571145,192.9271667,2780.683626,293.8,1865,484,597.72414,967,2586.764366,32.8,345,918.1915034,172
26.1,1307.433718,566.3443611,2987.104777,154.2,2208.786094,7174.271831,3837,1053.6,11278,474.1584452,1168.4,19.76875,3926.711591,1982.771145,243.3271667,3034.070578,391.6,1650.8,415,678.72414,1093,2948.564366,43.6,414,1057.991503,229
23.16532542,1509.033718,700.1443611,2617.504777,180,2559.186094,7655,3396,1210.8,10924.54517,543.1584452,1460.6,23.96875,4495.511591,2121,293.7271667,3194,489.4,1436.6,346,706,1093,3145,54.4,483,938.4,286
20.16532542,1710.633718,833.9443611,2474.69095,196.4870627,2909.586094,7655,3631.408705,1368,11278,601,1620.075499,28.16875,3926.711591,2058.918904,344.1271667,3194,391.6,1252.344823,309.8332213,706,1093,3145,65.2,552,1078.2,229
17.16532542,1753.9,833.1927316,2110.775328,170.6870627,3049.4,7655,3837,1368,11278,601,1912.275499,32.36875,3642.324999,1814.718904,394.5271667,3194,489.4,1038.144823,240.8332213,706,1093,3145,54.4,599,1218,270.3785714
14.16532542,1753.9,699.3927316,2054.330334,144.8870627,3049.4,7655,3824.885136,1368,10929.5118,532,1620.075499,28.16875,3318.736992,1570.518904,435,3194,391.6,1252.344823,171.8332213,706,1093,3145,43.6,599,1078.2,213.3785714
11.16532542,1753.9,565.5927316,1957.396843,119.0870627,3049.4,7655,3452.005509,1368,9947.764349,590.6831096,1581.645907,23.96875,3887.536992,1326.318904,435,3194,293.8,1466.544823,139,706,1093,3145,32.8,583.8125,1016.670587,156.3785714
8.16532542,1753.9,630.6,1877.287266,93.28706265,3049.4,7655,3011.005509,1368,8651.764349,521.6831096,1873.845907,25.6,4135.781976,1082.118904,435,3194,384.9030273,1609.815953,139,706,1093,3145,43.6,514.8125,990.1265268,213.3785714
9.84717458,1753.9,764.4,2134.196457,67.48706265,3033.448609,7655,3381.957762,1237.868893,7661.24903,452.6831096,2166.045907,21.4,3566.981976,1284.925868,435,3194,482.7030273,1715.43472,139,625,1005.2292,3145,54.4,445.8125,850.3265268,270.3785714
12.84717458,1753.9,898.2,2503.796457,82.24753103,2683.048609,7418.484843,2955,1080.668893,8686,463,2458.245907,25.6,3213.985839,1529.125868,435,3194,580.5030273,1501.23472,172.125084,544,879.2292,3145,65.2,376.8125,932.3748523,327.3785714
15.84717458,1753.9,1032,2873.396457,108.047531,2699,7163.045903,3396,1210.8,9982,532,2539,29.8,3782.785839,1773.325868,435,3194,678.3030273,1287.03472,241.125084,625,967,3145,76,345,1072.174852,384.3785714
18.84717458,1753.9,1165.8,3215.5,133.847531,3049.4,7655,3837,1368,11278,601,2539,34,4351.585839,2017.525868,402.4,3194,580.5030273,1108.525776,310.125084,706,1093,3145,86.8,414,1211.974852,441.3785714
21.84717458,1753.9,1165.8,3215.5,159.647531,2699,7655,3837,1210.8,11278,601,2384.313574,34,4103.414784,2121,352,3194,482.7030273,1053.348351,379.125084,706,1093,3145,88.64015152,345,1218,384.3785714
24.84717458,1753.9,1032,3215.5,154.2,2801.648368,7655,3837,1053.6,9982,601,2092.113574,34,4605.686828,2102.860742,301.6,3194,384.9030273,1099.689442,346,706,1093,3145,77.84015152,276,1078.2,327.3785714
26.1,1753.9,898.2,3204.062533,128.4,2451.248368,7655,3502.039261,1060.078053,8686,532,2136.883008,29.8,4238.794999,1858.660742,251.2,3194,482.7030273,1192.547077,277,625,1093,3145,67.04015152,345,938.4,384.3785714
23.1,1753.9,764.4,2834.462533,102.6,2100.848368,6774.8,3061.039261,902.8780534,7390,463,2314.956215,25.6,3669.994999,1614.460742,200.8,3194,580.5030273,1396.210876,208,544,967,3145,56.24015152,276,798.6,441.3785714
20.1,1552.3,630.6,2464.862533,76.8,1750.448368,5894.6,2620.039261,745.6780534,6094,394,2022.756215,21.4,3101.194999,1370.260742,150.4,2826.8,482.7030273,1500.500835,139,463,841,2783.2,45.44015152,207,658.8,384.3785714
17.1,1350.7,496.8,2095.262533,51,1400.048368,5014.4,2179.039261,588.4780534,4798,325,1730.556215,17.2,2532.394999,1126.060742,100,2694.598146,384.9030273,1714.700835,139,382,715,2421.4,34.64015152,138,519,327.3785714
14.1,1149.1,363,1938.844502,51,1049.648368,5183.824949,1974.094358,431.2780534,4214.910857,256,1460.6,13,1963.594999,881.8607425,100,2963.601114,460.9749467,1739.892879,208,301,589,2783.2,23.84015152,138,379.2,286
11.1,947.5,268,1849.82375,51,701,4443.742539,2415.094358,314,5510.910857,187,1168.4,8.8,1394.794999,637.6607425,100,2596.401114,363.1749467,1782.05296,277,238.9023,463,2421.4,22,138,280,229
8.1,745.9,268,1813.514971,51,701,3928.838641,2856.094358,314,6806.910857,138,876.2,8,1139,632.1377253,100,2229.201114,265.3749467,1865,346,319.9023,337,2059.6,22,138,280,172
6,580.5393402,268,2103.324601,51,701,3468.228973,2955,314,8102.910857,138,584,8,1139,876.3377253,100,1862.001114,196,1865,415,400.9023,251,1697.8,22,138,280,115
6,782.1393402,268,2472.924601,76.8,1051.4,4348.428973,2514,471.2,7390,207,876.2,12.2,1265.653091,1120.537725,124.6698571,2229.201114,293.8,1735.454713,346,481.9023,251,2059.6,22,138,314.536384,172
9,983.7393402,268,2842.524601,102.6,1401.8,5228.628973,2955,628.4,8686,276,584,16.4,1834.453091,1364.737725,175.0698571,2387.979494,196,1601.222599,415,562.9023,377,2421.4,32.8,207,454.336384,115
12,1185.33934,401.8,3212.124601,128.4,1752.2,6108.828973,3396,785.6,9982,345,876.2,20.6,2403.253091,1608.937725,225.4698571,2755.179494,293.8,1815.422599,484,643.9023,503,2783.2,43.6,276,594.136384,172
15,1386.93934,535.6,3215.5,154.2,2102.6,6989.028973,3837,942.8,11278,414,876.2,24.8,2972.053091,1853.137725,275.8698571,2790.426056,196,1637.852533,553,706,629,3145,54.4,345,733.936384,115
17.35123589,1588.53934,669.4,2845.9,180,2453,7345.373509,3837,785.6,11278,483,584,29,3540.853091,2097.337725,326.2698571,2485.013122,196,1423.652533,603,706,755,3145,65.2,414,873.736384,127.80625
14.35123589,1753.9,803.2,2561.873808,205.8,2800.888038,7234.691544,3396,942.8,11278,552,876.2,33.2,2972.053091,2121,376.6698571,2852.213122,293.8,1209.452533,534,706,881,3145,76,345,899.002936,184.80625
14.1037547,1753.9,920.0370952,2424.3028,200.8241071,3049.4,7556.980215,2955,1100,11278,483,1014.556822,34,2403.253091,2102.005182,427.0698571,3194,196,995.2525327,465,706,791.389172,3145,86.8,414,759.202936,241.80625
11.1037547,1753.9,1001.899917,2221.676528,175.0241071,3049.4,7655,2939.351089,1248.189554,11278,414,1306.756822,29.8,1834.453091,2030.814597,435,2826.8,196,1036.496419,396,706,665.389172,3145,85.2,483,619.402936,298.80625
14.1037547,1753.9,868.099917,2123.875625,149.2241071,3049.4,6774.8,2880.45566,1368,10872.4644,345,1598.956822,25.6,1265.653091,1941.074892,435,3194,196,1111.862649,327,706,539.389172,3145,74.4,552,479.602936,355.80625
17.1037547,1753.9,747.2602792,1951.157625,123.4241071,3049.4,6418.927898,2875.103088,1368,10131.76531,308.6884283,1891.156822,21.4,1139,1864.850056,435,3194,293.8,1173.834979,290.0267176,706,563.1173531,3145,63.6,571.25,339.802936,412.80625
20.1037547,1753.9,613.4602792,2103.066187,97.62410714,3049.4,6247.442004,2938.646491,1240.554751,8835.765314,239.6884283,2183.356822,17.2,1267.779896,1632.6,384.6,3194,391.6,1288.700719,244.7973282,706,437.1173531,3145,52.8,502.25,280,469.80625
17.1037547,1753.9,747.2602792,2472.666187,123.4241071,3049.4,5894.6,3125.391892,1083.354751,8686,308.6884283,2399.565365,21.4,1836.579896,1388.4,334.2,3194,489.4,1353.59084,313.7973282,706,563.1173531,2833.816521,63.6,433.25,419.8,412.80625
15,1745.53483,881.0602792,2842.266187,149.2241071,2699,6774.8,3396,926.1547506,9982,377.6884283,2107.365365,25.6,2405.379896,1632.6,384.6,3194,391.6,1139.39084,382.7973282,706,689.1173531,2783.2,74.4,364.25,559.6,355.80625
18,1753.9,1014.860279,3211.866187,175.0241071,3049.4,7655,3837,918.5785017,11278,446.6884283,1815.165365,29.8,2974.179896,1876.8,435,3038.914604,293.8,1353.59084,451.7973282,706,815.1173531,3145,85.2,433.25,699.4,298.80625
15,1753.9,1148.660279,3100.283441,200.8241071,2845.371336,7655,3837,761.3785017,11278,515.6884283,1522.965365,34,3407.432227,2121,435,2789.075424,196,1567.79084,520.7973282,706,941.1173531,3145,96,364.25,839.2,241.80625
18,1753.9,1014.860279,2730.683441,175.0241071,3049.4,7398.879187,3837,604.1785017,11243.34101,581.7738861,1230.765365,30.69,3153.530293,2121,435,2459.6,196,1446.836278,589.7973282,706,815.1173531,3145,94.1319697,295.25,839.2,184.80625
15,1641.182282,881.0602792,2361.083441,149.2241071,2961.673065,6518.679187,3561.942176,754.7144464,9947.341008,512.7738861,1522.965365,26.49,2784.650082,1926.918003,384.6,2826.8,278.0709967,1661.036278,520.7973282,706,689.1173531,3145,83.3319697,345,699.4,241.80625
12,1439.582282,747.2602792,1991.483441,123.4241071,2611.273065,5638.479187,3120.942176,789.5227297,8651.341008,443.7738861,1815.165365,22.29,2276.6,1682.718003,334.2,3194,375.8709967,1865,451.7973282,706,563.1173531,2974.22076,72.5319697,276,559.6,298.80625
9,1237.982282,613.4602792,1621.883441,97.62410714,2260.873065,4758.279187,2679.942176,632.3227297,7355.341008,374.7738861,1522.965365,18.09,1707.8,1438.518003,283.8,2826.8,423.7295333,1650.8,382.7973282,625,437.1173531,2612.42076,61.7319697,207,419.8,241.80625
6,1036.382282,479.6602792,1252.283441,71.82410714,1910.473065,3878.079187,2238.942176,475.1227297,6059.341008,305.7738861,1230.765365,13.89,1139,1194.318003,233.4,2538.793115,521.5295333,1811.930437,313.7973282,544,311.1173531,2250.62076,50.9319697,138,280,298.80625
6,834.7822821,345.8602792,962.088842,51,1560.073065,3541.236017,1887.585346,317.9227297,4763.341008,236.7738861,1133.962953,9.69,1139,950.1180028,183,2171.593115,619.3295333,1597.730437,244.7973282,463,251,1888.82076,40.1319697,138,280,355.80625
9,633.1822821,268,1057.217554,51,1209.673065,3334.305228,1711.916135,314,3467.341008,167.7738861,1426.162953,8,1145.091106,705.9180028,132.6,2524.766542,717.1295333,1806.162823,175.7973282,382,251,1527.02076,29.3319697,138,280,412.80625
6,431.5822821,268,1084.832143,51,859.2730645,3940.089686,1540.596929,314,2593,138,1615.055583,8,1713.891106,488,100,2157.566542,678.3492537,1767.248903,139,301,251,1585.136531,22,138,280,442
6,403.2,297.5913887,1327.997448,51,701,3292.877722,1981.596929,314,3223.172196,138,1322.855583,8,2282.691106,732.2,100,1790.366542,580.5492537,1553.048903,139,220,251,1223.336531,22,138,280,385
6.6,403.2,431.3913887,1697.597448,67.12222222,701,2968.707973,2422.596929,314,4519.172196,138,1030.655583,12.2,2851.491106,976.4,100,1423.166542,482.7492537,1338.848903,139,162,377,861.5365314,22,138,280,328
9.6,604.8,565.1913887,2067.197448,92.92222222,1051.4,3848.907973,2863.596929,471.2,5815.172196,207,1322.855583,16.4,3420.291106,1220.6,146.1714286,1790.366542,534.4862115,1124.648903,208,243,503,1223.336531,32.8,207,419.8,385
12.6,806.4,698.9913887,2436.797448,118.7222222,1401.8,4729.107973,3304.596929,628.4,7111.172196,276,1615.055583,20.6,3989.091106,1464.8,196.5714286,2157.566542,632.2862115,910.4489029,277,324,629,1585.136531,43.6,276,559.6,442
15.6,1008,832.7913887,2806.397448,144.5222222,1752.2,5609.307973,3745.596929,785.6,8407.172196,345,1907.255583,24.8,4557.891106,1709,246.9714286,2524.766542,730.0862115,696.2489029,277,405,755,1946.936531,54.4,345,699.4,499
18.6,1209.6,966.5913887,2529.518527,170.3222222,2102.6,6478.384086,3304.596929,942.8,7111.172196,414,2045,29,4953,1953.2,297.3714286,2157.566542,827.8862115,482.0489029,208,486,881,2308.736531,65.2,414,715.6893288,499
21.6,1175.933122,1100.391389,2159.918527,196.1222222,2453,6726.963793,3518.941608,1100,6937.672921,345,1752.8,29.98441549,4953,2121,246.9714286,1790.366542,730.0862115,429,139,405,1007,1946.936531,76,483,575.8893288,442
18.6,974.3331219,1165.8,1790.318527,170.3222222,2803.4,5846.763793,3837,1257.2,8233.672921,276,1460.6,25.78441549,4953,2085.403284,196.5714286,1423.166542,632.2862115,530.1891135,190.1593546,324,1093,1585.136531,70.57868687,552,436.0893288,385
15.6,772.7331219,1165.8,1420.718527,144.5222222,3049.4,4966.563793,3837,1303.242715,9127.192112,207,1168.4,21.58441549,4791.880484,1955.286283,146.1714286,1055.966542,534.4862115,685.9473847,259.1593546,243,1093,1223.336531,59.77868687,587.25,296.2893288,328
12.6,571.1331219,1165.8,1124.948329,118.7222222,2930.598333,5059.491214,3837,1146.042715,10423.19211,138,876.2,17.38441549,4223.080484,1811.351617,132.6,734,436.6862115,747.443184,328.1593546,162,1093,861.5365314,70.57868687,518.25,280,271
15.6,604.8,1165.8,755.3483287,144.5,2580.198333,5939.691214,3837,988.8427147,9818.843394,185.2229298,584,16.57233805,3654.280484,1749.687334,183,734,338.8862115,734.6923692,397.1593546,162,1085,1223.336531,63.6,449.25,280,278.2170455
12.6,403.2,1165.8,1124.948329,118.7,2229.798333,5803.518506,3837,831.6427147,10549.85567,254.2229298,810.7267729,17.2,3085.480484,1609.5208,233.4,1015.678248,241.0862115,948.8923692,466.1593546,243,959,911.4720104,52.8,380.25,386.2140497,221.2170455
15.6,501.7841332,1165.8,1494.548329,144.5,2079.47057,5744.13741,3837,944.5021372,9253.855675,323.2229298,1102.926773,21.4,2516.680484,1536.063319,283.8,1382.878248,338.8862115,1071.6,535.1593546,324,833,1273.27201,63.6,392,526.0140497,278.2170455
18.6,703.3841332,1165.8,1864.148329,170.3,2429.87057,6624.33741,3396,1101.702137,9982,392.2229298,1395.126773,25.6,1947.880484,1780.263319,334.2,1750.078248,436.6862115,857.4,466.1593546,405,959,1635.07201,74.4,461,665.8140497,335.2170455
21.6,904.9841332,1165.8,2233.748329,196.1,2780.27057,7504.53741,3837,1258.902137,11278,461.2229298,1687.326773,29.8,2516.680484,2024.463319,384.6,2117.278248,534.4862115,643.2,535.1593546,486,1085,1996.87201,85.2,530,805.6140497,392.2170455
24.6,1106.584133,1165.8,2218.557603,221.9,2989.029016,7352.99316,3837,1368,11278,530.2229298,1697.182785,34,1947.880484,2121,435,2484.478248,632.2862115,429,576.3351245,567,1093,2358.67201,96,599,945.4140497,449.2170455
21.6,904.9841332,1165.8,2208.992274,221.9,2638.629016,7112.836569,3837,1210.8,11278,599.2229298,1573.385439,34,1816.518386,2121,435,2782.307767,534.4862115,429,603,548.6,1093,2720.47201,96,530,950.8344873,392.2170455
18.6,1008,1165.8,1839.392274,196.1,2288.229016,6861.003899,3837,1053.6,11278,530.2229298,1454.865281,29.8,1707.8,2047.48118,384.6,2727.818979,489.4,429,534.795382,467.6,967,2358.67201,85.2,461,811.0344873,335.2170455
15.6,806.4,1165.8,1469.792274,170.3,1937.829016,5980.803899,3760.072269,896.4,9982,461.2229298,1168.4,25.6,2276.6,1803.28118,334.2,2360.618979,391.6,643.2,603,386.6,841,1996.87201,74.4,392,671.2344873,278.2170455
12.6,604.8,1032,1100.192274,144.5,1587.429016,5100.603899,3319.072269,739.2,8686,392.2229298,876.2,21.4,1707.8,1559.08118,283.8,1993.418979,293.8,857.4,534,305.6,715,1635.07201,63.6,323,531.4344873,221.2170455
9.6,403.2,898.2,1469.792274,118.7,1237.029016,4220.403899,2878.072269,582,7390,323.2229298,584,17.2,1139,1314.88118,233.4,1626.218979,196,1071.6,465,224.6,589,1273.27201,52.8,254,391.6344873,164.2170455
12,403.2,764.4,1580.616274,92.9,886.6290162,3340.203899,2437.072269,424.8,6094,254.2229298,584,13,1139,1070.68118,183,1698.507641,293.8,857.4,396,162,463,911.4720104,42,185,280,221.2170455
9,416,630.6,1533.303627,67.1,701,3106.982529,1996.072269,314,4798,185.2229298,876.2,8.8,1261.000821,826.4811802,132.6,2065.707641,391.6,643.2,327,162,337,1273.27201,31.2,138,280,278.2170455
6,403.2,496.8,1513.772261,51,701,2950.654537,1555.072269,314,3502,138,1168.4,8,1829.800821,613.6666825,100,2432.907641,489.4,429,258,162,251,1635.07201,22,138,280,335.2170455
6,403.2,363,1144.172261,51,701,3830.854537,1136.70119,314,2593,138,1460.6,8,2398.600821,857.8666825,100,2271.494194,587.2,429,189,162,251,1389.603494,22,138,280,392.2170455
9,403.2,359.9232913,774.5722606,51,701,3722.770825,1323.179838,471.2,3889,207,1168.4,12.2,2967.400821,1102.066683,100,1904.294194,546.825,429,164.964297,243,343.0180577,1700.099676,22,138,419.8,335.2170455
6,403.2,493.7232913,1144.172261,76.8,1051.4,4602.970825,1764.179838,628.4,5185,276,1460.6,16.4,3536.200821,1346.266683,150.4,2021.036086,449.025,559.6810998,233.964297,324,469.0180577,2061.899676,32.8,207,559.6,385
9,604.8,627.5232913,1513.772261,102.6,1401.8,5483.170825,2205.179838,785.6,6481,345,1752.8,20.6,4105.000821,1590.466683,200.8,2388.236086,546.825,773.8810998,302.964297,405,595.0180577,2423.699676,43.6,276,699.4,442
12,806.4,761.3232913,1196.453371,128.4,1752.2,6363.370825,2646.179838,942.8,7777,414,2045,24.8,4673.800821,1834.666683,251.2,2755.436086,644.625,946.6369784,371.964297,486,721.0180577,2785.499676,54.4,345,839.2,499
15,604.8,895.1232913,826.8533709,154.2,2102.6,7156.621283,3087.179838,1100,9073,483,1807.302624,29,4198.769017,2078.866683,301.6,2388.236086,546.825,732.4369784,440.964297,567,847.0180577,2423.699676,65.2,414,979,442
12,403.2,1028.923291,1050.213065,180,2453,6276.421283,3528.179838,1257.2,8952.268869,478.8282253,1515.102624,24.8,4767.569017,2121,352,2021.036086,449.025,946.6369784,509.964297,486,973.0180577,2061.899676,76,483,1118.8,385
9,403.2,1162.723291,1419.813065,205.8,2102.6,5535.517336,3837,1257.77671,8957.746632,547.8282253,1222.902624,20.6,4953,2114.652995,402.4,1653.836086,351.225,1160.836978,578.964297,405,1093,1700.099676,86.8,552,989.8,328
6,403.2,1165.8,1514.412054,221.9,2239.523661,4655.317336,3837,1274.52102,8774.698678,512.6829684,930.7026242,16.4,4953,1888.88487,435,1286.636086,253.425,1375.036978,603,337.4811315,1093,1338.299676,96,599,850,271
8.1,403.2,1165.8,1462.519703,202.5666667,2589.923661,5535.517336,3837,1157.334875,7574.30265,443.6829684,638.5026242,12.2,4656.271351,1644.68487,435,919.4360862,264.2,1589.236978,603,418.4811315,1093,976.499676,96,599,710.2,214
11.1,403.2,1165.8,1373.951085,176.7666667,2239.523661,6023.712807,3837,1182.183698,8162.523462,374.6829684,584,16.04,4087.471351,1400.48487,435,734,362,1500,534,353.3542803,1093,723,96,599,570.4,214
14.1,403.2,1165.8,1743.551085,150.9666667,1998.2,5143.512807,3837,1024.983698,9346.591326,305.6829684,584,20.24,3518.671351,1168.413756,409.8,734,459.8,1285.8,465,289.5683457,1093,723,96,599,430.6,271
17.1,403.2,1165.8,1718.192696,170.3,2348.6,5477.47045,3726.359561,1053.6,8050.591326,374.6829684,732.3821404,24.44,2949.871351,1388.4,359.4,1101.2,557.6,1071.6,396,370.5683457,1093,723,96,552.4637122,559.6,328
20.1,604.8,1165.8,2087.792696,196.1,2699,6357.67045,3396,1210.8,9346.591326,443.6829684,1024.58214,28.64,2381.071351,1632.6,309,1468.4,655.4,857.4,327,451.5683457,1093,961.1400576,96,530,699.4,385
23.1,806.4,1165.8,2220.203908,221.9,3049.4,7237.87045,3837,1368,10642.59133,512.6829684,1316.78214,32.84,2949.871351,1876.8,258.6,1835.6,753.2,643.2,356.6205879,532.5683457,1093,1322.940058,96,599,839.2,442
26.1,1008,1165.8,1850.603908,221.9,2699,7003.851991,3837,1368,10896.1824,500.8528185,1608.98214,34,2381.071351,2121,208.2,2202.8,851,429,287.6205879,613.5683457,1091.648609,961.1400576,96,599,979,499
23.1,806.4,1165.8,1481.003908,196.1,2348.6,6710.650576,3837,1368,9600.1824,431.8528185,1316.78214,29.8,2949.871351,2077.42821,258.6,1835.6,753.2,643.2,262.0087454,532.5683457,965.648609,1297.231609,96,599,839.2,442
20.775,638.7,1165.8,1208.834502,170.3,1998.2,6469.258456,3752.72791,1368,8304.1824,362.8528185,1282.272242,25.6,3518.671351,2121,251.2,1468.4,851,707.9849556,208,451.5683457,839.648609,1659.031609,85.2,587.8840719,699.4,409.7286932
17.775,437.1,1165.8,1578.434502,144.5,1647.8,6135.542679,3542.993168,1210.8,7008.1824,293.8528185,990.0722423,21.4,4087.471351,1876.8,200.8,1101.2,753.2,922.1849556,277,370.5683457,713.648609,1446.6,74.4,518.8840719,559.6,352.7286932
14.775,403.2,1159.16848,1667.893602,118.7,1297.4,5255.342679,3101.993168,1053.6,5712.1824,224.8528185,697.8722423,17.2,3518.671351,1632.6,150.4,734,655.4,814.9230095,208,289.5683457,587.648609,1084.8,63.6,449.8840719,419.8,295.7286932
17.775,403.2,1025.36848,1519.537008,92.9,947,4375.142679,2660.993168,896.4,4416.1824,155.8528185,932.7594503,13,2949.871351,1454.221289,100,734,753.2,600.7230095,139,208.5683457,461.648609,723,52.8,380.8840719,280,352.7286932
17.2,403.2,891.5684804,1345.200801,67.1,789.4272064,3494.942679,2219.993168,739.2,3593.64504,138,1224.95945,8.8,2381.071351,1210.021289,100,1101.2,851,429,208,243,335.648609,723,42,311.8840719,280,409.7286932
14.2,403.2,757.7684804,1262.265942,51,701,2614.742679,1778.993168,582,3256.912074,138,1517.15945,8,1812.271351,965.8212893,100,1468.4,851,429,139,162,251,723,31.2,242.8840719,280,466.7286932
11.2,403.2,623.9684804,1256.496678,51,701,2758.128195,1337.993168,424.8,2643.28478,138,1809.35945,8,1243.471351,721.6212893,100,1835.6,851,429,139,218.2857143,251,723,22,173.8840719,280,499
8.2,403.2,490.1684804,1316.622342,51,701,3166.128195,896.9931681,314,2593,138,1619.760455,8,1139,488,100,2202.8,851,429,139,299.2857143,251,723,22,138,280,499
6,403.2,361.1843646,1462.43941,51,701,3159.921363,882,314,2593,138,1723.118496,8,1139,488,100,2570,851,429,139,380.2857143,251,723,22,138,280,499
9,403.2,494.9843646,1092.83941,51,701,3217.321363,882,314,2593,138,2015.318496,8,1139,488,100,2925.349262,851,429,139,461.2857143,251,992.9007257,22,138,280,457
6,403.2,628.7843646,739.2,76.8,701,4097.521363,1095.607802,471.2,3889,207,2163.912259,12.2,1707.8,732.2,150.4,2558.149262,753.2,643.2,208,542.2857143,251,1354.700726,32.8,207,419.8,400
6,403.2,762.5843646,739.2,102.6,701,4977.721363,1236.15405,628.4,5185,276,2140.063451,16.4,2276.6,976.4,200.8,2190.949262,655.4,857.4,277,623.2857143,304.3794697,1716.500726,43.6,276,559.6,343
6.41666667,403.2,896.3843646,995.6802251,128.4,701,5857.921363,1457.805014,785.6,6481,345,1847.863451,20.6,2845.4,1220.6,251.2,1835.6,557.6,1071.6,346,704.2857143,430.3794697,2078.300726,54.4,345,699.4,286
9.41666667,403.2,1030.184365,1365.280225,154.2,701,6738.121363,1518.959466,942.8,7777,414,1555.663451,24.8,2892.974432,1464.8,301.6,1468.4,459.8,1285.8,415,706,410.2962258,1716.500726,65.2,414,839.2,229
12.41666667,403.2,1163.984365,1734.880225,180,701,5857.921363,1809.266871,1100,9073,483,1263.463451,29,2324.174432,1619.554386,352,1101.2,362,1500,484,706,284.2962258,1354.700726,76,483,979,172
15.41666667,403.2,1165.8,1787.40345,205.8,701,4977.721363,2250.266871,1257.2,9558.392642,552,971.2634508,33.2,1755.374432,1375.354386,402.4,734,264.2,1641.867723,553,706,251,992.9007257,86.8,552,1014.785935,115
18.41666667,403.2,1165.8,1684.789892,221.9,701,4175.448549,2377.972814,1257.2,10169.27407,599.1666667,679.0634508,32.3,1186.574432,1131.154386,431.5333333,734,196,1427.667723,594.389861,706,251,723,96,599,874.9859353,115
