,Generator,Time,Value
0,MOHAVE_7_UNIT_1,1,0
1,MOHAVE_7_UNIT_1,2,0
2,MOHAVE_7_UNIT_1,3,0
3,MOHAVE_7_UNIT_1,4,0
4,MOHAVE_7_UNIT_1,5,0
5,MOHAVE_7_UNIT_1,6,0
6,MOHAVE_7_UNIT_1,7,0
7,MOHAVE_7_UNIT_1,8,0
8,MOHAVE_7_UNIT_1,9,0
9,MOHAVE_7_UNIT_1,10,0
10,MOHAVE_7_UNIT_1,11,0
11,MOHAVE_7_UNIT_1,12,0
12,MOHAVE_7_UNIT_1,13,0
13,MOHAVE_7_UNIT_1,14,0
14,MOHAVE_7_UNIT_1,15,0
15,MOHAVE_7_UNIT_1,16,0
16,MOHAVE_7_UNIT_1,17,0
17,MOHAVE_7_UNIT_1,18,0
18,MOHAVE_7_UNIT_1,19,0
19,MOHAVE_7_UNIT_1,20,0
20,MOHAVE_7_UNIT_1,21,0
21,MOHAVE_7_UNIT_1,22,0
22,MOHAVE_7_UNIT_1,23,0
23,MOHAVE_7_UNIT_1,24,0
24,MOHAVE_7_UNIT_2,1,0
25,MOHAVE_7_UNIT_2,2,0
26,MOHAVE_7_UNIT_2,3,0
27,MOHAVE_7_UNIT_2,4,0
28,MOHAVE_7_UNIT_2,5,0
29,MOHAVE_7_UNIT_2,6,0
30,MOHAVE_7_UNIT_2,7,0
31,MOHAVE_7_UNIT_2,8,0
32,MOHAVE_7_UNIT_2,9,0
33,MOHAVE_7_UNIT_2,10,0
34,MOHAVE_7_UNIT_2,11,0
35,MOHAVE_7_UNIT_2,12,0
36,MOHAVE_7_UNIT_2,13,0
37,MOHAVE_7_UNIT_2,14,0
38,MOHAVE_7_UNIT_2,15,0
39,MOHAVE_7_UNIT_2,16,0
40,MOHAVE_7_UNIT_2,17,0
41,MOHAVE_7_UNIT_2,18,0
42,MOHAVE_7_UNIT_2,19,0
43,MOHAVE_7_UNIT_2,20,0
44,MOHAVE_7_UNIT_2,21,0
45,MOHAVE_7_UNIT_2,22,0
46,MOHAVE_7_UNIT_2,23,0
47,MOHAVE_7_UNIT_2,24,0
48,GWFPWR_6_UNIT,1,0
49,GWFPWR_6_UNIT,2,0
50,GWFPWR_6_UNIT,3,0
51,GWFPWR_6_UNIT,4,0
52,GWFPWR_6_UNIT,5,0
53,GWFPWR_6_UNIT,6,0
54,GWFPWR_6_UNIT,7,0
55,GWFPWR_6_UNIT,8,0
56,GWFPWR_6_UNIT,9,0
57,GWFPWR_6_UNIT,10,0
58,GWFPWR_6_UNIT,11,0
59,GWFPWR_6_UNIT,12,0
60,GWFPWR_6_UNIT,13,0
61,GWFPWR_6_UNIT,14,0
62,GWFPWR_6_UNIT,15,0
63,GWFPWR_6_UNIT,16,0
64,GWFPWR_6_UNIT,17,0
65,GWFPWR_6_UNIT,18,0
66,GWFPWR_6_UNIT,19,0
67,GWFPWR_6_UNIT,20,0
68,GWFPWR_6_UNIT,21,0
69,GWFPWR_6_UNIT,22,0
70,GWFPWR_6_UNIT,23,0
71,GWFPWR_6_UNIT,24,0
72,MCGEN_1_UNIT,1,0
73,MCGEN_1_UNIT,2,0
74,MCGEN_1_UNIT,3,0
75,MCGEN_1_UNIT,4,0
76,MCGEN_1_UNIT,5,0
77,MCGEN_1_UNIT,6,0
78,MCGEN_1_UNIT,7,0
79,MCGEN_1_UNIT,8,0
80,MCGEN_1_UNIT,9,0
81,MCGEN_1_UNIT,10,0
82,MCGEN_1_UNIT,11,0
83,MCGEN_1_UNIT,12,0
84,MCGEN_1_UNIT,13,0
85,MCGEN_1_UNIT,14,0
86,MCGEN_1_UNIT,15,0
87,MCGEN_1_UNIT,16,0
88,MCGEN_1_UNIT,17,0
89,MCGEN_1_UNIT,18,0
90,MCGEN_1_UNIT,19,0
91,MCGEN_1_UNIT,20,0
92,MCGEN_1_UNIT,21,0
93,MCGEN_1_UNIT,22,0
94,MCGEN_1_UNIT,23,0
95,MCGEN_1_UNIT,24,0
96,ULTRGN_6_UNIT,1,0
97,ULTRGN_6_UNIT,2,0
98,ULTRGN_6_UNIT,3,0
99,ULTRGN_6_UNIT,4,0
100,ULTRGN_6_UNIT,5,0
101,ULTRGN_6_UNIT,6,0
102,ULTRGN_6_UNIT,7,0
103,ULTRGN_6_UNIT,8,0
104,ULTRGN_6_UNIT,9,0
105,ULTRGN_6_UNIT,10,0
106,ULTRGN_6_UNIT,11,0
107,ULTRGN_6_UNIT,12,0
108,ULTRGN_6_UNIT,13,0
109,ULTRGN_6_UNIT,14,0
110,ULTRGN_6_UNIT,15,0
111,ULTRGN_6_UNIT,16,0
112,ULTRGN_6_UNIT,17,0
113,ULTRGN_6_UNIT,18,0
114,ULTRGN_6_UNIT,19,0
115,ULTRGN_6_UNIT,20,0
116,ULTRGN_6_UNIT,21,0
117,ULTRGN_6_UNIT,22,0
118,ULTRGN_6_UNIT,23,0
119,ULTRGN_6_UNIT,24,0
120,MTNPOS_1_UNIT,1,0
121,MTNPOS_1_UNIT,2,0
122,MTNPOS_1_UNIT,3,0
123,MTNPOS_1_UNIT,4,0
124,MTNPOS_1_UNIT,5,0
125,MTNPOS_1_UNIT,6,0
126,MTNPOS_1_UNIT,7,0
127,MTNPOS_1_UNIT,8,0
128,MTNPOS_1_UNIT,9,0
129,MTNPOS_1_UNIT,10,0
130,MTNPOS_1_UNIT,11,0
131,MTNPOS_1_UNIT,12,0
132,MTNPOS_1_UNIT,13,0
133,MTNPOS_1_UNIT,14,0
134,MTNPOS_1_UNIT,15,0
135,MTNPOS_1_UNIT,16,0
136,MTNPOS_1_UNIT,17,0
137,MTNPOS_1_UNIT,18,0
138,MTNPOS_1_UNIT,19,0
139,MTNPOS_1_UNIT,20,0
140,MTNPOS_1_UNIT,21,0
141,MTNPOS_1_UNIT,22,0
142,MTNPOS_1_UNIT,23,0
143,MTNPOS_1_UNIT,24,0
144,ULTOGL_1_POSO,1,0
145,ULTOGL_1_POSO,2,0
146,ULTOGL_1_POSO,3,0
147,ULTOGL_1_POSO,4,0
148,ULTOGL_1_POSO,5,0
149,ULTOGL_1_POSO,6,0
150,ULTOGL_1_POSO,7,0
151,ULTOGL_1_POSO,8,0
152,ULTOGL_1_POSO,9,0
153,ULTOGL_1_POSO,10,0
154,ULTOGL_1_POSO,11,0
155,ULTOGL_1_POSO,12,0
156,ULTOGL_1_POSO,13,0
157,ULTOGL_1_POSO,14,0
158,ULTOGL_1_POSO,15,0
159,ULTOGL_1_POSO,16,0
160,ULTOGL_1_POSO,17,0
161,ULTOGL_1_POSO,18,0
162,ULTOGL_1_POSO,19,0
163,ULTOGL_1_POSO,20,0
164,ULTOGL_1_POSO,21,0
165,ULTOGL_1_POSO,22,0
166,ULTOGL_1_POSO,23,0
167,ULTOGL_1_POSO,24,0
168,STOKCG_1_UNIT_1,1,0
169,STOKCG_1_UNIT_1,2,0
170,STOKCG_1_UNIT_1,3,0
171,STOKCG_1_UNIT_1,4,0
172,STOKCG_1_UNIT_1,5,0
173,STOKCG_1_UNIT_1,6,0
174,STOKCG_1_UNIT_1,7,0
175,STOKCG_1_UNIT_1,8,0
176,STOKCG_1_UNIT_1,9,0
177,STOKCG_1_UNIT_1,10,0
178,STOKCG_1_UNIT_1,11,0
179,STOKCG_1_UNIT_1,12,0
180,STOKCG_1_UNIT_1,13,0
181,STOKCG_1_UNIT_1,14,0
182,STOKCG_1_UNIT_1,15,0
183,STOKCG_1_UNIT_1,16,0
184,STOKCG_1_UNIT_1,17,0
185,STOKCG_1_UNIT_1,18,0
186,STOKCG_1_UNIT_1,19,0
187,STOKCG_1_UNIT_1,20,0
188,STOKCG_1_UNIT_1,21,0
189,STOKCG_1_UNIT_1,22,0
190,STOKCG_1_UNIT_1,23,0
191,STOKCG_1_UNIT_1,24,0
192,Drayton,1,0
193,Drayton,2,0
194,Drayton,3,0
195,Drayton,4,0
196,Drayton,5,0
197,Drayton,6,0
198,Drayton,7,0
199,Drayton,8,0
200,Drayton,9,0
201,Drayton,10,0
202,Drayton,11,0
203,Drayton,12,0
204,Drayton,13,0
205,Drayton,14,0
206,Drayton,15,0
207,Drayton,16,0
208,Drayton,17,0
209,Drayton,18,0
210,Drayton,19,0
211,Drayton,20,0
212,Drayton,21,0
213,Drayton,22,0
214,Drayton,23,0
215,Drayton,24,0
216,GrndPrairieCG,1,0
217,GrndPrairieCG,2,0
218,GrndPrairieCG,3,0
219,GrndPrairieCG,4,0
220,GrndPrairieCG,5,0
221,GrndPrairieCG,6,0
222,GrndPrairieCG,7,0
223,GrndPrairieCG,8,0
224,GrndPrairieCG,9,0
225,GrndPrairieCG,10,0
226,GrndPrairieCG,11,0
227,GrndPrairieCG,12,0
228,GrndPrairieCG,13,0
229,GrndPrairieCG,14,0
230,GrndPrairieCG,15,0
231,GrndPrairieCG,16,0
232,GrndPrairieCG,17,0
233,GrndPrairieCG,18,0
234,GrndPrairieCG,19,0
235,GrndPrairieCG,20,0
236,GrndPrairieCG,21,0
237,GrndPrairieCG,22,0
238,GrndPrairieCG,23,0
239,GrndPrairieCG,24,0
240,WhtcrtP1,1,0
241,WhtcrtP1,2,0
242,WhtcrtP1,3,0
243,WhtcrtP1,4,0
244,WhtcrtP1,5,0
245,WhtcrtP1,6,0
246,WhtcrtP1,7,0
247,WhtcrtP1,8,0
248,WhtcrtP1,9,0
249,WhtcrtP1,10,0
250,WhtcrtP1,11,0
251,WhtcrtP1,12,0
252,WhtcrtP1,13,0
253,WhtcrtP1,14,0
254,WhtcrtP1,15,0
255,WhtcrtP1,16,0
256,WhtcrtP1,17,0
257,WhtcrtP1,18,0
258,WhtcrtP1,19,0
259,WhtcrtP1,20,0
