CORONADO_20_wind,MALIN_20_wind,JOHN_DAY_20_wind,DALLES21_20_wind,COULEE_20_wind,HANFORD_20_wind,WCASCADE_20_wind,CMAIN_GM_20_wind,MIDPOINT_20_wind,MONTA_G1_20_wind,BRIDGER_20_wind,VALMY_20_wind,COLOEAST_20_wind
101.6,1.7,1.3,6.8,24.5,110.5,0,88.4,0,171,442.8,8.1,33.4
169.7,0.1,0.2,3.3,2,71.8,0.2,51.6,0,41.1,378.3,7.8,40.7
482.8,0.6,0.6,7.5,9.9,245.2,0.3,117.3,0,87.4,306,20.4,96.8
778.3,1,1.6,7.4,17.9,897.2,0.3,231.8,0,161.5,623.6,33.4,206.8
1248,12.5,3.6,31.6,50.7,1016.3,0.1,316,0,150.4,426.4,30,372.6
1843.2,1.9,7.4,83.4,90.6,725.9,0,363.7,0,306.3,238.1,81.6,558.7
2023.1,3.5,10.3,100.8,78,754.4,0,416.8,0,418.4,214.2,107.3,620.7
2238.1,3.5,9.7,64.2,65.4,1083.7,0,391.1,0,253.5,387,130.2,571.1
2087,3.9,6.8,27.7,53.1,1153,0,335.2,0,183.8,299.1,154.4,570.2
1905.2,7.8,7.2,9.8,22.6,807.6,1.6,341.7,0,292.2,221.8,134.7,425.9
1985.8,6.3,7.7,7.8,9.6,642.1,5.8,309.2,0,278.8,211.9,42.3,182.8
1777.3,5,8.1,8.4,6.7,801.4,4.4,306.1,0,389.7,133.4,10.6,174.8
1461.3,1.7,6.8,14,1.8,1544.6,1.8,233.9,0,308.7,86.5,3.4,152.5
1744,0.4,6.5,21.8,0.9,1201.9,2.2,224,0,175.7,123.9,8.8,185.7
1654.1,0.1,6.2,13.8,0,937.3,4.5,199.3,0,118.6,172.5,22.9,79.7
1674.2,0,6.3,6.9,0,734.5,3.9,151.6,0,75.3,109.8,24.4,41
1375.7,0,6.7,4.8,0.2,541.1,2.7,143.5,0,47.1,91,10.7,32.6
1192,0,6.2,0.5,0.4,374.4,1.8,155.4,0,41.6,54.6,6.2,53.9
776.1,0,4.3,0.1,1.9,342.9,1.1,145.8,0,43.1,55.6,4.6,33.9
588.6,0,3.3,0,5.4,267.7,0.5,149.3,0,25.3,159.3,0.3,2.7
511.5,0.1,2.6,0,11.5,214,0.1,294.6,0,24.2,289.6,0.5,2
352.2,1.1,2,0.9,15.9,270.3,0,260.1,0,27.1,345.8,6.2,3.6
428,1.8,1.3,3.9,19.8,335.6,0,94.6,0,22,342.4,15.7,7.1
537.6,2.2,1,7.4,27.9,818.4,0,76.8,0,47.7,393.1,14.2,15.5
726.9,2,1.3,3.9,30,1169.9,0,103.6,0,67.7,433.7,5.4,21.8
307.8,2.4,1.8,23.6,37.7,920.2,0,150.5,0,120.1,320.8,7.8,12.4
275.3,2.6,3.3,62.3,53.7,579.4,0,186.9,0,286.3,206.2,10.7,6.5
545.3,2.4,5.6,133.4,69.2,338.1,0,237.1,0,133.2,184.7,4.2,9.5
988.4,1.6,7.8,39.7,77.5,245,0,197.1,0,151.8,309,4.7,32.9
1348.4,1,9.5,3.8,92.7,275.5,0,211.7,0,298.3,279.8,18.4,151.3
1463.1,3.3,10.3,16.1,101.3,155.5,0,272.7,0,100.7,438.1,42.1,242.9
1126.7,6,10.2,20.8,89.8,137.4,0.3,225.1,0,81.4,234.4,44.5,262.3
979.8,5.9,9.8,6.9,76.5,156.7,2.9,201.3,0,43.9,173.7,43.9,355.2
933.1,4.4,9.1,0.2,67.7,135.7,4.4,163.3,0,66.7,174.2,16.9,117.9
811.4,2,8.4,0.4,49,148.2,2.8,145.6,0,74.9,130.3,22.7,58.7
821.5,1,8,0.9,34.8,391,1.8,135.3,0,26.5,120.2,24.7,91.7
803.9,0.2,7.8,4.8,33.5,502.1,1.4,133.7,0,48.8,262.2,4.6,123.3
460.7,0,7.2,8.8,18.4,465.1,0.4,121.9,0,48.2,376.7,0,117.8
219.2,0,6,10.7,17.1,495.8,0.2,112.5,0,76.7,499.4,0.6,107
264.4,0,5.3,10,15.3,442.1,0.3,194.2,0,105.8,615.9,0.7,78.1
179.5,0,4.9,9.7,15.1,269,0.2,395.9,0,69.8,635.9,0.4,100.2
79.1,0,4.1,4.9,13.9,146.1,0,526.3,0,77.1,576.8,0.2,51.1
45.7,0,2.1,1.3,5.2,68.7,0,530.3,0,69,717.7,0,22.2
33.5,0,1.1,1.2,4.3,53.6,0.1,520.2,0,86.7,825.6,0.2,9.5
26.8,0.2,0.9,0.8,5.9,73,0,499.8,0,103.5,1038.1,0.9,12
41.6,0.5,0.7,3.3,6.3,115.5,0,498.8,0,138,1228.3,3.4,10.8
62.3,0.9,0.4,4.5,7.4,283.7,0,462.4,0,190.4,1158.2,1.6,11
56.7,1.3,0.3,3.7,12.1,403.4,0,545.8,0,265.2,951.3,3.4,15.2
77.7,1.6,0.2,9.1,18.4,494.2,0,563.4,0,380.1,1063.1,54.1,25.2
261.4,1.7,0.2,20.3,31,549.3,0,557.3,0,438.1,594.4,33.3,14.5
160.9,1.7,0.3,32.7,43.2,689,0,676.9,0,422.7,867.6,38.8,59.6
240.9,1.6,0.5,26.9,58.2,802.4,0,747.5,0,205.8,1804.3,44.1,94.4
873.4,2.3,1.6,32.1,73.7,730.4,0,779.1,0,166.5,1470.8,42.6,72.9
1030.9,1.1,3.3,34.7,75.5,467.6,0,621.9,0,104,643.6,6.1,30.4
1152.9,1.2,5.6,27.8,77,311.9,0,717.4,0,48.2,654.4,1.2,93.9
1013,3.7,7,28.5,76.8,250.6,0,658,0,57.6,838.4,1.7,137.7
1161.6,7.8,7.8,25.9,66.5,111.9,0.1,475.1,0,32,898.1,0.6,141.6
717,4.7,7.2,16.7,56.4,103.7,0.3,278,0,36.2,650.6,0.7,115.6
497,2.1,6.3,10.6,58.7,119.9,0.6,234.1,0,66.8,499.9,0.1,119.9
334.3,0.9,5.9,7.5,48.4,99,1.4,202.7,0,102.8,235.6,0,179.3
417.1,0.1,5.9,6.1,42.4,75.1,1.2,204.8,0,107.3,260,0,347.8
403,0,6.2,4.4,38.8,68.7,1.1,214.4,0,134.4,283.4,0.8,449.7
250.9,0,5.8,3,35,115.1,1.7,191,0,148.9,279.2,2.9,313.1
189.5,0,5.5,2.3,31,145.6,2.6,189.2,0,136.4,214.8,1.4,251.7
96.8,0,5.4,1.4,27.5,126.4,3.5,177,0,99.2,177.7,0.2,147.9
45.7,0,4.7,0.6,23.2,82.7,4.2,164.7,0,79.6,107.6,1.2,125.9
39,0,2.5,0,14.5,20.7,2.4,143.3,0,129.4,128,1.6,119.1
40.5,0,1.4,0,14.2,14.2,0.9,162.6,0,232,212.7,6.5,106
37.9,0.5,1,0,14.5,14.1,0.3,199.4,0,260.8,275.5,17.6,93.4
40.9,2,1.2,0.1,15.7,20.5,0,203.2,0,266.7,292.4,10.5,78.9
45.6,2.6,1.5,8.5,14.3,33.9,0,171.5,0,247.1,292.8,10.3,43.9
61.9,2.8,1.6,15.1,15.8,39.7,0,175.4,0,213.9,274.8,9.8,36.9
330.2,4,2.1,17.3,17.1,81.9,0,164.2,0,191.3,251.6,10.2,38.7
351.1,0.7,0.5,4.3,7.9,290.7,0.6,172.6,0,150.4,237,77.8,51.9
452.4,3.1,0.7,1.4,15.7,220.2,0.3,223.7,0,171.5,183.1,72.6,318.7
454.9,5.4,1.6,9.5,22.4,642.5,0.2,279.1,0,317.7,162.7,61.2,374.4
360.6,8.3,3.2,31.6,61.1,1282.5,0.1,316.9,0,356.3,125.3,19.4,236.7
322.1,22.6,6,24.3,79.7,573.2,0.3,359.4,0,432.3,253.7,43.6,201.2
856,26.4,9.6,58.8,34.8,155.9,0,382.2,0,224.3,353,30.2,247.8
468.6,26.6,7.7,26.7,10,76.1,0,313.6,0,157.8,403.6,9.9,113.9
318.1,25.7,6.7,22.1,14.7,33.5,0,293.8,0,137.8,509.8,8.8,47
335.7,16.6,8.6,14.2,41.2,20.1,1.1,364.8,0,110.4,491.3,7.3,25
208.4,10.9,9.5,12.3,48.2,98.1,4.7,513,0,79.7,507.7,7.8,36
362.2,8.7,10.1,41.8,66.7,327.7,10.1,504.6,0,93,506.5,11.8,21.9
835.6,4.3,10.9,53.9,80.3,499.8,16.9,447.6,0,80.7,343.4,9.2,6.2
859.3,2.9,10.9,74.3,65.5,415.1,20,379.2,0,89.8,219.9,10.5,2.7
556.3,2.9,10.8,99.1,73.1,378.4,14.3,337.7,0,115.5,201.6,8.3,3.1
453.5,2.6,10.7,125.3,88.1,458,12.9,343.1,0,149.2,266.8,6.3,22.3
358.2,2.3,8.9,161.4,50.2,487.5,15.4,328.7,0,106.2,244,6.3,8.7
332.9,2.4,8.1,150.1,55.7,545.5,17.2,294.2,0,63.7,154.4,3.9,1
338.1,1.5,6.6,71.8,54.7,483.7,14.7,244.3,0,119.8,125.7,8.2,2.5
354.1,1.1,6.7,61.4,44.1,458.5,13.3,252.8,0,123.5,109.5,9.6,9.8
388.1,2.8,7.5,56.7,55.9,409.7,10.5,235.9,0,130,116.2,2.8,11.3
518.6,5.1,7,49.6,51.6,290.4,6.3,250.5,0,342.5,118.5,1.3,9
470.9,7.5,5.9,36.8,38.3,286.7,2.2,243.4,0,397.4,123.6,1.8,15.3
617.1,10.5,5.2,24.6,28.4,470.3,0.9,265,0,409.3,140,16.9,26.5
729.7,14.4,4.8,20.4,23.3,796.4,0.7,305.7,0,338.7,167.4,26.2,89.2
1181,17.1,4.2,19.6,17.6,1059.5,0.8,331.5,0,262.1,163,62.8,121.9
1144,18.2,4.5,27.1,21.9,1234.3,0.9,349.9,0,186.5,149.8,63.5,262.9
812.9,17.4,5.5,33,31.5,1356.3,1.3,365.2,0,167.2,170.7,105.1,222.8
470.6,14.8,5.7,39.8,42.9,1259.4,2.3,381.1,0,170,240.7,117.5,247.2
399.1,11,6.5,46.1,59.9,854,4.9,438.7,0,279.6,731.7,131.6,374.4
483.6,12.2,8.5,36.6,74.2,475.1,8.3,510.6,0,695.4,1018.3,135.1,372.2
446.5,14.8,9.4,27.7,68,307.3,10.1,471.6,0,709.2,1015.6,111.2,299.4
485.8,16,9.8,21.6,51.6,248.9,11.1,393,0,610.5,759.6,88.2,236.7
710.9,17.5,9,14.4,40.5,342.8,13.7,383.6,0,640,566.6,58.9,203.6
875.5,19.4,8.8,11,31,407.1,14.8,369.5,0,548.4,399.5,39.1,331.1
598.7,21.9,9.2,12.3,26.9,380.5,15,354.7,0,519,266.5,40.3,299.7
559.7,22,8.9,18.6,19.7,292.1,12.6,332,0,470.9,127.9,56,275.2
465.1,21.6,9.2,21.9,16.1,315.3,11.3,319.5,0,437.1,76.4,54.8,337.9
399.1,16.4,9.4,22.8,13.4,342,11.1,286,0,272.2,68.4,35,381.8
309.7,6.9,8.8,22.2,10.6,369.9,11,253.9,0,247.8,82.6,19.4,252.4
286.7,6.6,8.2,14.3,7.8,358.9,10.4,293.8,0,186.4,90.3,19.6,48.4
236,10.7,6.7,6.7,6.8,270.7,8.7,414.4,0,83.6,69.1,11.9,36.7
319.1,14.8,4,3.5,6.4,118.9,4.6,513.2,0,157.1,31.1,5.3,79.1
327.4,11,3.4,9.6,8.6,87.2,2.5,589.9,0,128.3,33,7.6,89.4
685,8,2.9,21.2,10.2,81.7,1.3,598.7,0,120.3,50.6,25.4,122
830.8,7.6,2.4,26.7,7.4,77.3,0.5,606.3,0,97.3,59.8,37.4,107.9
973.8,6.5,2.5,34.3,8,74.2,0,635.1,0,225.7,49.7,55.9,165.1
675.8,12.1,2.1,38.6,5.6,86.9,0,654.5,0,458.2,40.8,115.3,213.9
612.1,20.7,2.6,46.8,3.2,100.2,0,664.9,0,526.9,66.5,126.4,268
671.4,23.8,3.7,71.1,2.7,99.7,0,630.4,0,319.3,139.5,70.9,274.6
488.5,22.8,4.9,90.9,7.4,142.7,0,577,0,81.2,114.9,127.6,415.5
620.8,21,7.6,89.5,26.2,198.3,0,562.2,0,55.5,221.5,167.1,433.3
585.7,19,9.8,85,47.3,172.6,0,530.1,0,52.2,402.8,142.2,314.4
804.5,16.5,11.3,83.9,64.8,166.9,0.1,574.1,0,114.1,610.8,123.5,284.3
989.3,19.5,11.6,129.3,94.9,177.8,1.9,672.5,0,226.8,877.9,102,328.8
1252.9,22.5,11.6,149.6,107.1,266.5,10.9,545.9,0,104,1010.4,178.8,374.9
1334.1,23.6,12,117.8,116.6,375.5,16.9,531.4,0,44.2,901.4,231.1,310.2
1068,22.1,12.4,110.2,118.5,832.6,19.3,565.4,0,63.9,783.3,265.1,249.5
961.8,20.9,12.3,76,116.2,1159.7,19.9,652.5,0,117.8,759.4,160.6,211.7
857.1,21.9,12.7,62,120.6,1383.9,19.8,651.3,0,112.3,733.9,139.7,226.1
949.2,23.5,12.9,51.1,128.6,1596.2,19.6,735.4,0,348.4,753.2,136,250.3
1125.9,25.4,12.9,41.4,138.3,1625.5,19.9,825.6,0,373.4,653.7,78.8,195.7
1287.2,27.4,12.2,45.3,148.3,1639.6,20.9,939.2,0,150.8,633.5,95.7,156.8
1187.9,28.5,11.9,46.7,149.2,1604.9,21.8,1050.1,0,311.5,646.1,134.9,135.2
812,28.9,12,50.1,146.8,1385.3,22.4,1049,0,388.4,420.6,139.2,98.5
684.7,28.7,12.2,63.3,145,1205.9,22.3,1021.4,0,275.9,289.8,98.1,151.3
605.5,28.6,12.9,83.9,147,1000.8,21.7,1005.9,0,165.8,286,73,149.1
676.4,26.7,13,94.2,148.7,1048.7,21.4,1001.6,0,131.6,252.8,56.3,160.7
803.5,23.2,12.9,85.8,148.4,1145,21.3,1041.5,0,443.6,321.1,34.3,137.2
885.7,19.6,12.7,81.5,144.2,1261,20.7,1027.8,0,429.1,198,36.1,81.7
898.2,17.2,12.4,72.6,139.6,1504.9,19.4,993.5,0,208,158.6,48,35.7
833.4,15.1,11.9,71.2,136.3,1857.3,14.7,1021.7,0,249.3,233.9,52.8,19.4
979.3,12.8,11,68.9,134.3,2107.3,10.6,1004.2,0,382.8,274.7,113,11.8
1269.4,5.4,1,14.9,32.7,685.7,1.8,833.3,0,112.4,351,105.3,88.6
1797.6,15.8,4.3,65.9,66,1827.8,3.8,1031.5,0,195.6,701.2,134.2,494.6
2136.8,21.7,9.3,107.4,126.2,2878.9,6.2,1157.8,0,186.5,828.9,155.2,700.2
1969.7,20.2,11.4,149.8,149.1,2932.5,4.9,1173.8,0,307.2,1184,229.1,681.8
1979,16.7,12.4,146.6,133.7,2708.2,4.4,1136.9,0,309.8,732.7,236.8,683.4
2233.4,14.1,12.8,156.8,108.5,2378.8,3.9,1107.5,0,443.1,760.3,266,661.4
2523.3,9.6,11.8,134.9,102.5,1737.3,6.1,1087.7,0,620.6,695.8,332.8,703.6
2654.9,6.7,9.8,69.4,102.6,1613.8,3.8,1094.7,0,949.8,657.6,288,743.4
2554.7,5.6,8.5,50.8,85.6,1963.3,4.3,1120.3,0,962.6,562.8,269.8,765.6
2499,5.3,6.6,43.3,38.2,1878.1,3.8,1119.4,0,854.6,661.8,148.9,765.2
2306.8,1.7,7.2,36.5,48.5,1720.1,2,1043.9,0,599.6,769.8,54,783.3
2105.6,1.1,6.8,24.7,26.1,1716.8,4.9,858.3,0,526.6,585,26,779.8
2121.4,0.4,6.7,23.5,13.8,1850.4,4.7,727.4,0,402.2,558,14.9,778.9
1999.8,0.1,5.6,25.1,2.9,1245.8,5.5,723.3,0,493.9,392.6,8.5,764.3
2104.6,0,4.8,22.7,0.8,815.8,6,757.4,0,635.5,168.6,4.4,758.8
2087.9,0,4.9,25.1,0.5,373,5.3,746.1,0,606.4,102.5,2,761.1
1799.5,0,2.7,18.8,0.4,203.8,4,692.6,0,483.5,89.2,4.9,757.6
1990.2,0,1.2,17,0.7,150.5,1.9,694.3,0,413,158.1,0.6,754.4
2184.2,0,0.4,11.4,3.5,76.8,0.2,705.8,0,377.5,180.5,0.2,752.4
2224.1,0.2,0,6.6,3.9,107.7,0,735.8,0,301.8,159,2.6,750.9
2086.3,0.4,0,7.4,3.5,116.6,0,681.5,0,277.5,172.7,15.4,740.2
2203.5,0.4,0,4.1,2.6,81.1,0,659.2,0,256,240.5,49.8,735.3
2103.5,0.1,0,3.5,1.8,67.1,0,706.9,0,288.1,380.8,76.3,751
2219.8,0.2,0,8.7,1.1,62.4,0,727.5,0,288.3,405.9,128.6,771.7
1954.2,0.3,0,9,1.2,77,0,683.4,0,271.9,344.4,164,775.2
2040.1,0.9,0,9.3,0.8,163.6,0,703.3,0,207.8,537.7,202.8,833.9
1781,1.4,0,14.6,0.2,310.8,0,691.4,0,159.7,590.1,210.5,890.8
1663.9,2.3,0,53.7,0,499.4,0,700.6,0,134.7,474.4,207.1,883.5
1848.2,4.7,0,103.2,0,611.2,0,750.4,0,127.5,398.3,248.6,862
2078.4,8.2,0,108.2,2.7,527.6,0,719.9,0,146.6,465.8,264.1,790.8
2103.5,9.9,0,94.8,12.8,345.9,0,685,0,112.5,651.6,278.5,763.8
2056.6,11.9,0.2,100.7,17.2,197.8,0,717.2,0,55.5,1056.6,320.3,755.8
2121.4,14.5,1.2,86.2,9,81.8,0.1,712.1,0,50.3,1538,344.3,690.5
2202.9,12.8,1.7,57.4,4,31.8,0.1,624.9,0,105.7,1126.1,315.1,634.1
2252.2,11.4,2.9,38.9,1.2,30.2,0.3,587.8,0,127.7,734.2,293.8,614.7
2283.5,10.7,4.5,30.7,0.1,69.4,0.6,540.4,0,170.8,649,305.6,529.5
2305.5,8.2,6.2,23.2,0,142.5,0.6,433.8,0,187.7,630.6,293.3,374.6
2163,6.6,8.1,26.4,0.1,174.2,0.3,408.6,0,102.3,371.6,313.1,273.7
2140.8,5.8,9.5,32.6,1.4,359.3,1.1,425,0,59.5,239.4,315.4,242.6
1989.2,5.7,10.2,41.4,1.5,545.2,2.6,473,0,67.2,125.8,310.9,192.3
1816.4,3.5,9.6,39.9,1.8,548.8,4.1,490.8,0,70.5,440.3,255.1,145.9
1802,2.4,7.7,39.3,2.7,377.7,3.1,576.6,0,41.2,629.7,237.7,150.8
1770.2,2,7.3,41,6.7,289.1,1.9,645.5,0,75.3,703.2,185.8,78.2
1667.8,0.9,6.4,29.7,6.8,287.9,0.6,673.2,0,28.3,716.3,134.3,45.5
1496.8,0.5,5.1,23.5,6.3,363.7,0.2,678.6,0,56.2,967.7,119.9,39.4
1369.4,0.1,3.5,19.7,6.9,406.5,0.2,590.1,0,46.5,1079.2,118.6,69.5
1316.4,0.1,2.6,20.3,14.1,408.2,0.4,574.2,0,90.4,1176.9,124.1,15.2
1453.7,0.1,2.8,24.8,22.5,481.8,0.3,616.4,0,138.5,1291.1,129.6,52.4
1635.2,0.2,3.6,31.9,34.5,591.2,0.2,694.1,0,171,1327.5,169.4,45.3
1773.4,0.6,5.3,42.5,64.5,728.4,0.3,743.2,0,139,1287.8,178.2,12.7
1572.8,0.9,8.1,49.4,118.4,1040.6,0.4,783,0,74,941.7,208.4,6.3
1411.4,0.8,10.1,61.5,140.7,1254.5,0.7,757.1,0,70.3,1036.1,181.3,5.6
1371.1,0.8,11.6,96.6,137.4,1105.2,1.5,701.9,0,99.8,852.2,185.4,6.1
1025.4,0.8,12.1,83.8,136.9,1032.1,5.3,588.2,0,75.7,983.8,227.6,14.7
811.4,3.1,10.9,41.3,132.1,1337,10.9,483.1,0,75,816.9,249.5,28.7
609.4,4.7,10.2,18,125.4,1487.9,12.5,442.9,0,20.6,821.8,254.5,60.5
953,7.8,10.2,19.4,118,1572.7,7.6,449.6,0,17.4,605.7,256.8,22
1166.4,4.7,10.4,21.3,104,1760.9,3,461.2,0,15.6,629.9,253.4,5.8
1097.5,2.3,10.1,20.7,87.1,1571.5,1,438.8,0,10,724.5,249.6,6.3
1022,0.8,9.9,18.3,64.5,1343.5,0.2,346.9,0,17.4,468.3,238.8,14
1055.7,0.2,8.8,19.4,44.5,992.8,1.6,396.2,0,29.2,404.9,221.5,38.7
971.8,0,8,18.4,29.9,562.1,3.6,418.8,0,74.3,449.9,205.6,59.6
665.4,0,7.1,18,15.1,486.8,4.5,449.9,0,128.2,587,187.5,78.8
602.1,0,5.2,17.7,3.3,386,6.5,449.2,0,124.2,332.6,174.6,85.9
322.1,0,4.2,10.6,0.2,202,6.7,419.1,0,62.3,210.6,134.9,59.9
136.7,0,2.7,6.5,0,122.9,5,397.1,0,59.5,179.7,89.6,34.1
61.1,0,1.7,3,0,106.1,3.8,396.4,0,77,261,36.1,29.8
58.3,0.4,1,1.2,0,83.8,2.4,393.4,0,112.2,352.6,24.2,18.2
56.8,0.5,0.7,0.8,0,67.3,0.6,385.2,0,101.9,375.7,25.6,7
50.6,0.4,0.4,0.6,0.6,96.6,0.1,353.1,0,111.3,395.8,29.8,2.9
43.7,0.6,0.3,2.6,4.8,149.2,0,396.4,0,155.5,547.2,40.4,3.2
41.7,0.5,0.1,5.9,9.2,174.6,0,406.8,0,365.9,241,58.6,31.4
151,0.2,0.4,6.4,6.3,298.7,0.5,438.2,0,69.9,424.3,52.8,112.3
590.6,0.4,0.3,7.2,7.8,687.5,1.1,513.7,0,122.9,913,20.1,219
759.7,0.4,0.3,17.7,6,991.1,0.7,574.3,0,237.3,915.5,21.6,415
1216.7,0.7,0.2,33.9,4,842.1,0.3,542.7,0,162.1,786.4,57.5,340.4
1795.9,2,0.2,35.6,11.1,450.9,0,469.3,0,177.4,496.3,102.5,239.4
1948.5,3.3,0.4,20.5,20.8,515.5,0.2,391.5,0,169.8,529.6,157.5,304.4
2084.4,5.2,0.2,20.3,9,343.1,0,372.8,0,73.3,487.6,160.4,223.6
2180.5,4.9,0.2,17.3,5.7,172.7,0,536.5,0,103.8,347.5,148.1,155.3
2223.7,2.1,0.1,19.1,1.5,126.3,0,400.8,0,43.5,480.7,128.9,119.9
1752.9,0.4,0,14.2,0,69.6,0,262.9,0,16.9,635.3,116.8,60.4
943.4,0,0,10.2,0,16.9,0.1,205.4,0,10.5,736.7,134.4,210.8
385,0,0,5.5,0,2.6,0.1,196.6,0,7.2,893.2,160,454.9
226.7,0,0,2.5,0,9,0.1,159.6,0,2.9,886.6,158.7,196.4
145.8,0,0.1,2.4,0,11.8,0.1,123.2,0,1.2,658.6,159.1,110.7
142.3,0,0.1,1.3,0,16.5,0.1,105.6,0,0.8,440.1,152.5,183.4
202.1,0,0.1,0.6,0,11.9,0.1,112.6,0,5.2,316.2,135.8,278.8
145,0,0.1,0.5,0,10.5,0.3,85,0,1.2,163.9,93.9,269.7
248.8,0,0,0,0,8.5,0.1,91.7,0,1.3,192.9,65.6,265.6
205,0.4,0,0,0,7.6,0.1,77.5,0,5.8,244,61,165
128.1,1.2,0.1,0.4,0,13,0.2,67.3,0,13.7,244.3,82.2,67.9
193.4,1.2,0.2,1.2,0.8,15.3,0.3,94.8,0,19.4,183.4,106.8,52.4
339.5,3.7,0.3,2.8,0.6,21.8,0.5,144.1,0,37.9,226.7,131.2,42.7
270,6.5,0.4,4.1,0.2,32.1,0.4,159.4,0,54.9,344.5,137,36.3
296,6.5,0.4,11.9,0.2,50,0.6,162.8,0,42.7,311.3,150.5,39.7
527.8,5.7,0.3,20.3,0.2,78.4,0.7,244.7,0,46.9,341.8,144.5,97.8
368.3,4.6,0.2,30.5,0,128.6,0.9,233.1,0,47.5,436.6,149.4,146.8
348.8,2.8,0.2,38,0,209.8,1.3,199.7,0,85.8,727.9,154,134.9
553.6,2.3,0.1,61.2,0,338,1.2,226.6,0,273.6,1069.5,146,105.9
537,3.4,0,86.9,10.8,473.3,1.4,237.5,0,217.2,832.1,160.9,209.8
757.1,4.5,0,83.5,24.3,452.7,1,252.8,0,288.5,573.5,182,185.8
739.6,4.5,0,79.4,21.9,425.8,0.6,245.9,0,341.2,527.6,207.5,164
706.1,4.4,0.6,57.6,18.8,415.4,0.2,228.4,0,362.9,372.1,224.9,136.5
714.5,5.2,2.2,58.5,22.5,386.3,0.1,259.3,0,341.6,324.8,230.1,90.1
810.2,5.6,2.7,56.7,27.1,350.3,0,252.9,0,283.8,383.4,242.3,83.9
778,4.2,3.4,48.6,27.3,350.7,0,260.8,0,495.3,595.6,248.7,99.1
642.3,2.2,3.8,43.9,24.6,361.9,0,250.3,0,406.1,938.4,234.7,89.2
808.4,1.4,3.7,39.4,23.9,395.9,0.2,250.3,0,278.9,1206.8,197.2,74.7
707.8,0.6,3.6,34.2,22,373.1,0.3,379.4,0,257.7,1048.8,177.6,58.4
537,0.1,3.7,28.7,22.4,395.7,0.4,535.2,0,451,899.7,183.7,63.2
370.1,0,3.5,25.6,23.8,354.1,0.1,657.6,0,443.2,726.2,158.1,66.9
404.7,0,2.8,18,18.9,298.1,0,634.7,0,252.6,506.3,115.3,99
549.6,0,1.5,11,7.9,217,0,653.5,0,238.4,555,114.6,99.2
743.9,0,0.7,10.4,7.9,177.5,0,697.6,0,236.9,816,130.9,91.7
898.2,0.3,0.4,8.1,8.1,272,0,708.5,0,223.3,827,145.6,121.8
1086.9,0.4,0.2,5.6,9.6,431.3,0,735.9,0,276.5,755.3,139.9,154.6
1241.7,1.7,0.1,5.7,10.4,452.1,0,559.2,0,390.3,864.4,164.7,236.8
1122.1,3.3,0.2,5.4,14.6,441.1,0,391.7,0,466.5,855.8,161.2,283.8
1237.4,2.2,0.2,6.7,16.2,384.7,0,366.9,0,407.2,733.2,143.5,271.6
1155.5,2,0.3,10.7,18.9,350,0,338.9,0,279.3,737.8,130.1,304.9
744,1.6,0.5,13.6,26.1,326.8,0,410.2,0,363,643.8,125.4,265.6
449.2,1.1,0.8,21.2,35.9,335.2,0,352.7,0,332.6,552.8,99.9,256.7
433.1,0.8,1.5,49.9,50.2,329.8,0,279,0,251.4,307.1,88.4,317.4
513.7,1.1,3.6,59,49.1,282,0,228.4,0,230.7,224.6,86.8,356.6
515.7,2.2,5.9,55.8,48.5,228.4,0,247.3,0,106.5,229.4,155.9,346.5
572.9,5.2,6.4,66.6,36.2,155.6,0,256.4,0,53.1,185.3,222.6,228.9
609.7,6.5,6.8,51,28.6,81.1,0,271.5,0,57.8,235.9,231,190.5
519.9,5.9,6.3,28,21.6,62.8,0,237.6,0,31.3,527.1,196.6,114.7
450.1,7.5,5.6,21.7,6.3,49.7,0,196.2,0,48.9,600.7,163.9,94.3
289.6,4,4.6,19.5,0.2,31.7,0.1,166.5,0,146.2,468.2,132.1,124
202.8,1.8,3.4,18.6,2,20.5,0.1,149,0,123.2,457.4,101.8,151.6
142,0.9,2.2,19.2,28.3,30.1,0.3,144.9,0,109.4,366.8,76.4,146.4
135.5,0.4,1.3,14.9,32.2,35.1,0.3,136,0,161,453.1,56,122.7
126.3,0.1,0.6,11,29.7,31.2,0.2,138,0,234.9,578.7,44.4,118.6
124.7,0,0.2,8.3,27.5,29.1,0,132.4,0,197.4,703.4,24.8,70.7
89.2,0,0,7.6,23.4,23.7,0,108.2,0,143.4,674.6,8.9,75.6
99.3,0,0,2.8,15.5,9,0,99.5,0,145.4,441.9,0.8,159.9
104.5,0,0,1.9,14.3,5.8,0,182.3,0,134.2,360.9,0,157.4
112,0,0,1.4,12.9,6.9,0,194.2,0,118.9,177.4,0.5,142.5
120.4,0.5,0.2,1.2,10.6,26.1,0,213.2,0,166.5,117.7,0.8,118.4
146.1,0.6,0.3,0.5,8.2,29.5,0,306.3,0,192.8,248.2,0.4,88.8
135.7,0.6,0.4,1.7,5.2,24.5,0,264.5,0,221.4,276.5,0.7,63.4
123.2,1.2,0.2,2.2,3.4,20.9,0,134.6,0,199.6,268,1,57
210.4,0.2,0.4,5.6,1.4,381,0.7,151.1,0,560.7,138.7,10.7,70.6
492.3,1.1,0.1,8.5,5.7,769,1.1,281.7,0,843.7,270.9,50.6,128.4
641.8,1.8,0.2,10.2,6.7,947.5,1.3,332.8,0,805.9,277.6,89.7,201.6
