,Node,Time,Value
0,CANAD_G1_20,1,-5.778377044633885
1,CANAD_G1_20,2,-5.519658758096163
2,CANAD_G1_20,3,-5.316364808140035
3,CANAD_G1_20,4,-5.213364248811245
4,CANAD_G1_20,5,-5.222963507042767
5,CANAD_G1_20,6,-5.343026788415712
6,CANAD_G1_20,7,-5.527961668723794
7,CANAD_G1_20,8,-5.697162674682917
8,CANAD_G1_20,9,-5.909353724301946
9,CANAD_G1_20,10,-6.169038801368124
10,CANAD_G1_20,11,-6.396893408513195
11,CANAD_G1_20,12,-6.502026693096785
12,CANAD_G1_20,13,-6.483551971343764
13,CANAD_G1_20,14,-6.396408451688167
14,CANAD_G1_20,15,-6.316768884472425
15,CANAD_G1_20,16,-6.351439320610478
16,CANAD_G1_20,17,-6.7274544689998175
17,CANAD_G1_20,18,-7.121579575039967
18,CANAD_G1_20,19,-5.583683970377828
19,CANAD_G1_20,20,-6.701926519446098
20,CANAD_G1_20,21,-6.992078433514032
21,CANAD_G1_20,22,-6.7813451720887485
22,CANAD_G1_20,23,-6.329424877469013
23,CANAD_G1_20,24,-5.806947655899252
24,CMAIN_GM_20,1,-5.981863618113119
25,CMAIN_GM_20,2,-5.685944838557392
26,CMAIN_GM_20,3,-5.451957474188952
27,CMAIN_GM_20,4,-5.325020993523937
28,CMAIN_GM_20,5,-5.32689395884631
29,CMAIN_GM_20,6,-5.453349412238816
30,CMAIN_GM_20,7,-5.653099219190086
31,CMAIN_GM_20,8,-5.848759588350939
32,CMAIN_GM_20,9,-6.082195221605692
33,CMAIN_GM_20,10,-6.3646611395086214
34,CMAIN_GM_20,11,-6.623550793636186
35,CMAIN_GM_20,12,-6.753442955309605
36,CMAIN_GM_20,13,-6.746840918844896
37,CMAIN_GM_20,14,-6.655246167404562
38,CMAIN_GM_20,15,-6.567438303646579
39,CMAIN_GM_20,16,-6.620406141272889
40,CMAIN_GM_20,17,-7.069801530332113
41,CMAIN_GM_20,18,-7.535650636861715
42,CMAIN_GM_20,19,-5.87959415764361
43,CMAIN_GM_20,20,-7.14607864550095
44,CMAIN_GM_20,21,-7.361793940599968
45,CMAIN_GM_20,22,-7.128170574938519
46,CMAIN_GM_20,23,-6.6245480988673275
47,CMAIN_GM_20,24,-6.031632964068338
48,COLOEAST_20,1,-1.8646496996392412
49,COLOEAST_20,2,-1.6262021452119009
50,COLOEAST_20,3,-1.432763519508812
51,COLOEAST_20,4,-1.3526953199257719
52,COLOEAST_20,5,-1.3718647473397336
53,COLOEAST_20,6,-1.493463476384239
54,COLOEAST_20,7,-1.6647104629588076
55,COLOEAST_20,8,-1.7562278360013437
56,COLOEAST_20,9,-1.8818445487899984
57,COLOEAST_20,10,-2.1128358501472526
58,COLOEAST_20,11,-2.2826562736215785
59,COLOEAST_20,12,-2.332308504418006
60,COLOEAST_20,13,-2.289866575548582
61,COLOEAST_20,14,-2.16371733940442
62,COLOEAST_20,15,-2.0844368130780544
63,COLOEAST_20,16,-2.0868903728931767
64,COLOEAST_20,17,-2.4305602427779207
65,COLOEAST_20,18,-2.9207859490043497
66,COLOEAST_20,19,-2.6687145710815257
67,COLOEAST_20,20,-2.9855078179160413
68,COLOEAST_20,21,-2.924917216940572
69,COLOEAST_20,22,-2.682271010937065
70,COLOEAST_20,23,-2.216589543748961
71,COLOEAST_20,24,-1.736992905474993
72,COLSTRP_20,1,-2.8338454089179472
73,COLSTRP_20,2,-2.6083966164857726
74,COLSTRP_20,3,-2.4269944484215222
75,COLSTRP_20,4,-2.3537351672859477
76,COLSTRP_20,5,-2.374124085232406
77,COLSTRP_20,6,-2.490145851929414
78,COLSTRP_20,7,-2.65854435078069
79,COLSTRP_20,8,-2.757953282942706
80,COLSTRP_20,9,-2.896435855337179
81,COLSTRP_20,10,-3.123986698654454
82,COLSTRP_20,11,-3.294819810783538
83,COLSTRP_20,12,-3.3466795495483006
84,COLSTRP_20,13,-3.302713509414446
85,COLSTRP_20,14,-3.1891177340672763
86,COLSTRP_20,15,-3.11387898096999
87,COLSTRP_20,16,-3.1125370428899664
88,COLSTRP_20,17,-3.4223906994256637
89,COLSTRP_20,18,-3.8614611222852795
90,COLSTRP_20,19,-3.4404475576793967
91,COLSTRP_20,20,-3.8476765498983663
92,COLSTRP_20,21,-3.8428772909139215
93,COLSTRP_20,22,-3.6224719289479386
94,COLSTRP_20,23,-3.1840261457921417
95,COLSTRP_20,24,-2.7326398516571366
96,CORONADO_20,1,-0.3494845233263127
97,CORONADO_20,2,-0.22319227758751028
98,CORONADO_20,3,-0.11940111648146265
99,CORONADO_20,4,-0.074852168777429
100,CORONADO_20,5,-0.08197484204633206
101,CORONADO_20,6,-0.1410050355581688
102,CORONADO_20,7,-0.21600004684394786
103,CORONADO_20,8,-0.2586244756133382
104,CORONADO_20,9,-0.3388090399713323
105,CORONADO_20,10,-0.45649952898467844
106,CORONADO_20,11,-0.5307350137530102
107,CORONADO_20,12,-0.5385189077519165
108,CORONADO_20,13,-0.4905123800537532
109,CORONADO_20,14,-0.41492202425949276
110,CORONADO_20,15,-0.353114840710595
111,CORONADO_20,16,-0.3555704795476411
112,CORONADO_20,17,-0.5215707465835353
113,CORONADO_20,18,-0.7118932057522985
114,CORONADO_20,19,-0.8257573330035428
115,CORONADO_20,20,-0.8917795661216834
116,CORONADO_20,21,-0.8473876649609693
117,CORONADO_20,22,-0.7285036766787569
118,CORONADO_20,23,-0.5062032147608402
119,CORONADO_20,24,-0.24922045446454594
120,COTWDWAP_20,1,-1.576822108385708
121,COTWDWAP_20,2,-1.463128510124963
122,COTWDWAP_20,3,-1.3721649502858237
123,COTWDWAP_20,4,-1.3347545132064638
124,COTWDWAP_20,5,-1.3403379298479932
125,COTWDWAP_20,6,-1.3905832366306892
126,COTWDWAP_20,7,-1.4707825795181753
127,COTWDWAP_20,8,-1.524490260275778
128,COTWDWAP_20,9,-1.6166380212009743
129,COTWDWAP_20,10,-1.7412317794386447
130,COTWDWAP_20,11,-1.8385401051745327
131,COTWDWAP_20,12,-1.8724312919272257
132,COTWDWAP_20,13,-1.8439658079782633
133,COTWDWAP_20,14,-1.8013186995665398
134,COTWDWAP_20,15,-1.7576418679157402
135,COTWDWAP_20,16,-1.7528352463583858
136,COTWDWAP_20,17,-1.8682378210813888
137,COTWDWAP_20,18,-1.891944539075359
138,COTWDWAP_20,19,-2.015974079051932
139,COTWDWAP_20,20,-2.047171556568374
140,COTWDWAP_20,21,-2.0574038225844005
141,COTWDWAP_20,22,-1.9781638772384151
142,COTWDWAP_20,23,-1.782598085843604
143,COTWDWAP_20,24,-1.560882866120291
144,COULEE_20,1,-4.324328268905522
145,COULEE_20,2,-4.12831518677236
146,COULEE_20,3,-3.9757430618803573
147,COULEE_20,4,-3.910813419223906
148,COULEE_20,5,-3.930116534346087
149,COULEE_20,6,-4.034737342293301
150,COULEE_20,7,-4.190108422123689
151,COULEE_20,8,-4.312015052814436
152,COULEE_20,9,-4.483591144731376
153,COULEE_20,10,-4.700577910856316
154,COULEE_20,11,-4.874831126869143
155,COULEE_20,12,-4.940089323539049
156,COULEE_20,13,-4.904482702472475
157,COULEE_20,14,-4.826448432500204
158,COULEE_20,15,-4.760491534133307
159,COULEE_20,16,-4.766034694429768
160,COULEE_20,17,-5.018472552550931
161,COULEE_20,18,-5.292246423505101
162,COULEE_20,19,-4.709455226723399
163,COULEE_20,20,-4.673144236146077
164,COULEE_20,21,-5.244886875680108
165,COULEE_20,22,-5.077953613810372
166,COULEE_20,23,-4.718080858246908
167,COULEE_20,24,-4.3177234345161875
168,CRAIG_20,1,-1.8716286904935786
169,CRAIG_20,2,-1.6347145711873552
170,CRAIG_20,3,-1.4424943294767811
171,CRAIG_20,4,-1.3629222881172105
172,CRAIG_20,5,-1.3819061831286559
173,CRAIG_20,6,-1.5026445191921942
174,CRAIG_20,7,-1.6725943990360952
175,CRAIG_20,8,-1.763465442998897
176,CRAIG_20,9,-1.8885904246366412
177,CRAIG_20,10,-2.1181077839406774
178,CRAIG_20,11,-2.286732302616468
179,CRAIG_20,12,-2.3358586478151033
180,CRAIG_20,13,-2.293340195480112
181,CRAIG_20,14,-2.167940410537738
182,CRAIG_20,15,-2.08890926840337
183,CRAIG_20,16,-2.091307402149654
184,CRAIG_20,17,-2.432332150347531
185,CRAIG_20,18,-2.9171293298608956
186,CRAIG_20,19,-2.6668182883300835
187,CRAIG_20,20,-2.984657757879066
188,CRAIG_20,21,-2.9242587492505043
189,CRAIG_20,22,-2.683369165200486
190,CRAIG_20,23,-2.2210285310497597
191,CRAIG_20,24,-1.744516767955291
192,DALLES21_20,1,-3.651079426591985
193,DALLES21_20,2,-3.500130967810851
194,DALLES21_20,3,-3.3776234663155367
195,DALLES21_20,4,-3.328517817499227
196,DALLES21_20,5,-3.340411128531879
197,DALLES21_20,6,-3.415268767974909
198,DALLES21_20,7,-3.5317594058730664
199,DALLES21_20,8,-3.6120748052492697
200,DALLES21_20,9,-3.7297090945034213
201,DALLES21_20,10,-3.9005282186317327
202,DALLES21_20,11,-4.034334790414693
203,DALLES21_20,12,-4.081575635368335
204,DALLES21_20,13,-4.047047934526438
205,DALLES21_20,14,-3.9828077161997246
206,DALLES21_20,15,-3.9257981165263325
207,DALLES21_20,16,-3.919620562943276
208,DALLES21_20,17,-4.0896507260502375
209,DALLES21_20,18,-4.2812018444115125
210,DALLES21_20,19,-4.174073234492689
211,DALLES21_20,20,-4.26785133040981
212,DALLES21_20,21,-4.317575770783943
213,DALLES21_20,22,-4.2026970977584455
214,DALLES21_20,23,-3.9261832228561637
215,DALLES21_20,24,-3.6298842418553225
216,EMERY_20,1,-1.91347308260991
217,EMERY_20,2,-1.708495418284809
218,EMERY_20,3,-1.5422140317839355
219,EMERY_20,4,-1.474628897551538
220,EMERY_20,5,-1.490556549124973
