IMPERIAL_20_solar,H_ALLEN_20_solar,PALOVRD2_20_solar,EMERY_20_solar
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,461.5,0
0,89.8,1980.1,98.7
7.4,198.8,2194.1,0
16.7,226.9,2055.4,0
14.5,263.3,2152.1,94.4
11.6,93.1,1969.1,201.2
34.2,492.8,2060.9,196.1
57.3,552.3,2407.3,197.9
60.3,416.2,1977.4,297
65.4,438,1869.7,264
35.8,131.9,963.6,73.3
5.6,29.9,237.6,0
0,0,74.7,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
43.4,0,462,93.5
151.3,903.1,2186.1,393.7
172.8,753.7,2097.5,499.8
171.2,842.6,2573.1,503.1
172.4,738.2,2490.5,506
147.9,692,2439.2,499.6
157.8,903.1,2145.3,566.8
149.4,944.5,2293.2,499.3
119.3,726.9,2062.3,504.1
91.2,530.7,2028.3,508.3
11.2,263,1296.2,305.3
0,85.8,684,155.9
0,0,69.3,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
16.6,94.6,259.1,192.8
163.7,996.5,2268.1,600
173.6,1020.8,2285.8,594.9
175.1,1066.9,2407.7,542.1
170.6,1080.2,2512.4,475.1
172.1,1093.4,2093.2,328.3
169.3,886.6,1988.5,301
152.2,688.2,2297.4,288.1
130.5,849.9,2797.9,231.4
120.3,744.3,2343,202.3
73.4,343.4,1910,202.3
48.8,80.1,1201.4,109.5
2.2,0,719.9,0
0,0,86.4,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,93.6,977.6,198.8
173,1093.7,2478.9,493.2
173.8,1100,2433.8,500
174.9,1030.4,2377.7,506.4
176.1,885.4,2505.6,533.2
177.1,717.7,2479.2,600
167,607.9,2591.9,499.7
146.5,499.1,2362.7,498.6
157.4,452.4,2484.2,499.8
172.4,676.9,2173.6,600
141.7,390.7,1613.5,305.3
104.5,38.3,994.1,185.4
55.7,0,563.2,0
6.8,0,75.7,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,82.4,0
0,300.3,1968.5,0
147.3,781.1,3071.4,596.3
183,1100,3200,600
183,1100,3040.7,600
183,1100,3023.7,534.7
177.9,1031.7,3091.8,558.2
172.8,1093.4,2971.9,600
172.9,1100,2854.7,596.8
162.7,1100,2956.7,599.8
162.3,1087,3065.4,520.4
115.8,850.7,2637.6,326.3
44.8,140,1799.1,305.3
15.2,0,688.1,152.7
1.1,0,116.5,0
0,0,9.3,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
7.7,0,2279.9,189.9
174.2,995.7,3170.8,394.8
161.7,1100,3189.4,500.8
160.9,1100,3200,504.3
126.5,1041.3,3200,534.8
101,991.3,3200,386.9
110.9,509.4,3200,296.1
131.1,386.1,3127.5,293.4
128.8,293.2,3195.2,505
136.3,198.8,3200,510.9
89,117,2973.3,299
23.7,0,2330,202.3
2.6,0,1327.3,202.3
0,0,492,0
0,0,4.1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
7.8,0,2279.9,189.9
103.5,995.7,3170.8,394.8
173.7,1100,3189.4,500.8
183,1100,3200,504.3
183,1041.3,3200,534.8
181.3,991.3,3200,386.9
177,509.4,3200,296.1
154,386.1,3127.5,293.4
130.1,293.2,3195.2,505
116.5,198.8,3200,510.9
52.3,117,2973.3,299
10.6,0,2330,202.3
0,0,1327.3,202.3
0,0,492,0
0,0,4.1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,1160.1,89.3
138.3,1095.9,2880.1,295.9
173,1100,2890.5,404.3
169.2,1100,3108.8,401.7
167.4,1100,3041.1,444.9
167.9,1100,2964.5,418.3
162.5,1100,3049.6,502.2
157.7,1100,2969.3,599.7
162.2,1100,3116.5,594.8
151.9,1041.7,3056.1,491.3
111.1,376.4,2966.9,408.3
66.3,66.8,2631.4,179
0.2,0,1053.1,93
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,664.6,190
156.6,1097.6,2174.9,390.9
170.3,1093.9,3100.7,594.8
176.4,934,3168.6,600
162.9,717.5,3180,600
135.7,630.4,3103.8,600
125.3,909.5,3120.2,600
150.3,767.3,2943.8,600
166.6,929.3,3135.4,600
171.7,760.4,2903.3,553.8
86.6,324.6,2191.7,177.8
21.4,89.4,1358.5,0
0,0,331.5,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,1270.1,193.5
42.2,1097.4,2325.5,302.6
69.2,1094.5,2550,187.3
64.8,1100,2757.8,257.7
71,1100,2929.8,220.8
50.2,1100,2791.4,95.5
33.5,1100,2717.7,193
25.9,1100,2792.6,400.2
7.7,1092.7,2896.2,285.8
16.9,1061.5,2775,202.8
7.9,986.2,1931.3,202.3
7.9,476.5,1185,144.5
0,13.8,187.7,15.3
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,565,389.6
7.4,83.6,2078.9,493.4
42.7,599.2,2951,497
42.6,429.2,3021.4,501.5
51.7,299.7,2690.5,600
73,270,2495.9,501
79.6,199.1,2272.6,497.3
110.4,32.1,1882.2,495.1
147.5,93.8,1256.5,499.3
144.1,94.9,897.9,514.7
76.8,67.2,293,511.2
14.8,0,152.8,459.1
1,0,20.4,382.4
0,0,0,208.8
0,0,0,12.3
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,375.1,289.4
136.8,0,1175,498.6
164,0,810.8,507.1
174,92.1,431.4,549.2
174.7,402.3,854.9,301.5
183,259.4,1156.7,404.1
183,205.5,1263.6,355.8
182.1,95,1191.6,218
177.8,87.6,352.9,317.1
177.4,146,424.3,450.4
178.4,0,169.3,202.3
174.5,0,0,202.3
155.9,0,0,92
57.9,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,82.7,0
0,0,365.6,84.6
181,1089.7,982.6,595
181.9,1098.5,1097.8,600
182.7,1100,949,600
183,1100,1057.5,600
183,1100,1470.8,600
183,1100,1815.8,597.2
181.9,1097.4,2229.3,593
182,1097.7,1718.4,597.4
183,1100,1690.1,600
183,1100,937.4,600
183,978.6,394.6,600
164.7,846.5,289.6,477
59,164.1,134.3,148.2
0,41.7,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,82.7,0
0,0,2578.3,596.1
181,1096.9,3056.2,592.7
182.1,1095.4,3072.8,597.5
182.7,1100,3186,600
183,1100,3192.1,600
183,1097.8,3195.4,600
183,1100,3183,600
181.9,1097.2,3165.8,600
181.9,1095,3172.1,600
183,1100,3200,600
183,1059.8,3200,600
178.4,970,3200,408.3
166.9,771.7,3040.4,226.6
46.1,148.4,1648.3,24.8
0,0,178.4,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
6.6,0,2779.9,387.8
180.1,1094.7,3173.2,597.9
181.5,1100,3182.3,600
182.6,1100,3189.7,600
183,1100,3194.3,507.7
183,1100,3194.5,334.3
182.9,1100,3186.8,383.6
181.5,1100,3197.6,600
181,1100,3200,595.4
183,1100,3200,570
183,809.9,3125.2,330.2
183,530,2847.1,305.3
183,358.1,1898.1,165.1
99.3,12.9,630.9,0
5.3,0,154.3,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,3181.9,593.5
180.9,1083.6,3154.8,591.2
181.7,1093.8,3171.3,595.1
182.4,1100,3186.5,599.1
183,1100,3196,600
183,1100,3197.9,600
182.7,1100,3182.3,600
182.3,1097.3,3169.6,598.3
183,1095.1,3179.9,600
183,1100,3200,600
183,1100,3200,600
172.2,1100,3200,593.7
141.9,1006.4,2903.3,483.2
84.4,316.4,1450.1,34.6
0,0,173,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
6.7,180.4,3091.3,592.6
181.6,990.3,3165.2,593.9
173.6,1097.8,3178.2,598.1
173.9,1100,3188,599.7
183,1100,3198.4,600
183,1100,3187.9,599.4
182.7,1100,3173.9,597.7
181.6,1096.5,3160.7,593.3
181.4,1096.5,3172.6,593.4
183,1100,3200,600
183,1100,3200,600
183,1100,3200,600
174.4,727.7,2994.6,558.1
89.9,288.7,1705.2,275.4
8.7,0,186.8,93
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
6.2,175.7,2983,593.9
181,1093.6,3174.6,592.9
181.8,1100,3182.9,596.7
182.5,1100,3188.6,599.9
182.9,1100,3191.8,600
183,1100,3192.5,600
182.4,1100,3175.9,595.7
181.2,1096,3162.6,593.6
181.5,1095.5,3178.4,598.6
183,1100,3200,600
183,1100,3200,600
183,1050.5,3200,600
183,841.5,2773,490.4
140.4,382,1405.1,258.7
29.3,0,414.9,62.2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
5.8,487.7,2980.9,595.8
181.5,1089.3,3166.8,597.9
182,1096.3,3174.4,598.5
182.9,1100,3180.1,600
183,1100,3186.3,600
183,1100,3194.8,600
182.7,1100,3178,595.5
183,1096,3163.1,594.2
182.6,1096.6,3176.8,593.5
183,1100,3200,600
183,1085.7,3200,600
176.2,1014.7,3200,594.4
160.3,742,2940.5,389.9
79.9,260.8,1849.2,280.9
14.6,0,438.2,91.3
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
6,490.4,2982.1,594.4
165.1,1094.8,3169.7,595.7
182.9,1099.9,3178.5,600
183,1100,3181.3,600
183,1100,3188.8,600
183,1021,3061.2,600
182.9,1089.1,2901.9,600
181.8,1100,2879.2,598.6
181.4,1008.7,2909.3,596
183,1023.2,2978.5,600
183,1023.1,2966.9,600
183,729.9,2902.7,529.5
164.7,342.4,2158.1,303
97.6,130,976,83.5
8,15.4,169.7,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
22,193.7,2081.4,297.3
180.7,688.6,2479.8,296.1
181.7,1097.9,2672.8,298
182.5,1100,2648.9,301.6
182.7,1100,2376.1,305.4
183,1012.9,2078.2,290
182.2,1005.9,2106.2,300.3
181.5,1098.3,2201.4,295.7
181.5,1094.1,2170.5,294.3
183,1100,1667.8,305.2
183,1070.2,994.8,303.3
183,858.8,780.3,202.3
183,480.4,379.3,27.2
178.5,64.6,117.7,0
69.6,0,0,0
7.5,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
32.3,899.8,2489.3,294.8
173,1088.5,2968,588.1
181.6,1091,3027.7,600
182.6,1099.5,2719,476.3
183,1100,3166.7,575.3
183,1100,3118.7,600
183,1098.2,2986.2,564.6
181.3,1091.8,2825.8,583.2
151.2,1095.3,3058.6,600
133.4,1100,3085.6,541.3
87,1100,2875.7,305.3
34.3,1100,2658,273.5
12.3,915.1,2517,53
7.2,364.9,1504.3,0
0,20.6,429.4,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
7.4,797.5,2969.3,185.1
16.5,1099.2,3161.5,492.9
7.6,998.4,3164.7,498.8
16.6,1053,3177.8,600
7.6,1100,3188,589.8
7.6,1100,3200,521.3
16.4,1099,3187.1,517.9
16.1,1100,3196.4,395.2
51.3,1100,3200,395.5
64.7,1099.5,3200,409.9
33.9,765.6,3200,329.9
7.9,497.2,3034,218.4
7.9,98.2,2216.2,202.3
2.7,0,1332.3,99.3
0,0,623,99.3
0,0,78.9,37.8
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,2373.3,391.7
7.6,95.7,2778.5,397.7
7.6,0,2778.3,600
7.7,0,2787.5,488.6
7.6,0,2810,486.7
7.7,0,2822.4,544.7
7.7,92.2,2687.4,406.9
7.5,142.6,2234.7,430.1
7.5,94.1,1845.6,400.6
7.7,194.1,1657.4,380.5
7.9,93.7,1308.2,199.8
7.9,0,777.2,74.1
7.9,0,336.4,0
7.9,0,83.3,0
1.3,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
7.6,90.8,372.3,386.7
42.4,601.5,372.7,590.7
63.5,749.6,517.2,554.6
79.2,762.1,381.8,600
98.1,566.2,326.2,592.3
106.3,271.2,379.9,486
108.2,90.3,336.4,600
141.2,0,618.8,600
136.1,0,500.9,600
147.8,0,553.8,600
103.9,0,410.3,564.1
43.3,0,289.6,250
10.1,0,289.6,125.1
7.9,0,289.6,99.3
0.8,0,236.6,99.3
0,0,83.4,46.7
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
139.4,295.5,174.7,391.3
182.7,398,275.2,496.2
175.1,219.3,476.9,497
167.5,33.9,483.5,504
173,0,328.2,497.6
174.5,0,682.1,404.7
173.6,0,718.4,302.1
181.5,0,911,241.3
169.1,0,1211.2,214.9
171.1,0,1089.2,224.2
169.6,0,353.8,168.2
147.4,0,233.9,99.3
84.1,0,186.6,99.3
42.1,0,186.6,99.3
10.6,0,147.9,65
0,0,31.5,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
175.3,898.5,372.8,192.3
181,1085.5,1087.5,389.3
181.2,1092.6,2367.4,401.7
172,1094.7,2514.6,381.7
164.3,1099.8,2699.3,321
177.5,1100,2750.9,226.5
181.3,1097.2,2595.5,47.9
181.1,1094.6,2697.9,98.6
182.8,1097.7,2557.7,293.8
183,1100,2597.5,220.6
177,1100,1922.2,54.9
145.7,1093.7,1285.6,0
92.8,915.4,771.4,0
31.9,478.2,269.1,0
20.7,124.9,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,76.6,0
0,999.4,3162.1,387.5
51,1096.4,3068.2,596.4
124.1,1091.7,3163.8,500.8
135.2,1098.3,3164.2,455
103.5,1100,3177,407.1
68.9,1100,3177.7,408.6
70.2,1091.4,3166.4,245.4
48.1,1083.5,3160.6,400.7
25.3,1088.9,3175.4,402
25.5,1100,3163.6,376.5
19.3,1100,3069.9,272.2
16.8,1100,3069.9,99.3
16.8,1023.1,3040.4,0
16.8,726.4,2751.9,0
0.9,88,1175.3,0
0,0,96.2,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
130.5,0,1963.6,286.1
172.7,0,2713.2,289
167.2,294.6,2876,393.2
152.8,500.5,2878.4,292.8
148.3,176.8,2976.2,293.5
140.2,57.7,2963.8,292.4
140.2,0,3092,290.1
146,94.8,2913.7,289
150.6,198,3077.1,291.4
163.5,95.2,3200,307.2
139.1,0,3102.7,305.3
96.2,0,2919.7,305.3
55.3,0,2465.8,305.3
29.1,0,1316.2,305.3
4.6,0,540.2,305.3
0,0,128.8,161.7
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,995.5,2366.5,0
24.3,982.9,2600,92.4
77.2,985.7,2698.6,294.2
98.7,1094.7,3092.8,272.3
120.5,1022,3062.7,229.7
124.5,1094.3,2919.3,305.3
106.7,1092.4,2854.7,98.8
117.4,1098.2,2880.2,54
112.3,1100,2871.1,0
112.3,1100,2836.7,0
110.3,1058.4,2309.9,0
95.5,920.1,1905.8,0
59,905.6,1143.3,0
12.5,695.3,626.7,0
1,157.3,173.8,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
174.3,0,1062.2,189.2
180.3,191.7,2107.1,297
180.3,215.3,1872.3,403.3
180.7,896.3,2516.2,341.4
180.8,1005.2,2768,388.9
181,912.2,2598.3,145.4
180.5,854.7,2110.3,94.3
180.2,822.8,1925.2,199.7
180.3,1090,1918.4,237
181.9,1100,1745.6,247.6
183,423.1,950.9,120.6
183,96.3,383.7,52.4
183,96.3,0,0
181.6,27.3,0,0
165.9,0,0,0
28.4,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
138.8,1092.4,1081.5,0
176.5,1087.3,1759,98.6
161.2,1091.1,1894.7,99.3
182.4,1098.5,2104.6,55.5
182.7,1100,2151.5,95.7
183,1100,2476,0
183,1090.1,2300.7,95.4
183,937.5,2278.7,301.3
183,979,2488.1,222.4
183,807.9,2301.2,118.9
161.4,765.8,1761.3,99.3
98.2,677.2,1064.7,25.3
60.5,587.9,546.5,0
35.1,503.3,183.6,0
14.2,215.3,35.4,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,181.5,98.4
33.1,990,2856.4,190.7
68.1,1086.7,2947.6,387.4
157.7,1088.3,2981.2,496.5
183,1090.3,3015.6,501.8
183,1090.6,2893.6,500
183,1089,2950.5,493.4
181.2,1087,2751.7,594.6
183,1091.6,2863.2,598.6
142.6,1100,2846.2,589.4
84,1100,3109.3,600
41.5,1100,2932.1,600
18.7,1100,2754.3,544.6
7.9,1086.9,2647.7,428.8
0.3,909.7,2515.5,220.2
0,617.4,1810.8,75.5
0,13,488.3,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,70.3,197.3
59.8,286.3,2667.3,585.3
121.8,790.2,3159.5,588
161.9,1097.4,3155.3,589.2
148.2,1100,3159.6,595.5
149.3,1100,3156.5,598.4
158.7,1100,3162.7,598.3
155.1,1009.6,3182.6,556.7
170.4,631.2,3198.8,501.1
181.7,722.5,3147.1,323
182.4,776.6,3160,306.8
183,431.9,2928.5,305.3
154.2,0,2864,305.3
110.3,0,2620,305.3
73.2,0,1775.3,305.3
23.6,0,1026.5,305.3
0.5,0,449.7,184
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
173,899.1,378.2,94.5
179.8,819.7,1017.6,194.3
179.6,991.7,1271.7,298.5
180.9,1095.8,1464.6,392.2
180.8,1100,1234.6,339.3
180.8,1100,1233.6,295.1
179.8,1092.8,1281.3,296.6
172.2,1006.9,1512.1,305.7
172.3,991.2,1729.2,350
172.6,898.7,1495.2,168.5
178.4,816,535.3,67.8
178.4,608.6,45.9,0
178.4,303.9,0,0
160.2,96.3,0,0
134.6,11.7,0,0
60.3,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,178.4,296.2
173,1090.2,2760.5,525.9
180.5,1084.5,2750.8,590
179.1,1082.8,2845.7,593.5
179.5,1087.9,2944.2,350.9
180,1087.3,3052,300.6
179.9,1083.2,3149.3,306.5
179.3,1080.7,3133.7,199.7
179.5,1084.7,3136.3,397.6
179.6,1086.7,3175.2,377.9
180.2,1100,3200,273.5
183,1100,3137.8,99.3
183,1100,2966.9,99.3
183,1100,2966.9,51.1
183,1100,2958.4,0
183,1012.5,2549.2,0
122.4,349.2,1129.9,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,69,93.5
173.2,986.8,3056.3,392.4
178.7,1090.3,2847.6,499.7
179.3,1079.8,3037.3,375.9
180.1,1082.4,3043.2,313
180.2,1088.3,3078.5,408.2
180.2,1089.5,3039.8,257.2
179.5,1082.2,3142.2,399.8
180.2,1082.3,3141.7,403.6
181.8,1091.5,3168.1,298.9
183,1100,3200,302.5
183,1100,3200,243.1
183,1100,3042.3,149.4
183,1100,2966.9,99.3
178.4,1100,2966.9,78.3
168.8,964.4,2709.2,0
50.3,272.7,1344.9,0
0,12.4,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,374.5,97.5
173.5,988.5,3043.9,390.6
180.7,1078.4,3128.3,391.2
180.4,1084,3144.8,393.1
180.2,1087.5,3078.7,499
181.1,1090.1,3022.4,600
183,1083.8,2955,462.7
183,1086,2883.4,498.2
182.6,1086.9,3056,598.6
182,1089.7,3084.7,591.9
183,1100,3200,600
183,1100,2969,475.6
182.3,1100,2883.1,246.9
139.3,1100,2864,202.3
100.2,1092.2,2839.7,202.3
73.6,760.8,2329,170.8
15.7,138.9,797.5,89.2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,268.3,95.7
164.8,1089.3,3149.9,489.9
181,1086.1,3145,585.2
182.1,1088.3,3147.3,590.3
183,1086.2,3147.5,599.4
183,1090.2,3156.6,594.3
183,1096.4,3162.8,590.2
183,1089.1,3149.5,591.8
183,1090.6,3147.7,599.4
183,1098.7,3171.8,599.2
183,1100,3200,600
177.5,1100,3200,600
109.1,1100,3200,590.9
26.1,1098.6,3200,502.6
0,887.4,3016.2,408.3
0,296.8,2362.7,202.3
0,0,584.8,167
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,575.9,293
173.8,1087.7,3145.5,383.8
171.5,1083.8,3147.4,588.3
171.4,1086.8,3154.2,594.9
173.1,1094.6,3150.3,596.6
183,1098.3,3171.8,581.3
177.4,1100,3200,512.8
157.9,1100,3200,387.9
133.8,1100,3179.8,387.3
135,1100,3200,387
121.7,1050.6,3200,600
67.8,585.5,3057.3,516.3
41.7,204,2737.8,408.3
25.9,68.3,2022.9,408.3
8,0,1452.2,408.3
0,0,1006.6,408.3
0,0,501.5,263.6
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
104.2,490.7,770.5,90.3
145.2,794,1968.2,300.8
170.3,789.4,2260.9,197
178,900.4,2268.2,198.4
182.3,1012,2199.3,194.4
182,784.9,2522.4,395
181.2,538.6,2353.1,395.1
177.6,481.6,2374.4,398.3
172.3,309.1,2686.1,357.6
174.8,43.3,2860.4,336.7
178.4,0,2640.4,305.3
178.4,0,2020.3,284.7
166.6,0,1834.2,127.7
76.6,0,1585.5,0
9.1,0,591.7,0
0,0,46,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,579.9,193.7
181.8,594.3,3056.7,289.9
179.9,651.1,2873.1,387.7
179.7,642.4,2947.9,500.4
180.3,673.4,2914.6,363.2
180.7,818.9,2869.7,203.7
181.1,1076.1,3093.7,297.5
180.1,1056.5,3068.4,191.1
179.6,1090.8,2953.6,189
181,1068.8,2889.7,193.5
183,1089.8,2970.9,407.7
183,1023.1,2761.6,304.3
183,837.1,2574.6,202.3
183,486,2495.2,202.3
183,81.1,2199.9,202.3
160.2,0,1393.9,96.6
28.7,0,237,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,580.1,0
32.4,1088,3151.8,290.6
148.6,1085.9,3140.7,291.5
162.3,1086,3141.7,292.1
172,1090.9,3146.9,295.1
156.3,1093.2,3144.5,294.4
167.2,1089.9,3159,291.1
137.5,1087.1,3146.8,393.4
162.3,1086.2,3148,393.9
177.7,1095.3,3176.9,394.3
181.5,1100,3200,510
135.9,1100,3200,340.3
63.2,1100,3200,305.3
32.4,1100,3200,305.3
17.3,968.6,3200,305.3
7.4,514.9,2479.4,279
0,57,665.9,99.3
0,0,0,11.4
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,576.8,291.4
163.7,388.4,1561.5,584.8
177.7,737.6,2177.2,584.1
172.7,1100,2982,586
180.9,1098.6,3188.1,587
168,1047.9,3021.8,588.2
144.2,1100,2891.9,587.7
133.8,1099.6,2754.1,585
112.1,1076.8,2646.5,583.9
83.6,1100,2490.6,588.3
73.8,1033.2,2072.9,600
51.1,600.1,1225.8,600
24.3,257.4,723.1,600
7.9,96.3,588.8,600
7.9,0,417,600
7.9,0,289.6,600
0,0,191,517.6
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,778.6,291.6
182.3,990.8,2554.5,385.5
180.5,936.4,3004.8,586
180,1099.4,3172,590
180.2,1092.1,3172.6,592.3
180.5,1100,3175.2,592
180.7,1098.3,3110.6,594.5
181.3,646.8,3065.7,596.9
182.5,373.7,3200,598.6
183,96.3,3200,600
183,40.8,3034.3,537.8
183,0,2725.1,408.3
183,0,2129.2,408.3
166.9,0,1557.7,384.9
138.3,0,1241.6,305.3
87.9,0,542.7,305.3
22.6,0,189.1,221.1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,95.6,73.7,98
172.1,1094.1,2683.8,0
180.4,1084.6,2866.9,95.3
180,1085.6,2847.7,97.4
180.6,1085.2,3150.5,91.9
181.2,1087.1,3156.7,298
181.4,1085.3,3083.1,408.7
181.2,1084.6,3149.8,178.5
180.5,1083.1,3155.1,293.2
181.3,1094.6,3182.5,490.2
183,1100,3200,600
183,1100,3200,482.6
183,1100,3172.9,125.5
177,1100,3085.2,88.8
167.7,1039.7,2787.1,0
142.9,632.8,1574.3,0
32.3,71.2,382.9,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,669.1,291.5
181.5,1088.3,2860.3,290.4
180,1048.4,3099.3,290.7
179.7,1046.9,3152.4,290
180.6,1000.5,3155.7,293.4
180.4,844.4,3160.1,300
180.2,782.7,3093.6,305
179.8,795,3097.3,301.2
179.7,889,3105.7,203
180.8,878,3200,183.6
183,728.1,3070.4,97.7
183,477.5,2797.8,0
183,178.8,2485.7,0
178.4,38,1731.8,0
178.4,0,1282.6,0
172.2,0,831.1,0
