,Node,Time,Value
0,CANAD_G1_20,1,0.0
1,CANAD_G1_20,2,0.0
2,CANAD_G1_20,3,0.0
3,CANAD_G1_20,4,0.0
4,CANAD_G1_20,5,0.0
5,CANAD_G1_20,6,0.0
6,CANAD_G1_20,7,0.0
7,CANAD_G1_20,8,0.0
8,CANAD_G1_20,9,0.0
9,CANAD_G1_20,10,0.0
10,CANAD_G1_20,11,0.0
11,CANAD_G1_20,12,0.0
12,CANAD_G1_20,13,0.0
13,CANAD_G1_20,14,0.0
14,CANAD_G1_20,15,0.0
15,CANAD_G1_20,16,0.0
16,CANAD_G1_20,17,0.0
17,CANAD_G1_20,18,0.0
18,CANAD_G1_20,19,0.0
19,CANAD_G1_20,20,0.0
20,CANAD_G1_20,21,0.0
21,CANAD_G1_20,22,0.0
22,CANAD_G1_20,23,0.0
23,CANAD_G1_20,24,0.0
24,CMAIN_GM_20,1,0.0
25,CMAIN_GM_20,2,0.0
26,CMAIN_GM_20,3,0.0
27,CMAIN_GM_20,4,0.0
28,CMAIN_GM_20,5,0.0
29,CMAIN_GM_20,6,0.0
30,CMAIN_GM_20,7,0.0
31,CMAIN_GM_20,8,0.0
32,CMAIN_GM_20,9,0.0
33,CMAIN_GM_20,10,0.0
34,CMAIN_GM_20,11,0.0
35,CMAIN_GM_20,12,0.0
36,CMAIN_GM_20,13,0.0
37,CMAIN_GM_20,14,0.0
38,CMAIN_GM_20,15,0.0
39,CMAIN_GM_20,16,0.0
40,CMAIN_GM_20,17,0.0
41,CMAIN_GM_20,18,0.0
42,CMAIN_GM_20,19,0.0
43,CMAIN_GM_20,20,0.0
44,CMAIN_GM_20,21,0.0
45,CMAIN_GM_20,22,0.0
46,CMAIN_GM_20,23,0.0
47,CMAIN_GM_20,24,0.0
48,COLOEAST_20,1,0.0
49,COLOEAST_20,2,0.0
50,COLOEAST_20,3,0.0
51,COLOEAST_20,4,0.0
52,COLOEAST_20,5,0.0
53,COLOEAST_20,6,0.0
54,COLOEAST_20,7,0.0
55,COLOEAST_20,8,0.0
56,COLOEAST_20,9,0.0
57,COLOEAST_20,10,0.0
58,COLOEAST_20,11,0.0
59,COLOEAST_20,12,0.0
60,COLOEAST_20,13,0.0
61,COLOEAST_20,14,0.0
62,COLOEAST_20,15,0.0
63,COLOEAST_20,16,0.0
64,COLOEAST_20,17,0.0
65,COLOEAST_20,18,0.0
66,COLOEAST_20,19,0.0
67,COLOEAST_20,20,0.0
68,COLOEAST_20,21,0.0
69,COLOEAST_20,22,0.0
70,COLOEAST_20,23,0.0
71,COLOEAST_20,24,0.0
72,COLSTRP_20,1,0.0
73,COLSTRP_20,2,0.0
74,COLSTRP_20,3,0.0
75,COLSTRP_20,4,0.0
76,COLSTRP_20,5,0.0
