FULTON_20,HUMBOLDT_20,MC_CALL_20,MESA_CAL_20,MIDWAY_20,MISSION_20,PITSBURG_20,ROUND_MT_20,SANMATEO_20,TESLA_20
1015,37,50,3668,2019,20,541,186,6,411
