,Constraint,Bus,Time,Value
53,Node_Constraint,COLOEAST_20,6,99962.57465133705
54,Node_Constraint,COLOEAST_20,7,99962.57465133705
55,Node_Constraint,COLOEAST_20,8,99962.83566020263
56,Node_Constraint,COLOEAST_20,9,99962.83566020263
57,Node_Constraint,COLOEAST_20,10,99967.12834481664
58,Node_Constraint,COLOEAST_20,11,99892.59858192308
59,Node_Constraint,COLOEAST_20,12,99967.12834481665
60,Node_Constraint,COLOEAST_20,13,99966.27750637569
61,Node_Constraint,COLOEAST_20,14,99966.27750637551
62,Node_Constraint,COLOEAST_20,15,99966.27750637567
63,Node_Constraint,COLOEAST_20,16,99963.43910628528
64,Node_Constraint,COLOEAST_20,17,99966.26808804418
65,Node_Constraint,COLOEAST_20,18,99970.10580532062
66,Node_Constraint,COLOEAST_20,19,99989.85479013681
67,Node_Constraint,COLOEAST_20,20,99970.10580532062
68,Node_Constraint,COLOEAST_20,21,99968.74882959816
69,Node_Constraint,COLOEAST_20,22,99967.34305732824
70,Node_Constraint,COLOEAST_20,23,99967.15387667087
71,Node_Constraint,COLOEAST_20,24,99034.64205126415
72,Node_Constraint,COLSTRP_20,1,99969.12780697091
73,Node_Constraint,COLSTRP_20,2,99968.91444635432
74,Node_Constraint,COLSTRP_20,3,99968.98689972375
75,Node_Constraint,COLSTRP_20,4,99969.48644885735
76,Node_Constraint,COLSTRP_20,5,99969.55211736244
77,Node_Constraint,COLSTRP_20,6,99969.0496416363
78,Node_Constraint,COLSTRP_20,7,99969.04964163629
79,Node_Constraint,COLSTRP_20,8,99969.21749360125
80,Node_Constraint,COLSTRP_20,9,99969.21749360125
81,Node_Constraint,COLSTRP_20,10,99972.7730415356
82,Node_Constraint,COLSTRP_20,11,99787.20682587652
83,Node_Constraint,COLSTRP_20,12,99972.7730415356
84,Node_Constraint,COLSTRP_20,13,99972.11186268459
85,Node_Constraint,COLSTRP_20,14,99972.11186268451
86,Node_Constraint,COLSTRP_20,15,99972.11186268459
87,Node_Constraint,COLSTRP_20,16,99970.87704332927
88,Node_Constraint,COLSTRP_20,17,99972.10775930372
89,Node_Constraint,COLSTRP_20,18,99974.57028391745
90,Node_Constraint,COLSTRP_20,19,99991.36990277925
91,Node_Constraint,COLSTRP_20,20,99974.57028391745
92,Node_Constraint,COLSTRP_20,21,99973.98912911589
93,Node_Constraint,COLSTRP_20,22,99972.91754478546
94,Node_Constraint,COLSTRP_20,23,99972.83661143547
95,Node_Constraint,COLSTRP_20,24,98822.71489652745
96,Node_Constraint,CORONADO_20,1,99986.3189998135
97,Node_Constraint,CORONADO_20,2,99986.11778240302
98,Node_Constraint,CORONADO_20,3,99986.1233445097
99,Node_Constraint,CORONADO_20,4,99986.34568008773
100,Node_Constraint,CORONADO_20,5,99986.82608758184
101,Node_Constraint,CORONADO_20,6,99986.60868096376
102,Node_Constraint,CORONADO_20,7,99986.60868096372
103,Node_Constraint,CORONADO_20,8,99986.70705758606
104,Node_Constraint,CORONADO_20,9,99986.70705758606
105,Node_Constraint,CORONADO_20,10,99988.24246517532
106,Node_Constraint,CORONADO_20,11,99974.442837823
107,Node_Constraint,CORONADO_20,12,99988.24246517532
108,Node_Constraint,CORONADO_20,13,99987.93361486385
109,Node_Constraint,CORONADO_20,14,99987.93361486385
110,Node_Constraint,CORONADO_20,15,99987.93361486385
111,Node_Constraint,CORONADO_20,16,99982.05822341997
112,Node_Constraint,CORONADO_20,17,99987.91514760737
113,Node_Constraint,CORONADO_20,18,99994.49858328042
114,Node_Constraint,CORONADO_20,19,99998.13298107665
115,Node_Constraint,CORONADO_20,20,99994.49858328042
116,Node_Constraint,CORONADO_20,21,99990.03993896501
117,Node_Constraint,CORONADO_20,22,99988.86886126854
118,Node_Constraint,CORONADO_20,23,99988.24719254946
119,Node_Constraint,CORONADO_20,24,99626.96724074788
120,Node_Constraint,COTWDWAP_20,1,90346.78545796548
121,Node_Constraint,COTWDWAP_20,2,90288.18042518529
122,Node_Constraint,COTWDWAP_20,3,90288.18079177731
123,Node_Constraint,COTWDWAP_20,4,90462.6705011777
124,Node_Constraint,COTWDWAP_20,5,90462.70310614827
125,Node_Constraint,COTWDWAP_20,6,90288.17578171188
126,Node_Constraint,COTWDWAP_20,7,90288.17578171188
127,Node_Constraint,COTWDWAP_20,8,90346.82600185709
128,Node_Constraint,COTWDWAP_20,9,90346.82600185707
129,Node_Constraint,COTWDWAP_20,10,91140.80835760947
130,Node_Constraint,COTWDWAP_20,11,91138.91973480987
131,Node_Constraint,COTWDWAP_20,12,91140.80835760947
132,Node_Constraint,COTWDWAP_20,13,91058.04496899009
133,Node_Constraint,COTWDWAP_20,14,91058.04496899009
134,Node_Constraint,COTWDWAP_20,15,91058.04496899009
135,Node_Constraint,COTWDWAP_20,16,91058.12842202166
136,Node_Constraint,COTWDWAP_20,17,91058.04524907356
137,Node_Constraint,COTWDWAP_20,18,91435.12194232024
138,Node_Constraint,COTWDWAP_20,19,96677.5247546926
139,Node_Constraint,COTWDWAP_20,20,91435.12194232023
140,Node_Constraint,COTWDWAP_20,21,91434.79540150947
141,Node_Constraint,COTWDWAP_20,22,91140.79686284819
142,Node_Constraint,COTWDWAP_20,23,91140.80900459988
143,Node_Constraint,COTWDWAP_20,24,89538.1795213669
144,Node_Constraint,COULEE_20,1,99884.63909980655
145,Node_Constraint,COULEE_20,2,99883.87824438477
146,Node_Constraint,COULEE_20,3,99884.5837651805
147,Node_Constraint,COULEE_20,4,99886.45587873203
148,Node_Constraint,COULEE_20,5,99886.4597167739
149,Node_Constraint,COULEE_20,6,99884.58598264336
150,Node_Constraint,COULEE_20,7,99884.58598264336
151,Node_Constraint,COULEE_20,8,99884.77986004524
152,Node_Constraint,COULEE_20,9,99884.77986004524
153,Node_Constraint,COULEE_20,10,99898.0884167074
154,Node_Constraint,COULEE_20,11,99255.25111400551
155,Node_Constraint,COULEE_20,12,99898.0884167074
156,Node_Constraint,COULEE_20,13,99896.00501789556
157,Node_Constraint,COULEE_20,14,99896.00501789554
158,Node_Constraint,COULEE_20,15,99896.00501789556
159,Node_Constraint,COULEE_20,16,99895.9576085858
160,Node_Constraint,COULEE_20,17,99896.00485936887
161,Node_Constraint,COULEE_20,18,99902.36998671344
162,Node_Constraint,COULEE_20,19,99966.86724682299
163,Node_Constraint,COULEE_20,20,99902.36998671344
164,Node_Constraint,COULEE_20,21,99902.34587205636
165,Node_Constraint,COULEE_20,22,99898.71026286563
166,Node_Constraint,COULEE_20,23,99898.70760905555
167,Node_Constraint,COULEE_20,24,98949.4866005889
168,Node_Constraint,CRAIG_20,1,99962.12077384687
169,Node_Constraint,CRAIG_20,2,99961.81113125748
170,Node_Constraint,CRAIG_20,3,99961.8395935254
171,Node_Constraint,CRAIG_20,4,99962.4515910494
172,Node_Constraint,CRAIG_20,5,99962.60554447782
173,Node_Constraint,CRAIG_20,6,99961.98843076528
174,Node_Constraint,CRAIG_20,7,99961.9884307653
175,Node_Constraint,CRAIG_20,8,99962.25465437518
176,Node_Constraint,CRAIG_20,9,99962.25465437518
177,Node_Constraint,CRAIG_20,10,99966.61444834158
178,Node_Constraint,CRAIG_20,11,99893.82547158269
179,Node_Constraint,CRAIG_20,12,99966.61444834158
180,Node_Constraint,CRAIG_20,13,99965.74928632697
181,Node_Constraint,CRAIG_20,14,99965.7492863268
182,Node_Constraint,CRAIG_20,15,99965.74928632696
183,Node_Constraint,CRAIG_20,16,99962.86710865855
184,Node_Constraint,CRAIG_20,17,99965.73972217969
185,Node_Constraint,CRAIG_20,18,99969.63596871958
186,Node_Constraint,CRAIG_20,19,99989.69534142208
187,Node_Constraint,CRAIG_20,20,99969.63596871958
188,Node_Constraint,CRAIG_20,21,99968.25894774657
189,Node_Constraint,CRAIG_20,22,99966.83135931677
190,Node_Constraint,CRAIG_20,23,99966.63938385018
191,Node_Constraint,CRAIG_20,24,99039.73771060212
192,Node_Constraint,DALLES21_20,1,99993.97326298544
193,Node_Constraint,DALLES21_20,2,99993.93419351685
194,Node_Constraint,DALLES21_20,3,99997.44884243928
195,Node_Constraint,DALLES21_20,4,99997.49022248655
196,Node_Constraint,DALLES21_20,5,99997.49032222787
197,Node_Constraint,DALLES21_20,6,99997.44890548338
198,Node_Constraint,DALLES21_20,7,99997.44890548338
199,Node_Constraint,DALLES21_20,8,99993.98132376926
200,Node_Constraint,DALLES21_20,9,99993.98132376926
201,Node_Constraint,DALLES21_20,10,99994.67651380878
202,Node_Constraint,DALLES21_20,11,99982.18727609905
203,Node_Constraint,DALLES21_20,12,99994.67651380878
204,Node_Constraint,DALLES21_20,13,99997.70131016424
205,Node_Constraint,DALLES21_20,14,99997.70131016424
206,Node_Constraint,DALLES21_20,15,99997.70131016424
207,Node_Constraint,DALLES21_20,16,99997.69997573593
208,Node_Constraint,DALLES21_20,17,99997.70130570514
209,Node_Constraint,DALLES21_20,18,99997.84217031243
210,Node_Constraint,DALLES21_20,19,99999.26769611076
211,Node_Constraint,DALLES21_20,20,99997.84217031243
212,Node_Constraint,DALLES21_20,21,99997.84150743636
213,Node_Constraint,DALLES21_20,22,99997.76112463072
214,Node_Constraint,DALLES21_20,23,99997.76104784296
215,Node_Constraint,DALLES21_20,24,99939.76567703369
216,Node_Constraint,EMERY_20,1,99925.16899991952
217,Node_Constraint,EMERY_20,2,99924.57038163947
218,Node_Constraint,EMERY_20,3,99924.58576958292
219,Node_Constraint,EMERY_20,4,99925.79342218103
220,Node_Constraint,EMERY_20,5,99925.92488323647
221,Node_Constraint,EMERY_20,6,99924.70243539326
222,Node_Constraint,EMERY_20,7,99924.70243539324
223,Node_Constraint,EMERY_20,8,99925.27041112648
224,Node_Constraint,EMERY_20,9,99925.27041112648
225,Node_Constraint,EMERY_20,10,99933.90208756995
226,Node_Constraint,EMERY_20,11,99894.56591108607
227,Node_Constraint,EMERY_20,12,99933.90208756995
228,Node_Constraint,EMERY_20,13,99932.15235841251
229,Node_Constraint,EMERY_20,14,99932.15235841255
230,Node_Constraint,EMERY_20,15,99932.15235841254
231,Node_Constraint,EMERY_20,16,99929.48931828096
232,Node_Constraint,EMERY_20,17,99932.14340345982
233,Node_Constraint,EMERY_20,18,99937.703525232
234,Node_Constraint,EMERY_20,19,99978.85840990079
235,Node_Constraint,EMERY_20,20,99937.703525232
236,Node_Constraint,EMERY_20,21,99936.61838699487
237,Node_Constraint,EMERY_20,22,99934.06665931146
238,Node_Constraint,EMERY_20,23,99933.91556306597
239,Node_Constraint,EMERY_20,24,98931.17859538145
240,Node_Constraint,FCNGN4CC_20,1,99978.26559983398
241,Node_Constraint,FCNGN4CC_20,2,99978.03766548814
242,Node_Constraint,FCNGN4CC_20,3,99978.04698700953
243,Node_Constraint,FCNGN4CC_20,4,99978.39874724588
244,Node_Constraint,FCNGN4CC_20,5,99978.71439525585
245,Node_Constraint,FCNGN4CC_20,6,99978.36312289366
246,Node_Constraint,FCNGN4CC_20,7,99978.36312289366
247,Node_Constraint,FCNGN4CC_20,8,99978.52157230511
248,Node_Constraint,FCNGN4CC_20,9,99978.52157230511
249,Node_Constraint,FCNGN4CC_20,10,99981.0024482362
250,Node_Constraint,FCNGN4CC_20,11,99957.41091880832
251,Node_Constraint,FCNGN4CC_20,12,99981.0024482362
252,Node_Constraint,FCNGN4CC_20,13,99980.50387033561
253,Node_Constraint,FCNGN4CC_20,14,99980.50387033561
254,Node_Constraint,FCNGN4CC_20,15,99980.50387033561
255,Node_Constraint,FCNGN4CC_20,16,99974.74007446624
256,Node_Constraint,FCNGN4CC_20,17,99980.4848484886
257,Node_Constraint,FCNGN4CC_20,18,99985.50859046096
258,Node_Constraint,FCNGN4CC_20,19,99995.08204209668
259,Node_Constraint,FCNGN4CC_20,20,99985.50859046096
260,Node_Constraint,FCNGN4CC_20,21,99982.58943550276
261,Node_Constraint,FCNGN4CC_20,22,99981.41778142251
262,Node_Constraint,FCNGN4CC_20,23,99981.01053004764
263,Node_Constraint,FCNGN4CC_20,24,99486.0238124119
264,Node_Constraint,FULTON_20,1,94705.5635621637
265,Node_Constraint,FULTON_20,2,94347.92812432679
266,Node_Constraint,FULTON_20,3,94347.92898186081
267,Node_Constraint,FULTON_20,4,95327.35908278616
268,Node_Constraint,FULTON_20,5,95327.36632810826
269,Node_Constraint,FULTON_20,6,94347.91928045424
270,Node_Constraint,FULTON_20,7,94347.9192804543
271,Node_Constraint,FULTON_20,8,94705.82677365527
272,Node_Constraint,FULTON_20,9,94705.82677365535
273,Node_Constraint,FULTON_20,10,99473.21505854497
274,Node_Constraint,FULTON_20,11,99473.21505854497
275,Node_Constraint,FULTON_20,12,99473.21505854497
276,Node_Constraint,FULTON_20,13,99473.21505854497
277,Node_Constraint,FULTON_20,14,99473.21505854497
278,Node_Constraint,FULTON_20,15,99473.21505854497
279,Node_Constraint,FULTON_20,16,99473.21505854497
280,Node_Constraint,FULTON_20,17,99473.21505854497
281,Node_Constraint,FULTON_20,18,99473.21505854497
282,Node_Constraint,FULTON_20,19,99739.25019323733
283,Node_Constraint,FULTON_20,20,99473.21505854497
284,Node_Constraint,FULTON_20,21,99473.21505854497
285,Node_Constraint,FULTON_20,22,99473.21505854497
286,Node_Constraint,FULTON_20,23,99473.21505854497
287,Node_Constraint,FULTON_20,24,87432.62478228491
288,Node_Constraint,H_ALLEN_20,1,99980.49958206825
289,Node_Constraint,H_ALLEN_20,2,99980.30896648685
290,Node_Constraint,H_ALLEN_20,3,99980.31329096679
291,Node_Constraint,H_ALLEN_20,4,99980.62855943151
292,Node_Constraint,H_ALLEN_20,5,99980.83305173127
293,Node_Constraint,H_ALLEN_20,6,99980.51674315697
294,Node_Constraint,H_ALLEN_20,7,99980.5167431569
295,Node_Constraint,H_ALLEN_20,8,99980.66342954384
296,Node_Constraint,H_ALLEN_20,9,99980.66342954383
297,Node_Constraint,H_ALLEN_20,10,99982.89690924338
298,Node_Constraint,H_ALLEN_20,11,99972.00237967484
299,Node_Constraint,H_ALLEN_20,12,99982.89690924338
300,Node_Constraint,H_ALLEN_20,13,99982.44441192553
301,Node_Constraint,H_ALLEN_20,14,99982.44441192553
302,Node_Constraint,H_ALLEN_20,15,99982.44441192553
303,Node_Constraint,H_ALLEN_20,16,99975.07348344402
304,Node_Constraint,H_ALLEN_20,17,99982.41894962784
305,Node_Constraint,H_ALLEN_20,18,99986.02296963676
306,Node_Constraint,H_ALLEN_20,19,99995.25660725034
307,Node_Constraint,H_ALLEN_20,20,99986.02296963676
308,Node_Constraint,H_ALLEN_20,21,99984.10465451544
309,Node_Constraint,H_ALLEN_20,22,99983.1690812175
310,Node_Constraint,H_ALLEN_20,23,99982.90064141064
311,Node_Constraint,H_ALLEN_20,24,99579.53947432654
312,Node_Constraint,HANFORD_20,1,99876.1145689838
313,Node_Constraint,HANFORD_20,2,99875.31025133189
314,Node_Constraint,HANFORD_20,3,99875.63313587332
315,Node_Constraint,HANFORD_20,4,99877.65043339656
316,Node_Constraint,HANFORD_20,5,99877.65456990668
317,Node_Constraint,HANFORD_20,6,99875.63552607864
318,Node_Constraint,HANFORD_20,7,99875.63552607864
319,Node_Constraint,HANFORD_20,8,99876.27839070806
320,Node_Constraint,HANFORD_20,9,99876.27839070806
321,Node_Constraint,HANFORD_20,10,99890.56891359965
322,Node_Constraint,HANFORD_20,11,99137.89646531064
323,Node_Constraint,HANFORD_20,12,99890.56891359965
324,Node_Constraint,HANFORD_20,13,99887.940117361
325,Node_Constraint,HANFORD_20,14,99887.94011736098
326,Node_Constraint,HANFORD_20,15,99887.940117361
327,Node_Constraint,HANFORD_20,16,99887.88901556535
328,Node_Constraint,HANFORD_20,17,99887.93994648759
329,Node_Constraint,HANFORD_20,18,99894.79870439529
330,Node_Constraint,HANFORD_20,19,99964.29777643335
331,Node_Constraint,HANFORD_20,20,99894.79870439529
332,Node_Constraint,HANFORD_20,21,99894.77271244075
333,Node_Constraint,HANFORD_20,22,99890.85515741428
334,Node_Constraint,HANFORD_20,23,99890.85229679583
335,Node_Constraint,HANFORD_20,24,98790.62974187307
336,Node_Constraint,HAYNES3G_20,1,99997.98974508532
337,Node_Constraint,HAYNES3G_20,2,99997.98477816427
338,Node_Constraint,HAYNES3G_20,3,99997.98540694544
339,Node_Constraint,HAYNES3G_20,4,99998.01767742122
340,Node_Constraint,HAYNES3G_20,5,99997.96739893183
341,Node_Constraint,HAYNES3G_20,6,99997.93385529559
342,Node_Constraint,HAYNES3G_20,7,99997.93385529553
343,Node_Constraint,HAYNES3G_20,8,99997.94921562744
344,Node_Constraint,HAYNES3G_20,9,99997.94921562755
345,Node_Constraint,HAYNES3G_20,10,99998.18609244456
346,Node_Constraint,HAYNES3G_20,11,99996.52638659651
347,Node_Constraint,HAYNES3G_20,12,99998.18609244456
348,Node_Constraint,HAYNES3G_20,13,99998.13827915787
349,Node_Constraint,HAYNES3G_20,14,99998.13827915787
350,Node_Constraint,HAYNES3G_20,15,99998.13827915787
351,Node_Constraint,HAYNES3G_20,16,99987.51365951153
352,Node_Constraint,HAYNES3G_20,17,99998.09962587884
353,Node_Constraint,HAYNES3G_20,18,99998.28645309703
354,Node_Constraint,HAYNES3G_20,19,99999.41847261223
355,Node_Constraint,HAYNES3G_20,20,99998.28645309704
356,Node_Constraint,HAYNES3G_20,21,99998.2676787293
357,Node_Constraint,HAYNES3G_20,22,99998.19989056853
358,Node_Constraint,HAYNES3G_20,23,99998.18666101442
359,Node_Constraint,HAYNES3G_20,24,99669.46249439109
360,Node_Constraint,HOOVER_20,1,99990.91833944211
361,Node_Constraint,HOOVER_20,2,99990.81642932232
362,Node_Constraint,HOOVER_20,3,99990.81883810148
363,Node_Constraint,HOOVER_20,4,99990.96588509461
364,Node_Constraint,HOOVER_20,5,99991.12645271407
365,Node_Constraint,HOOVER_20,6,99990.9800142178
366,Node_Constraint,HOOVER_20,7,99990.98001421777
367,Node_Constraint,HOOVER_20,8,99991.047544986
368,Node_Constraint,HOOVER_20,9,99991.047544986
369,Node_Constraint,HOOVER_20,10,99992.08160252894
370,Node_Constraint,HOOVER_20,11,99986.0585632869
371,Node_Constraint,HOOVER_20,12,99992.08160252894
372,Node_Constraint,HOOVER_20,13,99991.87244945207
373,Node_Constraint,HOOVER_20,14,99991.87244945207
374,Node_Constraint,HOOVER_20,15,99991.87244945207
375,Node_Constraint,HOOVER_20,16,99983.41596953735
376,Node_Constraint,HOOVER_20,17,99991.84282837754
377,Node_Constraint,HOOVER_20,18,99994.40182339134
378,Node_Constraint,HOOVER_20,19,99998.10014361801
379,Node_Constraint,HOOVER_20,20,99994.40182339134
380,Node_Constraint,HOOVER_20,21,99992.84717081438
381,Node_Constraint,HOOVER_20,22,99992.3019977034
382,Node_Constraint,HOOVER_20,23,99992.08366585712
383,Node_Constraint,HOOVER_20,24,99679.49776260773
384,Node_Constraint,HUMBOLDT_20,1,57527.24002215256
385,Node_Constraint,HUMBOLDT_20,2,57317.57252381123
386,Node_Constraint,HUMBOLDT_20,3,57317.57297381147
387,Node_Constraint,HUMBOLDT_20,4,57598.63108477888
388,Node_Constraint,HUMBOLDT_20,5,57598.642846450384
389,Node_Constraint,HUMBOLDT_20,6,57317.56768329651
390,Node_Constraint,HUMBOLDT_20,7,57317.567683296475
391,Node_Constraint,HUMBOLDT_20,8,57527.394618512044
392,Node_Constraint,HUMBOLDT_20,9,57527.3946185121
393,Node_Constraint,HUMBOLDT_20,10,60165.236385700795
394,Node_Constraint,HUMBOLDT_20,11,60164.7294103882
395,Node_Constraint,HUMBOLDT_20,12,60165.236385700795
396,Node_Constraint,HUMBOLDT_20,13,60143.01967052328
397,Node_Constraint,HUMBOLDT_20,14,60143.01967052328
398,Node_Constraint,HUMBOLDT_20,15,60143.01967052328
399,Node_Constraint,HUMBOLDT_20,16,60143.0420723638
400,Node_Constraint,HUMBOLDT_20,17,60143.019745707905
401,Node_Constraint,HUMBOLDT_20,18,61452.834729844384
402,Node_Constraint,HUMBOLDT_20,19,84165.50783508038
403,Node_Constraint,HUMBOLDT_20,20,61452.83472984433
404,Node_Constraint,HUMBOLDT_20,21,61451.04976537616
405,Node_Constraint,HUMBOLDT_20,22,60165.233300087195
406,Node_Constraint,HUMBOLDT_20,23,60165.236559376644
407,Node_Constraint,HUMBOLDT_20,24,56228.94523674511
408,Node_Constraint,IMPERIAL_20,1,99995.13347379661
409,Node_Constraint,IMPERIAL_20,2,99994.9841947552
410,Node_Constraint,IMPERIAL_20,3,99994.98602493796
411,Node_Constraint,IMPERIAL_20,4,99995.06635229765
412,Node_Constraint,IMPERIAL_20,5,99995.61705201337
413,Node_Constraint,IMPERIAL_20,6,99995.54472104048
414,Node_Constraint,IMPERIAL_20,7,99995.54472104053
415,Node_Constraint,IMPERIAL_20,8,99995.57761489492
416,Node_Constraint,IMPERIAL_20,9,99995.57761489492
417,Node_Constraint,IMPERIAL_20,10,99996.08842457434
418,Node_Constraint,IMPERIAL_20,11,99991.92085725062
419,Node_Constraint,IMPERIAL_20,12,99996.08842457434
420,Node_Constraint,IMPERIAL_20,13,99995.98552527437
421,Node_Constraint,IMPERIAL_20,14,99995.98552527437
422,Node_Constraint,IMPERIAL_20,15,99995.98552527437
423,Node_Constraint,IMPERIAL_20,16,99990.8392971079
424,Node_Constraint,IMPERIAL_20,17,99995.97010589868
425,Node_Constraint,IMPERIAL_20,18,99996.47894696785
426,Node_Constraint,IMPERIAL_20,19,99998.80505822846
427,Node_Constraint,IMPERIAL_20,20,99996.47894696784
428,Node_Constraint,IMPERIAL_20,21,99997.36456283105
429,Node_Constraint,IMPERIAL_20,22,99997.42560839033
430,Node_Constraint,IMPERIAL_20,23,99996.08985226868
431,Node_Constraint,IMPERIAL_20,24,99793.76434217545
432,Node_Constraint,JOHN_DAY_20,1,99999.7139664913
433,Node_Constraint,JOHN_DAY_20,2,100000.0
434,Node_Constraint,JOHN_DAY_20,3,100000.0
435,Node_Constraint,JOHN_DAY_20,4,100000.0
436,Node_Constraint,JOHN_DAY_20,5,100000.0
437,Node_Constraint,JOHN_DAY_20,6,100000.0
438,Node_Constraint,JOHN_DAY_20,7,100000.0
439,Node_Constraint,JOHN_DAY_20,8,100000.0
440,Node_Constraint,JOHN_DAY_20,9,100000.0
441,Node_Constraint,JOHN_DAY_20,10,100000.0
442,Node_Constraint,JOHN_DAY_20,11,98660.4385679094
443,Node_Constraint,JOHN_DAY_20,12,100000.0
444,Node_Constraint,JOHN_DAY_20,13,100000.0
445,Node_Constraint,JOHN_DAY_20,14,100000.0
446,Node_Constraint,JOHN_DAY_20,15,100000.0
447,Node_Constraint,JOHN_DAY_20,16,100000.0
448,Node_Constraint,JOHN_DAY_20,17,100000.0
449,Node_Constraint,JOHN_DAY_20,18,100000.0
450,Node_Constraint,JOHN_DAY_20,19,100000.0
451,Node_Constraint,JOHN_DAY_20,20,100000.0
452,Node_Constraint,JOHN_DAY_20,21,100000.0
453,Node_Constraint,JOHN_DAY_20,22,100000.0
454,Node_Constraint,JOHN_DAY_20,23,100000.0
455,Node_Constraint,JOHN_DAY_20,24,98163.49000911268
456,Node_Constraint,MALIN_20,1,98830.59413592044
457,Node_Constraint,MALIN_20,2,98821.46997637014
458,Node_Constraint,MALIN_20,3,98821.46881591756
459,Node_Constraint,MALIN_20,4,98840.58607886164
460,Node_Constraint,MALIN_20,5,98840.61376691757
461,Node_Constraint,MALIN_20,6,98821.48063201831
462,Node_Constraint,MALIN_20,7,98821.48063201831
463,Node_Constraint,MALIN_20,8,98830.60976800477
464,Node_Constraint,MALIN_20,9,98830.60976800477
465,Node_Constraint,MALIN_20,10,98965.68073883322
466,Node_Constraint,MALIN_20,11,98968.29587986055
467,Node_Constraint,MALIN_20,12,98965.68073883322
468,Node_Constraint,MALIN_20,13,98938.08305620032
469,Node_Constraint,MALIN_20,14,98938.08305620032
470,Node_Constraint,MALIN_20,15,98938.08305620032
471,Node_Constraint,MALIN_20,16,98937.82004604736
472,Node_Constraint,MALIN_20,17,98938.08217447677
473,Node_Constraint,MALIN_20,18,99002.94618669579
474,Node_Constraint,MALIN_20,19,99661.62927988714
475,Node_Constraint,MALIN_20,20,99002.94618669579
476,Node_Constraint,MALIN_20,21,99002.800153404
477,Node_Constraint,MALIN_20,22,98965.69295165838
478,Node_Constraint,MALIN_20,23,98965.67984295759
479,Node_Constraint,MALIN_20,24,98676.94430240699
480,Node_Constraint,MC_CALL_20,1,91622.83551943002
481,Node_Constraint,MC_CALL_20,2,91497.20815047085
482,Node_Constraint,MC_CALL_20,3,91497.21900512477
483,Node_Constraint,MC_CALL_20,4,91622.83551943002
