,ARIZONA PUBLIC SERVICE COMPANY,CALIFORNIA INDEPENDENT SYSTEM OPERATOR,IDAHO POWER COMPANY,NEVADA POWER COMPANY,PACIFICORP - EAST,PACIFICORP - WEST,PORTLAND GENERAL ELECTRIC COMPANY,PUGET SOUND ENERGY,EL PASO ELECTRIC COMPANY,WESTERN AREA POWER ADMINISTRATION - DESERT SOUTHWEST REGION,PUD NO. 1 OF DOUGLAS COUNTY,WESTERN AREA POWER ADMINISTRATION - ROCKY MOUNTAIN REGION,"CITY OF TACOMA, DEPARTMENT OF PUBLIC UTILITIES, LIGHT DIVISION",PUBLIC SERVICE COMPANY OF NEW MEXICO,PUBLIC SERVICE COMPANY OF COLORADO,TURLOCK IRRIGATION DISTRICT,SEATTLE CITY LIGHT,PUBLIC UTILITY DISTRICT NO. 1 OF CHELAN COUNTY,SALT RIVER PROJECT,WESTERN AREA POWER ADMINISTRATION UGP WEST,NORTHWESTERN ENERGY (NWMT),AVISTA CORPORATION,BONNEVILLE POWER ADMINISTRATION,"PUBLIC UTILITY DISTRICT NO. 2 OF GRANT COUNTY, WASHINGTON",TUCSON ELECTRIC POWER COMPANY,IMPERIAL IRRIGATION DISTRICT,BALANCING AUTHORITY OF NORTHERN CALIFORNIA,LOS ANGELES DEPARTMENT OF WATER AND POWER
2019-04-02,1.0049583333333334,4.448152173913044,2.4295833333333334,2.6705208333333337,2.526388888888889,2.4100000000000006,2.4011111111111116,2.919027777777778,2.4326923981122084,2.4796555821636197,2.685390278447472,2.5429858758083124,2.7021046034941385,2.380710434286559,2.5101187470978155,3.226583045955671,2.7909557018351023,2.7357155379988614,1.4810833602561235,2.586611865157366,2.590853036983032,2.612912369480931,2.5669426535323048,2.6549793017975825,2.198582620651257,2.443725466282014,2.763347472915739,3.234967330798025
2019-04-03,1.004,4.540923913043478,2.5354166666666664,2.7406249999999996,2.5969444444444445,2.5250000000000012,2.503472222222222,3.0499999999999994,2.5050476804776918,2.5476226285101307,2.7925928824259096,2.623441148613958,2.8137620521921356,2.449700353068415,2.5869566941952127,3.3138972856687765,2.9098688320670485,2.84875430398575,1.5030910405596625,2.6754053801734208,2.6816530688020346,2.712456818734178,2.6660536960474763,2.7604241019659357,2.2539010555729186,2.509096950376846,2.8554875044463617,3.318156095698818
2019-04-04,1.0245000000000002,4.775778985507246,2.5445833333333323,2.7533333333333334,2.602638888888889,2.526458333333334,2.506666666666666,3.049351851851851,2.5417678924367206,2.5933332471762816,2.8082431849818135,2.652522532093099,2.8251396887406584,2.484562429731853,2.616865846044239,3.4154499853453406,2.917123803148356,2.8601469163959066,1.5312355419488466,2.7032134366511613,2.708067181874258,2.7331689497062044,2.6860790171237316,2.7767669738643237,2.2951932545888973,2.5601958489996086,2.9016039661971615,3.4253281646902267
2019-04-05,1.4967083333333338,4.737192028985507,2.531875,2.7135416666666665,2.5834722222222215,2.5593749999999997,2.504444444444444,3.022083333333333,2.6345015020707283,2.6912125255284796,2.8120268961976516,2.6931387942448684,2.8227815343449083,2.5870526754916203,2.668458020138347,3.426032936404474,2.9055981044692554,2.8563050396763714,1.8817267735306227,2.731980325622612,2.7319961615706694,2.7453082041398376,2.695661192938396,2.7825161620169636,2.4656923491450984,2.6823171555593386,2.9214500707629023,3.44558320316168
2019-04-06,1.5129999999999997,4.587608695652175,2.4599999999999986,2.6800000000000006,2.5099999999999993,2.544999999999999,2.453333333333332,2.7377777777777776,2.5681476928282954,2.630000739190414,2.6690933301451105,2.6186204441592946,2.663984631562238,2.524753739682824,2.597483825289006,3.3291850717375016,2.69708418849157,2.681763435634256,1.8719443756122092,2.6479233264033746,2.646631230468866,2.644826654002037,2.613659408619779,2.6556603285648324,2.418073330842249,2.621515922340569,2.8426434069303794,3.350152362199417
2019-04-07,1.5129999999999997,4.587608695652175,2.4599999999999986,2.6800000000000006,2.5099999999999993,2.544999999999999,2.453333333333332,2.7377777777777776,2.5681476928282954,2.630000739190414,2.6690933301451105,2.6186204441592946,2.663984631562238,2.524753739682824,2.597483825289006,3.3291850717375016,2.69708418849157,2.681763435634256,1.8719443756122092,2.6479233264033746,2.646631230468866,2.644826654002037,2.613659408619779,2.6556603285648324,2.418073330842249,2.621515922340569,2.8426434069303794,3.350152362199417
2019-04-08,1.5217916666666667,4.582318840579711,2.453749999999999,2.675729166666667,2.5051388888888884,2.5343749999999994,2.449027777777777,2.73037037037037,2.5655518938422883,2.627844910557311,2.6630089290029577,2.614526992692831,2.657707544507122,2.5225329128723604,2.593810961341582,3.324428453917674,2.6903714693884804,2.6753574457914873,1.8771311432450088,2.6431353578390477,2.6416324706235956,2.639108333931139,2.6077776410611033,2.6496263970893534,2.417986771911463,2.619963442302189,2.8372470714914164,3.3459203171894476
2019-04-09,1.7083750000000002,4.449094202898551,2.3141666666666674,2.578125,2.395694444444444,2.2958333333333334,2.3527777777777774,2.5640740740740746,2.502946027652616,2.574306760657743,2.525275261851905,2.5198334261897424,2.5160171700524168,2.4682488519071613,2.5082533529016313,3.2107339613630077,2.539142395446352,2.530720086158914,1.984680339477217,2.533276639630418,2.5272672684766655,2.5092769223339353,2.474573080028235,2.5130236073417294,2.40980838149287,2.5792157600338377,2.7127325760642997,3.2433822012392133
2019-04-10,1.3555416666666662,4.177971014492754,2.409375,2.5928124999999995,2.4506944444444447,2.4293749999999994,2.41625,2.6556018518518516,2.43684972699758,2.484044701773982,2.5750152510054187,2.5074713292737942,2.5765138086166726,2.3954394436267306,2.4837314678062117,3.110124143355858,2.6103205417077535,2.5915265181385294,1.7191376193606818,2.5391129308951013,2.540881533231731,2.547475822413798,2.5217335527419333,2.5621821473817716,2.2692747175866868,2.4641153185250526,2.702731135927619,3.12198115984516
2019-04-11,1.5103749999999996,4.058405797101448,2.3935416666666667,2.6003124999999994,2.466666666666667,2.412083333333333,2.405972222222222,2.6041203703703704,2.452733815892733,2.5007190835756985,2.550337703446891,2.511131179258183,2.547801075700108,2.417104359892391,2.492263790045146,3.067410187067689,2.572774142968008,2.5605185623434767,1.828775037708459,2.53315578936672,2.5329370424653463,2.5313196695206863,2.5072842609796164,2.5399624075189347,2.3118262853308114,2.484524691486431,2.683385922925491,3.082104432973584
2019-04-12,1.6011249999999997,4.093623188405798,2.3554166666666663,2.60125,2.4593055555555554,2.3408333333333324,2.3868055555555547,2.5682870370370368,2.461245394272228,2.5157329065033895,2.525144416253064,2.507107313570611,2.5201621640285587,2.428485495423414,2.4921711384049585,3.0747111213666813,2.5422205501295307,2.532508051627895,1.8942429932380365,2.5215633888097893,2.5189035790697405,2.5089838978600736,2.4816895051022336,2.5146950992333554,2.340982015675115,2.5046303748323147,2.670801963143726,3.0954589500327714
2019-04-13,1.3739999999999999,3.7919565217391313,2.25,2.4575000000000005,2.290000000000001,2.2450000000000006,2.313333333333333,2.5033333333333334,2.29620599158352,2.3387065936501905,2.4210182314371504,2.3535163643465995,2.4268545107248016,2.260249183121343,2.3332112188437093,2.8753424608118436,2.4587093080951394,2.4388071814089267,1.6844591833767721,2.382030856658669,2.3831240260242605,2.390575994098004,2.3622670586427286,2.4084171467374014,2.1546806114053108,2.3215569481153913,2.52255302138918,2.886560738494051
2019-04-14,1.3739999999999999,3.7919565217391313,2.25,2.4575000000000005,2.290000000000001,2.2450000000000006,2.313333333333333,2.5033333333333334,2.29620599158352,2.3387065936501905,2.4210182314371504,2.3535163643465995,2.4268545107248016,2.260249183121343,2.3332112188437093,2.8753424608118436,2.4587093080951394,2.4388071814089267,1.6844591833767721,2.382030856658669,2.3831240260242605,2.390575994098004,2.3622670586427286,2.4084171467374014,2.1546806114053108,2.3215569481153913,2.52255302138918,2.886560738494051
2019-04-15,1.3702083333333335,3.8002717391304346,2.22375,2.4483333333333337,2.26513888888889,2.2385416666666673,2.2969444444444442,2.4919444444444445,2.2854335071948686,2.329471780553951,2.408358513585756,2.3395272636836264,2.414385448904757,2.2491594797599266,2.319439410098984,2.870955450922203,2.4467130537824087,2.4264738763787843,1.6787637646658018,2.368537160234137,2.369271589286809,2.376775400270282,2.346562242619164,2.395495953876436,2.146468767572268,2.313549013003323,2.5129692005929836,2.882841373162526
2019-04-16,1.28725,3.9950815217391304,1.6314583333333337,2.2375000000000003,1.705694444444445,2.0908333333333333,1.9265277777777776,2.231388888888889,2.04302411195628,2.1219504585425195,2.121277654367721,2.0242400017969597,2.1312517189197124,1.9996852964588556,2.0092185243279492,2.774196899033465,2.173561985135686,2.1462438875150514,1.5522943559879938,2.0639771571959113,2.056519292325648,2.06465768429608,1.991712832944571,2.102702084512668,1.9624267448150152,2.134089716919141,2.296880575317419,2.8014266236466514
2019-04-17,1.3862083333333335,4.077427536231885,1.8960416666666666,2.2430208333333335,1.9895833333333333,2.111041666666666,2.077222222222222,2.265138888888889,2.1676264633483004,2.2358036518970827,2.2168466830927107,2.174068219885803,2.21672806655446,2.1295687312796834,2.160598274475077,2.870860957983787,2.238690754391339,2.2267785484182614,1.6576676888360817,2.1986031961412937,2.1925038029627593,2.187823845442565,2.139336955613151,2.205139270265551,2.074999501140278,2.244206202814345,2.398179606245964,2.8978585625634303
2019-04-18,1.3848749999999999,4.070480072463768,1.8985416666666661,2.3533333333333335,1.9688888888888894,2.1214583333333334,2.0608333333333326,2.2771296296296293,2.178248549929397,2.252582107862501,2.2257860541316017,2.182543824125851,2.223863617641319,2.1395048088346607,2.1685640214217887,2.883345596357302,2.2481998754346972,2.2359023160699927,1.660978522454508,2.208959670864437,2.2029017549314154,2.197061812382854,2.1484192478664426,2.213391451578177,2.0865185968983995,2.256771063256559,2.412565658399356,2.9114114618132825
2019-04-19,0.715,3.6615217391304355,1.4045833333333337,1.9700000000000004,1.7130555555555553,1.8097916666666667,1.3898611111111112,1.5975462962962963,1.695465691697799,1.7774424374245992,1.670462046396556,1.7419779501802986,1.6374298748266567,1.660849764424817,1.73092896457251,2.4390441617913585,1.6283289505603864,1.6488444079958433,1.0529670346015807,1.737739123701673,1.7286033180983467,1.690153761390146,1.6625634957894617,1.670241462333859,1.571675678257094,1.7613537505030108,1.9517991057563808,2.4682075183661425
2019-04-20,0.715,3.6615217391304355,1.3949999999999996,1.9700000000000004,1.7066666666666677,1.8049999999999997,1.3866666666666667,1.592222222222222,1.692270991736924,1.7748750678640237,1.6658047236269782,1.7378228990648026,1.6328396712293447,1.6576770055891352,1.7269461627209595,2.4368676940302185,1.6234373839046619,1.6440746386339313,1.052053975981321,1.7333913147148443,1.7240694694133198,1.685343783276847,1.6570222942043389,1.665601151675224,1.5695316210179893,1.7590007487759964,1.9483469983773702,2.4663371843068673
2019-04-21,0.715,3.6615217391304355,1.3949999999999996,1.9700000000000004,1.7066666666666677,1.8049999999999997,1.3866666666666667,1.592222222222222,1.692270991736924,1.7748750678640237,1.6658047236269782,1.7378228990648026,1.6328396712293447,1.6576770055891352,1.7269461627209595,2.4368676940302185,1.6234373839046619,1.6440746386339313,1.052053975981321,1.7333913147148443,1.7240694694133198,1.685343783276847,1.6570222942043389,1.665601151675224,1.5695316210179893,1.7590007487759964,1.9483469983773702,2.4663371843068673
2019-04-22,0.7330000000000001,3.6528713768115937,1.4091666666666662,1.968020833333334,1.7116666666666676,1.8002083333333334,1.4002777777777775,1.6049074074074072,1.699055004304391,1.7805813722119792,1.6744541138471827,1.7438456454839366,1.6423860139044404,1.6647367083771756,1.7330041133960343,2.436957136138487,1.634107712749255,1.6537049093280867,1.066196954506178,1.7398838380915982,1.7307651200775436,1.69288451426724,1.6648014710343773,1.673875565767006,1.5777311574731139,1.7653202181116632,1.9517888767843146,2.4662770439108295
2019-04-23,1.1374999999999997,3.4570561594202887,1.7347916666666667,1.9230208333333332,1.8256944444444445,1.6895833333333332,1.7131944444444442,1.8987037037037036,1.8533230114853092,1.9100209170125155,1.8738694634246384,1.8814324552538666,1.862670421720396,1.8250745160517623,1.8711482241184303,2.4396987524814846,1.8807530086321638,1.8760476028155548,1.3844875109352677,1.8887025501813521,1.884356369027152,1.866308388720979,1.8435740929859867,1.8645196303412752,1.7630370929650856,1.90849273979808,2.030921941646109,2.4654066002885795
2019-04-24,0.9465416666666666,3.5383605072463777,1.73625,1.9423958333333333,1.8122222222222224,1.6616666666666666,1.7138888888888888,1.9488425925925925,1.8220012960613539,1.8788154786712168,1.887833407551668,1.8670834922098105,1.8817496251932302,1.788307497300739,1.8518219378102607,2.461972932866569,1.9119097992175749,1.8983731821443302,1.2453560069021687,1.8824286270863777,1.880005228230909,1.8692555836665155,1.843232226235897,1.8747708176567266,1.7010459993353988,1.8696297349603583,2.033286624281769,2.4850950243145995
2019-04-25,1.58025,3.7484963768115938,1.881250000000001,2.1133333333333324,2.017222222222221,1.2454166666666673,1.804444444444444,2.0271296296296293,2.0364415182497613,2.117626825756931,1.957681433605965,2.0339165330396005,1.9427903711785515,2.020792990235925,2.037609393427137,2.6144041303923724,1.9815125106282578,1.9664513085947253,1.7479047453090155,2.009357522363028,1.99796929581309,1.9459739306309476,1.9159130120911205,1.9368818144235265,2.0134193355633445,2.127996727587512,2.1058998436141287,2.668735792358085
2019-04-26,1.5659166666666664,3.7886050724637683,1.9031249999999993,2.1183333333333327,2.015555555555555,1.3785416666666666,1.824861111111111,2.0839814814814814,2.0592137030197017,2.1369437907161317,2.003483222257909,2.057584860399832,1.9905594393919146,2.0405186398932282,2.0586455646335264,2.6496877488356523,2.0328170942057806,2.015161740681,1.7450867455730088,2.041062692950648,2.030889746551167,1.9869276364117132,1.9555051605095355,1.9824113464781754,2.0270502406874247,2.147961960331911,2.1492642364962724,2.6997358815100783
2019-04-27,1.1039999999999999,3.206521739130434,1.7449999999999997,1.7924999999999995,1.6833333333333327,1.5749999999999995,1.7066666666666663,1.9711111111111117,1.771187863493685,1.8138523838858787,1.857983748832465,1.7947671765687818,1.8622468654469082,1.7412500962858108,1.7803211677655506,2.298488647258528,1.9077806582833894,1.8811786864176805,1.3322065063520203,1.820252114558056,1.8203241099671812,1.8240521194251573,1.7995323303337982,1.8406135762070959,1.6802021779691085,1.8154244386261513,1.93933327169233,2.3174234005031615
2019-04-28,1.1039999999999999,3.206521739130434,1.7449999999999997,1.7924999999999995,1.6833333333333327,1.5749999999999995,1.7066666666666663,1.9711111111111117,1.771187863493685,1.8138523838858787,1.857983748832465,1.7947671765687818,1.8622468654469082,1.7412500962858108,1.7803211677655506,2.298488647258528,1.9077806582833894,1.8811786864176805,1.3322065063520203,1.820252114558056,1.8203241099671812,1.8240521194251573,1.7995323303337982,1.8406135762070959,1.6802021779691085,1.8154244386261513,1.93933327169233,2.3174234005031615
2019-04-29,1.0949166666666668,3.2278894927536235,1.7547916666666663,1.8066666666666662,1.7002777777777773,1.583333333333333,1.7136111111111108,1.9776388888888894,1.7792249778139395,1.8222768066007053,1.8664268438422513,1.8052945110085408,1.8701641859753693,1.7490558381538548,1.7906434932466393,2.3123314900750955,1.9152089788528281,1.8891141671417335,1.3287528261517398,1.8302127262393024,1.830281471968319,1.8333165513040433,1.8091383503934264,1.8492128697874177,1.6851892411285039,1.8227382624998207,1.950097475770785,2.3312927979040046
2019-04-30,0.8829583333333334,3.7211594202898546,1.9822916666666661,2.131979166666666,2.0897222222222216,1.7766666666666668,1.874722222222222,2.1311111111111107,1.9642756942569166,2.0160226095343257,2.0625446977701665,2.04793502876884,2.054407287373405,1.9286145964631138,2.0283893552942756,2.631779645509086,2.088660940930612,2.073889181844441,1.2472913646373593,2.060268703244121,2.06037087707615,2.047915965577284,2.0316130726658037,2.0488061460332108,1.7993337054800054,1.9908782214044467,2.198768226850218,2.6511743718524894
2019-05-01,0.8179583333333333,3.7644384057971014,2.036458333333333,2.121458333333333,2.0861111111111117,1.8106250000000004,1.9079166666666663,2.2081481481481484,1.9706477483526286,2.017677830257375,2.1073743750423453,2.0613109732098134,2.1041684363936084,1.9312475161684395,2.0378116323090687,2.657444830827342,2.1488925390743967,2.126298818790354,1.2046560304537102,2.083548341516671,2.0860556211517687,2.083463968525458,2.067585835265144,2.0908964108844255,1.7890641729666714,1.9912095799205058,2.224468590669779,2.6730340387570752
2019-05-02,0.9457499999999998,3.800516304347825,2.069375,2.1563541666666666,2.1475000000000004,1.7095833333333337,1.9406944444444443,2.2179166666666665,2.0160201420627955,2.067455076698325,2.12068516178865,2.099529127088214,2.115748680156583,1.980933247501666,2.080264071523034,2.6863889573818196,2.159953707853395,2.13817615269062,1.3065606409409263,2.1114750188154523,2.1119642621331787,2.0995487232980987,2.083100011882403,2.1031716145733674,1.8533341385614108,2.0440633997129893,2.2380660669444707,2.7085106864891095
2019-05-03,1.25275,3.768297101449275,2.0506249999999997,2.181354166666667,2.084027777777777,1.7045833333333333,2.02875,2.242638888888889,2.0810330046412613,2.1368434782996526,2.149878751694552,2.124837306020619,2.149622265250475,2.049810775226881,2.11085045840806,2.6997857630746025,2.1893335231385365,2.167570074355733,1.5359800725123187,2.1377571529197184,2.135783327709273,2.1239269825679545,2.098321547242605,2.1325286258984013,1.9683530547374815,2.129141631667926,2.2625919252339153,2.7271145498713203
2019-05-04,1.0400000000000003,3.5591304347826087,1.9500000000000002,2.0393749999999997,1.946666666666667,1.8100000000000005,1.923333333333333,2.1467129629629635,1.9497293739487813,1.9943280901673717,2.0603889011125185,2.0044917986262942,2.0619393958015713,1.9142200063565795,1.9851032366237282,2.557704277533806,2.0979071237493,2.07772887210643,1.3473498175491772,2.0305174968707127,2.031735426686058,2.034211475779878,2.012811219654633,2.0463303470309495,1.81334847236074,1.982489440579956,2.16748181144527,2.5735188531484225
2019-05-05,1.0400000000000003,3.5591304347826087,1.9500000000000002,2.0250000000000004,1.946666666666667,1.8100000000000005,1.923333333333333,2.0711111111111116,1.9418948790911914,1.987734828927308,2.0299569005197555,1.9965412456198464,2.026282622120621,1.907222170971434,1.9779533115606616,2.5514356251897166,2.04644378362639,2.037134789499466,1.3451062215530845,2.0193713825123627,2.0203226839971555,2.017764851361633,2.0031056751712693,2.0209847549740654,1.8079732712363699,1.976219316199843,2.158635747550644,2.567885087141387
2019-05-06,1.0567916666666668,3.578251811594203,1.9566666666666666,2.0342708333333337,1.9552777777777781,1.8227083333333338,1.9301388888888884,2.0783796296296297,1.9536087024523936,2.000038797486632,2.0389119880666655,2.0070400154193417,2.0348134307212664,1.9190060099995883,1.9886965124734703,2.565085697794039,2.0545381727241656,2.045663195501578,1.3604005220738635,2.0295173909282447,2.0302760240956665,2.027170361768433,2.0123062726332024,2.030047021276143,1.821156009626245,1.989128827096064,2.1699374479704816,2.5819309511927333
2019-05-07,1.4462916666666665,4.02973731884058,2.1139583333333327,2.2537499999999997,2.159166666666667,2.1172916666666675,2.0906944444444444,2.2487962962962964,2.228162943242254,2.288571886223808,2.2489965906790674,2.2537121561938775,2.2349287505704263,2.1951537711143665,2.2410497348083567,2.8864070602718583,2.244378658239751,2.2457055785451714,1.716150126175206,2.267786425090199,2.264035004584219,2.2479112499857656,2.2283001576666903,2.242634368257326,2.12944358550805,2.2915588356070673,2.4352244705988824,2.9126041002254683
2019-05-08,1.5271250000000003,4.2912228260869565,2.2008333333333328,2.3942708333333336,2.2894444444444453,2.1677083333333336,2.1806944444444443,2.3194444444444446,2.344316532447987,2.4140612468255345,2.3403720913259978,2.370456626509153,2.3214354969023194,2.311114616096599,2.359343093522943,3.051495809537855,2.325209827207071,2.3317105548302335,1.8105221564712441,2.3776876055337475,2.3720472919600906,2.3461869374094464,2.3256782894551757,2.33493044889225,2.245773901660951,2.416683587550485,2.554865467139302,3.0835003610399805
2019-05-09,1.6460833333333333,4.118432971014492,2.1024999999999996,2.315416666666667,2.1959722222222227,2.1116666666666672,2.1165277777777773,2.2275462962962957,2.2965668417910745,2.3665847601083443,2.2610651114369165,2.301783327851622,2.241664926396023,2.267876342072945,2.295065982461446,2.947816006757205,2.2405111303851473,2.249828990094543,1.875345143492172,2.3048394016639633,2.2973542935995703,2.2686546102364114,2.2454879718414817,2.256838241266495,2.23015452724648,2.3773250343018995,2.474863883001842,2.9820150915886394
2019-05-10,1.6618749999999998,4.08580615942029,2.039791666666666,2.2066666666666657,2.09861111111111,2.029166666666667,2.033472222222222,2.1664814814814815,2.240103788380163,2.311356743872645,2.193006181821563,2.232432710797951,2.173143103302303,2.21221745971214,2.2272259215840475,2.890596763137302,2.1752130629238295,2.1830107951772937,1.8682421039633021,2.2361971002698664,2.2282471319371737,2.1992421393297947,2.175957421289783,2.1876117825944315,2.189270778625418,2.329521536611861,2.406730300828842,2.927378201103402
2019-05-11,1.4520000000000002,3.8193478260869567,1.9199999999999995,2.129999999999999,1.9899999999999993,1.8949999999999996,1.9600000000000002,2.0599999999999996,2.09345701909552,2.1590480108513996,2.0765268173000937,2.1004749427302603,2.062354786949992,2.0649348891400234,2.0926930870032656,2.713841315967007,2.0651025324714425,2.0698460660335436,1.6771401631273941,2.1072430611373743,2.1008898253424726,2.0778138752202127,2.0534505216268113,2.071105104587294,2.024984418552243,2.1676512433291633,2.2671867914976134,2.7453099569086477
2019-05-12,1.4520000000000002,3.8193478260869567,1.9199999999999995,2.129999999999999,1.9899999999999993,1.8949999999999996,1.9600000000000002,2.0599999999999996,2.09345701909552,2.1590480108513996,2.0765268173000937,2.1004749427302603,2.062354786949992,2.0649348891400234,2.0926930870032656,2.713841315967007,2.0651025324714425,2.0698460660335436,1.6771401631273941,2.1072430611373743,2.1008898253424726,2.0778138752202127,2.0534505216268113,2.071105104587294,2.024984418552243,2.1676512433291633,2.2671867914976134,2.7453099569086477
2019-05-13,1.4520000000000002,3.8193478260869567,1.9199999999999995,2.129999999999999,1.9899999999999993,1.8949999999999996,1.9600000000000002,2.0599999999999996,2.09345701909552,2.1590480108513996,2.0765268173000937,2.1004749427302603,2.062354786949992,2.0649348891400234,2.0926930870032656,2.713841315967007,2.0651025324714425,2.0698460660335436,1.6771401631273941,2.1072430611373743,2.1008898253424726,2.0778138752202127,2.0534505216268113,2.071105104587294,2.024984418552243,2.1676512433291633,2.2671867914976134,2.7453099569086477
2019-05-14,1.4627500000000002,3.8392572463768113,1.9329166666666662,2.148333333333333,2.009861111111111,1.9056249999999997,1.9708333333333332,2.070694444444444,2.108001724913466,2.1741311508300147,2.08897662476277,2.1158123684106807,2.074246961499305,2.079622791482313,2.108199153243503,2.730263655974519,2.0765940464084793,2.081805976774462,1.6892204877706227,2.121614768851916,2.115103704048697,2.0910098698628614,2.0667465793336497,2.0836382878234896,2.0391439378718514,2.182293569811361,2.2815603556681885,2.7620808179162224
2019-05-15,1.712875,4.293949275362321,2.216875,2.554375,2.4515277777777773,2.137083333333334,2.206805555555555,2.304027777777778,2.4335942065760285,2.5126084800660573,2.3632530943153562,2.4574404974691646,2.335476371973539,2.408682030770167,2.4540539692156167,3.0995930266009557,2.3285138091941873,2.3446472889402554,1.966258020317729,2.4408186057207546,2.4304901541664012,2.382580970392171,2.360399658127913,2.3598047149307835,2.358623770383885,2.5117958277999493,2.601368373100128,3.139975066919183
2019-05-16,1.7661250000000002,4.213170289855073,1.9147916666666664,2.1930208333333336,2.1005555555555553,1.8356249999999998,1.9030555555555557,2.0136111111111115,2.2232413667165556,2.3133493818401747,2.0840636599637383,2.197816092530935,2.0516161953118326,2.202081518897849,2.20209806582725,2.9021994267567313,2.0430031167198193,2.062073684899901,1.937259673560532,2.176871971938275,2.1624398127115283,2.105889256341751,2.0787719562641174,2.079847245697766,2.209548084185289,2.3387017952695746,2.349926106691886,2.954821747225314
2019-05-17,1.4403333333333332,4.048052536231885,1.9070833333333335,2.1409374999999993,2.0315277777777774,1.7383333333333328,1.8931944444444444,2.016296296296296,2.101615603199805,2.1808695975993917,2.042796845751747,2.1080165415518883,2.0205194378519375,2.0745553996790647,2.1038659809733455,2.788387107945084,2.023964975351414,2.031869456419079,1.6750615661815391,2.1013758879246214,2.092058951252846,2.0517874689454705,2.0277436763317955,2.0356983966217497,2.03983150962526,2.1911894363230493,2.2654071466435592,2.8310751640038387
2019-05-18,0.7579999999999999,3.7482608695652173,1.84,1.9899999999999998,1.9133333333333329,1.8150000000000002,1.8133333333333335,1.9311111111111114,1.8595789165842862,1.9145875809002075,1.9401057741886842,1.9328435014437984,1.9275466559833299,1.8196104847109613,1.9116641201353732,2.578320462474524,1.9322462020266462,1.9354722105923976,1.130160545947023,1.9527598645594397,1.9528373208490521,1.9426064380900747,1.9300724741210928,1.9361647064227752,1.6944645491557728,1.8958362316799713,2.1260070319197397,2.595822266176346
2019-05-19,0.7579999999999999,3.7482608695652173,1.84,1.9899999999999998,1.9133333333333329,1.8150000000000002,1.8133333333333335,1.9311111111111114,1.8595789165842862,1.9145875809002075,1.9401057741886842,1.9328435014437984,1.9275466559833299,1.8196104847109613,1.9116641201353732,2.578320462474524,1.9322462020266462,1.9354722105923976,1.130160545947023,1.9527598645594397,1.9528373208490521,1.9426064380900747,1.9300724741210928,1.9361647064227752,1.6944645491557728,1.8958362316799713,2.1260070319197397,2.595822266176346
2019-05-20,0.7422083333333331,3.757644927536231,1.8395833333333333,1.9901041666666663,1.9127777777777772,1.8158333333333334,1.8123611111111113,1.930324074074074,1.856961450242022,1.9120898716966097,1.9395548593286835,1.931599673658093,1.9269675821122134,1.8165697868031718,1.9100689095839138,2.5809910796498094,1.9315876115019437,1.9348745920777781,1.1186819943639554,1.9519391731296776,1.9521324384843206,1.9421326204264777,1.9297302850684723,1.935666599083885,1.6894230473685927,1.892797638561681,2.1264713390556658,2.598313548865056
2019-05-21,0.40629166666666644,3.975615942028985,1.8272916666666663,1.9915625000000001,1.8993055555555547,1.8306249999999997,1.7883333333333329,1.9090277777777775,1.801842219016316,1.8604836642936828,1.925573349009784,1.9049357300212753,1.9118614653800572,1.7523559530245665,1.8760957747166445,2.6440954995130936,1.9141607400101015,1.9193196698436972,0.8749363281573381,1.933887954725102,1.9363507558798412,1.9304778827057953,1.9207648593759834,1.9229372851439295,1.5834242080487133,1.8301536246367955,2.137460514766949,2.6582070025067006
2019-05-22,1.0379583333333335,4.022536231884056,1.7649999999999997,1.9711458333333332,1.884722222222222,1.731666666666667,1.750555555555555,1.8359722222222221,1.9199699858540389,1.9960300842694594,1.896069339342418,1.9506639010886215,1.8713561519558166,1.8853122988965108,1.9396893352289206,2.6825792049399864,1.86227022710468,1.8782836192858547,1.3440000542103434,1.953683750201272,1.947036418247825,1.9137427680877948,1.8961762393477302,1.894318306252377,1.8141233361510352,1.9980122944371346,2.145183172561501,2.7177210419922524
2019-05-23,1.1330416666666667,3.9720380434782623,1.7641666666666664,1.9972916666666665,1.9170833333333335,1.7660416666666663,1.7625,1.8428240740740738,1.948620932916622,2.02427986240536,1.9091654924268968,1.9738929162227232,1.883505606029847,1.9167741564390786,1.9653025842891445,2.678971462312148,1.8723987777098674,1.889939055311546,1.41728900566456,1.9721905456164086,1.9643716681955166,1.9281113498053564,1.9088538859962465,1.9079401267360279,1.8548997509671326,2.027701351818486,2.1579914593695353,2.714736289849724
2019-05-24,1.2018333333333335,3.987047101449275,1.7354166666666666,1.9872916666666671,1.9193055555555558,1.6681249999999999,1.7341666666666666,1.7711111111111109,1.9448462529064716,2.026614362029313,1.8643357094872985,1.9617569586159074,1.8336702374757274,1.9165865218140745,1.95725187912933,2.6709842759968194,1.814302017531412,1.8384124533690769,1.463808132977431,1.9500562513812423,1.940006095144176,1.8925823527936603,1.8747760863651437,1.864813781485109,1.869479860521302,2.033462965961006,2.1309350502165247,2.7129272219470812
