MESA_CAL_20_hydro,OWENS_G_20_hydro,MC_CALL_20_hydro,TESLA_20_hydro,ROUND_MT_20_hydro,COTWDWAP_20_hydro,RNCHSECO_20_hydro,SUMMIT_20_hydro,CANAD_G1_20_hydro,COULEE_20_hydro,DALLES21_20_hydro,HANFORD_20_hydro,JOHN_DAY_20_hydro,MALIN_20_hydro,NORTH_G3_20_hydro,WCASCADE_20_hydro
1165.8,96,533.3060972,1423.756961,1957.244068,1110.700679,599,221.9,7053.49622,2884.410317,2246.8,4953,2554.399015,753.2,723,499
1165.8,96,403.2,1073.356961,1594.895531,1072.235683,599,221.9,6173.29622,2593,2539,4691.636277,2921.599015,851,723,499
1127,96,403.2,722.9569614,1723.036486,915.0356832,599,221.9,6286.211519,2593,2486.681484,4953,2554.399015,851,723,499
993.2,96,403.2,1068.558123,1502.084141,757.8356832,599,221.9,5406.011519,2593,2310.830627,4384.2,2844.027269,851,723,499
898.2,96,403.2,1418.958123,1461.074537,600.6356832,599,221.9,6032.3523,2605.68279,2018.630627,4083.883208,2476.827269,851,723,499
1032,96,561.7977061,1769.358123,1505.089336,724.7560199,599,196.1,6535.851385,3901.68279,1726.430627,4384.2,2109.627269,753.2,723,442
1165.8,96,763.3977061,2119.758123,1612.277168,881.9560199,599,221.9,7416.051385,5197.68279,2018.630627,4953,2249.98948,655.4,1084.8,439.5
1165.8,96,964.9977061,2470.158123,1628.354288,1039.15602,599,221.9,7380.759962,6493.68279,1726.430627,4953,1882.78948,557.6,1023.190098,382.5
1165.8,96,1015.269746,2820.558123,1590.60007,881.9560199,599,221.9,7236.066494,6059.17423,1434.230627,4953,1515.58948,459.8,723,325.5
1165.8,96,813.6697462,2718.295095,1337.441137,802.7911113,599,221.9,6355.866494,6219.239389,1142.030627,4488.412026,1472.649515,557.6,723,382.5
1165.8,96,612.0697462,2367.895095,1479.356994,645.5911113,599,221.9,5475.666494,5185,1434.230627,3919.612026,1839.849515,655.4,1041.844199,439.5
1032,96,410.4697462,2017.495095,1189.825828,488.3911113,599,221.9,4595.466494,3889,1726.430627,3350.812026,2207.049515,753.2,723,496.5
898.2,96,403.2,1667.095095,820.2258276,331.1911113,599,213.46,3715.266494,2593,1999.083655,2782.012026,2574.249515,851,723,499
764.4,85.2,403.2,1316.695095,739.2,314,530,187.66,3341.641102,2593,1706.883655,2213.212026,2207.049515,753.2,723,442
630.6,74.4,403.2,966.2950947,739.2,314,461,161.86,3428.441102,2593,1414.683655,1644.412026,1839.849515,814.8500037,723,385
496.8,63.6,403.2,701,739.2,314,392,136.06,3639.221363,2593,1423.789049,1139,2207.049515,851,723,442
363,52.8,403.2,701,739.2,314,323,110.26,3491.780812,2593,1354.462489,1139,2459.6,851,723,487.9832652
268,42,413.6,967.0901708,860.1944592,314,254,134.415,3032.580812,2593,1646.662489,1139,2826.8,851,723,499
268,31.2,437.1,1317.490171,832.5339169,314,185,160.215,3269.043726,2593,1938.862489,1673.062658,3194,851,723,499
268,22.22857143,403.2,967.0901708,983.6040773,462.1449111,141.1428571,186.015,4149.243726,3889,2051.800125,2241.862658,3020.822169,851,1084.8,499
280.9333333,33.02857143,403.2,701,739.2,619.3449111,210.1428571,211.815,5029.443726,5185,1832.560608,2810.662658,2653.622169,753.2,1446.6,442
414.7333333,43.82857143,403.2,701,739.2,776.5449111,279.1428571,221.9,5909.643726,6481,1540.360608,3379.462658,2286.422169,655.4,1717.260581,385
548.5333333,54.62857143,403.2,701,739.2,933.7449111,348.1428571,221.9,6789.843726,6355.42465,1832.560608,3948.262658,2382.687992,753.2,1446.6,442
682.3333333,65.42857143,403.2,810.0437514,739.2,1090.944911,417.1428571,221.9,6972.130746,6149.891217,1540.360608,4517.062658,2015.487992,655.4,1084.8,385
816.1333333,76.22857143,403.2,952.2805841,739.2,1248.144911,486.1428571,221.9,7026.644292,5685.479983,1267.139509,4953,1648.287992,557.6,723,328
949.9333333,87.02857143,403.2,1092.767405,783.4708596,1368,555.1428571,221.9,6992.285933,4661.34667,1559.339509,4953,1281.087992,539.1645592,723,334.1680612
898.2,96,494.4636364,1128.937725,1153.07086,1348.765267,599,221.9,6889.632986,3420.29446,1851.539509,4953,1648.287992,636.9645592,723,391.1680612
764.4,85.2,696.0636364,1028.451663,1478.4,1191.565267,530,221.9,6586.098994,2836.84684,2143.739509,4384.2,2015.487992,734.7645592,959.1248325,448.1680612
898.2,74.4,897.6636364,1158.59499,1108.8,1053.6,461,221.9,5894.6,4132.84684,1851.539509,3815.4,1648.287992,636.9645592,1320.924832,391.1680612
1032,85.2,1099.263636,1381.723353,739.2,1210.8,530,221.9,6774.8,5428.84684,1559.339509,4384.2,1281.087992,539.1645592,1682.724832,334.1680612
1165.8,96,1300.863636,1732.123353,739.2,1368,599,221.9,7655,6724.84684,1851.539509,4953,1464.071185,441.3645592,2044.524832,277.1680612
1165.8,96,1502.463636,2082.523353,739.2,1368,599,221.9,7151.20597,8020.84684,1559.339509,4953,1096.871185,343.5645592,1682.724832,220.1680612
1165.8,96,1704.063636,2192.418624,739.2,1368,599,221.9,7560.328286,8019.215184,1267.139509,4953,734,245.7645592,1534.286357,163.1680612
1165.8,96,1502.463636,1842.018624,739.2,1368,599,221.9,7379.105949,6723.215184,1559.339509,4953,1101.2,343.5645592,1274.2289,220.1680612
1165.8,96,1300.863636,1491.618624,1108.8,1368,599,221.9,6958.924042,5427.215184,1851.539509,4384.2,1468.4,441.3645592,1446.6,277.1680612
1032,85.2,1099.263636,1141.218624,739.2,1210.8,530,221.9,6078.724042,4131.215184,1559.339509,3815.4,1281.369323,539.1645592,1084.8,334.1680612
898.2,74.4,897.6636364,1491.618624,1108.8,1053.6,461,196.1,5198.524042,2835.215184,1267.139509,3246.6,914.1693231,544.3398455,723,277.1680612
764.4,63.6,696.0636364,1141.218624,1372.058951,896.4,392,170.3,4318.324042,2593,1168.4,3815.4,805.5335959,446.5398455,723,220.1680612
630.6,52.8,494.4636364,790.8186242,1352.031269,739.2,323,144.5,3438.124042,2593,876.2,3650.824235,734,348.7398455,723,163.1680612
496.8,42,403.2,701,1108.8,582,254,118.7,2772.981876,3717.019055,584,3614.192876,734,250.9398455,1084.8,115
363,31.2,403.2,701,739.2,424.8,185,92.9,2785.41238,3848.991016,876.2,3045.392876,1101.2,293.8,723,172
268,22,403.2,701,945.467556,314,138,67.1,3148.178956,5144.991016,584,3246.6,734,196,1084.8,115
268,22,604.8,1051.4,1315.067556,314,138,92.9,4028.378956,6440.991016,876.2,3815.4,1101.2,293.8,1446.6,172
401.8,32.8,806.4,1401.8,1684.667556,471.2,207,118.7,4908.578956,7736.991016,1168.4,4384.2,1468.4,391.6,1808.4,229
535.6,43.6,1008,1752.2,2054.267556,628.4,276,144.5,5788.778956,9032.991016,1460.6,4953,1835.6,489.4,2170.2,286
419.300982,51.164527,1209.6,2102.6,2423.867556,785.6,345,170.3,6668.978956,9391.296065,1683.078914,4384.2,1589.153032,587.2,2421.4,343
444.9626698,40.364527,1411.2,2453,2197.671747,942.8,414,196.1,6782.916047,8095.296065,1620.567783,4953,1221.953032,589.5618245,2783.2,286
578.7626698,51.164527,1612.8,2803.4,1866.826524,1100,483,221.9,7475.798482,6799.296065,1811.508424,4953,854.7530323,687.3618245,3145,229
712.5626698,55.36203223,1753.9,3049.4,1513.672972,1257.2,503.8888889,221.9,7646.803658,6038.696896,2067.988298,4953,734,605.0333865,3145,213.8879592
751.4433123,44.56203223,1753.9,3049.4,1883.272972,1215.297788,434.8888889,206.3333333,7352.828658,5813.528236,1897.942717,4953,1101.2,507.2333865,2919.733333,270.8879592
617.6433123,33.76203223,1753.9,3049.4,1650.046826,1202.187776,365.8888889,180.5333333,7509.399181,6256.529146,1605.742717,4701.565518,834.6370279,470.8237552,2557.933333,327.8879592
615.0124384,44.56203223,1753.9,3049.4,1280.446826,1044.987776,296.8888889,154.7333333,7655,6708.844861,1313.542717,4132.765518,1201.837028,373.0237552,2196.133333,286
748.8124384,55.36203223,1753.9,3049.4,1650.046826,887.7877765,227.8888889,128.9333333,6774.8,7849.126646,1105.357108,3563.965518,1569.037028,275.2237552,1834.333333,229
882.6124384,66.16203223,1552.3,2699,2019.646826,1044.987776,296.8888889,154.7333333,6774.8,8917.068039,1397.557108,2995.165518,1936.237028,373.0237552,1472.533333,286
1016.412438,76.96203223,1753.9,3049.4,2389.246826,1202.187776,365.8888889,180.5333333,7655,10213.06804,1689.757108,3563.965518,2303.437028,470.8237552,1834.333333,343
1150.212438,87.76203223,1746.995455,3049.4,2019.646826,1044.987776,296.8888889,206.3333333,7655,11097.64279,1981.957108,2995.165518,2670.637028,568.6237552,1472.533333,400
1016.412438,76.96203223,1545.395455,3049.4,1650.046826,887.7877765,227.8888889,180.5333333,7144.310952,10836.55122,1752.8,3563.965518,2303.437028,470.8237552,1834.333333,343
882.6124384,66.16203223,1343.795455,2864.690688,1478.4,730.5877765,207,154.7333333,6264.110952,10612.48885,1460.6,4132.765518,1936.237028,373.0237552,2196.133333,286
748.8124384,55.36203223,1142.195455,2514.290688,1108.8,628.4,276,128.9333333,5383.910952,9316.48885,1168.4,4441.288623,1569.037028,391.6,1834.333333,229
615.0124384,44.56203223,940.5954546,2163.890688,739.2,471.2,207,103.1333333,4503.710952,8020.48885,876.2,3872.488623,1201.837028,293.8,1472.533333,172
481.2124384,33.76203223,738.9954546,1813.490688,739.2,314,138,77.33333333,3623.510952,6724.48885,584,3303.688623,834.6370279,196,1110.733333,115
347.4124384,22.96203223,537.3954546,1463.090688,750.124282,314,138,51.53333333,3121.877249,5428.48885,876.2,2734.888623,734,196,748.9333333,115
268,22,403.2,1112.690688,1003.03063,314,138,51,2664.309795,4398.879568,1168.4,2695.907137,734,196,723,115
268,22,403.2,762.2906879,1364.120832,314,138,51,1784.109795,4245.264228,1182.528447,3264.707137,734,196,723,115
363,22,403.2,701,1026.460682,314,138,51,1965.921363,4036.906452,1368.498125,3580.063079,734,196,723,157
496.8,22,604.8,1051.4,1396.060682,314,207,51,2846.121363,5332.906452,1534.368117,3246.6,818.4409179,293.8,1034.974288,214
630.6,32.8,806.4,1401.8,1765.660682,471.2,276,76.8,3726.321363,6628.906452,1538.959199,3815.4,1185.640918,391.6,1396.774288,271
764.4,43.6,1008,1752.2,2135.260682,628.4,345,102.6,4606.521363,7924.906452,1615.050733,4384.2,1552.840918,489.4,1758.574288,328
898.2,54.4,1209.6,2102.6,2504.860682,785.6,414,128.4,5486.721363,9220.906452,1732.244738,4953,1920.040918,587.2,2120.374288,385
1032,48.47932259,1411.2,2453,2411.325623,942.8,483,154.2,6366.921363,8117.418169,1857.992626,4384.2,2287.240918,685,2482.174288,442
1165.8,37.67932259,1612.8,2803.4,2222.913604,1100,552,180,5680.592135,6821.418169,2150.192626,4900.676583,1920.040918,782.8,2592.542176,499
1165.8,26.87932259,1753.9,3049.4,2172.092569,952.0955467,599,166.7333333,6560.792135,5811.734676,2182.696377,4953,1552.840918,851,2954.342176,499
1165.8,22,1753.9,3049.4,2034.165979,794.8955467,599,140.9333333,7440.992135,5296.488621,2120.078057,4953,1185.640918,851,2592.542176,442
1165.8,31.2,1753.9,3049.4,1935.974133,669.172701,599,128.4,7499.869408,4769.302239,2093.97318,4953,931.5060547,851,2230.742176,477
1165.8,42,1753.9,3049.4,1566.374133,511.972701,571.4,102.6,6783.056294,4431.385692,2118.568566,4953,1298.706055,753.2,1868.942176,420
1165.8,52.8,1753.9,2893.778299,1674.044539,354.772701,502.4,76.8,5902.856294,5002.366673,2057.436135,4532.512184,1665.906055,655.4,1507.142176,363
1165.8,63.6,1576.064305,2543.378299,2043.644539,511.972701,433.4,102.6,5894.6,5301.191087,1973.661463,3963.712184,2033.106055,557.6,1145.342176,328
1032,74.4,1552.3,2699,2413.244539,669.172701,502.4,128.4,6774.8,6460.348722,2186.131966,3394.912184,2400.306055,655.4,1084.8,385
1165.8,85.2,1753.9,3049.4,2782.844539,826.372701,571.4,154.2,7655,7756.348722,2031.790097,3963.712184,2767.506055,753.2,1446.6,442
1165.8,96,1593.173373,3049.4,2946.939331,983.572701,599,180,7655,8830.113418,1946.587322,3394.912184,3134.706055,851,1084.8,499
1165.8,96,1391.573373,3049.4,2577.339331,942.8,530,154.2,7370.133656,8033.568556,2066.655335,3963.712184,2767.506055,811.88,1446.6,442
1165.8,85.2,1189.973373,2853.842834,2207.739331,785.6,461,128.4,6489.933656,7917.755988,2023.719349,4532.512184,2400.306055,714.08,1808.4,385
1057.262521,74.4,988.3733734,2503.442834,1838.139331,628.4,392,102.6,5609.733656,6621.755988,1792.462136,4058.924052,2033.106055,616.28,1446.6,328
923.4625205,63.6,786.7733734,2153.042834,1468.539331,471.2,323,76.8,4729.533656,5325.755988,1883.451446,3490.124052,1665.906055,518.48,1084.8,271
789.6625205,52.8,585.1733734,1802.642834,1355.589339,314,254,51,3849.333656,4029.755988,1839.353958,2921.324052,1298.706055,420.68,723,214
655.8625205,42,403.2,1452.242834,1360.693886,314,185,51,2969.133656,2733.755988,1557.334753,2354.206099,1665.906055,322.88,723,157
522.0625205,31.2,403.2,1101.842834,1435.934052,314,138,51,2088.933656,2593,1460.6,1886.450485,1835.6,267.6837794,723,214
388.2625205,22,403.2,751.4428344,1066.334052,314,138,51,2239.01217,3308.18815,1168.4,2109,1468.4,293.8,723,172
268,22,403.2,701,739.2,314,138,51,2040.894001,4604.18815,876.2,2677.8,1101.2,196,723,115
268,22,403.2,957.9836032,1108.8,314,138,51,2920.495454,5900.18815,584,3246.6,734,196,1084.8,115
401.8,29.33544129,604.8,1308.383603,1478.4,471.2,207,76.8,3800.695454,7196.18815,876.2,3815.4,1101.2,293.8,1446.6,172
535.6,40.13544129,806.4,1658.783603,1848,628.4,276,102.6,4680.895454,8492.18815,1168.4,4384.2,1468.4,391.6,1808.4,229
669.4,50.93544129,1008,2009.183603,2217.6,785.6,345,128.4,5561.095454,9788.18815,1460.6,4953,1835.6,489.4,2170.2,286
803.2,61.73544129,1209.6,2359.583603,2587.2,942.8,414,154.2,6182.085611,8492.18815,1701.751647,4953,1468.4,587.2,2532,343
937,72.53544129,1411.2,2709.983603,2329.664994,1100,483,180,6395.042446,7196.18815,1895.367384,4953,1101.2,685,2352.86245,400
1070.8,83.33544129,1612.8,3049.4,2114.106656,1257.2,552,205.8,7275.242446,5900.18815,1844.979399,4953,734,782.8,2364.872307,406
937,72.53544129,1611.542962,3049.4,1976.322834,1262.162107,599,180,7413.666517,4604.18815,2137.179399,4953,975.8986912,779.2836221,2224.382197,463
883.2274535,61.73544129,1409.942962,3049.4,2033.663659,1104.962107,588,170.3,7198.566735,3308.18815,2250.243047,4953,1343.098691,681.4836221,2493.513841,406
1017.027453,72.53544129,1208.342962,3049.4,1913.049108,947.7621073,519,196.1,6910.73534,3948.867369,1958.043047,4728.291045,1249.372415,583.6836221,2131.713841,349
883.2274535,61.73544129,1308.425288,3049.4,1543.449108,790.5621073,450,170.3,6030.53534,4344.340837,2250.243047,4159.491045,1616.572415,681.4836221,1769.913841,406
764.4,63.6,1106.825288,3049.4,1854.132557,633.3621073,381,144.5,5150.33534,5640.340837,1958.043047,3590.691045,1983.772415,583.6836221,1408.113841,349
898.2,74.4,1261.880134,2726.629207,2223.732557,476.1621073,450,170.3,5958.281291,6936.340837,1665.843047,3021.891045,2350.972415,681.4836221,1046.313841,400
1032,85.2,1463.480134,3049.4,2593.332557,633.3621073,519,196.1,6838.481291,8232.340837,1958.043047,3590.691045,2718.172415,779.2836221,1408.113841,457
1165.8,96,1261.880134,3049.4,2484.118928,476.1621073,483,221.9,7364.483189,9528.340837,1665.843047,3021.891045,3085.372415,681.4836221,1084.8,400
1068.106016,91.80911742,1060.280134,3049.4,2114.518928,318.9621073,414,196.1,7147.971331,8802.444818,1373.643047,3590.691045,2718.172415,583.6836221,1446.6,343
934.3060156,81.00911742,1008,2829.785168,1744.918928,348.0470116,345,170.3,6267.771331,8157.976272,1081.443047,4159.491045,2350.972415,485.8836221,1808.4,286
800.5060156,70.20911742,806.4,2479.385168,1375.318928,505.2470116,276,144.5,5387.571331,6861.976272,1168.4,4608.538353,1983.772415,391.6,1446.6,229
666.7060156,59.40911742,604.8,2128.985168,1005.718928,348.0470116,207,118.7,4507.371331,5565.976272,876.2,4039.738353,1616.572415,293.8,1084.8,172
532.9060156,48.60911742,403.2,1778.585168,1375.318928,314,138,92.9,3627.171331,4269.976272,584,3470.938353,1249.372415,196,723,115
399.1060156,37.80911742,403.2,2050.539324,1599.80407,471.2,207,104.7333333,2746.971331,3510.83387,584,2902.138353,882.1724148,196,723,115
268,27.00911742,403.2,1700.139324,1650.187756,314,254,78.93333333,2031.084554,4539.227515,584,2333.338353,734,196,723,115
268,22,403.2,1349.739324,1592.296931,314,323,53.13333333,2911.284554,3910.767465,876.2,1764.538353,734,196,723,115
268,22,403.2,1195.181501,1864.942801,471.2,392,51,3034.436121,4279.144191,604.9018873,1195.738353,734,196,723,115
401.8,32.8,406.7857217,1545.581501,2234.542801,628.4,461,76.8,3914.636121,4415.170597,897.1018873,1139,1073.628316,196,723,157
535.6,43.6,608.3857217,1895.981501,2604.142801,785.6,530,102.6,4794.836121,5711.170597,1189.301887,1707.8,1358.735617,264.2,1084.8,214
669.4,54.4,809.9857217,2246.381501,2973.742801,942.8,599,128.4,5675.036121,7007.170597,1481.501887,2276.6,1725.935617,362,1446.6,271
803.2,65.2,1011.585722,2596.781501,3215.5,1100,599,154.2,6555.236121,8303.170597,1773.701887,2845.4,2093.135617,459.8,1808.4,328
937,76,1213.185722,2947.181501,2954.295254,1257.2,599,180,7411.315555,7007.170597,2065.901887,2276.6,2460.335617,557.6,2160.871078,385
898.2,80.19088258,1364.330498,3049.4,2737.547492,1100,530,205.8,7390.530559,7378.516573,2071.095075,1707.8,2827.535617,655.4,1799.071078,442
1032,90.99088258,1565.930498,3049.4,2710.660766,942.8,461,221.9,7370.869274,6082.516573,2153.969249,1904.974431,3194,753.2,2160.871078,499
1165.8,96,1380.982758,2950.946512,2692.261591,785.6,392,221.9,7338.858896,4786.516573,2250.140949,2298.926984,3194,851,1799.071078,499
1165.8,96,1571.153799,2600.546512,2496.215043,628.4,323,221.9,7316.530735,3560.206074,2340.632697,2867.726984,3194,851,1449.366516,499
1122.097995,85.2,1688.260289,2699,2582.726462,471.2,254,221.9,7299.53643,4856.206074,2233.127959,2443.88045,3194,814.2727273,1087.566516,499
988.2979948,74.4,1550.955262,2348.6,2566.76313,314,275.4532056,221.9,7302.044538,6152.206074,2089.736796,1875.08045,2826.8,716.4727273,936.1032194,442
854.4979948,63.6,1349.355262,1998.2,2476.3,419.6444444,344.4532056,221.9,7057.311277,7448.206074,1993.032341,1444.839464,2459.6,618.6727273,723,385
898.2,74.4,1550.955262,2348.6,2845.9,576.8444444,413.4532056,196.1,7012.715566,8744.206074,1700.832341,2013.639464,2092.4,520.8727273,811.8451463,328
1032,85.2,1752.555262,2699,3215.5,734.0444444,482.4532056,221.9,7655,10040.20607,1408.632341,2582.439464,1725.2,423.0727273,1173.645146,271
1165.8,96,1753.9,3049.4,3215.5,891.2444444,529.1871776,221.9,7655,11110.50718,1116.432341,3151.239464,1358,325.2727273,811.8451463,214
1165.8,96,1652.192503,3049.4,3112.837843,1048.444444,530,221.9,7500.072342,9814.507184,1221.288353,3205.301808,1527.644642,423.0727273,1084.8,253.24
1165.8,96,1753.9,2699,2743.237843,1205.644444,599,196.1,7058.290346,8518.507184,1513.488353,2636.501808,1894.844642,520.8727273,1446.6,310.24
1032,85.2,1552.3,2348.6,2373.637843,1048.444444,599,170.3,6178.090346,7222.507184,1805.688353,2067.701808,2262.044642,618.6727273,1084.8,367.24
898.2,74.4,1350.7,1998.2,2004.037843,891.2444444,530,144.5,5297.890346,5926.507184,1743.415514,1498.901808,2003.333127,716.4727273,723,310.24
764.4,63.6,1149.1,1647.8,1640.150896,734.0444444,461,118.7,4417.690346,4630.507184,1451.215514,1139,1636.133127,618.6727273,723,253.24
630.6,52.8,947.5,1297.4,2009.750896,576.8444444,530,92.9,3537.490346,3334.507184,1159.015514,1139,1268.933127,520.8727273,723,196.24
496.8,42,745.9,947,2106.7,419.6444444,461,67.1,3277.247296,2593,1168.4,1139,1468.4,423.0727273,723,229
363,31.2,544.3,842.534272,1737.1,314,461,51,3977.266423,2593,876.2,1139,1101.2,325.2727273,723,172
268,22,403.2,1192.934272,2106.7,471.2,530,76.8,3097.066423,3853.725572,584,1139,734,227.4727273,723,115
401.8,32.8,403.2,1543.334272,2476.3,628.4,599,102.6,3977.266423,4297.2043,779.8438507,1139,990.8,264.2,723,157
535.6,43.6,604.8,1893.734272,2845.9,785.6,530,128.4,4857.466423,5593.2043,1072.043851,1707.8,1358,362,1084.8,214
669.4,54.4,806.4,2244.134272,3215.5,942.8,461,154.2,5737.666423,6889.2043,1364.243851,2276.6,1725.2,459.8,1446.6,271
803.2,65.2,1008,2594.534272,3215.5,1100,392,180,6491.571344,8185.2043,1656.443851,2845.4,2092.4,557.6,1808.4,328
937,76,1209.6,2944.934272,2872.011794,1257.2,323,205.8,6955.408429,6889.2043,1948.643851,2340.984072,2459.6,655.4,2170.2,385
1070.8,86.8,1411.2,3049.4,2502.411794,1368,305.6363636,221.9,7124.490579,5593.2043,2240.843851,2787.860564,2826.8,753.2,1951.231057,442
1089.083582,96,1612.8,3049.4,2132.811794,1368,374.6363636,196.1,7294.519925,4441.351484,2533.043851,3356.660564,3194,851,1589.431057,499
1165.8,96,1753.9,3049.4,1934.664473,1344.523457,443.6363636,221.9,7215.001147,3204.478118,2470.152833,3805.593062,3194,851,1227.631057,499
1165.8,96,1753.9,3049.4,1901.815545,1187.323457,374.6363636,221.9,7145.214183,3658.264261,2177.952833,3236.793062,3093.400831,802.5386364,865.8310566,453.23
1165.8,96,1753.9,3049.4,1825.275788,1030.123457,305.6363636,221.9,7111.235495,4560.622452,1885.752833,2667.993062,2726.200831,704.7386364,723,396.23
1097.143485,96,1753.9,3046.625996,2100.837654,872.9234568,374.6363636,200.95,7096.19137,5225.194557,1593.552833,2099.193062,2359.000831,606.9386364,723,339.23
963.3434851,85.2,1670.775,2696.225996,2470.437654,715.7234568,443.6363636,175.15,6841.983181,6466.440675,1301.352833,1530.393062,1991.800831,509.1386364,723,282.23
898.2,74.4,1469.175,2345.825996,2840.037654,558.5234568,512.6363636,170.3,6801.87963,7762.440675,1009.152833,2099.193062,1624.600831,411.3386364,905.9429831,225.23
1032,85.2,1670.775,2696.225996,3209.637654,715.7234568,581.6363636,196.1,7340.526533,9058.440675,1301.352833,2667.993062,1991.800831,509.1386364,1267.742983,282.23
1165.8,96,1469.175,2667.669622,2941.156408,558.5234568,512.6363636,221.9,7261.654975,10354.44067,1009.152833,3236.793062,1624.600831,411.3386364,1091.907728,225.23
1165.8,96,1267.575,2921.917298,3215.5,715.7234568,443.6363636,221.9,7218.500266,9058.440675,1301.352833,3414.2,1991.800831,509.1386364,792.0567322,282.23
1128.657362,88.3,1065.975,2571.517298,3215.5,785.6,461,196.1,6930.307597,7762.440675,1593.552833,2845.4,2359.000831,489.4,1096.145247,339.23
994.8573621,77.5,864.375,2221.117298,2845.9,628.4,530,170.3,6444.569431,6466.440675,1301.352833,2276.6,2726.200831,391.6,1446.6,282.23
861.0573621,66.7,662.775,1870.717298,2476.3,471.2,599,144.5,5564.369431,5170.440675,1009.152833,1707.8,2359.000831,293.8,1084.8,225.23
727.2573621,55.9,461.175,1520.317298,2106.7,314,599,118.7,4684.169431,3874.440675,716.9528331,1139,1991.800831,196,723,168.23
593.4573621,45.1,403.2,1169.917298,1970.203885,314,532.2352941,92.9,3803.969431,2593,1009.152833,1139,1624.600831,262.3021808,723,115
459.6573621,34.3,403.2,819.5172983,1852.402753,314,463.2352941,67.1,2923.769431,2593,1301.352833,1139,1347.542314,360.1021808,723,115
325.8573621,23.5,403.2,701,1819.501867,314,394.2352941,51,2208.733269,2593,1593.552833,1139,1714.742314,457.9021808,723,172
268,22,403.2,701,1867.02268,314,325.2352941,51,1996.385227,2593,1658.395952,1139,2006.99562,391.6,723,115
268,22,403.2,701,2187.023423,471.2,394.2352941,51,1926.132412,2593,1682.18484,1139,2374.19562,293.8,723,172
268,22,403.2,701,2556.623423,628.4,325.2352941,51,2806.332412,3607.199954,1422.807206,1139,2006.99562,196,723,115
268,22,578,965.0102182,2506.467426,785.6,394.2352941,51,3686.532412,4903.199954,1243.630902,1707.8,1840.648683,196,1084.8,115
268,22,627.1,1315.410218,2475.830828,942.8,325.2352941,76.8,4566.732412,6199.199954,1445.475404,2276.6,2207.848683,196,723,115
268,23.9,736.4125,1665.810218,2632.485144,1100,394.2352941,102.6,5446.932412,7495.199954,1725.737727,2177.370187,2575.048683,247.6872898,777.5008513,115
268,22,534.8125,1565.70369,3002.085144,1257.2,463.2352941,127.3666667,6327.132412,8791.199954,1873.594145,1608.570187,2942.248683,196,723,115
268,22,425.7,1251.395902,3215.5,1368,394.2352941,101.5666667,6578.273194,9799.078084,1585.871476,1139,2639.583037,196,723,115
268,22,411,900.995902,3077.390817,1368,463.2352941,75.76666667,6397.719758,10053.71049,1328.394703,1139,2272.383037,196,723,115
360.3754163,31.2,403.2,1045.895767,2707.790817,1368,394.2352941,51,6209.561162,9835.322392,1175.860463,1139,1905.183037,196,723,115
494.1754163,42,544.3,1203.366588,2338.190817,1368,463.2352941,67.1,6082.493901,8927.864514,1189.715065,1139,1537.983037,196,723,115
627.9754163,52.8,745.9,1533.641193,1968.590817,1321.6,394.2352941,92.9,6026.543889,7855.656884,1283.925834,1298.726559,1725.2,205.8806168,723,154.54
761.7754163,63.6,947.5,1647.8,1955.963594,1164.4,463.2352941,118.7,5615.704301,6559.656884,1576.125834,1823.322922,2092.4,303.6806168,847.7879054,211.54
895.5754163,74.4,1149.1,1998.2,2325.563594,1053.6,532.2352941,144.5,6495.904301,6076.902818,1868.325834,2392.122922,2459.6,401.4806168,1209.587905,268.54
1029.375416,85.2,1350.7,2348.6,2695.163594,1210.8,530,170.3,7300.164795,7357.236343,2084.168834,2960.922922,2826.8,499.2806168,1571.387905,325.54
1163.175416,96,1552.3,2699,2689.686493,1368,599,196.1,7546.496373,6897.217483,2253.164101,3529.722922,3194,597.0806168,1933.187905,382.54
1165.8,96,1753.9,3049.4,2641.310828,1368,599,221.9,7387.981542,5601.217483,2270.160201,3539.918236,3194,694.8806168,2294.987905,439.54
1032,85.2,1552.3,3038.258927,2626.300686,1368,530,196.1,7211.823322,5893.305218,2171.467155,2971.118236,3194,597.0806168,1933.187905,382.54
898.2,74.4,1350.7,2687.858927,2256.700686,1368,461,170.3,6771.386998,6049.184014,1879.267155,2402.318236,2826.8,499.2806168,1571.387905,325.54
764.4,63.6,1149.1,2337.458927,1887.100686,1210.8,392,144.5,5901.559718,4753.184014,1714.982578,1833.518236,2459.6,401.4806168,1209.587905,268.54
630.6,52.8,947.5,1987.058927,1517.500686,1053.6,461,118.7,5021.359718,3457.184014,1767.025593,1264.718236,2092.4,303.6806168,847.7879054,211.54
496.8,42,745.9,1636.658927,1236.870935,896.4,392,92.9,4141.159718,2593,2059.225593,1558.294892,2459.6,401.4806168,1084.8,268.54
363,31.2,544.3,1286.258927,1400.558802,759.0573632,323,67.1,3260.959718,2593,2052.912432,1139,2826.8,499.2806168,723,325.54
268,22,403.2,935.8589268,1545.753056,601.8573632,254,51,3072.489526,2593,1993.049015,1139,3194,550.241491,723,286
268,22,403.2,701,1543.27913,444.6573632,185,51,2666.121363,2593,1840.782222,1139,3194,452.441491,723,229
268,22,403.2,701,1676.844325,601.8573632,138,51,2239.521363,2593,1768.944722,1225.237821,3086.189614,354.641491,723,172
