MESA_CAL_20_hydro,OWENS_G_20_hydro,MC_CALL_20_hydro,TESLA_20_hydro,ROUND_MT_20_hydro,COTWDWAP_20_hydro,RNCHSECO_20_hydro,SUMMIT_20_hydro,CANAD_G1_20_hydro,COULEE_20_hydro,DALLES21_20_hydro,HANFORD_20_hydro,JOHN_DAY_20_hydro,MALIN_20_hydro,NORTH_G3_20_hydro,WCASCADE_20_hydro
1165.8,86.8,1753.9,2453,3215.5,1368,599,221.9,6589.053498,11278,1332.671175,3194.441688,1066.559576,279,2426.77972,155.2857143
1165.8,76,1753.9,2102.6,3215.5,1368,599,221.9,6341.389152,11278,1445.892305,3195.6496,734,376.8,2064.97972,212.2857143
1032,65.2,1753.9,1752.2,3215.5,1368,599,208.36,6953.631656,10680.52614,1738.092305,3315.781124,1096.703123,474.6,1703.17972,269.2857143
898.2,54.4,1552.3,1401.8,3215.5,1368,568.5,182.56,6164.251431,9384.526138,1596.815968,3884.581124,1463.903123,572.4,1341.37972,326.2857143
764.4,43.6,1350.7,1051.4,2845.9,1330.738393,499.5,156.76,6726.160608,8088.526138,1842.862806,4453.381124,1831.103123,670.2,1123.315656,383.2857143
630.6,32.8,1149.1,701,2476.3,1173.538393,430.5,130.96,6394.168796,6792.526138,1945.078778,3884.581124,2198.303123,768,761.5156559,440.2857143
496.8,22,947.5,701,2106.7,1016.338393,361.5,105.16,6415.140263,5496.526138,1807.019466,3486.203851,2565.503123,851,1123.315656,497.2857143
363,22,745.9,701,1737.1,859.1383928,292.5,79.36,5992.973619,4200.526138,1723.431918,2917.403851,2932.703123,851,1126.689362,499
268,22,544.5,701,1367.5,701.9383928,223.5,53.56,5314.779894,2904.526138,1666.916085,2348.603851,3194,851,1235.034528,499
268,22,478.1,701,997.9,544.7383928,154.5,51,5426.791939,2593,1554.85208,1779.803851,3194,851,1132.623387,499
268,22,432.1,701,739.2,387.5383928,138,51,4930.170891,2593,1505.216452,1211.003851,3194,851,1022.606901,499
268,22,409.4,701,739.2,314,138,51,5281.765811,2593,1540.198023,1139,3194,851,907.6186792,499
268,22,408.4,701,739.2,314,138,51,4838.455417,2593,1537.5787,1139,3194,851,1148.945333,499
268,22,414.5,701,739.2,314,138,51,5340.392031,3082.550192,1584.966626,1139,3194,851,1510.745333,481
268,22,490.4,701,1108.8,402.6637756,207,51,5437.156154,4378.550192,1692.270551,1707.8,2909.051329,851,1872.545333,424
363,22,600.2,701,1478.4,559.8637756,276,51,6206.71251,5674.550192,1750.053475,2276.6,2768.786994,782.8,2234.345333,367
496.8,32.8,708.6,701,1848,717.0637756,345,76.8,6180.273529,6970.550192,1752.439973,1707.8,2401.586994,685,2595.503595,310
630.6,43.6,830.7,701,2217.6,874.2637756,414,102.6,6317.719788,8266.550192,1628.011353,1509.700674,2034.386994,587.2,2957.303595,253
764.4,54.4,939.2,1051.4,2587.2,1031.463776,483,128.4,6315.554443,9562.550192,1463.856949,1498.487039,1667.186994,489.4,2685.399946,196
898.2,65.2,1031.578838,1401.8,2956.8,1188.663776,552,154.2,6500.630765,10858.55019,1259.679856,1457.381375,1299.986994,391.6,2323.599946,139
1032,76,1233.178838,1752.2,3215.5,1345.863776,599,180,5908.083484,11278,1059.368321,1973.98972,932.786994,293.8,1961.799946,115
1165.8,86.8,1434.778838,2102.6,3215.5,1368,599,205.8,6104.106055,11278,767.1683212,2542.78972,734,196,1928.485432,115
1165.8,96,1636.378838,2453,3215.5,1368,599,221.9,5782.283078,11278,584,3111.58972,734,196,1888.172167,115
1165.8,96,1698.979196,2229.32,3215.5,1368,599,221.9,6106.880494,11278,584,2917.636325,734,196,2249.972167,115
1165.8,96,1512.802726,1878.92,3215.5,1368,599,221.9,5704.923848,11278,584,2348.836325,734,196,2591.568189,115
1054.966667,85.2,1311.202726,1528.52,3215.5,1368,599,219.43,5850.79709,11278,876.2,1780.036325,734,196,2412.958672,115
921.1666667,74.4,1181.2,1178.12,2873.625,1368,599,193.63,5502.679733,11278,921.7751377,1211.236325,734,244.64,2643.68756,115
787.3666667,63.6,1106.1,827.72,2504.025,1368,599,167.83,5993.96989,11278,1003.985422,1139,734,342.44,2418.69383,115
653.5666667,52.8,1042.1,701,2134.425,1210.8,560.5,142.03,5898.908942,10405.03213,1205.695602,1457.301049,775.3078612,440.24,2433.270332,115
519.7666667,42,898,701,1764.825,1053.6,491.5,116.23,6401.710432,9109.032126,1329.673796,1139,1142.507861,538.04,2071.470332,172
385.9666667,31.2,744.8,701,1395.225,896.4,422.5,90.43,5739.633063,7813.032126,1251.66136,1139,1509.707861,635.84,1887.700204,229
268,22,852.7,701,1025.625,739.2,353.5,64.63,5502.777285,6517.032126,1247.736383,1139,1876.907861,733.64,1726.669274,286
268,22,651.1,701,739.2,582,284.5,51,5706.592604,5221.032126,1337.631027,1196.767764,2244.107861,831.44,1446.6,343
268,22,449.5,701,739.2,424.8,215.5,51,5503.814751,3925.032126,1422.633829,1329.472192,2611.307861,851,1084.8,400
268,22,403.2,701,739.2,314,146.5,51,5352.187891,2629.032126,1563.257751,1139,2856.536366,851,723,392.5
268,22,403.2,701,739.2,314,138,51,5283.443547,2593,1552.635495,1139,2919.088881,851,723,335.5
268,22,403.2,701,739.2,314,138,51,5191.460396,2593,1505.690815,1139,2551.888881,851,723,392.5
268,22,403.2,701,739.2,314,138,51,4882.395156,2993.397433,1519.601315,1139,2919.088881,851,1084.8,449.5
268,22,403.2,701,1108.8,397.2,138,51,5377.555213,4289.397433,1441.213488,1707.8,3194,851,1446.6,499
268,22,490.7,701,1478.4,554.4,190.3333333,51,5726.453683,5585.397433,1478.189492,2119.006915,3194,851,1808.4,442
363,32.8,597.8,701,1848,711.6,259.3333333,76.8,6046.76305,6881.397433,1479.571176,2404.509456,3006.66763,753.2,2170.2,385
496.8,43.6,787.5,701,2217.6,868.8,328.3333333,102.6,6142.930509,8177.397433,1382.255026,1951.087105,2639.46763,655.4,2532,328
630.6,54.4,989.1,1051.4,2587.2,1026,397.3333333,128.4,6126.864186,9473.397433,1264.162599,1382.287105,2272.26763,557.6,2241.382943,271
764.4,65.2,1190.7,1401.8,2956.8,1183.2,466.3333333,154.2,6040.238822,10769.39743,1081.683706,1139,1905.06763,459.8,2172.928807,214
898.2,76,1392.3,1752.2,3215.5,1340.4,535.3333333,180,5901.429671,11278,934.518858,1506.043852,1537.86763,362,2031.140581,157
1032,86.8,1593.9,2102.6,3215.5,1368,599,205.8,5890.932249,11278,912.7742755,2074.843852,1170.66763,264.2,2149.826849,115
1165.8,96,1753.9,2453,3215.5,1368,599,221.9,5462.019451,11278,887.6206863,2643.643852,803.4676298,196,2115.993318,115
1165.8,96,1753.9,2658,3215.5,1368,599,221.9,5872.380517,11278,675.6316896,3212.443852,734,196,1804.814064,115
1165.8,96,1753.9,2307.6,3215.5,1368,599,221.9,5907.889257,11278,921.0718677,2953.910281,734,196,2166.614064,115
1070.8,96,1655.8,1957.2,3215.5,1368,599,221.9,5852.494676,11278,885.7064449,2385.110281,734,196,2464.124135,115
937,87.04,1454.2,1606.8,3215.5,1368,599,196.594,5951.661091,11092.19122,958.4261433,2078.387204,734,196,2579.925535,115
803.2,76.24,1252.6,1256.4,3160.05,1368,599,170.794,6091.162482,10297.47456,1105.327271,2647.187204,734,269.48,2941.725535,115
669.4,65.44,1051,906,2790.45,1368,530,144.994,6428.107852,9001.474561,1348.231276,3215.987204,734,367.28,3145,115
535.6,54.64,849.4,701,2420.85,1210.8,461,119.194,6550.912627,7705.474561,1441.655742,2647.187204,1101.2,465.08,2813.194996,172
401.8,43.84,647.8,701,2051.25,1053.6,392,93.394,5818.208536,6409.474561,1306.273644,2116.324681,1468.4,562.88,3145,229
268,33.04,519,701,1681.65,896.4,323,67.594,5701.330291,5113.474561,1363.207434,2685.124681,1101.2,660.68,2783.2,277.668577
268,22.24,432.7,701,1312.05,739.2,254,51,5450.30788,4202.966092,1352.122792,3253.924681,734,758.48,2421.4,220.668577
268,22,403.2,701,942.45,582,185,51,5319.011976,3489.3942,1365.231514,3822.724681,734,851,2059.6,163.668577
268,22,403.2,701,739.2,424.8,138,51,5266.682578,3285.396934,1387.715543,4391.524681,925.04,772.1912881,1697.8,115
268,22,403.2,701,739.2,314,174.2857143,73.48433333,5247.605166,4581.396934,1547.39693,4499.693355,1292.24,674.3912881,1336,137.9590896
268,22,442.9142857,701,997.9,471.2,243.2857143,99.28433333,5286.611255,5877.396934,1407.150258,3930.893355,1659.44,576.5912881,974.2,194.9590896
268,24.56,644.5142857,701,1367.5,628.4,312.2857143,125.0843333,5549.521352,7173.396934,1486.432001,4221.01291,2026.64,478.7912881,1277.556683,251.9590896
401.8,35.36,846.1142857,947,1737.1,785.6,381.2857143,150.8843333,5436.052322,8469.396934,1388.014411,3652.21291,2393.84,380.9912881,1639.356683,308.9590896
535.6,46.16,1047.714286,1297.4,2106.7,942.8,450.2857143,176.6843333,6316.252322,8686,1680.214411,3346.085505,2092.4,321.6805932,2001.156683,328
669.4,56.96,1249.314286,1647.8,2476.3,1100,519.2857143,202.4843333,6764.462391,9982,1767.010348,2777.285505,2459.6,419.4805932,2362.956683,385
803.2,67.76,1450.914286,1998.2,2845.9,1257.2,588.2857143,221.9,6681.915368,11278,1608.023575,2269.536503,2826.8,517.2805932,2724.756683,442
937,78.56,1652.514286,2348.6,3215.5,1368,599,221.9,6411.366882,11278,1461.164957,1707.8,3194,615.0805932,3086.556683,499
1070.8,89.36,1753.9,2699,3215.5,1368,599,221.9,6486.093409,11278,1529.905022,1139,3194,712.8805932,3145,499
1165.8,96,1753.9,3049.4,3215.5,1368,599,221.9,6446.017143,11278,1600.420426,1367.907361,3194,810.6805932,3145,499
1165.8,96,1753.9,3049.4,3215.5,1368,599,221.9,6325.895911,11278,1720.903809,1139,3194,851,3145,499
1165.8,96,1753.9,3049.4,3215.5,1368,599,221.9,6351.852495,11278,1569.713978,1550.022117,3194,782.8,3145,499
1165.8,96,1753.9,3049.4,3215.5,1368,599,221.9,6405.245435,11278,1564.779203,2118.822117,3194,685,3145,499
1165.8,96,1753.9,3049.4,3215.5,1368,599,221.9,6357.465853,11278,1682.523954,2045.177216,3194,587.2,3145,445.3596518
1165.8,96,1753.9,2803.4,3215.5,1368,599,221.9,6053.265188,11278,1390.323954,2235.598493,2826.8,489.4,2783.2,388.3596518
1165.8,96,1753.9,2453,3095.425,1368,599,221.9,5784.348281,11098.31666,1208.794699,2409.585655,2459.6,391.6,2421.4,331.3596518
1112.95,85.2,1753.9,2102.6,2725.825,1368,599,221.9,5945.130795,11047.96595,1470.976165,2978.385655,2092.4,293.8,2059.6,274.3596518
979.15,74.4,1753.9,1752.2,2356.225,1368,599,221.9,6467.561937,9751.965953,1763.176165,3547.185655,1725.2,196,1697.8,217.3596518
845.35,63.6,1552.3,1401.8,1986.625,1210.8,530,221.9,6334.768676,8455.965953,1771.465405,3816.348481,1358,196,1336,160.3596518
711.55,52.8,1350.7,1051.4,1617.025,1053.6,461,196.1,5957.84429,7159.965953,1605.333045,4385.148481,990.8,196,974.2,115
577.75,42,1149.1,701,1247.425,896.4,392,170.3,5589.304516,5863.965953,1381.173802,4567.469798,734,293.8,723,172
443.95,31.2,947.5,701,877.825,739.2,323,144.5,5385.922102,4567.965953,1382.614046,4953,852.3143825,391.6,773.5000074,229
310.15,22,745.9,701,739.2,582,254,118.7,5275.874639,3271.965953,1438.889077,4953,1219.514383,489.4,825.8258769,286
268,22,544.3,701,739.2,424.8,185,92.9,5224.297435,2691.58602,1598.165331,4656.706253,1586.714383,587.2,1044.805558,343
268,22,411.2,701,739.2,314,138,67.1,5020.793329,3987.58602,1305.965331,4087.906253,1564.011952,685,1090.354011,400
268,22,603.4666667,701,1108.8,471.2,138,58.37142857,4960.005594,5283.58602,1252.06842,3519.106253,1931.211952,782.8,1452.154011,457
268,31.2,805.0666667,701,1478.4,628.4,185,84.17142857,5245.902954,6579.58602,1510.286069,2950.306253,2298.411952,851,1813.954011,499
401.8,42,1006.666667,1051.4,1848,785.6,254,109.9714286,5758.880542,7875.58602,1480.462613,2845.4,2665.611952,851,2175.754011,442
535.6,52.8,1208.266667,1401.8,2217.6,942.8,323,135.7714286,6200.68997,9171.58602,1524.930603,2276.6,2298.411952,753.2,2248.825021,385
669.4,63.6,1409.866667,1752.2,2587.2,1100,392,161.5714286,6537.612496,10467.58602,1609.038637,1707.8,2606.82852,725.1071283,2610.625021,371
803.2,74.4,1611.466667,2102.6,2956.8,1257.2,461,187.3714286,6605.197314,11278,1811.009758,1139,2974.02852,822.9071283,2972.425021,428
937,85.2,1753.9,2453,3215.5,1368,530,213.1714286,6508.625019,11278,1587.569125,1139,3194,725.1071283,3122.764251,485
1070.8,96,1753.9,2803.4,3215.5,1368,599,221.9,6306.253947,11278,1468.725114,1139,3194,627.3071283,3145,499
1165.8,96,1753.9,3049.4,3215.5,1368,599,221.9,6247.540914,11278,1452.489399,1139,3194,529.5071283,3145,499
1165.8,96,1753.9,3049.4,3215.5,1368,599,221.9,6190.777681,11278,1580.790331,1707.8,3083.556887,431.7071283,3145,442
1165.8,96,1753.9,3049.4,3215.5,1368,599,221.9,6153.780362,11278,1387.261183,2276.6,2745.379019,333.9071283,3145,385
1165.8,96,1753.9,3049.4,3215.5,1368,599,221.9,6287.622241,11278,1464.738254,2569.387623,2708.161049,236.1071283,3145,328
1165.8,96,1753.9,3049.4,3215.5,1368,599,221.9,6241.965596,11278,1557.336532,2000.587623,2586.640516,196,3145,271
1165.8,96,1753.9,2699,3215.5,1368,599,221.9,5893.150088,11278,1265.136532,2040.312173,2219.440516,293.3429734,3145,214
1124.99,96,1753.9,2348.6,3215.5,1368,599,221.9,6221.170774,11278,1557.336532,2609.112173,1852.240516,196,2783.2,157
991.19,87.6,1753.9,1998.2,2965.975,1368,568.5,221.9,6120.751054,11278,1329.926592,2900.0264,1485.040516,293.8,2421.4,115
857.39,76.8,1753.9,1647.8,2596.375,1368,499.5,221.9,6117.942758,9982,1385.643223,3468.8264,1117.840516,391.6,2059.6,115
723.59,66,1552.3,1297.4,2226.775,1210.8,430.5,196.1,5933.214365,8686,1270.72415,4037.6264,750.6405164,489.4,1697.8,115
589.79,55.2,1350.7,947,1857.175,1053.6,361.5,170.3,5556.278011,7390,1134.719345,4606.4264,734,587.2,1336,115
455.99,44.4,1149.1,701,1487.575,896.4,292.5,144.5,5183.10564,6094,1097.952962,4037.6264,734,573.6208908,974.2,115
322.19,33.6,947.5,701,1117.975,739.2,223.5,118.7,5080.233674,4798,1157.940038,4496.695867,734,671.4208908,723,115
268,22.8,745.9,701,748.375,582,154.5,92.9,5090.955809,3502,1296.576178,4953,734,769.2208908,723,115
268,22,544.3,701,739.2,424.8,138,67.1,5098.258942,2992.629746,1376.367485,4924.926665,734,851,723,146.5020358
268,22,434.9,701,739.2,314,138,51,4912.581054,4288.629746,1186.923877,4356.126665,844.7881498,851,830.4467,203.5020358
268,22,599.5166667,701,1047.233333,471.2,138,76.8,4845.326823,5584.629746,1075.169071,3787.326665,1211.98815,845.918256,1192.2467,260.5020358
279.66,31.2,801.1166667,701,1416.833333,628.4,207,102.6,5060.685736,6880.629746,1139.75882,3218.526665,1579.18815,748.118256,1554.0467,317.5020358
413.46,42,1002.716667,736.1428571,1786.433333,785.6,276,128.4,5528.633362,8176.629746,1384.885393,3540.904086,1946.38815,650.318256,1915.8467,374.5020358
547.26,52.8,1204.316667,1086.542857,2156.033333,942.8,345,154.2,6345.714842,8450.27046,1677.085393,3110.248444,1817.167684,552.518256,2059.6,317.5020358
681.06,63.6,1405.916667,1436.942857,2525.633333,1100,414,180,6618.296856,9487.790406,1730.415811,2541.448444,2184.367684,454.718256,2421.4,374.5020358
814.86,74.4,1607.516667,1787.342857,2895.233333,1257.2,483,205.8,6670.002506,10783.79041,1715.663881,1972.648444,2551.567684,552.518256,2783.2,431.5020358
948.66,85.2,1753.9,2137.742857,3215.5,1368,552,221.9,6315.557539,11278,1423.463881,1403.848444,2918.767684,650.318256,3145,488.5020358
1082.46,96,1753.9,2488.142857,3215.5,1368,599,221.9,6321.021662,11278,1470.554167,1484.336805,3194,748.118256,3145,499
1165.8,96,1753.9,2838.542857,3215.5,1368,599,221.9,6341.28008,11278,1542.883151,1139,3194,650.318256,3145,499
1165.8,96,1753.9,3049.4,3215.5,1368,599,221.9,6203.227639,11278,1492.457262,1707.8,3194,552.518256,3145,499
1165.8,96,1753.9,3049.4,3215.5,1368,599,221.9,6175.577974,11278,1584.171142,2276.6,3194,454.718256,3145,499
1165.8,96,1753.9,3049.4,3215.5,1368,599,221.9,6195.262893,11278,1498.231046,2220.752245,3194,356.918256,3145,499
1165.8,96,1753.9,3049.4,3215.5,1368,599,221.9,6197.98699,11278,1468.626859,1651.952245,3194,259.118256,3145,442
1165.8,96,1753.9,3049.4,3215.5,1368,599,221.9,6596.300649,11278,1746.754309,1761.604061,2991.629444,196,3145,385
1165.8,96,1753.9,2699,3215.5,1368,599,221.9,6388.526643,11278,1660.041681,2071.726,2624.429444,196,3145,328
1032,86.2,1753.9,2348.6,2845.9,1368,599,221.9,6008.604389,11278,1367.841681,2640.526,2257.229444,293.8,2783.2,271
898.2,75.4,1753.9,1998.2,2476.3,1368,560.5,221.9,6442.195893,9982,1660.041681,3209.326,1890.029444,196,2421.4,214
764.4,64.6,1552.3,1647.8,2106.7,1210.8,491.5,196.1,6422.208053,8686,1637.697116,3162.016368,1522.829444,196,2059.6,157
630.6,53.8,1350.7,1297.4,1737.1,1053.6,422.5,170.3,5542.008053,7390,1345.497116,3621.033486,1155.629444,293.8,1697.8,200.4816774
496.8,43,1149.1,947,1367.5,896.4,353.5,144.5,4661.808053,6094,1410.715444,3052.233486,1522.829444,391.6,1636.138126,257.4816774
363,32.2,947.5,701,997.9,739.2,284.5,118.7,3781.608053,4798,1702.915444,3083.463601,1890.029444,489.4,1997.938126,314.4816774
268,22,745.9,701,739.2,582,215.5,92.9,3967.882146,3502,1995.115444,2514.663601,2257.229444,587.2,2359.738126,371.4816774
268,22,544.3,701,739.2,424.8,146.5,67.1,4848.082146,2593,2170.687413,1945.863601,2624.429444,685,2055.385407,428.4816774
268,22,403.2,701,739.2,314,138,51,4480.735821,2593,1878.487413,2000.946238,2991.629444,782.8,2417.185407,485.4816774
395.3333333,22,403.2,811.1218243,844.2728571,314,138,51,4632.003705,2593,1852.975384,2569.746238,3194,851,2778.985407,499
529.1333333,22,403.2,1161.521824,1213.872857,314,163.1428571,52.38571429,5512.203705,2929.780499,2145.175384,3138.546238,3194,851,3140.785407,499
662.9333333,31.2,526.1175015,1511.921824,1583.472857,471.2,232.1428571,78.18571429,6032.780914,4225.780499,2201.632084,3707.346238,3194,782.8,3145,499
796.7333333,42,500.1001736,1862.321824,1953.072857,628.4,301.1428571,103.9857143,6429.181543,5464.287801,2277.635293,3622.70915,3194,685,2783.2,442
930.5333333,52.8,701.7001736,2212.721824,2322.672857,785.6,370.1428571,129.7857143,6719.378156,6760.287801,2297.038615,3908.141862,3194,587.2,2421.4,385
1064.333333,63.6,903.3001736,2563.121824,2692.272857,942.8,439.1428571,155.5857143,6871.352657,8056.287801,2274.900154,4228.900426,2944.387264,489.4,2059.6,328
1165.8,74.4,1104.900174,2913.521824,3061.872857,1100,508.1428571,181.3857143,6983.021397,9352.287801,2241.005196,4576.839852,2577.187264,391.6,1697.8,271
1165.8,85.2,1215.504375,3049.4,3215.5,1257.2,577.1428571,207.1857143,6710.671787,10648.2878,1975.339242,4418.043477,2209.987264,293.8,1531.163188,214
1165.8,96,1027.733675,3049.4,3215.5,1368,599,221.9,6392.845227,11278,1683.139242,4151.503373,1842.787264,196,1892.963188,157
1165.8,96,1182.404375,3049.4,3215.5,1368,599,221.9,6487.541247,11278,1711.654181,4562.430537,1475.587264,196,2254.763188,115
1165.8,96,1384.004375,3049.4,3215.5,1368,599,221.9,6449.07845,11278,1687.075396,4953,1108.387264,196,2616.563188,115
1165.8,96,1585.604375,3049.4,3215.5,1368,599,221.9,6314.629019,11278,1705.550524,4953,1354.254866,196,2301.664666,115
1165.8,92.91428571,1384.004375,3049.4,3215.5,1368,599,221.9,6314.534903,11278,1724.086354,4680.685087,1721.454866,196,1939.864666,128.941659
1165.8,82.11428571,1258.604375,3049.4,3215.5,1217.066667,599,221.9,6012.903636,9982,1714.908415,4849.975803,2088.654866,214.9037,1578.064666,185.941659
1165.8,71.31428571,1460.204375,3049.4,2845.9,1059.866667,599,221.9,5778.25019,8686,1722.819893,4687.219058,2455.854866,312.7037,1688.307848,242.941659
1165.8,60.51428571,1369.104375,3049.4,2476.3,902.6666667,530,196.1,6035.957793,7390,2015.019893,4687.486343,2823.054866,410.5037,2050.107848,299.941659
1165.8,49.71428571,1167.504375,2956.449077,2106.7,745.4666667,461,170.3,6371.349945,6094,2307.219893,4441.010879,3190.254866,508.3037,2411.907848,356.941659
1032,38.91428571,965.9043754,2606.049077,1737.1,588.2666667,392,144.5,6384.252875,4798,2368.521927,3872.210879,3194,606.1037,2280.83685,413.941659
898.2,28.11428571,850.7043754,2255.649077,1367.5,431.0666667,323,118.7,6005.817732,3502,2187.381772,3568.034034,3194,703.9037,2642.63685,470.941659
764.4,22,695.2336751,1905.249077,997.9,314,254,92.9,5489.187504,3104.844981,1895.181772,2999.234034,2826.8,753.2,2280.83685,413.941659
630.6,22,596.8043754,1554.849077,739.2,314,185,67.1,5517.665747,2593,1877.610796,2430.434034,2459.6,655.4,1919.03685,356.941659
496.8,22,403.2,1204.449077,739.2,314,138,51,5266.94664,2593,1783.592158,1861.634034,2092.4,557.6,1557.23685,299.941659
363,22,403.2,854.0490766,739.2,314,138,51,5153.027444,2593,1799.215001,1292.834034,1725.2,655.4,1195.43685,242.941659
268,22,403.2,701,739.2,314,138,51,5031.441373,2593,1670.03594,1280.351981,2092.4,753.2,866.5153202,299.941659
268,22,415.9175015,701,739.2,314,138,51,5128.141564,2593,1764.23123,1849.151981,2459.6,851,1228.31532,356.941659
363,22,522.6043754,701,1108.8,410.4,138,51,5373.216728,3112.382009,1981.018438,2417.951981,2826.8,851,1590.11532,413.941659
496.8,32.8,474.9043754,1051.4,1478.4,567.6,207,76.8,6018.801515,4177.967896,2273.218438,2986.751981,3194,753.2,1951.91532,441.7347312
630.6,43.6,676.5043754,1401.8,1848,724.8,276,102.6,6451.537662,4729.60932,2370.39727,3555.551981,3194,655.4,2313.71532,384.7347312
764.4,54.4,878.1043754,1752.2,2217.6,882,345,128.4,6663.911443,5674.485167,2375.043916,4124.351981,2959.723077,557.6,2422.798083,327.7347312
898.2,65.2,1004.404375,2102.6,2587.2,1039.2,414,154.2,6726.643556,6859.047839,2135.987375,4693.151981,2592.523077,459.8,2060.998083,270.7347312
1032,76,885.2043754,2453,2956.8,1196.4,483,180,6683.628509,8119.143497,2001.495417,4953,2225.323077,362,1699.198083,213.7347312
1165.8,86.8,1086.804375,2803.4,3215.5,1353.6,552,205.8,6569.009249,8677.178726,2013.275717,4953,1858.123077,264.2,2060.998083,156.7347312
1165.8,96,1288.404375,3049.4,3215.5,1368,599,221.9,6492.818849,9880.926768,1721.075717,4953,1490.923077,196,1882.391438,115
1165.8,96,1390.004375,3049.4,3215.5,1368,599,221.9,6475.570397,10879.34537,1793.266242,4953,1123.723077,196,1520.591438,115
1165.8,96,1471.404375,3049.4,3215.5,1368,599,221.9,6464.529347,11278,1573.34294,4953,756.5230769,196,1882.391438,115
1165.8,96,1269.804375,3049.4,3183.120957,1368,599,221.9,6466.609267,10794.5812,1807.051384,4953,1123.723077,196,2051.041948,115
1165.8,96,1258.270067,3049.4,2813.520957,1368,599,221.9,6343.81398,9498.581204,1693.445524,4953,1490.923077,196,2304.522101,157
1165.8,96,1150.904375,3029.367282,2443.920957,1368,599,214.9166667,6182.236516,8202.581204,1762.061482,4953,1858.123077,196,2337.994989,214
1165.8,87.04,1352.504375,2678.967282,2074.320957,1368,599,189.1166667,6201.753682,6906.581204,2053.513691,4953,2225.323077,264.24444,2460.350331,271
1099.9,76.24,1267.804375,2328.567282,1704.720957,1210.8,530,163.3166667,6227.295018,5610.581204,2048.329216,4953,2592.523077,362.04444,2676.636369,328
966.1,65.44,1180.904375,1978.167282,1335.120957,1053.6,461,137.5166667,6411.00761,4314.581204,2265.18466,4953,2959.723077,459.84444,2934.554198,385
832.3,54.64,979.3043754,1627.767282,965.5209571,896.4,392,111.7166667,6475.24872,3018.581204,2442.812837,4384.2,3194,557.64444,3001.104709,442
698.5,43.84,777.7043754,1277.367282,739.2,739.2,323,85.91666667,6094.41438,2593,2150.612837,3815.4,3194,655.44444,2639.304709,499
564.7,33.04,648.8336751,926.9672823,739.2,582,254,60.11666667,5603.626527,2593,1858.412837,3246.6,2826.8,557.64444,2277.504709,442
430.9,22.24,547.0043754,701,739.2,424.8,185,51,5290.432968,2593,1566.212837,2677.8,2459.6,459.84444,1915.704709,385
297.1,22,421.8451422,701,739.2,314,138,51,5060.051157,2593,1274.012837,2109,2092.4,362.04444,1553.904709,328
268,22,414.2043754,701,739.2,314,138,51,4919.478544,2593,981.8128369,1540.2,1725.2,264.24444,1192.104709,271
268,22,403.2,701,739.2,314,138,51,4870.317543,2593,1126.230806,1139,1358,196,830.304709,214
268,22,403.2,701,739.2,314,138,51,4657.678449,2593,1418.430806,1139,1132.545966,293.8,723,175.5046614
268,24.33142857,403.2,701,739.2,314,138,67.1,4610.058453,2593,1470.889404,1139,1499.745966,391.6,723,229
268,35.13142857,403.2,784.0890765,739.2,314,138,92.9,4860.896106,3504.830247,1477.397557,1707.8,1132.545966,293.8,1084.8,172
326.4428571,45.93142857,406.1175015,1134.489077,1108.8,314,138,118.7,5451.917359,4800.830247,1387.1441,2276.6,765.3459656,196,1446.6,115
460.2428571,56.73142857,473.8043754,1484.889077,1478.4,471.2,138,144.5,6268.511825,6096.830247,1320.465446,2845.4,1132.545966,267.4740047,1808.4,172
594.0428571,67.53142857,675.4043754,1835.289077,1848,628.4,207,170.3,6856.28345,6746.631846,1612.665446,3414.2,1499.745966,365.2740047,2170.2,229
727.8428571,78.33142857,877.0043754,2185.689077,2217.6,785.6,276,196.1,5976.08345,6757.445206,1649.308162,3983,1866.945966,267.4740047,2532,242.5765645
861.6428571,89.13142857,1078.604375,2536.089077,2587.2,942.8,345,221.9,5852.908042,5815.170979,1689.260773,4551.8,2234.145966,196,2893.8,299.5765645
995.4428571,96,1092.104375,2886.489077,2956.8,1100,414,221.9,6022.426653,4942.113835,1928.104032,4953,2601.345966,200.7879752,3145,356.5765645
1129.242857,96,1293.704375,3049.4,3149.996316,1257.2,377.3333333,221.9,6158.247266,5134.182469,2090.911148,4953,2968.545966,298.5879752,3145,413.5765645
1165.8,96,1092.104375,3049.4,3215.5,1368,446.3333333,221.9,6374.302916,5255.816596,2257.554169,4953,3194,396.3879752,3145,470.5765645
1165.8,96,1106.033675,3049.4,3213.065769,1368,515.3333333,221.9,6196.93322,5357.921937,2127.595242,4953,3194,298.5879752,3145,413.5765645
1165.8,96,1160.904375,3049.4,2843.465769,1366.742857,552,221.9,6295.763761,5431.27746,2228.08388,4953,3194,396.3879752,2897.496636,470.5765645
1032,96,1362.504375,3049.4,2473.865769,1209.542857,483,221.9,6071.367348,5658.890244,2078.535187,4953,2826.8,298.5879752,2535.696636,413.5765645
898.2,96,1252.004375,2758.02741,2104.265769,1052.342857,414,221.9,6319.034871,5172.527573,2298.597642,4953,3194,396.3879752,2173.896636,470.5765645
764.4,96,1165.304375,2780.545443,1734.665769,895.1428571,345,221.9,5851.815806,5164.531113,2006.397642,4426.1,3194,298.5879752,1812.096636,413.5765645
630.6,96,963.7043754,2430.145443,1365.065769,737.9428571,276,197.3944444,6268.589829,5185,1929.250213,3857.3,3175.113448,336.5297247,1450.296636,356.5765645
