MESA_CAL_20_hydro,OWENS_G_20_hydro,MC_CALL_20_hydro,FULTON_20_hydro,TESLA_20_hydro,ROUND_MT_20_hydro,COTWDWAP_20_hydro,RNCHSECO_20_hydro
472.7142857,29.25714286,403.2,9,2149.674188,1196.41973,314,138
606.5142857,40.05714286,457.5073035,12,2500.074188,1566.01973,314,138
740.3142857,50.85714286,659.1073035,15,2850.474188,1935.61973,389.8369533,138
874.1142857,61.65714286,860.7073035,18,3049.4,2305.21973,547.0369533,207
1007.914286,72.45714286,1062.307303,21,3049.4,2674.81973,704.2369533,276
1141.714286,83.25714286,1263.907303,24,3049.4,3044.41973,861.4369533,345
1165.8,94.05714286,1465.507303,26.1,3049.4,3215.5,1018.636953,414
1165.8,96,1667.107303,26.1,3049.4,3215.5,1175.836953,483
1165.8,96,1753.9,26.1,3049.4,3215.5,1333.036953,552
1165.8,96,1753.9,26.1,3049.4,3215.5,1368,599
1165.8,96,1753.9,26.1,3049.4,3215.5,1368,599
1165.8,96,1753.9,26.1,3049.4,3215.5,1368,599
1165.8,96,1753.9,26.1,3049.4,3215.5,1368,599
1165.8,96,1753.9,26.1,3049.4,3215.5,1368,599
1165.8,96,1753.9,26.1,3049.4,3215.5,1315.428265,599
1165.8,96,1574.744519,26.1,3049.4,2845.9,1158.228265,530
1165.8,85.2,1373.144519,25.70833333,3049.4,2476.3,1001.028265,461
1032,74.4,1171.544519,22.70833333,3049.4,2106.7,843.8282654,392
898.2,63.6,969.944519,19.70833333,2699,1737.1,686.6282654,323
764.4,52.8,768.344519,16.70833333,2348.6,1367.5,529.4282654,254
630.6,42,566.744519,13.70833333,1998.2,997.9,372.2282654,185
496.8,31.2,403.2,10.70833333,1647.8,739.2,314,138
363,22,403.2,7.70833333,1297.4,769.7938591,314,138
325.3428571,22,403.2,6,993,1139.393859,314,138
459.1428571,22,403.2,9,1343.4,1508.993859,314,138
592.9428571,32.8,559.3674437,12,1693.8,1878.593859,453.0740519,138
726.7428571,43.6,760.9674437,15,2044.2,2248.193859,610.2740519,207
860.5428571,54.4,962.5674437,18,2394.6,2617.793859,767.4740519,276
994.3428571,65.2,1164.167444,21,2745,2987.393859,924.6740519,345
1128.142857,76,1365.767444,24,3049.4,3215.5,1081.874052,392
1165.8,86.8,1567.367444,26.1,3049.4,3215.5,1213.51374,461
1165.8,96,1753.9,26.1,3049.4,3215.5,1228.65947,530
1165.8,96,1753.9,26.1,3049.4,3215.5,1368,599
1165.8,96,1753.9,26.1,3049.4,3215.5,1368,599
1165.8,96,1753.9,26.1,3049.4,3215.5,1368,599
1165.8,96,1753.9,26.1,3049.4,3215.5,1368,599
1165.8,96,1753.9,26.1,3049.4,3215.5,1368,599
1165.8,87.53333333,1627.1,26.1,3049.4,3215.5,1210.8,590.6666667
1165.8,76.73333333,1425.5,26.1,3049.4,3202.883697,1053.6,521.6666667
1165.8,65.93333333,1223.9,24.13854167,3049.4,2833.283697,896.4,452.6666667
1032,55.13333333,1022.3,21.13854167,2699,2463.683697,739.2,383.6666667
898.2,44.33333333,820.7,18.13854167,2348.6,2094.083697,582,314.6666667
764.4,33.53333333,619.1,15.13854167,1998.2,1724.483697,424.8,245.6666667
630.6,22.73333333,534.0084361,12.13854167,1647.8,1354.883697,582,314.6666667
496.8,22,577.572558,9.13854167,1297.4,985.2836966,739.2,383.6666667
363,22,779.172558,6.13854167,995.3668511,739.2,896.4,452.6666667
268,22,577.572558,6,1297.4,739.2,1053.6,439.9090909
338.9142857,22,654.3661411,6,1647.8,1108.8,1210.8,370.9090909
472.7142857,22,855.9661411,6,1998.2,1478.4,1368,301.9090909
606.5142857,22,1057.566141,9,2348.6,1848,1368,232.9090909
740.3142857,31.0952381,1259.166141,12,2699,2217.6,1297.164927,163.9090909
874.1142857,41.8952381,1460.766141,15,3049.4,2587.2,1139.964927,232.9090909
1007.914286,52.6952381,1662.366141,18,3049.4,2956.8,1263.175178,301.9090909
1141.714286,63.4952381,1753.9,21,3049.4,3215.5,1105.975178,370.9090909
1165.8,74.2952381,1753.9,24,3049.4,3215.5,948.7751779,439.9090909
1165.8,85.0952381,1753.9,26.1,3049.4,3215.5,805.8897703,508.9090909
1165.8,95.8952381,1753.9,26.1,3049.4,3215.5,963.0897703,577.9090909
1165.8,96,1753.9,26.1,3049.4,3215.5,1120.28977,599
1165.8,96,1753.9,26.1,3049.4,3215.5,1277.48977,599
1165.8,96,1753.9,26.1,3049.4,3215.5,1304.456557,599
1165.8,86.8,1753.9,24.75491071,3049.4,3215.5,1147.256557,552
1165.8,76,1753.9,21.75491071,3049.4,3023.489782,1287.672417,483
1165.8,65.2,1753.9,18.75491071,3049.4,2653.889782,1210.8,414
1165.8,54.4,1722.694261,15.75491071,3049.4,2284.289782,1368,345
1165.8,43.6,1521.094261,12.75491071,2973.677716,1914.689782,1368,276
1032,32.8,1319.494261,9.75491071,2623.277716,1545.089782,1368,207
898.2,22,1117.894261,6.75491071,2272.877716,1175.489782,1368,138
764.4,22,943.3730295,9,1922.477716,805.889782,1368,207
630.6,22,741.7730295,6,1572.077716,739.2,1210.8,138
496.8,22,540.1730295,6,1221.677716,739.2,1188.661456,138
363,22,572.7701937,6,918.766693,739.2,1081.904171,138
268,22,578.6017863,6,1269.166693,1108.8,924.7041707,138
363,22,780.2017863,8.85,1619.566693,1478.4,885.507005,194.669626
496.8,32.8,981.8017863,11.85,1969.966693,1848,1042.707005,263.669626
630.6,43.6,1183.401786,14.85,2320.366693,2217.6,1199.907005,332.669626
764.4,54.4,1385.001786,17.85,2670.766693,2587.2,1101.861384,401.669626
898.2,65.2,1586.601786,20.85,3021.166693,2956.8,944.6613836,470.669626
1032,76,1753.9,23.85,3049.4,3215.5,787.4613836,539.669626
1165.8,86.8,1753.9,26.1,3049.4,3215.5,799.8562592,599
1165.8,96,1753.9,26.1,3049.4,3215.5,957.0562592,599
1165.8,96,1753.9,26.1,3049.4,3215.5,1114.256259,599
1165.8,96,1753.9,26.1,3049.4,3215.5,1271.456259,599
1165.8,96,1753.9,26.1,3049.4,3215.5,1368,599
1165.8,96,1753.9,26.1,3049.4,3215.5,1368,599
1165.8,96,1753.9,26.1,3049.4,3174.786739,1368,599
1165.8,85.2,1753.9,26.1,3049.4,2805.186739,1368,599
1165.8,74.4,1753.9,23.1,3049.4,2435.586739,1368,540.3964488
1099.9,63.6,1753.9,20.1,3049.4,2065.986739,1210.8,471.3964488
966.1,52.8,1552.3,17.1,2699,1696.386739,1368,402.3964488
832.3,42,1350.7,14.1,2348.6,1326.786739,1210.8,333.3964488
698.5,31.2,1149.1,11.1,1998.2,1108.8,1053.6,264.3964488
564.7,22,947.5,14.1,1647.8,739.2,896.4,207
542.3800656,22,745.9,13.2,1297.4,739.2,739.2,138
676.1800656,22,544.3,10.2,947,739.2,582,138
788.5056956,22,403.2,8.1,701,739.2,427.4894969,138
654.7056956,22,403.2,11.1,701,739.2,419.272929,138
520.9056956,25.94285714,403.2,14.1,701,739.2,576.472929,138
654.7056956,36.74285714,544.3,17.1,701,1108.8,733.672929,148.2857143
788.5056956,47.54285714,745.9,20.1,701,1478.4,890.872929,217.2857143
922.3056956,58.34285714,947.5,23.1,902.4301755,1848,1048.072929,286.2857143
1056.105696,69.14285714,1149.1,26.1,1252.830175,2217.6,1205.272929,355.2857143
1165.8,79.94285714,1350.7,26.1,1603.230175,2587.2,1362.472929,424.2857143
1165.8,90.74285714,1552.3,26.1,1379.149676,2956.8,1368,493.2857143
1165.8,96,1753.9,26.1,1149.882729,3215.5,1368,562.2857143
1165.8,96,1753.9,26.1,1165.871199,3215.5,1368,599
1165.8,96,1753.9,26.1,1281.288861,3215.5,1368,599
1165.8,96,1753.9,26.1,1575.59454,3215.5,1368,599
1165.8,96,1753.9,26.1,1722.329297,3215.5,1368,599
1165.8,96,1753.9,26.1,1679.724791,3197.016667,1368,599
1165.8,96,1753.9,26.1,1447.887826,2827.416667,1368,599
1165.8,96,1753.9,26.1,1414.383636,2457.816667,1368,599
1165.8,96,1753.9,26.1,1582.378527,2088.216667,1368,599
1165.8,96,1673.3,26.1,1330.609195,1718.616667,1368,599
1165.8,85.2,1471.7,26.1,980.2091954,1349.016667,1368,530
1165.8,74.4,1270.1,26.1,701,979.4166667,1210.8,461
1032,63.6,1068.5,23.1,701,739.2,1053.6,392
898.2,52.8,866.9,20.1,701,890.4571899,896.4,323
764.4,42,665.3,17.1,701,1168.328949,739.2,254
630.6,31.2,463.7,14.1,701,1108.8,582,185
496.8,22,403.2,11.1,701,739.2,424.8,207
363,22,403.2,11.1,701,1108.8,314,138
268,22,403.2,14.1,701,1089.804038,330.8615839,138
268,22,522.8266337,17.1,701,1410.11641,488.0615839,207
328.1049143,29.48571429,724.4266337,20.1,1051.4,1779.71641,645.2615839,147.8571429
461.9049143,40.28571429,926.0266337,23.1,1401.8,2149.31641,802.4615839,216.8571429
595.7049143,51.08571429,1127.626634,26.1,1752.2,2518.91641,959.6615839,285.8571429
729.5049143,61.88571429,1329.226634,26.1,1823.297936,2888.51641,1116.861584,354.8571429
863.3049143,72.68571429,1530.826634,26.1,1892.225153,2520.67751,1274.061584,423.8571429
997.1049143,83.48571429,1732.426634,26.1,1541.825153,2377.179795,1368,492.8571429
1130.904914,94.28571429,1642.113564,26.1,1191.425153,2746.779795,1368,561.8571429
1165.8,96,1753.9,26.1,1014.067212,2867.671751,1368,599
1165.8,96,1753.9,26.1,1122.450365,2498.071751,1368,599
1165.8,96,1753.9,26.1,1412.356327,2128.471751,1368,599
1165.8,96,1753.9,26.1,1628.553043,1758.871751,1368,599
1165.8,96,1552.3,26.1,1864.288634,1389.271751,1368,599
1165.8,96,1350.7,26.1,2139.327756,1758.871751,1368,530
1165.8,96,1552.3,26.1,2489.727756,2128.471751,1249.968913,461
1032,96,1753.9,26.1,2840.127756,1758.871751,1368,530
898.2,85.2,1552.3,26.1,2489.727756,1389.271751,1210.8,461
764.4,74.4,1350.7,23.1,2139.327756,1420.555455,1182.031414,392
630.6,63.6,1149.1,20.1,1788.927756,1440.850956,1024.831414,323
496.8,52.8,947.5,17.1,1438.527756,1470.168756,1029.389291,254
363,42,745.9,14.1,1088.127756,1200.834636,1138.285573,185
496.8,31.2,709.8261789,12.6,796.8891603,879.9061445,1057.617243,138
630.6,22,911.4261789,15.6,1147.28916,1160.678575,1045.393211,138
764.4,22,1113.026179,18.6,1497.68916,1530.278575,1202.593211,163.5591988
898.2,22,1314.626179,21.6,1848.08916,1899.878575,1359.793211,232.5591988
1032,32.8,1406.55442,24.6,2198.48916,2269.478575,1202.593211,301.5591988
1165.8,43.6,1204.95442,26.1,2370.507188,2639.078575,1045.393211,240.2204006
1165.8,54.4,1191.479511,26.1,2720.907188,3008.678575,888.1932111,309.2204006
1165.8,65.2,1081.057788,26.1,2850.886141,3215.5,730.9932111,378.2204006
1165.8,76,1282.657788,26.1,2728.592202,3215.5,721.4300358,447.2204006
1165.8,86.8,1484.257788,26.1,2977.074528,3215.5,878.6300358,516.2204006
1165.8,96,1685.857788,26.1,3049.4,3215.5,1035.830036,585.2204006
1165.8,96,1753.9,26.1,3049.4,3215.5,1193.030036,599
1165.8,96,1753.9,26.1,3049.4,3215.5,1350.230036,599
1165.8,95.14285714,1753.9,26.1,3049.4,3215.5,1297.64747,599
1165.8,84.34285714,1753.9,26.1,3049.4,3152.628171,1140.44747,599
1165.8,73.54285714,1552.3,26.1,2851.526698,2783.028171,983.24747,599
1165.8,62.74285714,1492.037892,26.1,2921.360561,2413.428171,1053.6,530
1165.8,51.94285714,1693.637892,26.1,3049.4,2043.828171,1210.8,461
1165.8,41.14285714,1753.9,26.1,2718.294334,1674.228171,1368,392
1092.2,30.34285714,1552.3,26.1,2367.894334,1304.628171,1368,323
958.4,22,1664.966611,23.1,2017.494334,1510.027448,1368,254
824.6,22,1463.366611,20.1,1667.094334,1552.775303,1210.8,185
690.8,22,1435.299836,17.1,1395.636178,1431.775891,1368,138
557,22,1233.699836,14.1,1608.960679,1224.666342,1336.311532,138
423.2,22,1032.099836,11.1,1959.360679,976.9351302,1368,138
303.2030633,22,1233.699836,8.1,2309.760679,1346.53513,1368,166.1338878
437.0030633,22,1376.877455,11.1,2660.160679,1716.13513,1368,235.1338878
570.8030633,32.8,1175.277455,13.67142857,2333.485935,2085.73513,1352.416542,304.1338878
704.6030633,43.6,973.6774547,10.67142857,1983.085935,2455.33513,1195.216542,373.1338878
838.4030633,54.4,920.1527281,13.67142857,2333.485935,2824.93513,1038.016542,442.1338878
972.2030633,65.2,896.0622846,16.67142857,2683.885935,3194.53513,880.8165416,511.1338878
1106.003063,76,835.4643212,19.67142857,2758.594714,3215.5,723.6165416,580.1338878
1165.8,86.8,1037.064321,22.67142857,2755.648044,3215.5,708.9484602,599
1165.8,96,1238.664321,25.67142857,2968.554144,3215.5,866.1484602,599
1165.8,96,1440.264321,26.1,3049.4,3215.5,1023.34846,599
1165.8,96,1641.864321,26.1,3049.4,3215.5,1180.54846,599
1165.8,96,1753.9,26.1,3049.4,3215.5,1337.74846,599
1165.8,96,1753.9,26.1,3049.4,3215.5,1189.81437,599
1165.8,96,1621.069911,23.1,3049.4,2889.756187,1032.61437,599
1165.8,87.04,1419.469911,20.1,2988.323275,2520.156187,875.4143697,599
1165.8,76.24,1391.229315,17.1,2975.268519,2150.556187,976.87345,596.0156963
1072.526186,65.44,1592.829315,14.1,3049.4,1780.956187,1134.07345,527.0156963
938.7261856,54.64,1753.9,11.1,3049.4,1411.356187,1291.27345,458.0156963
804.9261856,43.84,1753.9,8.1,2699,1041.756187,1368,389.0156963
671.1261856,33.04,1655.702866,6.89500807,2414.279448,1176.430467,1368,320.0156963
537.3261856,22.24,1454.102866,6,2063.879448,1061.329085,1368,251.0156963
403.5261856,22,1252.502866,6,1713.479448,1007.518928,1276.225879,182.0156963
269.7261856,22,1050.902866,6,1363.079448,988.4196797,1314.859791,138
283.0707511,22,946.1136018,6,1601.127892,1109.347215,1368,138
416.8707511,22,744.5136018,7.02099839,1947.755087,1478.947215,1210.8,178.7075587
550.6707511,22,946.1136018,10.02099839,2298.155087,1848.547215,1368,247.7075587
684.4707511,32.45333333,744.5136018,13.02099839,2387.760646,2218.147215,1210.8,316.7075587
818.2707511,43.25333333,946.1136018,16.02099839,2738.160646,2587.747215,1053.6,385.7075587
952.0707511,54.05333333,1147.713602,19.02099839,2907.056155,2957.347215,896.4,454.7075587
1085.870751,64.85333333,1149.1,17.1,2556.656155,2889.36236,739.2,523.7075587
1165.8,75.65333333,1350.7,20.1,2348.6,2845.9,739.2,592.7075587
1165.8,86.45333333,1552.3,23.1,2699,3215.5,896.4,599
1165.8,96,1753.9,26.1,3049.4,3215.5,1053.6,599
1165.8,96,1753.9,26.1,3049.4,3215.5,1210.8,599
1165.8,96,1753.9,26.1,3049.4,3215.5,1368,599
1165.8,96,1753.9,26.1,3049.4,3215.5,1368,599
1165.8,96,1753.9,26.1,3049.4,3215.5,1305.168626,599
1165.8,96,1753.9,26.1,3049.4,3215.5,1147.968626,599
1165.8,85.2,1552.3,26.1,2802.570564,2845.9,990.768626,599
1165.8,74.4,1607.251732,26.1,3049.4,2476.3,841.2521131,530
1165.8,63.6,1405.651732,23.1,3009.421116,2106.7,998.4521131,461
1165.8,52.8,1204.051732,20.1,2659.021116,1737.1,1155.652113,392
1032,42,1405.651732,17.1,2587.797745,1367.5,1312.852113,323
898.2,32.8,1204.051732,14.1,2237.397745,997.9,1155.652113,254
764.4,22,1002.451732,11.1,1886.997745,739.2,998.4521131,185
630.6,22,800.8517316,8.1,1536.597745,739.2,841.2521131,138
496.8,26.77857143,599.2517316,6.3,1186.197745,997.9,684.0521131,138
624.472,37.57857143,403.2,9.3,835.7977452,1367.5,737.2654146,167.1053571
758.272,48.37857143,604.8,12.3,701,1737.1,894.4654146,236.1053571
892.072,59.17857143,806.4,15.3,982.7129383,2106.7,1051.665415,305.1053571
1025.872,69.97857143,1008,18.3,1333.112938,2476.3,1208.865415,374.1053571
1159.672,80.77857143,1209.6,21.3,1683.512938,2845.9,1342.12276,443.1053571
1165.8,91.57857143,1411.2,24.3,2033.912938,3215.5,1184.92276,512.1053571
1165.8,96,1612.8,26.1,2384.312938,3215.5,1027.72276,581.1053571
1165.8,96,1753.9,26.1,2612.114382,3215.5,870.5227599,599
1165.8,96,1753.9,26.1,2880.087303,3215.5,936.7337832,599
1165.8,96,1753.9,26.1,3049.4,3215.5,1093.933783,599
1165.8,96,1753.9,26.1,3049.4,3215.5,1251.133783,599
1165.8,96,1753.9,26.1,3049.4,3215.5,1368,599
1165.8,96,1753.9,26.1,3049.4,3215.5,1368,599
1165.8,96,1753.9,26.1,2960.735914,3215.5,1368,599
1165.8,96,1753.9,26.1,2610.335914,3215.5,1368,599
1165.8,96,1753.9,26.1,2259.935914,3215.5,1368,599
1165.8,96,1753.9,26.1,1909.535914,3215.5,1368,599
1165.8,96,1680.631025,26.1,1559.135914,3123.15,1368,599
1165.8,96,1479.031025,26.1,1208.735914,2753.55,1368,599
1032,85.2,1277.431025,26.1,858.3359139,2383.95,1368,599
898.2,74.4,1075.831025,23.1,701,2014.35,1368,530
764.4,63.6,874.2310245,20.1,701,1644.75,1368,461
630.6,52.8,672.6310245,17.1,701,1275.15,1368,392
496.8,42,471.0310245,14.1,701,905.55,1269.239181,323
624.472,31.2,507.8719877,11.1,701,1081.041667,1368,259.7895833
758.272,42,709.4719877,8.1,701,1450.641667,1368,328.7895833
892.072,52.8,911.0719877,10.65,988.128249,1820.241667,1210.8,397.7895833
1025.872,63.6,1112.671988,13.65,1338.528249,2189.841667,1053.6,466.7895833
1159.672,74.4,1314.271988,16.65,1688.928249,2559.441667,896.4,535.7895833
1165.8,85.2,1515.871988,19.65,2039.328249,2929.041667,739.2,466.7895833
1165.8,96,1717.471988,22.65,2389.728249,3215.5,582,461
1165.8,96,1515.871988,25.65,2455.91185,3215.5,656.0414153,530
1165.8,96,1552.3,26.1,2699,3215.5,813.2414153,599
1165.8,96,1753.9,26.1,3049.4,3215.5,970.4414153,599
1165.8,96,1753.9,26.1,3049.4,3215.5,1127.641415,599
1165.8,96,1753.9,26.1,3049.4,3215.5,1284.841415,599
1165.8,96,1753.9,26.1,3049.4,3215.5,1368,599
1165.8,96,1753.9,26.1,3049.4,3215.5,1368,599
1165.8,96,1753.9,26.1,3049.4,3215.5,1210.8,530
1165.8,96,1753.9,26.1,3049.4,3215.5,1053.6,461
1165.8,96,1753.9,23.1,2702.288351,2845.9,1184.955365,530
1165.8,96,1753.9,20.1,2351.888351,2476.3,1342.155365,461
1165.8,87.525,1552.3,17.1,2001.488351,2106.7,1251.805512,392
1032,76.725,1350.7,14.1,1651.088351,1737.1,1368,461
898.2,65.925,1149.1,11.1,1300.688351,1367.5,1210.8,392
764.4,55.125,947.5,8.1,950.2883512,997.9,1053.6,323
630.6,44.325,745.9,6,701,739.2,1053.6,254
496.8,33.525,544.3,6,701,739.2,1210.8,185
363,22.725,403.2,6,701,739.2,1368,138
456.4,22,403.2,8.85,701,1108.8,1368,138
590.2,22,604.8,11.85,701,1478.4,1210.8,138
724,31.2,806.4,14.85,701,1848,1368,157.4939022
857.8,42,1008,17.85,1051.4,2217.6,1277.827784,226.4939022
991.6,52.8,1209.6,20.85,1330.43572,2587.2,1120.627784,295.4939022
1125.4,63.6,1411.2,23.85,1646.130276,2956.8,963.4277844,364.4939022
1165.8,74.4,1612.8,26.1,1809.520574,3215.5,806.2277844,433.4939022
1165.8,85.2,1705.802448,26.1,2159.920574,3215.5,649.0277844,502.4939022
1165.8,96,1753.9,26.1,2510.320574,3215.5,538.2211118,571.4939022
1165.8,96,1753.9,26.1,2802.598351,3215.5,547.4794315,599
1165.8,96,1753.9,26.1,2972.845137,3215.5,704.6794315,599
1165.8,96,1753.9,26.1,3049.4,3215.5,861.8794315,599
1165.8,96,1753.9,26.1,2797.293832,3215.5,1019.079432,599
1165.8,96,1753.9,26.1,2446.893832,3215.5,878.7137787,591.1051844
1165.8,94.185,1553.220696,26.1,2096.493832,3215.5,733.0291923,599
1165.8,83.385,1360.514489,26.1,1746.093832,2845.9,890.2291923,530
1165.8,72.585,1517.720789,26.1,1395.693832,2476.3,1047.429192,461
1032,61.785,1316.120789,23.1,1045.293832,2106.7,1204.629192,392
898.2,50.985,1114.520789,20.1,701,1737.1,1361.829192,323
764.4,40.185,912.9207891,17.1,701,1367.5,1204.629192,254
630.6,29.385,711.3207891,14.1,701,997.9,1047.429192,185
496.8,22,509.7207891,11.1,701,739.2,890.2291923,138
363,22,403.2,8.1,701,739.2,733.0291923,138
268,22,403.2,6,701,739.2,575.8291923,138
268,22,403.2,6,701,739.2,418.6291923,138
359.5300745,22,403.2,6,701,1108.8,314,138
493.3300745,22,527.592005,6,701,1478.4,314,138
627.1300745,22,729.192005,9,701,1848,314,138
760.9300745,25.48285714,930.792005,12,781.0054222,2217.6,471.2,207
894.7300745,36.28285714,1132.392005,15,911.8823226,2587.2,628.4,276
1028.530074,47.08285714,1333.992005,18,1085.977492,2956.8,785.6,345
1162.330074,57.88285714,1535.592005,21,1128.146293,3215.5,854.1493442,414
1165.8,68.68285714,1737.192005,24,1380.258776,3215.5,696.9493442,483
1165.8,79.48285714,1753.9,26.1,1730.658776,3215.5,854.1493442,552
1165.8,90.28285714,1753.9,26.1,2081.058776,3215.5,1011.349344,599
1165.8,96,1753.9,26.1,2431.458776,3215.5,1107.862336,599
1165.8,96,1753.9,26.1,2779.272864,3215.5,950.6623356,599
1165.8,96,1753.9,25.4,2453,3215.5,989.7916335,599
1165.8,85.2,1753.9,22.4,2102.6,3215.5,832.5916335,582.0425
1165.8,74.4,1753.9,19.4,1752.2,2845.9,700.2070313,513.0425
1165.8,63.6,1746.864533,16.4,1401.8,2476.3,628.4,444.0425
1034.984739,52.8,1545.264533,13.4,1051.4,2106.7,471.2,375.0425
901.1847394,42,1343.664533,10.4,701,1737.1,314,306.0425
767.3847394,31.2,1142.064533,7.4,701,1367.5,471.2,272.825
633.5847394,22,940.4645326,6,701,997.9,628.4,203.825
499.7847394,22,738.8645326,6,701,739.2,785.6,138
496.8,22,537.2645326,6.7,701,1023.975525,942.8,138
630.6,32.03333333,517.5,9.7,701,1393.575525,1100,207
764.4,42.83333333,691.2403116,12.7,701,1763.175525,1257.2,276
898.2,53.63333333,892.8403116,15.7,884.9080521,2132.775525,1328.506308,345
1032,64.43333333,1094.440312,18.7,1235.308052,2502.375525,1271.622201,414
1165.8,75.23333333,1296.040312,21.7,1585.708052,2871.975525,1114.422201,392
1165.8,86.03333333,1497.640312,24.7,1936.108052,3215.5,957.2222011,461
1165.8,96,1699.240312,26.1,2286.508052,3215.5,950.8590295,530
1165.8,96,1753.9,26.1,2636.908052,3215.5,1108.05903,599
1165.8,96,1753.9,26.1,2987.308052,3215.5,1265.25903,599
1165.8,96,1753.9,26.1,3049.4,3215.5,1368,599
1165.8,96,1753.9,26.1,3049.4,3215.5,1368,599
1165.8,96,1753.9,26.1,3049.4,3215.5,1368,599
1165.8,96,1753.9,26.1,3049.4,3215.5,1368,599
1165.8,96,1753.9,26.1,3049.4,3215.5,1368,599
1165.8,96,1753.9,26.1,3049.4,3215.5,1368,599
1165.8,96,1753.9,26.1,2781.930467,3215.5,1368,599
1165.8,96,1753.9,26.1,2431.530467,3015.548949,1210.8,599
1165.8,96,1552.3,26.1,2081.130467,2645.948949,1368,599
1083.362891,85.2,1350.7,23.1,1730.730467,2276.348949,1210.8,530
949.5628909,74.4,1149.1,20.1,1380.330467,1906.748949,1053.6,461
815.7628909,63.6,1241.861242,17.1,1051.4,1537.148949,1210.8,392
681.9628909,52.8,1040.261242,14.1,701,1167.548949,1368,323
548.1628909,42,923.732429,11.1,701,797.948949,1368,254
427.8785546,31.2,968.136916,8.1,701,997.9,1368,253.5377163
561.6785546,22,1136.144669,11.1,701,1367.5,1368,184.5377163
695.4785546,32.24166667,1337.744669,14.1,701,1737.1,1368,253.5377163
829.2785546,43.04166667,1459.10737,17.1,997.5512976,2106.7,1368,322.5377163
963.0785546,53.84166667,1257.50737,20.1,1347.951298,2476.3,1368,391.5377163
1096.878555,64.64166667,1459.10737,23.1,1698.351298,2845.9,1210.8,460.5377163
1165.8,75.44166667,1257.50737,26.1,2048.751298,3215.5,1053.6,391.5377163
1165.8,86.24166667,1060.785829,26.1,2399.151298,3215.5,896.4,322.5377163
1165.8,96,1216.469039,26.1,2749.551298,3215.5,773.4965403,350.2512416
1165.8,96,1014.869039,26.1,2974.547755,3215.5,917.207076,419.2512416
1165.8,96,1216.469039,26.1,3049.4,3215.5,1074.407076,488.2512416
1165.8,96,1418.069039,26.1,3049.4,3215.5,1169.448458,484.6338484
1165.8,96,1619.669039,26.1,3049.4,3215.5,1090.471861,538.8499249
1165.8,96,1753.9,26.1,3049.4,3215.5,1033.639126,599
1165.8,96,1686.060135,26.1,3049.4,3215.5,876.4391257,589.1982714
1165.8,96,1552.3,26.1,2791.07516,3215.5,811.2532374,599
1165.8,96,1350.7,26.1,2440.67516,3215.5,896.4,599
1165.8,96,1552.3,26.1,2090.27516,2878.468068,1053.6,599
1165.8,85.2,1753.9,26.1,1739.87516,2508.868068,1210.8,530
1032,74.4,1753.9,26.1,1389.47516,2139.268068,1368,461
898.2,63.6,1608.198193,24.6,1039.07516,1769.668068,1368,392
764.4,52.8,1406.598193,21.6,701,1400.068068,1368,323
630.6,42,1204.998193,18.6,701,1030.468068,1368,321.9026219
496.8,31.2,1003.398193,15.6,701,844.0363114,1323.932383,252.9026219
383.0333333,22,801.7981932,12.6,701,739.2,1166.732383,321.9026219
516.8333333,22,600.1981932,9.6,701,1075.043247,1180.28208,252.9026219
650.6333333,22,801.7981932,6.6,701,1444.643247,1337.48208,321.9026219
784.4333333,26.70714286,1003.398193,9.6,882.0371277,1814.243247,1368,252.9026219
918.2333333,37.50714286,1204.998193,12.6,1232.437128,2183.843247,1368,321.9026219
1052.033333,48.30714286,1406.598193,15.6,1555.819657,2553.443247,1327.970353,252.9026219
1165.8,59.10714286,1444.250345,18.6,1906.219657,2923.043247,1170.770353,321.9026219
1165.8,69.90714286,1242.650345,21.6,1906.743267,3215.5,1013.570353,390.9026219
1165.8,80.70714286,1041.050345,24.6,2257.143267,3215.5,856.3703527,459.9026219
1165.8,91.50714286,1149.1,26.1,2607.543267,3215.5,699.1703527,528.9026219
1165.8,96,1350.7,26.1,2826.479057,3215.5,541.9703527,597.9026219
1165.8,96,1552.3,26.1,3049.4,3215.5,384.7703527,594.828416
1165.8,96,1753.9,26.1,3049.4,3215.5,405.1332755,599
1165.8,96,1753.9,26.1,3049.4,3215.5,506.9828292,599
1165.8,96,1579.52133,26.1,2961.021131,3215.5,582,599
1165.8,96,1377.92133,26.1,2610.621131,3215.5,739.2,599
1165.8,96,1232.640855,26.1,2260.221131,3215.5,896.4,530
1165.8,85.2,1434.240855,26.1,1909.821131,2845.9,1053.6,461
1165.8,74.4,1635.840855,24.2,1832.001315,2476.3,1210.8,392
1165.8,63.6,1753.9,21.2,1481.601315,2106.7,1368,323
1032,52.8,1552.3,18.2,1131.201315,1737.1,1210.8,254
898.2,42,1350.7,15.2,780.8013155,1367.5,1053.6,185
764.4,31.2,1149.1,12.2,701,997.9,896.4,138
630.6,22,947.5,9.2,701,782.1687679,739.2,138
496.8,22,745.9,6.2,701,859.3375726,582,138
363,22,544.3,6,701,1164.070828,424.8,138
268,22,403.2,6,701,1494.330527,314,138
268,22,403.2,6,701,1251.106099,314,138
268,22,481.5,8.1,1051.4,1620.706099,314,138
268,32.8,532.6,11.1,1401.8,1791.301197,314,207
268,43.6,588.1,14.1,1752.2,2160.901197,471.2,276
385.8016698,54.4,789.7,17.1,2102.6,2367.833357,628.4,345
