MESA_CAL_20_hydro,OWENS_G_20_hydro,MC_CALL_20_hydro,FULTON_20_hydro,TESLA_20_hydro,ROUND_MT_20_hydro,COTWDWAP_20_hydro,RNCHSECO_20_hydro
1021.012701,34.80973727,1185.744678,19.92,2565.613661,2544.525088,1368,599
887.2127014,31.2,1296.300034,22.92,2215.213661,2833.102084,1368,599
807.8483867,42,1094.700034,20.1,1864.813661,3124.265133,1210.8,599
764.4,52.8,893.1000342,17.1,1514.413661,2871.154978,1053.6,545.1388703
898.2,63.6,1008,20.1,1752.2,3207.595418,952.1588135,599
1032,74.4,1209.6,23.1,2102.6,3215.5,794.9588135,599
1165.8,85.2,1008,26.1,2453,3215.5,637.7588135,549.5859838
1165.8,96,1209.6,26.1,2102.6,3215.5,794.9588135,519.952561
1165.8,85.2,1008,23.1,1752.2,3215.5,660.7090941,450.952561
1032,74.4,806.4,20.1,1401.8,2845.9,503.5090941,381.952561
898.2,63.6,604.8,17.1,1051.4,2476.3,471.2,312.952561
764.4,52.8,403.2,14.1,701,2106.7,314,243.952561
630.6,42,403.2,11.1,701,1737.1,314,228.6544917
496.8,31.2,403.2,8.1,701,1367.5,314,159.6544917
363,22,403.2,6,701,1321.269012,314,228.6544917
268,22,403.2,9,1051.4,951.6690124,344.6961032,297.6544917
268,22,403.2,9.65,1401.8,1312.447176,314,366.6544917
401.8,32.8,604.8,12.65,1752.2,1619.91336,368.2519484,435.6544917
535.6,43.6,806.4,15.65,2102.6,1829.852523,525.4519484,366.6544917
669.4,54.4,1008,18.65,2453,1722.177853,628.4,409.310778
803.2,65.2,1209.6,21.65,2803.4,1352.577853,471.2,340.310778
669.4,70.33333333,1411.2,24.65,3049.4,1644.958528,314,409.310778
535.6,81.13333333,1302.31306,26.1,3049.4,1523.12629,314,340.310778
500.0764883,70.33333333,1100.71306,26.1,2821.755433,1577.922589,314,271.310778
633.8764883,81.13333333,899.11306,26.1,2471.355433,1367.063338,424.8,340.310778
500.0764883,70.33333333,697.51306,23.1,2120.955433,1646.93411,582,409.310778
591.2067536,59.53333333,495.91306,20.1,1770.555433,1277.33411,739.2,340.310778
725.0067536,52.8,403.2,17.1,1420.155433,1646.93411,896.4,409.310778
858.8067536,63.6,403.2,20.1,1770.555433,2016.53411,1053.6,478.310778
992.6067536,74.4,604.8,23.1,2120.955433,2386.13411,1210.8,547.310778
1126.406754,85.2,806.4,26.1,2471.355433,2319.011891,1368,599
1165.8,96,1008,26.1,2821.755433,2305.913312,1368,599
1093.834192,85.2,1209.6,23.1,3049.4,2034.408904,1210.8,599
960.0341917,74.4,1411.2,20.1,2715.933702,1664.808904,1368,599
826.2341917,63.6,1209.6,17.1,2365.533702,1295.208904,1210.8,530
692.4341917,52.8,1008,14.1,2015.133702,1294.163586,1053.6,461
558.6341917,42,806.4,17.1,1664.733702,1334.617433,896.4,392
424.8341917,31.2,604.8,14.1,1314.333702,1516.498703,739.2,323
291.0341917,22,403.2,13.88571429,963.9337019,1653.020663,582,254
268,22,425.9,16.88571429,701,1731.015694,424.8,323
268,22,434.4,19.88571429,701,1361.415694,314,380.6408855
321.0519944,22,403.2,16.88571429,815.6850093,991.8156937,314,449.6408855
454.8519944,32.8,535.3723453,19.88571429,1166.085009,1062.525113,314,380.6408855
588.6519944,43.6,629.8722762,22.88571429,1516.485009,937.6419612,314,311.6408855
722.4519944,54.4,831.4722762,25.88571429,1866.885009,1108.8,314,380.6408855
856.2519944,65.2,993.0697121,26.1,2217.285009,739.2,314,449.6408855
990.0519944,76,794.9729095,23.1,2567.685009,739.2,314,453.0180374
1123.851994,86.8,593.3729095,20.1,2918.085009,739.2,314,522.0180374
990.0519944,92.4977,472.7644354,20.1,2833.104212,1020.393791,385.9981571,453.0180374
856.2519944,81.6977,434.1518633,23.1,2482.704212,1389.993791,543.1981571,384.0180374
722.4519944,70.8977,403.2,26.1,2132.304212,1577.928959,700.3981571,453.0180374
709.4943701,60.0977,403.2,23.1,1998.2,1469.384683,857.5981571,461
843.2943701,70.8977,590.5291432,20.1,2348.6,1838.984683,1014.798157,530
977.0943701,81.6977,792.1291432,23.1,2699,2208.584683,1171.998157,599
1110.89437,92.4977,993.7291432,26.1,3049.4,2578.184683,1329.198157,599
1165.8,96,1195.329143,26.1,3049.4,2494.322671,1368,599
1165.8,96,1008,26.1,3049.4,2124.722671,1368,599
1032,85.2,806.4,26.1,2744.513197,1755.122671,1210.8,599
898.2,74.4,604.8,23.1,2394.113197,1408.162177,1053.6,599
764.4,63.6,403.2,26.1,2043.713197,1441.652883,896.4,530
630.6,52.8,403.2,23.1,1693.313197,1553.018111,739.2,461
496.8,42,403.2,20.1,1342.913197,1743.159565,582,392
363,31.2,403.2,17.1,992.5131975,1977.786793,424.8,323
311.2109089,22,403.2,19.2,701,2281.799343,314,392
445.0109089,22,403.2,22.2,1004.457313,2651.399343,314,461
578.8109089,22,604.8,25.2,1354.857313,3020.999343,471.2,530
712.6109089,32.8,806.4,22.2,1705.257313,3215.5,628.4,599
846.4109089,43.6,1008,19.2,2055.657313,3215.5,785.6,552
980.2109089,32.8,1209.6,16.2,2406.057313,3215.5,942.8,483
1114.010909,22,1411.2,13.2,2524.371495,3215.5,1100,414
1165.8,22,1612.8,10.2,2193.085949,3215.5,1257.2,345
1165.8,22,1737.065619,7.2,1842.685949,3215.5,1368,276
1165.8,22,1658.097562,6,1728.952126,3215.5,1368,207
1165.8,24.52433636,1456.497562,6,1835.06766,3215.5,1294.792267,138
1032,35.32433636,1254.897562,6,1650.750351,3115.623982,1137.592267,199.3742
898.2,46.12433636,1053.297562,9,1493.284123,2746.023982,980.3922667,268.3742
1032,56.92433636,1254.897562,12,1843.684123,3115.623982,988.649675,337.3742
1165.8,67.72433636,1456.497562,15,2194.084123,3215.5,1145.849675,406.3742
1165.8,78.52433636,1658.097562,18,2544.484123,3215.5,1303.049675,475.3742
1165.8,89.32433636,1632.338549,21,2894.884123,3215.5,1145.849675,530
1165.8,78.52433636,1430.738549,24,2544.484123,3119.337557,988.649675,599
1109.574546,67.72433636,1229.138549,26.1,2194.084123,2749.737557,831.449675,599
975.7745458,56.92433636,1027.538549,23.1,1843.684123,2380.137557,674.249675,530
841.9745458,46.12433636,825.9385488,20.1,1493.284123,2010.537557,517.049675,461
708.1745458,35.32433636,624.3385488,17.1,1142.884123,1640.937557,359.849675,392
574.3745458,24.52433636,422.7385488,14.1,792.4841235,1367.5,314,323
440.5745458,22,624.3385488,11.1,1131.383306,1737.1,471.2,392
311.2109089,22,825.9385488,8.1,780.9833062,2106.7,628.4,392
445.0109089,22,1027.538549,6,829.2520127,2476.3,494.3588036,461
578.8109089,32.8,1229.138549,9,1179.652013,2845.9,651.5588036,530
712.6109089,43.6,1430.738549,12,1530.052013,3215.5,808.7588036,599
846.4109089,54.4,1632.338549,9,1880.452013,3215.5,965.9588036,599
980.2109089,65.2,1430.738549,6,2230.852013,3124.63547,808.7588036,530
1114.010909,76,1229.138549,6,2581.252013,2828.725759,965.9588036,461
1165.8,84.26196209,1027.538549,6,2931.652013,2720.465059,1123.158804,392
1165.8,73.46196209,1229.138549,6,2955.146919,2350.865059,1210.8,323
1165.8,62.66196209,1430.738549,6,3049.4,2278.493678,1368,310.9268791
1165.8,51.86196209,1305.75957,6,3049.4,2263.770054,1368,241.9268791
1032,41.06196209,1104.15957,6,3049.4,1985.25148,1368,310.9268791
898.2,32.94367965,1305.75957,6,3049.4,2167.464705,1368,379.9268791
1032,43.74367965,1209.6,9,2699,2537.064705,1368,448.9268791
1165.8,54.54367965,1008,12,2978.616556,2906.664705,1210.8,500.3907015
1165.8,65.34367965,806.4,15,2778.547129,3088.84844,1053.6,569.3907015
1165.8,76.14367965,604.8,18,2428.147129,3146.917872,896.4,500.3907015
1165.8,65.34367965,403.2,21,2077.747129,2777.317872,739.2,461
1032,54.54367965,509.5871519,24,1727.347129,2707.520014,896.4,530
898.2,43.74367965,711.1871519,22.4,2077.747129,2337.920014,1053.6,599
764.4,32.94367965,509.5871519,19.4,1727.347129,1968.320014,896.4,530
630.6,22.14367965,403.2,16.4,1376.947129,1598.720014,739.2,461
496.8,22,403.2,13.4,1026.547129,1367.5,582,392
363,22,403.2,10.4,701,1737.1,424.8,323
306.2285714,22,403.2,11.1,701,2106.7,314,392
440.0285714,22,540.7458969,14.1,1051.4,2476.3,467.3766848,461
573.8285714,32.8,742.3458969,17.1,1401.8,2845.9,624.5766848,530
707.6285714,43.6,943.9458969,20.1,1752.2,3215.5,781.7766848,599
841.4285714,54.4,1145.545897,23.1,2102.6,3215.5,938.9766848,599
975.2285714,65.2,943.9458969,26.1,2453,3055.988275,781.7766848,530
1109.028571,76,877.8558937,26.1,2803.4,2686.388275,938.9766848,599
1165.8,86.8,750.782556,26.1,3049.4,2565.001907,1096.176685,599
1165.8,79.77698009,936.4522645,26.1,2868.932885,2552.247444,1253.376685,585.7264206
1165.8,68.97698009,1138.052264,26.1,2518.532885,2208.413178,1368,516.7264206
1165.8,58.17698009,1339.652264,26.1,2868.932885,2335.667548,1368,512.5776054
1165.8,47.37698009,1483.001329,26.1,2518.532885,1966.067548,1227.747821,443.5776054
1032,43.6,1684.601329,26.1,2712.587506,2322.628599,1368,512.5776054
1032,54.4,1483.001329,26.1,2362.187506,2692.228599,1210.8,443.5776054
1165.8,65.2,1281.401329,26.1,2699,3061.828599,1053.6,374.5776054
1165.8,76,1483.001329,26.1,3049.4,3215.5,896.4,443.5776054
1165.8,65.2,1281.401329,26.1,2699,3215.5,739.2,374.5776054
1165.8,54.4,1079.801329,26.1,2406.407765,2845.9,896.4,305.5776054
1032,43.6,897.5024241,26.1,2056.007765,2476.3,1053.6,236.5776054
898.2,32.8,1099.102424,26.1,1914.86443,2106.7,1210.8,305.5776054
764.4,22,897.5024241,26.1,1564.46443,1737.1,1053.6,236.5776054
630.6,22,695.9024241,23.1,1214.06443,1367.5,896.4,167.5776054
496.8,22,563.473019,20.1,863.6644305,1354.532365,1053.6,236.5776054
363,22,765.073019,17.1,701,1724.132365,1076.597002,305.5776054
339.4032621,22,947.5,14.1,701,2093.732365,919.3970022,374.5776054
473.2032621,22,1149.1,17.1,1051.4,2463.332365,1053.6,443.5776054
607.0032621,32.8,1350.7,20.1,1401.8,2832.932365,1210.8,512.5776054
740.8032621,43.6,1552.3,23.1,1752.2,3202.532365,1368,581.5776054
874.6032621,54.4,1753.9,26.1,2102.6,3215.5,1210.8,512.5776054
1008.403262,65.2,1552.3,26.1,1808.316276,2893.476282,1053.6,443.5776054
1142.203262,76,1350.7,26.1,1985.322872,2523.876282,896.4,374.5776054
1165.8,86.8,1288.556083,26.1,2335.722872,2154.276282,778.6014989,305.5776054
1165.8,96,1305.756235,26.1,2686.122872,1784.676282,935.8014989,236.5776054
1165.8,85.2,1463.811119,26.1,3003.698548,1787.50282,1093.001499,167.5776054
1165.8,83.4,1665.411119,26.1,3049.4,1737.1,1250.201499,138
1049.688583,72.6,1463.811119,26.1,2865.424695,2106.7,1100,141.9453643
915.8885825,61.8,1324.782798,26.1,3049.4,2476.3,942.8,210.9453643
1032,72.6,1123.182798,26.1,2802.146463,2845.9,785.6,279.9453643
1165.8,83.4,921.5827984,26.1,2699,3215.5,628.4,338.8077635
1165.8,94.2,1123.182798,26.1,3049.4,3200.597863,471.2,407.8077635
1165.8,96,921.5827984,26.1,2699,3215.5,314,447.4893026
1165.8,85.2,719.9827984,26.1,2495.829135,2845.9,314,427.1375521
1032,74.4,522.2730344,26.1,2145.429135,2476.3,471.2,358.1375521
898.2,63.6,723.8730344,26.1,1795.029135,2106.7,628.4,289.1375521
764.4,52.8,656.2409037,26.1,1444.629135,1737.1,785.6,220.1375521
630.6,42,454.6409037,23.1,1094.229135,1367.5,628.4,151.1375521
496.8,31.2,403.2,20.1,743.8291353,1729.928372,471.2,138
363,22,604.8,17.1,923.339512,1433.386007,628.4,138
491,22,806.4,14.1,1273.739512,1741.692353,785.6,141.5005534
624.8,22,801.973532,15.6,1624.139512,2111.292353,740.9333333,210.5005534
758.6,32.8,1003.573532,18.6,1974.539512,2480.892353,898.1333333,279.5005534
892.4,43.6,1205.173532,21.6,2324.939512,2850.492353,1055.333333,348.5005534
1026.2,54.4,1348.672133,24.6,2675.339512,3215.5,898.1333333,417.5005534
1160,65.2,1147.072133,26.1,2889.051709,3215.5,740.9333333,351.7898947
1165.8,76,945.4721334,26.1,2876.167817,3215.5,583.7333333,401.7416337
1165.8,86.8,947.5,23.1,2525.767817,3079.697672,739.2,367.4483039
1165.8,79.05,1149.1,26.1,2356.666656,2710.097672,896.4,298.4483039
1165.8,68.25,1350.7,26.1,2707.066656,2340.497672,1053.6,229.4483039
1165.8,57.45,1552.3,26.1,3049.4,2069.015127,1210.8,298.4483039
1032,46.65,1753.9,23.1,3049.4,1999.837694,1368,367.4483039
898.2,57.45,1552.3,20.1,2970.488302,2369.437694,1368,436.4483039
1032,68.25,1350.7,21.25,2625.100623,2739.037694,1210.8,505.4483039
1165.8,79.05,1149.1,24.25,2519.506533,3108.637694,1053.6,471.2650196
1165.8,89.85,947.5,21.25,2169.106533,2821.719011,896.4,402.2650196
1165.8,96,745.9,18.25,1818.706533,3191.319011,739.2,394.453658
1165.8,85.2,544.3,15.25,1468.306533,2892.74771,582,381.426582
1032,74.4,745.9,18.25,1230.789648,2893.335778,739.2,312.426582
898.2,63.6,947.5,21.25,1581.189648,2523.735778,896.4,243.426582
764.4,52.8,745.9,18.25,1230.789648,2433.395487,1053.6,174.426582
630.6,42,544.3,15.25,880.3896482,2212.863769,896.4,243.426582
496.8,31.2,403.2,12.25,701,2099.535478,739.2,312.426582
363,22,403.2,9.25,701,2111.293003,582,381.426582
325.7126737,22,403.2,6.25,701,1993.831202,424.8,392
459.5126737,32.8,604.8,6,1051.4,2053.549155,314,461
593.3126737,43.6,806.4,6,1401.8,2031.901522,471.2,530
727.1126737,54.4,1008,9,1752.2,1888.908646,628.4,599
860.9126737,65.2,1209.6,6,2102.6,2074.998358,629.0364429,599
994.7126737,76,1411.2,6,2453,2185.105496,636.6205348,599
1128.512674,81.68,1392.564385,6,2482.410352,2136.374066,731.9396528,599
994.7126737,70.88,1190.964385,9,2348.6,2109.533353,889.1396528,599
860.9126737,60.08,989.3643847,6,1998.2,2197.668509,731.9396528,599
727.1126737,49.28,787.7643847,6,1647.8,2073.856481,574.7396528,599
593.3126737,38.48,586.1643847,6,1297.4,1704.256481,725.8669223,540.1440508
496.8,49.28,403.2,6.82222222,1647.8,1334.656481,883.0669223,471.1440508
630.6,60.08,568.3409909,9.82222222,1998.2,1356.957201,1040.266922,540.1440508
764.4,70.88,769.9409909,12.82222222,2348.6,1726.557201,1053.6,471.1440508
898.2,81.68,971.5409909,15.82222222,2699,2096.157201,1210.8,540.1440508
1032,92.48,1173.140991,18.82222222,3049.4,2012.744397,1368,599
1165.8,96,1374.740991,15.82222222,3049.4,2203.922638,1234.196729,599
1040.540147,85.2,1471.36934,12.82222222,2699,2106.657038,1076.996729,530
906.7401474,74.4,1321.634594,9.82222222,2348.6,1840.63842,919.7967289,599
772.9401474,63.6,1120.034594,6.82222222,1998.2,1471.03842,762.5967289,599
639.1401474,52.8,918.4345939,6,1647.8,1592.692411,605.3967289,530
505.3401474,42,716.8345939,9,1297.4,1472.299676,448.1967289,461
371.5401474,31.2,515.2345939,6,947,1632.995376,605.3967289,392
268,22,403.2,6,701,1588.968964,448.1967289,323
268,22,403.2,6,701,1576.711235,314,392
345.0608815,22,403.2,6,701,1724.438489,314,323
478.8608815,22,423.2,6,701,1978.36521,314,254
612.6608815,32.8,577.3,6,701,2030.970252,314,323
746.4608815,43.6,703.5231657,6,701,2397.993373,314,392
880.2608815,54.4,905.1231657,6,701,2658.385091,314,323
1014.060882,63.2,703.5231657,6,701,2680.860129,441.0349689,392
1147.860882,52.4,501.9231657,6,701,2710.66204,598.2349689,323
1165.8,41.6,403.2,9,701,2533.50509,755.4349689,392
1165.8,31.2,403.2,12,753.8,2171.007734,912.6349689,323
1165.8,42,403.2,15,1104.2,1886.135495,1069.834969,370.0909091
1105.693534,52.8,403.2,18,1454.6,1775.342748,1227.034969,439.0909091
1032,63.6,403.2,21,1805,1895.765969,1210.8,370.0909091
898.2,74.4,604.8,20.1,2155.4,2265.365969,1053.6,439.0909091
1032,85.2,806.4,23.1,2505.8,2634.965969,1210.8,370.0909091
1165.8,96,1008,26.1,2856.2,2710.883303,1368,439.0909091
1165.8,96,1209.6,24.3,2505.8,2469.408329,1368,508.0909091
1165.8,96,1097.034537,21.3,2155.4,2217.925716,1368,439.0909091
1165.8,96,895.4345374,18.3,1805,1848.325716,1210.8,370.0909091
1032,85.2,693.8345374,15.3,1454.6,1478.725716,1053.6,439.0909091
898.2,74.4,492.2345374,12.3,1104.2,1109.125716,896.4,508.0909091
764.4,63.6,403.2,9.3,753.8,915.6478992,739.2,439.0909091
630.6,52.8,403.2,8.2,701,1284.687502,582,370.0909091
496.8,42,403.2,7.2,701,1355.877309,424.8,301.0909091
363,31.2,403.2,6,701,1528.202817,314,232.0909091
268,25.08571429,403.2,6,701,1196.207638,314,163.0909091
401.8,35.88571429,604.8,9,1051.4,1565.807638,471.2,232.0909091
535.6,46.68571429,806.4,12,1401.8,1935.407638,628.4,301.0909091
669.4,57.48571429,1008,15,1752.2,2297.042681,785.6,370.0909091
803.2,68.28571429,1209.6,18,2102.6,1935.805099,942.8,439.0909091
937,79.08571429,1411.2,21,1860.49025,1696.185284,1100,370.0909091
1070.8,89.88571429,1552.3,22.32142857,2210.89025,2065.785284,1210.8,301.0909091
1002.464125,96,1753.9,25.32142857,2561.29025,2193.657941,1368,370.0909091
892.3063608,96,1753.9,22.32142857,2599.904946,2284.309633,1368,432.5765502
877.4295138,96,1716.993273,19.32142857,2249.504946,2369.225459,1324.735089,363.5765502
898.2,96,1515.393273,16.32142857,1899.104946,1999.625459,1167.535089,294.5765502
764.4,85.2,1313.793273,13.32142857,1548.704946,2369.225459,1010.335089,225.5765502
898.2,85.2,1515.393273,16.32142857,1899.104946,2738.825459,1077.744646,294.5765502
1032,96,1716.993273,19.32142857,2249.504946,3108.425459,1234.944646,363.5765502
1165.8,96,1515.393273,22.32142857,2006.299576,3040.664525,1077.744646,312.2532724
1165.8,96,1313.793273,25.32142857,2102.6,2671.064525,920.5446461,319.1965175
1165.8,96,1515.393273,22.32142857,1752.2,2301.464525,1077.744646,345
1165.8,96,1313.793273,19.32142857,1401.8,1931.864525,1207.823834,276
1032,85.2,1112.193273,16.32142857,1051.4,1562.264525,1050.623834,207
898.2,74.4,910.5932727,13.32142857,701,1268.86594,893.4238342,138
764.4,63.6,708.9932727,10.32142857,701,1638.46594,736.2238342,138
630.6,52.8,507.3932727,9,701,1268.86594,579.0238342,138
496.8,42,403.2,6,701,899.2659399,421.8238342,183.6356522
424.1,31.2,403.2,6,701,1268.86594,314,252.6356522
557.9,33.06666667,604.8,6,701,1638.46594,421.9539263,321.6356522
691.7,43.86666667,806.4,9,1051.4,2008.06594,579.1539263,390.6356522
825.5,54.66666667,1008,12,1401.8,2377.66594,736.3539263,459.6356522
959.3,65.46666667,1209.6,15,1752.2,2747.26594,893.5539263,485.6159921
1093.1,76.26666667,1411.2,18,2102.6,2757.746106,1050.753926,416.6159921
1165.8,87.06666667,1612.8,21,2453,2388.146106,1207.953926,347.6159921
1165.8,96,1753.9,24,2218.32658,2252.226694,1050.753926,278.6159921
1165.8,96,1753.9,26.1,2127.668355,2196.879526,893.5539263,209.6159921
1165.8,96,1753.9,26.1,1777.268355,2378.424984,862.7237632,193.4693811
1165.8,96,1753.9,26.1,1426.868355,2625.197978,927.9922762,169.0115444
1165.8,96,1753.9,26.03928572,1076.468355,2773.285148,873.6073522,154.3946113
1032,85.2,1753.9,23.03928572,1401.8,2476.3,716.4073522,163.0511489
898.2,74.4,1552.3,20.1,1752.2,2845.9,559.2073522,194.0973832
1032,85.2,1753.9,23.1,2102.6,3215.5,716.4073522,263.0973832
1165.8,96,1574.223242,26.1,2453,3215.5,873.6073522,332.0973832
1165.8,96,1372.623242,26.1,2102.6,3215.5,1030.807352,317.1045887
1165.8,96,1171.023242,26.1,1752.2,2845.9,893.3342337,386.1045887
1032,85.2,969.4232424,23.1,1401.8,2476.3,736.1342337,317.1045887
898.2,74.4,767.8232424,20.1,1051.4,2106.7,578.9342337,248.1045887
764.4,63.6,566.2232424,17.1,701,1737.1,421.7342337,179.1045887
630.6,52.8,403.2,14.1,701,1644.542021,314,138
496.8,42,403.2,11.1,701,1668.583942,314,138
363,31.2,403.2,8.1,701,1682.474439,314,138
268,24.85714286,403.2,6,701,1818.118235,314,207
268,35.65714286,403.2,9,701,2187.718235,437.9008838,276
268,46.45714286,604.8,12,1051.4,2557.318235,595.1008838,345
401.8,57.25714286,806.4,15,1401.8,2926.918235,752.3008838,414
535.6,68.05714286,1008,18,1752.2,2899.108255,909.5008838,483
669.4,78.85714286,1209.6,21,2102.6,2641.20959,1066.700884,552
803.2,89.65714286,1411.2,24,2453,2271.60959,1223.900884,483
937,96,1612.8,21,2102.6,1902.00959,1301.243828,414
1070.8,96,1753.9,18,1752.2,1532.40959,1368,345
1165.8,96,1753.9,15,2095.254382,1162.80959,1368,276
1134.133333,96,1753.9,13.99090909,2168.977938,928.2915116,1368,207
1000.333333,96,1753.9,16.99090909,2336.480323,1297.891512,1368,138
866.5333333,96,1753.9,19.99090909,2349.663255,1667.491512,1368,138
898.2,96,1753.9,22.99090909,2603.113888,2037.091512,1368,187.6653233
1032,96,1753.9,25.99090909,2856.015745,2029.656276,1210.8,256.6653233
1165.8,96,1552.3,22.99090909,2505.615745,2206.827947,1053.6,283.9448922
1165.8,96,1522.854874,19.99090909,2155.215745,1963.681169,940.4301739,352.9448922
1165.8,96,1321.254874,16.99090909,1804.815745,1775.346339,1097.630174,421.9448922
1032,96,1282.963417,13.99090909,1454.415745,1405.746339,1254.830174,490.9448922
898.2,96,1081.363417,10.99090909,1104.015745,1036.146339,1097.630174,421.9448922
764.4,85.2,879.7634172,7.99090909,753.6157449,812.5973338,940.4301739,352.9448922
630.6,74.4,678.1634172,6,701,739.2,783.2301739,283.9448922
496.8,63.6,562.3227638,6,701,1108.8,626.0301739,214.9448922
363,52.8,763.9227638,6,701,1478.4,468.8301739,145.9448922
268,42,965.5227638,6,701,1108.8,314,138
268,31.2,1167.122764,6,701,1478.4,314,138
268,22,1368.722764,9,701,1848,471.2,207
401.8,32.8,1570.322764,12,1051.4,2217.6,628.4,276
535.6,43.6,1753.9,15,1401.8,2482.223634,785.6,345
401.8,36.19705814,1753.9,18,1752.2,2149.672256,942.8,414
493.8205502,46.99705814,1753.9,21,2102.6,2094.359415,1100,483
627.6205502,57.79705814,1753.9,24,2453,1724.759415,1257.2,552
493.8205502,46.99705814,1753.9,26.1,2803.4,1355.159415,1368,599
453.5383495,56.20588373,1753.9,26.1,3049.4,1712.557139,1368,599
496.8,45.40588373,1753.9,26.1,2899.241297,1342.957139,1295.01564,561.6198741
630.6,52.8,1753.9,26.1,2548.841297,1712.557139,1137.81564,492.6198741
764.4,63.6,1753.9,26.1,2198.441297,2082.157139,980.6156398,423.6198741
898.2,74.4,1753.9,23.1,1848.041297,2451.757139,823.4156398,354.6198741
1032,85.2,1753.9,26.1,1941.933978,2821.357139,666.2156398,423.6198741
1165.8,96,1753.9,23.1,1591.533978,3190.957139,509.0156398,389.2769188
1032,85.2,1753.9,20.7,1393.261808,2821.357139,351.8156398,384.7544179
898.2,74.4,1753.9,17.7,1564.305048,2451.757139,471.2,336.0346162
764.4,63.6,1753.9,14.7,1401.8,2082.157139,628.4,276
630.6,52.8,1753.9,11.7,1051.4,1712.557139,471.2,207
496.8,42,1552.3,8.7,701,2082.157139,314,138
363,31.2,1350.7,9,701,1880.410277,314,138
268,22,1149.1,6,701,1823.566584,314,138
268,22,947.5,6,701,1458.421493,314,138
268,22,745.9,6,701,1088.821493,314,138
268,22,645.5570333,6,701,1458.421493,314,138
268,32.8,847.1570333,9,1051.4,1828.021493,471.2,207
401.8,43.6,1048.757033,12,1401.8,2197.621493,628.4,276
535.6,54.4,1250.357033,15,1752.2,2567.221493,785.6,345
669.4,65.2,1451.957033,18,2102.6,2571.618002,942.8,414
803.2,76,1653.557033,21,2453,2202.018002,1100,483
937,86.8,1753.9,18,2803.4,1832.418002,1257.2,500.9393341
1070.8,96,1753.9,20.1,3049.4,1555.821996,1193.322929,519.0830732
1165.8,86.3,1753.9,23.1,3049.4,1492.477551,1250.646179,588.0830732
1032,75.5,1753.9,26.1,3049.4,1122.877551,1093.446179,519.0830732
898.2,64.7,1753.9,26.1,3049.4,753.2775513,936.2461785,450.0830732
764.4,53.9,1753.9,23.1,2911.4,1122.877551,779.0461785,381.0830732
840,54.4,1753.9,21.15,2561,1492.477551,621.8461785,326.661325
973.8,65.2,1753.9,24.15,2803.4,1862.077551,779.0461785,395.661325
937,76,1753.9,26.1,2453,2170.079147,785.6,464.661325
803.2,65.2,1753.9,23.1,2102.6,2539.679147,628.4,395.661325
669.4,54.4,1753.9,26.1,1752.2,2170.079147,785.6,345
535.6,43.6,1753.9,23.1,1401.8,1800.479147,628.4,276
401.8,32.8,1753.9,20.1,1051.4,1430.879147,471.2,207
268,22,1552.3,17.1,701,1061.279147,314,138
268,22,1350.7,14.1,1051.4,963.277993,471.2,138
268,22,1149.1,11.1,1401.8,872.1399323,598.1822564,207
268,22,947.5,8.1,1752.2,787.1084934,440.9822564,138
268,22,745.9,6,2088.357407,860.1359821,316.9711371,138
268,22,544.3,6,1737.957407,953.0219002,474.1711371,207
268,22,606.0453086,9,1387.557407,1006.017113,631.3711371,138
268,32.8,807.6453086,12,1082.121296,1160.213717,788.5711371,138
268,43.6,1009.245309,15,1432.521296,896.9006114,945.7711371,207
401.8,54.4,1210.845309,16.65,1782.921296,739.2,814.0159293,254
535.6,65.2,1412.445309,13.65,2133.321296,739.2,698.0696129,323
554.0800157,76,1614.045309,16.65,2483.721296,936.5122954,855.2696129,392
420.2800157,85.2,1703.956512,19.65,2133.321296,739.2,830.9031315,461
286.4800157,74.4,1502.356512,22.65,2348.6,995.201212,833.9628856,530
269.9549483,63.6,1300.756512,25.65,1998.2,1364.801212,991.1628856,599
403.7549483,52.8,1099.156512,26.1,1647.8,1469.766122,1148.362886,599
537.5549483,63.6,1149.1,26.1,1998.2,1108.8,1088.512713,530
671.3549483,74.4,1350.7,23.1,2348.6,739.2,931.3127134,599
805.1549483,85.2,1552.3,20.1,2699,739.2,1088.512713,530
938.9549483,96,1753.9,17.1,3049.4,739.2,1245.712713,599
1072.754948,96,1753.9,14.1,3049.4,739.2,1312.596401,530
1119.418829,96,1753.9,11.1,3049.4,739.2,1155.396401,500.25
985.6188287,85.73333333,1753.9,14.1,2699,1108.8,998.1964009,431.25
851.8188287,74.93333333,1552.3,17.1,2348.6,1235.82427,840.9964009,362.25
718.0188287,64.13333333,1350.7,20.1,1998.2,866.2242703,683.7964009,293.25
584.2188287,53.33333333,1149.1,17.1,2051.07281,845.7582674,526.5964009,234.5416667
450.4188287,42.53333333,947.5,14.1,1983.056467,914.0484536,369.3964009,303.5416667
316.6188287,31.73333333,745.9,11.1,1632.656467,967.3990692,526.5964009,372.5416667
268,22,544.3,8.1,1282.256467,739.2,658.5812918,303.5416667
268,29.25714286,403.2,6,1308.479374,739.2,501.3812918,372.5416667
268,40.05714286,403.2,8.5,1495.906311,849.9265647,446.3304455,441.5416667
268,50.85714286,604.8,11.5,1145.506311,1051.918678,603.5304455,372.5416667
268,61.65714286,806.4,12,1175.63426,1035.866196,760.7304455,441.5416667
268,72.45714286,1008,9,1526.03426,739.2,917.9304455,510.5416667
401.8,83.25714286,1209.6,6,1876.43426,1108.8,760.7304455,441.5416667
