name,typ,node,maxcap,heat_rate,mincap,var_om,fix_om,st_cost,ramp,minup,mindn
UCDMED_7_UNIT,ngct,TESLA_20,23,9.45,8.05,446,69,1610,23,1,1
WATSON_1_CICCOG,ngct,TESLA_20,28,11.12,9.8,447,84,1960,28,1,1
YUBACT_1_SUNSWT,ngct,TESLA_20,44,9.84,15.4,448,132,3080,44,1,1
CCPA_2_UNIT_1,ngct,TESLA_20,22,12.12,7.7,449,66,1540,22,1,1
CCPA_2_UNIT_2,ngct,TESLA_20,21,12.12,7.35,450,63,1470,21,1,1
OAK_C_7_UNITS,oil,PITSBURG_20,121,13,42.35,470,363,8470,121,1,1
FULTON_20_hydro,hydro,FULTON_20,26.1,0,0,0,1,1,26.1,1,1
TESLA_20_hydro,hydro,TESLA_20,3049.4,0,0,0,1,1,3049.4,1,1
PITSBURG_20_must_run,must,PITSBURG_20,541,0,0,1,1,1,541,1,1
SANMATEO_20_must_run,must,SANMATEO_20,6,0,0,1,1,1,6,1,1
TESLA_20_must_run,must,TESLA_20,411,0,0,1,1,1,411,1,1
FULTON_20_must_run,must,FULTON_20,1015,0,0,1,1,1,1015,1,1
Cosumnes3,ngcc,RNCHSECO_20,670,7.15,234.5,3,2010,46900,670,4,4
Prctr_Gm3,ngcc,RNCHSECO_20,123,7.15,43.05,3,369,8610,123,4,4
Walnut,ngcc,RNCHSECO_20,229,7.15,80.15,3,687,16030,229,4,4
Sutter3,ngcc,RNCHSECO_20,525,7.29,183.75,3,1575,36750,525,4,4
WdlndMd2,ngcc,RNCHSECO_20,80,7.51,28,3,240,5600,80,4,4
WdlndCC1,ngcc,RNCHSECO_20,105,7.64,36.75,3,315,7350,105,4,4
Almond1,ngcc,RNCHSECO_20,50,7.15,17.5,3,150,3500,50,4,4
Carson2,ngcc,RNCHSECO_20,96,7.15,33.6,3,288,6720,96,4,4
SPACCST,ngcc,RNCHSECO_20,157,7.15,54.95,3,471,10990,157,4,4
McCllln1,ngct,RNCHSECO_20,74,11.79,25.9,28,222,5180,74,1,1
McClure1,ngct,RNCHSECO_20,62,12.47,21.7,99,186,4340,62,1,1
McClure2,ngct,RNCHSECO_20,62,12.47,21.7,100,186,4340,62,1,1
UCMDSmud1,ngct,RNCHSECO_20,27,12.47,9.45,101,81,1890,27,1,1
PrctGMpk,ngct,RNCHSECO_20,43,9.38,15.05,195,129,3010,43,1,1
Ripon1,ngct,RNCHSECO_20,50,9.38,17.5,196,150,3500,50,1,1
Ripon2,ngct,RNCHSECO_20,50,9.38,17.5,197,150,3500,50,1,1
WdlndMd1,ngct,RNCHSECO_20,49,12.47,17.15,198,147,3430,49,1,1
HUMBPP_6_MOBLES,ngct,HUMBOLDT_20,37,14.96,12.95,202,111,2590,37,1,1
HUMBPP_7_UNIT_1,ngct,HUMBOLDT_20,53,11.3,18.55,203,159,3710,53,1,1
HUMBPP_7_UNIT_2,ngct,HUMBOLDT_20,53,12.1,18.55,204,159,3710,53,1,1
OROVIL_6_UNIT,ngct,ROUND_MT_20,6,11.12,2.1,418,18,420,6,1,1
REDBLF_6_UNIT,ngct,ROUND_MT_20,47,9.73,16.45,419,141,3290,47,1,1
SMPAND_7_UNIT,ngct,ROUND_MT_20,42,11.12,14.7,420,126,2940,42,1,1
ROUND_MT_20_hydro,hydro,ROUND_MT_20,3215.5,0,0,0,1,1,3215.5,1,1
COTWDWAP_20_hydro,hydro,COTWDWAP_20,1368,0,0,0,1,1,1368,1,1
RNCHSECO_20_hydro,hydro,RNCHSECO_20,599,0,0,0,1,1,599,1,1
HUMBOLDT_20_must_run,must,HUMBOLDT_20,37,0,0,1,1,1,37,1,1
ROUND_MT_20_must_run,must,ROUND_MT_20,186,0,0,1,1,1,186,1,1
SUMMIT_20_hydro,hydro,SUMMIT_20,221.9,0,0,0,1,1,221.9,1,1
