,Generator,Time,Value
0,MCGEN_1_UNIT,1,97.0
1,MCGEN_1_UNIT,2,97.0
2,MCGEN_1_UNIT,3,0.0
3,MCGEN_1_UNIT,4,0.0
4,MCGEN_1_UNIT,5,0.0
5,MCGEN_1_UNIT,6,0.0
6,MCGEN_1_UNIT,7,0.0
7,MCGEN_1_UNIT,8,0.0
8,MCGEN_1_UNIT,9,35.89421491096073
9,MCGEN_1_UNIT,10,97.0
10,MCGEN_1_UNIT,11,97.0
11,MCGEN_1_UNIT,12,97.0
12,MCGEN_1_UNIT,13,97.0
13,MCGEN_1_UNIT,14,97.0
14,MCGEN_1_UNIT,15,0.0
15,MCGEN_1_UNIT,16,0.0
16,MCGEN_1_UNIT,17,0.0
17,MCGEN_1_UNIT,18,97.0
18,MCGEN_1_UNIT,19,97.0
19,MCGEN_1_UNIT,20,97.0
20,MCGEN_1_UNIT,21,97.0
21,MCGEN_1_UNIT,22,97.0
22,MCGEN_1_UNIT,23,97.0
23,MCGEN_1_UNIT,24,0.0
24,ULTRGN_6_UNIT,1,31.0
25,ULTRGN_6_UNIT,2,31.0
26,ULTRGN_6_UNIT,3,0.0
27,ULTRGN_6_UNIT,4,0.0
28,ULTRGN_6_UNIT,5,0.0
29,ULTRGN_6_UNIT,6,0.0
30,ULTRGN_6_UNIT,7,21.34013888183381
31,ULTRGN_6_UNIT,8,16.69542844444686
32,ULTRGN_6_UNIT,9,31.0
33,ULTRGN_6_UNIT,10,31.0
34,ULTRGN_6_UNIT,11,31.0
35,ULTRGN_6_UNIT,12,31.0
36,ULTRGN_6_UNIT,13,31.0
37,ULTRGN_6_UNIT,14,31.0
38,ULTRGN_6_UNIT,15,0.0
39,ULTRGN_6_UNIT,16,0.0
40,ULTRGN_6_UNIT,17,0.0
41,ULTRGN_6_UNIT,18,31.0
42,ULTRGN_6_UNIT,19,31.0
43,ULTRGN_6_UNIT,20,31.0
44,ULTRGN_6_UNIT,21,31.0
45,ULTRGN_6_UNIT,22,31.0
46,ULTRGN_6_UNIT,23,31.0
47,ULTRGN_6_UNIT,24,0.0
48,MTNPOS_1_UNIT,1,0.0
49,MTNPOS_1_UNIT,2,0.0
50,MTNPOS_1_UNIT,3,0.0
51,MTNPOS_1_UNIT,4,0.0
52,MTNPOS_1_UNIT,5,0.0
53,MTNPOS_1_UNIT,6,0.0
54,MTNPOS_1_UNIT,7,0.0
55,MTNPOS_1_UNIT,8,0.0
56,MTNPOS_1_UNIT,9,0.0
57,MTNPOS_1_UNIT,10,0.0
58,MTNPOS_1_UNIT,11,0.0
59,MTNPOS_1_UNIT,12,0.0
60,MTNPOS_1_UNIT,13,0.0
61,MTNPOS_1_UNIT,14,0.0
62,MTNPOS_1_UNIT,15,0.0
63,MTNPOS_1_UNIT,16,0.0
64,MTNPOS_1_UNIT,17,0.0
65,MTNPOS_1_UNIT,18,0.0
66,MTNPOS_1_UNIT,19,0.0
67,MTNPOS_1_UNIT,20,0.0
68,MTNPOS_1_UNIT,21,0.0
69,MTNPOS_1_UNIT,22,0.0
70,MTNPOS_1_UNIT,23,0.0
71,MTNPOS_1_UNIT,24,0.0
72,ULTOGL_1_POSO,1,0.0
73,ULTOGL_1_POSO,2,0.0
74,ULTOGL_1_POSO,3,0.0
75,ULTOGL_1_POSO,4,0.0
76,ULTOGL_1_POSO,5,0.0
77,ULTOGL_1_POSO,6,0.0
78,ULTOGL_1_POSO,7,0.0
79,ULTOGL_1_POSO,8,0.0
80,ULTOGL_1_POSO,9,0.0
81,ULTOGL_1_POSO,10,0.0
82,ULTOGL_1_POSO,11,0.0
83,ULTOGL_1_POSO,12,0.0
84,ULTOGL_1_POSO,13,0.0
85,ULTOGL_1_POSO,14,0.0
86,ULTOGL_1_POSO,15,0.0
87,ULTOGL_1_POSO,16,0.0
88,ULTOGL_1_POSO,17,0.0
89,ULTOGL_1_POSO,18,0.0
90,ULTOGL_1_POSO,19,0.0
91,ULTOGL_1_POSO,20,0.0
92,ULTOGL_1_POSO,21,0.0
93,ULTOGL_1_POSO,22,0.0
94,ULTOGL_1_POSO,23,0.0
95,ULTOGL_1_POSO,24,0.0
96,Scattrgd1,1,179.0
97,Scattrgd1,2,179.0
98,Scattrgd1,3,179.0
99,Scattrgd1,4,179.0
100,Scattrgd1,5,179.0
101,Scattrgd1,6,179.0
102,Scattrgd1,7,179.0
103,Scattrgd1,8,179.0
104,Scattrgd1,9,179.0
105,Scattrgd1,10,179.0
106,Scattrgd1,11,179.0
107,Scattrgd1,12,179.0
108,Scattrgd1,13,179.0
109,Scattrgd1,14,179.0
110,Scattrgd1,15,179.0
111,Scattrgd1,16,179.0
112,Scattrgd1,17,179.0
113,Scattrgd1,18,179.0
114,Scattrgd1,19,179.0
115,Scattrgd1,20,179.0
116,Scattrgd1,21,179.0
117,Scattrgd1,22,179.0
118,Scattrgd1,23,179.0
119,Scattrgd1,24,179.0
120,Scattrgd2,1,179.0
121,Scattrgd2,2,179.0
122,Scattrgd2,3,179.0
123,Scattrgd2,4,179.0
124,Scattrgd2,5,179.0
125,Scattrgd2,6,179.0
126,Scattrgd2,7,179.0
127,Scattrgd2,8,179.0
128,Scattrgd2,9,179.0
129,Scattrgd2,10,179.0
130,Scattrgd2,11,179.0
131,Scattrgd2,12,179.0
132,Scattrgd2,13,179.0
133,Scattrgd2,14,179.0
134,Scattrgd2,15,179.0
135,Scattrgd2,16,179.0
136,Scattrgd2,17,179.0
137,Scattrgd2,18,179.0
138,Scattrgd2,19,179.0
139,Scattrgd2,20,179.0
140,Scattrgd2,21,179.0
141,Scattrgd2,22,179.0
142,Scattrgd2,23,179.0
143,Scattrgd2,24,179.0
144,Scattrgd3,1,445.0
145,Scattrgd3,2,445.0
146,Scattrgd3,3,445.0
147,Scattrgd3,4,445.0
148,Scattrgd3,5,445.0
149,Scattrgd3,6,445.0
150,Scattrgd3,7,445.0
151,Scattrgd3,8,445.0
152,Scattrgd3,9,445.0
153,Scattrgd3,10,445.0
154,Scattrgd3,11,445.0
155,Scattrgd3,12,445.0
156,Scattrgd3,13,445.0
157,Scattrgd3,14,445.0
158,Scattrgd3,15,445.0
159,Scattrgd3,16,445.0
160,Scattrgd3,17,445.0
161,Scattrgd3,18,445.0
162,Scattrgd3,19,445.0
163,Scattrgd3,20,445.0
164,Scattrgd3,21,445.0
165,Scattrgd3,22,445.0
166,Scattrgd3,23,445.0
167,Scattrgd3,24,445.0
168,Haynes2,1,222.0
169,Haynes2,2,222.0
170,Haynes2,3,222.0
171,Haynes2,4,222.0
172,Haynes2,5,222.0
173,Haynes2,6,222.0
174,Haynes2,7,222.0
175,Haynes2,8,222.0
176,Haynes2,9,222.0
177,Haynes2,10,222.0
178,Haynes2,11,222.0
179,Haynes2,12,222.0
180,Haynes2,13,222.0
181,Haynes2,14,222.0
182,Haynes2,15,222.0
183,Haynes2,16,222.0
184,Haynes2,17,222.0
185,Haynes2,18,222.0
186,Haynes2,19,222.0
187,Haynes2,20,222.0
188,Haynes2,21,222.0
189,Haynes2,22,222.0
190,Haynes2,23,222.0
191,Haynes2,24,222.0
192,Haynes1,1,222.0
193,Haynes1,2,222.0
194,Haynes1,3,222.0
195,Haynes1,4,222.0
196,Haynes1,5,222.0
197,Haynes1,6,222.0
198,Haynes1,7,222.0
199,Haynes1,8,222.0
200,Haynes1,9,222.0
201,Haynes1,10,222.0
202,Haynes1,11,222.0
203,Haynes1,12,222.0
204,Haynes1,13,222.0
205,Haynes1,14,222.0
206,Haynes1,15,222.0
207,Haynes1,16,222.0
208,Haynes1,17,222.0
209,Haynes1,18,222.0
210,Haynes1,19,222.0
211,Haynes1,20,222.0
212,Haynes1,21,222.0
213,Haynes1,22,222.0
214,Haynes1,23,222.0
215,Haynes1,24,222.0
216,Grayson3,1,18.0
217,Grayson3,2,18.0
218,Grayson3,3,18.0
219,Grayson3,4,18.0
220,Grayson3,5,18.0
221,Grayson3,6,18.0
222,Grayson3,7,18.0
223,Grayson3,8,18.0
224,Grayson3,9,18.0
225,Grayson3,10,18.0
226,Grayson3,11,18.0
227,Grayson3,12,18.0
228,Grayson3,13,18.0
229,Grayson3,14,18.0
230,Grayson3,15,18.0
231,Grayson3,16,18.0
232,Grayson3,17,18.0
233,Grayson3,18,18.0
234,Grayson3,19,18.0
235,Grayson3,20,18.0
236,Grayson3,21,18.0
237,Grayson3,22,18.0
238,Grayson3,23,18.0
239,Grayson3,24,18.0
240,Grayson4,1,42.0
241,Grayson4,2,42.0
242,Grayson4,3,42.0
243,Grayson4,4,42.0
244,Grayson4,5,42.0
245,Grayson4,6,42.0
246,Grayson4,7,42.0
247,Grayson4,8,42.0
248,Grayson4,9,42.0
249,Grayson4,10,42.0
250,Grayson4,11,42.0
251,Grayson4,12,42.0
252,Grayson4,13,42.0
253,Grayson4,14,42.0
254,Grayson4,15,42.0
255,Grayson4,16,42.0
256,Grayson4,17,42.0
257,Grayson4,18,42.0
258,Grayson4,19,42.0
259,Grayson4,20,42.0
260,Grayson4,21,42.0
261,Grayson4,22,42.0
262,Grayson4,23,42.0
263,Grayson4,24,42.0
264,Olive1,1,44.0
265,Olive1,2,44.0
266,Olive1,3,44.0
267,Olive1,4,44.0
268,Olive1,5,44.0
269,Olive1,6,44.0
270,Olive1,7,44.0
271,Olive1,8,44.0
272,Olive1,9,44.0
273,Olive1,10,44.0
274,Olive1,11,44.0
275,Olive1,12,44.0
276,Olive1,13,44.0
277,Olive1,14,44.0
278,Olive1,15,44.0
279,Olive1,16,44.0
280,Olive1,17,44.0
281,Olive1,18,44.0
282,Olive1,19,44.0
283,Olive1,20,44.0
284,Olive1,21,44.0
285,Olive1,22,44.0
286,Olive1,23,44.0
287,Olive1,24,44.0
288,Grayson5,1,45.0
289,Grayson5,2,45.0
290,Grayson5,3,45.0
291,Grayson5,4,45.0
292,Grayson5,5,45.0
293,Grayson5,6,45.0
294,Grayson5,7,45.0
295,Grayson5,8,45.0
296,Grayson5,9,45.0
297,Grayson5,10,45.0
298,Grayson5,11,45.0
299,Grayson5,12,45.0
300,Grayson5,13,45.0
301,Grayson5,14,45.0
302,Grayson5,15,45.0
303,Grayson5,16,45.0
304,Grayson5,17,45.0
305,Grayson5,18,45.0
306,Grayson5,19,45.0
307,Grayson5,20,45.0
308,Grayson5,21,45.0
309,Grayson5,22,45.0
310,Grayson5,23,45.0
311,Grayson5,24,45.0
312,Olive2,1,55.0
313,Olive2,2,55.0
314,Olive2,3,55.0
315,Olive2,4,55.0
316,Olive2,5,55.0
317,Olive2,6,55.0
318,Olive2,7,55.0
319,Olive2,8,55.0
320,Olive2,9,55.0
321,Olive2,10,55.0
322,Olive2,11,55.0
323,Olive2,12,55.0
324,Olive2,13,55.0
325,Olive2,14,55.0
326,Olive2,15,55.0
327,Olive2,16,55.0
328,Olive2,17,55.0
329,Olive2,18,55.0
330,Olive2,19,55.0
331,Olive2,20,55.0
332,Olive2,21,55.0
333,Olive2,22,55.0
334,Olive2,23,55.0
