AZPS,AVA,BANC,BPAT,CHPD,CISO,DOPD,EPE,GCPD,IID,IPCO,LDWP,NEVP,NWMT,PACE,PACW,PGE,PNM,PSCO,PSEI,SCL,SRP,TEPC,TIDC,TPWR,WACM,WALC,WAUW
2.614,2.065111111111111,2.345375,1.949102222222222,2.065111111111111,2.345375,2.065111111111111,2.26355,2.065111111111111,2.345375,2.065111111111111,2.329,2.135177083333333,1.775088888888889,1.674636363636363,2.778333333333333,2.065111111111111,1.97,1.480857142857143,2.065111111111111,2.065111111111111,2.345375,2.206,2.345375,2.065111111111111,1.301714285714286,2.957,2.065111111111111
2.614,2.065111111111111,2.345375,1.949102222222222,2.065111111111111,2.345375,2.065111111111111,2.26355,2.065111111111111,2.345375,2.065111111111111,2.329,2.135177083333333,1.775088888888889,1.674636363636363,2.778333333333333,2.065111111111111,1.97,1.480857142857143,2.065111111111111,2.065111111111111,2.345375,2.206,2.345375,2.065111111111111,1.301714285714286,2.957,2.065111111111111
2.614,2.065111111111111,2.345375,1.949102222222222,2.065111111111111,2.345375,2.065111111111111,2.26355,2.065111111111111,2.345375,2.065111111111111,2.329,2.135177083333333,1.775088888888889,1.674636363636363,2.778333333333333,2.065111111111111,1.97,1.480857142857143,2.065111111111111,2.065111111111111,2.345375,2.206,2.345375,2.065111111111111,1.301714285714286,2.957,2.065111111111111
2.614,2.065111111111111,2.345375,1.949102222222222,2.065111111111111,2.345375,2.065111111111111,2.26355,2.065111111111111,2.345375,2.065111111111111,2.329,2.135177083333333,1.775088888888889,1.674636363636363,2.778333333333333,2.065111111111111,1.97,1.480857142857143,2.065111111111111,2.065111111111111,2.345375,2.206,2.345375,2.065111111111111,1.301714285714286,2.957,2.065111111111111
2.614,2.065111111111111,2.345375,1.949102222222222,2.065111111111111,2.345375,2.065111111111111,2.26355,2.065111111111111,2.345375,2.065111111111111,2.329,2.135177083333333,1.775088888888889,1.674636363636363,2.778333333333333,2.065111111111111,1.97,1.480857142857143,2.065111111111111,2.065111111111111,2.345375,2.206,2.345375,2.065111111111111,1.301714285714286,2.957,2.065111111111111
2.614,2.065111111111111,2.345375,1.949102222222222,2.065111111111111,2.345375,2.065111111111111,2.26355,2.065111111111111,2.345375,2.065111111111111,2.329,2.135177083333333,1.775088888888889,1.674636363636363,2.778333333333333,2.065111111111111,1.97,1.480857142857143,2.065111111111111,2.065111111111111,2.345375,2.206,2.345375,2.065111111111111,1.301714285714286,2.957,2.065111111111111
2.614,2.065111111111111,2.345375,1.949102222222222,2.065111111111111,2.345375,2.065111111111111,2.26355,2.065111111111111,2.345375,2.065111111111111,2.329,2.135177083333333,1.775088888888889,1.674636363636363,2.778333333333333,2.065111111111111,1.97,1.480857142857143,2.065111111111111,2.065111111111111,2.345375,2.206,2.345375,2.065111111111111,1.301714285714286,2.957,2.065111111111111
2.614,2.065111111111111,2.345375,1.949102222222222,2.065111111111111,2.345375,2.065111111111111,2.26355,2.065111111111111,2.345375,2.065111111111111,2.329,2.135177083333333,1.775088888888889,1.674636363636363,2.778333333333333,2.065111111111111,1.97,1.480857142857143,2.065111111111111,2.065111111111111,2.345375,2.206,2.345375,2.065111111111111,1.301714285714286,2.957,2.065111111111111
2.614,2.065111111111111,2.345375,1.949102222222222,2.065111111111111,2.345375,2.065111111111111,2.26355,2.065111111111111,2.345375,2.065111111111111,2.329,2.135177083333333,1.775088888888889,1.674636363636363,2.778333333333333,2.065111111111111,1.97,1.480857142857143,2.065111111111111,2.065111111111111,2.345375,2.206,2.345375,2.065111111111111,1.301714285714286,2.957,2.065111111111111
2.614,2.065111111111111,2.345375,1.949102222222222,2.065111111111111,2.345375,2.065111111111111,2.26355,2.065111111111111,2.345375,2.065111111111111,2.329,2.135177083333333,1.775088888888889,1.674636363636363,2.778333333333333,2.065111111111111,1.97,1.480857142857143,2.065111111111111,2.065111111111111,2.345375,2.206,2.345375,2.065111111111111,1.301714285714286,2.957,2.065111111111111
