Name,Bus,Fuel,Max_Cap,Min_Cap,Heat_Rate
PHOENIX_Nuc,40844,NUC (Nuclear),4209.6,1046.9,8.53
ARLINGTON_NG,40844,NG (Natural Gas),3236.4900000000007,962.6200000000002,3.3211280914
TONOPAH_NG,40844,NG (Natural Gas),1325.1,393.07,4.177264254333333
GILABEND_NG,40844,NG (Natural Gas),2475.96,865.71,4.138723558833334
PHOENIX_NG,40844,NG (Natural Gas),1207.38,449.72,3.62278356275
RICHLAND_Nuc,13504,NUC (Nuclear),1200.0,469.13,8.45
BOARDMAN_C,13504,BIT (Bituminous Coal),642.2,188.21,9.094507669
HERMISTON_NG,13504,NG (Natural Gas),1310.6,566.03,4.969422978714285
BOARDMAN_NG,13504,NG (Natural Gas),287.0,100.44,2.437958263
GOLDENDALE_NG,13504,NG (Natural Gas),284.3,60.76,4.87330254
AVILABEACH_Nuc,25110,NUC (Nuclear),2323.0,296.08000000000004,8.44
MCKITTRICK_NG,25110,NG (Natural Gas),1599.3000000000002,510.06,5.040603255714286
FELLOWS_NG,25110,NG (Natural Gas),878.5,215.50000000000003,3.969271567857143
BAKERSFIELD_NG,25110,NG (Natural Gas),449.0099999999999,137.92,3.7938863005882353
TAFT_NG,25110,NG (Natural Gas),56.3,9.19,3.081503552
TUPMAN_NG,25110,NG (Natural Gas),46.6,9.38,4.513368984
BAKERSFIELD_C,25110,BIT (Bituminous Coal),38.2,16.78,8.336509915
DELTA_C,50024,BIT (Bituminous Coal),1654.0,221.07,8.517034100250001
FRUITLAND_C,60003,BIT (Bituminous Coal),1636.2,482.75,8.948450007
CRAIG_C,60003,BIT (Bituminous Coal),1427.61,461.14,8.816982260333333
WATERFLOW_C,60003,BIT (Bituminous Coal),1848.0,380.85,8.21840230325
NUCLA_C,60003,BIT (Bituminous Coal),113.8,28.74,9.46414136225
RIFLE_NG,60003,NG (Natural Gas),110.6,32.989999999999995,2.6739538452
OXNARD_NG,26100,NG (Natural Gas),2215.0,673.71,4.308895416333334
SUNCITY_NG,26100,NG (Natural Gas),819.0,228.42,2.720162225
REDONDOBEACH_NG,26100,NG (Natural Gas),1316.4,454.78,5.2714185195
LONGBEACH_NG,26100,NG (Natural Gas),2173.98,657.3299999999999,4.4873755521
PLAYADELREY_NG,26100,NG (Natural Gas),823.1999999999999,271.8,5.1540752203333335
HUNTINGTONBEACH_NG,26100,NG (Natural Gas),436.0,100.93,2.516904583
ELSEGUNDO_NG,26100,NG (Natural Gas),537.4,204.86,4.856735944
WILMINGTON_NG,26100,NG (Natural Gas),548.11,163.17000000000002,5.168842224624999
CARSON_NG,26100,NG (Natural Gas),405.0,135.72,3.373919579166667
PAGE_C,40787,BIT (Bituminous Coal),2409.3,798.67,8.954581920999999
SAINTGEORGE_NG,40787,NG (Natural Gas),80.0,20.46,2.0558185895
COLSTRIP_C,77001,BIT (Bituminous Coal),2318.1,650.4300000000001,8.5888005454
BRUSH_C,60194,BIT (Bituminous Coal),552.3,78.79,8.941106484
WELLINGTON_C,60194,BIT (Bituminous Coal),800.4000000000001,247.36,8.242653739333333
DENVER_C,60194,BIT (Bituminous Coal),586.3099999999998,164.07,7.933221159400001
KEENESBURG_NG,60194,NG (Natural Gas),685.11,246.77,5.015047094000001
WHEATLAND_C,60194,BIT (Bituminous Coal),1710.0,414.31,8.264099757333334
BOULDER_C,60194,BIT (Bituminous Coal),251.0,55.58,8.227582289499999
PLATTEVILLE_NG,60194,NG (Natural Gas),1185.48,481.17,2.7581665205714283
AURORA_NG,60194,NG (Natural Gas),397.8,147.60000000000002,4.8983084340000005
COMMERCECITY_NG,60194,NG (Natural Gas),154.2,29.25,4.799749687
DENVER_NG,60194,NG (Natural Gas),269.01000000000005,54.48,3.526185254
BOULDER_NG,60194,NG (Natural Gas),175.2,59.37,2.6478747202
FORTLUPTON_NG,60194,NG (Natural Gas),497.69999999999993,120.82000000000002,4.718237190875
BURLINGTON_C,60194,BIT (Bituminous Coal),129.4,47.19,7.651625424500001
FREDERICK_NG,60194,NG (Natural Gas),394.0,136.49,2.436760269
BRUSH_NG,60194,NG (Natural Gas),597.22,156.56,3.038615645
LIMON_NG,60194,NG (Natural Gas),154.2,37.06,4.6228710465
LAMAR_C,60194,BIT (Bituminous Coal),43.5,17.89,7.9745314755
ARVADA_NG,60194,NG (Natural Gas),231.6,82.55,2.654754623083333
CHEYENNE_NG,60194,NG (Natural Gas),139.99,33.480000000000004,4.7313746025
