bus_10001,bus_10022,bus_10025,bus_10033,bus_10035,bus_10093,bus_10228,bus_10525,bus_10558,bus_10570,bus_10600,bus_10677,bus_11016,bus_13000,bus_13366,bus_13420,bus_13446,bus_13504,bus_20000,bus_20007,bus_20026,bus_20136,bus_21121,bus_23054,bus_23060,bus_23263,bus_25160,bus_25289,bus_25439,bus_25598,bus_25675,bus_25714,bus_26100,bus_28078,bus_28122,bus_28365,bus_28667,bus_30001,bus_30220,bus_30221,bus_30374,bus_40001,bus_40003,bus_40004,bus_40006,bus_40007,bus_40008,bus_40050,bus_40595,bus_40602,bus_40691,bus_40787,bus_40844,bus_50000,bus_50007,bus_50024,bus_50196,bus_50316,bus_53000,bus_53002,bus_53012,bus_60000,bus_60003,bus_60577,bus_70000,bus_70016,bus_70063,bus_74001,bus_74053,bus_74104,bus_74132,bus_74235,bus_77001,bus_77173,bus_80007
0.0,0.0,0.0,1270.5584783783781,0.0,28599.915102844454,15797.430975640626,0.0,1246.762734025957,191.70632553075671,0.0,3268.595053788451,116314.16440826554,853.560969482289,3521.412497311858,0.0,24694.68339568316,88480.17505490447,0.0,470.83674959128064,1353.5580944143949,9265.645000261946,0.0,1601.0385601685985,4431.656492819797,0.0,0.0,134.15613300685925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.98332004880854,5796.483416628806,0.0,0.0,0.0,0.0,244.10165755658238,703.0756746933213,0.0,2369.537941844616,0.0,242.46880435691452,0.0,0.0,6419.5699503180285,0.0,0.0,971.4318109558026,0.0,2691.016847491301,1299.515884009469,0.0,0.0,0.0,208.62125582213628,1441.1542282201037,146.11918230157698,2223.49213702136,0.0,2307.914644727828,2767.7456480297164,1732.1062240507067,1514.1294854316368,3959.7549426189953,16772.969242891202,3372.9513566862224,0.0,119.00464845173042
0.0,0.0,0.0,1270.5584783783781,0.0,28599.915102844454,15797.430975640626,0.0,1246.762734025957,191.70632553075671,0.0,3268.595053788451,116314.16440826554,853.560969482289,3521.412497311858,0.0,24694.68339568316,88480.17505490447,0.0,470.83674959128064,1353.5580944143949,9265.645000261946,0.0,1601.0385601685985,4431.656492819797,0.0,0.0,134.15613300685925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.98332004880854,5796.483416628806,0.0,0.0,0.0,0.0,244.10165755658238,703.0756746933213,0.0,2369.537941844616,0.0,242.46880435691452,0.0,0.0,6419.5699503180285,0.0,0.0,971.4318109558026,0.0,2691.016847491301,1299.515884009469,0.0,0.0,0.0,208.62125582213628,1441.1542282201037,146.11918230157698,2223.49213702136,0.0,2307.914644727828,2767.7456480297164,1732.1062240507067,1514.1294854316368,3959.7549426189953,16772.969242891202,3372.9513566862224,0.0,119.00464845173042
0.0,0.0,0.0,1270.5584783783781,0.0,28599.915102844454,15797.430975640626,0.0,1246.762734025957,191.70632553075671,0.0,3268.595053788451,116314.16440826554,853.560969482289,3521.412497311858,0.0,24694.68339568316,88480.17505490447,0.0,470.83674959128064,1353.5580944143949,9265.645000261946,0.0,1601.0385601685985,4431.656492819797,0.0,0.0,134.15613300685925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.98332004880854,5796.483416628806,0.0,0.0,0.0,0.0,244.10165755658238,703.0756746933213,0.0,2369.537941844616,0.0,242.46880435691452,0.0,0.0,6419.5699503180285,0.0,0.0,971.4318109558026,0.0,2691.016847491301,1299.515884009469,0.0,0.0,0.0,208.62125582213628,1441.1542282201037,146.11918230157698,2223.49213702136,0.0,2307.914644727828,2767.7456480297164,1732.1062240507067,1514.1294854316368,3959.7549426189953,16772.969242891202,3372.9513566862224,0.0,119.00464845173042
0.0,0.0,0.0,1270.5584783783781,0.0,28599.915102844454,15797.430975640626,0.0,1246.762734025957,191.70632553075671,0.0,3268.595053788451,116314.16440826554,853.560969482289,3521.412497311858,0.0,24694.68339568316,88480.17505490447,0.0,470.83674959128064,1353.5580944143949,9265.645000261946,0.0,1601.0385601685985,4431.656492819797,0.0,0.0,134.15613300685925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.98332004880854,5796.483416628806,0.0,0.0,0.0,0.0,244.10165755658238,703.0756746933213,0.0,2369.537941844616,0.0,242.46880435691452,0.0,0.0,6419.5699503180285,0.0,0.0,971.4318109558026,0.0,2691.016847491301,1299.515884009469,0.0,0.0,0.0,208.62125582213628,1441.1542282201037,146.11918230157698,2223.49213702136,0.0,2307.914644727828,2767.7456480297164,1732.1062240507067,1514.1294854316368,3959.7549426189953,16772.969242891202,3372.9513566862224,0.0,119.00464845173042
0.0,0.0,0.0,1270.5584783783781,0.0,28599.915102844454,15797.430975640626,0.0,1246.762734025957,191.70632553075671,0.0,3268.595053788451,116314.16440826554,853.560969482289,3521.412497311858,0.0,24694.68339568316,88480.17505490447,0.0,470.83674959128064,1353.5580944143949,9265.645000261946,0.0,1601.0385601685985,4431.656492819797,0.0,0.0,134.15613300685925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.98332004880854,5796.483416628806,0.0,0.0,0.0,0.0,244.10165755658238,703.0756746933213,0.0,2369.537941844616,0.0,242.46880435691452,0.0,0.0,6419.5699503180285,0.0,0.0,971.4318109558026,0.0,2691.016847491301,1299.515884009469,0.0,0.0,0.0,208.62125582213628,1441.1542282201037,146.11918230157698,2223.49213702136,0.0,2307.914644727828,2767.7456480297164,1732.1062240507067,1514.1294854316368,3959.7549426189953,16772.969242891202,3372.9513566862224,0.0,119.00464845173042
0.0,0.0,0.0,1270.5584783783781,0.0,28599.915102844454,15797.430975640626,0.0,1246.762734025957,191.70632553075671,0.0,3268.595053788451,116314.16440826554,853.560969482289,3521.412497311858,0.0,24694.68339568316,88480.17505490447,0.0,470.83674959128064,1353.5580944143949,9265.645000261946,0.0,1601.0385601685985,4431.656492819797,0.0,0.0,134.15613300685925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.98332004880854,5796.483416628806,0.0,0.0,0.0,0.0,244.10165755658238,703.0756746933213,0.0,2369.537941844616,0.0,242.46880435691452,0.0,0.0,6419.5699503180285,0.0,0.0,971.4318109558026,0.0,2691.016847491301,1299.515884009469,0.0,0.0,0.0,208.62125582213628,1441.1542282201037,146.11918230157698,2223.49213702136,0.0,2307.914644727828,2767.7456480297164,1732.1062240507067,1514.1294854316368,3959.7549426189953,16772.969242891202,3372.9513566862224,0.0,119.00464845173042
0.0,0.0,0.0,1270.5584783783781,0.0,28599.915102844454,15797.430975640626,0.0,1246.762734025957,191.70632553075671,0.0,3268.595053788451,116314.16440826554,853.560969482289,3521.412497311858,0.0,24694.68339568316,88480.17505490447,0.0,470.83674959128064,1353.5580944143949,9265.645000261946,0.0,1601.0385601685985,4431.656492819797,0.0,0.0,134.15613300685925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.98332004880854,5796.483416628806,0.0,0.0,0.0,0.0,244.10165755658238,703.0756746933213,0.0,2369.537941844616,0.0,242.46880435691452,0.0,0.0,6419.5699503180285,0.0,0.0,971.4318109558026,0.0,2691.016847491301,1299.515884009469,0.0,0.0,0.0,208.62125582213628,1441.1542282201037,146.11918230157698,2223.49213702136,0.0,2307.914644727828,2767.7456480297164,1732.1062240507067,1514.1294854316368,3959.7549426189953,16772.969242891202,3372.9513566862224,0.0,119.00464845173042
0.0,0.0,0.0,1323.687297297297,0.0,29160.34630418716,14652.545332414806,0.0,1416.9291003324024,178.6574075744615,0.0,3145.5250296147997,130838.02598126217,979.4032670786298,5951.398500707044,0.0,24759.56447106484,96879.98344269425,0.0,540.2532066222265,2934.4565065177035,18878.79282582643,0.0,1823.631931416529,5009.51755943753,0.0,0.0,146.12559350244874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.27200363882554,6346.557863308886,0.0,0.0,0.0,0.0,264.78617225024857,769.7961213734015,0.0,2594.4022567339525,0.0,292.10020552565,0.0,0.0,11512.684951199557,0.0,0.0,932.4564313065123,0.0,2601.022947239203,1309.4562527148637,0.0,0.0,0.0,189.6400917568749,1835.3222530000205,147.6445385675188,2134.2821181499867,0.0,2621.0847872008735,2703.408771640827,1666.8884924696167,1453.3802173231334,3549.656347569956,16141.428872726969,3331.918735724863,0.0,105.13568566224305
0.0,0.0,0.0,1323.687297297297,0.0,29160.34630418716,14652.545332414806,0.0,1416.9291003324024,178.6574075744615,0.0,3145.5250296147997,130838.02598126217,979.4032670786298,5951.398500707044,0.0,24759.56447106484,96879.98344269425,0.0,540.2532066222265,2934.4565065177035,18878.79282582643,0.0,1823.631931416529,5009.51755943753,0.0,0.0,146.12559350244874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.27200363882554,6346.557863308886,0.0,0.0,0.0,0.0,264.78617225024857,769.7961213734015,0.0,2594.4022567339525,0.0,292.10020552565,0.0,0.0,11512.684951199557,0.0,0.0,932.4564313065123,0.0,2601.022947239203,1309.4562527148637,0.0,0.0,0.0,189.6400917568749,1835.3222530000205,147.6445385675188,2134.2821181499867,0.0,2621.0847872008735,2703.408771640827,1666.8884924696167,1453.3802173231334,3549.656347569956,16141.428872726969,3331.918735724863,0.0,105.13568566224305
0.0,0.0,0.0,1323.687297297297,0.0,29160.34630418716,14652.545332414806,0.0,1416.9291003324024,178.6574075744615,0.0,3145.5250296147997,130838.02598126217,979.4032670786298,5951.398500707044,0.0,24759.56447106484,96879.98344269425,0.0,540.2532066222265,2934.4565065177035,18878.79282582643,0.0,1823.631931416529,5009.51755943753,0.0,0.0,146.12559350244874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.27200363882554,6346.557863308886,0.0,0.0,0.0,0.0,264.78617225024857,769.7961213734015,0.0,2594.4022567339525,0.0,292.10020552565,0.0,0.0,11512.684951199557,0.0,0.0,932.4564313065123,0.0,2601.022947239203,1309.4562527148637,0.0,0.0,0.0,189.6400917568749,1835.3222530000205,147.6445385675188,2134.2821181499867,0.0,2621.0847872008735,2703.408771640827,1666.8884924696167,1453.3802173231334,3549.656347569956,16141.428872726969,3331.918735724863,0.0,105.13568566224305
