Time,Coal_100_200,Coal_200_300,Coal_300_400,Coal_400_600,Coal_50_100,Coal_600_800,Coal_800_1000,Coal_All_n_0_100,Coal_All_n_100_200,Coal_All_n_ovr_200,Coal_below_50,Coal_ovr_1000,Gas_100_200,Gas_200_300,Gas_300_400,Gas_400_600,Gas_50_100,Gas_600_800,Gas_800_1000,Gas_All_n_0_100,Gas_All_n_100_200,Gas_All_n_ovr_200,Gas_below_50,Gas_ovr_1000,Nuclear_100_200,Nuclear_200_300,Nuclear_300_400,Nuclear_400_600,Nuclear_50_100,Nuclear_600_800,Nuclear_800_1000,Nuclear_All_n_0_100,Nuclear_All_n_100_200,Nuclear_All_n_ovr_200,Nuclear_below_50,Nuclear_ovr_1000
23,422.827961895,464.446259264,812.9390916261,184.85204819010002,258.8,531.6585572812801,0.0,26.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1338.4432914158003,0.0,0.0,80.92500000000001,540.0,1421.8349121298202,198.70000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.201581949999976
24,422.827961895,464.446259264,812.9390916261,184.85204819010002,258.8,531.6585572812801,0.0,26.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1338.4432914158003,0.0,0.0,80.92500000000001,540.0,1421.8349121298202,198.70000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.201581949999976
25,422.827961895,464.446259264,812.9390916261,184.85204819010002,258.8,531.6585572812801,0.0,26.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1338.4432914158003,0.0,0.0,80.92500000000001,540.0,1421.8349121298202,198.70000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.201581949999976
26,422.827961895,464.446259264,812.9390916261,411.92123543985,258.8,531.6585572812801,0.0,26.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1338.4432914158003,0.0,0.0,80.92500000000001,810.0,1657.7749121298202,198.70000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.201581949999976
27,422.827961895,464.446259264,812.9390916261,411.92123543985,258.8,507.25570011402004,0.0,26.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1338.4432914158003,0.0,0.0,80.92500000000001,810.0,1657.7749121298202,198.70000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.201581949999976
28,422.827961895,464.446259264,812.9390916261,411.92123543985,258.8,507.25570011402004,0.0,26.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403.1432914158004,0.0,0.0,80.92500000000001,810.0,1657.7749121298202,198.70000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.201581949999976
29,422.827961895,464.446259264,812.9390916261,411.92123543985,258.8,507.25570011402004,0.0,26.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403.1432914158004,0.0,0.0,80.92500000000001,675.0,1657.7749121298202,198.70000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.201581949999976
30,422.827961895,464.446259264,812.9390916261,871.0616125776,258.8,507.25570011402004,0.0,26.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403.1432914158004,0.0,0.0,80.92500000000001,675.0,1657.7749121298202,198.70000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.201581949999976
31,422.827961895,464.446259264,900.0537973923,879.8912354398501,258.8,464.9354295729001,0.0,26.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1467.8432914158004,0.0,0.0,80.92500000000001,540.0,1421.8349121298202,198.70000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.201581949999976
32,422.827961895,464.446259264,1229.1537973923,1120.7920481901,258.8,498.79164575526005,0.0,53.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1532.5432914158005,0.0,0.0,161.85,540.0,1421.8349121298202,198.70000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.201581949999976
33,422.827961895,464.446259264,1229.1537973923,1120.7920481901,258.8,498.79164575526005,0.0,53.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1467.8432914158004,0.0,0.0,161.85,540.0,1421.8349121298202,198.70000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.201581949999976
34,422.827961895,464.446259264,1229.1537973923,1120.7920481901,258.8,498.79164575526005,0.0,53.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1467.8432914158004,0.0,0.0,188.825,572.72727267,1421.8349121298202,198.70000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.201581949999976
35,422.827961895,464.446259264,1229.1537973923,1120.7920481901,258.8,498.79164575526005,0.0,53.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1467.8432914158004,0.0,0.0,188.825,572.72727267,2129.6549121298203,198.70000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.201581949999976
36,422.827961895,464.446259264,1229.1537973923,1120.7920481901,258.8,498.79164575526005,0.0,53.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1467.8432914158004,0.0,0.0,188.825,572.72727267,2365.59491212982,198.70000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.201581949999976
37,422.827961895,243.446259264,1228.1714095389,1120.7920481901,258.8,498.79164575526005,0.0,53.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1467.8432914158004,0.0,0.0,107.9,707.72727267,2423.80379363426,198.70000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.201581949999976
38,422.827961895,243.446259264,1228.1714095389,1120.7920481901,258.8,498.79164575526005,0.0,53.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403.1432914158004,0.0,0.0,134.875,572.72727267,2365.59491212982,198.70000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.201581949999976
39,557.827961895,243.446259264,1341.1460363751,1120.7920481901,258.8,498.79164575526005,0.0,26.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403.1432914158004,0.0,0.0,134.875,572.72727267,1421.8349121298202,198.70000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.201581949999976
40,537.450603435,243.446259264,1341.1460363751,1120.7920481901,258.8,498.79164575526005,0.0,26.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1467.8432914158004,0.0,0.0,134.875,572.72727267,1421.8349121298202,198.70000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.201581949999976
41,537.450603435,243.446259264,1159.1298351585,1120.7920481901,258.8,498.79164575526005,0.0,26.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1467.8432914158004,0.0,0.0,107.9,572.72727267,1421.8349121298202,198.70000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.201581949999976
42,402.450603435,243.446259264,1159.1298351585,1314.9378757549202,258.8,498.79164575526005,0.0,26.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1467.8432914158004,0.0,0.0,107.9,572.72727267,1544.7768278540002,198.70000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.201581949999976
43,402.450603435,243.446259264,1159.1298351585,1314.9378757549202,258.8,498.79164575526005,0.0,26.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1467.8432914158004,0.0,0.0,80.92500000000001,572.72727267,1544.7768278540002,198.70000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.201581949999976
44,402.450603435,243.446259264,1159.1298351585,1314.9378757549202,258.8,498.79164575526005,0.0,26.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1532.5432914158005,0.0,0.0,80.92500000000001,572.72727267,1544.7768278540002,198.70000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.201581949999976
45,402.450603435,243.446259264,1159.1298351585,846.9678757549201,258.8,498.79164575526005,0.0,26.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1467.8432914158004,0.0,0.0,80.92500000000001,572.72727267,1544.7768278540002,198.70000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.201581949999976
46,402.450603435,243.446259264,1159.1298351585,846.9678757549201,258.8,498.79164575526005,0.0,26.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403.1432914158004,0.0,0.0,53.95,810.0,1544.7768278540002,218.57000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.201581949999976
47,402.450603435,243.446259264,1159.1298351585,846.9678757549201,258.8,498.79164575526005,0.0,26.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403.1432914158004,0.0,0.0,53.95,810.0,1421.8349121298202,198.70000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.201581949999976
48,402.450603435,243.446259264,1159.1298351585,846.9678757549201,258.8,498.79164575526005,0.0,26.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403.1432914158004,0.0,0.0,53.95,540.0,1421.8349121298202,198.70000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.201581949999976
49,402.450603435,243.446259264,1159.1298351585,878.4456784497,258.8,498.79164575526005,0.0,26.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403.1432914158004,0.0,0.0,53.95,540.0,1421.8349121298202,198.70000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.201581949999976
50,402.450603435,243.446259264,1159.1298351585,846.96787575492,258.8,498.79164575526005,0.0,26.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403.1432914158004,0.0,0.0,53.95,540.0,1421.8349121298202,198.70000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.201581949999976
