Time,Coal_100_200,Coal_200_300,Coal_300_400,Coal_400_600,Coal_50_100,Coal_600_800,Coal_800_1000,Coal_All_n_0_100,Coal_All_n_100_200,Coal_All_n_ovr_200,Coal_below_50,Coal_ovr_1000,Gas_100_200,Gas_200_300,Gas_300_400,Gas_400_600,Gas_50_100,Gas_600_800,Gas_800_1000,Gas_All_n_0_100,Gas_All_n_100_200,Gas_All_n_ovr_200,Gas_below_50,Gas_ovr_1000,Nuclear_100_200,Nuclear_200_300,Nuclear_300_400,Nuclear_400_600,Nuclear_50_100,Nuclear_600_800,Nuclear_800_1000,Nuclear_All_n_0_100,Nuclear_All_n_100_200,Nuclear_All_n_ovr_200,Nuclear_below_50,Nuclear_ovr_1000
1,824.3277777139999,366.5260090956799,255.9716828585,558.11913572022,141.28333332435,956.2150295841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,731.5411764433499,0.0,0.0,500.5,1274.435578682,2244.682379515,199.20000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.14719704959999
2,824.3277777139999,366.5260090956799,255.9716828585,558.11913572022,141.28333332435,956.2150295841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,731.5411764433499,0.0,0.0,500.5,1274.435578682,2244.682379515,199.20000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.14719704959999
3,824.3277777139999,366.5260090956799,315.02693428736,558.11913572022,141.28333332435,956.2150295841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,797.6911764433498,0.0,0.0,500.5,1274.435578682,2244.682379515,199.20000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.14719704959999
4,824.3277777139999,366.5260090956799,315.02693428736,558.11913572022,141.28333332435,956.2150295841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,797.6911764433498,0.0,0.0,500.5,1274.435578682,2244.682379515,199.20000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.14719704959999
5,824.3277777139999,366.5260090956799,315.02693428736,558.11913572022,141.28333332435,956.2150295841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,797.6911764433498,0.0,0.0,750.75,1561.4355786820001,2477.682379515,199.20000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.14719704959999
6,824.3277777139999,366.5260090956799,315.02693428736,558.11913572022,141.28333332435,956.2150295841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,797.6911764433498,0.0,0.0,536.25,1561.4355786820001,2477.682379515,199.20000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.14719704959999
7,824.3277777139999,366.5260090956799,315.02693428736,558.11913572022,141.28333332435,956.2150295841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,863.8411764433498,0.0,0.0,536.25,1561.4355786820001,2477.682379515,199.20000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.14719704959999
8,824.3277777139999,366.5260090956799,315.02693428736,558.11913572022,141.28333332435,956.2150295841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,797.6911764433498,0.0,0.0,536.25,1640.360578682,2477.682379515,199.20000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.14719704959999
9,824.3277777139999,366.5260090956799,315.02693428736,558.11913572022,141.28333332435,956.2150295841,296.121654764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,863.8411764433498,0.0,0.0,536.25,1640.360578682,2477.682379515,174.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.14719704959999
10,824.3277777139999,366.5260090956799,315.02693428736,558.11913572022,141.28333332435,956.2150295841,296.121654764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,863.8411764433498,0.0,0.0,536.25,1640.360578682,2477.682379515,174.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.14719704959999
