AZ,CA,CO,ID,MT,NM,NV,OR,TX,WA
2.584363636363636,2.584363636363636,1.5890499999999994,2.006,2.006,2.5286666666666666,2.913333333333333,2.147,1.9623999999999995,2.147
2.584363636363636,2.584363636363636,1.5890499999999994,2.006,2.006,2.5286666666666666,2.913333333333333,2.147,1.9623999999999995,2.147
2.584363636363636,2.584363636363636,1.5890499999999994,2.006,2.006,2.5286666666666666,2.913333333333333,2.147,1.9623999999999995,2.147
2.584363636363636,2.584363636363636,1.5890499999999994,2.006,2.006,2.5286666666666666,2.913333333333333,2.147,1.9623999999999995,2.147
2.584363636363636,2.584363636363636,1.5890499999999994,2.006,2.006,2.5286666666666666,2.913333333333333,2.147,1.9623999999999995,2.147
2.584363636363636,2.584363636363636,1.5890499999999994,2.006,2.006,2.5286666666666666,2.913333333333333,2.147,1.9623999999999995,2.147
2.584363636363636,2.584363636363636,1.5890499999999994,2.006,2.006,2.5286666666666666,2.913333333333333,2.147,1.9623999999999995,2.147
2.584363636363636,2.584363636363636,1.5890499999999994,2.006,2.006,2.5286666666666666,2.913333333333333,2.147,1.9623999999999995,2.147
2.584363636363636,2.584363636363636,1.5890499999999994,2.006,2.006,2.5286666666666666,2.913333333333333,2.147,1.9623999999999995,2.147
2.584363636363636,2.584363636363636,1.5890499999999994,2.006,2.006,2.5286666666666666,2.913333333333333,2.147,1.9623999999999995,2.147
2.584363636363636,2.584363636363636,1.5890499999999994,2.006,2.006,2.5286666666666666,2.913333333333333,2.147,1.9623999999999995,2.147
2.584363636363636,2.584363636363636,1.5890499999999994,2.006,2.006,2.5286666666666666,2.913333333333333,2.147,1.9623999999999995,2.147
2.584363636363636,2.584363636363636,1.5890499999999994,2.006,2.006,2.5286666666666666,2.913333333333333,2.147,1.9623999999999995,2.147
2.584363636363636,2.584363636363636,1.5890499999999994,2.006,2.006,2.5286666666666666,2.913333333333333,2.147,1.9623999999999995,2.147
2.584363636363636,2.584363636363636,1.5890499999999994,2.006,2.006,2.5286666666666666,2.913333333333333,2.147,1.9623999999999995,2.147
2.584363636363636,2.584363636363636,1.5890499999999994,2.006,2.006,2.5286666666666666,2.913333333333333,2.147,1.9623999999999995,2.147
2.584363636363636,2.584363636363636,1.5890499999999994,2.006,2.006,2.5286666666666666,2.913333333333333,2.147,1.9623999999999995,2.147
2.584363636363636,2.584363636363636,1.5890499999999994,2.006,2.006,2.5286666666666666,2.913333333333333,2.147,1.9623999999999995,2.147
2.584363636363636,2.584363636363636,1.5890499999999994,2.006,2.006,2.5286666666666666,2.913333333333333,2.147,1.9623999999999995,2.147
2.584363636363636,2.584363636363636,1.5890499999999994,2.006,2.006,2.5286666666666666,2.913333333333333,2.147,1.9623999999999995,2.147
2.584363636363636,2.584363636363636,1.5890499999999994,2.006,2.006,2.5286666666666666,2.913333333333333,2.147,1.9623999999999995,2.147
2.584363636363636,2.584363636363636,1.5890499999999994,2.006,2.006,2.5286666666666666,2.913333333333333,2.147,1.9623999999999995,2.147
2.584363636363636,2.584363636363636,1.5890499999999994,2.006,2.006,2.5286666666666666,2.913333333333333,2.147,1.9623999999999995,2.147
2.584363636363636,2.584363636363636,1.5890499999999994,2.006,2.006,2.5286666666666666,2.913333333333333,2.147,1.9623999999999995,2.147
2.584363636363636,2.584363636363636,1.5890499999999994,2.006,2.006,2.5286666666666666,2.913333333333333,2.147,1.9623999999999995,2.147
2.584363636363636,2.584363636363636,1.5890499999999994,2.006,2.006,2.5286666666666666,2.913333333333333,2.147,1.9623999999999995,2.147
2.584363636363636,2.584363636363636,1.5890499999999994,2.006,2.006,2.5286666666666666,2.913333333333333,2.147,1.9623999999999995,2.147
2.584363636363636,2.584363636363636,1.5890499999999994,2.006,2.006,2.5286666666666666,2.913333333333333,2.147,1.9623999999999995,2.147
