AZ,CA,CO,ID,MT,NM,NV,OR,TX,WA
2.488770642201835,2.488770642201835,1.5587322175732212,1.924333333333333,1.924333333333333,2.416648648648649,2.736633333333333,2.2776000000000005,1.8797364016736393,2.2776000000000005
