,AZPS,AVA,BANC,BPAT,CHPD,CISO,DOPD,EPE,GCPD,IID,IPCO,LDWP,NEVP,NWMT,PACE,PACW,PGE,PNM,PSCO,PSEI,SCL,SRP,TEPC,TIDC,TPWR,WACM,WALC,WAUW
0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0
1,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0
2,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0
3,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0
4,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0
5,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0
6,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0
7,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0
8,159.0,0.0,3.0,0.0,0,3389.0,0,67.0,0,28.0,4.0,111.0,84.0,0.0,148.0,4.0,0,28.0,22.0,0,0,161.0,20.0,0,0,5.0,0,0
9,168.0,1.0,38.0,1.0,0,6909.0,0,87.0,0,94.0,89.0,516.0,290.0,0.0,554.0,55.0,0,47.0,44.0,0,0,422.0,28.0,0,0,16.0,0,0
10,201.0,7.0,89.0,3.0,0,7931.0,0,87.0,0,117.0,131.0,812.0,379.0,0.0,517.0,112.0,0,56.0,53.0,0,0,500.0,50.0,0,0,24.0,0,0
11,236.0,0.0,109.0,2.0,0,7909.0,0,85.0,0,118.0,119.0,876.0,404.0,0.0,526.0,106.0,0,66.0,63.0,0,0,523.0,85.0,0,0,26.0,0,0
12,441.0,7.0,106.0,2.0,0,7831.0,0,75.0,0,119.0,123.0,885.0,395.0,0.0,516.0,118.0,0,78.0,64.0,0,0,527.0,60.0,0,0,26.0,0,0
13,359.0,7.0,99.0,2.0,0,7956.0,0,79.0,0,119.0,134.0,873.0,399.0,0.0,561.0,105.0,0,70.0,82.0,0,0,542.0,62.0,0,0,23.0,0,0
14,367.0,6.0,101.0,2.0,0,7727.0,0,82.0,0,118.0,93.0,827.0,419.0,0.0,638.0,108.0,0,66.0,109.0,0,0,553.0,49.0,0,0,34.0,0,0
