Name,Bus,Fuel,Max_Cap,Min_Cap,Heat_Rate
JOSEPHCITY,40595,BIT (Bituminous Coal),1128.8,393.08000000000004,8.3791463805
SANDIEGO,28474,NG (Natural Gas),1147.8,352.19000000000005,4.412612964909091
CARLSBAD,28474,NG (Natural Gas),981.5999999999999,258.76000000000005,4.988324888199999
ESCONDIDO,28474,NG (Natural Gas),558.99,189.19,4.966842436
ELCENTRO,28474,NG (Natural Gas),358.30000000000007,105.86,4.717308359333334
PALA,28474,NG (Natural Gas),118.0,50.89,4.696142368
ELCAJON,28474,NG (Natural Gas),116.6,30.409999999999997,4.6529271660000004
CORONADO,28474,NG (Natural Gas),65.9,12.38,2.17223274475
RANCHOSANTAFE,28474,NG (Natural Gas),33.0,9.31,2.8190223876666667
FELLOWS_9,26201,NG (Natural Gas),273.1,103.92,4.4462703865
BAKERSFIELD,26201,NG (Natural Gas),445.4,124.78,3.651720199
MCKITTRICK_10,26201,NG (Natural Gas),77.4,25.79,4.6543829174999996
TAFT,26201,NG (Natural Gas),56.3,9.190000000000001,3.0815035519999996
VANCOUVER,10093,NG (Natural Gas),248.0,115.79,5.099517491
CLATSKANIE,10093,NG (Natural Gas),1360.5200000000004,364.52000000000004,3.7991292330588236
LONGVIEW,10093,NG (Natural Gas),319.0,62.459999999999994,4.9100360985
LASVEGAS_11,30374,NG (Natural Gas),1465.6200000000001,385.16,3.3519695143333332
MAXWELL,20136,NG (Natural Gas),741.01,198.23000000000002,4.96488960075
YUBACITY,20136,NG (Natural Gas),894.8,309.24,4.227248004555555
SACRAMENTO,20136,NG (Natural Gas),367.3,112.77000000000001,2.977039650833333
MCCLELLAN,20136,NG (Natural Gas),77.0,23.9,4.73352586
VACAVILLE,20136,NG (Natural Gas),60.5,26.37,4.700582936
ROSEVILLE,20136,NG (Natural Gas),164.01,45.03,4.7449828683333335
ELKGROVE,20136,NG (Natural Gas),35.75,12.61,4.648478489
LODI_12,20136,NG (Natural Gas),54.8,14.73,4.335917959
REDBLUFF,20136,NG (Natural Gas),46.38000000000001,13.700000000000001,2.0962428775000004
ARLINGTON,40994,NG (Natural Gas),3236.4900000000007,962.6200000000002,3.3211280914
JEAN,30220,NG (Natural Gas),695.91,287.04,3.7723094140000004
BOULDERCITY,30220,NG (Natural Gas),536.01,152.18,4.880629314
LASVEGAS_13,30220,NG (Natural Gas),1597.6200000000001,530.6600000000001,4.7556229860000006
POINTOFROCKS,70155,BIT (Bituminous Coal),2441.92,729.2900000000001,8.33962591575
GILBERT,40369,NG (Natural Gas),1326.0,379.11,5.025952209500001
CASAGRANDE,40369,NG (Natural Gas),646.11,164.04999999999998,5.0207692716666665
COCHISE,40369,BIT (Bituminous Coal),660.68,160.31,8.571841746142857
TUCSON,40369,BIT (Bituminous Coal),782.9000000000002,242.94,5.634334774500001
CHANDLER,40369,NG (Natural Gas),1515.48,433.48,4.467244568733333
LAKEHAVASUCITY,40008,NG (Natural Gas),218.13,103.98,5.034548487
MOHAVEVALLEY,40008,NG (Natural Gas),708.0,278.15,3.314390562
LAKEHAVASUCITY_14,40006,NG (Natural Gas),436.26,113.36000000000001,4.9956666765
GOLDENVALLEY,40006,NG (Natural Gas),130.0,33.97,4.343049815
DEMING,80007,NG (Natural Gas),791.2099999999999,307.05,3.3543612106666667
LAMESA,80007,NG (Natural Gas),336.7,115.74,4.875753681
SUNLANDPARK,80007,NG (Natural Gas),372.48999999999995,89.5,4.76882827475
ELPASO,80007,NG (Natural Gas),993.52,343.12,3.8312748403
LORDSBURG,80007,NG (Natural Gas),274.0,79.44,3.6936682825000005
HURLEY,80007,NG (Natural Gas),54.0,15.06,4.6283466425
NOGALES,80007,NG (Natural Gas),108.0,27.389999999999997,3.464986626
TYRONE,80007,BIT (Bituminous Coal),45.42,14.32,8.216283548666667
DOUGLAS,80007,BIT (Bituminous Coal),26.1,7.8,8.336509915
NEWPLYMOUTH,13446,NG (Natural Gas),318.5,113.28,4.91064114
VICTORVILLE,28401,NG (Natural Gas),872.0,314.97,3.9364097982000006
DESERTHOTSPRINGS,28401,NG (Natural Gas),807.1800000000002,218.66,4.122906826428571
COLTON,28401,NG (Natural Gas),150.1,51.04,3.540883570666667
ONTARIO,28401,NG (Natural Gas),114.6,36.64,3.197729442
RANCHOCUCAMONGA_15,28401,NG (Natural Gas),49.8,24.66,4.676462277
RIVERSIDE,28401,NG (Natural Gas),236.0,88.33,2.309525441625
BORON,28401,NG (Natural Gas),231.9,63.12,4.673755437
CORONA,28401,NG (Natural Gas),96.0,22.330000000000002,3.081834884333334
TRONA,28401,BIT (Bituminous Coal),92.49,26.66,8.418172041000002
SUNVALLEY,25289,NG (Natural Gas),690.5,169.24,3.6833416097500002
BURBANK,25289,NG (Natural Gas),387.6,96.71000000000001,2.4918156635
LEBEC,25289,NG (Natural Gas),853.2,309.9,4.901964121000001
LOSANGELES,25289,NG (Natural Gas),170.79,63.87,3.3167206580000004
NORWALK,25289,NG (Natural Gas),65.14999999999999,16.78,2.337893297
NEWHALL,25289,NG (Natural Gas),161.10000000000002,55.3,3.122023387
PASADENA,25289,NG (Natural Gas),89.3,34.980000000000004,5.129473378
GLENDALE,25289,NG (Natural Gas),57.4,18.3,4.749769342
GILABEND,40961,NG (Natural Gas),2837.5599999999995,971.9099999999999,4.138723558833333
LASVEGAS_16,30172,NG (Natural Gas),1567.18,299.48,4.349205053111111
WHEATLAND,70172,BIT (Bituminous Coal),1710.0,414.31,8.264099757333334
BLYTHE,40004,NG (Natural Gas),591.0,205.54000000000002,4.989980928666667
YUMA,40004,NG (Natural Gas),522.6,156.08,2.8492586749999997
HERALD,23060,NG (Natural Gas),530.01,186.49,4.9477969753333335
LODI_17,23060,NG (Natural Gas),103.9,12.12,4.791332263
TURLOCK,23060,NG (Natural Gas),374.4,102.49000000000001,4.661461772166667
RIPON,23060,NG (Natural Gas),170.5,47.7,3.0024511293333336
MODESTO,23060,NG (Natural Gas),388.88,99.87,4.358452110111111
ELKGROVE_18,23060,NG (Natural Gas),89.75,20.88,4.5138009625
MOUNTAINHOME,74104,NG (Natural Gas),193.60000000000002,69.19,3.166500773333334
KLAMATHFALLS,13366,NG (Natural Gas),619.1099999999999,165.11999999999998,2.6522240645714286
RATHDRUM,10677,NG (Natural Gas),467.9,125.36999999999999,5.13152821775
SPOKANE,10677,NG (Natural Gas),112.6,47.29,2.3518742445
TEMPE,40367,NG (Natural Gas),573.7,134.0,3.37788736
ELSEGUNDO_19,25403,NG (Natural Gas),537.4,204.86,4.856735944
BOARDMAN_20,13420,NG (Natural Gas),266.3,78.25,4.8546441865
GLENDALE_21,40168,NG (Natural Gas),613.29,181.37,4.788500289166667
WRIGHT,70063,BIT (Bituminous Coal),483.7,106.38,8.208690511
GILLETTE,70063,BIT (Bituminous Coal),929.0,251.69,6.031440895125
FIREBAUGH,23230,NG (Natural Gas),250.20000000000002,86.38,4.5751637325
SANGER,23230,NG (Natural Gas),97.69999999999999,31.930000000000003,3.3616287975
LEMOORE,23230,NG (Natural Gas),186.0,49.39000000000001,4.674999097000001
DELANO,23230,NG (Natural Gas),105.5,27.26,4.675263775
HANFORD,23230,NG (Natural Gas),92.2,32.7,4.668822636
BAKERSFIELD_22,23230,NG (Natural Gas),223.81,75.67,4.666236405142857
COALINGA,23230,NG (Natural Gas),38.4,15.82,4.652149321
SANJOAQUIN_23,23230,NG (Natural Gas),82.59,25.259999999999998,4.629603543666666
CHOWCHILLA,23230,NG (Natural Gas),49.61999999999999,13.43,0.6169154228333333
TEMPE_24,40281,NG (Natural Gas),363.4,127.78999999999999,3.4924077137500005
CHANDLER_25,40281,NG (Natural Gas),9.2,3.12,4.590281086
NILAND,28667,NG (Natural Gas),121.0,38.57,2.3496574475
NORTHPALMSPRINGS,28667,NG (Natural Gas),636.6,201.77,2.769230626666667
BRAWLEY,28667,NG (Natural Gas),58.699999999999996,17.3,3.1268758526666667
COACHELLA,28667,NG (Natural Gas),92.4,28.25,4.6511861735
MOUNTAINHOME_26,74001,NG (Natural Gas),310.9,93.78,2.6490299823333334
BATTLEMOUNTAIN,74001,BIT (Bituminous Coal),242.0,52.07,8.109662577
TACOMA_27,10344,NG (Natural Gas),177.8,35.49,4.7994269339999995
MODESTO_28,23054,BIT (Bituminous Coal),176.00000000000003,43.75000000000001,2.5824475333333337
LODI_29,23054,NG (Natural Gas),77.4,18.95,4.5814249364999995
LATHROP,23054,NG (Natural Gas),46.0,6.59,4.670658683
PASADENA_30,25618,NG (Natural Gas),164.3,44.2,4.598058574333333
GLENDALE_31,25618,NG (Natural Gas),243.51999999999998,62.36,4.642271342714286
OAKLAND_32,21165,BIT (Bituminous Coal),74.5,21.27,8.144239226
BENICIA,21165,NG (Natural Gas),98.0,44.599999999999994,4.5103229225
ANTIOCH_33,21165,NG (Natural Gas),47.0,19.29,4.67167434
SUISUNCITY,21165,NG (Natural Gas),141.0,44.51,4.712425393666666
MARTINEZ,21165,NG (Natural Gas),213.47999999999996,60.17,4.585824996833333
ELSOBRANTE_34,21165,NG (Natural Gas),30.4,12.95,4.636363636
RODEO,21165,NG (Natural Gas),105.2,32.3,1.5369980976666666
BOULDER_35,60194,NG (Natural Gas),175.2,59.37,2.6478747202
ARVADA,60194,NG (Natural Gas),231.6,82.55,2.6547546230833334
EUREKA,20026,NG (Natural Gas),166.97999999999996,56.290000000000006,3.8439096144999993
ANACONDA_36,74132,NG (Natural Gas),67.7,26.84,4.714247384
BUTTE,74132,NG (Natural Gas),54.9,14.64,3.5825388861666667
GILROY,23017,NG (Natural Gas),265.0,99.12,3.7419095435999994
SANJOSE_37,23017,BIT (Bituminous Coal),55.3,9.78,8.110655738
BURBANK_38,25400,NG (Natural Gas),170.2,29.409999999999997,4.635925688
ESCONDIDO_39,28365,NG (Natural Gas),160.2,55.080000000000005,4.6564082335000005
CARLSBAD_40,28365,NG (Natural Gas),18.0,5.75,4.611032532
WILMINGTON_41,25375,NG (Natural Gas),68.5,27.75,2.3481781375
CARSON_42,25375,NG (Natural Gas),38.4,10.86,1.14796654175
CHULAVISTA,28549,NG (Natural Gas),44.0,6.81,4.664699571
SANDIEGO_43,28549,NG (Natural Gas),83.1,18.96,4.426900022333334
HENDERSON,30207,NG (Natural Gas),127.19999999999999,31.42,4.867328010333334
COLSTRIP_44,77001,BIT (Bituminous Coal),46.1,9.01,8.336509915
BLOOMFIELD,60000,NG (Natural Gas),121.6,36.76,3.74618902425
ALAMOSA,53002,NG (Natural Gas),53.2,16.51,4.575744114
GRANTSVILLE,50007,NG (Natural Gas),48.0,17.07,4.844094488
LASVEGAS_45,30205,NG (Natural Gas),96.28,24.71,3.4347420772499997
LASVEGAS_46,30221,NG (Natural Gas),136.27999999999997,27.750000000000004,1.09974123725
LOSANGELES_47,25598,NG (Natural Gas),34.5,7.43,4.9244799085
IRVINE,28078,NG (Natural Gas),39.0,10.22,4.547260292
WHITTIER_48,25595,NG (Natural Gas),29.94,13.690000000000001,4.511419485499999
LOSANGELES_49,25160,NG (Natural Gas),42.99,16.6,1.5337889143333332
PASCO,10600,NG (Natural Gas),45.6,10.110000000000001,0.90944985525
NORWALK_50,25675,NG (Natural Gas),22.05,6.83,4.749769342
