Name,Bus,Fuel,Max_Cap,Min_Cap,Heat_Rate
PHOENIX,40844,NUC (Nuclear),5416.98,1496.6200000000003,4.961115318363637
TONOPAH,40844,NG (Natural Gas),1325.1,393.07,4.177264254333333
RICHLAND,13504,NUC (Nuclear),1200.0,469.13,8.45
BOARDMAN,13504,BIT (Bituminous Coal),929.2,288.65,4.656808065
HERMISTON,13504,NG (Natural Gas),1310.6,566.03,4.969422978714285
GOLDENDALE,13504,NG (Natural Gas),284.3,60.76,4.87330254
AVILABEACH,26133,NUC (Nuclear),2323.0,296.08000000000004,8.44
MCKITTRICK,26133,NG (Natural Gas),1567.9,496.58,5.107528733666666
FELLOWS,26133,NG (Natural Gas),605.4000000000001,111.58000000000001,3.3332731429999995
KINGCITY,26133,NG (Natural Gas),180.5,43.56,4.951989954333334
SANARDO,26133,NG (Natural Gas),77.1,24.53,4.6526597335
DELTA,50024,BIT (Bituminous Coal),1654.0,221.07,8.517034100250001
FRUITLAND,53217,BIT (Bituminous Coal),1636.2,482.75,8.948450007
WATERFLOW,53217,BIT (Bituminous Coal),1848.0,380.85,8.21840230325
FARMINGTON,53217,NG (Natural Gas),91.60000000000001,19.689999999999998,4.5458036204
NUCLA,53217,BIT (Bituminous Coal),113.8,28.74,9.46414136225
OXNARD,25830,NG (Natural Gas),2413.1,725.6300000000001,3.9705640475
GOLETA,25830,NG (Natural Gas),107.30000000000001,42.62,4.517340999
PAGE,40787,BIT (Bituminous Coal),2627.9700000000003,886.78,8.954581920999999
SAINTGEORGE,40787,NG (Natural Gas),80.0,20.46,2.0558185895
COLSTRIP,77261,BIT (Bituminous Coal),2272.0,641.4200000000001,8.651873203
BILLINGS,77261,BIT (Bituminous Coal),240.8,51.169999999999995,8.2201733305
HARDIN,77261,BIT (Bituminous Coal),178.2,59.38,8.210912907
ANACONDA,77261,NG (Natural Gas),135.4,50.08,2.3574089995
BRUSH,60514,BIT (Bituminous Coal),1149.5200000000002,235.35000000000002,3.6288647288999996
WELLINGTON,60514,BIT (Bituminous Coal),800.4000000000001,247.35999999999999,8.242653739333333
DENVER,60514,BIT (Bituminous Coal),855.3199999999997,218.54999999999998,5.974538534777778
KEENESBURG,60514,NG (Natural Gas),685.11,246.77,5.015047094000001
BOULDER,60514,BIT (Bituminous Coal),251.0,55.58,8.227582289499999
PLATTEVILLE,60514,NG (Natural Gas),1185.48,481.17,2.7581665205714283
AURORA,60514,NG (Natural Gas),397.8,147.60000000000002,4.8983084340000005
COMMERCECITY,60514,NG (Natural Gas),154.2,29.25,4.799749687
FORTLUPTON,60514,NG (Natural Gas),497.69999999999993,120.82000000000002,4.718237190875
BURLINGTON,60514,BIT (Bituminous Coal),180.4,58.629999999999995,7.651625424500001
FREDERICK,60514,NG (Natural Gas),394.0,136.49,2.436760269
CHEYENNE,60514,NG (Natural Gas),139.99,33.480000000000004,4.7313746025
PUEBLO,60663,BIT (Bituminous Coal),2035.2799999999997,742.6099999999999,5.445226329272728
PREWITT,60663,BIT (Bituminous Coal),257.0,53.25,8.446400829
HAYDEN,60663,BIT (Bituminous Coal),465.4,95.3,8.4097935095
FOUNTAIN,60663,BIT (Bituminous Coal),1051.59,266.09,5.638130237666666
BELEN,60663,NG (Natural Gas),159.5,74.28,4.909462617
ALBUQUERQUE,60663,NG (Natural Gas),317.69,108.29999999999998,4.906500971500001
COLORADOSPRINGS,60663,BIT (Bituminous Coal),316.62,97.86999999999999,4.2002688164999995
ALGODONES,60663,NG (Natural Gas),45.0,13.059999999999999,2.7253471403333336
CASTLEDALE,50099,BIT (Bituminous Coal),1577.19,296.35,8.900557503333333
HUNTINGTON,50099,BIT (Bituminous Coal),1037.3,382.51,8.612997447000001
OREM,50099,NG (Natural Gas),1392.48,370.22,3.5439141948571424
MONA,50099,NG (Natural Gas),648.99,208.10000000000002,5.030309215333332
KEMMERER,50099,BIT (Bituminous Coal),831.99,304.11,8.195293825333332
HELPER,50099,BIT (Bituminous Coal),208.6,49.9,8.192119736999999
SALTLAKECITY,50099,NG (Natural Gas),783.4899999999999,218.84000000000006,3.5546823330000006
PAYSON,50099,NG (Natural Gas),140.0,43.07,3.9599796074999998
SUNNYSIDE,50099,BIT (Bituminous Coal),58.1,6.34,8.114104596
MAGNA,50099,BIT (Bituminous Coal),213.8,41.0,7.651218644799999
BOUNTIFUL,50099,NG (Natural Gas),30.39,8.9,2.977745407
VERNAL,50316,BIT (Bituminous Coal),499.5,191.6,8.854509546
KEMMERER_2,50316,NG (Natural Gas),108.0,44.7,4.695952191333333
GREENRIVER,50316,BIT (Bituminous Coal),70.98,23.54,7.58577175275
CRAIG,60003,BIT (Bituminous Coal),1427.6100000000001,461.14,8.816982260333333
RIFLE,60003,NG (Natural Gas),110.6,32.989999999999995,2.6739538452000002
PITTSBURG,21647,NG (Natural Gas),1403.91,468.26,3.6552454746666663
HAYWARD,21647,NG (Natural Gas),654.99,253.0,5.035262147333333
ANTIOCH,21647,NG (Natural Gas),828.0,166.97,5.0112838365000005
LODI,21647,NG (Natural Gas),185.0,58.43,4.964897501
SPRINGERVILLE,40881,BIT (Bituminous Coal),1765.8,384.93,8.5911576945
SAINTJOHNS,40881,BIT (Bituminous Coal),821.8,299.65,8.3795766385
SUNCITY,26100,NG (Natural Gas),819.0,228.42000000000002,2.720162225
REDONDOBEACH,26100,NG (Natural Gas),1316.4,454.78000000000003,5.2714185195
LONGBEACH,26100,NG (Natural Gas),2173.98,657.3299999999999,4.4873755521
PLAYADELREY,26100,NG (Natural Gas),823.1999999999999,271.8,5.1540752203333335
HUNTINGTONBEACH,26100,NG (Natural Gas),436.0,100.92999999999999,2.516904583
WILMINGTON,26100,NG (Natural Gas),548.11,163.17000000000002,5.168842224624999
CARSON,26100,NG (Natural Gas),405.0,135.72,3.373919579166667
ELSEGUNDO,25385,NG (Natural Gas),522.1199999999999,169.39000000000001,3.6829313289999996
LONGBEACH_3,25385,NG (Natural Gas),93.0,34.81,4.671209080000001
WILMINGTON_4,25385,NG (Natural Gas),107.39999999999999,38.88,4.82292582
TORRANCE,25385,NG (Natural Gas),49.3,13.3,1.5392236333333333
MOSSLANDING,23377,NG (Natural Gas),2802.0,1120.6499999999999,4.520780010875
COYOTE,23377,NG (Natural Gas),635.01,198.49,5.021359173333334
SANJOAQUIN,23377,NG (Natural Gas),432.0,115.50999999999999,4.8006748715
RANCHOCUCAMONGA,28099,NG (Natural Gas),666.0,179.51,5.279109777
LONGBEACH_5,28099,NG (Natural Gas),1739.1100000000004,464.96999999999997,3.9916827256363634
REDLANDS,28099,NG (Natural Gas),1036.8,235.48999999999998,4.9389776865
LAPUENTE,28099,NG (Natural Gas),500.0,152.42,4.6084577114
ANAHEIM,28099,NG (Natural Gas),270.2,72.77,3.233332611857143
STANTON,28099,NG (Natural Gas),49.8,10.51,4.67768595
POMONA,28099,NG (Natural Gas),56.6,11.84,2.476660443
WHITTIER,28099,NG (Natural Gas),29.94,13.76,2.301933874
BREA,28099,NG (Natural Gas),37.2,8.11,2.6886765132
CENTRALIA,10228,BIT (Bituminous Coal),1459.8,669.44,8.4508288985
CHEHALIS,10228,NG (Natural Gas),698.01,212.9,5.027103500333333
ELMA,10228,NG (Natural Gas),650.01,143.54,5.0311422750000006
TACOMA,10228,NG (Natural Gas),382.3,149.72,4.9088729755
FERNDALE,10228,NG (Natural Gas),285.51,60.370000000000005,4.7739811649999995
BURLINGTON_6,10228,NG (Natural Gas),376.0,118.95,4.770478994
SUMAS,10228,NG (Natural Gas),125.5,58.730000000000004,2.37969677
BLAINE,10228,NG (Natural Gas),169.2,54.89,4.8860544215
ANACORTES,10228,NG (Natural Gas),166.8,46.7,3.4557221497500006
MOAPA,30146,BIT (Bituminous Coal),294.8,132.05,8.509635974
LASVEGAS,30146,NG (Natural Gas),443.14,150.14,2.465057179
NORTHLASVEGAS,30146,NG (Natural Gas),358.92,117.58,4.455701659833333
CROCKETT,21121,NG (Natural Gas),247.4,49.35,5.095785441
PITTSBURG_7,21121,NG (Natural Gas),1621.8199999999997,469.25,4.338871318571429
ANTIOCH_8,21121,NG (Natural Gas),619.71,178.19,5.0107215300000005
TRACY,21121,NG (Natural Gas),336.09000000000003,59.910000000000004,4.809469793666667
OAKLAND,21121,BIT (Bituminous Coal),149.0,37.06,8.239487834
ELSOBRANTE,21121,NG (Natural Gas),125.2,35.19,4.9793510325
SANJOSE,21121,NG (Natural Gas),338.1,90.12999999999998,2.014738010142857
SANTACLARA,21121,NG (Natural Gas),299.1700000000001,70.49999999999997,5.920507688
BYRON,21121,NG (Natural Gas),199.6,75.93,3.3344140705000003
ALAMEDA,21121,NG (Natural Gas),83.3,26.53,2.314432201
STANFORD,21121,NG (Natural Gas),52.8,14.919999999999998,4.6270060775
VALMY,30001,BIT (Bituminous Coal),567.0,231.03,8.358285899
SPARKS,30001,NG (Natural Gas),1402.4999999999995,332.12,3.1202945075555553
YERINGTON,30001,NG (Natural Gas),230.0,68.02,4.815959815499999
