EIA_ID,plant,state,bal_auth,week,mean,max,min
152,Davis,AZ,WALC,1,79.6247,254.8,47.2683
152,Davis,AZ,WALC,2,79.6247,254.8,47.2683
152,Davis,AZ,WALC,3,80.4062,254.8,47.7322
152,Davis,AZ,WALC,4,81.6218,254.8,48.4539
152,Davis,AZ,WALC,5,116.088,254.8,68.9144
152,Davis,AZ,WALC,6,120.1544,254.8,71.3283
152,Davis,AZ,WALC,7,119.2362,254.8,70.7832
152,Davis,AZ,WALC,8,117.2686,254.8,69.6152
152,Davis,AZ,WALC,9,147.8822,254.8,87.7886
152,Davis,AZ,WALC,10,146.5066,254.8,86.972
152,Davis,AZ,WALC,11,90.3285,254.8,53.6225
152,Davis,AZ,WALC,12,192.4189,254.8,114.2273
152,Davis,AZ,WALC,13,176.3187,254.8,104.6696
152,Davis,AZ,WALC,14,172.6135,254.8,102.4701
152,Davis,AZ,WALC,15,172.6135,254.8,102.4701
152,Davis,AZ,WALC,16,170.8874,254.8,101.4454
152,Davis,AZ,WALC,17,169.3391,254.8,100.5263
152,Davis,AZ,WALC,18,160.4825,254.8,95.2686
152,Davis,AZ,WALC,19,159.4882,254.8,94.6784
152,Davis,AZ,WALC,20,158.6928,254.8,94.2062
152,Davis,AZ,WALC,21,153.5422,254.8,91.1486
152,Davis,AZ,WALC,22,121.963,254.8,72.402
152,Davis,AZ,WALC,23,167.9213,254.8,99.6846
152,Davis,AZ,WALC,24,172.4854,254.8,102.394
152,Davis,AZ,WALC,25,168.682,254.8,100.1362
152,Davis,AZ,WALC,26,147.8378,254.8,87.7623
152,Davis,AZ,WALC,27,135.7371,254.8,80.5788
152,Davis,AZ,WALC,28,138.0256,254.8,81.9373
152,Davis,AZ,WALC,29,137.3104,254.8,81.5128
152,Davis,AZ,WALC,30,152.3385,254.8,90.434
152,Davis,AZ,WALC,31,132.4006,254.8,78.5981
152,Davis,AZ,WALC,32,116.7151,254.8,69.2866
152,Davis,AZ,WALC,33,127.9543,254.8,75.9586
152,Davis,AZ,WALC,34,123.6315,254.8,73.3925
152,Davis,AZ,WALC,35,139.2422,254.8,82.6596
152,Davis,AZ,WALC,36,129.7353,254.8,77.0159
152,Davis,AZ,WALC,37,128.7574,254.8,76.4354
152,Davis,AZ,WALC,38,128.1055,254.8,76.0484
152,Davis,AZ,WALC,39,128.8833,254.8,76.5101
152,Davis,AZ,WALC,40,111.5761,254.8,66.2359
152,Davis,AZ,WALC,41,110.0965,254.8,65.3575
152,Davis,AZ,WALC,42,104.6424,254.8,62.1198
152,Davis,AZ,WALC,43,103.2144,254.8,61.2721
152,Davis,AZ,WALC,44,97.4265,254.8,57.8362
152,Davis,AZ,WALC,45,100.0322,254.8,59.383
152,Davis,AZ,WALC,46,101.3119,254.8,60.1427
152,Davis,AZ,WALC,47,98.7062,254.8,58.5958
152,Davis,AZ,WALC,48,79.9161,254.8,47.4413
152,Davis,AZ,WALC,49,75.9267,254.8,45.073
152,Davis,AZ,WALC,50,75.3151,254.8,44.71
152,Davis,AZ,WALC,51,75.6413,254.8,44.9036
152,Davis,AZ,WALC,52,73.7189,254.8,43.7624
153,Glen Canyon,AZ,WALC,1,349.0149,1312.0,207.1888
153,Glen Canyon,AZ,WALC,2,396.7281,1312.0,235.5132
153,Glen Canyon,AZ,WALC,3,507.9155,1312.0,301.5183
153,Glen Canyon,AZ,WALC,4,539.3139,1312.0,320.1576
153,Glen Canyon,AZ,WALC,5,483.7843,1312.0,287.1931
153,Glen Canyon,AZ,WALC,6,370.9335,1312.0,220.2005
153,Glen Canyon,AZ,WALC,7,389.5406,1312.0,231.2464
153,Glen Canyon,AZ,WALC,8,408.8726,1312.0,242.7226
153,Glen Canyon,AZ,WALC,9,368.3298,1312.0,218.6549
153,Glen Canyon,AZ,WALC,10,375.2766,1312.0,222.7787
153,Glen Canyon,AZ,WALC,11,431.0027,1312.0,255.8599
153,Glen Canyon,AZ,WALC,12,364.4255,1312.0,216.3371
153,Glen Canyon,AZ,WALC,13,543.1527,1312.0,322.4365
153,Glen Canyon,AZ,WALC,14,463.5167,1312.0,275.1615
153,Glen Canyon,AZ,WALC,15,253.1547,1312.0,150.2824
153,Glen Canyon,AZ,WALC,16,221.6957,1312.0,131.6072
153,Glen Canyon,AZ,WALC,17,423.8452,1312.0,251.6109
153,Glen Canyon,AZ,WALC,18,466.7023,1312.0,277.0525
153,Glen Canyon,AZ,WALC,19,365.0327,1312.0,216.6975
153,Glen Canyon,AZ,WALC,20,218.413,1312.0,129.6584
153,Glen Canyon,AZ,WALC,21,167.9404,1312.0,99.6959
153,Glen Canyon,AZ,WALC,22,305.748,1312.0,181.5039
153,Glen Canyon,AZ,WALC,23,369.1086,1312.0,219.1172
153,Glen Canyon,AZ,WALC,24,320.9061,1312.0,190.5023
153,Glen Canyon,AZ,WALC,25,381.359,1312.0,226.3895
153,Glen Canyon,AZ,WALC,26,240.8264,1312.0,142.9639
153,Glen Canyon,AZ,WALC,27,10.5061,1312.0,6.2368
153,Glen Canyon,AZ,WALC,28,6.8195,1312.0,4.0483
153,Glen Canyon,AZ,WALC,29,397.3867,1312.0,235.9041
153,Glen Canyon,AZ,WALC,30,1312.0,1312.0,778.854
153,Glen Canyon,AZ,WALC,31,467.3086,1312.0,277.4125
153,Glen Canyon,AZ,WALC,32,5.6478,1312.0,3.3528
153,Glen Canyon,AZ,WALC,33,1270.0165,1312.0,753.931
153,Glen Canyon,AZ,WALC,34,44.897,1312.0,26.6526
153,Glen Canyon,AZ,WALC,35,1058.1268,1312.0,628.1451
153,Glen Canyon,AZ,WALC,36,93.515,1312.0,55.5141
153,Glen Canyon,AZ,WALC,37,87.9022,1312.0,52.1822
153,Glen Canyon,AZ,WALC,38,64.2781,1312.0,38.158
153,Glen Canyon,AZ,WALC,39,212.4298,1312.0,126.1066
153,Glen Canyon,AZ,WALC,40,156.901,1312.0,93.1425
153,Glen Canyon,AZ,WALC,41,358.598,1312.0,212.8777
153,Glen Canyon,AZ,WALC,42,217.8438,1312.0,129.3205
153,Glen Canyon,AZ,WALC,43,250.4142,1312.0,148.6556
153,Glen Canyon,AZ,WALC,44,257.1784,1312.0,152.6711
153,Glen Canyon,AZ,WALC,45,256.7584,1312.0,152.4217
153,Glen Canyon,AZ,WALC,46,264.3197,1312.0,156.9104
153,Glen Canyon,AZ,WALC,47,264.3197,1312.0,156.9104
153,Glen Canyon,AZ,WALC,48,294.0719,1312.0,174.5725
153,Glen Canyon,AZ,WALC,49,303.0323,1312.0,179.8917
153,Glen Canyon,AZ,WALC,50,303.0323,1312.0,179.8917
153,Glen Canyon,AZ,WALC,51,303.0323,1312.0,179.8917
153,Glen Canyon,AZ,WALC,52,303.0323,1312.0,179.8917
154,Hoover Dam (NV),NV,WALC,1,155.6845,1039.4,92.4204
154,Hoover Dam (NV),NV,WALC,2,155.6845,1039.4,92.4204
154,Hoover Dam (NV),NV,WALC,3,157.2125,1039.4,93.3274
154,Hoover Dam (NV),NV,WALC,4,159.5894,1039.4,94.7384
154,Hoover Dam (NV),NV,WALC,5,211.0388,1039.4,125.2808
154,Hoover Dam (NV),NV,WALC,6,218.4311,1039.4,129.6692
154,Hoover Dam (NV),NV,WALC,7,216.7619,1039.4,128.6782
154,Hoover Dam (NV),NV,WALC,8,213.1849,1039.4,126.5548
154,Hoover Dam (NV),NV,WALC,9,245.8458,1039.4,145.9436
154,Hoover Dam (NV),NV,WALC,10,243.5589,1039.4,144.586
154,Hoover Dam (NV),NV,WALC,11,150.1661,1039.4,89.1444
154,Hoover Dam (NV),NV,WALC,12,319.8854,1039.4,189.8964
154,Hoover Dam (NV),NV,WALC,13,327.5019,1039.4,194.4178
154,Hoover Dam (NV),NV,WALC,14,342.4152,1039.4,203.2709
154,Hoover Dam (NV),NV,WALC,15,342.4152,1039.4,203.2709
154,Hoover Dam (NV),NV,WALC,16,338.9911,1039.4,201.2382
154,Hoover Dam (NV),NV,WALC,17,336.8439,1039.4,199.9636
154,Hoover Dam (NV),NV,WALC,18,321.5652,1039.4,190.8936
154,Hoover Dam (NV),NV,WALC,19,319.5729,1039.4,189.7108
154,Hoover Dam (NV),NV,WALC,20,317.979,1039.4,188.7647
154,Hoover Dam (NV),NV,WALC,21,307.6586,1039.4,182.6381
154,Hoover Dam (NV),NV,WALC,22,224.1319,1039.4,133.0534
154,Hoover Dam (NV),NV,WALC,23,303.6313,1039.4,180.2473
154,Hoover Dam (NV),NV,WALC,24,311.884,1039.4,185.1464
154,Hoover Dam (NV),NV,WALC,25,305.0067,1039.4,181.0638
154,Hoover Dam (NV),NV,WALC,26,269.0009,1039.4,159.6893
154,Hoover Dam (NV),NV,WALC,27,248.4016,1039.4,147.4608
154,Hoover Dam (NV),NV,WALC,28,252.5896,1039.4,149.947
154,Hoover Dam (NV),NV,WALC,29,251.2809,1039.4,149.1701
154,Hoover Dam (NV),NV,WALC,30,280.9198,1039.4,166.7649
154,Hoover Dam (NV),NV,WALC,31,255.9332,1039.4,151.9319
154,Hoover Dam (NV),NV,WALC,32,225.6127,1039.4,133.9325
154,Hoover Dam (NV),NV,WALC,33,247.3384,1039.4,146.8297
154,Hoover Dam (NV),NV,WALC,34,238.9824,1039.4,141.8692
154,Hoover Dam (NV),NV,WALC,35,228.9412,1039.4,135.9083
154,Hoover Dam (NV),NV,WALC,36,201.6817,1039.4,119.7261
154,Hoover Dam (NV),NV,WALC,37,200.1615,1039.4,118.8236
154,Hoover Dam (NV),NV,WALC,38,199.148,1039.4,118.222
154,Hoover Dam (NV),NV,WALC,39,201.5462,1039.4,119.6457
