name,typ,node,maxcap,marginal_cost,mincap,var_om,no_load,st_cost,ramp,minup,mindn
ARVADA,ngcc,bus_60308,231.6,11.135,82.55000000000003,3,694.8,16212.0,231.6,4,4
BRUSH,ngcc,bus_60751,1149.52,13.607000000000001,235.35000000000005,3,3448.56,80466.4,1149.52,4,4
GLENROCK,coal,bus_70097,1485.5,2.475,505.5,4,4456.5,103985.0,490.21500000000003,12,12
GILLETTE,coal,bus_70134,929.0,24.29125,251.69,4,2787.0,65030.0,306.57,12,12
WRIGHT,coal,bus_70134,483.7,27.77,106.38,4,1451.1,33859.0,159.621,12,12
WHEATLAND,coal,bus_70172,1710.0,29.22666666666667,414.31,4,5130.0,119700.0,564.3000000000001,12,12
KEMMERER_61,coal,bus_70125,831.99,27.790000000000006,304.11,4,2495.9700000000003,58239.3,274.55670000000003,12,12
POINTOFROCKS,coal,bus_70153,2441.92,29.3775,729.29,4,7325.76,170934.4,805.8336,12,12
ANACONDA,ngcc,bus_74132,67.7,17.57,26.84,3,203.10000000000002,4739.0,67.7,4,4
BUTTE,ngcc,bus_74132,54.9,14.28,14.64,3,164.7,3843.0,54.9,4,4
ANACONDA_62,ngcc,bus_77258,135.4,8.225,50.08,3,406.20000000000005,9478.0,135.4,4,4
BILLINGS,coal,bus_77258,240.8,15.99,51.17,4,722.4000000000001,16856.0,79.46400000000001,12,12
COLSTRIP,coal,bus_77258,2272.0,17.625,641.4200000000002,4,6816.0,159040.0,749.76,12,12
COLSTRIP_63,coal,bus_77001,46.1,0.0,9.01,4,138.3,3227.0,15.213000000000001,12,12
bus_10209_WIND,wind,bus_10209,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_10607_WIND,wind,bus_10607,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_10768_WIND,wind,bus_10768,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_10908_WIND,wind,bus_10908,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_10965_WIND,wind,bus_10965,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_13265_WIND,wind,bus_13265,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_13420_WIND,wind,bus_13420,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_13446_WIND,wind,bus_13446,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_13518_WIND,wind,bus_13518,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_13684_WIND,wind,bus_13684,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_20136_WIND,wind,bus_20136,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_21165_WIND,wind,bus_21165,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_21681_WIND,wind,bus_21681,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_25289_WIND,wind,bus_25289,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_25834_WIND,wind,bus_25834,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_26012_WIND,wind,bus_26012,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_28667_WIND,wind,bus_28667,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_29018_WIND,wind,bus_29018,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_40006_WIND,wind,bus_40006,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_40595_WIND,wind,bus_40595,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_40786_WIND,wind,bus_40786,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_40934_WIND,wind,bus_40934,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_50024_WIND,wind,bus_50024,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_50077_WIND,wind,bus_50077,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_50196_WIND,wind,bus_50196,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_50316_WIND,wind,bus_50316,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_50385_WIND,wind,bus_50385,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_53012_WIND,wind,bus_53012,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_53297_WIND,wind,bus_53297,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_60514_WIND,wind,bus_60514,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_60686_WIND,wind,bus_60686,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_70000_WIND,wind,bus_70000,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_70097_WIND,wind,bus_70097,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_70172_WIND,wind,bus_70172,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_74104_WIND,wind,bus_74104,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_74235_WIND,wind,bus_74235,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_77258_WIND,wind,bus_77258,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_10022_SOLAR,solar,bus_10022,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_10033_SOLAR,solar,bus_10033,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_10965_SOLAR,solar,bus_10965,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_11041_SOLAR,solar,bus_11041,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_13265_SOLAR,solar,bus_13265,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_13366_SOLAR,solar,bus_13366,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_13446_SOLAR,solar,bus_13446,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_13693_SOLAR,solar,bus_13693,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_20000_SOLAR,solar,bus_20000,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_20007_SOLAR,solar,bus_20007,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_20136_SOLAR,solar,bus_20136,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_20487_SOLAR,solar,bus_20487,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_21108_SOLAR,solar,bus_21108,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_21165_SOLAR,solar,bus_21165,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_21497_SOLAR,solar,bus_21497,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_23230_SOLAR,solar,bus_23230,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_23263_SOLAR,solar,bus_23263,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_23417_SOLAR,solar,bus_23417,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_25289_SOLAR,solar,bus_25289,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_25385_SOLAR,solar,bus_25385,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_26012_SOLAR,solar,bus_26012,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_26133_SOLAR,solar,bus_26133,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_26163_SOLAR,solar,bus_26163,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_28401_SOLAR,solar,bus_28401,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_28667_SOLAR,solar,bus_28667,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_29018_SOLAR,solar,bus_29018,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_30001_SOLAR,solar,bus_30001,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_30182_SOLAR,solar,bus_30182,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_30207_SOLAR,solar,bus_30207,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_30220_SOLAR,solar,bus_30220,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_30221_SOLAR,solar,bus_30221,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_30390_SOLAR,solar,bus_30390,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_40004_SOLAR,solar,bus_40004,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_40006_SOLAR,solar,bus_40006,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_40050_SOLAR,solar,bus_40050,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_40073_SOLAR,solar,bus_40073,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_40076_SOLAR,solar,bus_40076,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_40391_SOLAR,solar,bus_40391,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_40401_SOLAR,solar,bus_40401,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_40519_SOLAR,solar,bus_40519,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_40535_SOLAR,solar,bus_40535,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_40595_SOLAR,solar,bus_40595,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_40786_SOLAR,solar,bus_40786,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_50024_SOLAR,solar,bus_50024,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_50196_SOLAR,solar,bus_50196,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_60662_SOLAR,solar,bus_60662,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_74001_SOLAR,solar,bus_74001,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_74104_SOLAR,solar,bus_74104,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_80007_SOLAR,solar,bus_80007,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_10033_HYDRO,hydro,bus_10033,125.568,0.0,0.0,1,1.0,1.0,125.568,0,0
bus_10209_HYDRO,hydro,bus_10209,144.27,0.0,0.0,1,1.0,1.0,144.27,0,0
bus_10228_HYDRO,hydro,bus_10228,554.84,0.0,0.0,1,1.0,1.0,554.84,0,0
bus_10344_HYDRO,hydro,bus_10344,35.578,0.0,0.0,1,1.0,1.0,35.578,0,0
bus_10558_HYDRO,hydro,bus_10558,107.888,0.0,0.0,1,1.0,1.0,107.888,0,0
bus_10677_HYDRO,hydro,bus_10677,198.832,0.0,0.0,1,1.0,1.0,198.832,0,0
bus_10683_HYDRO,hydro,bus_10683,790.818,0.0,0.0,1,1.0,1.0,790.818,0,0
bus_10710_HYDRO,hydro,bus_10710,1450.58,0.0,0.0,1,1.0,1.0,1450.58,0,0
bus_10750_HYDRO,hydro,bus_10750,3095.105,0.0,0.0,1,1.0,1.0,3095.105,0,0
bus_10811_HYDRO,hydro,bus_10811,18.302,0.0,0.0,1,1.0,1.0,18.302,0,0
bus_10908_HYDRO,hydro,bus_10908,870.0239999999999,0.0,0.0,1,1.0,1.0,870.0239999999999,0,0
bus_10965_HYDRO,hydro,bus_10965,1450.019,0.0,0.0,1,1.0,1.0,1450.019,0,0
bus_11014_HYDRO,hydro,bus_11014,4371.406,0.0,0.0,1,1.0,1.0,4371.406,0,0
bus_11041_HYDRO,hydro,bus_11041,1105.1660000000002,0.0,0.0,1,1.0,1.0,1105.1660000000002,0,0
bus_13000_HYDRO,hydro,bus_13000,89.94,0.0,0.0,1,1.0,1.0,89.94,0,0
bus_13265_HYDRO,hydro,bus_13265,1047.412,0.0,0.0,1,1.0,1.0,1047.412,0,0
bus_13366_HYDRO,hydro,bus_13366,196.612,0.0,0.0,1,1.0,1.0,196.612,0,0
bus_13446_HYDRO,hydro,bus_13446,637.9350000000002,0.0,0.0,1,1.0,1.0,637.9350000000002,0,0
bus_13475_HYDRO,hydro,bus_13475,2936.8590000000004,0.0,0.0,1,1.0,1.0,2936.8590000000004,0,0
bus_13499_HYDRO,hydro,bus_13499,2791.982,0.0,0.0,1,1.0,1.0,2791.982,0,0
bus_13669_HYDRO,hydro,bus_13669,984.028,0.0,0.0,1,1.0,1.0,984.028,0,0
bus_13684_HYDRO,hydro,bus_13684,401.82300000000015,0.0,0.0,1,1.0,1.0,401.82300000000015,0,0
bus_20007_HYDRO,hydro,bus_20007,60.225,0.0,0.0,1,1.0,1.0,60.225,0,0
bus_20026_HYDRO,hydro,bus_20026,491.668,0.0,0.0,1,1.0,1.0,491.668,0,0
bus_20136_HYDRO,hydro,bus_20136,2171.617,0.0,0.0,1,1.0,1.0,2171.617,0,0
bus_20390_HYDRO,hydro,bus_20390,734.794,0.0,0.0,1,1.0,1.0,734.794,0,0
bus_20428_HYDRO,hydro,bus_20428,531.0279999999998,0.0,0.0,1,1.0,1.0,531.0279999999998,0,0
bus_21497_HYDRO,hydro,bus_21497,65.789,0.0,0.0,1,1.0,1.0,65.789,0,0
bus_21596_HYDRO,hydro,bus_21596,3.639,0.0,0.0,1,1.0,1.0,3.639,0,0
bus_23099_HYDRO,hydro,bus_23099,1040.854,0.0,0.0,1,1.0,1.0,1040.854,0,0
bus_23230_HYDRO,hydro,bus_23230,20.504,0.0,0.0,1,1.0,1.0,20.504,0,0
bus_23417_HYDRO,hydro,bus_23417,1240.513,0.0,0.0,1,1.0,1.0,1240.513,0,0
bus_25268_HYDRO,hydro,bus_25268,5.832999999999998,0.0,0.0,1,1.0,1.0,5.832999999999998,0,0
bus_25289_HYDRO,hydro,bus_25289,67.58800000000001,0.0,0.0,1,1.0,1.0,67.58800000000001,0,0
bus_26197_HYDRO,hydro,bus_26197,823.5220000000003,0.0,0.0,1,1.0,1.0,823.5220000000003,0,0
bus_28302_HYDRO,hydro,bus_28302,185.936,0.0,0.0,1,1.0,1.0,185.936,0,0
bus_28401_HYDRO,hydro,bus_28401,40.650999999999996,0.0,0.0,1,1.0,1.0,40.650999999999996,0,0
bus_29018_HYDRO,hydro,bus_29018,39.553,0.0,0.0,1,1.0,1.0,39.553,0,0
bus_30001_HYDRO,hydro,bus_30001,63.463,0.0,0.0,1,1.0,1.0,63.463,0,0
bus_30451_HYDRO,hydro,bus_30451,1209.497,0.0,0.0,1,1.0,1.0,1209.497,0,0
bus_40004_HYDRO,hydro,bus_40004,15.568,0.0,0.0,1,1.0,1.0,15.568,0,0
bus_40006_HYDRO,hydro,bus_40006,139.5,0.0,0.0,1,1.0,1.0,139.5,0,0
bus_40008_HYDRO,hydro,bus_40008,254.8,0.0,0.0,1,1.0,1.0,254.8,0,0
bus_40367_HYDRO,hydro,bus_40367,108.005,0.0,0.0,1,1.0,1.0,108.005,0,0
bus_40786_HYDRO,hydro,bus_40786,807.9169999999998,0.0,0.0,1,1.0,1.0,807.9169999999998,0,0
bus_50007_HYDRO,hydro,bus_50007,71.61399999999998,0.0,0.0,1,1.0,1.0,71.61399999999998,0,0
bus_50075_HYDRO,hydro,bus_50075,2.667,0.0,0.0,1,1.0,1.0,2.667,0,0
bus_50196_HYDRO,hydro,bus_50196,253.958,0.0,0.0,1,1.0,1.0,253.958,0,0
bus_50316_HYDRO,hydro,bus_50316,116.567,0.0,0.0,1,1.0,1.0,116.567,0,0
bus_53215_HYDRO,hydro,bus_53215,5.851,0.0,0.0,1,1.0,1.0,5.851,0,0
bus_53297_HYDRO,hydro,bus_53297,116.35600000000001,0.0,0.0,1,1.0,1.0,116.35600000000001,0,0
bus_60000_HYDRO,hydro,bus_60000,29.430999999999997,0.0,0.0,1,1.0,1.0,29.430999999999997,0,0
bus_60194_HYDRO,hydro,bus_60194,67.839,0.0,0.0,1,1.0,1.0,67.839,0,0
bus_60662_HYDRO,hydro,bus_60662,20.48,0.0,0.0,1,1.0,1.0,20.48,0,0
bus_60686_HYDRO,hydro,bus_60686,7.5710000000000015,0.0,0.0,1,1.0,1.0,7.5710000000000015,0,0
bus_60872_HYDRO,hydro,bus_60872,130.48000000000002,0.0,0.0,1,1.0,1.0,130.48000000000002,0,0
bus_70000_HYDRO,hydro,bus_70000,195.89900000000003,0.0,0.0,1,1.0,1.0,195.89900000000003,0,0
bus_70097_HYDRO,hydro,bus_70097,170.192,0.0,0.0,1,1.0,1.0,170.192,0,0
bus_70172_HYDRO,hydro,bus_70172,29.509,0.0,0.0,1,1.0,1.0,29.509,0,0
bus_74001_HYDRO,hydro,bus_74001,201.57200000000003,0.0,0.0,1,1.0,1.0,201.57200000000003,0,0
bus_74053_HYDRO,hydro,bus_74053,107.291,0.0,0.0,1,1.0,1.0,107.291,0,0
bus_74104_HYDRO,hydro,bus_74104,111.36,0.0,0.0,1,1.0,1.0,111.36,0,0
bus_74132_HYDRO,hydro,bus_74132,45.583,0.0,0.0,1,1.0,1.0,45.583,0,0
bus_74235_HYDRO,hydro,bus_74235,1690.444,0.0,0.0,1,1.0,1.0,1690.444,0,0
bus_77001_HYDRO,hydro,bus_77001,129.666,0.0,0.0,1,1.0,1.0,129.666,0,0
bus_77258_HYDRO,hydro,bus_77258,438.07300000000004,0.0,0.0,1,1.0,1.0,438.07300000000004,0,0
bus_80007_HYDRO,hydro,bus_80007,16.759,0.0,0.0,1,1.0,1.0,16.759,0,0
